gid	gname	chr	start	end	logCPM	logFC.A1.A2	absLogFC	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC03g04766	MvSl-1064-A1-R4_MC03	Chr03	1231362	1233299	6.41135465	0.058155667	0.058155667	0.773185192	1	6.331597854	6.54101376	6.212291417	6.533960469
MvSl-1064-A1-R4_MC03g04767	MvSl-1064-A1-R4_MC03	Chr03	1234285	1237148	6.480226528	0.125395502	0.125395502	0.50633201	0.974902305	6.540523159	6.542635776	6.359323582	6.471148659
MvSl-1064-A1-R4_MC03g04768	MvSl-1064-A1-R4_MC03	Chr03	1237935	1240347	6.572266714	-0.014588248	0.014588248	0.938057109	1	6.516003214	6.612257114	6.620983486	6.536850001
MvSl-1064-A1-R4_MC03g04769	MvSl-1064-A1-R4_MC03	Chr03	1241565	1243427	4.77169618	-0.030635767	0.030635767	0.896746973	1	4.745339935	4.767129885	4.844385055	4.726846978
MvSl-1064-A1-R4_MC03g04770	MvSl-1064-A1-R4_MC03	Chr03	1245819	1249778	0.889950069	-0.170066082	0.170066082	0.687888452	0.998466238	0.537508817	1.026462441	1.093631259	0.824680291
MvSl-1064-A1-R4_MC03g04772	MvSl-1064-A1-R4_MC03	Chr03	1250299	1251640	4.815864976	0.138758019	0.138758019	0.557344504	0.984491172	4.849169305	4.917219193	4.656094197	4.829393517
MvSl-1064-A1-R4_MC03g04773	MvSl-1064-A1-R4_MC03	Chr03	1251827	1252261	3.771366396	-0.832848786	0.832848786	0.007167605	0.089165511	3.419763821	3.162002656	4.363728096	3.834413221
MvSl-1064-A1-R4_MC03g04774	MvSl-1064-A1-R4_MC03	Chr03	1252897	1257095	5.83502798	0.186760609	0.186760609	0.367076282	0.914783799	5.89075941	5.959249738	5.617007194	5.851456448
MvSl-1064-A1-R4_MC03g04775	MvSl-1064-A1-R4_MC03	Chr03	1258655	1259053	5.772864001	-0.08115951	0.08115951	0.705614988	0.999591541	5.872226269	5.576197969	5.748175757	5.874482336
MvSl-1064-A1-R4_MC03g04776	MvSl-1064-A1-R4_MC03	Chr03	1262262	1264028	4.499348437	0.061699771	0.061699771	0.799776022	1	4.572441078	4.486164621	4.454781547	4.481984487
MvSl-1064-A1-R4_MC03g04777	MvSl-1064-A1-R4_MC03	Chr03	1264442	1266803	4.761579822	-0.852858083	0.852858083	0.00072916	0.013538461	4.26668467	4.279917053	5.314036409	4.902906911
MvSl-1064-A1-R4_MC03g04778	MvSl-1064-A1-R4_MC03	Chr03	1267194	1273551	7.284323184	0.104967288	0.104967288	0.590719871	0.990162992	7.353794933	7.317710868	7.218065151	7.243733178
MvSl-1064-A1-R4_MC03g04779	MvSl-1064-A1-R4_MC03	Chr03	1273852	1275863	5.65180533	0.02403432	0.02403432	0.90696545	1	5.630571691	5.696189093	5.55307105	5.721607586
MvSl-1064-A1-R4_MC03g04780	MvSl-1064-A1-R4_MC03	Chr03	1276162	1276902	3.034576406	-0.106019265	0.106019265	0.737062259	1	2.939670731	3.020180406	3.105868712	3.064614058
MvSl-1064-A1-R4_MC03g04781	MvSl-1064-A1-R4_MC03	Chr03	1277504	1279733	8.441500198	0.183784742	0.183784742	0.432742943	0.951535841	8.597745656	8.459928059	8.351290322	8.342175857
MvSl-1064-A1-R4_MC03g04782	MvSl-1064-A1-R4_MC03	Chr03	1280825	1286330	4.986736423	-0.060590062	0.060590062	0.832032351	1	4.565865906	5.262518565	4.758248791	5.235486535
MvSl-1064-A1-R4_MC03g04784	MvSl-1064-A1-R4_MC03	Chr03	1286552	1288074	3.336610671	-0.542570292	0.542570292	0.086907469	0.502464555	2.83418817	3.219919435	3.616228971	3.538245696
MvSl-1064-A1-R4_MC03g04785	MvSl-1064-A1-R4_MC03	Chr03	1288359	1290856	9.378379053	-0.197649156	0.197649156	0.477788531	0.970309355	9.236237658	9.315023237	9.34266883	9.593983545
MvSl-1064-A1-R4_MC03g04786	MvSl-1064-A1-R4_MC03	Chr03	1291511	1292509	8.514232523	-0.07078646	0.07078646	0.784551406	1	8.563293824	8.388217211	8.781462319	8.272159522
MvSl-1064-A1-R4_MC03g04787	MvSl-1064-A1-R4_MC03	Chr03	1292770	1295747	7.164671258	0.096619676	0.096619676	0.619017305	0.997914448	7.118529477	7.300078403	7.103862486	7.127302641
MvSl-1064-A1-R4_MC03g04788	MvSl-1064-A1-R4_MC03	Chr03	1296141	1300417	6.67707139	-0.258432508	0.258432508	0.220494618	0.77769727	6.71706245	6.343013757	6.940721266	6.644582843
MvSl-1064-A1-R4_MC03g04789	MvSl-1064-A1-R4_MC03	Chr03	1300713	1304388	7.173400565	-0.478729258	0.478729258	0.025790459	0.233881623	7.116281265	6.67941021	7.48452075	7.294555393
MvSl-1064-A1-R4_MC03g04791	MvSl-1064-A1-R4_MC03	Chr03	1305527	1308404	7.397132899	-0.944329228	0.944329228	2.38E-06	7.28E-05	6.841366854	6.856779117	7.850180573	7.733179764
MvSl-1064-A1-R4_MC03g04792	MvSl-1064-A1-R4_MC03	Chr03	1309316	1310027	6.613395233	-1.497040465	1.497040465	1.00E-13	7.66E-12	5.624256755	5.732172268	7.295285703	7.042925859
MvSl-1064-A1-R4_MC03g04793	MvSl-1064-A1-R4_MC03	Chr03	1311097	1315164	9.915166726	0.152719893	0.152719893	0.622541414	0.997914448	9.766928278	10.18228668	9.779706616	9.891725125
MvSl-1064-A1-R4_MC03g04794	MvSl-1064-A1-R4_MC03	Chr03	1315940	1316326	7.32098362	0.200797245	0.200797245	0.325169936	0.885499	7.307742385	7.52021607	7.133152965	7.296687896
MvSl-1064-A1-R4_MC03g04795	MvSl-1064-A1-R4_MC03	Chr03	1317984	1320620	6.046093106	0.100736576	0.100736576	0.619757945	0.997914448	6.235438131	5.940916237	6.025182096	5.964151641
MvSl-1064-A1-R4_MC03g04796	MvSl-1064-A1-R4_MC03	Chr03	1320916	1322133	6.833667305	0.113888215	0.113888215	0.581313798	0.990162992	7.110645361	6.628386288	6.799309488	6.751682998
MvSl-1064-A1-R4_MC03g04797	MvSl-1064-A1-R4_MC03	Chr03	1322245	1324366	7.090745829	-0.049799184	0.049799184	0.798805803	1	7.156769621	6.968395039	7.21716855	7.00586742
MvSl-1064-A1-R4_MC03g04798	MvSl-1064-A1-R4_MC03	Chr03	1326625	1327297	7.081918934	0.197886009	0.197886009	0.293220098	0.863845351	7.144686824	7.209552408	6.956924559	7.002213219
MvSl-1064-A1-R4_MC03g04799	MvSl-1064-A1-R4_MC03	Chr03	1327620	1327899	11.04703675	-0.295192245	0.295192245	0.402371269	0.936629706	10.94184933	10.84016587	11.25117838	11.12000506
MvSl-1064-A1-R4_MC03g04800	MvSl-1064-A1-R4_MC03	Chr03	1328907	1332407	6.61970435	-0.305887526	0.305887526	0.121891627	0.603675188	6.576130058	6.330861856	6.846457834	6.677032098
MvSl-1064-A1-R4_MC03g04801	MvSl-1064-A1-R4_MC03	Chr03	1332753	1333915	4.778145939	-0.305625621	0.305625621	0.250215464	0.816524587	4.859959251	4.325855423	5.063740712	4.764313017
MvSl-1064-A1-R4_MC03g04802	MvSl-1064-A1-R4_MC03	Chr03	1334194	1338318	6.848134952	0.055703832	0.055703832	0.766970132	1	6.775931455	6.968998326	6.883662782	6.75354724
MvSl-1064-A1-R4_MC03g04803	MvSl-1064-A1-R4_MC03	Chr03	1339378	1339975	9.041334072	-0.083374767	0.083374767	0.747715614	1	9.007291885	8.990747007	9.133577402	9.029345363
MvSl-1064-A1-R4_MC03g04804	MvSl-1064-A1-R4_MC03	Chr03	1341100	1342833	5.075637319	0.097813806	0.097813806	0.693895073	0.998834644	5.355461765	4.848066231	5.077638801	4.972855308
MvSl-1064-A1-R4_MC03g04806	MvSl-1064-A1-R4_MC03	Chr03	1343150	1345690	7.388584518	0.112200737	0.112200737	0.650768399	0.998466238	7.083857638	7.731220979	7.136950604	7.502847031
MvSl-1064-A1-R4_MC03g04807	MvSl-1064-A1-R4_MC03	Chr03	1345764	1346051	4.276500752	1.760694218	1.760694218	9.04E-09	3.81E-07	4.66763351	5.108959954	2.814884584	3.430502174
MvSl-1064-A1-R4_MC03g04809	MvSl-1064-A1-R4_MC03	Chr03	1346637	1350508	5.719525768	0.089796491	0.089796491	0.664163315	0.998466238	5.809598984	5.716450127	5.662507388	5.685606918
MvSl-1064-A1-R4_MC03g04810	MvSl-1064-A1-R4_MC03	Chr03	1350704	1352921	5.704810347	-0.0376135	0.0376135	0.860368235	1	5.767239804	5.59976188	5.830214218	5.60804797
MvSl-1064-A1-R4_MC03g04811	MvSl-1064-A1-R4_MC03	Chr03	1353164	1354783	6.327097256	0.247273759	0.247273759	0.187722409	0.729988424	6.484101658	6.405852813	6.239039425	6.156778799
MvSl-1064-A1-R4_MC03g04812	MvSl-1064-A1-R4_MC03	Chr03	1355008	1355445	5.152715098	-0.264136214	0.264136214	0.274757018	0.840280658	4.7598153	5.230673741	5.245335325	5.310008729
MvSl-1064-A1-R4_MC03g04813	MvSl-1064-A1-R4_MC03	Chr03	1355551	1356560	5.31865165	0.031596058	0.031596058	0.887097295	1	5.234227682	5.427866784	5.243575173	5.359811373
MvSl-1064-A1-R4_MC03g04814	MvSl-1064-A1-R4_MC03	Chr03	1356792	1358643	6.711906878	0.129340243	0.129340243	0.479069448	0.9707829	6.800643819	6.749206396	6.631116508	6.660567561
MvSl-1064-A1-R4_MC03g04815	MvSl-1064-A1-R4_MC03	Chr03	1359290	1359478	1.439794932	0.047048007	0.047048007	0.903181903	1	1.27808573	1.625060985	1.591133415	1.219395724
MvSl-1064-A1-R4_MC03g04816	MvSl-1064-A1-R4_MC03	Chr03	1360125	1362458	5.95909641	0.083417011	0.083417011	0.678071962	0.998466238	6.099780451	5.893401073	5.945137179	5.888123508
MvSl-1064-A1-R4_MC03g04817	MvSl-1064-A1-R4_MC03	Chr03	1362864	1363882	5.495273521	-0.369617355	0.369617355	0.082132305	0.488066416	5.381905144	5.210407762	5.692492842	5.641991035
MvSl-1064-A1-R4_MC03g04818	MvSl-1064-A1-R4_MC03	Chr03	1364013	1369165	5.400982413	-0.120674338	0.120674338	0.582334766	0.990162992	5.440586811	5.230673741	5.518553193	5.39845154
MvSl-1064-A1-R4_MC03g04819	MvSl-1064-A1-R4_MC03	Chr03	1370458	1371775	2.833320408	0.060394614	0.060394614	0.853990697	1	2.743871657	2.972841152	2.824336077	2.782445598
MvSl-1064-A1-R4_MC03g04820	MvSl-1064-A1-R4_MC03	Chr03	1372813	1376885	3.819836941	-0.134111526	0.134111526	0.630015481	0.998466238	3.807504218	3.692797946	3.883661699	3.885179628
MvSl-1064-A1-R4_MC03g04821	MvSl-1064-A1-R4_MC03	Chr03	1377247	1378959	6.820537757	0.014063718	0.014063718	0.940849346	1	6.702898767	6.942212124	6.75180691	6.872691717
MvSl-1064-A1-R4_MC03g04822	MvSl-1064-A1-R4_MC03	Chr03	1380725	1381468	3.728121224	-1.719226467	1.719226467	1.43E-08	5.88E-07	2.720380574	2.538072975	4.184513216	4.472960725
MvSl-1064-A1-R4_MC03g04823	MvSl-1064-A1-R4_MC03	Chr03	1382111	1383488	7.360743478	0.107705919	0.107705919	0.615245592	0.997095339	7.590441411	7.212102789	7.403682633	7.201108297
MvSl-1064-A1-R4_MC03g04824	MvSl-1064-A1-R4_MC03	Chr03	1383965	1384367	6.450460817	0.311379357	0.311379357	0.119238849	0.597435613	6.549715887	6.644337132	6.110706501	6.443698911
MvSl-1064-A1-R4_MC03g04825	MvSl-1064-A1-R4_MC03	Chr03	1385053	1385223	6.700619143	0.032005983	0.032005983	0.870496062	1	6.855588507	6.562758584	6.780617113	6.581612917
MvSl-1064-A1-R4_MC03g04826	MvSl-1064-A1-R4_MC03	Chr03	1386547	1388592	7.305334909	-0.218601773	0.218601773	0.309053047	0.873148488	7.342298652	7.024029227	7.548648778	7.25737419
MvSl-1064-A1-R4_MC03g04827	MvSl-1064-A1-R4_MC03	Chr03	1391252	1392918	5.338481756	0.134367526	0.134367526	0.566183709	0.986655743	5.600326468	5.177378153	5.325729811	5.212177237
MvSl-1064-A1-R4_MC03g04828	MvSl-1064-A1-R4_MC03	Chr03	1393246	1395668	2.188742139	-0.630501844	0.630501844	0.072153728	0.453008776	1.810264165	1.872116739	2.578425369	2.328361429
MvSl-1064-A1-R4_MC03g04829	MvSl-1064-A1-R4_MC03	Chr03	1395884	1396612	6.752842567	0.110415651	0.110415651	0.559650754	0.985705675	6.786574343	6.827138961	6.552258916	6.827978318
MvSl-1064-A1-R4_MC03g04830	MvSl-1064-A1-R4_MC03	Chr03	1397744	1399296	4.367956544	-0.399273652	0.399273652	0.133478991	0.62835365	4.360849898	3.914445576	4.57443238	4.529180552
MvSl-1064-A1-R4_MC03g04831	MvSl-1064-A1-R4_MC03	Chr03	1401619	1402875	3.601977418	-1.044753088	1.044753088	0.000559847	0.010690578	2.823203008	3.136451278	3.932549814	4.111367558
MvSl-1064-A1-R4_MC03g04832	MvSl-1064-A1-R4_MC03	Chr03	1405574	1407034	-0.726138353	-0.741365103	0.741365103	0.253701013	0.820489163	-1.436085193	-0.809744375	-0.718218638	-0.247718614
MvSl-1064-A1-R4_MC03g04834	MvSl-1064-A1-R4_MC03	Chr03	1407799	1408733	3.925230327	-0.190953758	0.190953758	0.488160896	0.972779114	3.904498989	3.744452906	3.992466996	4.039840626
MvSl-1064-A1-R4_MC03g04837	MvSl-1064-A1-R4_MC03	Chr03	1408829	1409351	6.232014787	-0.063817484	0.063817484	0.735506358	1	6.214571962	6.184780486	6.300434722	6.225551237
MvSl-1064-A1-R4_MC03g04838	MvSl-1064-A1-R4_MC03	Chr03	1410723	1412794	4.419406465	-0.264755211	0.264755211	0.374337997	0.918971906	4.608078438	3.858241243	4.700396684	4.369785328
MvSl-1064-A1-R4_MC03g04839	MvSl-1064-A1-R4_MC03	Chr03	1413635	1413953	2.71653575	-0.237609483	0.237609483	0.471470201	0.968298975	2.596820393	2.589196042	2.879780501	2.772673426
MvSl-1064-A1-R4_MC03g04840	MvSl-1064-A1-R4_MC03	Chr03	1414458	1415377	3.499527283	1.281172505	1.281172505	2.49E-05	0.0006538	4.057631546	3.949104564	2.675618686	2.792152023
MvSl-1064-A1-R4_MC03g04841	MvSl-1064-A1-R4_MC03	Chr03	1415907	1416257	6.119079848	-0.026710697	0.026710697	0.889530596	1	6.107724003	6.103594308	6.187786725	6.074655451
MvSl-1064-A1-R4_MC03g04843	MvSl-1064-A1-R4_MC03	Chr03	1416830	1418847	5.154725671	-0.049233214	0.049233214	0.823947818	1	5.135555426	5.124206152	5.184251577	5.173709615
MvSl-1064-A1-R4_MC03g04844	MvSl-1064-A1-R4_MC03	Chr03	1419419	1421555	4.319443028	-0.194823734	0.194823734	0.470397957	0.968298975	4.345576348	4.079969586	4.5939044	4.205171337
MvSl-1064-A1-R4_MC03g04845	MvSl-1064-A1-R4_MC03	Chr03	1422141	1422644	4.560311244	0.225572806	0.225572806	0.371568064	0.917687161	4.466996599	4.845440245	4.408402819	4.478982833
MvSl-1064-A1-R4_MC03g04846	MvSl-1064-A1-R4_MC03	Chr03	1422997	1423614	1.787731707	0.847190859	0.847190859	0.021813415	0.206785085	2.248305456	2.046868476	1.1245633	1.505583606
MvSl-1064-A1-R4_MC03g04847	MvSl-1064-A1-R4_MC03	Chr03	1423847	1426271	-0.147687232	-0.201172288	0.201172288	0.713015197	1	-0.317737961	-0.176671987	0.273934192	-0.508629343
MvSl-1064-A1-R4_MC03g04848	MvSl-1064-A1-R4_MC03	Chr03	1426447	1427781	5.634057882	0.030493329	0.030493329	0.880873269	1	5.609946267	5.687417923	5.558744579	5.676464611
MvSl-1064-A1-R4_MC03g04849	MvSl-1064-A1-R4_MC03	Chr03	1428387	1430179	1.658003075	0.469487954	0.469487954	0.20196069	0.755178971	1.832347156	1.912820661	1.269994543	1.552026126
MvSl-1064-A1-R4_MC03g04850	MvSl-1064-A1-R4_MC03	Chr03	1431447	1434989	4.967976468	0.140353987	0.140353987	0.541917144	0.982985373	5.00554345	5.066746372	4.867426543	4.925132284
MvSl-1064-A1-R4_MC03g04851	MvSl-1064-A1-R4_MC03	Chr03	1436083	1437664	4.288975479	0.017795067	0.017795067	0.947624418	1	4.071623376	4.492892179	4.173462052	4.379475826
MvSl-1064-A1-R4_MC03g04852	MvSl-1064-A1-R4_MC03	Chr03	1440930	1449373	6.19635765	-0.081874391	0.081874391	0.699419874	0.998834644	5.962599138	6.32427588	6.087344756	6.371889909
MvSl-1064-A1-R4_MC03g04853	MvSl-1064-A1-R4_MC03	Chr03	1449656	1449929	6.77990196	-0.038172733	0.038172733	0.8405902	1	6.622014724	6.887099903	6.754281365	6.842064191
MvSl-1064-A1-R4_MC03g04854	MvSl-1064-A1-R4_MC03	Chr03	1451040	1452487	6.614952238	0.123093504	0.123093504	0.520331334	0.976550288	6.618841928	6.72940334	6.483082826	6.618223906
MvSl-1064-A1-R4_MC03g04855	MvSl-1064-A1-R4_MC03	Chr03	1452653	1453310	6.381502899	-0.110885727	0.110885727	0.610384854	0.995507564	6.195530841	6.4436727	6.173990981	6.657251985
MvSl-1064-A1-R4_MC03g04856	MvSl-1064-A1-R4_MC03	Chr03	1453563	1455905	7.737555399	0.085593104	0.085593104	0.683227842	0.998466238	7.866721351	7.687170121	7.740886514	7.645877003
MvSl-1064-A1-R4_MC03g04857	MvSl-1064-A1-R4_MC03	Chr03	1456944	1458993	6.485510314	0.055159406	0.055159406	0.855886872	1	6.861640846	6.052139606	6.828957274	5.956618719
MvSl-1064-A1-R4_MC03g04858	MvSl-1064-A1-R4_MC03	Chr03	1459630	1460161	7.956363451	0.217753781	0.217753781	0.428839252	0.95116338	7.683352592	8.36020678	7.551141315	8.086437835
MvSl-1064-A1-R4_MC03g04861	MvSl-1064-A1-R4_MC03	Chr03	1460461	1463254	9.061779663	-0.668061381	0.668061381	0.011815404	0.132149663	8.751966295	8.624049931	9.457496534	9.249755446
MvSl-1064-A1-R4_MC03g04862	MvSl-1064-A1-R4_MC03	Chr03	1464830	1466283	-1.436712107	-2.37394401	2.37394401	0.010314997	0.118761518	-2.270315873	-2.722882557	-0.612421849	-1.237131354
MvSl-1064-A1-R4_MC03g04863	MvSl-1064-A1-R4_MC03	Chr03	1466539	1468340	2.61264512	0.188478225	0.188478225	0.58255793	0.990162992	2.755475301	2.650653104	2.696355973	2.314957567
MvSl-1064-A1-R4_MC03g04864	MvSl-1064-A1-R4_MC03	Chr03	1469751	1474995	3.887735505	0.254987911	0.254987911	0.36990121	0.916900685	4.108284789	3.904388125	3.888175165	3.611342322
MvSl-1064-A1-R4_MC03g04865	MvSl-1064-A1-R4_MC03	Chr03	1475647	1476819	3.019709413	-0.009896905	0.009896905	0.977967703	1	3.321702505	2.626383526	3.210488732	2.811371128
MvSl-1064-A1-R4_MC03g04867	MvSl-1064-A1-R4_MC03	Chr03	1477378	1479347	4.012160284	-0.78758323	0.78758323	0.004469186	0.060764116	3.623458527	3.505894678	4.466901475	4.219629726
MvSl-1064-A1-R4_MC03g04868	MvSl-1064-A1-R4_MC03	Chr03	1481203	1484821	-1.337414945	-0.288898093	0.288898093	0.731451894	1	-2.706608466	-0.809744375	-1.408909039	-1.087239506
MvSl-1064-A1-R4_MC03g04869	MvSl-1064-A1-R4_MC03	Chr03	1485289	1489152	6.712133398	0.315738545	0.315738545	0.087299552	0.503486365	6.793626232	6.926146944	6.566409046	6.525256984
MvSl-1064-A1-R4_MC03g04870	MvSl-1064-A1-R4_MC03	Chr03	1489444	1492596	4.979021632	-0.226178826	0.226178826	0.353339481	0.906207934	4.920482547	4.800051269	4.881076841	5.267151565
MvSl-1064-A1-R4_MC03g04871	MvSl-1064-A1-R4_MC03	Chr03	1492919	1497587	2.223581907	0.302724187	0.302724187	0.386717659	0.929210335	2.44744072	2.282543885	2.211516155	1.913917798
MvSl-1064-A1-R4_MC03g04872	MvSl-1064-A1-R4_MC03	Chr03	1497738	1499173	7.34529223	-0.027371291	0.027371291	0.889507961	1	7.376516263	7.285137511	7.335914205	7.381512656
MvSl-1064-A1-R4_MC03g04873	MvSl-1064-A1-R4_MC03	Chr03	1499335	1502056	5.235426592	0.177374748	0.177374748	0.424234673	0.948295207	5.378157064	5.262518565	5.112773827	5.175564852
MvSl-1064-A1-R4_MC03g04874	MvSl-1064-A1-R4_MC03	Chr03	1502099	1504444	4.808091313	0.237521457	0.237521457	0.310223689	0.873889816	4.968633285	4.874066501	4.687507165	4.683174929
MvSl-1064-A1-R4_MC03g04877	MvSl-1064-A1-R4_MC03	Chr03	1504690	1506478	2.269526467	-4.665893329	4.665893329	1.32E-21	1.61E-19	-0.910900353	-1.470020492	3.399396332	2.912729817
MvSl-1064-A1-R4_MC03g04878	MvSl-1064-A1-R4_MC03	Chr03	1506571	1507911	4.900886104	0.253468586	0.253468586	0.301464379	0.868677606	4.97609125	5.066746372	4.951774236	4.560754804
MvSl-1064-A1-R4_MC03g04879	MvSl-1064-A1-R4_MC03	Chr03	1511301	1512245	5.569498842	1.533952979	1.533952979	1.09E-12	7.50E-11	6.231288971	6.047577331	4.666641367	4.55506519
MvSl-1064-A1-R4_MC03g04880	MvSl-1064-A1-R4_MC03	Chr03	1512289	1512450	5.071423125	0.088212821	0.088212821	0.718946748	1	5.217544888	5.004550813	5.222284129	4.80083066
MvSl-1064-A1-R4_MC03g04881	MvSl-1064-A1-R4_MC03	Chr03	1512898	1515300	2.639930273	-1.032261231	1.032261231	0.009998706	0.115829642	2.374066446	1.600353304	3.347898818	2.681610947
MvSl-1064-A1-R4_MC03g04882	MvSl-1064-A1-R4_MC03	Chr03	1515435	1519725	5.56084525	-0.298488223	0.298488223	0.184512497	0.72600607	5.584149538	5.198110104	5.807757391	5.587292069
MvSl-1064-A1-R4_MC03g04883	MvSl-1064-A1-R4_MC03	Chr03	1520931	1523929	2.670278612	-0.727943077	0.727943077	0.039199508	0.314231553	1.997804658	2.485071556	2.843055307	3.104113511
MvSl-1064-A1-R4_MC03g04884	MvSl-1064-A1-R4_MC03	Chr03	1524735	1525630	0.973321447	-3.484603166	3.484603166	1.79E-10	9.71E-09	-1.436085193	-1.274551604	1.350699339	2.112920124
MvSl-1064-A1-R4_MC03g04885	MvSl-1064-A1-R4_MC03	Chr03	1526781	1528843	2.756829611	5.538793439	5.538793439	2.57E-24	3.49E-22	3.147705004	4.149743475	-1.597949656	-1.237131354
MvSl-1064-A1-R4_MC03g04886	MvSl-1064-A1-R4_MC03	Chr03	1529313	1529869	3.000895485	0.155715239	0.155715239	0.628015741	0.998466238	3.182505671	2.963184004	2.993064602	2.849057891
MvSl-1064-A1-R4_MC03g04887	MvSl-1064-A1-R4_MC03	Chr03	1530511	1536809	-1.691629583	0.024536971	0.024536971	0.97774074	1	-2.270315873	-1.274551604	-1.597949656	-1.811583723
MvSl-1064-A1-R4_MC03g04888	MvSl-1064-A1-R4_MC03	Chr03	1537686	1543708	4.699076018	0.173079532	0.173079532	0.464478394	0.967577498	4.776996175	4.789160733	4.632077304	4.588871084
MvSl-1064-A1-R4_MC03g04889	MvSl-1064-A1-R4_MC03	Chr03	1549596	1549969	5.784426618	-0.330319844	0.330319844	0.14247261	0.641939912	5.628995546	5.59038245	6.150700805	5.692101848
MvSl-1064-A1-R4_MC03g04890	MvSl-1064-A1-R4_MC03	Chr03	1559037	1562894	8.184862927	-0.005661364	0.005661364	0.980270109	1	8.191132793	8.172870125	8.319895358	8.042129485
MvSl-1064-A1-R4_MC03g04891	MvSl-1064-A1-R4_MC03	Chr03	1563283	1567380	2.768927106	-0.283780076	0.283780076	0.431454237	0.951535841	2.76698636	2.457822317	3.181363362	2.550499261
MvSl-1064-A1-R4_MC03g04893	MvSl-1064-A1-R4_MC03	Chr03	1575250	1583103	7.659005066	-0.141481577	0.141481577	0.502697255	0.974902305	7.731517437	7.425373844	7.724574573	7.731289
MvSl-1064-A1-R4_MC03g04894	MvSl-1064-A1-R4_MC03	Chr03	1585502	1587550	4.961593001	-0.408510656	0.408510656	0.077442892	0.471839148	4.695008109	4.789160733	5.108911925	5.190321489
MvSl-1064-A1-R4_MC03g04895	MvSl-1064-A1-R4_MC03	Chr03	1588368	1590325	6.95610293	1.241922827	1.241922827	4.93E-09	2.19E-07	7.516501182	7.375279768	6.423696211	5.951213877
MvSl-1064-A1-R4_MC03g04896	MvSl-1064-A1-R4_A1	aMAT	1761367	1764288	7.627017168	-0.060206695	0.060206695	0.80451112	1	7.791221224	7.371634171	7.893758287	7.373049029
MvSl-1064-A1-R4_MC03g04899	MvSl-1064-A1-R4_MC03	Chr03	1590707	1594498	-3.012893704	0.162739761	0.162739761	0.925696318	1	-2.706608466	-3.335044318	-2.782444626	-3.335044318
MvSl-1064-A1-R4_MC03g04908	MvSl-1064-A1-R4_MC03	Chr03	1594607	1596559	2.931770689	-0.150774402	0.150774402	0.709627004	1	3.208066118	2.387358698	3.360946552	2.527440287
MvSl-1064-A1-R4_MC03g04909	MvSl-1064-A1-R4_MC03	Chr03	1597021	1598099	4.296811502	-1.691396146	1.691396146	2.28E-10	1.22E-08	3.321702505	3.110439193	4.853645857	4.947020453
MvSl-1064-A1-R4_MC03g04912	MvSl-1064-A1-R4_MC03	Chr03	1598376	1600779	9.813513674	-0.290412715	0.290412715	0.333529546	0.892210511	9.553374236	9.761164238	9.810350447	10.07986529
MvSl-1064-A1-R4_MC03g04915	MvSl-1064-A1-R4_MC03	Chr03	1601268	1603634	2.859795623	1.007683714	1.007683714	0.00402411	0.055761825	3.298094053	3.259909778	1.960368594	2.550499261
MvSl-1064-A1-R4_MC03g04916	MvSl-1064-A1-R4_MC03	Chr03	1603870	1605064	5.897780005	0.192459907	0.192459907	0.334516113	0.892294257	5.994774983	5.986916258	5.867263572	5.72667798
MvSl-1064-A1-R4_MC03g04917	MvSl-1064-A1-R4_MC03	Chr03	1606728	1610332	5.198461241	0.059536041	0.059536041	0.79626584	1	5.332403728	5.115513777	5.295467401	5.029345805
MvSl-1064-A1-R4_MC03g04918	MvSl-1064-A1-R4_MC03	Chr03	1610949	1613533	3.471133681	-0.127311455	0.127311455	0.671347885	0.998466238	3.306006541	3.499227621	3.566407696	3.497296106
MvSl-1064-A1-R4_MC03g04919	MvSl-1064-A1-R4_MC03	Chr03	1614389	1615900	4.928266857	-0.043438217	0.043438217	0.855021256	1	4.925627392	4.886893004	4.806735687	5.079750155
MvSl-1064-A1-R4_MC03g04920	MvSl-1064-A1-R4_MC03	Chr03	1616381	1618087	4.823702398	0.17734283	0.17734283	0.503391059	0.974902305	4.617646857	5.15210003	4.571629084	4.87805692
MvSl-1064-A1-R4_MC03g04921	MvSl-1064-A1-R4_MC03	Chr03	1619693	1620835	7.744885766	0.080543697	0.080543697	0.700061596	0.998834644	7.753383321	7.815146507	7.61754149	7.785746903
