gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	DE	DE2	haploid 
MvSl-1064-A1-R4_MC01-1g02538	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03185	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03537	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03712	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04404	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05163	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05868	Auto	Auto	0	0	0	0	0	0	0	3	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-1g06252	Auto	Auto	1	3	0	0	0	2	0	1	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g06916	Auto	Auto	0	0	0	1	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g09494	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10519	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g10844	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g06887	Auto	Auto	0	0	4	2	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07327	Auto	Auto	0	0	3	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08576	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03203	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05587	Auto	Auto	0	0	0	0	0	4	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06763	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC15g12053	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09782	Auto	Auto	0	5	1	0	9	3	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02284	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04727	Auto	Auto	0	0	0	0	0	4	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g10901	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05056	Auto	Auto	1	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04799	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08786	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02031	Auto	Auto	0	0	3	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03418	Auto	Auto	5	7	2	5	0	5	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g08213	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC13g11680	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_A1g00389	Red	ColorStrata	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g01940	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03532	Auto	Auto	0	0	0	3	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03648	Auto	Auto	0	0	2	2	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03752	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04127	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04186	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04696	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04711	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05225	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05613	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-1g06177	Auto	Auto	0	6	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06544	Auto	Auto	0	0	1	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06553	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06665	Auto	Auto	3	0	0	0	0	3	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06766	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g07664	Auto	Auto	0	0	0	0	0	0	1	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09762	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10277	Auto	Auto	0	1	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g11135	Auto	Auto	0	0	0	0	0	0	6	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g01802	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09693	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC15g12051	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04115	Auto	Auto	3	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g10818	Auto	Auto	0	0	0	0	0	0	1	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02211	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-2g03038	Auto	Auto	0	0	2	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03789	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04715	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06662	Auto	Auto	0	0	0	0	0	3	3	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g08072	Auto	Auto	0	0	0	0	0	0	2	1	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g08988	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g09273	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09601	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g10970	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05618	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g07968	Auto	Auto	0	0	1	0	0	0	3	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g08070	Auto	Auto	0	0	0	0	0	0	2	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09753	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10242	Auto	Auto	0	0	0	1	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02659	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04935	Auto	Auto	2	0	0	0	0	1	2	2	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05029	Auto	Auto	0	0	0	10	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06751	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07416	Auto	Auto	0	0	0	0	4	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g09547	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-2g09985	Auto	Auto	0	0	0	0	0	0	0	5	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g11213	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g01902	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03896	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05795	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10366	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02855	Auto	Auto	0	0	0	0	3	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03957	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05691	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05746	Auto	Auto	0	0	8	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06713	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07347	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g07683	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08274	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g09352	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g09522	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02116	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04762	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g08048	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09703	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05537	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03355	Auto	Auto	1	0	0	3	0	2	1	1	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04748	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_A1g00441	Purple	OldStrata	0	2	0	0	2	0	1	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g01852	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC13g11334	Auto	Auto	2	1	0	1	1	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC13g11704	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03620	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05126	Auto	Auto	0	0	0	5	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05283	Auto	Auto	0	0	0	1	0	0	0	1	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05590	Auto	Auto	0	4	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g06988	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-2g10000	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10689	Auto	Auto	0	0	2	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_A1g00184	Purple	OldStrata	0	0	2	3	3	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_A1g00351	Black	OldStrata	0	0	0	0	0	4	1	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g01997	Auto	Auto	0	0	3	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02114	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02197	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02430	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04017	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04647	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05671	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-2g06385	Auto	Auto	0	0	0	0	0	0	1	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06645	Auto	Auto	0	1	3	0	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06682	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07040	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09747	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-2g10007	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC13g11681	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04097	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06630	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02668	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03219	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03601	Auto	Auto	0	0	0	0	0	0	0	1	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06690	Auto	Auto	0	0	0	0	0	0	6	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10474	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08637	Auto	Auto	0	0	0	0	0	2	0	0	6	NON	EqualTE	A1
MvSl-1064-A1-R4_A1g00062	bPAR	bPAR	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04699	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10550	Auto	Auto	0	0	0	0	0	0	1	2	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04688	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02150	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g07673	Auto	Auto	2	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08819	Auto	Auto	0	0	0	4	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC14g11808	Auto	Auto	1	0	0	0	0	3	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC13g11587	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04722	Auto	Auto	0	0	0	0	0	0	0	0	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05756	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07356	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g08145	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08729	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06801	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09749	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-1g06172	Auto	Auto	0	0	0	0	0	3	3	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03269	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC14g11833	Auto	Auto	0	2	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_A1g00532	Black	OldStrata	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02410	Auto	Auto	0	0	0	0	0	0	1	9	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-2g03030	Auto	Auto	0	0	0	0	0	2	2	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05736	Auto	Auto	0	1	0	0	0	0	0	0	8	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g09205	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g09361	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09734	Auto	Auto	4	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC15g12097	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03743	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02064	Auto	Auto	2	0	1	0	0	2	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g01767	Auto	Auto	0	5	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g10950	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08330	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03685	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05792	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06592	Auto	Auto	0	0	0	0	0	0	1	3	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g11034	Auto	Auto	0	0	0	0	0	0	0	3	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g07948	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02460	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03586	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04060	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04363	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05966	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08434	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08455	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08543	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC09-2g09397	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10642	Auto	Auto	3	0	0	0	0	1	1	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03562	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g08047	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02292	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05661	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-2g06400	Auto	Auto	0	1	0	1	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-2g03125	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g07668	Auto	Auto	0	0	0	0	0	1	2	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08593	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g08163	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC10-1g09603	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g10910	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_A1g00396	Red	ColorStrata	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02156	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02576	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-2g03027	Auto	Auto	0	0	0	0	0	0	2	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03742	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03837	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03897	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03987	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04368	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05111	Auto	Auto	0	8	0	0	0	0	0	0	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05634	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06841	Auto	Auto	0	0	0	1	3	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07203	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07473	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g07887	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC11g10692	Auto	Auto	0	0	0	2	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g11127	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC13g11494	Auto	Auto	0	1	2	1	4	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02314	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05357	Auto	Auto	0	0	0	0	0	6	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06737	Auto	Auto	0	0	3	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g02061	Auto	Auto	0	1	0	0	0	1	3	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07310	Auto	Auto	0	0	0	0	0	0	0	0	3	NON	EqualTE	A1
MvSl-1064-A1-R4_MC07g08066	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC18g12258	Auto	Auto	1	0	0	0	0	2	1	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC12g10894	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC06g07314	Auto	Auto	0	0	0	0	0	0	3	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08406	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC08g08581	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g03962	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g01887	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC01-1g01929	Auto	Auto	4	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04134	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05023	Auto	Auto	0	6	4	0	4	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05059	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05324	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05660	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05889	Auto	Auto	0	0	0	0	0	2	0	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-2g06363	Auto	Auto	0	0	0	0	0	4	4	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC05-3g06533	Auto	Auto	1	0	0	0	0	1	2	1	0	NON	EqualTE	A1
