gene genename chr start end gene_size
MvSl-1064-A2-R4_MC08-1g08879 MvSl-1064-A1-R4_A2 MAT 887347 890084 2738
MvSl-1064-A2-R4_MC08-1g08880 MvSl-1064-A1-R4_A2 MAT 890735 891712 978
MvSl-1064-A2-R4_MC08-1g08881 MvSl-1064-A1-R4_A2 MAT 891996 894346 2351
MvSl-1064-A2-R4_MC08-1g08882 MvSl-1064-A1-R4_A2 MAT 894476 897465 2990
MvSl-1064-A2-R4_MC08-1g08883 MvSl-1064-A1-R4_A2 MAT 897848 901021 3174
MvSl-1064-A2-R4_MC08-1g08884 MvSl-1064-A1-R4_A2 MAT 902328 907770 5443
MvSl-1064-A2-R4_MC08-1g08885 MvSl-1064-A1-R4_A2 MAT 908293 910317 2025
MvSl-1064-A2-R4_MC08-1g08886 MvSl-1064-A1-R4_A2 MAT 910691 913096 2406
MvSl-1064-A2-R4_MC08-1g08887 MvSl-1064-A1-R4_A2 MAT 913244 914756 1513
MvSl-1064-A2-R4_MC08-1g08888 MvSl-1064-A1-R4_A2 MAT 915030 916785 1756
MvSl-1064-A2-R4_MC08-1g08889 MvSl-1064-A1-R4_A2 MAT 917136 918153 1018
MvSl-1064-A2-R4_MC08-1g08890 MvSl-1064-A1-R4_A2 MAT 918551 921684 3134
MvSl-1064-A2-R4_MC08-1g08891 MvSl-1064-A1-R4_A2 MAT 922328 925448 3121
MvSl-1064-A2-R4_MC08-1g08892 MvSl-1064-A1-R4_A2 MAT 925774 930377 4604
MvSl-1064-A2-R4_MC08-1g08893 MvSl-1064-A1-R4_A2 MAT 932416 934650 2235
MvSl-1064-A2-R4_MC08-1g08894 MvSl-1064-A1-R4_A2 MAT 935117 936551 1435
MvSl-1064-A2-R4_MC08-1g08895 MvSl-1064-A1-R4_A2 MAT 936868 940347 3480
MvSl-1064-A2-R4_MC08-1g08896 MvSl-1064-A1-R4_A2 MAT 940807 941989 1183
MvSl-1064-A2-R4_MC08-1g08897 MvSl-1064-A1-R4_A2 MAT 942875 943947 1073
MvSl-1064-A2-R4_MC08-1g08898 MvSl-1064-A1-R4_A2 MAT 944238 945847 1610
MvSl-1064-A2-R4_MC08-1g08899 MvSl-1064-A1-R4_A2 MAT 946014 951541 5528
MvSl-1064-A2-R4_MC08-1g08900 MvSl-1064-A1-R4_A2 MAT 951790 953474 1685
MvSl-1064-A2-R4_MC08-1g08901 MvSl-1064-A1-R4_A2 MAT 954867 955950 1084
MvSl-1064-A2-R4_MC08-1g08902 MvSl-1064-A1-R4_A2 MAT 959967 961528 1562
MvSl-1064-A2-R4_MC08-1g08903 MvSl-1064-A1-R4_A2 MAT 963404 963640 237
MvSl-1064-A2-R4_MC08-1g08904 MvSl-1064-A1-R4_A2 MAT 964317 965889 1573
MvSl-1064-A2-R4_MC08-1g08905 MvSl-1064-A1-R4_A2 MAT 966200 966391 192
MvSl-1064-A2-R4_MC08-1g08906 MvSl-1064-A1-R4_A2 MAT 966950 969998 3049
MvSl-1064-A2-R4_MC08-1g08907 MvSl-1064-A1-R4_A2 MAT 970249 974324 4076
MvSl-1064-A2-R4_MC08-1g08908 MvSl-1064-A1-R4_A2 MAT 977758 977919 162
MvSl-1064-A2-R4_MC08-1g08909 MvSl-1064-A1-R4_A2 MAT 978266 980211 1946
MvSl-1064-A2-R4_MC08-1g08910 MvSl-1064-A1-R4_A2 MAT 980560 981492 933
MvSl-1064-A2-R4_MC08-1g08911 MvSl-1064-A1-R4_A2 MAT 982120 988421 6302
MvSl-1064-A2-R4_MC08-1g08912 MvSl-1064-A1-R4_A2 MAT 989161 991054 1894
MvSl-1064-A2-R4_MC08-1g08913 MvSl-1064-A1-R4_A2 MAT 991231 991587 357
MvSl-1064-A2-R4_MC08-1g08914 MvSl-1064-A1-R4_A2 MAT 992459 992877 419
MvSl-1064-A2-R4_MC08-1g08915 MvSl-1064-A1-R4_A2 MAT 993657 993867 211
MvSl-1064-A2-R4_MC08-1g08916 MvSl-1064-A1-R4_A2 MAT 994795 997587 2793
MvSl-1064-A2-R4_MC08-1g08917 MvSl-1064-A1-R4_A2 MAT 998888 999259 372
MvSl-1064-A2-R4_MC08-1g08918 MvSl-1064-A1-R4_A2 MAT 999861 1001750 1890
MvSl-1064-A2-R4_MC08-1g08919 MvSl-1064-A1-R4_A2 MAT 1003347 1005213 1867
MvSl-1064-A2-R4_MC08-1g08920 MvSl-1064-A1-R4_A2 MAT 1005823 1008680 2858
MvSl-1064-A2-R4_MC08-1g08921 MvSl-1064-A1-R4_A2 MAT 1008953 1009451 499
MvSl-1064-A2-R4_MC08-1g08922 MvSl-1064-A1-R4_A2 MAT 1009980 1010750 771
MvSl-1064-A2-R4_MC08-1g08923 MvSl-1064-A1-R4_A2 MAT 1012256 1012865 610
MvSl-1064-A2-R4_MC08-1g08924 MvSl-1064-A1-R4_A2 MAT 1013431 1016472 3042
MvSl-1064-A2-R4_MC08-1g08925 MvSl-1064-A1-R4_A2 MAT 1016953 1018797 1845
MvSl-1064-A2-R4_MC08-1g08926 MvSl-1064-A1-R4_A2 MAT 1019161 1020860 1700
MvSl-1064-A2-R4_MC08-1g08927 MvSl-1064-A1-R4_A2 MAT 1021451 1024377 2927
MvSl-1064-A2-R4_MC08-1g08928 MvSl-1064-A1-R4_A2 MAT 1024504 1026505 2002
MvSl-1064-A2-R4_MC08-1g08929 MvSl-1064-A1-R4_A2 MAT 1026718 1027663 946
MvSl-1064-A2-R4_MC08-1g08930 MvSl-1064-A1-R4_A2 MAT 1028009 1028544 536
MvSl-1064-A2-R4_MC08-1g08931 MvSl-1064-A1-R4_A2 MAT 1030303 1031521 1219
MvSl-1064-A2-R4_MC08-1g08932 MvSl-1064-A1-R4_A2 MAT 1032035 1032830 796
MvSl-1064-A2-R4_MC08-1g08933 MvSl-1064-A1-R4_A2 MAT 1034004 1035190 1187
MvSl-1064-A2-R4_MC08-1g08934 MvSl-1064-A1-R4_A2 MAT 1036120 1038386 2267
MvSl-1064-A2-R4_MC08-1g08935 MvSl-1064-A1-R4_A2 MAT 1038554 1039092 539
MvSl-1064-A2-R4_MC08-1g08936 MvSl-1064-A1-R4_A2 MAT 1039816 1040358 543
MvSl-1064-A2-R4_MC08-1g08937 MvSl-1064-A1-R4_A2 MAT 1041163 1042102 940
MvSl-1064-A2-R4_MC08-1g08938 MvSl-1064-A1-R4_A2 MAT 1042159 1043954 1796
MvSl-1064-A2-R4_MC08-1g08939 MvSl-1064-A1-R4_A2 MAT 1044262 1045059 798
MvSl-1064-A2-R4_MC08-1g08940 MvSl-1064-A1-R4_A2 MAT 1046516 1049330 2815
MvSl-1064-A2-R4_MC08-1g08941 MvSl-1064-A1-R4_A2 MAT 1049731 1052525 2795
MvSl-1064-A2-R4_MC08-1g08942 MvSl-1064-A1-R4_A2 MAT 1053140 1054437 1298
MvSl-1064-A2-R4_MC08-1g08943 MvSl-1064-A1-R4_A2 MAT 1054482 1055684 1203
MvSl-1064-A2-R4_MC08-1g08944 MvSl-1064-A1-R4_A2 MAT 1056518 1059386 2869
MvSl-1064-A2-R4_MC08-1g08945 MvSl-1064-A1-R4_A2 MAT 1059730 1063436 3707
MvSl-1064-A2-R4_MC08-1g08946 MvSl-1064-A1-R4_A2 MAT 1065039 1067043 2005
MvSl-1064-A2-R4_MC08-1g08947 MvSl-1064-A1-R4_A2 MAT 1067367 1069926 2560
MvSl-1064-A2-R4_MC08-1g08948 MvSl-1064-A1-R4_A2 MAT 1070135 1071064 930
MvSl-1064-A2-R4_MC08-1g08949 MvSl-1064-A1-R4_A2 MAT 1071320 1071508 189
MvSl-1064-A2-R4_MC08-1g08950 MvSl-1064-A1-R4_A2 MAT 1071672 1073989 2318
MvSl-1064-A2-R4_MC08-1g08951 MvSl-1064-A1-R4_A2 MAT 1074354 1075711 1358
MvSl-1064-A2-R4_MC08-1g08952 MvSl-1064-A1-R4_A2 MAT 1077414 1079667 2254
MvSl-1064-A2-R4_MC08-1g08953 MvSl-1064-A1-R4_A2 MAT 1080122 1080990 869
MvSl-1064-A2-R4_MC08-1g08954 MvSl-1064-A1-R4_A2 MAT 1082600 1085543 2944
MvSl-1064-A2-R4_MC08-1g08955 MvSl-1064-A1-R4_A2 MAT 1086219 1089318 3100
MvSl-1064-A2-R4_MC08-1g08956 MvSl-1064-A1-R4_A2 MAT 1089798 1091988 2191
MvSl-1064-A2-R4_MC08-1g08957 MvSl-1064-A1-R4_A2 MAT 1093436 1093588 153
MvSl-1064-A2-R4_MC08-1g08958 MvSl-1064-A1-R4_A2 MAT 1093754 1094065 312
MvSl-1064-A2-R4_MC08-1g08959 MvSl-1064-A1-R4_A2 MAT 1095094 1096312 1219
MvSl-1064-A2-R4_MC08-1g08960 MvSl-1064-A1-R4_A2 MAT 1097818 1098153 336
MvSl-1064-A2-R4_MC08-1g08961 MvSl-1064-A1-R4_A2 MAT 1099500 1101269 1770
MvSl-1064-A2-R4_MC08-1g08962 MvSl-1064-A1-R4_A2 MAT 1101405 1102175 771
MvSl-1064-A2-R4_MC08-1g08963 MvSl-1064-A1-R4_A2 MAT 1103132 1104651 1520
MvSl-1064-A2-R4_MC08-1g08964 MvSl-1064-A1-R4_A2 MAT 1104734 1104925 192
MvSl-1064-A2-R4_MC08-1g08965 MvSl-1064-A1-R4_A2 MAT 1105204 1106297 1094
MvSl-1064-A2-R4_MC08-1g08966 MvSl-1064-A1-R4_A2 MAT 1106643 1107553 911
MvSl-1064-A2-R4_MC08-1g08967 MvSl-1064-A1-R4_A2 MAT 1107696 1109023 1328
MvSl-1064-A2-R4_MC08-1g08968 MvSl-1064-A1-R4_A2 MAT 1109583 1110584 1002
MvSl-1064-A2-R4_MC08-1g08969 MvSl-1064-A1-R4_A2 MAT 1111410 1115182 3773
MvSl-1064-A2-R4_MC08-1g08970 MvSl-1064-A1-R4_A2 MAT 1115839 1116915 1077
MvSl-1064-A2-R4_MC08-1g08971 MvSl-1064-A1-R4_A2 MAT 1117433 1118641 1209
MvSl-1064-A2-R4_MC08-1g08972 MvSl-1064-A1-R4_A2 MAT 1118733 1118914 182
MvSl-1064-A2-R4_MC08-1g08973 MvSl-1064-A1-R4_A2 MAT 1119285 1121257 1973
MvSl-1064-A2-R4_MC08-1g08974 MvSl-1064-A1-R4_A2 MAT 1121489 1123950 2462
MvSl-1064-A2-R4_MC08-1g08975 MvSl-1064-A1-R4_A2 MAT 1124493 1125881 1389
MvSl-1064-A2-R4_MC08-1g08976 MvSl-1064-A1-R4_A2 MAT 1125941 1126681 741
MvSl-1064-A2-R4_MC08-1g08977 MvSl-1064-A1-R4_A2 MAT 1126868 1127719 852
MvSl-1064-A2-R4_MC08-1g08978 MvSl-1064-A1-R4_A2 MAT 1127848 1130769 2922
MvSl-1064-A2-R4_MC08-1g08979 MvSl-1064-A1-R4_A2 MAT 1131582 1133026 1445
MvSl-1064-A2-R4_MC08-1g08980 MvSl-1064-A1-R4_A2 MAT 1133542 1134817 1276
MvSl-1064-A2-R4_MC08-1g08981 MvSl-1064-A1-R4_A2 MAT 1135340 1135756 417
MvSl-1064-A2-R4_MC08-1g08982 MvSl-1064-A1-R4_A2 MAT 1136002 1140579 4578
MvSl-1064-A2-R4_MC08-1g08983 MvSl-1064-A1-R4_A2 MAT 1140838 1146090 5253
MvSl-1064-A2-R4_MC08-1g08984 MvSl-1064-A1-R4_A2 MAT 1146952 1148379 1428
MvSl-1064-A2-R4_MC08-1g08985 MvSl-1064-A1-R4_A2 MAT 1148588 1152195 3608
MvSl-1064-A2-R4_MC08-1g08986 MvSl-1064-A1-R4_A2 MAT 1152588 1153674 1087
MvSl-1064-A2-R4_MC08-1g08987 MvSl-1064-A1-R4_A2 MAT 1153733 1154456 724
MvSl-1064-A2-R4_MC08-1g08988 MvSl-1064-A1-R4_A2 MAT 1155445 1156567 1123
MvSl-1064-A2-R4_MC08-1g08989 MvSl-1064-A1-R4_A2 MAT 1157169 1158710 1542
MvSl-1064-A2-R4_MC08-1g08990 MvSl-1064-A1-R4_A2 MAT 1159251 1160475 1225
MvSl-1064-A2-R4_MC08-1g08991 MvSl-1064-A1-R4_A2 MAT 1160549 1161887 1339
MvSl-1064-A2-R4_MC08-1g08992 MvSl-1064-A1-R4_A2 MAT 1162121 1164619 2499
MvSl-1064-A2-R4_MC08-1g08993 MvSl-1064-A1-R4_A2 MAT 1164732 1168357 3626
MvSl-1064-A2-R4_MC08-1g08994 MvSl-1064-A1-R4_A2 MAT 1168863 1170350 1488
MvSl-1064-A2-R4_MC08-1g08995 MvSl-1064-A1-R4_A2 MAT 1170619 1171813 1195
MvSl-1064-A2-R4_MC08-1g08996 MvSl-1064-A1-R4_A2 MAT 1172119 1173364 1246
MvSl-1064-A2-R4_MC08-1g08997 MvSl-1064-A1-R4_A2 MAT 1173640 1175539 1900
MvSl-1064-A2-R4_MC08-1g08998 MvSl-1064-A1-R4_A2 MAT 1176017 1177340 1324
MvSl-1064-A2-R4_MC08-1g08999 MvSl-1064-A1-R4_A2 MAT 1177597 1177803 207
MvSl-1064-A2-R4_MC08-1g09000 MvSl-1064-A1-R4_A2 MAT 1179452 1180789 1338
MvSl-1064-A2-R4_MC08-1g09001 MvSl-1064-A1-R4_A2 MAT 1181551 1182506 956
MvSl-1064-A2-R4_MC08-1g09002 MvSl-1064-A1-R4_A2 MAT 1182747 1184453 1707
MvSl-1064-A2-R4_MC08-1g09003 MvSl-1064-A1-R4_A2 MAT 1184539 1186552 2014
MvSl-1064-A2-R4_MC08-1g09004 MvSl-1064-A1-R4_A2 MAT 1187196 1190225 3030
MvSl-1064-A2-R4_MC08-1g09005 MvSl-1064-A1-R4_A2 MAT 1190351 1192309 1959
MvSl-1064-A2-R4_MC08-1g09006 MvSl-1064-A1-R4_A2 MAT 1192963 1197273 4311
MvSl-1064-A2-R4_MC08-1g09007 MvSl-1064-A1-R4_A2 MAT 1197446 1197670 225
MvSl-1064-A2-R4_MC08-1g09008 MvSl-1064-A1-R4_A2 MAT 1198036 1199235 1200
MvSl-1064-A2-R4_MC08-1g09009 MvSl-1064-A1-R4_A2 MAT 1199582 1200954 1373
MvSl-1064-A2-R4_MC08-1g09010 MvSl-1064-A1-R4_A2 MAT 1201558 1202763 1206
MvSl-1064-A2-R4_MC08-1g09011 MvSl-1064-A1-R4_A2 MAT 1202847 1203767 921
MvSl-1064-A2-R4_MC08-1g09012 MvSl-1064-A1-R4_A2 MAT 1204076 1207489 3414
MvSl-1064-A2-R4_MC08-1g09013 MvSl-1064-A1-R4_A2 MAT 1207533 1208946 1414
MvSl-1064-A2-R4_MC08-1g09014 MvSl-1064-A1-R4_A2 MAT 1209298 1210260 963
MvSl-1064-A2-R4_MC08-1g09015 MvSl-1064-A1-R4_A2 MAT 1210786 1211034 249
MvSl-1064-A2-R4_MC08-1g09016 MvSl-1064-A1-R4_A2 MAT 1212125 1213499 1375
MvSl-1064-A2-R4_MC08-1g09017 MvSl-1064-A1-R4_A2 MAT 1214086 1214768 683
MvSl-1064-A2-R4_MC08-1g09018 MvSl-1064-A1-R4_A2 MAT 1215119 1215319 201
MvSl-1064-A2-R4_MC08-1g09019 MvSl-1064-A1-R4_A2 MAT 1217206 1221212 4007
MvSl-1064-A2-R4_MC08-1g09020 MvSl-1064-A1-R4_A2 MAT 1221449 1222015 567
MvSl-1064-A2-R4_C33g01952 MvSl-1064-A1-R4_A2 MAT 1 145 145
MvSl-1064-A2-R4_C33g01953 MvSl-1064-A1-R4_A2 MAT 1916 2873 958
MvSl-1064-A2-R4_C33g01954 MvSl-1064-A1-R4_A2 MAT 3864 5162 1299
MvSl-1064-A2-R4_C33g01955 MvSl-1064-A1-R4_A2 MAT 5334 9170 3837
MvSl-1064-A2-R4_C33g01956 MvSl-1064-A1-R4_A2 MAT 10059 11871 1813
MvSl-1064-A2-R4_C33g01957 MvSl-1064-A1-R4_A2 MAT 15410 15591 182
MvSl-1064-A2-R4_C33g01958 MvSl-1064-A1-R4_A2 MAT 20624 21004 381
MvSl-1064-A2-R4_MC08-2g09021 MvSl-1064-A1-R4_A2 MAT 1 151 151
MvSl-1064-A2-R4_MC08-2g09022 MvSl-1064-A1-R4_A2 MAT 269 1709 1441
MvSl-1064-A2-R4_MC08-2g09023 MvSl-1064-A1-R4_A2 MAT 1882 2106 225
MvSl-1064-A2-R4_MC08-2g09024 MvSl-1064-A1-R4_A2 MAT 2472 3671 1200
MvSl-1064-A2-R4_MC08-2g09025 MvSl-1064-A1-R4_A2 MAT 4018 5390 1373
MvSl-1064-A2-R4_MC08-2g09026 MvSl-1064-A1-R4_A2 MAT 5993 7198 1206
MvSl-1064-A2-R4_MC08-2g09027 MvSl-1064-A1-R4_A2 MAT 7282 8202 921
MvSl-1064-A2-R4_MC08-2g09028 MvSl-1064-A1-R4_A2 MAT 8511 11924 3414
MvSl-1064-A2-R4_MC08-2g09029 MvSl-1064-A1-R4_A2 MAT 11968 13381 1414
MvSl-1064-A2-R4_MC08-2g09030 MvSl-1064-A1-R4_A2 MAT 13733 14695 963
MvSl-1064-A2-R4_MC08-2g09031 MvSl-1064-A1-R4_A2 MAT 15222 15470 249
MvSl-1064-A2-R4_MC08-2g09032 MvSl-1064-A1-R4_A2 MAT 16389 17974 1586
MvSl-1064-A2-R4_MC08-2g09033 MvSl-1064-A1-R4_A2 MAT 18606 19427 822
MvSl-1064-A2-R4_MC08-2g09034 MvSl-1064-A1-R4_A2 MAT 19779 19979 201
MvSl-1064-A2-R4_MC08-2g09035 MvSl-1064-A1-R4_A2 MAT 20208 20629 422
MvSl-1064-A2-R4_MC08-2g09036 MvSl-1064-A1-R4_A2 MAT 21873 27895 6023
MvSl-1064-A2-R4_MC08-2g09037 MvSl-1064-A1-R4_A2 MAT 28122 34144 6023
MvSl-1064-A2-R4_MC08-2g09038 MvSl-1064-A1-R4_A2 MAT 36120 40020 3901
MvSl-1064-A2-R4_MC08-2g09039 MvSl-1064-A1-R4_A2 MAT 40281 40544 264
MvSl-1064-A2-R4_MC08-2g09040 MvSl-1064-A1-R4_A2 MAT 40859 42627 1769
MvSl-1064-A2-R4_MC08-2g09041 MvSl-1064-A1-R4_A2 MAT 44907 45362 456
MvSl-1064-A2-R4_MC08-2g09042 MvSl-1064-A1-R4_A2 MAT 45783 46722 940
MvSl-1064-A2-R4_MC08-2g09043 MvSl-1064-A1-R4_A2 MAT 46805 47690 886
MvSl-1064-A2-R4_MC08-2g09044 MvSl-1064-A1-R4_A2 MAT 48566 50718 2153
MvSl-1064-A2-R4_MC08-2g09045 MvSl-1064-A1-R4_A2 MAT 50941 54351 3411
MvSl-1064-A2-R4_MC08-2g09046 MvSl-1064-A1-R4_A2 MAT 55275 55685 411
MvSl-1064-A2-R4_MC08-2g09047 MvSl-1064-A1-R4_A2 MAT 56219 56991 773
MvSl-1064-A2-R4_MC08-2g09048 MvSl-1064-A1-R4_A2 MAT 57252 58354 1103
MvSl-1064-A2-R4_MC08-2g09049 MvSl-1064-A1-R4_A2 MAT 58699 59635 937
MvSl-1064-A2-R4_MC08-2g09050 MvSl-1064-A1-R4_A2 MAT 61138 62007 870
MvSl-1064-A2-R4_MC08-2g09051 MvSl-1064-A1-R4_A2 MAT 62353 62565 213
MvSl-1064-A2-R4_MC08-2g09052 MvSl-1064-A1-R4_A2 MAT 63626 63845 220
MvSl-1064-A2-R4_MC08-2g09053 MvSl-1064-A1-R4_A2 MAT 64148 64756 609
MvSl-1064-A2-R4_MC08-2g09054 MvSl-1064-A1-R4_A2 MAT 65230 66705 1476
MvSl-1064-A2-R4_MC08-2g09055 MvSl-1064-A1-R4_A2 MAT 67105 68070 966
MvSl-1064-A2-R4_MC08-2g09056 MvSl-1064-A1-R4_A2 MAT 68635 69415 781
MvSl-1064-A2-R4_MC08-2g09057 MvSl-1064-A1-R4_A2 MAT 69710 72066 2357
MvSl-1064-A2-R4_MC08-2g09058 MvSl-1064-A1-R4_A2 MAT 72151 74361 2211
MvSl-1064-A2-R4_MC08-2g09059 MvSl-1064-A1-R4_A2 MAT 77491 78473 983
MvSl-1064-A2-R4_MC08-2g09060 MvSl-1064-A1-R4_A2 MAT 78730 81589 2860
MvSl-1064-A2-R4_MC08-2g09061 MvSl-1064-A1-R4_A2 MAT 81839 85433 3595
MvSl-1064-A2-R4_MC08-2g09062 MvSl-1064-A1-R4_A2 MAT 86261 87003 743
MvSl-1064-A2-R4_MC08-2g09063 MvSl-1064-A1-R4_A2 MAT 87472 88352 881
MvSl-1064-A2-R4_MC08-2g09064 MvSl-1064-A1-R4_A2 MAT 88953 89561 609
MvSl-1064-A2-R4_MC08-2g09065 MvSl-1064-A1-R4_A2 MAT 89775 92254 2480
MvSl-1064-A2-R4_MC08-2g09066 MvSl-1064-A1-R4_A2 MAT 92705 95027 2323
MvSl-1064-A2-R4_MC08-2g09067 MvSl-1064-A1-R4_A2 MAT 95622 96201 580
MvSl-1064-A2-R4_MC08-2g09068 MvSl-1064-A1-R4_A2 MAT 96248 97432 1185
MvSl-1064-A2-R4_MC08-2g09069 MvSl-1064-A1-R4_A2 MAT 98050 100369 2320
MvSl-1064-A2-R4_MC08-2g09070 MvSl-1064-A1-R4_A2 MAT 100692 101726 1035
MvSl-1064-A2-R4_MC08-2g09071 MvSl-1064-A1-R4_A2 MAT 102314 104559 2246
MvSl-1064-A2-R4_MC08-2g09072 MvSl-1064-A1-R4_A2 MAT 104630 105019 390
MvSl-1064-A2-R4_MC08-2g09073 MvSl-1064-A1-R4_A2 MAT 105642 105806 165
MvSl-1064-A2-R4_MC08-2g09074 MvSl-1064-A1-R4_A2 MAT 106648 109606 2959
MvSl-1064-A2-R4_MC08-2g09075 MvSl-1064-A1-R4_A2 MAT 112440 113397 958
MvSl-1064-A2-R4_MC08-2g09076 MvSl-1064-A1-R4_A2 MAT 114042 115087 1046
MvSl-1064-A2-R4_MC08-2g09077 MvSl-1064-A1-R4_A2 MAT 115967 117707 1741
MvSl-1064-A2-R4_MC08-2g09078 MvSl-1064-A1-R4_A2 MAT 118599 122897 4299
MvSl-1064-A2-R4_MC08-2g09079 MvSl-1064-A1-R4_A2 MAT 123148 125039 1892
MvSl-1064-A2-R4_MC08-2g09080 MvSl-1064-A1-R4_A2 MAT 125225 126185 961
MvSl-1064-A2-R4_MC08-2g09081 MvSl-1064-A1-R4_A2 MAT 126869 127162 294
MvSl-1064-A2-R4_MC08-2g09082 MvSl-1064-A1-R4_A2 MAT 127223 127904 682
MvSl-1064-A2-R4_MC08-2g09083 MvSl-1064-A1-R4_A2 MAT 128039 128323 285
MvSl-1064-A2-R4_MC08-2g09084 MvSl-1064-A1-R4_A2 MAT 128681 129665 985
MvSl-1064-A2-R4_MC08-2g09085 MvSl-1064-A1-R4_A2 MAT 130015 132054 2040
MvSl-1064-A2-R4_MC08-2g09086 MvSl-1064-A1-R4_A2 MAT 133639 137309 3671
MvSl-1064-A2-R4_MC08-2g09087 MvSl-1064-A1-R4_A2 MAT 137530 138635 1106
MvSl-1064-A2-R4_MC08-2g09088 MvSl-1064-A1-R4_A2 MAT 140443 142213 1771
MvSl-1064-A2-R4_MC08-2g09089 MvSl-1064-A1-R4_A2 MAT 144251 145207 957
MvSl-1064-A2-R4_MC08-2g09090 MvSl-1064-A1-R4_A2 MAT 146082 147886 1805
MvSl-1064-A2-R4_MC08-2g09091 MvSl-1064-A1-R4_A2 MAT 148870 150747 1878
MvSl-1064-A2-R4_MC08-2g09092 MvSl-1064-A1-R4_A2 MAT 152576 156868 4293
MvSl-1064-A2-R4_MC08-2g09093 MvSl-1064-A1-R4_A2 MAT 157931 160668 2738
MvSl-1064-A2-R4_MC08-2g09094 MvSl-1064-A1-R4_A2 MAT 161017 161178 162
MvSl-1064-A2-R4_MC08-2g09095 MvSl-1064-A1-R4_A2 MAT 161446 161761 316
MvSl-1064-A2-R4_MC08-2g09096 MvSl-1064-A1-R4_A2 MAT 161914 168007 6094
MvSl-1064-A2-R4_MC08-2g09097 MvSl-1064-A1-R4_A2 MAT 169803 172929 3127
MvSl-1064-A2-R4_MC08-2g09098 MvSl-1064-A1-R4_A2 MAT 174542 176161 1620
MvSl-1064-A2-R4_MC08-2g09099 MvSl-1064-A1-R4_A2 MAT 177377 180007 2631
MvSl-1064-A2-R4_MC08-2g09100 MvSl-1064-A1-R4_A2 MAT 180789 181004 216
MvSl-1064-A2-R4_MC08-2g09101 MvSl-1064-A1-R4_A2 MAT 181743 183443 1701
MvSl-1064-A2-R4_MC08-2g09102 MvSl-1064-A1-R4_A2 MAT 183782 186322 2541
MvSl-1064-A2-R4_MC08-2g09103 MvSl-1064-A1-R4_A2 MAT 186809 190799 3991
MvSl-1064-A2-R4_MC08-2g09104 MvSl-1064-A1-R4_A2 MAT 190916 192768 1853
MvSl-1064-A2-R4_MC08-2g09105 MvSl-1064-A1-R4_A2 MAT 193105 194446 1342
MvSl-1064-A2-R4_MC08-2g09106 MvSl-1064-A1-R4_A2 MAT 195447 199151 3705
MvSl-1064-A2-R4_MC08-2g09107 MvSl-1064-A1-R4_A2 MAT 199911 202687 2777
MvSl-1064-A2-R4_MC08-2g09108 MvSl-1064-A1-R4_A2 MAT 202897 206356 3460
MvSl-1064-A2-R4_MC08-2g09109 MvSl-1064-A1-R4_A2 MAT 209387 210507 1121
MvSl-1064-A2-R4_MC08-2g09110 MvSl-1064-A1-R4_A2 MAT 211989 212645 657
MvSl-1064-A2-R4_MC08-2g09111 MvSl-1064-A1-R4_A2 MAT 212761 213892 1132
MvSl-1064-A2-R4_MC08-2g09112 MvSl-1064-A1-R4_A2 MAT 213982 214342 361
MvSl-1064-A2-R4_MC08-2g09113 MvSl-1064-A1-R4_A2 MAT 214388 216197 1810
MvSl-1064-A2-R4_MC08-2g09114 MvSl-1064-A1-R4_A2 MAT 216501 218788 2288
MvSl-1064-A2-R4_MC08-2g09115 MvSl-1064-A1-R4_A2 MAT 219062 220473 1412
MvSl-1064-A2-R4_MC08-2g09116 MvSl-1064-A1-R4_A2 MAT 221386 223241 1856
MvSl-1064-A2-R4_MC08-2g09117 MvSl-1064-A1-R4_A2 MAT 223516 224079 564
MvSl-1064-A2-R4_MC08-2g09118 MvSl-1064-A1-R4_A2 MAT 224268 224528 261
MvSl-1064-A2-R4_MC08-2g09119 MvSl-1064-A1-R4_A2 MAT 224574 224991 418
MvSl-1064-A2-R4_MC08-2g09120 MvSl-1064-A1-R4_A2 MAT 225501 228873 3373
MvSl-1064-A2-R4_MC08-2g09121 MvSl-1064-A1-R4_A2 MAT 231645 236542 4898
MvSl-1064-A2-R4_MC08-2g09122 MvSl-1064-A1-R4_A2 MAT 237252 239809 2558
MvSl-1064-A2-R4_MC08-2g09123 MvSl-1064-A1-R4_A2 MAT 240165 241521 1357
MvSl-1064-A2-R4_MC08-2g09124 MvSl-1064-A1-R4_A2 MAT 241580 247162 5583
MvSl-1064-A2-R4_MC08-2g09125 MvSl-1064-A1-R4_A2 MAT 247941 252904 4964
MvSl-1064-A2-R4_MC08-2g09126 MvSl-1064-A1-R4_A2 MAT 256301 260592 4292
MvSl-1064-A2-R4_MC08-2g09127 MvSl-1064-A1-R4_A2 MAT 261029 263320 2292
MvSl-1064-A2-R4_MC08-2g09128 MvSl-1064-A1-R4_A2 MAT 264289 264613 325
MvSl-1064-A2-R4_MC08-2g09129 MvSl-1064-A1-R4_A2 MAT 265932 272534 6603
MvSl-1064-A2-R4_MC08-2g09130 MvSl-1064-A1-R4_A2 MAT 272867 275518 2652
MvSl-1064-A2-R4_MC08-2g09131 MvSl-1064-A1-R4_A2 MAT 276397 279199 2803
MvSl-1064-A2-R4_MC08-2g09132 MvSl-1064-A1-R4_A2 MAT 280462 282819 2358
MvSl-1064-A2-R4_MC08-2g09133 MvSl-1064-A1-R4_A2 MAT 283639 284444 806
