gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A1-R4_MC02g03820	592.404	609.857	775.82	835.217	1014.19	823.165
MvSl-1064-A1-R4_MC02g03821	3633	3156	4312	5725	5074	4108
MvSl-1064-A1-R4_MC02g03822	3115	5067	14450	26604	5056	3114
MvSl-1064-A1-R4_MC02g03823	1482	1596	1772	2183	2486	2108
MvSl-1064-A1-R4_MC02g03824	1285	1388	1142	1774	1467	1599
MvSl-1064-A1-R4_MC02g03825	835	1115	1458	2465	1095	1085
MvSl-1064-A1-R4_MC02g03826	892	952	1087	1671	1150	1025
MvSl-1064-A1-R4_MC02g03827	2088	2184	3988	5955	4452	3765
MvSl-1064-A1-R4_MC02g03828	155	101	191	227	166	156
MvSl-1064-A1-R4_MC02g03829	273	230	307	498	483	453
MvSl-1064-A1-R4_MC02g03830	233	138	505	893	244	260
MvSl-1064-A1-R4_MC02g03831	2260	1929	973	402	4272	4352
MvSl-1064-A1-R4_MC02g03832	2748	2543	4022	6395	4239	3451
MvSl-1064-A1-R4_MC02g03833	334	458	711	1417	435	550
MvSl-1064-A1-R4_MC02g03834	519.167	614.122	496.805	733.427	715.331	756.378
MvSl-1064-A1-R4_MC02g03835	42.3122	38.0537	50.5448	42.1875	87.2404	81.8836
MvSl-1064-A1-R4_MC02g03836	1957	1810	1633	2146	2110	2113
MvSl-1064-A1-R4_MC02g03837	840	629	2627	4568	1312	976
MvSl-1064-A1-R4_MC02g03838	541	649	984	1337	901	737
MvSl-1064-A1-R4_MC02g03839	507	333	327	408	469	474
MvSl-1064-A1-R4_MC02g03840	1332	1425	571	641	2356	2159
MvSl-1064-A1-R4_MC02g03841	5500	3178	2137	4598	7493	11951
MvSl-1064-A1-R4_MC02g03842	2332	2210	1460	1138	3527	3215
MvSl-1064-A1-R4_MC02g03843	1004	1320	1109	1654	1446	1406
MvSl-1064-A1-R4_MC02g03844	2643	2183	1571	1584	3473	2561
MvSl-1064-A1-R4_MC02g03845	3208	2495	839	1081	4488	5798
MvSl-1064-A1-R4_MC02g03846	5572	5384	6663	10343	9814	10267
MvSl-1064-A1-R4_MC02g03847	1083	1144	1233	1957	1407	1323
MvSl-1064-A1-R4_MC02g03848	645	637	539	810	819	851
MvSl-1064-A1-R4_MC02g03849	12470	11063	1126	763	17909	18647
MvSl-1064-A1-R4_MC02g03850	61	91	51	31	193	39
MvSl-1064-A1-R4_MC02g03851	22	20	11	8	36	15
MvSl-1064-A1-R4_MC02g03852	70	130	40	24	255	31
MvSl-1064-A1-R4_MC02g03853	2542.91	3212	5535.95	8905	4603.77	3236.66
MvSl-1064-A1-R4_MC02g03854	278.315	258.02	60.6575	67.9649	667.222	684.567
MvSl-1064-A1-R4_MC02g03855	57.3448	48.7571	21.1287	23.245	178.401	122.734
MvSl-1064-A1-R4_MC02g03856	320.047	462.432	219.639	362.529	1085.2	1185.03
MvSl-1064-A1-R4_MC02g03857	3087.81	3921.18	2685.76	4270.49	6042.51	5846.31
MvSl-1064-A1-R4_MC02g03858	277	280	305	416	425	344
MvSl-1064-A1-R4_MC02g03859	121	122	119	131	187	145
MvSl-1064-A1-R4_MC02g03860	203.816	194.718	124.675	78.5637	427.314	421.874
MvSl-1064-A1-R4_MC02g03861	6.35464	6.34343	0.210201	1.77448	4.93988	7.5382
MvSl-1064-A1-R4_MC02g03862	99.6298	82.1412	70.1811	89.0195	119.317	210.061
MvSl-1064-A1-R4_MC02g03863	0	0	2	0	2	0
MvSl-1064-A1-R4_MC02g03864	2755	3047	2446	2798	6700	7190
MvSl-1064-A1-R4_MC02g03865	663	691	1586	2416	1003	1021
MvSl-1064-A1-R4_MC02g03866	1157	1237	1358	1365	1473	1728
MvSl-1064-A1-R4_MC02g03867	3223	4455	2981	6385	3119	5527
MvSl-1064-A1-R4_MC02g03868	3456.33	3307.69	6551.43	10004.2	4614.52	4345.32
MvSl-1064-A1-R4_MC02g03869	2616	3065	9522	15949	3483	3274
MvSl-1064-A1-R4_MC02g03870	1843	1771	1377	1181	2558	2118
MvSl-1064-A1-R4_MC02g03871	5.07358	2.89438	3.29766	6.30215	19.9836	17.7533
MvSl-1064-A1-R4_MC02g03872	229.928	280.765	228.717	188.996	566.152	471.039
MvSl-1064-A1-R4_MC02g03873	31.6526	42.6696	6.37804	4.41519	98.1985	83.7158
MvSl-1064-A1-R4_MC02g03874	503.982	566.764	372.462	193.508	1110.79	937.057
MvSl-1064-A1-R4_MC02g03875	314	295	425	476	588	403
MvSl-1064-A1-R4_MC02g03876	112	119	134	170	210	132
MvSl-1064-A1-R4_MC02g03877	644	946	787	932	1306	1056
MvSl-1064-A1-R4_MC02g03878	229	170	100	60	192	142
MvSl-1064-A1-R4_MC02g03879	5760	3089	1384	1001	3574	2389
MvSl-1064-A1-R4_MC02g03880	464	466	300	330	574	638
MvSl-1064-A1-R4_MC02g03881	578.515	603.812	635.564	735.835	724.883	767.882
MvSl-1064-A1-R4_MC02g03882	361	321	486	707	375	372
MvSl-1064-A1-R4_MC02g03883	30	20	21	10	69	96
MvSl-1064-A1-R4_MC02g03884	2325	2447	2063	2164	3470	2774
MvSl-1064-A1-R4_MC02g03885	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03886	99.6298	82.1412	70.1811	89.0195	119.317	210.061
MvSl-1064-A1-R4_MC02g03887	4.9864	3.16508	0	4.62155	1.5767	1.46365
MvSl-1064-A1-R4_MC02g03888	12.8819	12.6926	3.45811	0	9.82578	24.9237
MvSl-1064-A1-R4_MC02g03889	558.343	438.44	194	213.653	669.004	770.792
MvSl-1064-A1-R4_MC02g03890	672.679	565	150	176.182	895	1224.21
MvSl-1064-A1-R4_MC02g03891	649.503	575.465	338.33	295.329	1109.82	1123.89
MvSl-1064-A1-R4_MC02g03892	22.7857	17	18	21	36.6992	57
MvSl-1064-A1-R4_MC02g03893	344.28	361.465	146.053	132.644	449.334	558.756
MvSl-1064-A1-R4_MC02g03894	3	1	13	29	3	3
MvSl-1064-A1-R4_MC02g03895	21	10	1856	4051	117	96
MvSl-1064-A1-R4_MC02g03896	302	471	1036	1906	452	432
MvSl-1064-A1-R4_MC02g03897	2367	2568	3529	6111	4312	3981
MvSl-1064-A1-R4_MC02g03898	296	322	1259	1304	853	519
MvSl-1064-A1-R4_MC02g03899	1676	1491	1534	1575	2424	2078
MvSl-1064-A1-R4_MC02g03900	3688	3515	1902	2363	2610	3034
MvSl-1064-A1-R4_MC02g03901	1	1	3	4	1	3
MvSl-1064-A1-R4_MC02g03902	917	966	1039	1344	1453	1236
MvSl-1064-A1-R4_MC02g03903	844	846	978	1987	1092	1277
MvSl-1064-A1-R4_MC02g03904	742	879	522	638	1234	1268
MvSl-1064-A1-R4_MC02g03905	9551	6277	706	761	7384	9938
MvSl-1064-A1-R4_MC02g03906	1553	1957	3931	6310	3079	2349
MvSl-1064-A1-R4_MC02g03907	142	129	446	543	420	381
MvSl-1064-A1-R4_MC02g03908	336	469	1457	3111	630	464
MvSl-1064-A1-R4_MC02g03909	4643	5041	15127	22936	4772	4881
MvSl-1064-A1-R4_MC02g03910	2150	2005	2922	3727	3767	2475
MvSl-1064-A1-R4_MC02g03911	713	1106	1520	2680	890	895
MvSl-1064-A1-R4_MC02g03912	1558	1495	2570	3599	2830	2679
MvSl-1064-A1-R4_MC02g03913	938	823	3492	2790	1383	631
MvSl-1064-A1-R4_MC02g03914	7	9.0015	17.0155	10	35	36.0076
MvSl-1064-A1-R4_MC02g03915	153	133	276	423	906	967
MvSl-1064-A1-R4_MC02g03916	4761.67	6011.44	18554.9	32255.2	9056.02	7619.73
MvSl-1064-A1-R4_MC02g03917	1033	1215	1118	1236	1354	1216
MvSl-1064-A1-R4_MC02g03918	2085	2281	1894	2156	2559	2374
MvSl-1064-A1-R4_MC02g03919	1844	3225	1710	2390	1896	1953
MvSl-1064-A1-R4_MC02g03920	2144	2279	1618	2159	2667	2855
MvSl-1064-A1-R4_MC02g03921	426	362	447	538	763	836
MvSl-1064-A1-R4_MC02g03922	294	163	12	14	985	942
MvSl-1064-A1-R4_MC02g03923	3999	3229	804	306	4530	3364
MvSl-1064-A1-R4_MC02g03924	1305.56	1384.91	359.675	510.505	1821.37	2524.71
MvSl-1064-A1-R4_MC02g03925	56682	96695	40992	98899	82783	83313
MvSl-1064-A1-R4_MC02g03926	2576	2662	3212	4619	3492	2893
MvSl-1064-A1-R4_MC02g03927	16	19	4	10	1301	1555
MvSl-1064-A1-R4_MC02g03928	127	157	245	369	135	88
MvSl-1064-A1-R4_MC02g03929	1034	1418	1260	1898	1090	1027
MvSl-1064-A1-R4_MC02g03930	490	445	560	970	658	464
MvSl-1064-A1-R4_MC02g03931	1185	1144	1453	2413	1290	999
MvSl-1064-A1-R4_MC02g03932	326	331	944	1848	682	549
MvSl-1064-A1-R4_MC02g03933	7514	5621	12716	24086	9653	11970
MvSl-1064-A1-R4_MC02g03934	14	5	3	8	3	10
MvSl-1064-A1-R4_MC02g03935	709	1114	1404	2592	1204	1119
MvSl-1064-A1-R4_MC02g03936	965	1224	1922	3753	1327	1295
MvSl-1064-A1-R4_MC02g03937	2658	2662	2664	4363	3837	3225
MvSl-1064-A1-R4_MC02g03938	22	36	25	32	29	15
MvSl-1064-A1-R4_MC02g03939	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03940	4.83394	7.13767	2.43961	0	2.92767	2.33147
MvSl-1064-A1-R4_MC02g03941	2.2437	1.0964	0	0	2.56957	5.06796
MvSl-1064-A1-R4_MC02g03942	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03943	9	8	23	28	10	1
MvSl-1064-A1-R4_MC02g03944	1411	1255	1506	2300	3717	4705
MvSl-1064-A1-R4_MC02g03945	716	858	8643	20867	19017	15378
MvSl-1064-A1-R4_MC02g03946	247	286	296	362	270	164
MvSl-1064-A1-R4_MC02g03947	0	1.55135	0	0	1.91359	0
MvSl-1064-A1-R4_MC02g03948	323.345	306.972	365.584	440.844	819.742	594.692
MvSl-1064-A1-R4_MC02g03949	51	41	32	14	18	18
MvSl-1064-A1-R4_MC02g03950	7392	4960	719	325	2300	1504
MvSl-1064-A1-R4_MC02g03951	1317	1512	2210	4053	1716	1712
MvSl-1064-A1-R4_MC02g03952	3779	3857	5097	7153	11833	16447
MvSl-1064-A1-R4_MC02g03953	597	297	782	1388	659	425
MvSl-1064-A1-R4_MC02g03954	1325	1148	1664	2085	1548	1353
MvSl-1064-A1-R4_MC02g03955	2503	2348	1121	1671	4764	5057
MvSl-1064-A1-R4_MC02g03956	5	8	8	5	3	3
MvSl-1064-A1-R4_MC02g03957	233	263	301	377	346	273
MvSl-1064-A1-R4_MC02g03958	502	583	624	858	970	864
MvSl-1064-A1-R4_MC02g03959	316	334	209	365	685	671
MvSl-1064-A1-R4_MC02g03960	2009	2794	1360	2910	4640	5836
MvSl-1064-A1-R4_MC02g03961	1235	1524	605	880	1403	1408
MvSl-1064-A1-R4_MC02g03962	1151	1120	885	826	1663	1469
MvSl-1064-A1-R4_MC02g03963	692	444	1512	2398	728	696
MvSl-1064-A1-R4_MC02g03964	424	424	661	578	648	506
MvSl-1064-A1-R4_MC02g03965	1449	1275	4029	4524	3122	2409
MvSl-1064-A1-R4_MC02g03966	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03967	815	628	957	1270	1108	739
MvSl-1064-A1-R4_MC02g03968	230	211	288	355	306	239
MvSl-1064-A1-R4_MC02g03969	1671	1916	1865	2742	2441	2239
MvSl-1064-A1-R4_MC02g03970	614	593	4628	1004	4079	1594
MvSl-1064-A1-R4_MC02g03971	626	760	1094	1524	772	621
MvSl-1064-A1-R4_MC02g03972	2048	1913	2632	2314	2772	2660
MvSl-1064-A1-R4_MC02g03973	1028	711	3404	2376	1362	333
MvSl-1064-A1-R4_MC02g03974	1401	1279	1061	1134	2421	2048
MvSl-1064-A1-R4_MC02g03975	376	352	256	368	467	513
MvSl-1064-A1-R4_MC02g03976	614	527	608	1212	1148	1416
MvSl-1064-A1-R4_MC02g03977	256	64	196	337	1015	845
MvSl-1064-A1-R4_MC02g03978	185	174	247	447	162	113
MvSl-1064-A1-R4_MC02g03979	16653	16638	12600	18066	18344	18993
MvSl-1064-A1-R4_MC02g03980	817	847	909	1083	989	1007
MvSl-1064-A1-R4_MC02g03981	659	717	3005	4077	1282	821
MvSl-1064-A1-R4_MC02g03982	169	89	580	904	253	218
MvSl-1064-A1-R4_MC02g03983	3167	4661	11009	17857	6334	5144
MvSl-1064-A1-R4_MC02g03984	390	622	1088	1874	722	634
MvSl-1064-A1-R4_MC02g03985	815	1135	988	1382	1255	1078
MvSl-1064-A1-R4_MC02g03986	7390	7847	6995	7099	10556	9299
MvSl-1064-A1-R4_MC02g03987	1647	2170	2976	4310	2301	1971
MvSl-1064-A1-R4_MC02g03988	3564	3904	4510	6435	4449	3549
MvSl-1064-A1-R4_MC02g03989	712	893	1247	2007	912	731
MvSl-1064-A1-R4_MC02g03990	330	314	514	901	434	507
MvSl-1064-A1-R4_MC02g03991	1711	1542	1731	2869	3240	3404
MvSl-1064-A1-R4_MC02g03992	694	619	1138	1949	350	364
MvSl-1064-A1-R4_MC02g03993	637	709	1359	1260	1681	1412
MvSl-1064-A1-R4_MC02g03994	4567	4791	1962	2616	5035	5964
MvSl-1064-A1-R4_MC02g03995	4804	5510	3409	6994	4978	5522
MvSl-1064-A1-R4_MC02g03996	72	42	12	6	32	49
MvSl-1064-A1-R4_MC02g03997	22.8914	31.5731	87.352	90.2521	39.7735	107.112
MvSl-1064-A1-R4_MC02g03998	21.841	20.8658	53.0462	37.6177	61.6275	38.2595
MvSl-1064-A1-R4_MC02g03999	40.8845	25.5536	25.7833	10	71.5731	68.4372
MvSl-1064-A1-R4_MC02g04000	141.961	102.367	88.2128	72.2772	320.238	387.339
MvSl-1064-A1-R4_MC02g04001	347.59	275.569	151.213	99.8203	568.185	484.819
MvSl-1064-A1-R4_MC02g04002	97.6073	109.908	64.028	68.9158	142.903	166.664
MvSl-1064-A1-R4_MC02g04003	11	12	29	20	10	14
MvSl-1064-A1-R4_MC02g04004	525	601	1383	2310	806	798
MvSl-1064-A1-R4_MC02g04005	4488	5243	1917	3367	4761	5763
MvSl-1064-A1-R4_MC02g04006	899	995	2153	3296	1561	1723
MvSl-1064-A1-R4_MC02g04007	758	859	269	344	789	1373
MvSl-1064-A1-R4_MC02g04008	3961	3091	2524	2942	5878	5916
MvSl-1064-A1-R4_MC02g04009	138	143	263	462	176	149
MvSl-1064-A1-R4_MC02g04010	61	43	378	697	87	83
MvSl-1064-A1-R4_MC02g04011	1385	1512	1364	1485	2082	1790
MvSl-1064-A1-R4_MC02g04012	565	489	562	774	582	535
MvSl-1064-A1-R4_MC02g04013	1546	1265	262	260	1630	1835
MvSl-1064-A1-R4_MC02g04014	311.609	260.055	391.386	409.823	531.008	494.547
MvSl-1064-A1-R4_MC02g04015	3601.5	4875.42	5265.35	8447.22	4459.26	5044.72
MvSl-1064-A1-R4_MC02g04016	323	310	102	120	2532	2050
MvSl-1064-A1-R4_MC02g04017	61	42	94	21	179	126
MvSl-1064-A1-R4_MC02g04018	2280	2274	1720	2241	3953	3546
MvSl-1064-A1-R4_MC02g04019	859	1026	2124	3233	1923	2069
MvSl-1064-A1-R4_MC02g04020	603	486	1390	1944	1355	1159
MvSl-1064-A1-R4_MC02g04021	841	877	2835	5179	995	965
MvSl-1064-A1-R4_MC02g04022	149	139	371	792	197	172
MvSl-1064-A1-R4_MC02g04023	28	18	66	98	37	25
MvSl-1064-A1-R4_MC02g04024	273	327	368	676	376	359
MvSl-1064-A1-R4_MC02g04025	135	154	178	349	196	152
MvSl-1064-A1-R4_MC02g04026	1089	1213	1023	1421	1706	1274
MvSl-1064-A1-R4_MC02g04027	2018	2194	3053	4971	2851	2579
MvSl-1064-A1-R4_MC02g04028	0	3	1	5	2	2
MvSl-1064-A1-R4_MC02g04029	718	798	1203	1712	1058	914
MvSl-1064-A1-R4_MC02g04030	2945	2549	3098	3735	5637	5689
MvSl-1064-A1-R4_MC02g04031	4138	4098	6050	8944	8218	8563
MvSl-1064-A1-R4_MC02g04032	46	42	28	41	56	62
MvSl-1064-A1-R4_MC02g04033	1758.63	1598.69	972	900.631	2463.66	2236.88
MvSl-1064-A1-R4_MC02g04034	1267	1434	2124	2287	1865	1472
MvSl-1064-A1-R4_MC02g04035	1285	1434	1491	2256	1774	1675
MvSl-1064-A1-R4_MC02g04036	500	367	607	639	835	625
MvSl-1064-A1-R4_MC02g04037	913	1201	709	1003	1105	1254
MvSl-1064-A1-R4_MC02g04038	471	713	488	735	538	703
MvSl-1064-A1-R4_MC02g04039	3776	4188	4003	7714	4412	5564
MvSl-1064-A1-R4_MC02g04040	6695	7837	4840	8828	5034	6638
MvSl-1064-A1-R4_MC02g04041	2298	1122	2101	2212	680	493
MvSl-1064-A1-R4_MC02g04042	11939.6	9629.08	13223.9	18534.2	12992.7	11675.4
MvSl-1064-A1-R4_MC02g04043	0	0	1.00002	0	0	0
MvSl-1064-A1-R4_MC02g04044	1.00049	0	0	0	1.00145	1.00146
MvSl-1064-A1-R4_MC02g04045	66	110	143	244	120	209
MvSl-1064-A1-R4_MC02g04046	3567	2825	5325	6047	6604	4914
MvSl-1064-A1-R4_MC02g04047	33	44	57	87	44	27
MvSl-1064-A1-R4_MC02g04048	4464	7051	2375	3130	3415	5890
MvSl-1064-A1-R4_MC02g04049	5271	5784	3558	4841	6774	8447
MvSl-1064-A1-R4_MC02g04050	2310	2235	2188	3314	3112	2803
MvSl-1064-A1-R4_MC02g04051	896	903	2623	4294	1764	1570
MvSl-1064-A1-R4_MC02g04052	1374	1563	1419	1578	2788	2285
MvSl-1064-A1-R4_MC02g04053	827	536	1421	1821	1748	1207
MvSl-1064-A1-R4_MC02g04054	487	566	1355	665	1099	599
MvSl-1064-A1-R4_MC02g04055	1938	1959	1880	1932	2576	2541
MvSl-1064-A1-R4_MC02g04056	1691	2112	2385	3670	3007	3065
MvSl-1064-A1-R4_MC02g04057	2791	2668	5211	9002	3381	3674
MvSl-1064-A1-R4_MC02g04058	2501	2380	1431	1626	2914	2583
MvSl-1064-A1-R4_MC02g04059	1581	2026	1120	1851	2170	2667
MvSl-1064-A1-R4_MC02g04060	29903	72264	62399	110747	30837	36574
MvSl-1064-A1-R4_MC02g04061	4	13	0	4	8	21
MvSl-1064-A1-R4_MC02g04062	2159	1973	1417	2130	2968	3642
MvSl-1064-A1-R4_MC02g04063	1044	1277	1578	2830	1222	1339
MvSl-1064-A1-R4_MC02g04064	4416	4473	3050	3670	5863	5320
MvSl-1064-A1-R4_MC02g04065	567	399	456	597	589	563
MvSl-1064-A1-R4_MC02g04066	419	307	397	436	455	346
MvSl-1064-A1-R4_MC02g04067	139	234	213	225	258	253
MvSl-1064-A1-R4_MC02g04068	4076	4201	4004	4566	4888	3255
MvSl-1064-A1-R4_MC02g04069	2704	3600	6890	10977	3925	3675
MvSl-1064-A1-R4_MC02g04070	623	1028	1794	3686	599	745
MvSl-1064-A1-R4_MC02g04071	544	568	547	709	783	715
MvSl-1064-A1-R4_MC02g04072	2.73924	4.01449	3.05634	1.49164	3.22548	4.84553
MvSl-1064-A1-R4_MC02g04073	4.17877	9.11251	8.1464	14.7595	7.9294	7.85395
MvSl-1064-A1-R4_MC02g04074	2	36	4	4	3	0
MvSl-1064-A1-R4_MC02g04075	3096	2729	1409	1476	3797	3375
MvSl-1064-A1-R4_MC02g04076	516	684	1003	1683	582	530
MvSl-1064-A1-R4_MC02g04077	167	137	334	602	298	359
MvSl-1064-A1-R4_MC02g04078	29	24	84	152	83	88
MvSl-1064-A1-R4_MC02g04079	1	0	2	1	0	0
MvSl-1064-A1-R4_MC02g04080	27.2968	20.6004	55.0287	87.6063	31.6276	41.2816
MvSl-1064-A1-R4_MC02g04081	0	2	0	0	0	0
MvSl-1064-A1-R4_MC02g04082	5241.1	5047.01	3313.96	3448.05	7222.46	8230.38
MvSl-1064-A1-R4_MC02g04083	1444	1580	1985	2436	2674	2034
MvSl-1064-A1-R4_MC02g04084	1764	1695	1567	1994	2584	2541
MvSl-1064-A1-R4_MC02g04085	4193	4095	3958	3324	6801	5220
MvSl-1064-A1-R4_MC02g04086	2771	3133	5603	8232	3753	3032
MvSl-1064-A1-R4_MC02g04087	525	286	762	983	1030	671
MvSl-1064-A1-R4_MC02g04088	487	352	398	630	667	688
MvSl-1064-A1-R4_MC02g04089	1029	1058	561	727	1917	1624
MvSl-1064-A1-R4_MC02g04090	3744	2799	366	468	118709	70361
MvSl-1064-A1-R4_MC02g04091	2735	1731	1766	2232	8748	10512
MvSl-1064-A1-R4_MC02g04092	1833	1220	2459	2422	5819	4106
MvSl-1064-A1-R4_MC02g04093	25.2554	10.5965	3	5.196	35.3079	55.9468
MvSl-1064-A1-R4_MC02g04094	61.8229	70.3078	131.754	84	107.051	93.4695
MvSl-1064-A1-R4_MC02g04095	724	1018	1616	1535	1049	831
MvSl-1064-A1-R4_MC02g04096	3803	3508	3327	4124	5842	6407
MvSl-1064-A1-R4_MC02g04097	782	733	29006	6874	1647	646
MvSl-1064-A1-R4_MC02g04098	341	295	279	225	599	582
MvSl-1064-A1-R4_MC02g04099	575	517	167	210	683	1057
MvSl-1064-A1-R4_MC02g04100	507	532	1358	2078	875	689
MvSl-1064-A1-R4_MC02g04101	139	168	550	810	204	216
MvSl-1064-A1-R4_MC02g04102	895	658	1828	1821	2557	1759
MvSl-1064-A1-R4_MC02g04103	4795	4756	5723	7681	6387	6199
MvSl-1064-A1-R4_MC02g04104	727	790	1150	1967	1489	1200
MvSl-1064-A1-R4_MC02g04105	731	699	499	731	952	929
MvSl-1064-A1-R4_MC02g04106	489	518	812	1391	749	758
MvSl-1064-A1-R4_MC02g04107	630	923	754	861	894	760
MvSl-1064-A1-R4_MC02g04108	883	854	741	758	1788	1402
MvSl-1064-A1-R4_MC02g04109	186	143	67	91	156	190
MvSl-1064-A1-R4_MC02g04110	520	892	709	1067	461	606
MvSl-1064-A1-R4_MC02g04111	3088	3284	6580	10820	4003	4105
MvSl-1064-A1-R4_MC02g04112	1.57931	1	3	1	1.21813	1.06288
MvSl-1064-A1-R4_MC02g04113	22.0193	26.0605	9.38514	9.23189	65.6692	52.339
MvSl-1064-A1-R4_MC02g04114	108.981	199.94	371.615	476.768	440.331	461.661
MvSl-1064-A1-R4_MC02g04115	98	164	163	155	187	235
MvSl-1064-A1-R4_MC02g04116	503	1055	919	1871	891	743
MvSl-1064-A1-R4_MC02g04117	15694	24271	12782	31133	12592	16325
MvSl-1064-A1-R4_MC02g04118	43	34	5	5	38	63
MvSl-1064-A1-R4_MC02g04119	1076.07	1229.22	197.755	280.533	2344.61	2563.23
MvSl-1064-A1-R4_MC02g04120	878	1122	1086	1650	1841	1501
MvSl-1064-A1-R4_MC02g04121	1255	709	203	76	1541	905
MvSl-1064-A1-R4_MC02g04122	252	296	66	89	629	295
MvSl-1064-A1-R4_MC02g04123	112	168	60	135	639	411
MvSl-1064-A1-R4_MC02g04124	2146	2403	891	1291	3745	2341
MvSl-1064-A1-R4_MC02g04125	232	189	89	73	459	524
MvSl-1064-A1-R4_MC02g04126	1862	2536	6939	10576	3353	2486
MvSl-1064-A1-R4_MC02g04127	793	903	243	308	910	1367
MvSl-1064-A1-R4_MC02g04128	47.463	45	22.2553	12	50.019	91.6034
MvSl-1064-A1-R4_MC02g04129	3511	5567	12598	20750	6332	4936
MvSl-1064-A1-R4_MC02g04130	3089	3172	4117	5210	11840	11373
MvSl-1064-A1-R4_MC02g04131	278	132	446	699	388	358
MvSl-1064-A1-R4_MC02g04132	6816	3994	155	122	18326	23257
MvSl-1064-A1-R4_MC02g04133	1237	1127	292	394	1913	2986
MvSl-1064-A1-R4_MC02g04134	2212	2218	1114	1662	2092	2300
MvSl-1064-A1-R4_MC02g04135	440	573	674	822	611	473
MvSl-1064-A1-R4_MC02g04136	542	670	1002	1073	753	530
MvSl-1064-A1-R4_MC02g04137	700	793	2420	2827	748	979
MvSl-1064-A1-R4_MC02g04138	1898	2266	2755	3873	2830	2473
MvSl-1064-A1-R4_MC02g04139	3315.04	3236	2055	2599	5532	5393
MvSl-1064-A1-R4_MC02g04140	3185	2628	2909	3788	3878	3089
MvSl-1064-A1-R4_MC02g04141	2643	2711	800	924	7128	7291
MvSl-1064-A1-R4_MC02g04142	17	14	3	1	46	47
MvSl-1064-A1-R4_MC02g04143	0	0	0	0	3	0
MvSl-1064-A1-R4_MC02g04144	3768	3782	3302	4243	5963	5501
MvSl-1064-A1-R4_MC02g04145	1446	1581	1454	1738	1908	1753
MvSl-1064-A1-R4_MC02g04146	1876	2335	1059	1462	1598	2306
MvSl-1064-A1-R4_MC02g04147	295	421	649	1313	529	541
MvSl-1064-A1-R4_MC02g04148	936	1143	557	886	1577	1626
MvSl-1064-A1-R4_MC02g04149	1838	1573	1104	1391	2253	2589
MvSl-1064-A1-R4_MC02g04150	2747	3124	2238	3440	5568	5144
MvSl-1064-A1-R4_MC02g04151	1358	1735	1434	2006	1550	2296
MvSl-1064-A1-R4_MC02g04152	18145	15725	7924	9477	23753	21046
MvSl-1064-A1-R4_MC02g04153	2056	2117	2752	4812	2833	2674
MvSl-1064-A1-R4_MC02g04154	4338	4899	3274	4518	5399	5678
MvSl-1064-A1-R4_MC02g04155	589	711	1979	3528	1272	924
MvSl-1064-A1-R4_MC02g04156	1296	1451	1080	1180	1825	1846
MvSl-1064-A1-R4_MC02g04157	1281	1475	2345	4807	1432	1372
MvSl-1064-A1-R4_MC02g04158	592	740	1325	2423	807	803
MvSl-1064-A1-R4_MC02g04159	324	303	296	315	554	420
MvSl-1064-A1-R4_MC02g04160	512	398	330	244	661	479
MvSl-1064-A1-R4_MC02g04161	521	495	780	1353	854	772
MvSl-1064-A1-R4_MC02g04162	179	248	431	720	315	275
MvSl-1064-A1-R4_MC02g04163	1307	1265	724	1129	1670	1782
MvSl-1064-A1-R4_MC02g04164	961	951	1048	1352	1307	1180
MvSl-1064-A1-R4_MC02g04165	51831	78803	60168	117624	57548	61475
MvSl-1064-A1-R4_MC02g04166	1843	2111	4024	6590	3039	2658
MvSl-1064-A1-R4_MC02g04167	1695	2201	4541	6781	2629	2477
MvSl-1064-A1-R4_MC02g04168	162	207	216	235	263	306
MvSl-1064-A1-R4_MC02g04169	2160.2	1992.17	2287.11	2536.15	3175.41	2437.43
MvSl-1064-A1-R4_MC02g04170	11	13	21	26	14	15
MvSl-1064-A1-R4_MC02g04171	1043	1374	656	1009	567	1151
MvSl-1064-A1-R4_MC02g04172	770	911	246	212	340	555
MvSl-1064-A1-R4_MC02g04173	14.8768	17.0493	26.0295	34.2298	12.2901	18.4201
MvSl-1064-A1-R4_MC02g04174	0	0	0	1	0	0
MvSl-1064-A1-R4_MC02g04175	0	0	3	7.85677	0	1.2003
MvSl-1064-A1-R4_MC02g04176	391	768	5004	10566	343	256
MvSl-1064-A1-R4_MC02g04177	2759	2285	2737	2648	4767	3949
MvSl-1064-A1-R4_MC02g04178	511	699	1982	4141	519	994
MvSl-1064-A1-R4_MC02g04179	1908	2111	2017	1977	3339	2686
MvSl-1064-A1-R4_MC02g04180	652	788	103	186	338	856
MvSl-1064-A1-R4_MC02g04181	661.747	825.754	1928.27	900	2018.46	1877.33
MvSl-1064-A1-R4_MC02g04182	15.9826	8.62012	29.6007	8.24005	20.4604	6.40443
MvSl-1064-A1-R4_MC02g04183	2.04031	1.09933	9.41169	2.00035	5.28022	6.71439
MvSl-1064-A1-R4_MC02g04184	14.9995	11.7362	31.7989	6.1343	23.2119	12.4346
MvSl-1064-A1-R4_MC02g04185	231.818	259.033	204.549	158.998	770.505	757.571
