gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC01-1g02812	1773	1958	2690	2387
MvSl-1064-A1-R4_MC01-1g02813	404.514	404.601	452.346	470.69
MvSl-1064-A1-R4_MC01-1g02815	1276	739	776	1250
MvSl-1064-A1-R4_MC01-1g02816	25	42	59	46
MvSl-1064-A1-R4_MC01-1g02817	6873	14851	11296	12827
MvSl-1064-A1-R4_MC01-1g02818	3589	3266	4307	4414
MvSl-1064-A1-R4_MC01-1g02819	4418	7035	6152	5794
MvSl-1064-A1-R4_MC01-1g02820	3309	7468	4649	4869
MvSl-1064-A1-R4_MC01-1g02821	712	891	1380	996
MvSl-1064-A1-R4_MC01-1g02822	4468	7817	7662	7286
MvSl-1064-A1-R4_MC01-1g02823	2030	2105	3013	2543
MvSl-1064-A1-R4_MC01-1g02824	60	70	81	73
MvSl-1064-A1-R4_MC01-1g02825	3083	3606	4218	4079
MvSl-1064-A1-R4_MC01-1g02826	2382	3452	3128	2995
MvSl-1064-A1-R4_MC01-1g02827	0	2	4	2
MvSl-1064-A1-R4_MC01-1g02828	1.01607	0	1.02618	0
MvSl-1064-A1-R4_MC01-1g02829	1	1	1	2
MvSl-1064-A1-R4_MC01-1g02830	9.08407	2.01563	4.02658	4.01451
MvSl-1064-A1-R4_MC01-1g02831	186	234	313	165
MvSl-1064-A1-R4_MC01-1g02832	525.918	720.461	1145.99	877.79
MvSl-1064-A1-R4_MC01-1g02833	1	3	8.98592	1.29782
MvSl-1064-A1-R4_MC01-1g02834	6648	9206	6750	6441
MvSl-1064-A1-R4_MC01-1g02835	353	417	423	520
MvSl-1064-A1-R4_MC01-1g02836	605.391	1226.21	1722.43	2437.26
MvSl-1064-A1-R4_MC01-1g02837	25.2102	26	31	29
MvSl-1064-A1-R4_MC01-1g02838	294.338	244.692	841.392	3438.78
MvSl-1064-A1-R4_MC01-1g02839	117.518	66.3672	104.832	64.5828
MvSl-1064-A1-R4_MC01-1g02840	6.24213	1.04205	0	5.45903
MvSl-1064-A1-R4_MC01-1g02841	271.074	219.09	595.039	797.356
MvSl-1064-A1-R4_MC01-1g02842	177.07	185.087	117.66	173.652
MvSl-1064-A1-R4_MC01-1g02843	100.783	126.024	98.2216	98.1473
MvSl-1064-A1-R4_MC01-1g02844	3372	6360	5575	4589
MvSl-1064-A1-R4_MC01-1g02845	224.125	241.939	255.331	253.011
MvSl-1064-A1-R4_MC01-1g02846	78.8884	80.6664	74.4486	61.6795
MvSl-1064-A1-R4_MC01-1g02847	20.4257	14.6856	19.8022	9.27336
MvSl-1064-A1-R4_MC01-1g02848	472.906	686.577	630.759	593.829
MvSl-1064-A1-R4_MC01-1g02849	48.6583	49.9021	55.0841	75.6388
MvSl-1064-A1-R4_MC01-1g02850	0	3	0	2
MvSl-1064-A1-R4_MC01-1g02851	2713	4497	3481	3456
MvSl-1064-A1-R4_MC01-1g02852	70.6729	32.9379	44.7246	38.1081
MvSl-1064-A1-R4_MC01-1g02853	2756.92	1629.17	2402.7	1462.28
MvSl-1064-A1-R4_MC01-1g02854	53.8229	45.1794	54.2174	56.8728
MvSl-1064-A1-R4_MC01-1g02855	1043.09	1225.18	1102.53	866.037
MvSl-1064-A1-R4_MC01-1g02856	2.10168	6.11523	7.96552	7
MvSl-1064-A1-R4_MC01-1g02857	0	13	0	0
MvSl-1064-A1-R4_MC01-1g02858	1428	2225	2134	2068
MvSl-1064-A1-R4_MC01-1g02859	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02860	58.7067	95.5947	164.785	303.626
MvSl-1064-A1-R4_MC01-1g02861	155.7	146.266	84.875	71.4541
MvSl-1064-A1-R4_MC01-1g02862	10	8	9	10
MvSl-1064-A1-R4_MC01-1g02863	978	1304	1766	1784
MvSl-1064-A1-R4_MC01-1g02864	730.42	901.115	639.547	601.965
MvSl-1064-A1-R4_MC01-1g02865	797	1314	1002	866
MvSl-1064-A1-R4_MC01-1g02866	51	62	55	41
MvSl-1064-A1-R4_MC01-1g02867	1076	1493	1189	1121
MvSl-1064-A1-R4_MC01-1g02868	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02869	23	28	0	0
MvSl-1064-A1-R4_MC01-1g02870	26.4192	29.6282	8.26582	6.44
MvSl-1064-A1-R4_MC01-1g02871	1.47392	0	0	0
MvSl-1064-A1-R4_MC01-1g02872	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02873	0	1.53395	0	0
MvSl-1064-A1-R4_MC01-1g02874	3.70949	6.62839	10.8141	11.1877
MvSl-1064-A1-R4_MC01-1g02875	55.7069	66.1141	68.726	44.7696
MvSl-1064-A1-R4_MC01-1g02876	4.45568	4.48804	15.2681	7.90977
MvSl-1064-A1-R4_MC01-1g02877	1	0	0	0
MvSl-1064-A1-R4_MC01-1g02878	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02879	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02880	0	1.00551	0	0
MvSl-1064-A1-R4_MC01-1g02881	2	0	1.01169	3
MvSl-1064-A1-R4_MC01-1g02882	2	5.12554	3	1.06532
MvSl-1064-A1-R4_MC01-1g02883	164.542	135.178	193.203	200.547
MvSl-1064-A1-R4_MC01-1g02884	4.44357	4.3953	9.08779	3.30926
MvSl-1064-A1-R4_MC01-1g02885	0	0	62.3652	60.9885
MvSl-1064-A1-R4_MC01-1g02888	37.0231	40.5449	0	0
MvSl-1064-A1-R4_MC01-1g02892	4.82187	10.5283	6.53149	8.06256
MvSl-1064-A1-R4_MC01-1g02893	0	0	1	0
MvSl-1064-A1-R4_MC01-1g02896	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02897	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02898	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02899	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02900	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02901	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02902	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02903	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02904	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02927	172.427	133.49	85.4198	149.582
MvSl-1064-A1-R4_MC01-1g02924	6.66503	0	0	3.63898
MvSl-1064-A1-R4_MC01-1g02923	23.6688	17.2554	3.13831	1.67258
MvSl-1064-A1-R4_MC01-1g02921	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02916	0	0	16.9315	7.45103
MvSl-1064-A1-R4_MC01-1g02914	18.5442	1.63348	12.3893	8.56631
MvSl-1064-A1-R4_MC01-1g02912	5.75498	0	39.6473	12.6138
MvSl-1064-A1-R4_MC01-1g02910	3.23285	0	0	0
MvSl-1064-A1-R4_MC01-1g02909	141.995	77.1539	85.5756	101.521
MvSl-1064-A1-R4_MC01-1g02930	15.4441	0	6.42893	11.5023
MvSl-1064-A1-R4_MC01-1g02931	1.5503	0	0	0
MvSl-1064-A1-R4_MC01-1g02932	0	0	1.07153	0
MvSl-1064-A1-R4_MC01-1g02933	264.33	244.875	290.327	443.096
MvSl-1064-A1-R4_MC01-1g02935	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02936	9.60529	9.5053	10.7725	10.7037
MvSl-1064-A1-R4_MC01-1g02937	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02939	0	0	0	72.9785
MvSl-1064-A1-R4_MC01-1g02940	0	0	0	0
MvSl-1064-A1-R4_C41g01660	0.000747624	0	8.12566	1.63805e-08
MvSl-1064-A1-R4_C39g01646	0	0	0	1.20555
MvSl-1064-A1-R4_MC01-2g02949	0	0	6.31246	6.06045
MvSl-1064-A1-R4_MC01-2g02950	38.0139	41.3564	89.4577	83.8296
MvSl-1064-A1-R4_MC01-2g02951	3.35226	1.11909	2.28228	1.16239
MvSl-1064-A1-R4_MC01-2g02952	1	0	0	2
MvSl-1064-A1-R4_MC01-2g02953	1	0	0	2
MvSl-1064-A1-R4_MC01-2g02954	0	0	0	0
MvSl-1064-A1-R4_MC01-2g02955	0	0	2.03752	6.10948
MvSl-1064-A1-R4_MC01-2g02956	0	3.17643	3.03152	0
MvSl-1064-A1-R4_MC01-2g02957	1.25214	4.8864	10.8496	2.60765
MvSl-1064-A1-R4_MC01-2g02958	9.41468	6.22618	13.5024	4.61937
MvSl-1064-A1-R4_MC01-2g02959	0	0	0	0
MvSl-1064-A1-R4_MC01-2g02960	211.516	215.191	176.756	127.839
MvSl-1064-A1-R4_MC01-2g02961	100.864	133.479	106.188	103.684
MvSl-1064-A1-R4_MC01-2g02962	21.0108	25.0095	15	12
MvSl-1064-A1-R4_MC01-2g02963	626	960	934	832
MvSl-1064-A1-R4_MC01-2g02964	8.07866	3.03048	11.3466	12.1911
MvSl-1064-A1-R4_MC01-2g02965	1357	1993	2641	3351
MvSl-1064-A1-R4_MC01-2g02966	2	5	5.19136	3.42036
MvSl-1064-A1-R4_MC01-2g02967	1124.66	1360.24	919.339	846.692
MvSl-1064-A1-R4_MC01-2g02968	0	0	0	0
MvSl-1064-A1-R4_MC01-2g02969	2	4	7	6
MvSl-1064-A1-R4_MC01-2g02970	5.15168	14.1963	36.1936	39.1983
MvSl-1064-A1-R4_MC01-2g02971	370.641	498.198	146.651	135.849
MvSl-1064-A1-R4_MC01-2g02973	1092.51	692.81	917.574	899.403
MvSl-1064-A1-R4_MC01-2g02974	0	0	0	1.09962
MvSl-1064-A1-R4_MC01-2g02975	954	1139	2314	1664
MvSl-1064-A1-R4_MC01-2g02976	1729	2283	2437	2317
MvSl-1064-A1-R4_MC01-2g02977	8701	11822	14925	18841
MvSl-1064-A1-R4_MC01-2g02978	2436	2941	3245	3362
MvSl-1064-A1-R4_MC01-2g02979	2129	2667	3429	3494
MvSl-1064-A1-R4_MC01-2g02981	164.4	112.999	65.1053	69.4792
MvSl-1064-A1-R4_MC01-2g02982	136.109	110.38	171.72	112.287
MvSl-1064-A1-R4_MC01-2g02983	1439	2213	2515	2423
MvSl-1064-A1-R4_MC01-2g02984	1715	2413	2202	2598
MvSl-1064-A1-R4_MC01-2g02985	361	491	426	482
MvSl-1064-A1-R4_MC01-2g02986	848.512	661.651	798.419	928.565
MvSl-1064-A1-R4_MC01-2g02987	321.298	314.099	381.933	616.883
MvSl-1064-A1-R4_MC01-2g02988	1447.99	2539.95	2246.96	2208.78
MvSl-1064-A1-R4_MC01-2g02989	129.082	201.533	182.461	152.103
MvSl-1064-A1-R4_MC01-2g02990	1584.41	2794.5	2154.03	2264.63
MvSl-1064-A1-R4_MC01-2g02991	1833	3437	2914	3080
MvSl-1064-A1-R4_MC01-2g02992	2383	3023	3081	2860
MvSl-1064-A1-R4_MC01-2g02993	2262	2979	2812	2513
MvSl-1064-A1-R4_MC01-2g02994	9885	11713	12769	14760
MvSl-1064-A1-R4_MC01-2g02995	6	6	1	4
MvSl-1064-A1-R4_MC01-2g02996	102370	160872	197158	172243
MvSl-1064-A1-R4_MC01-2g02998	712.334	905.577	889.052	974.113
MvSl-1064-A1-R4_MC01-2g02999	7.06977	6.04506	12.5132	14.1093
MvSl-1064-A1-R4_MC01-2g03000	41.1449	68.3095	54.7102	67.7228
MvSl-1064-A1-R4_MC01-2g03002	873.286	1084.22	885.146	856.413
MvSl-1064-A1-R4_MC01-2g03003	55447	94970	95293	86982
MvSl-1064-A1-R4_MC01-2g03004	1481	2216	2115	2159
MvSl-1064-A1-R4_MC01-2g03005	2032	2239	2658	3007
MvSl-1064-A1-R4_MC01-2g03006	2	3	6	8
MvSl-1064-A1-R4_MC01-2g03007	3978	5579	6692	6559
MvSl-1064-A1-R4_MC01-2g03008	1146.58	2238.9	997.705	1125.16
MvSl-1064-A1-R4_MC01-2g03009	0	2	0	0
MvSl-1064-A1-R4_MC01-2g03010	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03011	560	1148	421	389
MvSl-1064-A1-R4_MC01-2g03012	0	1	0	3
MvSl-1064-A1-R4_MC01-2g03013	2	4	2	10
MvSl-1064-A1-R4_MC01-2g03014	834	908	762	996
MvSl-1064-A1-R4_MC01-2g03015	1443	1421	1781	1989
MvSl-1064-A1-R4_MC01-2g03016	4606	3388	3985	4222
MvSl-1064-A1-R4_MC01-2g03017	11952	15832	16610	17280
MvSl-1064-A1-R4_MC01-2g03018	15689	25123	31633	23874
MvSl-1064-A1-R4_MC01-2g03019	1183	1326	1288	1581
MvSl-1064-A1-R4_MC01-2g03020	1078	1781	1565	1501
MvSl-1064-A1-R4_MC01-2g03021	1059	1197	2694	2256
MvSl-1064-A1-R4_MC01-2g03022	132	90	95	133
MvSl-1064-A1-R4_MC01-2g03023	139	122	101	131
MvSl-1064-A1-R4_MC01-2g03024	18	26	42	37
MvSl-1064-A1-R4_MC01-2g03025	7	6	5	11
MvSl-1064-A1-R4_MC01-2g03026	35	43	47	204
MvSl-1064-A1-R4_MC01-2g03027	735	1168	877	717
MvSl-1064-A1-R4_MC01-2g03028	903	1195	941	1009
MvSl-1064-A1-R4_MC01-2g03029	1363	1926	1808	1430
MvSl-1064-A1-R4_MC01-2g03030	15977	26060	34965	28867
MvSl-1064-A1-R4_MC01-2g03031	0	0	1	1
MvSl-1064-A1-R4_MC01-2g03032	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03033	0	0	1.10776	0
MvSl-1064-A1-R4_MC01-2g03034	745.189	889.648	678.237	622.514
MvSl-1064-A1-R4_MC01-2g03035	406.601	678.592	448.271	277.753
MvSl-1064-A1-R4_MC01-2g03036	1490	2533	1635	1754
MvSl-1064-A1-R4_MC01-2g03037	12160	15781	23737	21144
MvSl-1064-A1-R4_MC01-2g03038	760	1420	739	756
MvSl-1064-A1-R4_MC01-2g03039	1977	3601	1941	1765
MvSl-1064-A1-R4_MC01-2g03040	55890	128820	70101	82441
MvSl-1064-A1-R4_MC01-2g03041	2910	5370	5062	4850
MvSl-1064-A1-R4_MC01-2g03042	1148	2254	1697	1785
MvSl-1064-A1-R4_MC01-2g03043	5132	10304	5315	5290
MvSl-1064-A1-R4_MC01-2g03044	40	44	27	13
MvSl-1064-A1-R4_MC01-2g03045	1	0	0	0
MvSl-1064-A1-R4_MC01-2g03046	70	49	64	72
MvSl-1064-A1-R4_MC01-2g03047	1677	3659	2165	2305
MvSl-1064-A1-R4_MC01-2g03048	2619	3737	3682	3675
MvSl-1064-A1-R4_MC01-2g03049	2896	3047	3672	3697
MvSl-1064-A1-R4_MC01-2g03050	15517.3	20072.6	20819.2	22912.2
MvSl-1064-A1-R4_MC01-2g03051	9345	13454	15115	10674
MvSl-1064-A1-R4_MC01-2g03052	3052	4206	5448	5364
MvSl-1064-A1-R4_MC01-2g03053	505	602	523	602
MvSl-1064-A1-R4_MC01-2g03054	459	444	678	607
MvSl-1064-A1-R4_MC01-2g03055	5471	10947	9762	9488
MvSl-1064-A1-R4_MC01-2g03056	793	1758	1292	1455
MvSl-1064-A1-R4_MC01-2g03057	485	654	966	1300
MvSl-1064-A1-R4_MC01-2g03058	3615	4152	3727	3525
MvSl-1064-A1-R4_MC01-2g03059	483	715	872	1093
MvSl-1064-A1-R4_MC01-2g03060	28	47	73	81
MvSl-1064-A1-R4_MC01-2g03061	1140	1223	1519	1469
MvSl-1064-A1-R4_MC01-2g03062	3233	4292	3865	4159
MvSl-1064-A1-R4_MC01-2g03063	2389	4448	2315	2473
MvSl-1064-A1-R4_MC01-2g03064	172	151	118	269
MvSl-1064-A1-R4_MC01-2g03065	890	1568	7352	7421
MvSl-1064-A1-R4_MC01-2g03066	789.84	994.195	745.774	680.716
MvSl-1064-A1-R4_MC01-2g03068	627.132	595.235	520.792	449.924
MvSl-1064-A1-R4_MC01-2g03069	283.793	187.775	312.602	232.621
MvSl-1064-A1-R4_MC01-2g03070	242.043	281.034	460.687	682.894
MvSl-1064-A1-R4_MC01-2g03071	1532	2891	1933	1858
MvSl-1064-A1-R4_MC01-2g03072	37	37	29	37
MvSl-1064-A1-R4_MC01-2g03073	1	4	2.06519	2
MvSl-1064-A1-R4_MC01-2g03074	70.1045	36.5854	45.8981	49.205
MvSl-1064-A1-R4_MC01-2g03075	819	1222	1617	1500
MvSl-1064-A1-R4_MC01-2g03076	437	676	1114	1264
MvSl-1064-A1-R4_MC01-2g03077	2053	3389	2877	3208
MvSl-1064-A1-R4_MC01-2g03078	840	1159	1384	1404
MvSl-1064-A1-R4_MC01-2g03079	989	1705	1769	1597
MvSl-1064-A1-R4_MC01-2g03080	180	196	221	327
MvSl-1064-A1-R4_MC01-2g03081	3	8	10	7
MvSl-1064-A1-R4_MC01-2g03082	2858	4382	2744	2225
MvSl-1064-A1-R4_MC01-2g03083	190	209	432	283
MvSl-1064-A1-R4_MC01-2g03084	374	507	791	613
MvSl-1064-A1-R4_MC01-2g03085	99	118	297	147
MvSl-1064-A1-R4_MC01-2g03086	19965	40920	21717	27034
MvSl-1064-A1-R4_MC01-2g03087	1191	1538	1458	1231
MvSl-1064-A1-R4_MC01-2g03090	129.162	109.747	192.247	154.036
MvSl-1064-A1-R4_MC01-2g03094	233	345	467	677
MvSl-1064-A1-R4_MC01-2g03095	39	32	34	24
MvSl-1064-A1-R4_MC01-2g03096	19	15	19	8
MvSl-1064-A1-R4_MC01-2g03097	39	23	39	42
MvSl-1064-A1-R4_MC01-2g03098	5500	9537	7078	6125
MvSl-1064-A1-R4_MC01-2g03099	365	496	502	537
MvSl-1064-A1-R4_MC01-2g03100	127	215	373	417
MvSl-1064-A1-R4_MC01-2g03103	49.5005	20.1253	41	70.5578
MvSl-1064-A1-R4_MC01-2g03104	3371	4601	4840	4783
MvSl-1064-A1-R4_MC01-2g03105	1923	2689	3507	3546
MvSl-1064-A1-R4_MC01-2g03106	45	7	145	284
MvSl-1064-A1-R4_MC01-2g03107	71	57	194.886	372.609
MvSl-1064-A1-R4_MC01-2g03108	4449	5880	4217	4104
MvSl-1064-A1-R4_MC01-2g03109	544	556	481	1732
MvSl-1064-A1-R4_MC01-2g03110	821	1567	1345	1375
MvSl-1064-A1-R4_MC01-2g03111	970	1338	1239	1516
MvSl-1064-A1-R4_MC01-2g03112	1058	2328	341	537
MvSl-1064-A1-R4_MC01-2g03113	2184	4738	514	1308
MvSl-1064-A1-R4_MC01-2g03114	24.0276	22.632	18.6368	22.0604
MvSl-1064-A1-R4_MC01-2g03115	21.5705	19.7662	15.04	19.0624
MvSl-1064-A1-R4_MC01-2g03116	28	14	14	18
MvSl-1064-A1-R4_MC01-2g03117	677	493	524.96	568.31
MvSl-1064-A1-R4_MC01-2g03118	1	4	1	0
MvSl-1064-A1-R4_MC01-2g03119	234	247	125	95
MvSl-1064-A1-R4_MC01-2g03120	3620	5048	4131	3781
MvSl-1064-A1-R4_MC01-2g03121	2433	3066	3958	5522
MvSl-1064-A1-R4_MC01-2g03122	479.556	719.05	695.683	724.423
MvSl-1064-A1-R4_MC01-2g03123	1218	1711	1795	2111
MvSl-1064-A1-R4_MC01-2g03124	4060	4716	5747	6458
MvSl-1064-A1-R4_MC01-2g03125	1394	1207	1241	1214
MvSl-1064-A1-R4_MC01-2g03126	0	0	0	1
MvSl-1064-A1-R4_MC01-2g03127	2436	3165	4934	5800
MvSl-1064-A1-R4_MC01-2g03128	940	1065	615	727
MvSl-1064-A1-R4_MC01-2g03129	453	541	547	482
MvSl-1064-A1-R4_MC01-2g03130	3292	4289	5110	4677
MvSl-1064-A1-R4_MC01-2g03131	328	423	625	700
MvSl-1064-A1-R4_MC01-2g03132	3414	3911	4120	4091
MvSl-1064-A1-R4_MC01-2g03133	918	566	1205	1302
MvSl-1064-A1-R4_MC01-2g03134	5	4	6	4
MvSl-1064-A1-R4_MC01-2g03135	1343	2189	1633	1605
MvSl-1064-A1-R4_MC01-2g03136	4168	7389	6027	6149
MvSl-1064-A1-R4_MC01-2g03137	2408	3990	3604	3807
MvSl-1064-A1-R4_MC01-2g03138	6581	9247	5905	6598
MvSl-1064-A1-R4_MC01-2g03139	870	1255	804	888
MvSl-1064-A1-R4_MC01-2g03140	3364.78	4914.31	3278.14	3505.14
MvSl-1064-A1-R4_MC01-2g03141	3960	7206	7442	9964
MvSl-1064-A1-R4_MC01-2g03142	16	28	10	14
MvSl-1064-A1-R4_MC01-2g03143	550.991	795.409	592.584	641.259
MvSl-1064-A1-R4_MC01-2g03144	1071	1525	1795	1685
MvSl-1064-A1-R4_MC01-2g03145	7	12	11	15
MvSl-1064-A1-R4_MC01-2g03146	600	1528	947	951
MvSl-1064-A1-R4_MC01-2g03147	865	1491	1425	1429
MvSl-1064-A1-R4_MC01-2g03148	1201	1430	2018	2285
MvSl-1064-A1-R4_MC01-2g03149	34	32	57	64
MvSl-1064-A1-R4_MC01-2g03150	562	1069	1181	886
MvSl-1064-A1-R4_MC01-2g03151	1431	2116	2339	2206
MvSl-1064-A1-R4_MC01-2g03152	3197	5967	4375	4335
MvSl-1064-A1-R4_MC01-2g03153	1275	2777	1177	1185
MvSl-1064-A1-R4_MC01-2g03154	2652	3594	2703	2319
MvSl-1064-A1-R4_MC01-2g03155	8848	13939	10799	10281
MvSl-1064-A1-R4_MC01-2g03156	15500	23370.2	31189.4	28536.8
MvSl-1064-A1-R4_MC01-2g03157	693	1094	1193	1683
MvSl-1064-A1-R4_MC01-2g03158	3545	4373	5036	5249
MvSl-1064-A1-R4_MC01-2g03159	1115	1333	1628	1656
MvSl-1064-A1-R4_MC01-2g03160	1924	3827	4348	3644
MvSl-1064-A1-R4_MC01-2g03161	294	245	384	357
MvSl-1064-A1-R4_MC01-2g03162	813	663	872	865
MvSl-1064-A1-R4_MC01-2g03163	63	82	111	151
MvSl-1064-A1-R4_MC01-2g03164	1106	1589	1837	2474
MvSl-1064-A1-R4_MC01-2g03165	2319	4753	2294	2119
MvSl-1064-A1-R4_MC01-2g03166	48.9889	72.4555	1	3
MvSl-1064-A1-R4_MC01-2g03167	215	306	261	190
MvSl-1064-A1-R4_MC01-2g03168	120.266	115.199	141.326	87.24
MvSl-1064-A1-R4_MC01-2g03169	127.036	124.256	165.208	159.223
MvSl-1064-A1-R4_MC01-2g03171	1197.93	1573.9	2007.52	1608.72
MvSl-1064-A1-R4_MC01-2g03173	3.5	0	14	20.5556
MvSl-1064-A1-R4_MC01-2g03174	30.2272	21.8982	16.2348	36.4259
MvSl-1064-A1-R4_MC01-2g03175	2347.66	3875.87	3360.83	3958.27
MvSl-1064-A1-R4_MC02g03178	47.9228	73.4774	64.2789	51.7485
MvSl-1064-A1-R4_MC02g03179	2960	4136	3162	3168
MvSl-1064-A1-R4_MC02g03180	1042	1406	1148	1216
MvSl-1064-A1-R4_MC02g03181	6327	9705	5480	6055
MvSl-1064-A1-R4_MC02g03182	4425	6211	5292	4891
MvSl-1064-A1-R4_MC02g03183	980	922	1124	1190
MvSl-1064-A1-R4_MC02g03184	332.448	309.876	340.304	328.294
MvSl-1064-A1-R4_MC02g03185	2219	2597	2637	2508
MvSl-1064-A1-R4_MC02g03186	531	725	569	435
MvSl-1064-A1-R4_MC02g03187	6	7	4	6
MvSl-1064-A1-R4_MC02g03188	5	9	4	3
MvSl-1064-A1-R4_MC02g03189	3533	6363	4063	4454
MvSl-1064-A1-R4_MC02g03190	1981	3921	2445	2604
MvSl-1064-A1-R4_MC02g03191	1940	3204	3228	2946
MvSl-1064-A1-R4_MC02g03192	3677	8183	4569	4193
MvSl-1064-A1-R4_MC02g03193	723.291	1097.78	967.225	865.371
MvSl-1064-A1-R4_MC02g03194	660	852	1478	1799
MvSl-1064-A1-R4_MC02g03195	24	25	6	31
MvSl-1064-A1-R4_MC02g03196	0	0	0	0
MvSl-1064-A1-R4_MC02g03197	0	1	1	2
MvSl-1064-A1-R4_MC02g03198	5	3	0	2
MvSl-1064-A1-R4_MC02g03199	1006	751	1105	1373
MvSl-1064-A1-R4_MC02g03200	7563	11259	9106	8835
MvSl-1064-A1-R4_MC02g03201	1593	2021	1575	1270
MvSl-1064-A1-R4_MC02g03202	609	1103	1785	2079
MvSl-1064-A1-R4_MC02g03203	1729	2291	2077	1824
MvSl-1064-A1-R4_MC02g03204	153	60	105	89
MvSl-1064-A1-R4_MC02g03205	1090	456	766	834
MvSl-1064-A1-R4_MC02g03206	8540	8612	12406	16012
MvSl-1064-A1-R4_MC02g03207	2680	3296	4284	4532
MvSl-1064-A1-R4_MC02g03208	1510.81	1711.86	2038.27	2323.93
MvSl-1064-A1-R4_MC02g03209	3402	4664	5714	4718
MvSl-1064-A1-R4_MC02g03210	0	0	2.03998	0
MvSl-1064-A1-R4_MC02g03211	3242	2978	4100	4291
MvSl-1064-A1-R4_MC02g03212	5654	9519	8183	8562
MvSl-1064-A1-R4_MC02g03213	4437	7671	5965	5690
MvSl-1064-A1-R4_MC02g03214	2702	4077	4073	4409
MvSl-1064-A1-R4_MC02g03215	956	878	1226	1264
MvSl-1064-A1-R4_MC02g03216	88.0339	90.4687	69.2415	43.9095
MvSl-1064-A1-R4_MC02g03217	2759	4283	3076	3045
MvSl-1064-A1-R4_MC02g03218	1725	2658	3059	2916
MvSl-1064-A1-R4_MC02g03219	1058.05	2050.65	1538.87	1794.27
MvSl-1064-A1-R4_MC02g03220	5048	7228	7886	6548
MvSl-1064-A1-R4_MC02g03221	5517	8437	5250	4912
MvSl-1064-A1-R4_MC02g03222	496	825	717	692
MvSl-1064-A1-R4_MC02g03223	2087	2091	2661	2692
MvSl-1064-A1-R4_MC02g03224	1311	2009	1199	939
MvSl-1064-A1-R4_MC02g03225	7084	16562	7781	9240
MvSl-1064-A1-R4_MC02g03226	8523.99	11232.2	14112.7	13701.8
MvSl-1064-A1-R4_MC02g03227	1740	2086	3313	3470
MvSl-1064-A1-R4_MC02g03228	845	1140	1083	978
MvSl-1064-A1-R4_MC02g03229	103	75	132	186
MvSl-1064-A1-R4_MC02g03230	1297	1667	2884	2872
MvSl-1064-A1-R4_MC02g03231	217	420	627	803
MvSl-1064-A1-R4_MC02g03232	741	1452	1181	1344
MvSl-1064-A1-R4_MC02g03233	1106	1280	420	830
MvSl-1064-A1-R4_MC02g03234	731	988	1273	1113
MvSl-1064-A1-R4_MC02g03235	3224	4088	3687	3647
MvSl-1064-A1-R4_MC02g03236	4125	6567	6425	5624
MvSl-1064-A1-R4_MC02g03237	1419	2296	2135	2030
MvSl-1064-A1-R4_MC02g03238	8084.96	10001.9	14585.7	10948.4
MvSl-1064-A1-R4_MC02g03239	678.865	668.619	1098.65	679.404
MvSl-1064-A1-R4_MC02g03240	5278	6456	7920	8714
MvSl-1064-A1-R4_MC02g03241	1629	2351	2169	2127
MvSl-1064-A1-R4_MC02g03242	525	916	633	717
MvSl-1064-A1-R4_MC02g03243	988	1356	1396	1324
MvSl-1064-A1-R4_MC02g03244	166	172	169	162
MvSl-1064-A1-R4_MC02g03245	1415	1731	1714	1548
MvSl-1064-A1-R4_MC02g03246	4070	5604	1865	2803
MvSl-1064-A1-R4_MC02g03247	734	519	644	706
MvSl-1064-A1-R4_MC02g03248	70	82	56	59
MvSl-1064-A1-R4_MC02g03249	36	42	42	38
MvSl-1064-A1-R4_MC02g03250	14270	17780	25197	23539
MvSl-1064-A1-R4_MC02g03251	3828	7044	8921	11106
MvSl-1064-A1-R4_MC02g03252	18848	26190	13626	12989
MvSl-1064-A1-R4_MC02g03253	2768	6112	2601	3178
MvSl-1064-A1-R4_MC02g03254	1542	2201	1361	980
MvSl-1064-A1-R4_MC02g03255	731	1240	1251	1431
MvSl-1064-A1-R4_MC02g03256	2154	3518	2850	2405
MvSl-1064-A1-R4_MC02g03257	2980	4204	4660	6130
MvSl-1064-A1-R4_MC02g03258	357	515	1052	1421
MvSl-1064-A1-R4_MC02g03259	2	2	1	2
MvSl-1064-A1-R4_MC02g03260	1885	2750	2777	2417
MvSl-1064-A1-R4_MC02g03261	3105	5338	3555	3453
