gene	genename	chr	start	end	length
MvSl-1064-A1-R4_MC03g04506	MvSl-1064-A1-R4_MC03	Chr03	596672	597765	1005
MvSl-1064-A1-R4_MC03g04507	MvSl-1064-A1-R4_MC03	Chr03	598266	599181	375
MvSl-1064-A1-R4_MC03g04508	MvSl-1064-A1-R4_MC03	Chr03	599791	601866	1776
MvSl-1064-A1-R4_MC03g04509	MvSl-1064-A1-R4_MC03	Chr03	602042	602405	300
MvSl-1064-A1-R4_MC03g04511	MvSl-1064-A1-R4_MC03	Chr03	603596	605030	1140
MvSl-1064-A1-R4_MC03g04512	MvSl-1064-A1-R4_MC03	Chr03	606236	608457	1794
MvSl-1064-A1-R4_MC03g04513	MvSl-1064-A1-R4_MC03	Chr03	609663	611373	1335
MvSl-1064-A1-R4_MC03g04514	MvSl-1064-A1-R4_MC03	Chr03	611560	612117	405
MvSl-1064-A1-R4_MC03g04515	MvSl-1064-A1-R4_MC03	Chr03	612357	615978	3345
MvSl-1064-A1-R4_MC03g04516	MvSl-1064-A1-R4_MC03	Chr03	616121	622715	6324
MvSl-1064-A1-R4_MC03g04517	MvSl-1064-A1-R4_MC03	Chr03	623135	624783	1074
MvSl-1064-A1-R4_MC03g04518	MvSl-1064-A1-R4_MC03	Chr03	625104	628432	3045
MvSl-1064-A1-R4_MC03g04519	MvSl-1064-A1-R4_MC03	Chr03	628925	630502	1230
MvSl-1064-A1-R4_MC03g04520	MvSl-1064-A1-R4_MC03	Chr03	632373	633700	1254
MvSl-1064-A1-R4_MC03g04521	MvSl-1064-A1-R4_MC03	Chr03	634088	634489	402
MvSl-1064-A1-R4_MC03g04522	MvSl-1064-A1-R4_MC03	Chr03	636202	639171	2715
MvSl-1064-A1-R4_MC03g04523	MvSl-1064-A1-R4_MC03	Chr03	639290	642099	2031
MvSl-1064-A1-R4_MC03g04524	MvSl-1064-A1-R4_MC03	Chr03	642680	643267	588
MvSl-1064-A1-R4_MC03g04525	MvSl-1064-A1-R4_MC03	Chr03	643377	643544	168
MvSl-1064-A1-R4_MC03g04526	MvSl-1064-A1-R4_MC03	Chr03	643604	644342	687
MvSl-1064-A1-R4_MC03g04527	MvSl-1064-A1-R4_MC03	Chr03	644390	647101	2118
MvSl-1064-A1-R4_MC03g04528	MvSl-1064-A1-R4_MC03	Chr03	647468	649491	1230
MvSl-1064-A1-R4_MC03g04529	MvSl-1064-A1-R4_MC03	Chr03	649717	650815	819
MvSl-1064-A1-R4_MC03g04530	MvSl-1064-A1-R4_MC03	Chr03	651591	653956	1818
MvSl-1064-A1-R4_MC03g04533	MvSl-1064-A1-R4_MC03	Chr03	656443	657051	516
MvSl-1064-A1-R4_MC03g04534	MvSl-1064-A1-R4_MC03	Chr03	658161	659167	585
MvSl-1064-A1-R4_MC03g04535	MvSl-1064-A1-R4_MC03	Chr03	659839	663290	3102
MvSl-1064-A1-R4_MC03g04536	MvSl-1064-A1-R4_MC03	Chr03	664241	665593	1068
MvSl-1064-A1-R4_MC03g04537	MvSl-1064-A1-R4_MC03	Chr03	666079	668056	1707
MvSl-1064-A1-R4_MC03g04538	MvSl-1064-A1-R4_MC03	Chr03	668282	670526	1887
MvSl-1064-A1-R4_MC03g04540	MvSl-1064-A1-R4_MC03	Chr03	677501	679882	1509
MvSl-1064-A1-R4_MC03g04541	MvSl-1064-A1-R4_MC03	Chr03	680919	681963	960
MvSl-1064-A1-R4_MC03g04542	MvSl-1064-A1-R4_MC03	Chr03	682134	682838	609
MvSl-1064-A1-R4_MC03g04543	MvSl-1064-A1-R4_MC03	Chr03	683416	685015	780
MvSl-1064-A1-R4_MC03g04544	MvSl-1064-A1-R4_MC03	Chr03	685683	686240	417
MvSl-1064-A1-R4_MC03g04545	MvSl-1064-A1-R4_MC03	Chr03	686485	687576	852
MvSl-1064-A1-R4_MC03g04546	MvSl-1064-A1-R4_MC03	Chr03	688403	688827	267
MvSl-1064-A1-R4_MC03g04547	MvSl-1064-A1-R4_MC03	Chr03	689825	690163	339
MvSl-1064-A1-R4_MC03g04548	MvSl-1064-A1-R4_MC03	Chr03	690208	690384	177
MvSl-1064-A1-R4_MC03g04549	MvSl-1064-A1-R4_MC03	Chr03	690839	691394	405
MvSl-1064-A1-R4_MC03g04550	MvSl-1064-A1-R4_MC03	Chr03	691684	692076	393
MvSl-1064-A1-R4_MC03g04552	MvSl-1064-A1-R4_MC03	Chr03	693838	695841	1557
MvSl-1064-A1-R4_MC03g04553	MvSl-1064-A1-R4_MC03	Chr03	696325	701263	4689
MvSl-1064-A1-R4_MC03g04554	MvSl-1064-A1-R4_MC03	Chr03	701850	702719	696
MvSl-1064-A1-R4_MC03g04555	MvSl-1064-A1-R4_MC03	Chr03	702887	703482	399
MvSl-1064-A1-R4_MC03g04556	MvSl-1064-A1-R4_MC03	Chr03	704605	709495	4431
MvSl-1064-A1-R4_MC03g04557	MvSl-1064-A1-R4_MC03	Chr03	709948	710196	249
MvSl-1064-A1-R4_MC03g04558	MvSl-1064-A1-R4_MC03	Chr03	711260	713927	2472
MvSl-1064-A1-R4_MC03g04559	MvSl-1064-A1-R4_MC03	Chr03	715310	717897	2082
MvSl-1064-A1-R4_MC03g04560	MvSl-1064-A1-R4_MC03	Chr03	718205	720064	1620
MvSl-1064-A1-R4_MC03g04562	MvSl-1064-A1-R4_MC03	Chr03	722864	724107	753
MvSl-1064-A1-R4_MC03g04565	MvSl-1064-A1-R4_MC03	Chr03	728659	734153	4527
MvSl-1064-A1-R4_MC03g04566	MvSl-1064-A1-R4_MC03	Chr03	734282	734654	267
MvSl-1064-A1-R4_MC03g04567	MvSl-1064-A1-R4_MC03	Chr03	734736	734994	180
MvSl-1064-A1-R4_MC03g04570	MvSl-1064-A1-R4_MC03	Chr03	736466	738274	1008
MvSl-1064-A1-R4_MC03g04571	MvSl-1064-A1-R4_MC03	Chr03	739207	741038	1668
MvSl-1064-A1-R4_MC03g04572	MvSl-1064-A1-R4_MC03	Chr03	741377	742088	441
MvSl-1064-A1-R4_MC03g04573	MvSl-1064-A1-R4_MC03	Chr03	744066	745681	1413
MvSl-1064-A1-R4_MC03g04574	MvSl-1064-A1-R4_MC03	Chr03	746224	747360	795
MvSl-1064-A1-R4_MC03g04575	MvSl-1064-A1-R4_MC03	Chr03	747640	749636	1680
MvSl-1064-A1-R4_MC03g04576	MvSl-1064-A1-R4_MC03	Chr03	750414	752367	1527
MvSl-1064-A1-R4_MC03g04577	MvSl-1064-A1-R4_MC03	Chr03	755878	760118	3552
MvSl-1064-A1-R4_MC03g04579	MvSl-1064-A1-R4_MC03	Chr03	760717	762189	936
MvSl-1064-A1-R4_MC03g04581	MvSl-1064-A1-R4_MC03	Chr03	763039	764733	1572
MvSl-1064-A1-R4_MC03g04582	MvSl-1064-A1-R4_MC03	Chr03	765235	765704	360
MvSl-1064-A1-R4_MC03g04583	MvSl-1064-A1-R4_MC03	Chr03	765879	767325	1236
MvSl-1064-A1-R4_MC03g04584	MvSl-1064-A1-R4_MC03	Chr03	768441	768751	198
MvSl-1064-A1-R4_MC03g04585	MvSl-1064-A1-R4_MC03	Chr03	768996	771539	2046
MvSl-1064-A1-R4_MC03g04586	MvSl-1064-A1-R4_MC03	Chr03	771621	773815	1872
MvSl-1064-A1-R4_MC03g04589	MvSl-1064-A1-R4_MC03	Chr03	777969	779302	756
MvSl-1064-A1-R4_MC03g04590	MvSl-1064-A1-R4_MC03	Chr03	779634	781829	1590
MvSl-1064-A1-R4_MC03g04592	MvSl-1064-A1-R4_MC03	Chr03	782914	787177	4038
MvSl-1064-A1-R4_MC03g04593	MvSl-1064-A1-R4_MC03	Chr03	787396	792402	4893
MvSl-1064-A1-R4_MC03g04595	MvSl-1064-A1-R4_MC03	Chr03	795710	796975	948
MvSl-1064-A1-R4_MC03g04596	MvSl-1064-A1-R4_MC03	Chr03	797211	798213	897
MvSl-1064-A1-R4_MC03g04597	MvSl-1064-A1-R4_MC03	Chr03	799079	800583	1194
MvSl-1064-A1-R4_MC03g04598	MvSl-1064-A1-R4_MC03	Chr03	800910	804597	3162
MvSl-1064-A1-R4_MC03g04599	MvSl-1064-A1-R4_MC03	Chr03	805768	808664	2556
MvSl-1064-A1-R4_MC03g04600	MvSl-1064-A1-R4_MC03	Chr03	808732	809181	450
MvSl-1064-A1-R4_MC03g04601	MvSl-1064-A1-R4_MC03	Chr03	811128	814673	2922
MvSl-1064-A1-R4_MC03g04602	MvSl-1064-A1-R4_MC03	Chr03	816469	818434	1443
MvSl-1064-A1-R4_MC03g04603	MvSl-1064-A1-R4_MC03	Chr03	818518	821740	2685
MvSl-1064-A1-R4_MC03g04605	MvSl-1064-A1-R4_MC03	Chr03	822384	823635	903
MvSl-1064-A1-R4_MC03g04606	MvSl-1064-A1-R4_MC03	Chr03	824646	829822	4782
MvSl-1064-A1-R4_MC03g04607	MvSl-1064-A1-R4_MC03	Chr03	830376	832224	1389
MvSl-1064-A1-R4_MC03g04609	MvSl-1064-A1-R4_MC03	Chr03	835739	835906	168
MvSl-1064-A1-R4_MC03g04610	MvSl-1064-A1-R4_MC03	Chr03	835978	837868	1062
MvSl-1064-A1-R4_MC03g04611	MvSl-1064-A1-R4_MC03	Chr03	838428	840156	969
MvSl-1064-A1-R4_MC03g04612	MvSl-1064-A1-R4_MC03	Chr03	840409	841081	369
MvSl-1064-A1-R4_MC03g04613	MvSl-1064-A1-R4_MC03	Chr03	842863	844872	1827
MvSl-1064-A1-R4_MC03g04614	MvSl-1064-A1-R4_MC03	Chr03	844963	852260	6837
MvSl-1064-A1-R4_MC03g04615	MvSl-1064-A1-R4_MC03	Chr03	852518	853805	984
MvSl-1064-A1-R4_MC03g04616	MvSl-1064-A1-R4_MC03	Chr03	854242	854651	321
MvSl-1064-A1-R4_MC03g04617	MvSl-1064-A1-R4_MC03	Chr03	854701	855120	420
MvSl-1064-A1-R4_MC03g04618	MvSl-1064-A1-R4_MC03	Chr03	855230	855979	327
MvSl-1064-A1-R4_MC03g04619	MvSl-1064-A1-R4_MC03	Chr03	856571	857626	918
MvSl-1064-A1-R4_MC03g04620	MvSl-1064-A1-R4_MC03	Chr03	858083	859516	1014
MvSl-1064-A1-R4_MC03g04621	MvSl-1064-A1-R4_MC03	Chr03	859920	861400	1248
MvSl-1064-A1-R4_MC03g04622	MvSl-1064-A1-R4_MC03	Chr03	862448	864378	666
MvSl-1064-A1-R4_MC03g04623	MvSl-1064-A1-R4_MC03	Chr03	865044	866393	816
MvSl-1064-A1-R4_MC03g04624	MvSl-1064-A1-R4_MC03	Chr03	867204	868008	279
MvSl-1064-A1-R4_MC03g04625	MvSl-1064-A1-R4_MC03	Chr03	868585	868801	165
MvSl-1064-A1-R4_MC03g04626	MvSl-1064-A1-R4_MC03	Chr03	869386	871522	1296
MvSl-1064-A1-R4_MC03g04627	MvSl-1064-A1-R4_MC03	Chr03	871928	872402	339
MvSl-1064-A1-R4_MC03g04629	MvSl-1064-A1-R4_MC03	Chr03	873053	873930	771
MvSl-1064-A1-R4_MC03g04630	MvSl-1064-A1-R4_MC03	Chr03	874243	875075	381
MvSl-1064-A1-R4_MC03g04631	MvSl-1064-A1-R4_MC03	Chr03	875698	877777	1251
MvSl-1064-A1-R4_MC03g04632	MvSl-1064-A1-R4_MC03	Chr03	878611	880298	1296
MvSl-1064-A1-R4_MC03g04633	MvSl-1064-A1-R4_MC03	Chr03	880911	884613	3087
MvSl-1064-A1-R4_MC03g04634	MvSl-1064-A1-R4_MC03	Chr03	884925	888909	3642
MvSl-1064-A1-R4_MC03g04635	MvSl-1064-A1-R4_MC03	Chr03	889704	892217	2232
MvSl-1064-A1-R4_MC03g04636	MvSl-1064-A1-R4_MC03	Chr03	892619	895081	2220
MvSl-1064-A1-R4_MC03g04637	MvSl-1064-A1-R4_MC03	Chr03	895188	895502	315
MvSl-1064-A1-R4_MC03g04638	MvSl-1064-A1-R4_MC03	Chr03	895651	898400	2586
MvSl-1064-A1-R4_MC03g04639	MvSl-1064-A1-R4_MC03	Chr03	898994	900282	777
MvSl-1064-A1-R4_MC03g04640	MvSl-1064-A1-R4_MC03	Chr03	900470	901940	1053
MvSl-1064-A1-R4_MC03g04641	MvSl-1064-A1-R4_MC03	Chr03	902907	903559	462
MvSl-1064-A1-R4_MC03g04642	MvSl-1064-A1-R4_MC03	Chr03	904055	906311	1662
MvSl-1064-A1-R4_MC03g04643	MvSl-1064-A1-R4_MC03	Chr03	907453	909001	1038
MvSl-1064-A1-R4_MC03g04644	MvSl-1064-A1-R4_MC03	Chr03	909061	910260	834
MvSl-1064-A1-R4_MC03g04645	MvSl-1064-A1-R4_MC03	Chr03	910514	911365	618
MvSl-1064-A1-R4_MC03g04646	MvSl-1064-A1-R4_MC03	Chr03	911527	914579	2493
MvSl-1064-A1-R4_MC03g04647	MvSl-1064-A1-R4_MC03	Chr03	914882	917180	1746
MvSl-1064-A1-R4_MC03g04648	MvSl-1064-A1-R4_MC03	Chr03	917886	920975	2601
MvSl-1064-A1-R4_MC03g04649	MvSl-1064-A1-R4_MC03	Chr03	921260	925020	3021
MvSl-1064-A1-R4_MC03g04650	MvSl-1064-A1-R4_MC03	Chr03	927067	927685	357
MvSl-1064-A1-R4_MC03g04651	MvSl-1064-A1-R4_MC03	Chr03	927914	928747	729
MvSl-1064-A1-R4_MC03g04652	MvSl-1064-A1-R4_MC03	Chr03	930236	931778	936
MvSl-1064-A1-R4_MC03g04653	MvSl-1064-A1-R4_MC03	Chr03	932610	933707	1098
MvSl-1064-A1-R4_MC03g04654	MvSl-1064-A1-R4_MC03	Chr03	933976	935390	1119
MvSl-1064-A1-R4_MC03g04655	MvSl-1064-A1-R4_MC03	Chr03	935554	937561	1455
MvSl-1064-A1-R4_MC03g04656	MvSl-1064-A1-R4_MC03	Chr03	938591	939816	1023
MvSl-1064-A1-R4_MC03g04657	MvSl-1064-A1-R4_MC03	Chr03	940434	940661	228
MvSl-1064-A1-R4_MC03g04658	MvSl-1064-A1-R4_MC03	Chr03	940955	942918	1419
MvSl-1064-A1-R4_MC03g04659	MvSl-1064-A1-R4_MC03	Chr03	943695	945674	1716
MvSl-1064-A1-R4_MC03g04660	MvSl-1064-A1-R4_MC03	Chr03	946054	950721	4407
MvSl-1064-A1-R4_MC03g04661	MvSl-1064-A1-R4_MC03	Chr03	951514	955876	3492
MvSl-1064-A1-R4_MC03g04662	MvSl-1064-A1-R4_MC03	Chr03	956758	958705	1446
MvSl-1064-A1-R4_MC03g04663	MvSl-1064-A1-R4_MC03	Chr03	958886	960639	1587
MvSl-1064-A1-R4_MC03g04664	MvSl-1064-A1-R4_MC03	Chr03	961347	963330	1686
MvSl-1064-A1-R4_MC03g04665	MvSl-1064-A1-R4_MC03	Chr03	964141	964750	441
MvSl-1064-A1-R4_MC03g04666	MvSl-1064-A1-R4_MC03	Chr03	965029	965211	183
MvSl-1064-A1-R4_MC03g04667	MvSl-1064-A1-R4_MC03	Chr03	967176	970153	2796
MvSl-1064-A1-R4_MC03g04668	MvSl-1064-A1-R4_MC03	Chr03	970498	971981	1182
MvSl-1064-A1-R4_MC03g04669	MvSl-1064-A1-R4_MC03	Chr03	972393	973247	483
MvSl-1064-A1-R4_MC03g04670	MvSl-1064-A1-R4_MC03	Chr03	973608	977163	3264
MvSl-1064-A1-R4_MC03g04671	MvSl-1064-A1-R4_MC03	Chr03	978415	979393	594
MvSl-1064-A1-R4_MC03g04672	MvSl-1064-A1-R4_MC03	Chr03	979842	981516	1602
MvSl-1064-A1-R4_MC03g04673	MvSl-1064-A1-R4_MC03	Chr03	982153	985820	3228
MvSl-1064-A1-R4_MC03g04674	MvSl-1064-A1-R4_MC03	Chr03	986090	986976	543
MvSl-1064-A1-R4_MC03g04675	MvSl-1064-A1-R4_MC03	Chr03	987286	987932	408
MvSl-1064-A1-R4_MC03g04676	MvSl-1064-A1-R4_MC03	Chr03	988228	991509	2589
MvSl-1064-A1-R4_MC03g04677	MvSl-1064-A1-R4_MC03	Chr03	991736	992766	882
MvSl-1064-A1-R4_MC03g04678	MvSl-1064-A1-R4_MC03	Chr03	993050	998492	4539
MvSl-1064-A1-R4_MC03g04679	MvSl-1064-A1-R4_MC03	Chr03	999318	1001744	2019
MvSl-1064-A1-R4_MC03g04680	MvSl-1064-A1-R4_MC03	Chr03	1002989	1004558	1158
MvSl-1064-A1-R4_MC03g04682	MvSl-1064-A1-R4_MC03	Chr03	1006611	1008073	885
MvSl-1064-A1-R4_MC03g04683	MvSl-1064-A1-R4_MC03	Chr03	1008142	1008706	408
MvSl-1064-A1-R4_MC03g04684	MvSl-1064-A1-R4_MC03	Chr03	1008854	1009327	336
MvSl-1064-A1-R4_MC03g04685	MvSl-1064-A1-R4_MC03	Chr03	1009453	1011303	1062
MvSl-1064-A1-R4_MC03g04686	MvSl-1064-A1-R4_MC03	Chr03	1011608	1012524	648
MvSl-1064-A1-R4_MC03g04687	MvSl-1064-A1-R4_MC03	Chr03	1013485	1013769	285
MvSl-1064-A1-R4_MC03g04688	MvSl-1064-A1-R4_MC03	Chr03	1015889	1016056	168
MvSl-1064-A1-R4_MC03g04689	MvSl-1064-A1-R4_MC03	Chr03	1016506	1021012	3864
MvSl-1064-A1-R4_MC03g04690	MvSl-1064-A1-R4_MC03	Chr03	1022916	1026474	2580
MvSl-1064-A1-R4_MC03g04691	MvSl-1064-A1-R4_MC03	Chr03	1027229	1030161	2685
MvSl-1064-A1-R4_MC03g04692	MvSl-1064-A1-R4_MC03	Chr03	1030507	1034435	3675
MvSl-1064-A1-R4_MC03g04693	MvSl-1064-A1-R4_MC03	Chr03	1034647	1035601	597
MvSl-1064-A1-R4_MC03g04694	MvSl-1064-A1-R4_MC03	Chr03	1035981	1039869	3099
MvSl-1064-A1-R4_MC03g04695	MvSl-1064-A1-R4_MC03	Chr03	1040226	1041755	1215
MvSl-1064-A1-R4_MC03g04696	MvSl-1064-A1-R4_MC03	Chr03	1042152	1043382	933
MvSl-1064-A1-R4_MC03g04697	MvSl-1064-A1-R4_MC03	Chr03	1043649	1045520	1557
MvSl-1064-A1-R4_MC03g04698	MvSl-1064-A1-R4_MC03	Chr03	1045842	1046461	420
MvSl-1064-A1-R4_MC03g04699	MvSl-1064-A1-R4_MC03	Chr03	1047143	1050630	2751
MvSl-1064-A1-R4_MC03g04700	MvSl-1064-A1-R4_MC03	Chr03	1050727	1052917	1761
MvSl-1064-A1-R4_MC03g04701	MvSl-1064-A1-R4_MC03	Chr03	1053522	1055658	1815
MvSl-1064-A1-R4_MC03g04702	MvSl-1064-A1-R4_MC03	Chr03	1056026	1056679	519
MvSl-1064-A1-R4_MC03g04703	MvSl-1064-A1-R4_MC03	Chr03	1056917	1058466	1344
MvSl-1064-A1-R4_MC03g04704	MvSl-1064-A1-R4_MC03	Chr03	1058849	1063090	3954
MvSl-1064-A1-R4_MC03g04705	MvSl-1064-A1-R4_MC03	Chr03	1063805	1064500	558
MvSl-1064-A1-R4_MC03g04706	MvSl-1064-A1-R4_MC03	Chr03	1065439	1067300	1524
MvSl-1064-A1-R4_MC03g04707	MvSl-1064-A1-R4_MC03	Chr03	1067770	1073931	5016
MvSl-1064-A1-R4_MC03g04708	MvSl-1064-A1-R4_MC03	Chr03	1075227	1078903	3525
MvSl-1064-A1-R4_MC03g04709	MvSl-1064-A1-R4_MC03	Chr03	1079363	1079821	186
MvSl-1064-A1-R4_MC03g04710	MvSl-1064-A1-R4_MC03	Chr03	1080228	1081140	375
MvSl-1064-A1-R4_MC03g04711	MvSl-1064-A1-R4_MC03	Chr03	1081682	1085033	2892
MvSl-1064-A1-R4_MC03g04712	MvSl-1064-A1-R4_MC03	Chr03	1086042	1088418	1914
MvSl-1064-A1-R4_MC03g04713	MvSl-1064-A1-R4_MC03	Chr03	1088463	1089617	1155
MvSl-1064-A1-R4_MC03g04714	MvSl-1064-A1-R4_MC03	Chr03	1089857	1091821	1407
MvSl-1064-A1-R4_MC03g04715	MvSl-1064-A1-R4_MC03	Chr03	1091991	1093746	1131
MvSl-1064-A1-R4_MC03g04716	MvSl-1064-A1-R4_MC03	Chr03	1094008	1094436	429
MvSl-1064-A1-R4_MC03g04717	MvSl-1064-A1-R4_MC03	Chr03	1094496	1094837	342
MvSl-1064-A1-R4_MC03g04718	MvSl-1064-A1-R4_MC03	Chr03	1096779	1098591	1188
MvSl-1064-A1-R4_MC03g04719	MvSl-1064-A1-R4_MC03	Chr03	1099083	1101202	1626
MvSl-1064-A1-R4_MC03g04720	MvSl-1064-A1-R4_MC03	Chr03	1101371	1102954	1398
MvSl-1064-A1-R4_MC03g04721	MvSl-1064-A1-R4_MC03	Chr03	1105025	1105414	240
MvSl-1064-A1-R4_MC03g04722	MvSl-1064-A1-R4_MC03	Chr03	1106501	1107599	909
MvSl-1064-A1-R4_MC03g04723	MvSl-1064-A1-R4_MC03	Chr03	1107748	1109293	1335
MvSl-1064-A1-R4_MC03g04724	MvSl-1064-A1-R4_MC03	Chr03	1109680	1112554	2280
MvSl-1064-A1-R4_MC03g04725	MvSl-1064-A1-R4_MC03	Chr03	1115282	1116407	1047
MvSl-1064-A1-R4_MC03g04726	MvSl-1064-A1-R4_MC03	Chr03	1116699	1118959	1941
MvSl-1064-A1-R4_MC03g04727	MvSl-1064-A1-R4_MC03	Chr03	1119195	1122450	2910
MvSl-1064-A1-R4_MC03g04728	MvSl-1064-A1-R4_MC03	Chr03	1123145	1123826	450
MvSl-1064-A1-R4_MC03g04729	MvSl-1064-A1-R4_MC03	Chr03	1123882	1124905	840
MvSl-1064-A1-R4_MC03g04730	MvSl-1064-A1-R4_MC03	Chr03	1125210	1131412	5022
MvSl-1064-A1-R4_MC03g04731	MvSl-1064-A1-R4_MC03	Chr03	1132905	1136472	2550
MvSl-1064-A1-R4_MC03g04732	MvSl-1064-A1-R4_MC03	Chr03	1137269	1137592	324
MvSl-1064-A1-R4_MC03g04733	MvSl-1064-A1-R4_MC03	Chr03	1137669	1137974	306
MvSl-1064-A1-R4_MC03g04734	MvSl-1064-A1-R4_MC03	Chr03	1138361	1141189	2289
MvSl-1064-A1-R4_MC03g04735	MvSl-1064-A1-R4_MC03	Chr03	1141725	1143109	708
MvSl-1064-A1-R4_MC03g04736	MvSl-1064-A1-R4_MC03	Chr03	1143537	1150735	6558
MvSl-1064-A1-R4_MC03g04737	MvSl-1064-A1-R4_MC03	Chr03	1151193	1152134	942
MvSl-1064-A1-R4_MC03g04738	MvSl-1064-A1-R4_MC03	Chr03	1152762	1155280	1686
MvSl-1064-A1-R4_MC03g04739	MvSl-1064-A1-R4_MC03	Chr03	1155556	1158521	2238
MvSl-1064-A1-R4_MC03g04740	MvSl-1064-A1-R4_MC03	Chr03	1159033	1159860	603
MvSl-1064-A1-R4_MC03g04741	MvSl-1064-A1-R4_MC03	Chr03	1160044	1160361	318
MvSl-1064-A1-R4_MC03g04742	MvSl-1064-A1-R4_MC03	Chr03	1160420	1161085	666
MvSl-1064-A1-R4_MC03g04743	MvSl-1064-A1-R4_MC03	Chr03	1161684	1163373	1599
MvSl-1064-A1-R4_MC03g04744	MvSl-1064-A1-R4_MC03	Chr03	1165943	1166569	423
MvSl-1064-A1-R4_MC03g04745	MvSl-1064-A1-R4_MC03	Chr03	1166847	1167953	684
MvSl-1064-A1-R4_MC03g04746	MvSl-1064-A1-R4_MC03	Chr03	1168357	1171046	2433
MvSl-1064-A1-R4_MC03g04747	MvSl-1064-A1-R4_MC03	Chr03	1171287	1173946	1542
MvSl-1064-A1-R4_MC03g04748	MvSl-1064-A1-R4_MC03	Chr03	1174621	1175763	786
MvSl-1064-A1-R4_MC03g04749	MvSl-1064-A1-R4_MC03	Chr03	1177170	1178944	657
MvSl-1064-A1-R4_MC03g04750	MvSl-1064-A1-R4_MC03	Chr03	1179641	1183013	2679
MvSl-1064-A1-R4_MC03g04751	MvSl-1064-A1-R4_MC03	Chr03	1183265	1186174	2502
MvSl-1064-A1-R4_MC03g04752	MvSl-1064-A1-R4_MC03	Chr03	1186439	1188783	1869
MvSl-1064-A1-R4_MC03g04753	MvSl-1064-A1-R4_MC03	Chr03	1188843	1189994	840
MvSl-1064-A1-R4_MC03g04754	MvSl-1064-A1-R4_MC03	Chr03	1190549	1191676	345
MvSl-1064-A1-R4_MC03g04755	MvSl-1064-A1-R4_MC03	Chr03	1192076	1192791	534
MvSl-1064-A1-R4_MC03g04756	MvSl-1064-A1-R4_MC03	Chr03	1193373	1195413	1422
MvSl-1064-A1-R4_MC03g04757	MvSl-1064-A1-R4_MC03	Chr03	1195737	1198036	1740
MvSl-1064-A1-R4_MC03g04759	MvSl-1064-A1-R4_MC03	Chr03	1200185	1201116	738
MvSl-1064-A1-R4_MC03g04760	MvSl-1064-A1-R4_MC03	Chr03	1201369	1202234	420
MvSl-1064-A1-R4_MC03g04761	MvSl-1064-A1-R4_MC03	Chr03	1204671	1206184	1236
MvSl-1064-A1-R4_MC03g04762	MvSl-1064-A1-R4_MC03	Chr03	1206461	1206894	219
MvSl-1064-A1-R4_MC03g04763	MvSl-1064-A1-R4_MC03	Chr03	1207405	1210732	2967
MvSl-1064-A1-R4_MC03g04764	MvSl-1064-A1-R4_MC03	Chr03	1211914	1213905	1434
MvSl-1064-A1-R4_MC03g04765	MvSl-1064-A1-R4_MC03	Chr03	1214408	1216212	1149
MvSl-1064-A1-R4_MC03g04766	MvSl-1064-A1-R4_MC03	Chr03	1216822	1218472	1368
MvSl-1064-A1-R4_MC03g04767	MvSl-1064-A1-R4_MC03	Chr03	1218516	1220123	1152
MvSl-1064-A1-R4_MC03g04768	MvSl-1064-A1-R4_MC03	Chr03	1220248	1222863	2136
MvSl-1064-A1-R4_MC03g04769	MvSl-1064-A1-R4_MC03	Chr03	1223026	1223880	786
MvSl-1064-A1-R4_MC03g04770	MvSl-1064-A1-R4_MC03	Chr03	1224147	1225483	1209
MvSl-1064-A1-R4_MC03g04772	MvSl-1064-A1-R4_MC03	Chr03	1227050	1227784	624
MvSl-1064-A1-R4_MC03g04773	MvSl-1064-A1-R4_MC03	Chr03	1229231	1231148	1779
MvSl-1064-A1-R4_MC03g04774	MvSl-1064-A1-R4_MC03	Chr03	1231362	1233299	1464
MvSl-1064-A1-R4_MC03g04775	MvSl-1064-A1-R4_MC03	Chr03	1234285	1237148	2784
MvSl-1064-A1-R4_MC03g04776	MvSl-1064-A1-R4_MC03	Chr03	1237935	1240347	2322
MvSl-1064-A1-R4_MC03g04777	MvSl-1064-A1-R4_MC03	Chr03	1241565	1243427	1644
MvSl-1064-A1-R4_MC03g04778	MvSl-1064-A1-R4_MC03	Chr03	1245819	1249778	3744
MvSl-1064-A1-R4_MC03g04779	MvSl-1064-A1-R4_MC03	Chr03	1250299	1251640	1176
MvSl-1064-A1-R4_MC03g04780	MvSl-1064-A1-R4_MC03	Chr03	1251827	1252261	375
MvSl-1064-A1-R4_MC03g04781	MvSl-1064-A1-R4_MC03	Chr03	1252897	1257095	3402
MvSl-1064-A1-R4_MC03g04782	MvSl-1064-A1-R4_MC03	Chr03	1258655	1259053	252
MvSl-1064-A1-R4_MC03g04784	MvSl-1064-A1-R4_MC03	Chr03	1262262	1264028	1419
MvSl-1064-A1-R4_MC03g04785	MvSl-1064-A1-R4_MC03	Chr03	1264442	1266803	1689
MvSl-1064-A1-R4_MC03g04786	MvSl-1064-A1-R4_MC03	Chr03	1267194	1273551	5934
MvSl-1064-A1-R4_MC03g04787	MvSl-1064-A1-R4_MC03	Chr03	1273852	1275863	1257
MvSl-1064-A1-R4_MC03g04788	MvSl-1064-A1-R4_MC03	Chr03	1276162	1276902	528
MvSl-1064-A1-R4_MC03g04789	MvSl-1064-A1-R4_MC03	Chr03	1277504	1279733	1617
