gene	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C003g02074	3166	3440	2228	23753	21046
MinSal-1389-A1-17072018_C003g02075	0	0	0	1550	2296
MinSal-1389-A1-17072018_C003g02076	1072	1192	618	5568	5144
MinSal-1389-A1-17072018_C003g02077	381	439	265	2253	2589
MinSal-1389-A1-17072018_C003g02078	0	0	0	1577	1626
MinSal-1389-A1-17072018_C003g02079	0	0	0	529	541
MinSal-1389-A1-17072018_C003g02080	455	406	335	1598	2306
MinSal-1389-A1-17072018_C003g02081	1207	1256	803	1908	1753
MinSal-1389-A1-17072018_C003g02082	1156	1424	727	5963	5501
MinSal-1389-A1-17072018_C003g02084	48	87	47	7128	7291
MinSal-1389-A1-17072018_C003g02085	453	611	381	3878	3089
MinSal-1389-A1-17072018_C003g02086	2	0	0	5532	5393
MinSal-1389-A1-17072018_C003g02087	0	0	0	2830	2473
MinSal-1389-A1-17072018_C003g02089	1076	1450	725	6801	5220
MinSal-1389-A1-17072018_C003g02090	173	243	130	2584	2541
MinSal-1389-A1-17072018_C003g02091	1435	2025	772	2674	2034
MinSal-1389-A1-17072018_C003g02093	0	0	0	83	88
MinSal-1389-A1-17072018_C003g02094	44	80	41	298	359
MinSal-1389-A1-17072018_C003g02095	337	393	120	582	530
MinSal-1389-A1-17072018_C003g02096	56	93	35	3797	3375
MinSal-1389-A1-17072018_C003g02097	0	0	0	3	0
MinSal-1389-A1-17072018_C003g02100	0	0	0	783	715
MinSal-1389-A1-17072018_C003g02101	1693	1399	962	599	745
MinSal-1389-A1-17072018_C003g02102	5764	6804	2992	3925	3675
MinSal-1389-A1-17072018_C003g02103	3211	3008	1727	4888	3255
MinSal-1389-A1-17072018_C003g02104	0	1	0	258	253
MinSal-1389-A1-17072018_C003g02105	1281	1441	781	5863	5320
MinSal-1389-A1-17072018_C003g02107	0	0	0	79.9825	64.0662
MinSal-1389-A1-17072018_C003g02109	473	507	276	1222	1339
MinSal-1389-A1-17072018_C003g02110	1624	1441	605	2968	3642
MinSal-1389-A1-17072018_C003g02111	0	0	0	8	21
MinSal-1389-A1-17072018_C003g02112	250418	187635	150589	30837	36574
MinSal-1389-A1-17072018_C003g02113	1	0	0	2170	2667
MinSal-1389-A1-17072018_C003g02114	578	671	492	2914	2583
MinSal-1389-A1-17072018_C003g02115	7652	7925	4679	3381	3674
MinSal-1389-A1-17072018_C003g02116	1358	1331	636	3007	3065
MinSal-1389-A1-17072018_C003g02117	566	665	377	2576	2541
MinSal-1389-A1-17072018_C003g02118	776	869	606	1099	599
MinSal-1389-A1-17072018_C003g02119	1	1	0	1748	1207
MinSal-1389-A1-17072018_C003g02120	250	294	186	2788	2285
MinSal-1389-A1-17072018_C003g02121	2265	2551	1431	1764	1570
MinSal-1389-A1-17072018_C003g02122	764	1200	457	3112	2803
MinSal-1389-A1-17072018_C003g02123	3097	3461	1434	6774	8447
MinSal-1389-A1-17072018_C003g02124	1117	1163	793	3415	5890
MinSal-1389-A1-17072018_C003g02125	2397	2718	1460	6604	4914
MinSal-1389-A1-17072018_C003g02126	2519	1782	3190	680	493
MinSal-1389-A1-17072018_C003g02127	2	0	0	5034	6638
MinSal-1389-A1-17072018_C003g02128	419	543	359	4412	5564
MinSal-1389-A1-17072018_C003g02129	134	157	79	538	703
MinSal-1389-A1-17072018_C003g02130	0	0	0	1105	1254
MinSal-1389-A1-17072018_C003g02131	187	163	127	835	625
MinSal-1389-A1-17072018_C003g02132	0	1	0	1774	1675
MinSal-1389-A1-17072018_C003g02133	226	230	128	1865	1472
MinSal-1389-A1-17072018_C003g02136	0	0	0	2463.66	2236.88
MinSal-1389-A1-17072018_C003g02138	774	974	468	8218	8563
MinSal-1389-A1-17072018_C003g02139	3130	3116	1597	5637	5689
MinSal-1389-A1-17072018_C003g02140	1752	1644	874	1058	914
MinSal-1389-A1-17072018_C003g02141	0	0	0	2	2
MinSal-1389-A1-17072018_C003g02143	130	126	123	1706	1274
MinSal-1389-A1-17072018_C003g02145	0	0	0	37	25
MinSal-1389-A1-17072018_C003g02146	102	112	53	197	172
MinSal-1389-A1-17072018_C003g02147	709	1082	394	995	965
MinSal-1389-A1-17072018_C003g02151	222	295	128	1923	2069
MinSal-1389-A1-17072018_C003g02152	323	484	240	3953	3546
MinSal-1389-A1-17072018_C003g02153	0	0	0	179	126
MinSal-1389-A1-17072018_C003g02154	27	20	14	2532	2050
MinSal-1389-A1-17072018_C003g02155	2119	2294	1183	4459.26	5044.72
MinSal-1389-A1-17072018_C003g02156	0	0	0	1630	1835
MinSal-1389-A1-17072018_C003g02157	0	0	0	582	535
MinSal-1389-A1-17072018_C003g02158	188	179	94	2082	1790
MinSal-1389-A1-17072018_C003g02159	172	199	65	87	83
MinSal-1389-A1-17072018_C003g02160	0	1	0	176	149
MinSal-1389-A1-17072018_C003g02161	1905	1934	775	5878	5916
MinSal-1389-A1-17072018_C003g02162	244	241	139	789	1373
MinSal-1389-A1-17072018_C003g02163	1956	1933	715	1561	1723
MinSal-1389-A1-17072018_C003g02164	1869	1673	1402	4761	5763
MinSal-1389-A1-17072018_C003g02165	471	466	261	806	798
MinSal-1389-A1-17072018_C003g02166	0	0	0	10	14
MinSal-1389-A1-17072018_C003g02169	0	0	0	32	49
MinSal-1389-A1-17072018_C003g02170	2076	2351	1197	4978	5522
MinSal-1389-A1-17072018_C003g02171	488	683	284	5035	5964
MinSal-1389-A1-17072018_C003g02172	222	228	136	1681	1412
MinSal-1389-A1-17072018_C003g02173	333	247	250	350	364
MinSal-1389-A1-17072018_C003g02174	159	191	98	3240	3404
MinSal-1389-A1-17072018_C003g02175	155	148	98	434	507
MinSal-1389-A1-17072018_C003g02176	878	1000	455	912	731
MinSal-1389-A1-17072018_C003g02177	744	854	506	4449	3549
MinSal-1389-A1-17072018_C003g02178	1590	1839	803	2301	1971
MinSal-1389-A1-17072018_C003g02179	3915	5134	2454	10556	9299
MinSal-1389-A1-17072018_C003g02180	148	229	144	1255	1078
MinSal-1389-A1-17072018_C003g02181	0	0	1	722	634
MinSal-1389-A1-17072018_C003g02183	0	0	0	253	218
MinSal-1389-A1-17072018_C003g02184	786	878	343	1282	821
MinSal-1389-A1-17072018_C003g02185	711	808	364	989	1007
MinSal-1389-A1-17072018_C003g02186	4723	6322	3335	18344	18993
MinSal-1389-A1-17072018_C003g02187	4133	853	1186	162	113
MinSal-1389-A1-17072018_C003g02188	10120	8425	2120	1015	845
MinSal-1389-A1-17072018_C003g02189	1	0	0	1148	1416
MinSal-1389-A1-17072018_C003g02190	664	821	475	2421	2048
MinSal-1389-A1-17072018_C003g02191	610	598	381	1362	333
MinSal-1389-A1-17072018_C003g02192	108	177	64	2772	2660
MinSal-1389-A1-17072018_C003g02193	467	515	224	772	621
MinSal-1389-A1-17072018_C003g02194	2446	2869	1240	4079	1594
MinSal-1389-A1-17072018_C003g02196	207	234	138	3122	2409
MinSal-1389-A1-17072018_C003g02197	258	333	142	648	506
MinSal-1389-A1-17072018_C003g02198	188	171	114	728	696
MinSal-1389-A1-17072018_C003g02199	1637	1882	861	1663	1469
MinSal-1389-A1-17072018_C003g02201	0	0	0	184	195
MinSal-1389-A1-17072018_C003g02202	0	0	0	1403	1408
MinSal-1389-A1-17072018_C003g02203	0	0	0	4640	5836
MinSal-1389-A1-17072018_C003g02204	74	102	57	970	864
MinSal-1389-A1-17072018_C003g02205	57	73	29	346	273
MinSal-1389-A1-17072018_C003g02206	0	0	0	3	3
MinSal-1389-A1-17072018_C003g02207	279	307	102	4764	5057
MinSal-1389-A1-17072018_C003g02208	237	184	144	1548	1353
MinSal-1389-A1-17072018_C003g02209	288	201	199	659	425
MinSal-1389-A1-17072018_C003g02210	2141	2706	1531	11833	16447
MinSal-1389-A1-17072018_C003g02211	845	830	680	1716	1712
MinSal-1389-A1-17072018_C003g02212	2	3	0	2300	1504
MinSal-1389-A1-17072018_C003g02213	0	0	0	270	164
MinSal-1389-A1-17072018_C003g02214	6	1	1	19017	15378
MinSal-1389-A1-17072018_C003g02215	2527	2582	1411	3717	4705
MinSal-1389-A1-17072018_C003g02216	0	0	0	29	15
MinSal-1389-A1-17072018_C003g02217	453	537	192	3837	3225
MinSal-1389-A1-17072018_C003g02218	1188	1610	914	1327	1295
MinSal-1389-A1-17072018_C003g02219	1	0	0	1204	1119
MinSal-1389-A1-17072018_C003g02220	2269	3156	1101	9653	11970
MinSal-1389-A1-17072018_C003g02221	0	0	0	682	549
MinSal-1389-A1-17072018_C003g02222	530	501	346	1290	999
MinSal-1389-A1-17072018_C003g02223	0	0	0	658	464
MinSal-1389-A1-17072018_C003g02227	282	277	115	1301	1555
MinSal-1389-A1-17072018_C003g02228	3856	3831	3481	3492	2893
MinSal-1389-A1-17072018_C003g02229	124062	94429	96694	82783	83313
MinSal-1389-A1-17072018_C003g02230	125	202	112	4530	3364
MinSal-1389-A1-17072018_C003g02231	2121	3073	1773	985	942
MinSal-1389-A1-17072018_C003g02232	0	0	0	763	836
MinSal-1389-A1-17072018_C003g02234	1201	970	844	2667	2855
MinSal-1389-A1-17072018_C003g02235	131	109	126	1896	1953
MinSal-1389-A1-17072018_C003g02236	563	981	539	2559	2374
MinSal-1389-A1-17072018_C003g02237	0	0	0	1354	1216
MinSal-1389-A1-17072018_C003g02238	9540	11549	5001	9056.02	7619.73
MinSal-1389-A1-17072018_C003g02239	4	0	0	906	967
MinSal-1389-A1-17072018_C003g02240	0	0	2	35	36.0076
MinSal-1389-A1-17072018_C003g02241	258	370	173	1383	631
MinSal-1389-A1-17072018_C003g02242	140	245	88	2830	2679
MinSal-1389-A1-17072018_C003g02243	0	0	0	890	895
MinSal-1389-A1-17072018_C003g02244	1325	1617	576	3767	2475
MinSal-1389-A1-17072018_C003g02245	9773	10591	8274	4772	4881
MinSal-1389-A1-17072018_C003g02246	500	616	333	630	464
MinSal-1389-A1-17072018_C003g02247	302	327	229	420	381
MinSal-1389-A1-17072018_C003g02248	2347	3160	1559	3079	2349
MinSal-1389-A1-17072018_C003g02249	188	159	96	7384	9938
MinSal-1389-A1-17072018_C003g02250	435	502	224	1234	1268
MinSal-1389-A1-17072018_C003g02251	675	883	333	1092	1277
MinSal-1389-A1-17072018_C003g02252	94	97	54	1453	1236
MinSal-1389-A1-17072018_C003g02253	437	616	125	2610	3034
MinSal-1389-A1-17072018_C003g02254	470	565	282	2424	2078
MinSal-1389-A1-17072018_C003g02255	110	188	78	853	519
MinSal-1389-A1-17072018_C003g02256	1586	1624	722	4312	3981
MinSal-1389-A1-17072018_C003g02257	298	331	213	452	432
MinSal-1389-A1-17072018_C003g02258	1	1	0	117	96
MinSal-1389-A1-17072018_C003g02259	0	0	0	3	3
MinSal-1389-A1-17072018_C003g02260	1104	1372	828	3470	2774
MinSal-1389-A1-17072018_C003g02261	0	0	0	69	96
MinSal-1389-A1-17072018_C003g02264	52	85	72	3574	2389
MinSal-1389-A1-17072018_C003g02265	111	71	48	1306	1056
MinSal-1389-A1-17072018_C003g02266	171	155	92	210	132
MinSal-1389-A1-17072018_C003g02267	155	184	92	588	403
MinSal-1389-A1-17072018_C003g02268	653	861	520	2558	2118
MinSal-1389-A1-17072018_C003g02270	5641	5390	4693	4614.52	4345.32
MinSal-1389-A1-17072018_C003g02271	0	0	0	3119	5527
MinSal-1389-A1-17072018_C003g02272	274.9	423.623	194.123	4358.76	6349.26
MinSal-1389-A1-17072018_C003g02273	0	0	0	1473	1728
MinSal-1389-A1-17072018_C003g02274	0	0	1	1003	1021
MinSal-1389-A1-17072018_C003g02275	0	0	0	6700	7190
MinSal-1389-A1-17072018_C003g02276	0	0	0	187	145
MinSal-1389-A1-17072018_C003g02277	0	0	0	425	344
MinSal-1389-A1-17072018_C003g02278	2389	2970	1273	4603.77	3236.66
MinSal-1389-A1-17072018_C003g02279	0	0	0	255	31
MinSal-1389-A1-17072018_C003g02280	247	364	134	193	39
MinSal-1389-A1-17072018_C003g02281	0	0	0	17909	18647
MinSal-1389-A1-17072018_C003g02282	0	0	0	819	851
MinSal-1389-A1-17072018_C003g02283	211	217	126	1407	1323
MinSal-1389-A1-17072018_C003g02284	4544	4945	2703	9814	10267
MinSal-1389-A1-17072018_C003g02285	0	0	0	4488	5798
MinSal-1389-A1-17072018_C003g02286	494	487	330	3473	2561
MinSal-1389-A1-17072018_C003g02288	637	833	433	1446	1406
MinSal-1389-A1-17072018_C003g02289	0	0	0	3527	3215
MinSal-1389-A1-17072018_C003g02290	696	893	477	7493	11951
MinSal-1389-A1-17072018_C003g02291	153	92	172	2356	2159
MinSal-1389-A1-17072018_C003g02292	166	248	135	469	474
MinSal-1389-A1-17072018_C003g02293	943	1151	593	901	737
MinSal-1389-A1-17072018_C003g02294	75	149	51	1312	976
MinSal-1389-A1-17072018_C003g02295	9	20	9	2110	2113
MinSal-1389-A1-17072018_C003g02297	0	0	0	435	550
MinSal-1389-A1-17072018_C003g02298	2319	2816	1165	4239	3451
MinSal-1389-A1-17072018_C003g02299	230	338	107	4272	4352
MinSal-1389-A1-17072018_C003g02300	135	106	120	244	260
MinSal-1389-A1-17072018_C003g02301	112	169	62	483	453
MinSal-1389-A1-17072018_C003g02302	51	79	16	166	156
MinSal-1389-A1-17072018_C003g02303	796	629	499	4452	3765
MinSal-1389-A1-17072018_C003g02304	78	120	56	1150	1025
MinSal-1389-A1-17072018_C003g02305	0	0	0	1095	1085
MinSal-1389-A1-17072018_C003g02306	0	0	0	1467	1599
MinSal-1389-A1-17072018_C003g02307	1013	1136	515	2486	2108
MinSal-1389-A1-17072018_C003g02308	5373	5286	3829	5056	3114
MinSal-1389-A1-17072018_C003g02309	1511	1643	877	5074	4108
MinSal-1389-A1-17072018_C003g02310	601	703	273	2057	1639
MinSal-1389-A1-17072018_C003g02311	534	524	273	2800	3256
MinSal-1389-A1-17072018_C003g02312	0	0	0	496	375
MinSal-1389-A1-17072018_C003g02313	114	86	86	283	338
MinSal-1389-A1-17072018_C003g02314	150.742	58.5418	104.002	646	513
MinSal-1389-A1-17072018_C003g02315	0	1	0	961.127	956.28
MinSal-1389-A1-17072018_C003g02316	736	801	453	2982	3156
MinSal-1389-A1-17072018_C003g02317	1916	2638	1283	1999	1728
MinSal-1389-A1-17072018_C003g02318	2730	3131	1641	2525	2512
MinSal-1389-A1-17072018_C003g02323	1141	1314	957	6053	3833
MinSal-1389-A1-17072018_C003g02327	2	2	1	1164	922
MinSal-1389-A1-17072018_C003g02328	0	1	0	1455	1311
MinSal-1389-A1-17072018_C003g02329	29.2879	17.5926	8.34253	501	946
MinSal-1389-A1-17072018_C003g02330	0	2	0	662	714
MinSal-1389-A1-17072018_C003g02331	669	854	403	1234	1045
MinSal-1389-A1-17072018_C003g02332	489	543	308	487	566
MinSal-1389-A1-17072018_C003g02333	2813	3526	1546	1884	2102
MinSal-1389-A1-17072018_C003g02334	1599	2055	857	2513	2634
MinSal-1389-A1-17072018_C003g02335	266	432	77	483	523
MinSal-1389-A1-17072018_C003g02336	2130	1997	1538	4243	5013
MinSal-1389-A1-17072018_C003g02337	66	46	25	1191	1275
MinSal-1389-A1-17072018_C003g02338	0	0	0	1295	1187
MinSal-1389-A1-17072018_C003g02339	2854	2873	1613	3644	2754
MinSal-1389-A1-17072018_C003g02340	720	870	567	3191	3674
MinSal-1389-A1-17072018_C003g02341	1	0	0	4302	3479
MinSal-1389-A1-17072018_C003g02342	329	379	189	577	613
MinSal-1389-A1-17072018_C003g02343	1	1	0	471	342
MinSal-1389-A1-17072018_C003g02344	2019	1870	1201	4275	2592
MinSal-1389-A1-17072018_C003g02345	756	780	372	25613	21571
MinSal-1389-A1-17072018_C003g02347	770	950	526	3272	2881
MinSal-1389-A1-17072018_C003g02348	1915	2083	1426	4176	3806
MinSal-1389-A1-17072018_C003g02349	928	765	348	731	817
MinSal-1389-A1-17072018_C003g02350	7	8	0	2093	1902
MinSal-1389-A1-17072018_C003g02351	1	0	0	2232	2698
MinSal-1389-A1-17072018_C003g02352	3	4	2	2626	2124
MinSal-1389-A1-17072018_C003g02355	5168	5543	3150	6640	4630
MinSal-1389-A1-17072018_C003g02356	0	0	0	1277	1132
MinSal-1389-A1-17072018_C003g02357	1	0	0	572	530
MinSal-1389-A1-17072018_C003g02358	0	1	0	2512	2420
MinSal-1389-A1-17072018_C003g02359	181	139	95	284	344
MinSal-1389-A1-17072018_C003g02360	0	0	0	2329	2394
MinSal-1389-A1-17072018_C003g02361	0	0	0	1351	1002
MinSal-1389-A1-17072018_C003g02362	0	0	0	478	426
MinSal-1389-A1-17072018_C003g02364	106	104	73	129	165
MinSal-1389-A1-17072018_C003g02365	1971	2034	961	4259	3985
MinSal-1389-A1-17072018_C003g02366	4080	4043	2155	3781	3351
MinSal-1389-A1-17072018_C003g02367	3823	4784	3124	6322	5871
MinSal-1389-A1-17072018_C003g02368	454	469	245	3138	2791
MinSal-1389-A1-17072018_C003g02369	0	0	0	294	443
MinSal-1389-A1-17072018_C003g02370	5200	4969	3647	7359	8942
MinSal-1389-A1-17072018_C003g02371	1349	1467	911	1770	2134
MinSal-1389-A1-17072018_C003g02372	0	0	0	584	591
MinSal-1389-A1-17072018_C003g02373	3452	4013	1747	2640	1392
MinSal-1389-A1-17072018_C003g02374	918	1206	615	4060	3919
MinSal-1389-A1-17072018_C003g02375	1002	1083	529	685	745
MinSal-1389-A1-17072018_C003g02377	8415	8590	5222	4987	4481
MinSal-1389-A1-17072018_C003g02378	1712	2058	1032	5337	4689
MinSal-1389-A1-17072018_C003g02379	1131	1495	690	6990	6748
MinSal-1389-A1-17072018_C003g02380	0	0	0	2097	4433
MinSal-1389-A1-17072018_C003g02381	9282	10334	5647	1889	1248
MinSal-1389-A1-17072018_C003g02382	175	265	146	777	782
MinSal-1389-A1-17072018_C003g02383	0	0	0	67	61
MinSal-1389-A1-17072018_C003g02384	0	0	0	50	44
MinSal-1389-A1-17072018_C003g02385	565	609	404	817	709
MinSal-1389-A1-17072018_C003g02386	764	563	497	204	285
MinSal-1389-A1-17072018_C003g02387	233	233	113	1301	939
MinSal-1389-A1-17072018_C003g02388	161	146	95	1769	1592
MinSal-1389-A1-17072018_C003g02389	518	633	282	1262	1049
MinSal-1389-A1-17072018_C003g02390	544	639	227	601	486
MinSal-1389-A1-17072018_C003g02391	203	338	230	5313	4119
MinSal-1389-A1-17072018_C003g02392	0	0	0	3143	5558
MinSal-1389-A1-17072018_C003g02393	2354	2304	1406	2105	2284
MinSal-1389-A1-17072018_C003g02394	3376	3206	1823	2246	2424
MinSal-1389-A1-17072018_C003g02398	0	0	0	529.291	620.113
MinSal-1389-A1-17072018_C003g02404	0	0	0	7	6
MinSal-1389-A1-17072018_C003g02405	0	0	0	556.744	628.258
MinSal-1389-A1-17072018_C003g02406	0	0	0	583	707
MinSal-1389-A1-17072018_C003g02407	109	141	41	425	291
MinSal-1389-A1-17072018_C003g02408	146	146	134	2100	1294
MinSal-1389-A1-17072018_C003g02409	0	0	0	1166	723
MinSal-1389-A1-17072018_C003g02410	526	546	256	1844	1425
MinSal-1389-A1-17072018_C003g02411	0	0	0	1020	977
MinSal-1389-A1-17072018_C003g02412	44	52	35	980	861
MinSal-1389-A1-17072018_C003g02413	1	0	0	1081	812
MinSal-1389-A1-17072018_C003g02414	387	528	202	1779	1652
MinSal-1389-A1-17072018_C003g02415	0	7	3	116	119
MinSal-1389-A1-17072018_C003g02416	1181	1322	601	6607	7492
MinSal-1389-A1-17072018_C003g02417	78	79	52	753	593
MinSal-1389-A1-17072018_C003g02418	71	121	44	674	618
MinSal-1389-A1-17072018_C003g02422	214	195	176	639	680
MinSal-1389-A1-17072018_C003g02423	314	251	210	1842	1647
MinSal-1389-A1-17072018_C003g02426	93	173	62	1799	1406
MinSal-1389-A1-17072018_C003g02427	751	1067	453	2666	2293
MinSal-1389-A1-17072018_C003g02428	637	520	361	781	560
MinSal-1389-A1-17072018_C003g02429	3	1	1	760	765
MinSal-1389-A1-17072018_C003g02430	217	248	114	2100	1911
MinSal-1389-A1-17072018_C003g02431	425	524	210	736	668
MinSal-1389-A1-17072018_C003g02432	9698	10470	5215	9839	8286
MinSal-1389-A1-17072018_C003g02433	1002	1132	686	1767	1660
MinSal-1389-A1-17072018_C003g02434	3062	3897	1576	5150	4239
MinSal-1389-A1-17072018_C003g02435	165	168	109	349	343
MinSal-1389-A1-17072018_C003g02436	203	277	147	664	1076
MinSal-1389-A1-17072018_C003g02437	2852	3088	1905	3237	3446
MinSal-1389-A1-17072018_C003g02438	0	0	0	3820	4519
MinSal-1389-A1-17072018_C003g02439	4	0	1	906	978
MinSal-1389-A1-17072018_C003g02440	326	434	150	823	786
MinSal-1389-A1-17072018_C003g02441	348	484	228	2183	2256
MinSal-1389-A1-17072018_C003g02444	7168	7160	2128	1615	1453
MinSal-1389-A1-17072018_C003g02445	0	0	0	33	34
MinSal-1389-A1-17072018_C003g02446	0	0	0	275	159
MinSal-1389-A1-17072018_C003g02447	117	140	54	1562	1029
MinSal-1389-A1-17072018_C003g02448	0	0	0	1537	1583
MinSal-1389-A1-17072018_C003g02450	151	206	64	258	237
MinSal-1389-A1-17072018_C003g02452	0	0	0	43	37
MinSal-1389-A1-17072018_C003g02453	79	46	121	79	302
MinSal-1389-A1-17072018_C003g02454	6	16	4	41057	32641
MinSal-1389-A1-17072018_C003g02455	0	0	0	193	238
MinSal-1389-A1-17072018_C003g02456	911	1045	560	1451	1393
MinSal-1389-A1-17072018_C003g02459	1	0	0	1442	1307
MinSal-1389-A1-17072018_C003g02460	8	2	4	6.17616	11.3242
MinSal-1389-A1-17072018_C003g02461	0	0	0	5473	4133
MinSal-1389-A1-17072018_C003g02462	0	0	0	197	193
MinSal-1389-A1-17072018_C003g02463	0	0	0	1194	1193
MinSal-1389-A1-17072018_C003g02464	0	0	0	39	37
MinSal-1389-A1-17072018_C003g02465	1983	2301	1481	2207	2184
MinSal-1389-A1-17072018_C003g02466	175	190	119	637	493
MinSal-1389-A1-17072018_C003g02469	116	216	88	632	425
MinSal-1389-A1-17072018_C003g02471	0	0	0	90.754	110.722
MinSal-1389-A1-17072018_C003g02476	0	0	0	8897	7186
MinSal-1389-A1-17072018_C003g02477	470	625	208	1148	971
MinSal-1389-A1-17072018_C003g02481	0	0	2	2698	2343
MinSal-1389-A1-17072018_C003g02482	2	4	0	2751	2828
MinSal-1389-A1-17072018_C003g02483	537	659	211	2000	1677
MinSal-1389-A1-17072018_C003g02484	0	0	0	618	534
MinSal-1389-A1-17072018_C003g02485	4536	4011	3290	3673	3325
MinSal-1389-A1-17072018_C003g02486	2864	3332	1244	2150	2047
MinSal-1389-A1-17072018_C003g02487	41	100	56	731	610
MinSal-1389-A1-17072018_C003g02488	0	0	3	2745	3183
MinSal-1389-A1-17072018_C003g02489	3708	4135	2988	7114	5929
MinSal-1389-A1-17072018_C003g02491	1104	1077	585	3838	3979
MinSal-1389-A1-17072018_C003g02492	1215	1579	657	6846	5942
MinSal-1389-A1-17072018_C003g02493	726	702	479	2102	2236
MinSal-1389-A1-17072018_C003g02494	868	751	665	5168	5546
MinSal-1389-A1-17072018_C003g02495	1	0	0	2722	3040
MinSal-1389-A1-17072018_C003g02496	1	7	2	1236	596
MinSal-1389-A1-17072018_C003g02497	503.581	798	341	3061	3773
MinSal-1389-A1-17072018_C003g02500	559	718	377	2869	2639
MinSal-1389-A1-17072018_C003g02501	694	784	455	1583	1481
MinSal-1389-A1-17072018_C003g02502	0	0	0	665	1840
MinSal-1389-A1-17072018_C003g02505	255	204	117	8375	6693
MinSal-1389-A1-17072018_C003g02506	26151	22613	26874	9225	8630
MinSal-1389-A1-17072018_C003g02507	489	477	288	942	1350
MinSal-1389-A1-17072018_C003g02508	1	0	0	5749	5390
MinSal-1389-A1-17072018_C003g02510	376	346	292	1159	1111
MinSal-1389-A1-17072018_C003g02511	309	387	229	152	148
MinSal-1389-A1-17072018_C003g02512	573	560	336	729	439
MinSal-1389-A1-17072018_C003g02513	189	266	136	850	504
MinSal-1389-A1-17072018_C003g02514	0	0	0	1272	1074
MinSal-1389-A1-17072018_C003g02519	0	0	0	0	5
MinSal-1389-A1-17072018_C003g02520	0	0	0	3	7
MinSal-1389-A1-17072018_C003g02521	137	186	47	1887	1676
MinSal-1389-A1-17072018_C003g02522	208	292	95	2246	2787
MinSal-1389-A1-17072018_C003g02523	1	0	0	9037	8623
MinSal-1389-A1-17072018_C003g02527	0	0	0	8009	10862
MinSal-1389-A1-17072018_C003g02528	0	1	2	1921	1783
MinSal-1389-A1-17072018_C003g02529	386	329	273	2010	2561
MinSal-1389-A1-17072018_C003g02530	155	223	132	3796	3593
MinSal-1389-A1-17072018_C003g02531	941	982	391	163	135
MinSal-1389-A1-17072018_C003g02532	0	0	0	6870	8338
MinSal-1389-A1-17072018_C003g02540	286	487	211	2666	2484
MinSal-1389-A1-17072018_C003g02541	1142	1684	630	2460	2525
MinSal-1389-A1-17072018_C003g02543	0	0	0	1391	2009
MinSal-1389-A1-17072018_C003g02544	207	225	72	508	482
MinSal-1389-A1-17072018_C003g02548	0	0	0	399	382
MinSal-1389-A1-17072018_C003g02549	0	6	1	5440	5117
MinSal-1389-A1-17072018_C003g02551	3097	3383	1526	13700	11389
MinSal-1389-A1-17072018_C003g02552	633	791	367	1724	1425
MinSal-1389-A1-17072018_C003g02553	95	76	62	1248	1106
MinSal-1389-A1-17072018_C003g02554	86	106	74	5693	5815
MinSal-1389-A1-17072018_C003g02555	462	566	403	1087	947
MinSal-1389-A1-17072018_C003g02556	0	0	0	70	66
MinSal-1389-A1-17072018_C003g02558	31	51	24	1125.59	1350.86
MinSal-1389-A1-17072018_C003g02559	3	1	3	2645	2526
MinSal-1389-A1-17072018_C003g02561	2027	1993	977	1919	2521
MinSal-1389-A1-17072018_C003g02562	3557	2679	2985	7284	8653
MinSal-1389-A1-17072018_C003g02563	1	0	0	1080	1143
MinSal-1389-A1-17072018_C003g02564	12	4	8	71	60
MinSal-1389-A1-17072018_C003g02565	887	1178	569	2247	2428
MinSal-1389-A1-17072018_C003g02566	437	485	249	3159	3010
MinSal-1389-A1-17072018_C003g02567	734	847	555	4650	4196
MinSal-1389-A1-17072018_C003g02568	72	138	83	1406	1036
