gene	S1_A2	S2_A2
MvSl-1064-A2-R4_C23g01867	2090.39	2753.94
MvSl-1064-A2-R4_C23g01868	0	0
MvSl-1064-A2-R4_C23g01869	72.8937	66.0008
MvSl-1064-A2-R4_C23g01870	1510.64	958.594
MvSl-1064-A2-R4_C23g01871	401.947	264.934
MvSl-1064-A2-R4_C23g01872	0.5	0.5
MvSl-1064-A2-R4_C23g01873	0	0
MvSl-1064-A2-R4_C23g01874	0	0
MvSl-1064-A2-R4_C23g01875	0	0
MvSl-1064-A2-R4_C23g01876	280	327.5
MvSl-1064-A2-R4_C23g01877	215	402
MvSl-1064-A2-R4_C23g01878	321.5	383
MvSl-1064-A2-R4_C23g01879	145463	153724
MvSl-1064-A2-R4_C23g01880	2090.39	2753.94
MvSl-1064-A2-R4_C23g01881	0	0
MvSl-1064-A2-R4_C23g01882	0	0
MvSl-1064-A2-R4_C25g01883	28.0383	208.09
MvSl-1064-A2-R4_C25g01884	43.0559	0.00185607
MvSl-1064-A2-R4_C25g01885	39.155	27.2171
MvSl-1064-A2-R4_C25g01886	18.246	11.976
MvSl-1064-A2-R4_C25g01887	5.84215	5.74959
MvSl-1064-A2-R4_C25g01888	85.3359	89.9062
MvSl-1064-A2-R4_C25g01889	7.61107	6
MvSl-1064-A2-R4_C25g01890	13.7048	4.65626e-08
MvSl-1064-A2-R4_C25g01891	6.50302	0
MvSl-1064-A2-R4_C26g01892	8896.36	9363.07
MvSl-1064-A2-R4_C26g01893	39784.3	38231.3
MvSl-1064-A2-R4_C26g01894	24777.7	28284.2
MvSl-1064-A2-R4_C26g01895	80.7403	28.0972
MvSl-1064-A2-R4_C26g01896	24777.7	28284.2
MvSl-1064-A2-R4_C26g01897	39784.3	38231.3
MvSl-1064-A2-R4_C26g01898	24777.7	28284.2
MvSl-1064-A2-R4_C27g01899	24777.7	28284.2
MvSl-1064-A2-R4_C27g01900	39784.3	38231.3
MvSl-1064-A2-R4_C27g01901	24777.7	28284.2
MvSl-1064-A2-R4_C27g01902	39784.3	38231.3
MvSl-1064-A2-R4_C27g01903	24777.7	28284.2
MvSl-1064-A2-R4_C27g01904	555.928	626.189
MvSl-1064-A2-R4_C28g01905	0	0
MvSl-1064-A2-R4_C28g01906	0	0
MvSl-1064-A2-R4_C28g01907	0	0
MvSl-1064-A2-R4_C28g01908	87.3929	105.267
MvSl-1064-A2-R4_C28g01909	75.0229	98.7344
MvSl-1064-A2-R4_C28g01910	5.68907	0
MvSl-1064-A2-R4_C28g01911	5.75184	9.04847
MvSl-1064-A2-R4_C28g01912	0	0.622826
MvSl-1064-A2-R4_C28g01913	0.5	0.5
MvSl-1064-A2-R4_C28g01914	0.733112	0.99922
MvSl-1064-A2-R4_C28g01915	0	4.17453
MvSl-1064-A2-R4_C28g01916	1.12028	0.557598
MvSl-1064-A2-R4_C28g01917	0	0
MvSl-1064-A2-R4_C28g01918	0	0
MvSl-1064-A2-R4_C28g01919	0	0
MvSl-1064-A2-R4_C29g01920	39784.3	38231.3
MvSl-1064-A2-R4_C29g01921	24777.7	28284.2
MvSl-1064-A2-R4_C29g01922	39784.3	38231.3
MvSl-1064-A2-R4_C29g01923	24777.7	28284.2
MvSl-1064-A2-R4_C29g01924	39784.3	38231.3
MvSl-1064-A2-R4_C29g01925	24777.7	28284.2
MvSl-1064-A2-R4_C30g01926	0	0
MvSl-1064-A2-R4_C30g01927	0	0
MvSl-1064-A2-R4_C30g01928	0	0
MvSl-1064-A2-R4_C30g01929	1.59404	0
MvSl-1064-A2-R4_C30g01930	423.305	349.612
MvSl-1064-A2-R4_C30g01931	1.19417	0
MvSl-1064-A2-R4_C30g01932	8.78946	7.7069
MvSl-1064-A2-R4_C30g01933	0	0
MvSl-1064-A2-R4_C31g01934	24777.7	28284.2
MvSl-1064-A2-R4_C31g01935	39784.3	38231.3
MvSl-1064-A2-R4_C31g01936	24777.7	28284.2
MvSl-1064-A2-R4_C31g01937	39784.3	38231.3
MvSl-1064-A2-R4_C31g01938	24777.7	28284.2
MvSl-1064-A2-R4_C32g01939	235.658	270.339
MvSl-1064-A2-R4_C32g01940	0	0
MvSl-1064-A2-R4_C32g01941	0	0
MvSl-1064-A2-R4_C32g01942	0	0
MvSl-1064-A2-R4_C32g01943	0	0
MvSl-1064-A2-R4_C32g01944	0.00977809	2.07326e-05
MvSl-1064-A2-R4_C32g01945	0	0
MvSl-1064-A2-R4_C32g01946	0	4.93312
MvSl-1064-A2-R4_C32g01947	0	0
MvSl-1064-A2-R4_C32g01948	12.6262	18.6535
MvSl-1064-A2-R4_C32g01949	5.58119	1.0473
MvSl-1064-A2-R4_C32g01950	0	0
MvSl-1064-A2-R4_C32g01951	0	0
MvSl-1064-A2-R4_C33g01952	0	0
MvSl-1064-A2-R4_C33g01953	0	0
MvSl-1064-A2-R4_C33g01954	0	2.69659
MvSl-1064-A2-R4_C33g01955	0	0
MvSl-1064-A2-R4_C33g01956	1468.75	1631.79
MvSl-1064-A2-R4_C33g01957	8896.36	9363.07
MvSl-1064-A2-R4_C33g01958	39784.3	38231.3
MvSl-1064-A2-R4_C34g01959	8.2401	30.7707
MvSl-1064-A2-R4_C35g01960	15.924	16.8798
MvSl-1064-A2-R4_C35g01961	0	6.85046
MvSl-1064-A2-R4_C35g01962	1.66667	0.101137
MvSl-1064-A2-R4_C35g01963	0	0
MvSl-1064-A2-R4_C35g01964	11.4509	10.2585
MvSl-1064-A2-R4_C35g01965	6.495	0
MvSl-1064-A2-R4_C36g01966	3.91381	0
MvSl-1064-A2-R4_C36g01967	114.7	150.29
MvSl-1064-A2-R4_C36g01968	7.85864	0
MvSl-1064-A2-R4_C36g01969	0	0
MvSl-1064-A2-R4_C36g01970	0	0
MvSl-1064-A2-R4_C36g01971	0	8.69077
MvSl-1064-A2-R4_C37g01972	1.22724	0
MvSl-1064-A2-R4_C37g01973	0	0
MvSl-1064-A2-R4_C37g01974	0	0
MvSl-1064-A2-R4_C37g01975	0	0
MvSl-1064-A2-R4_C37g01976	17.2641	12.0482
MvSl-1064-A2-R4_C37g01977	0	0
MvSl-1064-A2-R4_MC01g01978	59.4704	47.2261
MvSl-1064-A2-R4_MC01g01979	83	111
MvSl-1064-A2-R4_MC01g01980	307.189	283.475
MvSl-1064-A2-R4_MC01g01981	3	3
MvSl-1064-A2-R4_MC01g01982	7105	6208
MvSl-1064-A2-R4_MC01g01983	128	140
MvSl-1064-A2-R4_MC01g01984	757.352	746.757
MvSl-1064-A2-R4_MC01g01985	54.2609	57.1154
MvSl-1064-A2-R4_MC01g01986	469.531	462.162
MvSl-1064-A2-R4_MC01g01987	0	0
MvSl-1064-A2-R4_MC01g01988	176.109	226.688
MvSl-1064-A2-R4_MC01g01989	1850	4164
MvSl-1064-A2-R4_MC01g01990	1097	1319
MvSl-1064-A2-R4_MC01g01991	453	225
MvSl-1064-A2-R4_MC01g01992	4034	3035
MvSl-1064-A2-R4_MC01g01993	3331	3636
MvSl-1064-A2-R4_MC01g01994	533	534
MvSl-1064-A2-R4_MC01g01995	1	0
MvSl-1064-A2-R4_MC01g01996	17.0997	17.7878
MvSl-1064-A2-R4_MC01g01997	376.864	361.167
MvSl-1064-A2-R4_MC01g01998	1162.83	1007.87
MvSl-1064-A2-R4_MC01g01999	681.674	803.438
MvSl-1064-A2-R4_MC01g02000	134.722	99.2193
MvSl-1064-A2-R4_MC01g02001	2679.4	2383.83
MvSl-1064-A2-R4_MC01g02002	2.23282	4.2734
MvSl-1064-A2-R4_MC01g02003	19.1249	28.7972
MvSl-1064-A2-R4_MC01g02004	223.335	190.637
MvSl-1064-A2-R4_MC01g02005	91.9092	112.352
MvSl-1064-A2-R4_MC01g02006	1579	1165
MvSl-1064-A2-R4_MC01g02007	3092	2603
MvSl-1064-A2-R4_MC01g02008	884.354	670.698
MvSl-1064-A2-R4_MC01g02009	4049.58	3150.17
MvSl-1064-A2-R4_MC01g02010	1161	882
MvSl-1064-A2-R4_MC01g02011	686	828
MvSl-1064-A2-R4_MC01g02012	33254	42623
MvSl-1064-A2-R4_MC01g02013	6	4
MvSl-1064-A2-R4_MC01g02014	1	1
MvSl-1064-A2-R4_MC01g02015	435	412
MvSl-1064-A2-R4_MC01g02016	17	43
MvSl-1064-A2-R4_MC01g02017	0	1
MvSl-1064-A2-R4_MC01g02018	18.3772	3.04977
MvSl-1064-A2-R4_MC01g02019	10	7.10998
MvSl-1064-A2-R4_MC01g02020	288	190
MvSl-1064-A2-R4_MC01g02021	65	52
MvSl-1064-A2-R4_MC01g02022	1912.75	1650.77
MvSl-1064-A2-R4_MC01g02023	4193.76	3724.11
MvSl-1064-A2-R4_MC01g02024	2162	1949
MvSl-1064-A2-R4_MC01g02025	6190	5949
MvSl-1064-A2-R4_MC01g02026	22	48
MvSl-1064-A2-R4_MC01g02027	293.427	465.043
MvSl-1064-A2-R4_MC01g02028	2	1
MvSl-1064-A2-R4_MC01g02029	897	749
MvSl-1064-A2-R4_MC01g02030	71.8032	63.6552
MvSl-1064-A2-R4_MC01g02031	487.074	556.208
MvSl-1064-A2-R4_MC01g02032	5297	4632
MvSl-1064-A2-R4_MC01g02033	237	241
MvSl-1064-A2-R4_MC01g02034	578	611
MvSl-1064-A2-R4_MC01g02035	779	738
MvSl-1064-A2-R4_MC01g02036	2291	2506
MvSl-1064-A2-R4_MC01g02037	1076.2	925.753
MvSl-1064-A2-R4_MC01g02038	90.7382	152.191
MvSl-1064-A2-R4_MC01g02039	549.389	479.473
MvSl-1064-A2-R4_MC01g02040	274.738	261.347
MvSl-1064-A2-R4_MC01g02041	25412.3	51242.8
MvSl-1064-A2-R4_MC01g02042	85	70
MvSl-1064-A2-R4_MC01g02043	127	87
MvSl-1064-A2-R4_MC01g02044	1879	1643
MvSl-1064-A2-R4_MC01g02045	77	88
MvSl-1064-A2-R4_MC01g02046	374.824	323.012
MvSl-1064-A2-R4_MC01g02047	1684	1715
MvSl-1064-A2-R4_MC01g02048	1384	1783
MvSl-1064-A2-R4_MC01g02049	1881	3927
MvSl-1064-A2-R4_MC01g02050	1936	2127
MvSl-1064-A2-R4_MC01g02051	3287	3350
MvSl-1064-A2-R4_MC01g02052	4034	4263
MvSl-1064-A2-R4_MC01g02053	58	45
MvSl-1064-A2-R4_MC01g02054	49	53
MvSl-1064-A2-R4_MC01g02055	29	22
MvSl-1064-A2-R4_MC01g02056	2176.02	2378.07
MvSl-1064-A2-R4_MC01g02057	168.59	250.649
MvSl-1064-A2-R4_MC01g02058	15.0078	5.00459
MvSl-1064-A2-R4_MC01g02059	8	12
MvSl-1064-A2-R4_MC01g02060	241	277
MvSl-1064-A2-R4_MC01g02061	1200	1234
MvSl-1064-A2-R4_MC01g02062	22	30
MvSl-1064-A2-R4_MC01g02063	1471.03	1380.91
MvSl-1064-A2-R4_MC01g02064	66.0828	52.7223
MvSl-1064-A2-R4_MC01g02065	0	0
MvSl-1064-A2-R4_MC01g02066	37.0278	53.5082
MvSl-1064-A2-R4_MC01g02067	129.388	141.552
MvSl-1064-A2-R4_MC01g02068	0	1.01
MvSl-1064-A2-R4_MC01g02069	1728.13	1930.76
MvSl-1064-A2-R4_MC01g02070	4153.03	4327.48
MvSl-1064-A2-R4_MC01g02071	1269.24	1105.37
MvSl-1064-A2-R4_MC01g02072	33.1802	25.9776
MvSl-1064-A2-R4_MC01g02073	95.8616	94.3826
MvSl-1064-A2-R4_MC01g02074	3.09826	10.9593
MvSl-1064-A2-R4_MC01g02075	65.2778	36.8351
MvSl-1064-A2-R4_MC01g02076	0	0
MvSl-1064-A2-R4_MC01g02077	3769	3731
MvSl-1064-A2-R4_MC01g02078	341	343
MvSl-1064-A2-R4_MC01g02079	1692	2018
MvSl-1064-A2-R4_MC01g02080	1028	1231
MvSl-1064-A2-R4_MC01g02081	7039	4661
MvSl-1064-A2-R4_MC01g02082	2310	1998
MvSl-1064-A2-R4_MC01g02083	8740	7765
MvSl-1064-A2-R4_MC01g02084	8473	6466
MvSl-1064-A2-R4_MC01g02085	1069	778
MvSl-1064-A2-R4_MC01g02086	2854	2668
MvSl-1064-A2-R4_MC01g02087	4420	4726
MvSl-1064-A2-R4_MC01g02088	2.04372	1.02322
MvSl-1064-A2-R4_MC01g02089	1414.96	1937.98
MvSl-1064-A2-R4_MC01g02090	3996	4271
MvSl-1064-A2-R4_MC01g02091	389	377
MvSl-1064-A2-R4_MC01g02092	431	379
MvSl-1064-A2-R4_MC01g02093	1867	1630
MvSl-1064-A2-R4_MC01g02094	1709	1390
MvSl-1064-A2-R4_MC01g02095	608	902
MvSl-1064-A2-R4_MC01g02096	10	11
MvSl-1064-A2-R4_MC01g02097	2985	2247
MvSl-1064-A2-R4_MC01g02098	2883	3511
MvSl-1064-A2-R4_MC01g02099	1361	1292
MvSl-1064-A2-R4_MC01g02100	2559	2293
MvSl-1064-A2-R4_MC01g02101	360	642
MvSl-1064-A2-R4_MC01g02102	5090	3430
MvSl-1064-A2-R4_MC01g02103	1377	2192
MvSl-1064-A2-R4_MC01g02104	2169	2690
MvSl-1064-A2-R4_MC01g02105	4004	4440
MvSl-1064-A2-R4_MC01g02106	3	13
MvSl-1064-A2-R4_MC01g02107	48	34
MvSl-1064-A2-R4_MC01g02108	173.151	232.366
MvSl-1064-A2-R4_MC01g02109	1108.31	1131.26
MvSl-1064-A2-R4_MC01g02110	593.665	460.363
MvSl-1064-A2-R4_MC01g02111	822.23	859.121
MvSl-1064-A2-R4_MC01g02112	2	1.18176
MvSl-1064-A2-R4_MC01g02113	0	0
MvSl-1064-A2-R4_MC01g02114	0	0
MvSl-1064-A2-R4_MC01g02115	367	324
MvSl-1064-A2-R4_MC01g02116	17.8676	14.7089
MvSl-1064-A2-R4_MC01g02117	51.704	57.0905
MvSl-1064-A2-R4_MC01g02118	11.9708	11.2528
MvSl-1064-A2-R4_MC01g02119	2.14426	5.78436
MvSl-1064-A2-R4_MC01g02120	93.1086	109.331
MvSl-1064-A2-R4_MC01g02121	2332	2635
MvSl-1064-A2-R4_MC01g02122	1538	1058
MvSl-1064-A2-R4_MC01g02123	0	0
MvSl-1064-A2-R4_MC01g02124	10	5
MvSl-1064-A2-R4_MC01g02125	678	457
MvSl-1064-A2-R4_MC01g02126	2538	2444
MvSl-1064-A2-R4_MC01g02127	3736	3061
MvSl-1064-A2-R4_MC01g02128	18	8
MvSl-1064-A2-R4_MC01g02129	0	0
MvSl-1064-A2-R4_MC01g02130	4424	3660
MvSl-1064-A2-R4_MC01g02131	315	241
MvSl-1064-A2-R4_MC01g02132	2240	1648
MvSl-1064-A2-R4_MC01g02133	1773	1428
MvSl-1064-A2-R4_MC01g02134	2334	2204
MvSl-1064-A2-R4_MC01g02135	89	95
MvSl-1064-A2-R4_MC01g02136	2748	2992
MvSl-1064-A2-R4_MC01g02137	3119	3522
MvSl-1064-A2-R4_MC01g02138	260	216
MvSl-1064-A2-R4_MC01g02139	232	170
MvSl-1064-A2-R4_MC01g02140	7851	6361
MvSl-1064-A2-R4_MC01g02141	1400	1469
MvSl-1064-A2-R4_MC01g02142	9034	7606
MvSl-1064-A2-R4_MC01g02143	5409	5478
MvSl-1064-A2-R4_MC01g02144	2063	2006
MvSl-1064-A2-R4_MC01g02145	827	1014
MvSl-1064-A2-R4_MC01g02146	639	885
MvSl-1064-A2-R4_MC01g02147	11	15
MvSl-1064-A2-R4_MC01g02148	954	1121
MvSl-1064-A2-R4_MC01g02149	714	559
MvSl-1064-A2-R4_MC01g02150	1476	1245
MvSl-1064-A2-R4_MC01g02151	9384.69	9637.7
MvSl-1064-A2-R4_MC01g02152	2232	2302
MvSl-1064-A2-R4_MC01g02153	1986	2128
MvSl-1064-A2-R4_MC01g02154	2552	2460
MvSl-1064-A2-R4_MC01g02155	2190	2025
MvSl-1064-A2-R4_MC01g02156	4765	6147
MvSl-1064-A2-R4_MC01g02157	9584	9129
MvSl-1064-A2-R4_MC01g02158	484	409
MvSl-1064-A2-R4_MC01g02159	1152	1946
MvSl-1064-A2-R4_MC01g02160	352	383
MvSl-1064-A2-R4_MC01g02161	2514	3299
MvSl-1064-A2-R4_MC01g02162	2443	3169
MvSl-1064-A2-R4_MC01g02163	1001	789
MvSl-1064-A2-R4_MC01g02164	312	342
MvSl-1064-A2-R4_MC01g02165	523	672
MvSl-1064-A2-R4_MC01g02166	784	1500
MvSl-1064-A2-R4_MC01g02167	2876	2286
MvSl-1064-A2-R4_MC01g02168	3309	2188
MvSl-1064-A2-R4_MC01g02169	445	785
MvSl-1064-A2-R4_MC01g02170	2708	2598
MvSl-1064-A2-R4_MC01g02171	2988	2209
MvSl-1064-A2-R4_MC01g02172	239	155
MvSl-1064-A2-R4_MC01g02173	2314	2189
MvSl-1064-A2-R4_MC01g02174	2079	1791
MvSl-1064-A2-R4_MC01g02175	11825	13819
MvSl-1064-A2-R4_MC01g02176	2540	2436
MvSl-1064-A2-R4_MC01g02177	2019	1562
MvSl-1064-A2-R4_MC01g02178	4824	4131
MvSl-1064-A2-R4_MC01g02179	584	540
MvSl-1064-A2-R4_MC01g02180	8724	8331
MvSl-1064-A2-R4_MC01g02181	737	735
MvSl-1064-A2-R4_MC01g02182	2522	1441
MvSl-1064-A2-R4_MC01g02183	2315	2793
MvSl-1064-A2-R4_MC01g02184	19	16
MvSl-1064-A2-R4_MC01g02185	2119	2356
MvSl-1064-A2-R4_MC01g02186	2641	2750
MvSl-1064-A2-R4_MC01g02187	3955	3245
MvSl-1064-A2-R4_MC01g02188	2550	1947
MvSl-1064-A2-R4_MC01g02189	0	1
MvSl-1064-A2-R4_MC01g02190	157.817	255.899
MvSl-1064-A2-R4_MC01g02191	82.3249	110.14
MvSl-1064-A2-R4_MC01g02192	423.225	663.927
MvSl-1064-A2-R4_MC01g02193	2527	2550
MvSl-1064-A2-R4_MC01g02194	5675	5062
MvSl-1064-A2-R4_MC01g02195	3	2
MvSl-1064-A2-R4_MC01g02196	1583	1193
MvSl-1064-A2-R4_MC01g02197	1638	1455
MvSl-1064-A2-R4_MC01g02198	3701.98	3168.77
MvSl-1064-A2-R4_MC01g02199	2811	2235
MvSl-1064-A2-R4_MC01g02200	9584	9961
MvSl-1064-A2-R4_MC01g02201	1491.68	1905.33
MvSl-1064-A2-R4_MC01g02202	2139.32	1949.67
MvSl-1064-A2-R4_MC01g02203	505	692
MvSl-1064-A2-R4_MC01g02204	6987	6937
MvSl-1064-A2-R4_MC01g02205	2109	2147
MvSl-1064-A2-R4_MC01g02206	3575	3639
MvSl-1064-A2-R4_MC01g02207	1027	556
MvSl-1064-A2-R4_MC01g02208	1094	1090
MvSl-1064-A2-R4_MC01g02209	5423	4952.39
MvSl-1064-A2-R4_MC01g02210	749.822	681.696
MvSl-1064-A2-R4_MC01g02211	9	7
MvSl-1064-A2-R4_MC01g02212	964	880
MvSl-1064-A2-R4_MC01g02213	1438	1730
MvSl-1064-A2-R4_MC01g02214	3277	3173
MvSl-1064-A2-R4_MC01g02215	3166	2408
MvSl-1064-A2-R4_MC01g02216	2873	2307
MvSl-1064-A2-R4_MC01g02217	2306	2290
MvSl-1064-A2-R4_MC01g02218	239	265
MvSl-1064-A2-R4_MC01g02219	6879	7846
MvSl-1064-A2-R4_MC01g02220	1556	1615
MvSl-1064-A2-R4_MC01g02221	1691	1460
MvSl-1064-A2-R4_MC01g02222	2348	2247
MvSl-1064-A2-R4_MC01g02223	587	565
MvSl-1064-A2-R4_MC01g02224	2831	2875
MvSl-1064-A2-R4_MC01g02225	2327	1700
MvSl-1064-A2-R4_MC01g02226	5116	4235
MvSl-1064-A2-R4_MC01g02227	581	526
MvSl-1064-A2-R4_MC01g02228	2279	2160
MvSl-1064-A2-R4_MC01g02229	3125	2346
MvSl-1064-A2-R4_MC01g02230	1559	1329
MvSl-1064-A2-R4_MC01g02231	204.307	252.71
MvSl-1064-A2-R4_MC01g02232	2262	2051
MvSl-1064-A2-R4_MC01g02233	3223	3453
MvSl-1064-A2-R4_MC01g02234	1677	1507
MvSl-1064-A2-R4_MC01g02235	1811	1497
MvSl-1064-A2-R4_MC01g02236	13825	11397
MvSl-1064-A2-R4_MC01g02237	295	342
MvSl-1064-A2-R4_MC01g02238	2220.86	3342.57
MvSl-1064-A2-R4_MC01g02239	2404	2304
MvSl-1064-A2-R4_MC01g02240	3119	2396
MvSl-1064-A2-R4_MC01g02241	1109	668
MvSl-1064-A2-R4_MC01g02242	317	332
MvSl-1064-A2-R4_MC01g02243	405	940
MvSl-1064-A2-R4_MC01g02244	709	898
MvSl-1064-A2-R4_MC01g02245	300	313
MvSl-1064-A2-R4_MC01g02246	277	261
MvSl-1064-A2-R4_MC01g02247	1120	933
MvSl-1064-A2-R4_MC01g02248	1106	1200
MvSl-1064-A2-R4_MC01g02249	2207	2605
MvSl-1064-A2-R4_MC01g02250	5215	6153
MvSl-1064-A2-R4_MC01g02251	3220.14	4242.57
MvSl-1064-A2-R4_MC01g02252	46	25
MvSl-1064-A2-R4_MC01g02253	3253	3706
MvSl-1064-A2-R4_MC01g02254	2844	2939
MvSl-1064-A2-R4_MC01g02255	3586	3137
MvSl-1064-A2-R4_MC01g02256	1994.51	1967.73
MvSl-1064-A2-R4_MC01g02257	547.47	758.252
MvSl-1064-A2-R4_MC01g02258	247.261	324.209
MvSl-1064-A2-R4_MC01g02259	478.51	635.466
MvSl-1064-A2-R4_MC01g02260	2	3
MvSl-1064-A2-R4_MC01g02261	4.00299	7.01678
MvSl-1064-A2-R4_MC01g02262	0	0
MvSl-1064-A2-R4_MC01g02263	171.928	153.381
MvSl-1064-A2-R4_MC01g02264	32.285	24.856
MvSl-1064-A2-R4_MC01g02265	3122	3948
MvSl-1064-A2-R4_MC01g02266	1463	1695
MvSl-1064-A2-R4_MC01g02267	54.93	59.334
MvSl-1064-A2-R4_MC01g02268	14150	22513
MvSl-1064-A2-R4_MC01g02269	10957	10501
MvSl-1064-A2-R4_MC01g02270	304	256
MvSl-1064-A2-R4_MC01g02271	1484	1207
MvSl-1064-A2-R4_MC01g02272	5.57321	3.71253
MvSl-1064-A2-R4_MC01g02273	3689.78	4957.91
MvSl-1064-A2-R4_MC01g02274	7222.76	10573.2
MvSl-1064-A2-R4_MC01g02275	53.9297	39.1269
MvSl-1064-A2-R4_MC01g02276	594	543
MvSl-1064-A2-R4_MC01g02277	2.16346	7.6118
MvSl-1064-A2-R4_MC01g02278	442.203	340.816
MvSl-1064-A2-R4_MC01g02279	8894	15545
MvSl-1064-A2-R4_MC01g02280	48293	78789
MvSl-1064-A2-R4_MC01g02281	2240	3066
MvSl-1064-A2-R4_MC01g02282	1291	1208
MvSl-1064-A2-R4_MC01g02283	4396	3306
MvSl-1064-A2-R4_MC01g02284	2379	1919
MvSl-1064-A2-R4_MC01g02285	9.4619	7.24243
MvSl-1064-A2-R4_MC01g02286	480.468	628.798
MvSl-1064-A2-R4_MC01g02287	0	0
MvSl-1064-A2-R4_MC01g02288	890.194	1102.35
MvSl-1064-A2-R4_MC01g02289	5675	5379
MvSl-1064-A2-R4_MC01g02290	7620	8468
MvSl-1064-A2-R4_MC01g02291	11855.9	14459.2
MvSl-1064-A2-R4_MC01g02292	28981	21273
MvSl-1064-A2-R4_MC01g02293	107	77
MvSl-1064-A2-R4_MC01g02294	2282.12	1882.45
MvSl-1064-A2-R4_MC01g02295	221.033	290.254
MvSl-1064-A2-R4_MC01g02296	2119	1487
MvSl-1064-A2-R4_MC01g02297	574	351
MvSl-1064-A2-R4_MC01g02298	2985	2662
MvSl-1064-A2-R4_MC01g02299	829	756
MvSl-1064-A2-R4_MC01g02300	113	140
MvSl-1064-A2-R4_MC01g02301	4669	3459
MvSl-1064-A2-R4_MC01g02302	2912	2233
MvSl-1064-A2-R4_MC01g02303	309.379	312.99
MvSl-1064-A2-R4_MC01g02304	67.4666	51.8964
MvSl-1064-A2-R4_MC01g02305	43.6823	39
MvSl-1064-A2-R4_MC01g02306	436.429	399.487
MvSl-1064-A2-R4_MC01g02307	954.793	984.885
MvSl-1064-A2-R4_MC01g02308	343.108	294.57
MvSl-1064-A2-R4_MC01g02309	21.7608	27.651
MvSl-1064-A2-R4_MC01g02310	5135	4425
MvSl-1064-A2-R4_MC01g02311	1157	1184
MvSl-1064-A2-R4_MC01g02312	4743	5835
MvSl-1064-A2-R4_MC01g02313	3550	3570
MvSl-1064-A2-R4_MC01g02314	1193	1534
MvSl-1064-A2-R4_MC01g02315	3450	7915
MvSl-1064-A2-R4_MC01g02316	2524	5486
MvSl-1064-A2-R4_MC01g02317	607	752
MvSl-1064-A2-R4_MC01g02318	12593	12420
MvSl-1064-A2-R4_MC01g02319	227	177
MvSl-1064-A2-R4_MC01g02320	4160	4142
MvSl-1064-A2-R4_MC01g02321	740	780
MvSl-1064-A2-R4_MC01g02322	34	30
MvSl-1064-A2-R4_MC01g02323	1687.14	1615.35
MvSl-1064-A2-R4_MC01g02324	1106	1008
MvSl-1064-A2-R4_MC01g02325	1280	1344
MvSl-1064-A2-R4_MC01g02326	2522	3112
MvSl-1064-A2-R4_MC01g02327	170.207	247.765
MvSl-1064-A2-R4_MC01g02328	877.918	871.898
MvSl-1064-A2-R4_MC01g02329	456.143	726.936
MvSl-1064-A2-R4_MC01g02330	2348.74	1958.44
MvSl-1064-A2-R4_MC01g02331	230	234
MvSl-1064-A2-R4_MC01g02332	6043	6385
MvSl-1064-A2-R4_MC01g02333	10271	10827
MvSl-1064-A2-R4_MC01g02334	517	426
MvSl-1064-A2-R4_MC01g02335	2683	3240
MvSl-1064-A2-R4_MC01g02336	119	136
MvSl-1064-A2-R4_MC01g02337	249	258
MvSl-1064-A2-R4_MC01g02338	1199	1487
MvSl-1064-A2-R4_MC01g02339	4480	4050
MvSl-1064-A2-R4_MC01g02340	1	1
MvSl-1064-A2-R4_MC01g02341	2716	2106
MvSl-1064-A2-R4_MC01g02342	106	66
MvSl-1064-A2-R4_MC01g02343	2907	2041
MvSl-1064-A2-R4_MC01g02344	1209.13	1124.54
MvSl-1064-A2-R4_MC01g02345	869.528	909.149
MvSl-1064-A2-R4_MC01g02346	9	12
MvSl-1064-A2-R4_MC01g02347	11.191	22.5917
MvSl-1064-A2-R4_MC01g02348	817	852
MvSl-1064-A2-R4_MC01g02349	3174	2498
MvSl-1064-A2-R4_MC01g02350	6	2
MvSl-1064-A2-R4_MC01g02351	252	228
MvSl-1064-A2-R4_MC01g02352	1084	855
MvSl-1064-A2-R4_MC01g02353	3298	1870
MvSl-1064-A2-R4_MC01g02354	2068	2580
MvSl-1064-A2-R4_MC01g02355	636	638
MvSl-1064-A2-R4_MC01g02356	551	531
MvSl-1064-A2-R4_MC01g02357	508	435
MvSl-1064-A2-R4_MC01g02358	482	451
MvSl-1064-A2-R4_MC01g02359	3073	2642
MvSl-1064-A2-R4_MC01g02360	1474	1437
MvSl-1064-A2-R4_MC01g02361	3725	3115
MvSl-1064-A2-R4_MC01g02362	1701	1477
MvSl-1064-A2-R4_MC01g02363	2061.37	2030.17
MvSl-1064-A2-R4_MC01g02364	84.1955	124.378
MvSl-1064-A2-R4_MC01g02365	1604	1124
MvSl-1064-A2-R4_MC01g02366	1260	1072
MvSl-1064-A2-R4_MC01g02367	5501	4459
MvSl-1064-A2-R4_MC01g02368	1939	1772
MvSl-1064-A2-R4_MC01g02369	1080	750
MvSl-1064-A2-R4_MC01g02370	713	599
MvSl-1064-A2-R4_MC01g02371	148	139
MvSl-1064-A2-R4_MC01g02372	613	925
MvSl-1064-A2-R4_MC01g02373	1675	1668
MvSl-1064-A2-R4_MC01g02374	3843	3268
MvSl-1064-A2-R4_MC01g02375	488	639
MvSl-1064-A2-R4_MC01g02376	13078	18489
MvSl-1064-A2-R4_MC01g02377	5.02921	8.26652
MvSl-1064-A2-R4_MC01g02378	875.995	1036.82
