gene	MintM1	MintM2	MintM3	gene2	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C003g02606	0	0	0	MvSl-1064-A1-R4_MC08g08847	1	0
MinSal-1389-A1-17072018_C003g02608	0	0	0	MvSl-1064-A1-R4_MC03g04321	0	0
MinSal-1389-A1-17072018_C003g02610	0	0	0	MvSl-1064-A1-R4_MC01-1g02454	0	1
MinSal-1389-A1-17072018_C003g02614	57.7911	48.2081	20.3785	MvSl-1064-A1-R4_A1g01374	3094.49	3326.14
MinSal-1389-A1-17072018_C003g02623	17.3941	26.8364	23.2829	MvSl-1064-A1-R4_A1g00716	296.99	353.656
MinSal-1389-A1-17072018_C003g02624	0	0	0	MvSl-1064-A1-R4_A1g00028	508.485	418
MinSal-1389-A1-17072018_C003g02625	1	0	0	MvSl-1064-A1-R4_MC02g03357	1074	1341
MinSal-1389-A1-17072018_C003g02627	0	0	0	MvSl-1064-A1-R4_MC02g03338	1848	2114
MinSal-1389-A1-17072018_C003g02628	260	371	123	MvSl-1064-A1-R4_MC02g03337	1609	1530
MinSal-1389-A1-17072018_C003g02629	663	859	436	MvSl-1064-A1-R4_MC02g03336	4885	4501
MinSal-1389-A1-17072018_C003g02630	653	889	506	MvSl-1064-A1-R4_MC02g03335	1622	1613
MinSal-1389-A1-17072018_C003g02631	363	371	126	MvSl-1064-A1-R4_MC02g03334	650	511
MinSal-1389-A1-17072018_C003g02632	71	115	49	MvSl-1064-A1-R4_MC02g03333	2211	1953
MinSal-1389-A1-17072018_C003g02633	0	0	0	MvSl-1064-A1-R4_MC02g03332	1045	954
MinSal-1389-A1-17072018_C003g02634	0	0	0	MvSl-1064-A1-R4_MC02g03331	8387	11124
MinSal-1389-A1-17072018_C003g02635	21497	25911	13012	MvSl-1064-A1-R4_MC02g03330	18443	17154
MinSal-1389-A1-17072018_C003g02637	89	129	54	MvSl-1064-A1-R4_MC02g03329	2904	2372
MinSal-1389-A1-17072018_C003g02638	533	734	242	MvSl-1064-A1-R4_MC02g03328	5325	5099
MinSal-1389-A1-17072018_C003g02639	0	0	0	MvSl-1064-A1-R4_MC02g03327	236.075	429.455
MinSal-1389-A1-17072018_C003g02640	307	321	186	MvSl-1064-A1-R4_MC02g03326	1253	1290
MinSal-1389-A1-17072018_C003g02641	212	325	95	MvSl-1064-A1-R4_MC02g03325	1862	1728
MinSal-1389-A1-17072018_C003g02642	125	142	88	MvSl-1064-A1-R4_MC02g03324	187	216
MinSal-1389-A1-17072018_C003g02643	0	0	0	MvSl-1064-A1-R4_MC02g03323	0	1
MinSal-1389-A1-17072018_C003g02644	720	711	481	MvSl-1064-A1-R4_MC02g03322	4094	3089
MinSal-1389-A1-17072018_C003g02645	0	0	0	MvSl-1064-A1-R4_MC02g03321	1404	1431
MinSal-1389-A1-17072018_C003g02646	449	661	263	MvSl-1064-A1-R4_MC02g03318	6093	5027
MinSal-1389-A1-17072018_C003g02647	0	0	0	MvSl-1064-A1-R4_MC02g03317	529	664
MinSal-1389-A1-17072018_C003g02648	0	0	0	MvSl-1064-A1-R4_MC02g03316	119	129
MinSal-1389-A1-17072018_C003g02649	108	204	32	MvSl-1064-A1-R4_MC02g03315	3716	4745
MinSal-1389-A1-17072018_C003g02650	1133	1250	690	MvSl-1064-A1-R4_MC02g03314	4089	3640
MinSal-1389-A1-17072018_C003g02651	0	0	0	MvSl-1064-A1-R4_MC02g03313	1059	953
MinSal-1389-A1-17072018_C003g02652	361	614	245	MvSl-1064-A1-R4_MC02g03312	2216	2008
MinSal-1389-A1-17072018_C003g02653	0	0	0	MvSl-1064-A1-R4_MC02g03311	2703	2868
MinSal-1389-A1-17072018_C003g02654	0	0	0	MvSl-1064-A1-R4_MC02g03310	2099	1965
MinSal-1389-A1-17072018_C003g02656	820	1136	518	MvSl-1064-A1-R4_MC02g03309	2251	2153
MinSal-1389-A1-17072018_C003g02657	578	771	320	MvSl-1064-A1-R4_MC02g03308	3902	4350
MinSal-1389-A1-17072018_C003g02658	2999	3719	2240	MvSl-1064-A1-R4_MC02g03307	4910	4119
MinSal-1389-A1-17072018_C003g02659	2163	2148	1245	MvSl-1064-A1-R4_MC02g03306	7934	8168
MinSal-1389-A1-17072018_C003g02660	0	0	0	MvSl-1064-A1-R4_MC02g03305	2509	2720
MinSal-1389-A1-17072018_C003g02661	1496	1814	930	MvSl-1064-A1-R4_MC02g03304	2370	1815
MinSal-1389-A1-17072018_C003g02664	1	0	0	MvSl-1064-A1-R4_MC02g03301	1381	1631
MinSal-1389-A1-17072018_C003g02665	0	0	0	MvSl-1064-A1-R4_MC02g03300	522	491
MinSal-1389-A1-17072018_C003g02667	436	548	340	MvSl-1064-A1-R4_MC02g03296	1690	1303
MinSal-1389-A1-17072018_C003g02668	412	330	86	MvSl-1064-A1-R4_MC02g03295	3898	2744
MinSal-1389-A1-17072018_C003g02671	2547	2743	1205	MvSl-1064-A1-R4_MC02g03293	2622	1788
MinSal-1389-A1-17072018_C003g02672	416	405	248	MvSl-1064-A1-R4_MC02g03292	1513	1674
MinSal-1389-A1-17072018_C003g02673	4742	5128	2379	MvSl-1064-A1-R4_MC02g03291	4598	3004
MinSal-1389-A1-17072018_C003g02674	0	0	0	MvSl-1064-A1-R4_MC02g03290	1901	2361
MinSal-1389-A1-17072018_C003g02675	0	0	0	MvSl-1064-A1-R4_MC02g03289	5.27686	2
MinSal-1389-A1-17072018_C003g02677	0	0	0	MvSl-1064-A1-R4_MC02g03280	13.7231	2
MinSal-1389-A1-17072018_C003g02678	1841	2103	1341	MvSl-1064-A1-R4_MC02g03279	1761	1328
MinSal-1389-A1-17072018_C003g02679	0	0	0	MvSl-1064-A1-R4_MC02g03276	547	493
MinSal-1389-A1-17072018_C003g02680	3034	3192	1473	MvSl-1064-A1-R4_MC02g03277	2334	2120
MinSal-1389-A1-17072018_C003g02683	2156	2460	1291	MvSl-1064-A1-R4_MC02g03275	4306	3818
MinSal-1389-A1-17072018_C003g02684	0	0	0	MvSl-1064-A1-R4_MC02g03273	2361	2191
MinSal-1389-A1-17072018_C003g02685	1403	1710	770	MvSl-1064-A1-R4_MC02g03272	1945	2206
MinSal-1389-A1-17072018_C003g02686	436	482	215	MvSl-1064-A1-R4_MC02g03271	651	496
MinSal-1389-A1-17072018_C003g02687	5889	5153	3111	MvSl-1064-A1-R4_MC02g03270	13510	12213
MinSal-1389-A1-17072018_C003g02688	0	0	0	MvSl-1064-A1-R4_MC02g03269	1308	1303
MinSal-1389-A1-17072018_C003g02689	38	33	13	MvSl-1064-A1-R4_MC02g03268	4388	4547
MinSal-1389-A1-17072018_C003g02697	0	0	0	MvSl-1064-A1-R4_MC02g03263	8819	7140
MinSal-1389-A1-17072018_C003g02698	511	679	306	MvSl-1064-A1-R4_MC02g03262	286	495
MinSal-1389-A1-17072018_C003g02699	80	185	34	MvSl-1064-A1-R4_MC02g03261	2533	2554
MinSal-1389-A1-17072018_C003g02700	124	220	92	MvSl-1064-A1-R4_MC02g03260	1757	1715
MinSal-1389-A1-17072018_C003g02701	0	0	0	MvSl-1064-A1-R4_MC02g03259	2	0
MinSal-1389-A1-17072018_C003g02702	4	3	2	MvSl-1064-A1-R4_MC02g03258	288	205
MinSal-1389-A1-17072018_C003g02703	411	566	221	MvSl-1064-A1-R4_MC02g03257	3186	2315
MinSal-1389-A1-17072018_C003g02704	380	536	246	MvSl-1064-A1-R4_MC02g03256	2713	2383
MinSal-1389-A1-17072018_C003g02705	1	0	0	MvSl-1064-A1-R4_MC02g03255	1071	1547
MinSal-1389-A1-17072018_C003g02706	1	0	0	MvSl-1064-A1-R4_MC02g03254	4931	7378
MinSal-1389-A1-17072018_C003g02707	4	5	2	MvSl-1064-A1-R4_MC02g03253	1765	2401
MinSal-1389-A1-17072018_C003g02708	6261	5720	4951	MvSl-1064-A1-R4_MC02g03252	39968	63081
MinSal-1389-A1-17072018_C003g02709	793	709	741	MvSl-1064-A1-R4_MC02g03251	1008	668
MinSal-1389-A1-17072018_C003g02710	5104	5601	3298	MvSl-1064-A1-R4_MC02g03250	12754	9535
MinSal-1389-A1-17072018_C003g02712	0	0	0	MvSl-1064-A1-R4_MC02g03248	193	130
MinSal-1389-A1-17072018_C003g02714	0	0	0	MvSl-1064-A1-R4_MC02g03247	2733	2149
MinSal-1389-A1-17072018_C003g02715	0	5	0	MvSl-1064-A1-R4_MC02g03246	6336	7259
MinSal-1389-A1-17072018_C003g02716	0	0	0	MvSl-1064-A1-R4_MC02g03245	3126	2864
MinSal-1389-A1-17072018_C003g02717	0	0	0	MvSl-1064-A1-R4_MC02g03244	184	199
MinSal-1389-A1-17072018_C003g02718	577	603	406	MvSl-1064-A1-R4_MC02g03243	1981	2043
MinSal-1389-A1-17072018_C003g02719	0	0	0	MvSl-1064-A1-R4_MC02g03242	1458	1304
MinSal-1389-A1-17072018_C003g02721	1108.85	1395.25	635.889	MvSl-1064-A1-R4_MC02g03240	8680	7187
MinSal-1389-A1-17072018_C003g02723	0	0	0	MvSl-1064-A1-R4_MC02g03237	1409	1154
MinSal-1389-A1-17072018_C003g02724	1601	1863	614	MvSl-1064-A1-R4_MC02g03236	2784	2353
MinSal-1389-A1-17072018_C003g02725	2620	2804	1436	MvSl-1064-A1-R4_MC02g03235	7285	6600
MinSal-1389-A1-17072018_C003g02726	1055	1353	607	MvSl-1064-A1-R4_MC02g03234	1506	1359
MinSal-1389-A1-17072018_C003g02727	1267	1373	1033	MvSl-1064-A1-R4_MC02g03233	6059	7540
MinSal-1389-A1-17072018_C003g02728	0	0	0	MvSl-1064-A1-R4_MC02g03232	507	471
MinSal-1389-A1-17072018_C003g02729	114	144	102	MvSl-1064-A1-R4_MC02g03231	97	94
MinSal-1389-A1-17072018_C003g02735	0	0	0	MvSl-1064-A1-R4_MC02g03229	373	216
MinSal-1389-A1-17072018_C003g02736	248	278	143	MvSl-1064-A1-R4_MC02g03228	1362	1163
MinSal-1389-A1-17072018_C003g02737	1699	1706	947	MvSl-1064-A1-R4_MC02g03227	2563	1863
MinSal-1389-A1-17072018_C003g02739	17784	18064	14141	MvSl-1064-A1-R4_MC02g03225	1117	1450
MinSal-1389-A1-17072018_C003g02740	0	0	0	MvSl-1064-A1-R4_MC02g03224	411	1037
MinSal-1389-A1-17072018_C003g02741	523	608	312	MvSl-1064-A1-R4_MC02g03223	3338	2763
MinSal-1389-A1-17072018_C003g02742	0	0	0	MvSl-1064-A1-R4_MC02g03222	1271	1539
MinSal-1389-A1-17072018_C003g02743	736	631	688	MvSl-1064-A1-R4_MC02g03221	9304	9942
MinSal-1389-A1-17072018_C003g02745	0	0	0	MvSl-1064-A1-R4_MC02g03219	480.402	403.599
MinSal-1389-A1-17072018_C003g02746	1096	1162	527	MvSl-1064-A1-R4_MC02g03218	1255	1260
MinSal-1389-A1-17072018_C003g02747	3	1	0	MvSl-1064-A1-R4_MC02g03217	3574	3665
MinSal-1389-A1-17072018_C003g02748	0	0	0	MvSl-1064-A1-R4_MC02g03215	1376	930
MinSal-1389-A1-17072018_C003g02749	833	1025	653	MvSl-1064-A1-R4_MC02g03214	2079	1803
MinSal-1389-A1-17072018_C003g02750	164	307	149	MvSl-1064-A1-R4_MC02g03213	4447	3963
MinSal-1389-A1-17072018_C003g02751	2533	2696	1868	MvSl-1064-A1-R4_MC02g03212	12711	12090
MinSal-1389-A1-17072018_C003g02752	0	0	0	MvSl-1064-A1-R4_MC02g03211	4623	3796
MinSal-1389-A1-17072018_C003g02753	3695	4129	2692	MvSl-1064-A1-R4_MC02g03209	5334	4387
MinSal-1389-A1-17072018_C003g02754	0	0	0	MvSl-1064-A1-R4_MC02g03208	1397.29	996.135
MinSal-1389-A1-17072018_C003g02755	337	373	179	MvSl-1064-A1-R4_MC02g03207	2500	2038
MinSal-1389-A1-17072018_C003g02756	1233.97	1664.98	917.452	MvSl-1064-A1-R4_MC02g03206	6200	5531
MinSal-1389-A1-17072018_C003g02758	0	0	0	MvSl-1064-A1-R4_MC02g03204	86	52
MinSal-1389-A1-17072018_C003g02759	170	211	77	MvSl-1064-A1-R4_MC02g03203	1558	2026
MinSal-1389-A1-17072018_C003g02760	441	437	299	MvSl-1064-A1-R4_MC02g03202	300	322
MinSal-1389-A1-17072018_C003g02763	207	263	147	MvSl-1064-A1-R4_MC02g03201	1973	2544
MinSal-1389-A1-17072018_C003g02764	2713	3319	1609	MvSl-1064-A1-R4_MC02g03200	8931	12637
MinSal-1389-A1-17072018_C003g02765	740	1042	596	MvSl-1064-A1-R4_MC02g03199	2412	1829
MinSal-1389-A1-17072018_C003g02766	0	0	0	MvSl-1064-A1-R4_MC02g03198	1	4
MinSal-1389-A1-17072018_C003g02768	0	3	1	MvSl-1064-A1-R4_MC02g03195	70	65
MinSal-1389-A1-17072018_C003g02769	803	1022	278	MvSl-1064-A1-R4_MC02g03194	942	727
MinSal-1389-A1-17072018_C003g02770	2	2	0	MvSl-1064-A1-R4_MC02g03193	507.786	561.629
MinSal-1389-A1-17072018_C003g02771	0	0	0	MvSl-1064-A1-R4_MC02g03192	1558	1529
MinSal-1389-A1-17072018_C003g02772	0	0	0	MvSl-1064-A1-R4_MC02g03191	2009	1770
MinSal-1389-A1-17072018_C003g02775	694	629	366	MvSl-1064-A1-R4_MC02g03186	87482	116220
MinSal-1389-A1-17072018_C003g02776	1132	1443	538	MvSl-1064-A1-R4_MC02g03185	7060	6625
MinSal-1389-A1-17072018_C003g02777	626.402	713.615	562.241	MvSl-1064-A1-R4_MC02g03183	2847	2288
MinSal-1389-A1-17072018_C003g02778	356	409	237	MvSl-1064-A1-R4_MC02g03182	7526	7614
MinSal-1389-A1-17072018_C003g02779	3761	4378	2591	MvSl-1064-A1-R4_MC02g03181	10065	12565
MinSal-1389-A1-17072018_C003g02780	0	1	0	MvSl-1064-A1-R4_MC02g03180	1224	1236
MinSal-1389-A1-17072018_C003g02781	1	0	0	MvSl-1064-A1-R4_MC02g03179	4035	3628
MinSal-1389-A1-17072018_C003g02791	65	71	41	MvSl-1064-A1-R4_C26g01541	10.1788	6.98379
MinSal-1389-A1-17072018_C003g02792	1531	1744	754	MvSl-1064-A1-R4_C26g01540	2943.73	3263.58
MinSal-1389-A1-17072018_C004g02815	86	163	34	MvSl-1064-A1-R4_MC03g04283	509	743
MinSal-1389-A1-17072018_C004g02816	888	1015	903	MvSl-1064-A1-R4_MC03g04284	5205	5892
MinSal-1389-A1-17072018_C004g02817	3	5	0	MvSl-1064-A1-R4_MC03g04285	1141	1026
MinSal-1389-A1-17072018_C004g02818	503	437	269	MvSl-1064-A1-R4_MC03g04286	338	628
MinSal-1389-A1-17072018_C004g02820	0	0	0	MvSl-1064-A1-R4_MC03g04288	83	59
MinSal-1389-A1-17072018_C004g02821	1	6	6	MvSl-1064-A1-R4_MC03g04289	1777	1740
MinSal-1389-A1-17072018_C004g02822	0	0	0	MvSl-1064-A1-R4_MC03g04290	3366	3868
MinSal-1389-A1-17072018_C004g02823	139	180	111	MvSl-1064-A1-R4_MC03g04291	529	442
MinSal-1389-A1-17072018_C004g02824	2249	1658	830	MvSl-1064-A1-R4_MC03g04292	1776	1354
MinSal-1389-A1-17072018_C004g02825	567	612	301	MvSl-1064-A1-R4_MC03g04293	2469	1806
MinSal-1389-A1-17072018_C004g02826	823	893	583	MvSl-1064-A1-R4_MC03g04294	2044	2076
MinSal-1389-A1-17072018_C004g02827	69681	55799	34548	MvSl-1064-A1-R4_MC03g04295	13256	10457
MinSal-1389-A1-17072018_C004g02828	228	216	147	MvSl-1064-A1-R4_MC03g04296	897	705
MinSal-1389-A1-17072018_C004g02829	327	294	136	MvSl-1064-A1-R4_MC03g04297	953	1070
MinSal-1389-A1-17072018_C004g02830	80	155	28	MvSl-1064-A1-R4_MC03g04298	2027	2128
MinSal-1389-A1-17072018_C004g02831	29	22	10	MvSl-1064-A1-R4_MC03g04299	1029	1217
MinSal-1389-A1-17072018_C004g02832	268	284	113	MvSl-1064-A1-R4_MC03g04301	2772	2210
MinSal-1389-A1-17072018_C004g02833	171	219	122	MvSl-1064-A1-R4_MC03g04302	1156	1277
MinSal-1389-A1-17072018_C004g02834	12	4	3	MvSl-1064-A1-R4_MC03g04305	689	755
MinSal-1389-A1-17072018_C004g02835	470	381	488	MvSl-1064-A1-R4_MC03g04306	4959	10412
MinSal-1389-A1-17072018_C004g02836	264	255	162	MvSl-1064-A1-R4_MC03g04308	1028	1097
MinSal-1389-A1-17072018_C004g02837	203	248	98	MvSl-1064-A1-R4_MC03g04309	556	709
MinSal-1389-A1-17072018_C004g02838	54	77	34	MvSl-1064-A1-R4_MC03g04310	735	1051
MinSal-1389-A1-17072018_C004g02839	687	931	323	MvSl-1064-A1-R4_MC03g04311	3268	3185
MinSal-1389-A1-17072018_C004g02840	544.151	671	409.868	MvSl-1064-A1-R4_MC03g04312	4409	3934
MinSal-1389-A1-17072018_C004g02841	199	236	68	MvSl-1064-A1-R4_MC03g04313	813	815
MinSal-1389-A1-17072018_C004g02842	1291	1566	732	MvSl-1064-A1-R4_MC03g04314	1922	1479
MinSal-1389-A1-17072018_C004g02843	0	0	0	MvSl-1064-A1-R4_MC03g04315	1732	1876
MinSal-1389-A1-17072018_C004g02844	241	325	203	MvSl-1064-A1-R4_MC03g04316	10499	9619
MinSal-1389-A1-17072018_C004g02845	1750	2348	922	MvSl-1064-A1-R4_MC03g04317	815	680
MinSal-1389-A1-17072018_C004g02846	606	606	499	MvSl-1064-A1-R4_MC03g04318	1115	1756
MinSal-1389-A1-17072018_C004g02847	528	685	325	MvSl-1064-A1-R4_MC03g04319	884	751
MinSal-1389-A1-17072018_C004g02848	0	0	0	MvSl-1064-A1-R4_MC03g04320	535	835
MinSal-1389-A1-17072018_C004g02852	390	597	215	MvSl-1064-A1-R4_MC03g04328	1287	1085
MinSal-1389-A1-17072018_C004g02853	303	414	164	MvSl-1064-A1-R4_MC03g04329	989	931
MinSal-1389-A1-17072018_C004g02854	1237	1564	663	MvSl-1064-A1-R4_MC03g04330	1784	1370
MinSal-1389-A1-17072018_C004g02855	4065	4382	2149	MvSl-1064-A1-R4_MC03g04336	5395	4733
MinSal-1389-A1-17072018_C004g02856	1611	2093	848	MvSl-1064-A1-R4_MC03g04337	2588	1918
MinSal-1389-A1-17072018_C004g02858	0	1	1	MvSl-1064-A1-R4_MC03g04353	1025	2182
MinSal-1389-A1-17072018_C004g02859	782	1143	450	MvSl-1064-A1-R4_MC03g04354	2802	2740
MinSal-1389-A1-17072018_C004g02860	2074	2459	1327	MvSl-1064-A1-R4_MC03g04355	1638	1682
MinSal-1389-A1-17072018_C004g02861	631.243	659.729	364.694	MvSl-1064-A1-R4_MC03g04356	3236	2993
MinSal-1389-A1-17072018_C004g02862	228	171	184	MvSl-1064-A1-R4_MC03g04357	883	1570
MinSal-1389-A1-17072018_C004g02863	0	3	0	MvSl-1064-A1-R4_MC03g04358	2832	2853
MinSal-1389-A1-17072018_C004g02864	0	0	0	MvSl-1064-A1-R4_MC03g04359	2269	2438
MinSal-1389-A1-17072018_C004g02865	2845	3293	1841	MvSl-1064-A1-R4_MC03g04360	10093	9030
MinSal-1389-A1-17072018_C004g02866	0	0	0	MvSl-1064-A1-R4_MC03g04361	846	750
MinSal-1389-A1-17072018_C004g02867	0	0	0	MvSl-1064-A1-R4_MC03g04362	12	6
MinSal-1389-A1-17072018_C004g02869	1666	1831	874	MvSl-1064-A1-R4_MC03g04364	1663	1433
MinSal-1389-A1-17072018_C004g02870	302	366	263	MvSl-1064-A1-R4_MC03g04365	2011	3445
MinSal-1389-A1-17072018_C004g02871	265	201	159	MvSl-1064-A1-R4_MC03g04366	1811	2622
MinSal-1389-A1-17072018_C004g02873	60	38	50	MvSl-1064-A1-R4_MC03g04367	444	404
MinSal-1389-A1-17072018_C004g02874	172	313	140	MvSl-1064-A1-R4_MC03g04368	544	383
MinSal-1389-A1-17072018_C004g02875	0	0	0	MvSl-1064-A1-R4_MC03g04369	343	306
MinSal-1389-A1-17072018_C004g02876	575	561	336	MvSl-1064-A1-R4_MC03g04370	1085.11	1419.14
MinSal-1389-A1-17072018_C004g02877	0	0	0	MvSl-1064-A1-R4_MC03g04371	478	547
MinSal-1389-A1-17072018_C004g02878	1591	1814	1902	MvSl-1064-A1-R4_MC03g04377	53	77
MinSal-1389-A1-17072018_C004g02881	0	0	0	MvSl-1064-A1-R4_MC03g04372	102	105
MinSal-1389-A1-17072018_C004g02882	0	0	0	MvSl-1064-A1-R4_MC03g04378	1	0
MinSal-1389-A1-17072018_C004g02883	2430	2897	1783	MvSl-1064-A1-R4_MC03g04379	21206	21738
MinSal-1389-A1-17072018_C004g02884	510	649	292	MvSl-1064-A1-R4_MC03g04380	1334	1062
MinSal-1389-A1-17072018_C004g02885	193	205	106	MvSl-1064-A1-R4_MC03g04381	164	157
MinSal-1389-A1-17072018_C004g02886	766	1262	593	MvSl-1064-A1-R4_MC03g04382	2523	2165
MinSal-1389-A1-17072018_C004g02888	2965	2732	1966	MvSl-1064-A1-R4_MC03g04383	854	1033
MinSal-1389-A1-17072018_C004g02889	1729	1490	1758	MvSl-1064-A1-R4_MC03g04384	4535	6705.61
MinSal-1389-A1-17072018_C004g02892	0	0	0	MvSl-1064-A1-R4_MC03g04386	1920	1658
MinSal-1389-A1-17072018_C004g02893	1704	1468	1084	MvSl-1064-A1-R4_MC03g04387	1182	1822
MinSal-1389-A1-17072018_C004g02894	459	679	389	MvSl-1064-A1-R4_MC03g04388	9156	7199
MinSal-1389-A1-17072018_C004g02895	1	3	0	MvSl-1064-A1-R4_MC03g04389	958	697
MinSal-1389-A1-17072018_C004g02896	150	182	85	MvSl-1064-A1-R4_MC03g04390	1217	818
MinSal-1389-A1-17072018_C004g02897	14	8	18	MvSl-1064-A1-R4_MC03g04393	24	28
MinSal-1389-A1-17072018_C004g02898	43	53	29	MvSl-1064-A1-R4_MC03g04394	47	34
MinSal-1389-A1-17072018_C004g02899	104	123	70	MvSl-1064-A1-R4_MC03g04395	349	276
MinSal-1389-A1-17072018_C004g02900	101	50.0069	36	MvSl-1064-A1-R4_MC03g04396	351	708
MinSal-1389-A1-17072018_C004g02901	0	0	0	MvSl-1064-A1-R4_MC03g04398	0	0
MinSal-1389-A1-17072018_C004g02902	4192	4132	2793	MvSl-1064-A1-R4_MC03g04399	4631	4739
MinSal-1389-A1-17072018_C004g02903	1247	947	982	MvSl-1064-A1-R4_MC03g04400	2747.35	2509.48
MinSal-1389-A1-17072018_C004g02906	0	0	0	MvSl-1064-A1-R4_MC03g04403	693	871
MinSal-1389-A1-17072018_C004g02907	116	158	102	MvSl-1064-A1-R4_MC03g04404	1292	1153
MinSal-1389-A1-17072018_C004g02908	1	1	0	MvSl-1064-A1-R4_MC03g04405	95	312
MinSal-1389-A1-17072018_C004g02909	240	205	188	MvSl-1064-A1-R4_MC03g04406	1298	1242
MinSal-1389-A1-17072018_C004g02910	271	172	176	MvSl-1064-A1-R4_MC03g04407	377	365
MinSal-1389-A1-17072018_C004g02911	3	0	0	MvSl-1064-A1-R4_MC03g04408	199	192
MinSal-1389-A1-17072018_C004g02912	59	110	20	MvSl-1064-A1-R4_MC03g04409	1660	1554
MinSal-1389-A1-17072018_C004g02913	0	0	0	MvSl-1064-A1-R4_MC03g04410	63	64
MinSal-1389-A1-17072018_C004g02914	1	0	0	MvSl-1064-A1-R4_MC03g04411	1501	1736
MinSal-1389-A1-17072018_C004g02915	991	1358	517	MvSl-1064-A1-R4_MC03g04412	810	649
MinSal-1389-A1-17072018_C004g02916	209	185	162	MvSl-1064-A1-R4_MC03g04413	839	1031
MinSal-1389-A1-17072018_C004g02917	8	11	3	MvSl-1064-A1-R4_MC03g04414	243	221
MinSal-1389-A1-17072018_C004g02919	0	0	0	MvSl-1064-A1-R4_MC03g04416	391	316
MinSal-1389-A1-17072018_C004g02920	3	0	1	MvSl-1064-A1-R4_MC03g04418	1231	1010
MinSal-1389-A1-17072018_C004g02921	91	45	64	MvSl-1064-A1-R4_MC03g04431	159.507	215.745
MinSal-1389-A1-17072018_C004g02922	1669	1501	988	MvSl-1064-A1-R4_MC03g04433	3726	3490
MinSal-1389-A1-17072018_C004g02923	1	0	1	MvSl-1064-A1-R4_MC03g04434	720	595
MinSal-1389-A1-17072018_C004g02924	118	132	72	MvSl-1064-A1-R4_MC03g04435	561	426
MinSal-1389-A1-17072018_C004g02925	289	390	155	MvSl-1064-A1-R4_MC03g04436	737	627
MinSal-1389-A1-17072018_C004g02926	2602	1671	1337	MvSl-1064-A1-R4_MC03g04437	982	834
MinSal-1389-A1-17072018_C004g02927	0	0	0	MvSl-1064-A1-R4_MC03g04438	16	18
MinSal-1389-A1-17072018_C004g02928	174	211	110	MvSl-1064-A1-R4_MC03g04439	164	119
MinSal-1389-A1-17072018_C004g02929	5493	5136	2271	MvSl-1064-A1-R4_MC03g04440	5558	1959
MinSal-1389-A1-17072018_C004g02930	231	225	199	MvSl-1064-A1-R4_MC03g04448	10797	8561
MinSal-1389-A1-17072018_C004g02931	591	507	284	MvSl-1064-A1-R4_MC03g04449	773	759
MinSal-1389-A1-17072018_C004g02933	0	0	0	MvSl-1064-A1-R4_MC03g04451	1677	1507
MinSal-1389-A1-17072018_C004g02934	770	877	353	MvSl-1064-A1-R4_MC03g04452	2013	1649
MinSal-1389-A1-17072018_C004g02936	0	1	0	MvSl-1064-A1-R4_MC03g04455	12438	4189
MinSal-1389-A1-17072018_C004g02937	7	1	2	MvSl-1064-A1-R4_MC03g04456	123	34
MinSal-1389-A1-17072018_C004g02938	431	254	174	MvSl-1064-A1-R4_MC03g04457	488	395
MinSal-1389-A1-17072018_C004g02939	375	544	279	MvSl-1064-A1-R4_MC03g04458	3731	2865
MinSal-1389-A1-17072018_C004g02940	750	697	372	MvSl-1064-A1-R4_MC03g04459	2156	2023
MinSal-1389-A1-17072018_C004g02941	1	1	0	MvSl-1064-A1-R4_MC03g04460	2470	2385
MinSal-1389-A1-17072018_C004g02942	11	38	8	MvSl-1064-A1-R4_MC03g04461	195	229
MinSal-1389-A1-17072018_C004g02943	5	4	0	MvSl-1064-A1-R4_MC03g04462	1159	792
MinSal-1389-A1-17072018_C004g02944	3	4	1	MvSl-1064-A1-R4_MC03g04463	133	73
MinSal-1389-A1-17072018_C004g02945	1167	1367	910	MvSl-1064-A1-R4_MC03g04465	1983	1706
MinSal-1389-A1-17072018_C004g02946	3784	4150	1443	MvSl-1064-A1-R4_MC03g04466	2011	1860
MinSal-1389-A1-17072018_C004g02947	0	0	0	MvSl-1064-A1-R4_MC03g04467	3	6
MinSal-1389-A1-17072018_C004g02948	387	456	247	MvSl-1064-A1-R4_MC03g04468	1660	1799
MinSal-1389-A1-17072018_C004g02949	2150	2548	1229	MvSl-1064-A1-R4_MC03g04469	10006	11357
MinSal-1389-A1-17072018_C004g02950	319	370	262	MvSl-1064-A1-R4_MC03g04470	4693	5307
MinSal-1389-A1-17072018_C004g02951	7552	8317	4124	MvSl-1064-A1-R4_MC03g04471	7244	5676
MinSal-1389-A1-17072018_C004g02952	0	0	0	MvSl-1064-A1-R4_MC03g04472	1705	1902
MinSal-1389-A1-17072018_C004g02953	96	96	45	MvSl-1064-A1-R4_MC03g04473	48	16
MinSal-1389-A1-17072018_C004g02954	411	469	322	MvSl-1064-A1-R4_MC03g04476	955	880
MinSal-1389-A1-17072018_C004g02956	1056	359	927	MvSl-1064-A1-R4_MC03g04477	0	0
MinSal-1389-A1-17072018_C004g02958	305	513	304	MvSl-1064-A1-R4_MC03g04478	5623	4800
MinSal-1389-A1-17072018_C004g02959	129	213	122	MvSl-1064-A1-R4_MC03g04479	1672	1722
MinSal-1389-A1-17072018_C004g02960	504	506	435	MvSl-1064-A1-R4_MC03g04480	1834	2883
