a1	cdsa1	a2	cdsa2	cdsa2	prota1	prota2	protdiff
MvSl-1064-A1-R4_MC01-1g02431	1496	MvSl-1064-A2-R4_MC01g02713	1496	0	361	361	0
MvSl-1064-A1-R4_MC01-1g02432	339	MvSl-1064-A2-R4_MC01g02714	339	0	112	112	0
MvSl-1064-A1-R4_MC01-1g02433	2173	MvSl-1064-A2-R4_MC01g02715	2173	0	525	525	0
MvSl-1064-A1-R4_MC01-1g02434	1997	MvSl-1064-A2-R4_MC01g02716	1997	0	411	411	0
MvSl-1064-A1-R4_MC01-1g02435	3903	MvSl-1064-A2-R4_MC01g02717	3903	0	1243	1243	0
MvSl-1064-A1-R4_MC01-1g02436	186	MvSl-1064-A2-R4_MC01g02718	186	0	61	61	0
MvSl-1064-A1-R4_MC01-1g02437	2793	MvSl-1064-A2-R4_MC01g02719	2793	0	596	596	0
MvSl-1064-A1-R4_MC01-1g02438	1335	MvSl-1064-A2-R4_MC01g02720	1335	0	270	270	0
MvSl-1064-A1-R4_MC01-1g02439	4237	MvSl-1064-A2-R4_MC01g02721	4237	0	1089	1089	0
MvSl-1064-A1-R4_MC01-1g02440	2943	MvSl-1064-A2-R4_MC01g02722	2943	0	913	913	0
MvSl-1064-A1-R4_MC01-1g02441	536	MvSl-1064-A2-R4_MC01g02723	536	0	127	127	0
MvSl-1064-A1-R4_MC01-1g02442	1485	MvSl-1064-A2-R4_MC01g02724	1485	0	375	375	0
MvSl-1064-A1-R4_MC01-1g02443	1300	MvSl-1064-A2-R4_MC01g02725	1300	0	301	301	0
MvSl-1064-A1-R4_MC01-1g02444	1840	MvSl-1064-A2-R4_MC01g02726	1840	0	465	465	0
MvSl-1064-A1-R4_MC01-1g02445	2356	MvSl-1064-A2-R4_MC01g02727	2356	0	640	640	0
MvSl-1064-A1-R4_MC01-1g02446	1983	MvSl-1064-A2-R4_MC01g02728	1983	0	460	460	0
MvSl-1064-A1-R4_MC01-1g02447	1164	MvSl-1064-A2-R4_MC01g02729	1164	0	307	307	0
MvSl-1064-A1-R4_MC01-1g02448	1837	MvSl-1064-A2-R4_MC01g02730	1837	0	442	442	0
MvSl-1064-A1-R4_MC01-1g02449	1845	MvSl-1064-A2-R4_MC01g02731	1845	0	474	474	0
MvSl-1064-A1-R4_MC01-1g02450	1423	MvSl-1064-A2-R4_MC01g02732	1423	0	361	361	0
MvSl-1064-A1-R4_MC01-1g02451	279	MvSl-1064-A2-R4_MC01g02733	279	0	92	92	0
MvSl-1064-A1-R4_MC01-1g02452	331	MvSl-1064-A2-R4_MC01g02734	331	0	40	40	0
MvSl-1064-A1-R4_MC01-1g02453	904	MvSl-1064-A2-R4_MC01g02735	904	0	189	189	0
MvSl-1064-A1-R4_MC01-1g02454	237	MvSl-1064-A2-R4_MC01g02736	237	0	78	78	0
MvSl-1064-A1-R4_MC01-1g02455	679	MvSl-1064-A2-R4_MC01g02737	679	0	160	160	0
MvSl-1064-A1-R4_MC01-1g02456	1282	MvSl-1064-A2-R4_MC01g02738	1282	0	278	278	0
MvSl-1064-A1-R4_MC01-1g02457	1845	MvSl-1064-A2-R4_MC01g02739	1845	0	451	451	0
MvSl-1064-A1-R4_MC01-1g02458	2461	MvSl-1064-A2-R4_MC01g02740	2461	0	681	681	0
MvSl-1064-A1-R4_MC01-1g02459	2736	MvSl-1064-A2-R4_MC01g02741	2736	0	697	697	0
MvSl-1064-A1-R4_MC01-1g02460	2310	MvSl-1064-A2-R4_MC01g02742	2310	0	559	559	0
MvSl-1064-A1-R4_MC01-1g02461	796	MvSl-1064-A2-R4_MC01g02743	796	0	113	113	0
MvSl-1064-A1-R4_MC01-1g02462	6029	MvSl-1064-A2-R4_MC01g02744	6029	0	1687	1687	0
MvSl-1064-A1-R4_MC01-1g02463	1592	MvSl-1064-A2-R4_MC01g02745	1592	0	482	482	0
MvSl-1064-A1-R4_MC01-1g02464	3972	MvSl-1064-A2-R4_MC01g02746	3972	0	1232	1232	0
MvSl-1064-A1-R4_MC01-1g02465	333	MvSl-1064-A2-R4_MC01g02747	333	0	110	110	0
MvSl-1064-A1-R4_MC01-1g02466	705	MvSl-1064-A2-R4_MC01g02748	705	0	234	234	0
MvSl-1064-A1-R4_MC01-1g02467	2266	MvSl-1064-A2-R4_MC01g02749	2266	0	588	588	0
MvSl-1064-A1-R4_MC01-1g02468	2378	MvSl-1064-A2-R4_MC01g02750	2378	0	606	606	0
MvSl-1064-A1-R4_MC01-1g02469	1613	MvSl-1064-A2-R4_MC01g02751	1613	0	366	366	0
MvSl-1064-A1-R4_MC01-1g02470	2882	MvSl-1064-A2-R4_MC01g02752	2882	0	814	814	0
MvSl-1064-A1-R4_MC01-1g02471	462	MvSl-1064-A2-R4_MC01g02753	462	0	153	153	0
MvSl-1064-A1-R4_MC01-1g02472	2511	MvSl-1064-A2-R4_MC01g02754	2511	0	716	716	0
MvSl-1064-A1-R4_MC01-1g02473	1282	MvSl-1064-A2-R4_MC01g02755	1282	0	335	335	0
MvSl-1064-A1-R4_MC01-1g02474	2615	MvSl-1064-A2-R4_MC01g02756	2615	0	703	703	0
MvSl-1064-A1-R4_MC01-1g02475	2437	MvSl-1064-A2-R4_MC01g02757	2437	0	786	786	0
MvSl-1064-A1-R4_MC01-1g02476	2610	MvSl-1064-A2-R4_MC01g02758	2610	0	678	678	0
MvSl-1064-A1-R4_MC01-1g02477	877	MvSl-1064-A2-R4_MC01g02759	877	0	220	220	0
MvSl-1064-A1-R4_MC01-1g02478	265	MvSl-1064-A2-R4_MC01g02760	265	0	70	70	0
MvSl-1064-A1-R4_MC01-1g02479	2514	MvSl-1064-A2-R4_MC01g02761	2514	0	680	680	0
MvSl-1064-A1-R4_MC01-1g02480	1209	MvSl-1064-A2-R4_MC01g02762	1209	0	353	353	0
MvSl-1064-A1-R4_MC01-1g02481	2203	MvSl-1064-A2-R4_MC01g02763	2203	0	650	650	0
MvSl-1064-A1-R4_MC01-1g02482	813	MvSl-1064-A2-R4_MC01g02764	813	0	69	69	0
MvSl-1064-A1-R4_MC01-1g02483	1014	MvSl-1064-A2-R4_MC01g02765	1014	0	213	213	0
MvSl-1064-A1-R4_MC01-1g02484	3827	MvSl-1064-A2-R4_MC01g02766	3827	0	1043	1043	0
MvSl-1064-A1-R4_MC01-1g02485	1340	MvSl-1064-A2-R4_MC01g02767	1339	1	242	242	0
MvSl-1064-A1-R4_MC01-1g02486	487	MvSl-1064-A2-R4_MC01g02768	487	0	108	108	0
MvSl-1064-A1-R4_MC01-1g02487	1386	MvSl-1064-A2-R4_MC01g02769	1386	0	413	413	0
MvSl-1064-A1-R4_MC01-1g02488	2765	MvSl-1064-A2-R4_MC01g02770	2765	0	823	823	0
MvSl-1064-A1-R4_MC01-1g02489	1066	MvSl-1064-A2-R4_MC01g02771	1066	0	229	229	0
MvSl-1064-A1-R4_MC01-1g02490	3975	MvSl-1064-A2-R4_MC01g02772	3975	0	1216	1216	0
MvSl-1064-A1-R4_MC01-1g02491	1299	MvSl-1064-A2-R4_MC01g02773	1299	0	245	245	0
MvSl-1064-A1-R4_MC01-1g02492	757	MvSl-1064-A2-R4_MC01g02774	757	0	186	186	0
MvSl-1064-A1-R4_MC01-1g02493	2184	MvSl-1064-A2-R4_MC01g02775	2184	0	520	520	0
MvSl-1064-A1-R4_MC01-1g02494	1512	MvSl-1064-A2-R4_MC01g02776	1512	0	401	401	0
MvSl-1064-A1-R4_MC01-1g02495	1977	MvSl-1064-A2-R4_MC01g02777	1977	0	293	293	0
MvSl-1064-A1-R4_MC01-1g02496	1421	MvSl-1064-A2-R4_MC01g02778	1421	0	301	301	0
MvSl-1064-A1-R4_MC01-1g02497	1479	MvSl-1064-A2-R4_MC01g02779	1479	0	401	401	0
MvSl-1064-A1-R4_MC01-1g02498	1311	MvSl-1064-A2-R4_MC01g02780	1311	0	206	206	0
MvSl-1064-A1-R4_MC01-1g02499	2297	MvSl-1064-A2-R4_MC01g02781	2297	0	552	552	0
MvSl-1064-A1-R4_MC01-1g02500	2313	MvSl-1064-A2-R4_MC01g02782	2313	0	449	449	0
MvSl-1064-A1-R4_MC01-1g02501	3344	MvSl-1064-A2-R4_MC01g02783	3344	0	821	821	0
MvSl-1064-A1-R4_MC01-1g02502	581	MvSl-1064-A2-R4_MC01g02784	581	0	128	128	0
MvSl-1064-A1-R4_MC01-1g02503	1480	MvSl-1064-A2-R4_MC01g02785	1480	0	240	240	0
MvSl-1064-A1-R4_MC01-1g02504	655	MvSl-1064-A2-R4_MC01g02786	655	0	133	133	0
MvSl-1064-A1-R4_MC01-1g02505	2202	MvSl-1064-A2-R4_MC01g02787	2202	0	656	656	0
MvSl-1064-A1-R4_MC01-1g02506	1732	MvSl-1064-A2-R4_MC01g02788	1732	0	362	362	0
MvSl-1064-A1-R4_MC01-1g02507	362	MvSl-1064-A2-R4_MC01g02789	362	0	61	61	0
MvSl-1064-A1-R4_MC01-1g02508	3558	MvSl-1064-A2-R4_MC01g02790	3558	0	998	998	0
MvSl-1064-A1-R4_MC01-1g02509	1322	MvSl-1064-A2-R4_MC01g02791	1322	0	412	412	0
MvSl-1064-A1-R4_MC01-1g02510	1702	MvSl-1064-A2-R4_MC01g02792	1702	0	419	419	0
MvSl-1064-A1-R4_MC01-1g02511	1206	MvSl-1064-A2-R4_MC01g02793	1206	0	315	315	0
MvSl-1064-A1-R4_MC01-1g02512	1695	MvSl-1064-A2-R4_MC01g02794	1695	0	511	511	0
MvSl-1064-A1-R4_MC01-1g02513	165	MvSl-1064-A2-R4_MC01g02795	165	0	54	54	0
MvSl-1064-A1-R4_MC01-1g02514	1820	MvSl-1064-A2-R4_MC01g02796	1820	0	336	336	0
MvSl-1064-A1-R4_MC01-1g02515	258	MvSl-1064-A2-R4_MC01g02797	258	0	60	60	0
MvSl-1064-A1-R4_MC01-1g02516	1733	MvSl-1064-A2-R4_MC01g02798	1733	0	353	353	0
MvSl-1064-A1-R4_MC01-1g02517	1257	MvSl-1064-A2-R4_MC01g02799	1257	0	315	315	0
MvSl-1064-A1-R4_MC01-1g02518	3076	MvSl-1064-A2-R4_MC01g02800	3076	0	917	917	0
MvSl-1064-A1-R4_MC01-1g02519	2258	MvSl-1064-A2-R4_MC01g02801	2258	0	701	701	0
MvSl-1064-A1-R4_MC01-1g02520	2832	MvSl-1064-A2-R4_MC01g02802	2832	0	863	863	0
MvSl-1064-A1-R4_MC01-1g02521	2144	MvSl-1064-A2-R4_MC01g02803	2144	0	659	659	0
MvSl-1064-A1-R4_MC01-1g02522	2179	MvSl-1064-A2-R4_MC01g02804	2179	0	512	512	0
MvSl-1064-A1-R4_MC01-1g02523	2229	MvSl-1064-A2-R4_MC01g02805	2229	0	692	692	0
MvSl-1064-A1-R4_MC01-1g02524	1079	MvSl-1064-A2-R4_MC01g02806	1079	0	319	319	0
MvSl-1064-A1-R4_MC01-1g02525	2798	MvSl-1064-A2-R4_MC01g02807	2798	0	651	651	0
MvSl-1064-A1-R4_MC01-1g02526	391	MvSl-1064-A2-R4_MC01g02808	391	0	52	52	0
MvSl-1064-A1-R4_MC01-1g02527	1967	MvSl-1064-A2-R4_MC01g02809	1967	0	456	456	0
MvSl-1064-A1-R4_MC01-1g02528	1974	MvSl-1064-A2-R4_MC01g02810	1974	0	546	546	0
MvSl-1064-A1-R4_MC01-1g02529	827	MvSl-1064-A2-R4_MC01g02811	827	0	228	228	0
MvSl-1064-A1-R4_MC01-1g02530	4230	MvSl-1064-A2-R4_MC01g02812	4230	0	1409	1409	0
MvSl-1064-A1-R4_MC01-1g02531	2691	MvSl-1064-A2-R4_MC01g02813	2691	0	896	896	0
MvSl-1064-A1-R4_MC01-1g02532	1545	MvSl-1064-A2-R4_MC01g02814	1545	0	292	292	0
MvSl-1064-A1-R4_MC01-1g02533	3051	MvSl-1064-A2-R4_MC01g02815	3051	0	933	933	0
MvSl-1064-A1-R4_MC01-1g02534	2689	MvSl-1064-A2-R4_MC01g02816	2689	0	835	835	0
MvSl-1064-A1-R4_MC01-1g02535	4144	MvSl-1064-A2-R4_MC01g02817	4144	0	916	916	0
MvSl-1064-A1-R4_MC01-1g02536	509	MvSl-1064-A2-R4_MC01g02818	509	0	141	141	0
MvSl-1064-A1-R4_MC01-1g02537	1153	MvSl-1064-A2-R4_MC01g02819	1153	0	303	303	0
MvSl-1064-A1-R4_MC01-1g02538	3899	MvSl-1064-A2-R4_MC01g02820	3899	0	1107	1107	0
MvSl-1064-A1-R4_MC01-1g02539	2195	MvSl-1064-A2-R4_MC01g02821	2195	0	654	654	0
MvSl-1064-A1-R4_MC01-1g02540	1486	MvSl-1064-A2-R4_MC01g02822	1486	0	381	381	0
MvSl-1064-A1-R4_MC01-1g02541	3298	MvSl-1064-A2-R4_MC01g02823	3298	0	976	976	0
MvSl-1064-A1-R4_MC01-1g02542	2312	MvSl-1064-A2-R4_MC01g02824	2312	0	575	575	0
MvSl-1064-A1-R4_MC01-1g02543	1736	MvSl-1064-A2-R4_MC01g02825	1736	0	431	431	0
MvSl-1064-A1-R4_MC01-1g02544	2278	MvSl-1064-A2-R4_MC01g02826	2278	0	548	548	0
MvSl-1064-A1-R4_MC01-1g02545	2639	MvSl-1064-A2-R4_MC01g02827	2639	0	602	602	0
MvSl-1064-A1-R4_MC01-1g02546	4444	MvSl-1064-A2-R4_MC01g02828	4444	0	1192	1192	0
MvSl-1064-A1-R4_MC01-1g02547	792	MvSl-1064-A2-R4_MC01g02829	792	0	223	223	0
MvSl-1064-A1-R4_MC01-1g02554	5402	MvSl-1064-A2-R4_MC01g02836	5402	0	1655	1655	0
MvSl-1064-A1-R4_MC01-1g02555	518	MvSl-1064-A2-R4_MC01g02837	518	0	64	64	0
MvSl-1064-A1-R4_MC01-1g02556	1383	MvSl-1064-A2-R4_MC01g02838	1383	0	378	378	0
MvSl-1064-A1-R4_MC01-1g02557	2052	MvSl-1064-A2-R4_MC01g02839	2052	0	550	550	0
MvSl-1064-A1-R4_MC01-1g02558	722	MvSl-1064-A2-R4_MC01g02840	722	0	152	152	0
MvSl-1064-A1-R4_MC01-1g02559	7380	MvSl-1064-A2-R4_MC01g02841	7380	0	1925	1925	0
MvSl-1064-A1-R4_MC01-1g02560	1221	MvSl-1064-A2-R4_MC01g02842	1221	0	349	349	0
MvSl-1064-A1-R4_MC01-1g02561	1596	MvSl-1064-A2-R4_MC01g02843	1596	0	531	531	0
MvSl-1064-A1-R4_MC01-1g02562	1396	MvSl-1064-A2-R4_MC01g02844	1396	0	337	337	0
MvSl-1064-A1-R4_MC01-1g02563	3970	MvSl-1064-A2-R4_MC01g02845	3970	0	1097	1097	0
MvSl-1064-A1-R4_MC01-1g02564	238	MvSl-1064-A2-R4_MC01g02846	238	0	52	52	0
MvSl-1064-A1-R4_MC01-1g02565	1666	MvSl-1064-A2-R4_MC01g02847	1666	0	524	524	0
MvSl-1064-A1-R4_MC01-1g02566	1973	MvSl-1064-A2-R4_MC01g02848	1973	0	422	422	0
MvSl-1064-A1-R4_MC01-1g02567	1275	MvSl-1064-A2-R4_MC01g02849	1275	0	348	348	0
MvSl-1064-A1-R4_MC01-1g02568	832	MvSl-1064-A2-R4_MC01g02850	832	0	165	165	0
MvSl-1064-A1-R4_MC01-1g02569	924	MvSl-1064-A2-R4_MC01g02851	924	0	250	250	0
MvSl-1064-A1-R4_MC01-1g02570	739	MvSl-1064-A2-R4_MC01g02852	739	0	185	185	0
MvSl-1064-A1-R4_MC01-1g02571	1126	MvSl-1064-A2-R4_MC01g02853	1127	-1	120	121	-1
MvSl-1064-A1-R4_MC01-1g02572	926	MvSl-1064-A2-R4_MC01g02854	926	0	204	204	0
MvSl-1064-A1-R4_MC01-1g02573	1853	MvSl-1064-A2-R4_MC01g02855	1853	0	445	445	0
MvSl-1064-A1-R4_MC01-1g02574	3496	MvSl-1064-A2-R4_MC01g02856	3496	0	1022	1022	0
MvSl-1064-A1-R4_MC01-1g02575	854	MvSl-1064-A2-R4_MC01g02857	854	0	216	216	0
MvSl-1064-A1-R4_MC01-1g02576	881	MvSl-1064-A2-R4_MC01g02858	881	0	237	237	0
MvSl-1064-A1-R4_MC01-1g02577	2020	MvSl-1064-A2-R4_MC01g02859	2020	0	607	607	0
MvSl-1064-A1-R4_MC01-1g02578	4690	MvSl-1064-A2-R4_MC01g02860	4690	0	1389	1389	0
MvSl-1064-A1-R4_MC01-1g02579	1844	MvSl-1064-A2-R4_MC01g02861	1844	0	433	433	0
MvSl-1064-A1-R4_MC01-1g02580	2437	MvSl-1064-A2-R4_MC01g02862	2437	0	497	497	0
MvSl-1064-A1-R4_MC01-1g02583	1527	MvSl-1064-A2-R4_MC01g02865	1527	0	426	426	0
MvSl-1064-A1-R4_MC01-1g02584	1664	MvSl-1064-A2-R4_MC01g02866	1664	0	463	463	0
MvSl-1064-A1-R4_MC01-1g02585	504	MvSl-1064-A2-R4_MC01g02867	504	0	120	120	0
MvSl-1064-A1-R4_MC01-1g02586	227	MvSl-1064-A2-R4_MC01g02868	227	0	40	40	0
MvSl-1064-A1-R4_MC01-1g02588	864	MvSl-1064-A2-R4_MC01g02870	864	0	270	270	0
MvSl-1064-A1-R4_MC01-1g02589	395	MvSl-1064-A2-R4_MC01g02871	395	0	117	117	0
MvSl-1064-A1-R4_MC01-1g02590	348	MvSl-1064-A2-R4_MC01g02872	348	0	115	115	0
MvSl-1064-A1-R4_MC01-1g02591	1789	MvSl-1064-A2-R4_MC01g02873	1789	0	547	547	0
MvSl-1064-A1-R4_MC01-1g02592	1374	MvSl-1064-A2-R4_MC01g02874	1374	0	388	388	0
MvSl-1064-A1-R4_MC01-1g02593	2029	MvSl-1064-A2-R4_MC01g02875	2029	0	410	410	0
MvSl-1064-A1-R4_MC01-1g02594	348	MvSl-1064-A2-R4_MC01g02876	348	0	96	96	0
MvSl-1064-A1-R4_MC01-1g02595	706	MvSl-1064-A2-R4_MC01g02877	706	0	131	131	0
MvSl-1064-A1-R4_MC01-1g02597	1708	MvSl-1064-A2-R4_MC01g02879	1708	0	466	466	0
MvSl-1064-A1-R4_MC01-1g02598	317	MvSl-1064-A2-R4_MC01g02880	317	0	87	87	0
MvSl-1064-A1-R4_MC01-1g02599	1150	MvSl-1064-A2-R4_MC01g02881	1150	0	162	162	0
MvSl-1064-A1-R4_MC01-1g02600	1302	MvSl-1064-A2-R4_MC01g02882	1302	0	265	265	0
MvSl-1064-A1-R4_MC01-1g02601	912	MvSl-1064-A2-R4_MC01g02883	912	0	218	218	0
MvSl-1064-A1-R4_MC01-1g02602	1814	MvSl-1064-A2-R4_MC01g02884	1814	0	286	286	0
MvSl-1064-A1-R4_MC01-1g02603	1351	MvSl-1064-A2-R4_MC01g02885	1351	0	344	344	0
MvSl-1064-A1-R4_MC01-1g02607	1187	MvSl-1064-A2-R4_MC01g02889	1187	0	257	257	0
MvSl-1064-A1-R4_MC01-1g02608	3308	MvSl-1064-A2-R4_MC01g02890	3317	-9	784	784	0
MvSl-1064-A1-R4_MC01-1g02609	4695	MvSl-1064-A2-R4_MC01g02891	4695	0	1411	1411	0
MvSl-1064-A1-R4_MC01-1g02610	462	MvSl-1064-A2-R4_MC01g02892	462	0	153	153	0
MvSl-1064-A1-R4_MC01-1g02611	266	MvSl-1064-A2-R4_MC01g02893	267	-1	73	88	-15
MvSl-1064-A1-R4_MC01-1g02613	706	MvSl-1064-A2-R4_MC01g02895	706	0	169	169	0
MvSl-1064-A1-R4_MC01-1g02614	2619	MvSl-1064-A2-R4_MC01g02896	2619	0	790	790	0
MvSl-1064-A1-R4_MC01-1g02615	1442	MvSl-1064-A2-R4_MC01g02897	1442	0	369	369	0
MvSl-1064-A1-R4_MC01-1g02616	3823	MvSl-1064-A2-R4_MC01g02898	3823	0	921	921	0
MvSl-1064-A1-R4_MC01-1g02617	1277	MvSl-1064-A2-R4_MC01g02899	1277	0	402	402	0
MvSl-1064-A1-R4_MC01-1g02618	3323	MvSl-1064-A2-R4_MC01g02900	3323	0	952	952	0
MvSl-1064-A1-R4_MC01-1g02619	171	MvSl-1064-A2-R4_MC01g02901	171	0	56	56	0
MvSl-1064-A1-R4_MC01-1g02620	1854	MvSl-1064-A2-R4_MC01g02902	1854	0	399	399	0
MvSl-1064-A1-R4_MC01-1g02621	1478	MvSl-1064-A2-R4_MC01g02903	1476	2	369	369	0
MvSl-1064-A1-R4_MC01-1g02622	2889	MvSl-1064-A2-R4_MC01g02904	2889	0	717	717	0
MvSl-1064-A1-R4_MC01-1g02623	3960	MvSl-1064-A2-R4_MC01g02905	3960	0	1047	1047	0
MvSl-1064-A1-R4_MC01-1g02624	1754	MvSl-1064-A2-R4_MC01g02906	1754	0	481	481	0
MvSl-1064-A1-R4_MC01-1g02625	2428	MvSl-1064-A2-R4_MC01g02907	2428	0	721	721	0
MvSl-1064-A1-R4_MC01-1g02626	777	MvSl-1064-A2-R4_MC01g02908	777	0	180	180	0
MvSl-1064-A1-R4_MC01-1g02627	1612	MvSl-1064-A2-R4_MC01g02909	1606	6	497	495	2
MvSl-1064-A1-R4_MC01-1g02628	183	MvSl-1064-A2-R4_MC01g02910	183	0	60	60	0
MvSl-1064-A1-R4_MC01-1g02629	174	MvSl-1064-A2-R4_MC01g02911	174	0	57	57	0
MvSl-1064-A1-R4_MC01-1g02630	2163	MvSl-1064-A2-R4_MC01g02912	2163	0	580	580	0
MvSl-1064-A1-R4_MC01-1g02631	1410	MvSl-1064-A2-R4_MC01g02913	1410	0	452	452	0
MvSl-1064-A1-R4_MC01-1g02632	1223	MvSl-1064-A2-R4_MC01g02914	1223	0	317	317	0
MvSl-1064-A1-R4_MC01-1g02633	570	MvSl-1064-A2-R4_MC01g02915	570	0	114	114	0
MvSl-1064-A1-R4_MC01-1g02635	3496	MvSl-1064-A2-R4_MC01g02917	3496	0	956	956	0
MvSl-1064-A1-R4_MC01-1g02636	1293	MvSl-1064-A2-R4_MC01g02918	1293	0	356	356	0
MvSl-1064-A1-R4_MC01-1g02637	839	MvSl-1064-A2-R4_MC01g02919	839	0	217	217	0
MvSl-1064-A1-R4_MC01-1g02638	1819	MvSl-1064-A2-R4_MC01g02920	1819	0	459	459	0
MvSl-1064-A1-R4_MC01-1g02639	813	MvSl-1064-A2-R4_MC01g02921	813	0	270	270	0
MvSl-1064-A1-R4_MC01-1g02640	3166	MvSl-1064-A2-R4_MC01g02922	3166	0	957	957	0
MvSl-1064-A1-R4_MC01-1g02641	4498	MvSl-1064-A2-R4_MC01g02923	4498	0	1256	1256	0
MvSl-1064-A1-R4_MC01-1g02642	6618	MvSl-1064-A2-R4_MC01g02924	6618	0	2112	2112	0
MvSl-1064-A1-R4_MC01-1g02643	1541	MvSl-1064-A2-R4_MC01g02925	1541	0	333	333	0
MvSl-1064-A1-R4_MC01-1g02644	2128	MvSl-1064-A2-R4_MC01g02926	2128	0	590	590	0
MvSl-1064-A1-R4_MC01-1g02645	1056	MvSl-1064-A2-R4_MC01g02927	1056	0	327	327	0
MvSl-1064-A1-R4_MC01-1g02646	1763	MvSl-1064-A2-R4_MC01g02928	1763	0	351	351	0
MvSl-1064-A1-R4_MC01-1g02647	300	MvSl-1064-A2-R4_MC01g02929	300	0	70	70	0
MvSl-1064-A1-R4_MC01-1g02648	5510	MvSl-1064-A2-R4_MC01g02930	5510	0	1391	1391	0
MvSl-1064-A1-R4_MC01-1g02649	1210	MvSl-1064-A2-R4_MC01g02931	1210	0	330	330	0
MvSl-1064-A1-R4_MC01-1g02650	1803	MvSl-1064-A2-R4_MC01g02932	1803	0	559	559	0
MvSl-1064-A1-R4_MC01-1g02651	1690	MvSl-1064-A2-R4_MC01g02933	1714	-24	523	531	-8
MvSl-1064-A1-R4_MC01-1g02652	517	MvSl-1064-A2-R4_MC01g02934	665	-148	58	62	-4
MvSl-1064-A1-R4_MC01-1g02653	767	MvSl-1064-A2-R4_MC01g02935	767	0	176	176	0
MvSl-1064-A1-R4_MC01-1g02655	3861	MvSl-1064-A2-R4_MC01g02937	3861	0	1055	1055	0
MvSl-1064-A1-R4_MC01-1g02656	775	MvSl-1064-A2-R4_MC01g02938	775	0	122	122	0
MvSl-1064-A1-R4_MC01-1g02657	2905	MvSl-1064-A2-R4_MC01g02939	2905	0	520	520	0
MvSl-1064-A1-R4_MC01-1g02658	1716	MvSl-1064-A2-R4_MC01g02940	1716	0	513	513	0
MvSl-1064-A1-R4_MC01-1g02659	1700	MvSl-1064-A2-R4_MC01g02941	1700	0	477	477	0
MvSl-1064-A1-R4_MC01-1g02660	1856	MvSl-1064-A2-R4_MC01g02942	1856	0	527	527	0
MvSl-1064-A1-R4_MC01-1g02661	3101	MvSl-1064-A2-R4_MC01g02943	3101	0	1005	1005	0
MvSl-1064-A1-R4_MC01-1g02662	763	MvSl-1064-A2-R4_MC01g02944	763	0	172	172	0
MvSl-1064-A1-R4_MC01-1g02663	2232	MvSl-1064-A2-R4_MC01g02945	2232	0	515	515	0
MvSl-1064-A1-R4_MC01-1g02664	276	MvSl-1064-A2-R4_MC01g02946	276	0	91	91	0
MvSl-1064-A1-R4_MC01-1g02665	1609	MvSl-1064-A2-R4_MC01g02947	1609	0	440	440	0
MvSl-1064-A1-R4_MC01-1g02666	1460	MvSl-1064-A2-R4_MC01g02948	1460	0	342	342	0
MvSl-1064-A1-R4_MC01-1g02667	2073	MvSl-1064-A2-R4_MC01g02949	2073	0	570	570	0
MvSl-1064-A1-R4_MC01-1g02668	2017	MvSl-1064-A2-R4_MC01g02950	2017	0	523	523	0
MvSl-1064-A1-R4_MC01-1g02669	597	MvSl-1064-A2-R4_MC01g02951	597	0	198	198	0
MvSl-1064-A1-R4_MC01-1g02670	828	MvSl-1064-A2-R4_MC01g02952	828	0	250	250	0
MvSl-1064-A1-R4_MC01-1g02671	994	MvSl-1064-A2-R4_MC01g02953	994	0	175	175	0
MvSl-1064-A1-R4_MC01-1g02672	706	MvSl-1064-A2-R4_MC01g02954	706	0	156	156	0
MvSl-1064-A1-R4_MC01-1g02673	2204	MvSl-1064-A2-R4_MC01g02955	2204	0	548	548	0
MvSl-1064-A1-R4_MC01-1g02674	2278	MvSl-1064-A2-R4_MC01g02956	2278	0	652	652	0
MvSl-1064-A1-R4_MC01-1g02675	1104	MvSl-1064-A2-R4_MC01g02957	1104	0	367	367	0
MvSl-1064-A1-R4_MC01-1g02676	207	MvSl-1064-A2-R4_MC01g02958	207	0	68	68	0
MvSl-1064-A1-R4_MC01-1g02677	514	MvSl-1064-A2-R4_MC01g02959	514	0	140	140	0
MvSl-1064-A1-R4_MC01-1g02678	6077	MvSl-1064-A2-R4_MC01g02960	6077	0	1805	1805	0
MvSl-1064-A1-R4_MC01-1g02679	1090	MvSl-1064-A2-R4_MC01g02961	1090	0	232	232	0
MvSl-1064-A1-R4_MC01-1g02680	389	MvSl-1064-A2-R4_MC01g02962	389	0	91	91	0
MvSl-1064-A1-R4_MC01-1g02681	2860	MvSl-1064-A2-R4_MC01g02963	2860	0	873	873	0
MvSl-1064-A1-R4_MC01-1g02682	618	MvSl-1064-A2-R4_MC01g02964	618	0	127	127	0
MvSl-1064-A1-R4_MC01-1g02683	765	MvSl-1064-A2-R4_MC01g02965	765	0	161	161	0
MvSl-1064-A1-R4_MC01-1g02684	751	MvSl-1064-A2-R4_MC01g02966	751	0	172	172	0
MvSl-1064-A1-R4_MC01-1g02685	1460	MvSl-1064-A2-R4_MC01g02967	1460	0	342	342	0
MvSl-1064-A1-R4_MC01-1g02686	1552	MvSl-1064-A2-R4_MC01g02968	1552	0	461	461	0
MvSl-1064-A1-R4_MC01-1g02687	354	MvSl-1064-A2-R4_MC01g02969	354	0	117	117	0
MvSl-1064-A1-R4_MC01-1g02688	1777	MvSl-1064-A2-R4_MC01g02970	1777	0	538	538	0
