gene	haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp	genelength	efflength	estcounts	meantpm
MvSl-1064-A1-R4_MC03g05106	A1	1183	315	aAutosome	aAutosome	NON	NON	3.01184	1183	850.991	125	1.51277
MvSl-1064-A1-R4_MC03g05109	A1	374	93	aAutosome	aAutosome	NON	NON	4.74195	374	111.018	347	39.2069
MvSl-1064-A1-R4_MC03g05111	A1	1164	229	aAutosome	aAutosome	NON	NON	4.66349	1164	831.991	535	4.84565
MvSl-1064-A1-R4_MC03g05112	A1	2301	673	aAutosome	aAutosome	Down	DE	5.22058	2301	1968.99	696	3.00106
MvSl-1064-A1-R4_MC03g05113	A1	1709	395	aAutosome	aAutosome	NON	NON	5.60484	1709	1376.99	877	5.60901
MvSl-1064-A1-R4_MC03g05114	A1	3955	1103	aAutosome	aAutosome	NON	NON	6.082	3955	3622.99	1379	2.97481
MvSl-1064-A1-R4_MC03g05116	A1	1567	489	aAutosome	aAutosome	NON	NON	5.39431	1567	1234.99	930.51	5.45843
MvSl-1064-A1-R4_MC03g05117	A1	1167	171	aAutosome	aAutosome	NON	NON	6.18796	1167	834.991	1297.83	13.8654
MvSl-1064-A1-R4_MC03g05118	A1	1321	394	aAutosome	aAutosome	NON	NON	3.82561	1321	988.991	233	2.28139
MvSl-1064-A1-R4_MC03g05119	A1	363	120	aAutosome	aAutosome	NON	NON	5.70694	363	104.261	868	77.2724
MvSl-1064-A1-R4_MC03g05120	A1	572	126	aAutosome	aAutosome	NON	NON	7.16451	572	262.454	2444	85.9586
MvSl-1064-A1-R4_MC03g05121	A1	2133	494	aAutosome	aAutosome	NON	NON	5.27257	2133	1800.99	742.152	3.40234
MvSl-1064-A1-R4_MC03g05122	A1	4398	1041	aAutosome	aAutosome	NON	NON	7.09817	4398	4065.99	2632	5.35225
MvSl-1064-A1-R4_MC03g05123	A1	1464	334	aAutosome	aAutosome	NON	NON	5.78437	1464	1131.99	1024	7.7191
MvSl-1064-A1-R4_MC03g05124	A1	1688	380	aAutosome	aAutosome	NON	NON	0.434127	1688	1355.99	30	0.150535
MvSl-1064-A1-R4_MC03g05126	A1	661	109	aAutosome	aAutosome	NON	NON	9.02108	661	340.922	8991	240.75
MvSl-1064-A1-R4_MC03g05127	A1	445	128	aAutosome	aAutosome	NON	NON	6.14297	445	158.997	1422	68.969
MvSl-1064-A1-R4_MC03g05134	A1	625	94	aAutosome	aAutosome	NON	NON	-0.0127871	625	308.895	11	0.491469
MvSl-1064-A1-R4_MC03g05135	A1	1479	366	aAutosome	aAutosome	NON	NON	2.95192	1479	1146.99	153	1.05926
MvSl-1064-A1-R4_MC03g05136	A1	1568	386	aAutosome	aAutosome	NON	NON	4.64431	1568	1235.99	398	3.24794
MvSl-1064-A1-R4_MC03g05137	A1	1686	393	aAutosome	aAutosome	NON	NON	3.46829	1686	1353.99	292	1.36065
MvSl-1064-A1-R4_MC03g05138	A1	2463	565	aAutosome	aAutosome	NON	NON	7.04744	2463	2130.99	2356	9.87499
MvSl-1064-A1-R4_MC03g05139	A1	1312	336	aAutosome	aAutosome	NON	NON	5.08999	1312	979.991	631	5.50315
MvSl-1064-A1-R4_MC03g05140	A1	5779	1607	aAutosome	aAutosome	NON	NON	6.53639	5779	5446.99	1787.56	2.70547
MvSl-1064-A1-R4_MC03g05141	A1	6096	1846	aAutosome	aAutosome	NON	NON	7.17001	6096	5763.99	2732.72	3.9687
MvSl-1064-A1-R4_MC03g05143	A1	2075	612	aAutosome	aAutosome	NON	NON	4.99973	2075	1742.99	702.239	2.93948
MvSl-1064-A1-R4_MC03g05144	A1	2006	575	aAutosome	aAutosome	NON	NON	5.46732	2006	1673.99	901	4.2001
MvSl-1064-A1-R4_MC03g05145	A1	837	278	aAutosome	aAutosome	NON	NON	3.82809	837	507.73	350	4.55867
MvSl-1064-A1-R4_MC03g05146	A1	842	202	aAutosome	aAutosome	NON	NON	4.47125	842	512.525	402	6.82339
MvSl-1064-A1-R4_MC03g05147	A1	1326	239	aAutosome	aAutosome	NON	NON	6.37863	1326	993.991	1464	13.3112
MvSl-1064-A1-R4_MC03g05148	A1	1517	452	aAutosome	aAutosome	NON	NON	6.44643	1517	1184.99	1688	11.6767
MvSl-1064-A1-R4_MC03g05153	A1	1975	399	aAutosome	aAutosome	NON	NON	7.34652	1975	1642.99	3598	15.9107
MvSl-1064-A1-R4_MC03g05154	A1	2808	448	aAutosome	aAutosome	Up	DE	6.65614	2808	2475.99	1722	6.50201
MvSl-1064-A1-R4_MC03g05155	A1	1607	386	aAutosome	aAutosome	NON	NON	3.49231	1607	1274.99	229	1.39385
MvSl-1064-A1-R4_MC03g05158	A1	1969	444	aAutosome	aAutosome	NON	NON	3.79979	1969	1636.99	268	1.34227
MvSl-1064-A1-R4_MC03g05159	A1	3675	1224	aAutosome	aAutosome	Up	DE	6.52696	3675	3342.99	1712	4.38029
MvSl-1064-A1-R4_MC03g05160	A1	1630	418	aAutosome	aAutosome	NON	NON	4.47272	1630	1297.99	416	2.70491
MvSl-1064-A1-R4_MC03g05161	A1	934	218	aAutosome	aAutosome	NON	NON	6.49133	934	602.747	1368	24.2095
MvSl-1064-A1-R4_MC03g05162	A1	162	53	aAutosome	aAutosome	NON	NON	0.320932	162	22.9203	23	8.08537
MvSl-1064-A1-R4_MC03g05163	A1	1484	369	aAutosome	aAutosome	NON	NON	1.08025	1484	1151.99	38	0.278014
MvSl-1064-A1-R4_MC03g05164	A1	1240	390	aAutosome	aAutosome	NON	NON	4.4555	1240	907.991	466	3.84503
MvSl-1064-A1-R4_MC03g05165	A1	789	262	aAutosome	aAutosome	NON	NON	3.31225	789	461.758	223	3.42225
MvSl-1064-A1-R4_MC03g05166	A1	1268	186	aAutosome	aAutosome	NON	NON	6.00337	1268	935.991	1129	10.893
MvSl-1064-A1-R4_MC03g05167	A1	2718	805	aAutosome	aAutosome	NON	NON	6.62795	2718	2385.99	1975	6.58869
MvSl-1064-A1-R4_MC03g05169	A1	2889	849	aAutosome	aAutosome	NON	NON	4.74198	2889	2556.99	436	1.67534
MvSl-1064-A1-R4_MC03g05170	A1	910	154	aAutosome	aAutosome	NON	NON	4.25068	910	579.16	362	5.18355
MvSl-1064-A1-R4_MC03g05171	A1	2298	699	aAutosome	aAutosome	NON	NON	6.12286	2298	1965.99	1240	5.63511
MvSl-1064-A1-R4_MC03g05172	A1	223	48	aAutosome	aAutosome	NON	NON	1.92916	223	41.011	76.3493	14.3056
MvSl-1064-A1-R4_MC03g05173	A1	2338	609	aAutosome	aAutosome	NON	NON	4.53158	2338	2005.99	396	1.83298
MvSl-1064-A1-R4_MC03g05174	A1	3031	562	aAutosome	aAutosome	NON	NON	6.35201	3031	2698.99	2237	5.13119
MvSl-1064-A1-R4_MC03g05175	A1	1314	348	aAutosome	aAutosome	NON	NON	1.8225	1314	981.991	86	0.576908
MvSl-1064-A1-R4_MC03g05176	A1	2634	525	aAutosome	aAutosome	NON	NON	3.83024	2634	2301.99	284	0.97663
MvSl-1064-A1-R4_MC03g05177	A1	2773	736	aAutosome	aAutosome	NON	NON	6.33278	2773	2440.99	1587	5.24432
MvSl-1064-A1-R4_MC03g05178	A1	3120	849	aAutosome	aAutosome	NON	NON	6.09836	3120	2787.99	1316	3.90001
MvSl-1064-A1-R4_MC03g05183	A1	2266	707	aAutosome	aAutosome	NON	NON	5.60231	2266	1933.99	915	3.98287
MvSl-1064-A1-R4_MC03g05184	A1	5214	1267	aAutosome	aAutosome	NON	NON	4.85243	5214	4881.99	572	0.938301
MvSl-1064-A1-R4_MC03g05185	A1	416	94	aAutosome	aAutosome	NON	NON	1.58295	416	138.328	51.2787	3.23752
MvSl-1064-A1-R4_MC03g05186	A1	1578	359	aAutosome	aAutosome	NON	NON	3.91031	1578	1245.99	299.66	1.90678
MvSl-1064-A1-R4_MC03g05187	A1	758	160	aAutosome	aAutosome	NON	NON	4.12975	758	431.975	382.022	6.43441
MvSl-1064-A1-R4_MC03g05188	A1	693	138	aAutosome	aAutosome	NON	NON	6.07279	693	370.239	1275.97	28.6031
MvSl-1064-A1-R4_MC03g05190	A1	1284	284	aAutosome	aAutosome	NON	NON	5.278	1284	951.991	757.637	6.45582
MvSl-1064-A1-R4_MC03g05191	A1	939	230	aAutosome	aAutosome	NON	NON	4.62538	939	607.747	540.833	6.48381
MvSl-1064-A1-R4_MC03g05192	A1	2219	605	aAutosome	aAutosome	NON	NON	5.62218	2219	1886.99	804	4.18459
MvSl-1064-A1-R4_MC03g05193	A1	946	244	aAutosome	aAutosome	NON	NON	4.81212	946	614.625	509	7.23056
MvSl-1064-A1-R4_MC03g05194	A1	2093	558	aAutosome	aAutosome	NON	NON	6.64297	2093	1760.99	1936	9.00893
MvSl-1064-A1-R4_MC03g05195	A1	7447	2281	aAutosome	aAutosome	NON	NON	8.13944	7447	7114.99	6000	6.33847
MvSl-1064-A1-R4_MC03g05196	A1	1197	283	aAutosome	aAutosome	NON	NON	3.06478	1197	864.991	251	1.68709
MvSl-1064-A1-R4_MC03g05197	A1	390	129	aAutosome	aAutosome	NON	NON	1.55001	390	121.158	70.9244	3.75912
MvSl-1064-A1-R4_MC03g05198	A1	1226	371	aAutosome	aAutosome	NON	NON	4.12683	1226	893.991	484.457	3.31794
MvSl-1064-A1-R4_MC03g05199	A1	2074	533	aAutosome	aAutosome	NON	NON	5.5328	2074	1741.99	821.692	4.22018
MvSl-1064-A1-R4_MC03g05205	A1	455	85	aAutosome	aAutosome	NON	NON	1.9328	455	166.892	59.5349	3.47363
MvSl-1064-A1-R4_MC03g05211	A1	659	119	aAutosome	aAutosome	NON	NON	-0.0932068	659	339.167	22.7177	0.415675
MvSl-1064-A1-R4_MC03g05217	A1	4022	1297	aAutosome	aAutosome	NON	NON	8.03636	4022	3689.99	5497	11.3575
MvSl-1064-A1-R4_MC03g05218	A1	1545	352	aAutosome	aAutosome	NON	NON	4.21284	1545	1212.99	270	2.49627
MvSl-1064-A1-R4_MC03g05221	A1	1833	432	aAutosome	aAutosome	NON	NON	2.91815	1833	1500.99	156	0.793216
MvSl-1064-A1-R4_MC03g05222	A1	514	82	aAutosome	aAutosome	Down	DE	2.55424	514	213.115	118	4.23855
MvSl-1064-A1-R4_MC03g05223	A1	4692	1291	aAutosome	aAutosome	NON	NON	7.79042	4692	4359.99	4293	8.06863
MvSl-1064-A1-R4_MC03g05224	A1	397	88	aAutosome	aAutosome	NON	NON	0.254991	397	125.813	23	1.35487
MvSl-1064-A1-R4_MC03g05225	A1	1456	404	aAutosome	aAutosome	NON	NON	5.86157	1456	1123.99	1106	8.20063
MvSl-1064-A1-R4_MC03g05226	A1	1891	543	aAutosome	aAutosome	NON	NON	6.66004	1891	1558.99	1917	10.2941
MvSl-1064-A1-R4_MC03g05227	A1	1820	352	aAutosome	aAutosome	NON	NON	6.53376	1820	1487.99	1323	10.2793
MvSl-1064-A1-R4_MC03g05228	A1	973	292	aAutosome	aAutosome	NON	NON	6.00843	973	641.187	1102	15.9793
MvSl-1064-A1-R4_MC03g05229	A1	2780	794	aAutosome	aAutosome	NON	NON	5.82171	2780	2447.99	1131	3.67019
MvSl-1064-A1-R4_MC03g05230	A1	804	221	aAutosome	aAutosome	NON	NON	1.53621	804	475.767	54	0.931327
MvSl-1064-A1-R4_MC03g05231	A1	432	143	aAutosome	aAutosome	NON	NON	1.17901	432	149.932	38	2.23945
MvSl-1064-A1-R4_MC03g05232	A1	3081	857	aAutosome	aAutosome	NON	NON	6.09167	3081	2748.99	1366.35	3.94358
MvSl-1064-A1-R4_MC03g05233	A1	4932	1230	aAutosome	aAutosome	Up	DE	7.4902	4932	4599.99	3374.1	6.20934
MvSl-1064-A1-R4_MC03g05234	A1	763	156	aAutosome	aAutosome	NON	NON	4.99453	763	436.712	546	11.5436
MvSl-1064-A1-R4_MC03g05235	A1	2594	632	aAutosome	aAutosome	Up	DE	6.65707	2594	2261.99	1362	7.4958
MvSl-1064-A1-R4_MC03g05236	A1	1126	324	aAutosome	aAutosome	NON	NON	5.80067	1126	793.991	944	11.1914
MvSl-1064-A1-R4_MC03g05238	A1	1412	441	aAutosome	aAutosome	NON	NON	5.3117	1412	1079.99	915	5.93769
MvSl-1064-A1-R4_MC03g05239	A1	1447	311	aAutosome	aAutosome	NON	NON	6.47085	1447	1114.99	1837	12.6677
MvSl-1064-A1-R4_MC03g05240	A1	523	91	aAutosome	aAutosome	NON	NON	5.53673	523	220.807	797	32.8092
MvSl-1064-A1-R4_MC03g05241	A1	1831	509	aAutosome	aAutosome	NON	NON	6.9875	1831	1498.99	2172	13.5069
MvSl-1064-A1-R4_MC03g05242	A1	1979	454	aAutosome	aAutosome	NON	NON	7.73116	1979	1646.99	4526	20.6215
MvSl-1064-A1-R4_MC03g05245	A1	1639	403	aAutosome	aAutosome	NON	NON	5.06935	1639	1306.99	615	4.07025
MvSl-1064-A1-R4_MC03g05246	A1	1252	369	aAutosome	aAutosome	NON	NON	5.68348	1252	919.991	913	8.86897
MvSl-1064-A1-R4_MC03g05247	A1	3923	1134	aAutosome	aAutosome	NON	NON	6.0572	3923	3590.99	1391	2.95647
MvSl-1064-A1-R4_MC03g05248	A1	1005	210	aAutosome	aAutosome	NON	NON	5.3706	1005	672.991	711	9.77529
MvSl-1064-A1-R4_MC03g05249	A1	1040	266	aAutosome	aAutosome	NON	NON	5.60347	1040	707.991	841	10.9186
MvSl-1064-A1-R4_MC03g05250	A1	1826	457	aAutosome	aAutosome	NON	NON	6.68449	1826	1493.99	1874	10.934
MvSl-1064-A1-R4_MC03g05251	A1	499	119	aAutosome	aAutosome	NON	NON	4.19968	499	200.98	302	14.2374
MvSl-1064-A1-R4_MC03g05252	A1	1555	410	aAutosome	aAutosome	NON	NON	6.55866	1555	1222.99	1788	12.2279
MvSl-1064-A1-R4_MC03g05253	A1	1699	446	aAutosome	aAutosome	NON	NON	4.39203	1699	1366.99	360	2.43946
MvSl-1064-A1-R4_MC03g05254	A1	1710	471	aAutosome	aAutosome	NON	NON	6.41869	1710	1377.99	1390	9.96648
MvSl-1064-A1-R4_MC03g05255	A1	1275	302	aAutosome	aAutosome	NON	NON	6.40554	1275	942.991	1486	14.2985
MvSl-1064-A1-R4_MC03g05256	A1	2177	590	aAutosome	aAutosome	NON	NON	6.83402	2177	1844.99	2107	9.81914
MvSl-1064-A1-R4_MC03g05257	A1	2783	719	aAutosome	aAutosome	NON	NON	5.97374	2783	2450.99	1385.68	4.11404
MvSl-1064-A1-R4_MC03g05258	A1	1409	417	aAutosome	aAutosome	NON	NON	5.62248	1409	1076.99	941.03	7.24911
MvSl-1064-A1-R4_MC03g05259	A1	1712	492	aAutosome	aAutosome	NON	NON	2.14371	1712	1379.99	81.0642	0.498597
MvSl-1064-A1-R4_MC03g05260	A1	881	181	aAutosome	aAutosome	NON	NON	4.97817	881	550.836	630.407	9.05281
MvSl-1064-A1-R4_MC03g05261	A1	4873	1278	aAutosome	aAutosome	NON	NON	7.19391	4873	4540.99	2818.2	5.12157
MvSl-1064-A1-R4_MC03g05262	A1	2811	890	aAutosome	aAutosome	NON	NON	6.34675	2811	2478.99	1502.08	5.21211
MvSl-1064-A1-R4_MC03g05263	A1	268	74	aAutosome	aAutosome	NON	NON	4.436	268	56.5621	436.403	59.3752
MvSl-1064-A1-R4_MC03g05266	A1	759	190	aAutosome	aAutosome	NON	NON	3.49603	759	432.888	213.61	4.07203
MvSl-1064-A1-R4_MC03g05268	A1	2430	731	aAutosome	aAutosome	NON	NON	5.14697	2430	2097.99	666.829	2.67505
MvSl-1064-A1-R4_MC04-1g05270	A1	552	101	aAutosome	aAutosome	NON	NON	1.23249	552	245.242	41.6607	1.42232
MvSl-1064-A1-R4_MC04-1g05272	A1	2681	762	aAutosome	aAutosome	NON	NON	3.34046	2681	2348.99	194.188	0.679669
MvSl-1064-A1-R4_MC04-1g05273	A1	960	230	aAutosome	aAutosome	NON	NON	5.57887	960	628.314	907.69	12.0395
MvSl-1064-A1-R4_MC04-1g05274	A1	558	185	aAutosome	aAutosome	NON	NON	4.29573	558	250.152	347.203	12.23
MvSl-1064-A1-R4_MC04-1g05275	A1	2633	762	aAutosome	aAutosome	NON	NON	4.13805	2633	2300.99	312.21	1.21209
MvSl-1064-A1-R4_MC04-1g05278	A1	364	62	aAutosome	aAutosome	NON	NON	2.15248	364	104.86	82.9564	6.36566
MvSl-1064-A1-R4_MC04-1g05280	A1	237	78	aAutosome	aAutosome	NON	NON	3.50086	237	45.3098	248	39.2555
MvSl-1064-A1-R4_MC04-1g05281	A1	177	58	aAutosome	aAutosome	NON	NON	2.88209	177	27.3981	153	42.8836
MvSl-1064-A1-R4_MC04-1g05282	A1	481	125	aAutosome	aAutosome	Down	DE	-2.73706	481	186.748	1.04786	0.045672
MvSl-1064-A1-R4_MC04-1g05283	A1	2644	791	aAutosome	aAutosome	NON	NON	2.42259	2644	2311.99	87.3079	0.366327
MvSl-1064-A1-R4_MC04-1g05284	A1	2636	763	aAutosome	aAutosome	NON	NON	3.89301	2636	2303.99	255.849	1.02128
MvSl-1064-A1-R4_MC04-1g05285	A1	1270	321	aAutosome	aAutosome	NON	NON	3.05193	1270	937.991	161	1.38791
MvSl-1064-A1-R4_MC04-1g05286	A1	573	190	aAutosome	aAutosome	NON	NON	1.27937	573	263.37	38	1.39867
MvSl-1064-A1-R4_MC04-1g05293	A1	2621	758	aAutosome	aAutosome	NON	NON	5.18171	2621	2288.99	700.25	2.51336
MvSl-1064-A1-R4_MC04-1g05294	A1	1018	126	aAutosome	aAutosome	NON	NON	5.019	1018	685.991	537	7.54216
MvSl-1064-A1-R4_MC04-1g05295	A1	2079	469	aAutosome	aAutosome	NON	NON	7.04277	2079	1746.99	1920	12.4018
MvSl-1064-A1-R4_MC04-1g05296	A1	1681	535	aAutosome	aAutosome	NON	NON	4.7394	1681	1348.99	561	3.15064
MvSl-1064-A1-R4_MC04-1g05298	A1	1976	414	aAutosome	aAutosome	NON	NON	5.88397	1976	1643.99	984	5.74393
MvSl-1064-A1-R4_MC04-1g05305	A1	1146	325	aAutosome	aAutosome	NON	NON	6.41935	1146	813.991	1486	16.7328
MvSl-1064-A1-R4_MC04-1g05306	A1	1672	524	aAutosome	aAutosome	NON	NON	6.47181	1672	1339.99	1427	10.6514
MvSl-1064-A1-R4_MC04-1g05307	A1	2542	530	aAutosome	aAutosome	NON	NON	6.96962	2542	2209.99	2397	9.00418
MvSl-1064-A1-R4_MC04-1g05308	A1	2179	699	aAutosome	aAutosome	Down	DE	3.72252	2179	1846.99	225	1.13268
MvSl-1064-A1-R4_MC04-1g05309	A1	537	143	aAutosome	aAutosome	NON	NON	5.70484	537	232.615	877.211	35.1375
MvSl-1064-A1-R4_MC04-1g05310	A1	276	91	aAutosome	aAutosome	Up	DE	5.62562	276	60.2043	984	127.692
MvSl-1064-A1-R4_MC04-1g05311	A1	2987	886	aAutosome	aAutosome	NON	NON	7.51883	2987	2654.99	3534	10.9721
MvSl-1064-A1-R4_MC04-1g05312	A1	3197	704	aAutosome	aAutosome	NON	NON	1.31779	3197	2864.99	66.8963	0.142575
MvSl-1064-A1-R4_MC04-1g05313	A1	2073	474	aAutosome	aAutosome	NON	NON	1.16555	2073	1740.99	43	0.196051
MvSl-1064-A1-R4_MC04-1g05317	A1	393	130	aAutosome	aAutosome	NON	NON	1.14512	393	123.091	37	2.65193
MvSl-1064-A1-R4_MC04-1g05322	A1	252	57	aAutosome	aAutosome	NON	NON	4.0982	252	50.7441	482	56.874
MvSl-1064-A1-R4_MC04-1g05323	A1	3058	929	aAutosome	aAutosome	Down	DE	6.75912	3058	2725.99	1848.21	6.3441
MvSl-1064-A1-R4_MC04-1g05324	A1	1149	283	aAutosome	aAutosome	NON	NON	5.45761	1149	816.991	796	8.52628
MvSl-1064-A1-R4_MC04-1g05325	A1	1650	466	aAutosome	aAutosome	NON	NON	3.83605	1650	1317.99	283	1.71128
MvSl-1064-A1-R4_MC04-1g05328	A1	1254	259	aAutosome	aAutosome	NON	NON	5.46662	1254	921.991	820	7.5985
MvSl-1064-A1-R4_MC04-1g05329	A1	1662	292	aAutosome	aAutosome	NON	NON	7.78625	1662	1329.99	3928	26.403
MvSl-1064-A1-R4_MC04-1g05332	A1	4040	1182	aAutosome	aAutosome	NON	NON	6.78807	4040	3707.99	2000	4.73784
MvSl-1064-A1-R4_MC04-1g05333	A1	2667	831	aAutosome	aAutosome	NON	NON	5.94158	2667	2334.99	896	4.32019
MvSl-1064-A1-R4_MC04-1g05334	A1	2621	552	aAutosome	aAutosome	NON	NON	6.97429	2621	2288.99	2231	8.74102
MvSl-1064-A1-R4_MC04-1g05336	A1	1859	457	aAutosome	aAutosome	NON	NON	10.073	1859	1526.99	15720	115.93
MvSl-1064-A1-R4_MC04-1g05337	A1	2246	638	aAutosome	aAutosome	NON	NON	5.80715	2246	1913.99	1032	4.64137
MvSl-1064-A1-R4_MC04-1g05339	A1	204	67	aAutosome	aAutosome	NON	NON	2.16116	204	35.626	66.5697	19.9903
MvSl-1064-A1-R4_MC04-1g05341	A1	1620	344	aAutosome	aAutosome	NON	NON	7.95773	1620	1287.99	3991	31.0705
MvSl-1064-A1-R4_MC04-1g05342	A1	735	244	aAutosome	aAutosome	NON	NON	5.63666	735	410.154	901	19.1144
MvSl-1064-A1-R4_MC04-1g05343	A1	1387	165	aAutosome	aAutosome	NON	NON	4.84038	1387	1054.99	459	4.35581
MvSl-1064-A1-R4_MC04-1g05344	A1	1195	170	aAutosome	aAutosome	NON	NON	5.62423	1195	862.991	626	9.78566
MvSl-1064-A1-R4_MC04-1g05345	A1	3251	1014	aAutosome	aAutosome	NON	NON	2.26856	3251	2918.99	99	0.258246
MvSl-1064-A1-R4_MC04-1g05346	A1	3160	1007	aAutosome	aAutosome	NON	NON	7.9231	3160	2827.99	4928.79	13.664
MvSl-1064-A1-R4_MC04-1g05347	A1	1687	529	aAutosome	aAutosome	NON	NON	4.44068	1687	1354.99	396	2.53558
MvSl-1064-A1-R4_MC04-1g05351	A1	1124	276	aAutosome	aAutosome	NON	NON	4.5362	1124	791.991	329	4.8204
MvSl-1064-A1-R4_MC04-1g05352	A1	1036	266	aAutosome	aAutosome	NON	NON	7.80026	1036	703.991	3337	51.62
MvSl-1064-A1-R4_MC04-1g05354	A1	1075	261	aAutosome	aAutosome	NON	NON	3.71726	1075	742.991	262.222	2.79543
MvSl-1064-A1-R4_MC04-1g05356	A1	2389	711	aAutosome	aAutosome	NON	NON	7.0359	2389	2056.99	2487	10.1282
MvSl-1064-A1-R4_MC04-1g05357	A1	3019	516	aAutosome	aAutosome	NON	NON	9.17174	3019	2686.99	10550	34.1247
MvSl-1064-A1-R4_MC04-1g05358	A1	156	51	aAutosome	aAutosome	NON	NON	4.92116	156	21.1228	529.911	228.9
MvSl-1064-A1-R4_MC04-1g05366	A1	731	213	aAutosome	aAutosome	NON	NON	4.69246	731	406.237	457	10.0203
MvSl-1064-A1-R4_MC04-1g05367	A1	2418	695	aAutosome	aAutosome	NON	NON	6.15178	2418	2085.99	1289	5.41343
MvSl-1064-A1-R4_MC04-1g05368	A1	1315	227	aAutosome	aAutosome	NON	NON	5.75209	1315	982.991	800	8.94726
MvSl-1064-A1-R4_MC04-1g05369	A1	2120	567	aAutosome	aAutosome	NON	NON	4.52845	2120	1787.99	363	2.07626
MvSl-1064-A1-R4_MC04-1g05370	A1	1196	261	aAutosome	aAutosome	NON	NON	5.92079	1196	863.991	1153	11.112
MvSl-1064-A1-R4_MC04-1g05371	A1	573	91	aAutosome	aAutosome	NON	NON	6.31115	573	263.37	1330	47.4706
MvSl-1064-A1-R4_MC04-1g05372	A1	1236	321	aAutosome	aAutosome	NON	NON	6.59863	1236	903.991	1746	17.0228
MvSl-1064-A1-R4_MC04-1g05373	A1	3451	818	aAutosome	aAutosome	Up	DE	6.50934	3451	3118.99	1530.15	4.67163
MvSl-1064-A1-R4_MC04-1g05374	A1	591	154	aAutosome	aAutosome	NON	NON	2.03895	591	278.569	96	2.33079
MvSl-1064-A1-R4_MC04-1g05375	A1	547	162	aAutosome	aAutosome	NON	NON	0.0498549	547	241.053	16	0.610043
MvSl-1064-A1-R4_MC04-1g05380	A1	4826	1276	aAutosome	aAutosome	NON	NON	3.2724	4826	4493.99	207.006	0.340746
MvSl-1064-A1-R4_MC04-1g05390	A1	4642	1430	aAutosome	aAutosome	NON	NON	5.76138	4642	4309.99	979.789	1.99929
MvSl-1064-A1-R4_MC04-1g05392	A1	6599	1928	aAutosome	aAutosome	NON	NON	0.978714	6599	6266.99	28.7582	0.0479905
MvSl-1064-A1-R4_MC04-1g05412	A1	5889	1313	aAutosome	aAutosome	NON	NON	2.60487	5889	5556.99	106.749	0.171437
MvSl-1064-A1-R4_MC04-1g05415	A1	5124	1493	aAutosome	aAutosome	NON	NON	5.70018	5124	4791.99	839.656	1.74287
MvSl-1064-A1-R4_MC04-1g05419	A1	3112	914	aAutosome	aAutosome	NON	NON	2.41801	3112	2779.99	108.868	0.301511
MvSl-1064-A1-R4_MC04-1g05438	A1	2267	563	aAutosome	aAutosome	NON	NON	7.29315	2267	1934.99	2839	12.8837
MvSl-1064-A1-R4_MC04-1g05439	A1	1165	355	aAutosome	aAutosome	NON	NON	3.89204	1165	832.991	259	2.8186
MvSl-1064-A1-R4_MC04-1g05440	A1	1799	405	aAutosome	aAutosome	NON	NON	5.91296	1799	1466.99	1173	6.51564
MvSl-1064-A1-R4_MC04-1g05441	A1	2372	601	aAutosome	aAutosome	Up	DE	7.71173	2372	2039.99	3945	16.3199
MvSl-1064-A1-R4_MC04-1g05444	A1	1988	523	aAutosome	aAutosome	NON	NON	1.69763	1988	1655.99	74.914	0.308109
MvSl-1064-A1-R4_MC04-1g05446	A1	535	123	aAutosome	aAutosome	NON	NON	1.81892	535	230.816	63.5401	2.30769
MvSl-1064-A1-R4_MC04-1g05447	A1	2768	531	aAutosome	aAutosome	NON	NON	3.94276	2768	2435.99	277.617	0.997636
MvSl-1064-A1-R4_MC04-1g05449	A1	1003	184	aAutosome	aAutosome	NON	NON	4.27182	1003	670.991	377	4.54718
MvSl-1064-A1-R4_MC04-1g05450	A1	753	188	aAutosome	aAutosome	NON	NON	3.91464	753	427.062	285	5.53617
MvSl-1064-A1-R4_MC04-1g05451	A1	1268	169	aAutosome	aAutosome	NON	NON	5.74971	1268	935.991	926	9.151
MvSl-1064-A1-R4_MC04-1g05452	A1	2454	607	aAutosome	aAutosome	NON	NON	3.84789	2454	2121.99	276	1.07096
MvSl-1064-A1-R4_MC04-1g05453	A1	4851	1457	aAutosome	aAutosome	NON	NON	7.95363	4851	4518.99	5208	8.76042
MvSl-1064-A1-R4_MC04-1g05454	A1	2597	724	aAutosome	aAutosome	NON	NON	5.67352	2597	2264.99	806	3.63299
MvSl-1064-A1-R4_MC04-1g05455	A1	645	214	aAutosome	aAutosome	NON	NON	4.45018	645	326.367	364	10.5674
MvSl-1064-A1-R4_MC04-1g05456	A1	354	117	aAutosome	aAutosome	NON	NON	2.53966	354	99.1089	93	8.9457
MvSl-1064-A1-R4_MC04-1g05457	A1	471	156	aAutosome	aAutosome	NON	NON	2.99898	471	179.095	142	6.84788
MvSl-1064-A1-R4_MC04-1g05458	A1	1377	458	aAutosome	aAutosome	NON	NON	4.35045	1377	1044.99	346	3.10234
MvSl-1064-A1-R4_MC04-1g05459	A1	1035	214	aAutosome	aAutosome	NON	NON	5.34926	1035	702.991	695	9.22855
MvSl-1064-A1-R4_MC04-1g05460	A1	2672	762	aAutosome	aAutosome	NON	NON	6.58955	2672	2339.99	1819	6.53295
MvSl-1064-A1-R4_MC04-1g05462	A1	1559	491	aAutosome	aAutosome	NON	NON	0.48908	1559	1226.99	27.2167	0.168785
