gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	bPARt8	youngold	DE	haploid
MvSl-1064-A2-R4_MC02g03630	1344	447	1341	1.002237136	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03635	1551	516	1548	1.001937984	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03638	258	85	255	1.011764706	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03639	8118	2705	8115	1.000369686	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03640	2433	810	2430	1.001234568	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03648	5985	1994	5982	1.000501505	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03651	4362	1453	4359	1.000688231	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03653	402	133	399	1.007518797	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03654	6423	2140	6420	1.00046729	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03659	1368	455	1365	1.002197802	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03660	1443	480	1440	1.002083333	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03661	1827	608	1824	1.001644737	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03662	5454	1817	5451	1.000550358	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03664	1002	333	999	1.003003003	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03665	297	98	294	1.010204082	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03667	1524	507	1521	1.001972387	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03669	1152	383	1149	1.002610966	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03670	780	259	777	1.003861004	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03671	693	230	690	1.004347826	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03672	2175	724	2172	1.001381215	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03674	2097	698	2094	1.001432665	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03683	6945	2314	6942	1.000432152	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03734	1389	462	1386	1.002164502	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03735	489	162	486	1.00617284	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03736	3150	1049	3147	1.000953289	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03737	186	61	183	1.016393443	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03738	339	112	336	1.008928571	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03739	339	112	336	1.008928571	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03740	867	288	864	1.003472222	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03741	558	185	555	1.005405405	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03742	1101	366	1098	1.00273224	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03743	261	86	258	1.011627907	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03744	753	250	750	1.004	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03745	1095	364	1092	1.002747253	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03748	492	163	489	1.006134969	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03751	3438	1145	3435	1.000873362	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03755	294	97	291	1.010309278	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03758	1635	544	1632	1.001838235	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03759	216	71	213	1.014084507	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03760	429	142	426	1.007042254	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03761	516	171	513	1.005847953	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03762	315	104	312	1.009615385	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC02g03763	786	261	783	1.003831418	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03764	1659	552	1656	1.001811594	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03765	1005	334	1002	1.002994012	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03766	1446	481	1443	1.002079002	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03767	1194	397	1191	1.002518892	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03768	1956	651	1953	1.001536098	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03769	1638	545	1635	1.001834862	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03771	654	217	651	1.004608295	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03772	171	56	168	1.017857143	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03773	612	203	609	1.004926108	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03776	180	59	177	1.016949153	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC02g03777	210	69	207	1.014492754	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03779	960	319	957	1.003134796	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03781	147	48	144	1.020833333	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03782	4260	1419	4257	1.000704722	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03783	1005	334	1002	1.002994012	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03784	558	185	555	1.005405405	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03785	3318	1105	3315	1.000904977	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03788	228	75	225	1.013333333	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03791	972	323	969	1.003095975	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC02g03794	303	100	300	1.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03795	510	169	507	1.00591716	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03796	2094	697	2091	1.00143472	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03797	363	120	360	1.008333333	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03802	1005	334	1002	1.002994012	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03803	1647	548	1644	1.001824818	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03804	1194	397	1191	1.002518892	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03805	486	161	483	1.00621118	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03806	1383	460	1380	1.002173913	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03807	3138	1045	3135	1.000956938	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03808	1404	467	1401	1.002141328	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03809	1992	663	1989	1.001508296	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03810	3987	1328	3984	1.000753012	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03811	831	276	828	1.003623188	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03813	3210	1069	3207	1.000935454	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03814	1275	424	1272	1.002358491	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03815	1389	462	1386	1.002164502	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03816	315	104	312	1.009615385	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03817	1290	429	1287	1.002331002	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03819	186	61	183	1.016393443	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03820	360	119	357	1.008403361	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03821	960	319	957	1.003134796	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03822	2094	697	2091	1.00143472	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03824	1494	497	1491	1.002012072	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03825	462	153	459	1.006535948	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03826	585	194	582	1.005154639	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03827	558	185	555	1.005405405	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03829	525	174	522	1.005747126	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03830	1131	376	1128	1.002659574	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03831	1914	637	1911	1.001569859	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03833	513	170	510	1.005882353	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03835	1224	407	1221	1.002457002	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03836	1119	372	1116	1.002688172	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03839	1884	627	1881	1.001594896	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03840	1722	573	1719	1.001745201	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03841	873	290	870	1.003448276	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03842	660	219	657	1.00456621	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03846	3828	1275	3825	1.000784314	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03847	2856	951	2853	1.001051525	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03848	5193	1730	5190	1.000578035	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03850	2163	720	2160	1.001388889	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03851	291	96	288	1.010416667	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03852	951	316	948	1.003164557	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03853	150	49	147	1.020408163	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03854	1212	403	1209	1.00248139	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03855	5013	1670	5010	1.000598802	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03857	1065	354	1062	1.002824859	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03858	1761	586	1758	1.001706485	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03859	1302	433	1299	1.002309469	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC02g03860	834	277	831	1.003610108	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03861	2199	732	2196	1.00136612	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03862	1725	574	1722	1.00174216	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03863	1461	486	1458	1.002057613	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03864	642	213	639	1.004694836	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03865	3897	1298	3894	1.000770416	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03866	1692	563	1689	1.001776199	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03867	297	98	294	1.010204082	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03868	1023	340	1020	1.002941176	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03869	2457	818	2454	1.001222494	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03870	2235	744	2232	1.001344086	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03871	2028	675	2025	1.001481481	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03874	789	262	786	1.003816794	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03875	2544	847	2541	1.001180638	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03876	1101	366	1098	1.00273224	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03877	4110	1369	4107	1.00073046	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03878	609	202	606	1.004950495	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03879	4650	1549	4647	1.000645578	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03880	1800	599	1797	1.001669449	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03881	2013	670	2010	1.001492537	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03884	6156	2051	6153	1.000487567	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03886	2106	701	2103	1.001426534	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03888	1548	515	1545	1.001941748	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03889	216	71	213	1.014084507	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03891	1305	434	1302	1.002304147	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC02g03892	2640	879	2637	1.001137656	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03893	2043	680	2040	1.001470588	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03894	2076	691	2073	1.001447178	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03895	1500	499	1497	1.002004008	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03896	1809	602	1806	1.00166113	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03897	633	210	630	1.004761905	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03898	525	174	522	1.005747126	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03899	4650	1549	4647	1.000645578	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03900	513	170	510	1.005882353	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03901	546	181	543	1.005524862	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03902	321	106	318	1.009433962	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03903	2157	718	2154	1.001392758	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03904	1041	346	1038	1.002890173	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03905	1959	652	1956	1.001533742	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03906	753	250	750	1.004	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03907	1344	447	1341	1.002237136	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03909	1134	377	1131	1.00265252	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03910	1665	554	1662	1.001805054	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03911	174	57	171	1.01754386	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03912	3258	1085	3255	1.000921659	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03913	1035	344	1032	1.002906977	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03914	1395	464	1392	1.002155172	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03915	1533	510	1530	1.001960784	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03916	1290	429	1287	1.002331002	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03917	2781	926	2778	1.001079914	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03918	726	241	723	1.004149378	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03919	1032	343	1029	1.002915452	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03920	1806	601	1803	1.001663894	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03923	1389	462	1386	1.002164502	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03924	216	71	213	1.014084507	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03925	1479	492	1476	1.00203252	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03926	231	76	228	1.013157895	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03927	1305	434	1302	1.002304147	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03928	1086	361	1083	1.002770083	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03929	246	81	243	1.012345679	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03930	633	210	630	1.004761905	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03931	225	74	222	1.013513514	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03932	441	146	438	1.006849315	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03934	1059	352	1056	1.002840909	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03935	936	311	933	1.003215434	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03936	147	48	144	1.020833333	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03937	672	223	669	1.004484305	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03942	1278	425	1275	1.002352941	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC02g03943	258	85	255	1.011764706	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03944	453	150	450	1.006666667	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03945	639	212	636	1.004716981	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03946	267	88	264	1.011363636	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03947	228	75	225	1.013333333	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03948	1254	417	1251	1.002398082	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03949	2385	794	2382	1.001259446	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03950	813	270	810	1.003703704	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03951	777	258	774	1.003875969	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03952	1149	382	1146	1.002617801	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03957	1026	341	1023	1.002932551	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03958	2985	994	2982	1.001006036	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03959	1008	335	1005	1.002985075	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03960	717	238	714	1.004201681	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03961	2490	829	2487	1.001206273	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03962	432	143	429	1.006993007	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03963	1056	351	1053	1.002849003	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03964	867	288	864	1.003472222	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03965	2583	860	2580	1.001162791	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03966	1539	512	1536	1.001953125	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03967	864	287	861	1.003484321	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03968	729	242	726	1.004132231	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03969	1191	396	1188	1.002525253	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03970	1566	521	1563	1.001919386	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03971	777	258	774	1.003875969	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03972	1092	363	1089	1.002754821	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03973	1740	579	1737	1.001727116	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03974	3045	1014	3042	1.000986193	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03975	4092	1363	4089	1.000733676	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03976	1383	460	1380	1.002173913	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03977	516	171	513	1.005847953	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03978	1353	450	1350	1.002222222	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03979	1113	370	1110	1.002702703	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03980	1413	470	1410	1.00212766	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03981	1299	432	1296	1.002314815	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03982	1521	506	1518	1.001976285	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03983	150	49	147	1.020408163	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03984	2421	806	2418	1.001240695	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03985	1194	397	1191	1.002518892	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03986	2844	947	2841	1.001055966	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03987	1230	409	1227	1.002444988	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03988	3039	1012	3036	1.000988142	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03989	1938	645	1935	1.001550388	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03990	1374	457	1371	1.002188184	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03991	2274	757	2271	1.001321004	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g03992	1077	358	1074	1.002793296	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03993	1227	408	1224	1.00245098	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03994	474	157	471	1.006369427	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03995	786	261	783	1.003831418	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03996	1665	554	1662	1.001805054	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03997	417	138	414	1.007246377	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03998	909	302	906	1.003311258	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03999	1122	373	1119	1.002680965	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04000	861	286	858	1.003496503	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04001	4107	1368	4104	1.000730994	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04002	597	198	594	1.005050505	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04003	1110	369	1107	1.002710027	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04004	1521	506	1518	1.001976285	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04005	1317	438	1314	1.002283105	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04006	639	212	636	1.004716981	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04007	168	55	165	1.018181818	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04008	807	268	804	1.003731343	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04009	840	279	837	1.003584229	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04010	597	198	594	1.005050505	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04011	1170	389	1167	1.002570694	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04012	990	329	987	1.003039514	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04013	1725	574	1722	1.00174216	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04014	906	301	903	1.003322259	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04016	1824	607	1821	1.001647446	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04017	447	148	444	1.006756757	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04018	150	49	147	1.020408163	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04019	1917	638	1914	1.001567398	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04020	2625	874	2622	1.001144165	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04021	663	220	660	1.004545455	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04022	276	91	273	1.010989011	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04023	255	84	252	1.011904762	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04024	639	212	636	1.004716981	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04025	681	226	678	1.004424779	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04026	2454	817	2451	1.00122399	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04027	288	95	285	1.010526316	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04028	720	239	717	1.0041841	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04029	1425	474	1422	1.002109705	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g04030	2700	899	2697	1.001112347	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04031	1197	398	1194	1.002512563	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04032	1050	349	1047	1.00286533	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g04033	2733	910	2730	1.001098901	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04034	2541	846	2538	1.001182033	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04035	993	330	990	1.003030303	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04036	441	146	438	1.006849315	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04037	789	262	786	1.003816794	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04038	1803	600	1800	1.001666667	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04039	2202	733	2199	1.001364256	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04040	846	281	843	1.003558719	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04041	447	148	444	1.006756757	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04042	459	152	456	1.006578947	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04043	309	102	306	1.009803922	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04045	264	87	261	1.011494253	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04046	1389	462	1386	1.002164502	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC02g04047	2433	810	2430	1.001234568	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04048	1191	396	1188	1.002525253	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04050	612	203	609	1.004926108	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04053	1410	469	1407	1.002132196	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04054	1239	412	1236	1.002427184	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04055	1713	570	1710	1.001754386	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04056	1308	435	1305	1.002298851	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04058	501	166	498	1.006024096	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04059	5814	1937	5811	1.000516262	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04060	516	171	513	1.005847953	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC02g04061	3024	1007	3021	1.000993049	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04062	339	112	336	1.008928571	Auto	Auto	NON	A2
