gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	gida1	cdsa1	prota1	reversecdsa1	cdsa1expest	cdsratioa1a2	protratioa1a2	bPARt8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A2-R4_MC08-1g08778	3350	824	2472	1.355177994	MvSl-1064-A1-R4_MC08g08513	3350	824	2472	1.355177994	1.000	1.000	Auto	Auto	701363	703057	6.996114939	0.358637632	0.059687607	0.488511718	7.230531559	7.095046025	6.694091293	6.909804112	NON
MvSl-1064-A2-R4_MC02g04128	1009	255	765	1.318954248	MvSl-1064-A1-R4_MC02g03850	1009	255	765	1.318954248	1.000	1.000	Auto	Auto	1637576	1642703	1.654297817	0.840290188	0.059747382	0.488554777	1.731871886	2.248371186	1.627023664	0.587221014	NON
MvSl-1064-A2-R4_MC01g02322	218	42	126	1.73015873	MvSl-1064-A1-R4_MC01-1g02041	218	42	126	1.73015873	1.000	1.000	Auto	Auto	433526	434475	0.835203101	0.830225948	0.05994766	0.489526022	1.037625052	1.322441863	0.497214348	0.299035987	NON
MvSl-1064-A2-R4_MC01g02346	353	92	276	1.278985507	MvSl-1064-A1-R4_MC01-1g02065	353	92	276	1.278985507	1.000	1.000	Auto	Auto	472395	474499	0.030205052	-1.025538597	0.060030027	0.489526022	-0.451579696	-0.600523601	0.005043494	0.712255988	NON
MvSl-1064-A2-R4_MC02g04255	1757	464	1392	1.262212644	MvSl-1064-A1-R4_MC02g03977	1757	464	1392	1.262212644	1.000	1.000	Auto	Auto	1923468	1924745	3.669564331	-0.999301308	0.059991273	0.489526022	3.768723664	1.752932264	3.444371544	4.517394649	NON
MvSl-1064-A2-R4_MC01g02315	1258	367	1101	1.142597639	MvSl-1064-A1-R4_MC01-1g02034	1258	367	1101	1.142597639	1.000	1.000	Auto	Auto	426020	427035	8.478708198	0.543166945	0.060367395	0.490318715	8.317292445	9.04232114	8.36521822	7.971789124	NON
MvSl-1064-A2-R4_MC02g03507	4813	1516	4548	1.05826737	MvSl-1064-A1-R4_MC02g03227	4813	1516	4548	1.05826737	1.000	1.000	Auto	Auto	174492	176206	5.979783887	-0.407404073	0.060495379	0.490318715	5.940619858	5.55775031	6.03664019	6.289359647	NON
MvSl-1064-A2-R4_MC02g04313	1554	452	1356	1.146017699	MvSl-1064-A1-R4_MC02g04035	1554	452	1356	1.146017699	1.000	1.000	Auto	Auto	2065348	2070399	6.331805279	-0.3532051	0.060494504	0.490318715	6.088042048	6.198592606	6.585238012	6.403476521	NON
MvSl-1064-A2-R4_MC09g09791	1415	404	1212	1.167491749	MvSl-1064-A1-R4_MC09-2g09517	1415	404	1212	1.167491749	1.000	1.000	Auto	Auto	1515570	1516664	6.405086331	0.381573546	0.060407046	0.490318715	6.374828409	6.765391521	6.263843977	6.137833773	NON
MvSl-1064-A2-R4_MC12g11071	348	69	207	1.68115942	MvSl-1064-A1-R4_MC12g10808	348	69	207	1.68115942	1.000	1.000	Auto	Auto	186091	186328	5.241982932	0.432578693	0.060425126	0.490318715	5.432329924	5.452147329	4.84985146	5.155501029	NON
MvSl-1064-A2-R4_MC12g11271	5563	1595	4785	1.162591432	MvSl-1064-A1-R4_MC12g11008	5563	1595	4785	1.162591432	1.000	1.000	Auto	Auto	683302	684940	7.636236977	0.379777805	0.06051021	0.490318715	7.811963206	7.815423164	7.422025139	7.44605902	NON
MvSl-1064-A2-R4_MC01g01991	720	213	639	1.126760563	MvSl-1064-A1-R4_MC01-1g01710	735	218	654	1.123853211	1.021	1.023	Auto	Auto	31714	32073	3.841366884	-0.664354042	0.060912466	0.492865589	2.936674776	3.860067227	4.36998113	3.845825559	NON
MvSl-1064-A2-R4_MC01g02652	831	276	828	1.003623188	MvSl-1064-A1-R4_MC01-1g02370	831	276	828	1.003623188	1.000	1.000	Auto	Auto	1112745	1113716	5.173043766	0.439484376	0.060989504	0.492865589	5.194796252	5.537239071	5.016714834	4.854586318	NON
MvSl-1064-A2-R4_MC07g08328	825	274	822	1.003649635	MvSl-1064-A1-R4_MC07g08063	825	274	822	1.003649635	1.000	1.000	Auto	Auto	1296316	1298729	5.955910256	0.564108432	0.060953539	0.492865589	5.654512285	6.610891131	5.91293191	5.321723075	NON
MvSl-1064-A2-R4_MC01g02103	3110	767	2301	1.351586267	MvSl-1064-A1-R4_MC01-1g01822	3110	767	2301	1.351586267	1.000	1.000	Auto	Auto	157897	159517	6.559467104	0.370091738	0.061184694	0.49310902	6.580870884	6.870032888	6.448152425	6.272536365	NON
MvSl-1064-A2-R4_MC01g02822	1486	381	1143	1.300087489	MvSl-1064-A1-R4_MC01-1g02540	1486	381	1143	1.300087489	1.000	1.000	Auto	Auto	1534115	1536614	3.780319708	-0.558461903	0.061111164	0.49310902	3.658288692	3.264633617	3.90794211	4.140997802	NON
MvSl-1064-A2-R4_MC02g04285	1505	368	1104	1.363224638	MvSl-1064-A1-R4_MC02g04007	1505	368	1104	1.363224638	1.000	1.000	Auto	Auto	1991600	1992119	5.202683332	0.415859068	0.061142738	0.49310902	5.327971072	5.460550808	5.026780607	4.933761983	NON
MvSl-1064-A2-R4_MC01g02705	3359	967	2901	1.157876594	MvSl-1064-A1-R4_MC01-1g02423	3359	967	2901	1.157876594	1.000	1.000	Auto	Auto	1242200	1245678	6.04059584	-0.406715436	0.061269536	0.493349128	6.047106379	5.55775031	6.181538855	6.275072398	NON
MvSl-1064-A2-R4_MC01g03395	258	85	255	1.011764706	MvSl-1064-A1-R4_MC01-2g03115	258	85	255	1.011764706	1.000	1.000	Auto	Auto	2919656	2921037	2.818577365	-0.620409292	0.061340537	0.493477459	2.639026841	2.294226366	2.947210673	3.217306241	NON
MvSl-1064-A2-R4_MC03g05138	372	123	369	1.008130081	MvSl-1064-A1-R4_MC03g04860	372	123	369	1.008130081	1.000	1.000	Auto	Auto	1485289	1489152	1.019550736	-0.823708545	0.061468422	0.494062779	0.795484859	0.28942985	1.347537052	1.347736043	NON
MvSl-1064-A2-R4_MC02g03978	1633	450	1350	1.20962963	MvSl-1064-A1-R4_MC02g03700	1633	450	1350	1.20962963	1.000	1.000	Auto	Auto	1300851	1302027	6.195031827	0.392524827	0.061727467	0.494371366	6.158066566	6.56875769	6.08078864	5.884637382	NON
MvSl-1064-A2-R4_MC05g07033	1231	297	891	1.381593715	MvSl-1064-A1-R4_MC05-3g06769	1231	297	891	1.381593715	1.000	1.000	Auto	Auto	746193	746538	0.143615656	-1.033490797	0.0616841	0.494371366	-0.350879619	-0.492760713	0.933672404	-0.06145975	NON
MvSl-1064-A2-R4_MC07g08248	2237	595	1785	1.253221289	MvSl-1064-A1-R4_MC07g07983	2237	595	1785	1.253221289	1.000	1.000	Auto	Auto	1097289	1099607	1.911069193	-0.696477501	0.061631951	0.494371366	1.50883821	1.54106134	2.062366043	2.333055693	NON
MvSl-1064-A2-R4_MC08-1g08716	318	105	315	1.00952381	MvSl-1064-A1-R4_MC08g08451	318	105	315	1.00952381	1.000	1.000	Auto	Auto	536201	536484	2.956945913	-0.602897633	0.061603319	0.494371366	2.428487343	2.797196096	3.251844014	3.188896959	NON
MvSl-1064-A2-R4_MC15g12316	1285	231	693	1.854256854	MvSl-1064-A1-R4_MC15g12067	1285	231	693	1.854256854	1.000	1.000	Auto	Auto	134046	135304	8.076608277	0.512120377	0.061787966	0.494414065	7.944186257	8.601673263	8.018491821	7.537969083	NON
MvSl-1064-A2-R4_MC06-2g07341	6172	1870	5610	1.100178253	MvSl-1064-A1-R4_MC06g07076	6172	1870	5610	1.100178253	1.000	1.000	Auto	Auto	612733	619013	4.650096027	0.466847101	0.062091586	0.496400355	4.709229877	5.005236162	4.328266717	4.468006006	NON
MvSl-1064-A2-R4_MC01g02108	995	278	834	1.193045564	MvSl-1064-A1-R4_MC01-1g01827	995	278	834	1.193045564	1.000	1.000	Auto	Auto	163110	164564	3.959954585	-0.639781931	0.062682391	0.50051712	3.866082	3.287486389	3.785235216	4.58708521	NON
MvSl-1064-A2-R4_MC04-1g06216	2528	594	1782	1.418630752	MvSl-1064-A1-R4_MC04-1g05940	2528	594	1782	1.418630752	1.000	1.000	Auto	Auto	1568318	1570705	6.498330166	0.374055545	0.062939186	0.50051712	6.487911915	6.837495184	6.382255283	6.212060212	NON
MvSl-1064-A2-R4_MC06-2g07662	1487	396	1188	1.251683502	MvSl-1064-A1-R4_MC06g07397	1487	396	1188	1.251683502	1.000	1.000	Auto	Auto	1419421	1425342	1.681014344	-0.987099871	0.062893044	0.50051712	0.271448488	1.639085069	2.54941608	1.347736043	NON
MvSl-1064-A2-R4_MC07g07939	939	312	936	1.003205128	MvSl-1064-A1-R4_MC07g07674	939	312	936	1.003205128	1.000	1.000	Auto	Auto	335745	337647	4.01357239	0.514011587	0.06294162	0.50051712	4.150031429	4.339829209	3.746778627	3.727364314	NON
MvSl-1064-A2-R4_MC09g09344	2573	807	2421	1.062783974	MvSl-1064-A1-R4_MC09-2g09069	2573	807	2421	1.062783974	1.000	1.000	Auto	Auto	374196	374387	6.22694018	-0.37241296	0.062855913	0.50051712	6.188710919	5.848995145	6.337668503	6.461036364	NON
MvSl-1064-A2-R4_MC12g11135	492	163	489	1.006134969	MvSl-1064-A1-R4_MC12g10872	492	163	489	1.006134969	1.000	1.000	Auto	Auto	343955	345572	0.746269099	0.905167024	0.062866167	0.50051712	1.39744767	0.793813078	-0.205051883	0.630114729	NON
MvSl-1064-A2-R4_MC04-1g05721	1988	523	1569	1.267049076	MvSl-1064-A1-R4_MC04-1g05444	1988	523	1569	1.267049076	1.000	1.000	Auto	Auto	385667	389100	1.384583919	0.785174796	0.06355705	0.502804261	2.02207773	1.351650818	0.863517532	1.064706382	NON
MvSl-1064-A2-R4_MC05g06895	1990	556	1668	1.193045564	MvSl-1064-A1-R4_MC05-3g06632	1990	556	1668	1.193045564	1.000	1.000	Auto	Auto	437399	437725	6.889700235	-0.470024825	0.06351838	0.502804261	6.911879447	6.29384215	6.763152506	7.381624078	NON
MvSl-1064-A2-R4_MC09g09542	2067	597	1791	1.154103853	MvSl-1064-A1-R4_MC09-2g09268	2067	597	1791	1.154103853	1.000	1.000	Auto	Auto	883283	883548	6.176243653	-0.42767338	0.063458195	0.502804261	6.213588581	5.619092503	6.247582174	6.489705429	NON
MvSl-1064-A2-R4_MC09g09667	1257	209	627	2.004784689	MvSl-1064-A1-R4_MC09-2g09393	1257	209	627	2.004784689	1.000	1.000	Auto	Auto	1204953	1207375	10.64312715	-0.709185413	0.063565859	0.502804261	9.836069789	10.56387108	11.19601654	10.66434068	NON
MvSl-1064-A2-R4_MC14g12032	2200	580	1740	1.264367816	MvSl-1064-A1-R4_MC14g11771	2200	580	1740	1.264367816	1.000	1.000	Auto	Auto	117033	117197	4.251946383	0.649268859	0.063308861	0.502804261	4.882121619	4.09410511	3.438351199	4.24124101	NON
MvSl-1064-A2-R4_MC08-2g09062	743	164	492	1.510162602	MvSl-1064-A1-R4_MC08g08781	743	164	492	1.510162602	1.000	1.000	Auto	Auto	1318738	1320629	3.620533933	-0.618947694	0.063816272	0.504339884	2.833457663	3.617111854	4.000741886	3.775922147	NON
MvSl-1064-A2-R4_MC03g05280	1750	315	945	1.851851852	MvSl-1064-A1-R4_MC03g05003	1750	315	945	1.851851852	1.000	1.000	Auto	Auto	1829633	1832669	7.199907752	0.399346023	0.063921422	0.504421401	7.588882362	7.14959588	7.069567443	6.89888339	NON
MvSl-1064-A2-R4_MC10g10069	1376	257	771	1.784695201	MvSl-1064-A1-R4_MC10-1g09802	1017	195	585	1.738461538	0.739	0.759	Auto	Auto	285902	287951	4.231415774	-0.573015425	0.06399544	0.504421401	4.245600148	3.491522966	4.366814803	4.597929806	NON
MvSl-1064-A2-R4_MC10g09953	1410	288	864	1.631944444	MvSl-1064-A1-R4_MC10-1g09686	1410	288	864	1.631944444	1.000	1.000	Auto	Auto	150293	150817	7.0602254	0.483617937	0.064400568	0.506723345	6.807487326	7.638227482	6.971357458	6.602372843	NON
MvSl-1064-A2-R4_MC11g10789	393	130	390	1.007692308	MvSl-1064-A1-R4_MC11g10527	393	130	390	1.007692308	1.000	1.000	Auto	Auto	919105	919308	4.811281828	0.457100252	0.064355091	0.506723345	5.17382137	4.852695289	4.485425023	4.643130995	NON
MvSl-1064-A2-R4_MC02g04072	1678	442	1326	1.26546003	MvSl-1064-A1-R4_MC02g03794	1678	442	1326	1.26546003	1.000	1.000	Auto	Auto	1510217	1511579	6.39973139	0.42032622	0.064573823	0.507195971	6.364683691	6.792937605	6.396298978	5.913138443	NON
MvSl-1064-A2-R4_MC08-1g08714	522	173	519	1.005780347	MvSl-1064-A1-R4_MC08g08449	522	173	519	1.005780347	1.000	1.000	Auto	Auto	532927	535486	4.736248802	-0.460111329	0.06456296	0.507195971	4.637503523	4.321492442	4.852117579	5.034989217	NON
MvSl-1064-A2-R4_MC06-2g07576	2821	672	2016	1.399305556	MvSl-1064-A1-R4_MC06g07311	2821	672	2016	1.399305556	1.000	1.000	Auto	Auto	1225756	1227884	6.776948637	0.333462398	0.064634012	0.507224185	6.957389534	6.910466432	6.574298802	6.627067567	NON
MvSl-1064-A2-R4_MC05g06913	2749	435	1305	2.10651341	MvSl-1064-A1-R4_MC05-3g06650	2749	435	1305	2.10651341	1.000	1.000	Auto	Auto	457113	457541	8.263970711	0.610389922	0.064715828	0.507421913	8.000664583	8.927285825	8.255862031	7.500171442	NON
MvSl-1064-A2-R4_MC03g04894	410	106	318	1.289308176	MvSl-1064-A1-R4_MC03g04616	410	106	318	1.289308176	1.000	1.000	Auto	Auto	880911	884613	7.320896688	0.373661244	0.065332507	0.511375656	7.568134322	7.41946627	7.227152188	7.009117222	NON
MvSl-1064-A2-R4_MC03g05412	1479	366	1098	1.346994536	MvSl-1064-A1-R4_MC03g05135	1479	366	1098	1.346994536	1.000	1.000	Auto	Auto	2161144	2162864	3.255049217	-0.567913402	0.065334203	0.511375656	3.032997752	2.849324548	3.383006776	3.619741093	NON
MvSl-1064-A2-R4_MC03g04661	2516	604	1812	1.388520971	MvSl-1064-A1-R4_MC03g04383	2516	604	1812	1.388520971	1.000	1.000	Auto	Auto	335474	336049	5.881730752	0.493121568	0.065662395	0.513495969	5.654512285	6.45139375	5.790667156	5.415125128	NON
MvSl-1064-A2-R4_MC06-2g07722	2241	399	1197	1.872180451	MvSl-1064-A1-R4_MC06g07457	2241	399	1197	1.872180451	1.000	1.000	Auto	Auto	1558839	1559410	4.808160096	0.536395616	0.06577486	0.513927025	5.389305756	4.611405721	4.363641511	4.656160342	NON
MvSl-1064-A2-R4_A2g00035	1386	461	1383	1.002169197	MvSl-1064-A1-R4_A1g00035	1386	461	1383	1.002169197	1.000	1.000	bPAR	bPAR	68178	68401	5.114040295	0.425626028	0.065921094	0.514620943	5.23382745	5.384864074	4.984024139	4.782742189	NON
MvSl-1064-A2-R4_MC11g10493	1080	166	498	2.168674699	MvSl-1064-A1-R4_MC11g10232	1080	166	498	2.168674699	1.000	1.000	Auto	Auto	189374	190790	5.949004006	-0.384645298	0.066001122	0.514797262	5.775008491	5.712118023	5.958866628	6.279289237	NON
MvSl-1064-A2-R4_MC01g03217	724	188	564	1.283687943	MvSl-1064-A1-R4_MC01-1g02936	724	188	564	1.283687943	1.000	1.000	Auto	Auto	2518824	2519848	0.206170929	-0.967705644	0.06637908	0.515066588	0.068225908	-0.843691691	0.497214348	0.630114729	NON
MvSl-1064-A2-R4_MC05g07061	2880	585	1755	1.641025641	MvSl-1064-A1-R4_MC05-3g06797	2880	585	1755	1.641025641	1.000	1.000	Auto	Auto	804358	804838	5.771575318	-0.379913089	0.066392569	0.515066588	5.546062641	5.591810802	6.020611605	5.872407657	NON
MvSl-1064-A2-R4_MC07g08121	1702	337	1011	1.683481701	MvSl-1064-A1-R4_MC07g07856	1702	337	1011	1.683481701	1.000	1.000	Auto	Auto	779547	781154	3.226402251	-0.619322509	0.066415137	0.515066588	2.995236734	2.764990284	3.130138359	3.790176421	NON
MvSl-1064-A2-R4_MC11g10890	1538	477	1431	1.074772886	MvSl-1064-A1-R4_MC11g10626	1538	477	1431	1.074772886	1.000	1.000	Auto	Auto	1152198	1154982	2.451977794	-0.654006167	0.066328914	0.515066588	2.130558006	2.048818249	2.445194178	2.972632136	NON
MvSl-1064-A2-R4_MC12g11485	159	52	156	1.019230769	MvSl-1064-A1-R4_MC12g11222	159	52	156	1.019230769	1.000	1.000	Auto	Auto	1197879	1198118	1.408837904	-0.961254109	0.066416074	0.515066588	1.110078419	0.563552404	0.827117886	2.35878739	NON
MvSl-1064-A2-R4_MC01g02248	1846	540	1620	1.139506173	MvSl-1064-A1-R4_MC01-1g01967	1846	540	1620	1.139506173	1.000	1.000	Auto	Auto	344361	347003	5.187258596	0.408850069	0.066845888	0.515109931	5.392940517	5.361720467	5.044723889	4.890312971	NON
MvSl-1064-A2-R4_MC01g02599	2421	660	1980	1.222727273	MvSl-1064-A1-R4_MC01-1g02317	2421	660	1980	1.222727273	1.000	1.000	Auto	Auto	1000094	1002026	7.811303687	-0.395997753	0.06674953	0.515109931	7.489681462	7.701989074	7.904382989	8.081379235	NON
MvSl-1064-A2-R4_MC01g02623	1606	358	1074	1.495344507	MvSl-1064-A1-R4_MC01-1g02341	1606	358	1074	1.495344507	1.000	1.000	Auto	Auto	1047078	1048013	6.042044185	-0.352625004	0.066800527	0.515109931	5.883630594	5.825764791	6.18063753	6.233081718	NON
MvSl-1064-A2-R4_MC11g10502	848	125	375	2.261333333	MvSl-1064-A1-R4_MC11g10241	848	125	375	2.261333333	1.000	1.000	Auto	Auto	208344	208699	1.424674819	-0.797232146	0.066801331	0.515109931	1.21236156	0.706067961	1.373010389	2.04682431	NON
MvSl-1064-A2-R4_MC11g10738	1709	396	1188	1.438552189	MvSl-1064-A1-R4_MC11g10476	1708	410	1230	1.388617886	0.999	1.035	Auto	Auto	785404	787648	5.091651263	0.453062792	0.066751186	0.515109931	5.066391275	5.501849286	4.952688897	4.736872321	NON
MvSl-1064-A2-R4_A2g00864	1888	307	921	2.049945711	MvSl-1064-A1-R4_A1g00533	1386	318	954	1.452830189	0.734	1.036	Black	OldStrata	1297181	1298512	6.231421201	-0.341658708	0.06693265	0.515117534	6.008533487	6.091205401	6.406357296	6.376963337	NON
MvSl-1064-A2-R4_MC04-1g05957	1189	292	876	1.357305936	MvSl-1064-A1-R4_MC04-1g05681	1189	292	876	1.357305936	1.000	1.000	Auto	Auto	936552	938064	7.665007231	-0.501803175	0.06696225	0.515117534	7.433875671	7.349699551	7.375915562	8.274352199	NON
MvSl-1064-A2-R4_MC12g11537	602	143	429	1.403263403	MvSl-1064-A1-R4_MC12g11274	602	143	429	1.403263403	1.000	1.000	Auto	Auto	1371948	1373282	4.332436584	-0.535945192	0.067019309	0.515117534	3.87650492	4.186162578	4.831593211	4.258431025	NON
MvSl-1064-A2-R4_A2g01066	1420	446	1338	1.061285501	MvSl-1064-A1-R4_A1g00407	958	263	789	1.214195184	0.675	0.590	Red	ColorStrata	1751427	1752854	6.356178888	0.419646144	0.067260972	0.515665476	6.444787379	6.649625648	5.78237331	6.412718985	NON
MvSl-1064-A2-R4_MC01g02554	1341	360	1080	1.241666667	MvSl-1064-A1-R4_MC01-1g02272	1341	360	1080	1.241666667	1.000	1.000	Auto	Auto	891700	892047	6.659649153	0.380011228	0.067197509	0.515665476	6.612392118	7.031599877	6.585238012	6.317516559	NON
MvSl-1064-A2-R4_MC04-1g06203	1159	332	996	1.163654618	MvSl-1064-A1-R4_MC04-1g05927	1159	332	996	1.163654618	1.000	1.000	Auto	Auto	1544378	1544772	4.145867531	-0.49582839	0.067263216	0.515665476	3.942478052	3.808332513	4.338000728	4.401473881	NON
MvSl-1064-A2-R4_MC11g10758	329	87	261	1.260536398	MvSl-1064-A1-R4_MC11g10496	335	89	267	1.254681648	1.018	1.023	Auto	Auto	827906	831907	1.239398818	-0.832024583	0.067552808	0.517001081	0.961339723	0.563552404	1.095444864	1.931527359	NON
MvSl-1064-A2-R4_MC01g02344	2046	469	1407	1.454157783	MvSl-1064-A1-R4_MC01-1g02063	2046	469	1407	1.454157783	1.000	1.000	Auto	Auto	467538	471837	5.346005791	-0.406717346	0.06783616	0.517185129	5.243925695	5.002936658	5.574392799	5.492713153	NON
MvSl-1064-A2-R4_MC01g03092	883	270	810	1.090123457	MvSl-1064-A1-R4_MC01-1g02810	883	270	810	1.090123457	1.000	1.000	Auto	Auto	2200042	2200389	7.457458095	-0.372581049	0.067923108	0.517185129	7.346601171	7.166131876	7.576309298	7.684749049	NON
MvSl-1064-A2-R4_MC01g03306	1954	452	1356	1.44100295	MvSl-1064-A1-R4_MC01-2g03024	1954	452	1356	1.44100295	1.000	1.000	Auto	Auto	2710323	2713783	1.559537266	-0.729065793	0.067778097	0.517185129	1.110078419	1.199306818	2.046622294	1.648243721	NON
MvSl-1064-A2-R4_MC02g04320	183	60	180	1.016666667	MvSl-1064-A1-R4_MC02g04042	183	60	180	1.016666667	1.000	1.000	Auto	Auto	2090336	2091237	9.419077309	-0.522498184	0.067866352	0.517185129	9.302170134	8.944313162	9.617736526	9.694696094	NON
MvSl-1064-A2-R4_MC03g05303	1132	242	726	1.55922865	MvSl-1064-A1-R4_MC03g05026	1132	242	726	1.55922865	1.000	1.000	Auto	Auto	1875799	1876083	4.281814766	-0.540448024	0.067859892	0.517185129	4.273472835	3.629089769	4.416660569	4.624689931	NON
MvSl-1064-A2-R4_MC14g12126	2061	484	1452	1.419421488	MvSl-1064-A1-R4_MC14g11865	2061	484	1452	1.419421488	1.000	1.000	Auto	Auto	319982	321539	9.159559423	0.49639482	0.068077442	0.517480947	9.40868115	9.364028251	8.750238574	9.017798348	NON
MvSl-1064-A2-R4_MC09g09432	2919	502	1506	1.938247012	MvSl-1064-A1-R4_MC09-2g09157	2919	502	1506	1.938247012	1.000	1.000	Auto	Auto	605911	607931	1.74093439	-0.691871314	0.068229262	0.518195459	1.244905567	1.462909357	2.062366043	1.998535036	NON
MvSl-1064-A2-R4_A2g01801	4341	1258	3774	1.150238474	MvSl-1064-A1-R4_A1g01488	4340	1258	3774	1.149973503	1.000	1.000	bPAR	bPAR	3327895	3332234	9.561567473	-0.514379594	0.068399744	0.518611258	9.263355824	9.299561379	9.796411182	9.795367195	NON
MvSl-1064-A2-R4_MC09g09755	1864	455	1365	1.365567766	MvSl-1064-A1-R4_MC09-2g09481	1864	455	1365	1.365567766	1.000	1.000	Auto	Auto	1422821	1427591	0.40060139	-0.990899454	0.068363269	0.518611258	-0.006416232	-0.298739211	0.068785679	1.241090978	NON
MvSl-1064-A2-R4_MC07g08210	567	188	564	1.005319149	MvSl-1064-A1-R4_MC07g07945	567	188	564	1.005319149	1.000	1.000	Auto	Auto	1009847	1010279	2.64954663	-0.616714365	0.068769611	0.520974856	2.310448842	2.309193163	3.099945399	2.708158223	NON
MvSl-1064-A2-R4_MC01g02634	5616	1623	4869	1.153419593	MvSl-1064-A1-R4_MC01-1g02352	5616	1623	4869	1.153419593	1.000	1.000	Auto	Auto	1073942	1074181	2.322003626	-0.775602261	0.069045715	0.521743421	2.181885113	1.515478206	2.062366043	3.061497786	NON
MvSl-1064-A2-R4_MC02g04456	664	177	531	1.25047081	MvSl-1064-A1-R4_MC02g04178	664	177	531	1.25047081	1.000	1.000	Auto	Auto	2425932	2426528	4.76303657	0.463707211	0.068992782	0.521743421	4.760777316	5.163911433	4.613839323	4.407650648	NON
MvSl-1064-A2-R4_MC07g08171	2379	611	1833	1.29787234	MvSl-1064-A1-R4_MC07g07906	2379	611	1833	1.29787234	1.000	1.000	Auto	Auto	910088	911926	10.83214125	-0.63198813	0.069041493	0.521743421	10.46529818	10.49814418	11.25396308	10.95847385	NON
MvSl-1064-A2-R4_MC08-1g08596	447	148	444	1.006756757	MvSl-1064-A1-R4_MC08g08331	447	148	444	1.006756757	1.000	1.000	Auto	Auto	234843	235064	1.902961102	-0.679623069	0.069145712	0.522058862	1.685203174	1.351650818	2.168009057	2.211221692	NON
MvSl-1064-A2-R4_MC17g12487	722	153	459	1.572984749	MvSl-1064-A1-R4_MC17g12235	722	153	459	1.572984749	1.000	1.000	Auto	Auto	48777	49498	2.809586449	-0.613964292	0.069258629	0.522471241	2.247598601	2.66382056	2.904177145	3.231303813	NON
MvSl-1064-A2-R4_MC01g02602	1683	483	1449	1.161490683	MvSl-1064-A1-R4_MC01-1g02320	1683	483	1449	1.161490683	1.000	1.000	Auto	Auto	1004287	1006146	3.598671652	0.532591447	0.069412267	0.523189852	3.751838817	3.924662828	3.299119394	3.325659117	NON
MvSl-1064-A2-R4_MC10g09904	457	129	387	1.180878553	MvSl-1064-A1-R4_MC10-1g09637	457	129	387	1.180878553	1.000	1.000	Auto	Auto	84986	85195	1.869710078	-0.732064775	0.069707476	0.524973448	1.731871886	1.133559888	1.89661761	2.408913568	NON
MvSl-1064-A2-R4_MC01g02733	279	92	276	1.010869565	MvSl-1064-A1-R4_MC01-1g02451	279	92	276	1.010869565	1.000	1.000	Auto	Auto	1310876	1315137	2.461953037	-0.640384116	0.070083043	0.526595959	2.19859622	2.01270109	2.48077797	2.955869742	NON
MvSl-1064-A2-R4_MC07g08158	1090	216	648	1.682098765	MvSl-1064-A1-R4_MC07g07893	1090	216	648	1.682098765	1.000	1.000	Auto	Auto	871022	872340	6.730681543	0.52897827	0.070043373	0.526595959	6.45872798	7.348341675	6.754698496	6.043803646	NON
MvSl-1064-A2-R4_MC09g09526	507	142	426	1.190140845	MvSl-1064-A1-R4_MC09-2g09252	507	142	426	1.190140845	1.000	1.000	Auto	Auto	847558	850562	3.767800201	-0.519200666	0.070099194	0.526595959	3.49200797	3.478341191	4.103233164	3.890614343	NON
MvSl-1064-A2-R4_MC02g03784	656	185	555	1.181981982	MvSl-1064-A1-R4_MC02g03506	656	185	555	1.181981982	1.000	1.000	Auto	Auto	826826	827941	0.848111283	-0.856230493	0.070656485	0.527906608	0.704812036	-0.049291912	1.373010389	0.967707292	NON
MvSl-1064-A2-R4_MC03g04810	1230	409	1227	1.002444988	MvSl-1064-A1-R4_MC03g04532	1230	409	1227	1.002444988	1.000	1.000	Auto	Auto	690839	691394	0.866407322	-0.929909349	0.070457709	0.527906608	0.795484859	-0.298739211	0.789776042	1.562262558	NON
MvSl-1064-A2-R4_MC03g05019	318	105	315	1.00952381	MvSl-1064-A1-R4_MC03g04741	318	105	315	1.00952381	1.000	1.000	Auto	Auto	1199466	1199651	5.461248201	-0.427918964	0.070515858	0.527906608	5.320356205	5.136901427	5.388620724	5.885744052	NON
