gida1	part8	youngold	dndsa2	dna2	dsa2	DE	DE2	haploid
MvSl-1064-A1-R4_MC03g05262	Auto	Auto	0.4135	0.0405	0.098	NON	Neutral	A1
MvSl-1064-A1-R4_MC03g05268	Auto	Auto	0.4033	0.0966	0.2396	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05272	Auto	Auto	0.4897	0.0441	0.0901	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05283	Auto	Auto	0.6795	0.0196	0.0288	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05294	Auto	Auto	0.5843	0.0302	0.0516	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05295	Auto	Auto	0.0722	0.0089	0.1234	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05296	Auto	Auto	0.2832	0.0121	0.0429	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05298	Auto	Auto	0.1221	0.0102	0.0833	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05305	Auto	Auto	0.1159	0.0143	0.123	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05306	Auto	Auto	0.3439	0.1294	0.3762	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05307	Auto	Auto	0.0577	0.0158	0.2731	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05309	Auto	Auto	0.4457	0.0841	0.1887	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05311	Auto	Auto	0.3034	0.0667	0.2199	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05324	Auto	Auto	0.1352	0.0492	0.3642	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05325	Auto	Auto	0.2968	0.0896	0.3018	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05328	Auto	Auto	0.1261	0.0335	0.2656	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05329	Auto	Auto	0.1265	0.0327	0.2584	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05332	Auto	Auto	0.2783	0.0376	0.1352	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05333	Auto	Auto	0.2137	0.0313	0.1463	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05334	Auto	Auto	0.0584	0.0097	0.1668	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05336	Auto	Auto	0.0606	0.0104	0.1722	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05337	Auto	Auto	0.4695	0.0635	0.1353	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05341	Auto	Auto	0.0692	0.0135	0.1946	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05342	Auto	Auto	0.4448	0.0528	0.1188	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05343	Auto	Auto	0.0276	0.0082	0.2973	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05344	Auto	Auto	0.1568	0.0225	0.1434	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05345	Auto	Auto	0.4458	0.0832	0.1867	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05346	Auto	Auto	0.2086	0.0382	0.183	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05347	Auto	Auto	0.2295	0.0319	0.1388	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05351	Auto	Auto	0.1876	0.0363	0.1936	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05352	Auto	Auto	0.4145	0.0894	0.2157	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05356	Auto	Auto	0.2042	0.0309	0.1511	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05357	Auto	Auto	0.1126	0.0178	0.1583	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05366	Auto	Auto	0.2507	0.0593	0.2364	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05367	Auto	Auto	0.1693	0.0385	0.2274	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05368	Auto	Auto	0.0571	0.0085	0.149	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05369	Auto	Auto	0.21	0.0292	0.1392	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05371	Auto	Auto	0.042	0.0052	0.1242	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05372	Auto	Auto	0.5325	0.0562	0.1055	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05373	Auto	Auto	0.0673	0.007	0.104	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05438	Auto	Auto	0.084	0.0074	0.0876	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05439	Auto	Auto	0.3779	0.0321	0.0851	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05440	Auto	Auto	0.3818	0.0322	0.0842	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05449	Auto	Auto	0.1852	0.0121	0.0651	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05450	Auto	Auto	0.8034	0.0435	0.0541	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05451	Auto	Auto	0.001	0.0001	0.1128	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05452	Auto	Auto	0.1645	0.0185	0.1126	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05453	Auto	Auto	0.044	0.0051	0.1169	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05454	Auto	Auto	0.2389	0.0267	0.1118	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05458	Auto	Auto	0.4723	0.0507	0.1073	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05459	Auto	Auto	0.1295	0.0233	0.1802	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05460	Auto	Auto	0.3045	0.0239	0.0786	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05464	Auto	Auto	0.1212	0.0155	0.1276	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05465	Auto	Auto	0.4406	0.0338	0.0766	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05468	Auto	Auto	0.7979	0.1245	0.1561	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05471	Auto	Auto	0.5286	0.0467	0.0883	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05472	Auto	Auto	0.1452	0.0101	0.0694	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05473	Auto	Auto	0.2722	0.0234	0.0859	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05474	Auto	Auto	0.3031	0.0258	0.0851	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05475	Auto	Auto	0.5524	0.0382	0.0691	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05476	Auto	Auto	0.142	0.0106	0.0745	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05478	Auto	Auto	0.0624	0.0085	0.1356	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05479	Auto	Auto	0.072	0.0103	0.1434	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05480	Auto	Auto	0.001	0.0002	0.1716	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05481	Auto	Auto	0.2546	0.0366	0.1438	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05487	Auto	Auto	0.179	0.0248	0.1387	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05488	Auto	Auto	0.1594	0.0273	0.1712	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05489	Auto	Auto	0.1877	0.0456	0.2431	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05490	Auto	Auto	0.2136	0.04	0.1872	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05491	Auto	Auto	0.301	0.0444	0.1475	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05496	Auto	Auto	0.0301	0.0056	0.1846	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05497	Auto	Auto	0.1679	0.0293	0.1744	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05498	Auto	Auto	0.6229	0.0716	0.1149	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05512	Auto	Auto	0.001	0.0001	0.1272	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05513	Auto	Auto	0.1228	0.0157	0.1279	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05514	Auto	Auto	0.2984	0.0268	0.0899	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05515	Auto	Auto	0.206	0.0318	0.1543	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05516	Auto	Auto	0.0957	0.0111	0.1155	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05520	Auto	Auto	0.1696	0.0175	0.1031	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05521	Auto	Auto	1.3543	0.4352	0.3213	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05523	Auto	Auto	0.2862	0.0222	0.0776	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05525	Auto	Auto	0.289	0.029	0.1003	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05526	Auto	Auto	0.3194	0.0369	0.1155	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05528	Auto	Auto	0.5823	0.0732	0.1258	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05529	Auto	Auto	0.0309	0.0038	0.1224	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05530	Auto	Auto	0.0643	0.0098	0.1515	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05531	Auto	Auto	0.1515	0.0196	0.1296	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05532	Auto	Auto	0.193	0.02	0.1039	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05534	Auto	Auto	0.2318	0.0283	0.1221	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05535	Auto	Auto	0.304	0.031	0.1021	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05540	Auto	Auto	0.2575	0.0259	0.1006	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05541	Auto	Auto	1.4816	0.0449	0.0303	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05542	Auto	Auto	0.1344	0.0166	0.1239	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05547	Auto	Auto	0.1693	0.0232	0.1369	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05548	Auto	Auto	0.3668	0.044	0.12	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05549	Auto	Auto	0.1412	0.0136	0.0963	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05550	Auto	Auto	0.1909	0.0177	0.0929	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05551	Auto	Auto	0.4249	0.0318	0.0748	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05552	Auto	Auto	0.2137	0.0157	0.0733	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05555	Auto	Auto	0.4549	0.0274	0.0601	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05556	Auto	Auto	0.2851	0.0259	0.0909	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05557	Auto	Auto	0.1659	0.0158	0.0952	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05558	Auto	Auto	0.2861	0.0295	0.103	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05559	Auto	Auto	0.9877	0.0678	0.0686	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05560	Auto	Auto	0.2004	0.0182	0.0907	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05562	Auto	Auto	0.0813	0.0082	0.1009	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05563	Auto	Auto	0.0642	0.0056	0.0875	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05564	Auto	Auto	0.0598	0.0062	0.1038	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05565	Auto	Auto	0.1071	0.0135	0.1262	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05566	Auto	Auto	0.2317	0.0164	0.0707	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05567	Auto	Auto	0.4553	0.0368	0.0809	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05568	Auto	Auto	0.5667	0.0379	0.0668	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05569	Auto	Auto	0.2229	0.0181	0.0813	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05570	Auto	Auto	0.37	0.0319	0.0863	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05573	Auto	Auto	0.3522	0.0278	0.0788	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05574	Auto	Auto	0.0368	0.0046	0.1256	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05575	Auto	Auto	0.0439	0.0046	0.1051	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05576	Auto	Auto	0.3809	0.0347	0.091	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05577	Auto	Auto	0.1593	0.022	0.138	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05578	Auto	Auto	0.4597	0.0735	0.1599	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05579	Auto	Auto	0.2275	0.0436	0.1915	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05580	Auto	Auto	0.9659	0.0815	0.0844	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05581	Auto	Auto	0.3121	0.0792	0.2538	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05582	Auto	Auto	0.3203	0.0565	0.1765	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05583	Auto	Auto	0.2928	0.0511	0.1746	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05584	Auto	Auto	0.1124	0.0175	0.1553	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05585	Auto	Auto	0.0844	0.0109	0.1288	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05587	Auto	Auto	0.2104	0.0292	0.1387	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05589	Auto	Auto	0.2469	0.0309	0.1253	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05590	Auto	Auto	0.3069	0.0597	0.1947	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05593	Auto	Auto	0.0845	0.0111	0.1313	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05594	Auto	Auto	0.1931	0.0303	0.1569	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05595	Auto	Auto	0.0678	0.0097	0.1438	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05596	Auto	Auto	0.1973	0.0218	0.1106	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05597	Auto	Auto	0.077	0.0096	0.1251	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05598	Auto	Auto	0.2247	0.0373	0.1661	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05599	Auto	Auto	0.6041	0.0649	0.1074	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05600	Auto	Auto	0.103	0.0123	0.1193	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05601	Auto	Auto	0.0261	0.0035	0.1327	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05602	Auto	Auto	0.0369	0.0045	0.1216	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05603	Auto	Auto	0.2717	0.0276	0.1016	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05605	Auto	Auto	0.3637	0.0275	0.0756	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05606	Auto	Auto	0.2216	0.026	0.1175	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05607	Auto	Auto	0.0754	0.0113	0.1493	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05608	Auto	Auto	0.0936	0.0113	0.1211	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05609	Auto	Auto	0.1495	0.0195	0.1307	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05610	Auto	Auto	0.3645	0.0265	0.0727	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05611	Auto	Auto	0.4313	0.0352	0.0816	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05612	Auto	Auto	0.2105	0.0311	0.1476	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05613	Auto	Auto	0.5355	0.0584	0.1091	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05614	Auto	Auto	0.3669	0.0303	0.0826	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05615	Auto	Auto	0.153	0.0201	0.1315	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05616	Auto	Auto	0.3597	0.0403	0.112	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05618	Auto	Auto	0.1527	0.0168	0.1102	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05620	Auto	Auto	0.1688	0.0167	0.0991	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05621	Auto	Auto	0.2947	0.0276	0.0938	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05622	Auto	Auto	0.1167	0.0136	0.1168	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05623	Auto	Auto	0.051	0.0053	0.1035	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05624	Auto	Auto	0.47	0.0301	0.0641	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05625	Auto	Auto	0.0359	0.0051	0.1421	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05626	Auto	Auto	0.1961	0.0177	0.0904	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05627	Auto	Auto	0.1354	0.0194	0.1429	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05628	Auto	Auto	0.0591	0.0089	0.1501	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05629	Auto	Auto	0.2584	0.0344	0.1333	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05630	Auto	Auto	0.0464	0.0072	0.1559	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05631	Auto	Auto	0.1634	0.0292	0.1786	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05632	Auto	Auto	0.306	0.0705	0.2303	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05633	Auto	Auto	0.0389	0.0042	0.1079	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05634	Auto	Auto	0.086	0.0118	0.1377	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05635	Auto	Auto	0.0557	0.008	0.1439	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05637	Auto	Auto	0.1625	0.0197	0.1215	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05638	Auto	Auto	0.0515	0.0061	0.1187	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05639	Auto	Auto	0.164	0.0167	0.1016	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05640	Auto	Auto	0.1159	0.0116	0.0998	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05641	Auto	Auto	0.1279	0.0227	0.1778	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05642	Auto	Auto	0.1113	0.0235	0.2115	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05643	Auto	Auto	0.2518	0.0283	0.1125	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05645	Auto	Auto	0.6667	0.0645	0.0968	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05646	Auto	Auto	0.3348	0.0478	0.1427	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05647	Auto	Auto	0.4861	0.0478	0.0983	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05648	Auto	Auto	0.2823	0.0218	0.0773	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05650	Auto	Auto	0.0575	0.0084	0.1454	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05652	Auto	Auto	0.3311	0.0566	0.1711	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05653	Auto	Auto	0.1505	0.0263	0.1748	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05654	Auto	Auto	0.0168	0.0035	0.2094	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05655	Auto	Auto	0.2091	0.048	0.2297	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05658	Auto	Auto	0.1821	0.0252	0.1385	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05659	Auto	Auto	0.0524	0.0056	0.1072	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05660	Auto	Auto	0.3025	0.0346	0.1143	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05661	Auto	Auto	0.3312	0.0443	0.1339	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05663	Auto	Auto	0.1541	0.022	0.1428	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05664	Auto	Auto	0.1343	0.0228	0.1701	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05666	Auto	Auto	0.2029	0.021	0.1036	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05667	Auto	Auto	0.3049	0.0275	0.0901	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05669	Auto	Auto	0.3729	0.0354	0.0948	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05670	Auto	Auto	0.0708	0.01	0.1407	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05671	Auto	Auto	0.1182	0.0179	0.1512	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05672	Auto	Auto	0.1655	0.028	0.1694	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05673	Auto	Auto	0.197	0.0357	0.1812	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05674	Auto	Auto	4.925	0.1415	0.0287	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05675	Auto	Auto	0.525	0.0664	0.1264	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05676	Auto	Auto	0.4862	0.0653	0.1344	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05678	Auto	Auto	0.322	0.0803	0.2492	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05679	Auto	Auto	0.116	0.0127	0.1093	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05680	Auto	Auto	0.1803	0.017	0.0941	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05681	Auto	Auto	0.1956	0.015	0.0769	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05682	Auto	Auto	0.1578	0.0194	0.1228	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05683	Auto	Auto	0.4444	0.0328	0.0739	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05684	Auto	Auto	0.152	0.0265	0.1741	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05685	Auto	Auto	0.2041	0.0239	0.1172	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05686	Auto	Auto	0.2208	0.0267	0.1209	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05687	Auto	Auto	0.6237	0.0267	0.0428	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05688	Auto	Auto	0.1995	0.0269	0.135	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05689	Auto	Auto	0.5789	0.0463	0.08	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05690	Auto	Auto	0.5508	0.039	0.0709	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05691	Auto	Auto	0.2885	0.0329	0.1141	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05692	Auto	Auto	0.1124	0.0241	0.2142	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05693	Auto	Auto	0.5245	0.0632	0.1206	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05694	Auto	Auto	0.1647	0.0212	0.1287	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05695	Auto	Auto	0.1859	0.023	0.1236	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05696	Auto	Auto	0.1679	0.0222	0.1321	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05697	Auto	Auto	0.13	0.0251	0.1932	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05698	Auto	Auto	0.0746	0.0128	0.1709	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05699	Auto	Auto	0.0342	0.0071	0.207	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05700	Auto	Auto	0.0267	0.0049	0.183	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05701	Auto	Auto	0.3557	0.0434	0.1219	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05702	Auto	Auto	0.1367	0.03	0.2193	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05705	Auto	Auto	0.1085	0.018	0.1659	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05708	Auto	Auto	0.5025	0.0333	0.0662	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05709	Auto	Auto	0.3934	0.048	0.122	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05710	Auto	Auto	0.3315	0.0423	0.1277	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05711	Auto	Auto	0.2937	0.0326	0.1109	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05712	Auto	Auto	0.4318	0.0629	0.1458	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05713	Auto	Auto	0.1624	0.0151	0.0927	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05716	Auto	Auto	0.0768	0.0145	0.1894	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05717	Auto	Auto	0.1641	0.0187	0.1138	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05718	Auto	Auto	0.2956	0.027	0.0915	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05719	Auto	Auto	0.3815	0.0297	0.0777	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05721	Auto	Auto	2.2221	0.0609	0.0274	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05722	Auto	Auto	0.2332	0.0198	0.0851	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05723	Auto	Auto	0.2906	0.0286	0.0984	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05724	Auto	Auto	0.1408	0.0142	0.1008	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05726	Auto	Auto	0.2293	0.0219	0.0955	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05727	Auto	Auto	0.5645	0.0378	0.0669	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05728	Auto	Auto	0.3457	0.0553	0.16	NON	Neutral	A1
MvSl-1064-A1-R4_MC04-1g05730	Auto	Auto	0.2826	0.0305	0.1079	NON	Neutral	A1
