gida1	dndsa1	dna1	dsa1	gida2	dndsa2	dna2	dsa2	dndiff	dsdiff	dndsdiff	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	DE
MvSl-1064-A1-R4_MC05-3g06826	0.5624	0.0044	0.0077	MvSl-1064-A2-R4_MC05g07090	0.5625	0.0044	0.0077	0	0	-1E-04	861294	863921	3.269605371	-0.541705641	0.079020504	0.488464418	2.990292864	2.968715681	3.342907284	3.670737575	Auto	Auto	NON
MvSl-1064-A1-R4_MC11g10711	0.001	0.0001	0.0532	MvSl-1064-A2-R4_MC11g10975	0.001	0.0001	0.0532	0	0	0	1360160	1362745	6.981633637	0.32299881	0.07912708	0.4887698	7.114085813	7.153351213	6.787174473	6.834652748	Auto	Auto	NON
MvSl-1064-A1-R4_MC11g10312	98.9996	0.0093	0.0001	MvSl-1064-A2-R4_MC11g10573	98.9996	0.0093	0.0001	0	0	0	346693	346905	0.071642564	0.912975015	0.079230003	0.489052199	0.68989019	0.060947975	-0.544922319	-0.295355899	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07819	0.9224	0.0071	0.0077	MvSl-1064-A2-R4_MC07g08084	0.9224	0.0071	0.0077	0	0	0	655050	657541	4.024239743	0.494985431	0.079459919	0.489764132	4.093225502	4.387339908	3.884666348	3.613614841	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03603	0.001	0	0.0053	MvSl-1064-A2-R4_MC02g03881	0.001	0	0.0053	0	0	0	1059077	1060580	5.248283341	-0.401441831	0.079753523	0.490865998	5.062679087	5.006395177	5.251886289	5.598151552	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05882	98.9996	0.0027	0	MvSl-1064-A2-R4_MC04-1g06158	98.9996	0.0027	0	0	0	0	1410224	1412264	4.450258463	0.449290767	0.079832555	0.490998931	4.5220475	4.777692851	4.273647923	4.139472088	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04317	0.2787	0.0037	0.0135	MvSl-1064-A2-R4_MC03g04595	0.2787	0.0037	0.0135	0	0	0	152459	154003	5.468687332	-0.471817887	0.080333046	0.493178762	4.925814383	5.455326366	5.967037668	5.335062899	Auto	Auto	NON
MvSl-1064-A1-R4_MC08g08736	0.5541	0.0021	0.0039	MvSl-1064-A2-R4_MC08-1g09001	0.5541	0.0021	0.0039	0	0	0	1231708	1235608	6.609199969	-0.326390061	0.080360044	0.493178762	6.472694244	6.400745752	6.775322726	6.751039761	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g01961	98.9996	0.0073	0.0001	MvSl-1064-A2-R4_MC01g02242	98.9996	0.0073	0.0001	0	0	0	325456	328312	4.706331305	-0.491885749	0.080970635	0.49637753	4.040333647	4.755214221	4.840129081	5.017953606	Auto	Auto	NON
MvSl-1064-A1-R4_MC13g11567	1.6474	0.0037	0.0023	MvSl-1064-A2-R4_MC13g11828	1.6473	0.0037	0.0023	0	0	1E-04	660624	661886	7.169668771	-0.331735723	0.080997386	0.49637753	6.997793444	6.991292289	7.367525059	7.283345393	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05935	0.001	0	0.0074	MvSl-1064-A2-R4_MC04-1g06211	0.001	0	0.0074	0	0	0	1541428	1541638	2.636994001	0.580975603	0.081158991	0.497011615	2.937867345	2.841714382	2.349660208	2.286831375	Auto	Auto	NON
MvSl-1064-A1-R4_MC08g08464	0.5239	0.0037	0.0071	MvSl-1064-A2-R4_MC08-1g08729	0.5242	0.0037	0.007	0	0.0001	-0.0003	540601	541601	5.284009235	-0.383315621	0.081241147	0.497158601	5.070816919	5.090602496	5.449078392	5.477051065	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02544	0.001	0	0.0023	MvSl-1064-A2-R4_MC01g02826	0.001	0	0.0023	0	0	0	1534115	1536614	6.372314602	-0.357925306	0.081348359	0.497345692	5.993589547	6.349979975	6.649594271	6.421889505	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03233	98.9996	0.0039	0	MvSl-1064-A2-R4_MC02g03513	98.9996	0.0039	0	0	0	0	164597	169551	8.39048603	-0.441476486	0.081388412	0.497345692	8.04551026	8.253169989	8.811838226	8.338289036	Auto	Auto	NON
MvSl-1064-A1-R4_MC11g10241	0.122	0.0044	0.0362	MvSl-1064-A2-R4_MC11g10502	0.122	0.0044	0.0362	0	0	0	186103	188903	1.389797594	0.778107286	0.081446247	0.497345692	2.041971863	1.268807313	0.619046564	1.234479489	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03268	0.5631	0.0048	0.0086	MvSl-1064-A2-R4_MC02g03548	0.5631	0.0048	0.0086	0	0	0	248463	251663	6.934146856	0.344916651	0.081577705	0.497420641	6.901270197	7.267610636	6.783002612	6.719050211	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06783	0.2922	0.015	0.0515	MvSl-1064-A2-R4_MC05g07047	0.2922	0.015	0.0515	0	0	0	749712	750540	4.551269479	-0.456242765	0.081615637	0.497420641	4.05681556	4.520662334	4.807640407	4.714154252	Auto	Auto	NON
MvSl-1064-A1-R4_MC15g12107	0.001	0	0	MvSl-1064-A2-R4_MC15g12356	0.0921	0	0	0	0	-0.0911	244368	246546	5.835366672	-0.383809507	0.081633075	0.497420641	5.478159322	5.770066538	6.171297414	5.838697917	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04627	0.9892	0.0277	0.028	MvSl-1064-A2-R4_MC03g04905	0.9892	0.0277	0.028	0	0	0	889704	892217	6.172344494	0.356841248	0.081711609	0.497544548	6.408324205	6.266789076	6.1466151	5.797970241	Auto	Auto	NON
MvSl-1064-A1-R4_MC09-2g09556	0.6046	0.0026	0.0042	MvSl-1064-A2-R4_MC09g09830	0.6046	0.0026	0.0042	0	0	0	1564375	1565653	5.717569059	-0.348260649	0.081874006	0.498178562	5.523335138	5.543960952	5.866792197	5.895716291	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03698	0.5063	0.0029	0.0058	MvSl-1064-A2-R4_MC02g03976	0.5063	0.0029	0.0058	0	0	0	1271764	1271913	5.354477033	-0.382575557	0.081967985	0.498395667	5.255290541	5.039843768	5.500799879	5.565054473	Auto	Auto	NON
MvSl-1064-A1-R4_MC11g10531	0.2731	0.0043	0.0157	MvSl-1064-A2-R4_MC11g10793	0.2731	0.0043	0.0157	0	0	0	908023	908304	2.439398827	0.61426102	0.08204591	0.498514916	2.883464683	2.501027176	1.993076691	2.203255091	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05639	0.001	0	0.0082	MvSl-1064-A2-R4_MC04-1g05915	0.001	0	0.0082	0	0	0	798357	799369	6.641768351	-0.355150176	0.082336296	0.499924	6.302589948	6.590457395	6.939878948	6.663845179	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02129	98.9996	0.0021	0	MvSl-1064-A2-R4_MC01g02410	98.9996	0.0021	0	0	0	0	553667	555168	6.325333817	-0.392102225	0.083389649	0.503831774	5.875446266	6.323062273	6.710170476	6.27304965	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03974	0.1197	0.0017	0.0143	MvSl-1064-A2-R4_MC02g04252	0.1197	0.0017	0.0143	0	0	0	1890605	1892319	6.358177491	0.330512443	0.083364329	0.503831774	6.480351343	6.546044279	6.08920421	6.272024524	Auto	Auto	NON
MvSl-1064-A1-R4_MC13g11598	0.221	0.0043	0.0195	MvSl-1064-A2-R4_MC13g11859	0.2209	0.0043	0.0195	0	0	1E-04	732914	733463	1.685440944	0.686460257	0.083392439	0.503831774	2.13804633	1.785030108	1.49134371	1.093044126	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02313	0.214	0.0023	0.0108	MvSl-1064-A2-R4_MC01g02595	0.214	0.0023	0.0108	0	0	0	969154	973607	5.960221763	-0.374660743	0.08349523	0.504096552	5.635943454	5.876880453	6.306293909	5.941568473	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08191	98.9996	0.003	0	MvSl-1064-A2-R4_MC07g08456	98.9996	0.003	0	0	0	0	1571673	1574562	7.649629072	0.424438001	0.08361758	0.504478965	8.059890768	7.594986766	7.146671581	7.652926424	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07014	0.4008	0.0047	0.0117	MvSl-1064-A2-R4_MC06-1g07277	0.4008	0.0047	0.0117	0	0	0	411085	413309	8.129788903	-0.382207326	0.083804458	0.504893808	7.956903867	7.894867526	8.279968844	8.33608358	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06425	0.001	0	0.0107	MvSl-1064-A2-R4_MC05g06699	0.001	0	0.0107	0	0	0	267071	272221	3.604633751	-0.546973892	0.084815116	0.509904659	3.597586493	2.951242901	3.826398885	3.878984351	Auto	Auto	NON
MvSl-1064-A1-R4_MC12g11215	0.4926	0.0046	0.0093	MvSl-1064-A2-R4_MC12g11478	0.4926	0.0046	0.0093	0	0	0	1163230	1163758	4.23268231	0.493619443	0.084809373	0.509904659	4.348828986	4.555770527	4.217047843	3.65823766	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02265	0.5746	0.0027	0.0047	MvSl-1064-A2-R4_MC01g02547	0.5746	0.0027	0.0047	0	0	0	858154	861122	6.08954741	-0.407215593	0.084919215	0.51017173	5.575742628	6.118130872	6.46140447	6.06980102	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02421	98.9996	0.0025	0	MvSl-1064-A2-R4_MC01g02703	98.9996	0.0025	0	0	0	0	1202822	1204486	6.426108521	0.347206408	0.085027838	0.510253702	6.665710494	6.507710476	6.061916139	6.402347229	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05122	0.5919	0.0017	0.0028	MvSl-1064-A2-R4_MC03g05399	0.5919	0.0017	0.0028	0	0	0	2115480	2116104	7.316763967	0.337427409	0.085052231	0.510253702	7.461467755	7.489237841	7.104388086	7.171248766	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07360	1.4172	0.0037	0.0026	MvSl-1064-A2-R4_MC06-2g07625	1.4173	0.0037	0.0026	0	0	-1E-04	1314139	1315509	5.770645457	0.350386132	0.08528819	0.510985469	5.888166162	5.979563955	5.586279388	5.583351754	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08033	0.1746	0.001	0.0056	MvSl-1064-A2-R4_MC07g08298	0.1767	0.001	0.0056	0	0	-0.0021	1203677	1204012	6.436360958	-0.355875627	0.085293749	0.510985469	6.161118785	6.329838929	6.794791693	6.382536601	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05332	0.5116	0.0051	0.0099	MvSl-1064-A2-R4_MC04-1g05609	0.5116	0.0051	0.0099	0	0	0	71757	72044	6.677484897	-0.326619827	0.085389115	0.511198562	6.442437089	6.565553752	6.880592132	6.780894698	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06099	1.3094	0.0056	0.0043	MvSl-1064-A2-R4_MC04-2g06370	1.3094	0.0056	0.0043	0	0	0	1933942	1934287	4.880092472	0.451007313	0.085555322	0.511546614	4.941432179	5.2184361	4.882339634	4.340616581	Auto	Auto	NON
MvSl-1064-A1-R4_MC10-2g10003	0.7649	0.0072	0.0094	MvSl-1064-A2-R4_MC10g10267	0.7649	0.0072	0.0094	0	0	0	530993	534742	8.297576251	0.393165322	0.085566927	0.511546614	8.490738961	8.470552114	8.011491562	8.159978672	Auto	Auto	NON
MvSl-1064-A1-R4_MC08g08863	0.2613	0.0048	0.0183	MvSl-1064-A2-R4_MC08-2g09144	0.2613	0.0048	0.0183	0	0	0	1525930	1527914	6.708862001	-0.324477982	0.085896645	0.513158923	6.446351859	6.623926625	6.952316611	6.765680337	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07715	0.4975	0.0049	0.0098	MvSl-1064-A2-R4_MC07g07980	0.4975	0.0049	0.0098	0	0	0	401015	402969	3.811818452	-0.556374593	0.086070377	0.513479172	3.619942881	3.394269121	3.635988111	4.394363861	Auto	Auto	NON
MvSl-1064-A1-R4_MC08g08850	0.001	0	0.0111	MvSl-1064-A2-R4_MC08-2g09131	0.001	0	0.0111	0	0	0	1488321	1490356	6.040478777	0.402501398	0.086022893	0.513479172	6.107738199	6.33742481	6.094824834	5.492976298	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05025	0.5299	0.0048	0.0091	MvSl-1064-A2-R4_MC03g05302	0.5299	0.0048	0.0091	0	0	0	1853421	1857660	5.912524835	-0.338933699	0.086289523	0.514069083	5.736563636	5.730923539	6.037608198	6.1059188	Auto	Auto	NON
MvSl-1064-A1-R4_MC09-1g08912	1.1746	0.0583	0.0496	MvSl-1064-A2-R4_MC09g09194	1.1746	0.0583	0.0496	0	0	0	26815	28738	1.646989679	0.74522819	0.08626268	0.514069083	2.213493155	1.639889002	0.761554	1.590792253	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08188	0.4338	0.0073	0.0168	MvSl-1064-A2-R4_MC07g08453	0.4338	0.0073	0.0168	0	0	0	1563276	1564739	5.072851275	0.63776843	0.08741678	0.518616275	4.796839465	5.756298328	5.175436488	4.046612742	Auto	Auto	NON
MvSl-1064-A1-R4_MC10-1g09637	0.4808	0.036	0.0749	MvSl-1064-A2-R4_MC10g09904	0.4808	0.036	0.0749	0	0	0	73949	74254	1.855368656	0.686469762	0.08738889	0.518616275	2.366772009	1.880432869	1.154994962	1.740598858	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g01817	0.2406	0.0026	0.011	MvSl-1064-A2-R4_MC01g02098	0.2406	0.0026	0.011	0	0	0	139680	141036	7.143550329	-0.323857808	0.087505306	0.518725104	7.010541318	6.934070411	7.348830352	7.2420613	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02020	0.452	0.0023	0.0052	MvSl-1064-A2-R4_MC01g02301	0.452	0.0023	0.0052	0	0	0	403028	404200	6.399999881	0.420077837	0.087566798	0.518725104	6.755536558	6.412764019	5.773147928	6.488716539	Auto	Auto	NON
MvSl-1064-A1-R4_MC15g12060	0.5432	0.0102	0.0188	MvSl-1064-A2-R4_MC15g12309	0.5432	0.0102	0.0188	0	0	0	120559	123663	4.33130813	0.44897218	0.087617154	0.518725104	4.660594241	4.400274953	4.018438672	4.157347684	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03514	98.9996	0.0099	0.0001	MvSl-1064-A2-R4_MC02g03792	98.9996	0.0099	0.0001	0	0	0	834046	835876	0.239478702	-0.848417982	0.087779292	0.519325377	0.064895529	-0.48739292	0.344942075	0.80629397	Auto	Auto	NON
MvSl-1064-A1-R4_MC10-1g09697	0.4588	0.0061	0.0133	MvSl-1064-A2-R4_MC10g09964	0.4588	0.0061	0.0133	0	0	0	151461	151859	5.547279662	0.485824142	0.087991983	0.520223695	5.981769676	5.518975753	4.793884515	5.649576558	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06561	1.4507	0.0051	0.0035	MvSl-1064-A2-R4_MC05g06824	1.4507	0.0051	0.0035	0	0	0	368869	369643	5.728330742	-0.36784962	0.088106122	0.520538521	5.380057763	5.672143886	5.987728005	5.80790684	Auto	Auto	NON
MvSl-1064-A1-R4_A1g00534	0.0958	0.0024	0.0251	MvSl-1064-A2-R4_A2g00865	0.1048	0.0025	0.0235	-0.0001	0.0016	-0.009	1360313	1362886	7.63040081	-0.344806798	0.088256902	0.520728635	7.376617118	7.515853555	7.795173008	7.78993464	Black	OldStrata	NON
MvSl-1064-A1-R4_MC01-1g02443	0.2087	0.0048	0.0229	MvSl-1064-A2-R4_MC01g02725	0.2087	0.0048	0.0229	0	0	0	1279187	1280613	6.775396547	-0.378795498	0.088260123	0.520728635	6.444004272	6.693227897	7.217939506	6.626634428	Auto	Auto	NON
MvSl-1064-A1-R4_MC08g08877	0.1771	0.0039	0.0221	MvSl-1064-A2-R4_MC08-2g09158	0.1771	0.0039	0.0221	0	0	0	1584827	1590149	4.13474898	0.466805311	0.088338025	0.520828811	4.489027761	4.189179969	3.831794249	3.931868357	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07989	0.2439	0.001	0.0042	MvSl-1064-A2-R4_MC07g08254	0.2439	0.001	0.0042	0	0	0	1084558	1085448	6.79897534	0.317466938	0.088481499	0.521315184	6.940657768	6.956685046	6.515210885	6.739219377	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03300	0.001	0	0.0063	MvSl-1064-A2-R4_MC02g03580	0.001	0	0.0063	0	0	0	321393	325392	4.373255285	-0.434418716	0.088726279	0.522397355	4.116998116	4.166645517	4.651645004	4.492684521	Auto	Auto	NON
MvSl-1064-A1-R4_A1g00023	98.9996	0.001	0	MvSl-1064-A2-R4_A2g00023	98.9996	0.001	0	0	0	0	41703	42358	0.126370484	-0.871091372	0.088929929	0.522740713	-0.58227834	-0.075654491	0.151396553	0.760247891	bPAR	bPAR	NON
MvSl-1064-A1-R4_MC02g03588	98.9996	0.0009	0	MvSl-1064-A2-R4_MC02g03866	98.9996	0.0009	0	0	0	0	998233	998496	6.604290845	-0.342150333	0.089045829	0.522740713	6.282583991	6.551852419	6.888380344	6.630638948	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03899	0.5387	0.0055	0.0102	MvSl-1064-A2-R4_MC02g04177	0.5387	0.0055	0.0102	0	0	0	1708423	1710549	6.594427117	0.326115434	0.08904997	0.522740713	6.72040372	6.774954907	6.310164591	6.526172369	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04869	1.6295	0.0047	0.0029	MvSl-1064-A2-R4_MC03g05147	1.6295	0.0047	0.0029	0	0	0	1485289	1489152	6.735614303	-0.311663668	0.089090329	0.522740713	6.596936539	6.546044279	6.947354406	6.81578307	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05239	1.5619	0.005	0.0032	MvSl-1064-A2-R4_MC03g05516	1.5619	0.005	0.0032	0	0	0	2398440	2399691	6.360117247	-0.334611048	0.088883721	0.522740713	6.232681336	6.132736737	6.367012152	6.654435418	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07248	98.9996	0.0107	0.0001	MvSl-1064-A2-R4_MC06-2g07513	98.9996	0.0107	0.0001	0	0	0	1038711	1040465	1.951288023	0.627423701	0.089212607	0.522813666	2.106727046	2.322276386	1.570930663	1.642475597	Auto	Auto	NON
MvSl-1064-A1-R4_MC13g11452	0.8653	0.0059	0.0068	MvSl-1064-A2-R4_MC13g11713	0.8653	0.0059	0.0068	0	0	0	389918	391268	6.919264546	-0.326323746	0.089225072	0.522813666	6.648142242	6.839890952	7.169223416	6.970398289	Auto	Auto	NON
MvSl-1064-A1-R4_A1g00070	0.5493	0.0061	0.0111	MvSl-1064-A2-R4_A2g00070	0.5493	0.0061	0.0111	0	0	0	149220	153705	7.286589744	-0.335137523	0.089354629	0.523187984	7.182337613	7.032896615	7.411878432	7.476382513	bPAR	bPAR	NON
MvSl-1064-A1-R4_MC03g04735	0.2983	0.0042	0.0141	MvSl-1064-A2-R4_MC03g05013	0.2983	0.0042	0.0141	0	0	0	1160420	1161085	5.563916378	-0.406921635	0.089411352	0.523187984	5.237326944	5.449115462	6.005740978	5.446481842	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06648	0.6442	0.0043	0.0067	MvSl-1064-A2-R4_MC05g06911	0.6441	0.0043	0.0067	0	0	1E-04	439484	443148	8.287262996	-0.398360879	0.089654525	0.524252075	8.18652567	7.953085419	8.37102768	8.56780566	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04512	1.4242	0.0093	0.0065	MvSl-1064-A2-R4_MC03g04790	1.4242	0.0093	0.0065	0	0	0	628925	630502	7.217943664	0.340950037	0.089723044	0.524294126	7.251091154	7.494901935	7.08982601	6.982982751	Auto	Auto	NON
MvSl-1064-A1-R4_A1g00957	0.1089	0.0019	0.0174	MvSl-1064-A2-R4_A2g01186	1.9263	0.0085	0.0044	-0.0066	0.013	-1.8174	1991175	1993509	5.095798749	0.390662934	0.090218281	0.52625088	5.14976602	5.393598278	4.90299064	4.871330818	Black	OldStrata	NON
MvSl-1064-A1-R4_MC09-2g09390	0.0994	0.002	0.0199	MvSl-1064-A2-R4_MC09g09664	0.0994	0.002	0.0199	0	0	0	1169741	1173954	6.154231052	-0.401188912	0.090140351	0.52625088	5.638683273	6.189724937	6.531880995	6.120799933	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02779	0.2204	0.0074	0.0335	MvSl-1064-A2-R4_MC01g03061	0.2204	0.0074	0.0335	0	0	0	2097780	2103181	4.335214579	0.439069979	0.090384023	0.526716435	4.49206098	4.578710151	3.994583699	4.19677591	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07956	0.1201	0.0019	0.0155	MvSl-1064-A2-R4_MC07g08221	0.1201	0.0019	0.0155	0	0	0	1011907	1012674	6.767793562	0.305967704	0.091085973	0.529723795	6.886938473	6.937402094	6.55653047	6.655221913	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06484	0.5081	0.0041	0.008	MvSl-1064-A2-R4_MC05g06758	0.5081	0.0041	0.008	0	0	0	323133	324392	2.800928255	0.581627993	0.091523299	0.531802212	3.298197579	2.763784734	2.437215407	2.525753686	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07840	1.5542	0.0042	0.0027	MvSl-1064-A2-R4_MC07g08105	1.5542	0.0042	0.0027	0	0	0	713914	714167	8.56398689	-0.455253147	0.091567769	0.531802212	8.548698759	8.044751542	8.584428851	8.941110727	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06161	0.456	0.0054	0.0118	MvSl-1064-A2-R4_MC05g06433	0.456	0.0054	0.0118	0	0	0	49800	53884	4.883360539	-0.398897747	0.091727556	0.532007377	4.53974473	4.792486356	5.060647963	5.077841547	Auto	Auto	NON
MvSl-1064-A1-R4_MC11g10315	98.9996	0.0063	0.0001	MvSl-1064-A2-R4_MC11g10576	98.9996	0.0063	0.0001	0	0	0	353528	354809	4.228527259	0.459274416	0.091712239	0.532007377	4.588739162	4.268919521	3.858472493	4.0937894	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03911	0.4086	0.0056	0.0136	MvSl-1064-A2-R4_MC02g04189	0.4086	0.0056	0.0136	0	0	0	1737664	1740902	5.421468148	-0.418155722	0.091993119	0.532376289	5.078909104	5.308673932	5.87726652	5.295252786	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04486	0.1141	0.0016	0.0141	MvSl-1064-A2-R4_MC03g04764	0.1141	0.0016	0.0141	0	0	0	561445	564525	6.188988691	0.320768994	0.091995269	0.532376289	6.35184124	6.328147747	6.057317522	5.980998061	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04761	1.2791	0.0035	0.0027	MvSl-1064-A2-R4_MC03g05039	1.2791	0.0035	0.0027	0	0	0	1220248	1222863	5.007246753	0.415525437	0.092208541	0.532376289	5.399573019	4.965640691	4.734633218	4.832917715	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07301	0.6332	0.0054	0.0085	MvSl-1064-A2-R4_MC06-2g07566	0.6332	0.0054	0.0085	0	0	0	1186679	1189038	5.192623033	-0.453574272	0.092227077	0.532376289	5.142062711	4.727256027	5.049113643	5.685437865	Auto	Auto	NON
MvSl-1064-A1-R4_MC12g10884	0.3897	0	0	MvSl-1064-A2-R4_MC12g11147	0.001	0	0	0	0	0.3887	349601	351277	2.785984642	0.577575295	0.091901674	0.532376289	3.227160637	2.822623047	2.303805867	2.61900568	Auto	Auto	NON
MvSl-1064-A1-R4_MC12g11018	0.001	0	0.0479	MvSl-1064-A2-R4_MC12g11281	0.001	0	0.0479	0	0	0	685981	687466	0.596754515	0.837673826	0.092147912	0.532376289	1.300936698	0.406938545	-0.072197335	0.326912883	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g01880	98.9996	0.0063	0.0001	MvSl-1064-A2-R4_MC01g02161	98.9996	0.0063	0.0001	0	0	0	218170	220822	7.734841827	-0.461996545	0.092408331	0.532703186	7.154370475	7.754909553	8.242733652	7.575685741	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03223	0.5014	0.0044	0.0087	MvSl-1064-A2-R4_MC02g03503	0.5014	0.0044	0.0087	0	0	0	141506	145109	6.877718681	-0.311838198	0.092382747	0.532703186	6.708065324	6.719268405	6.942375074	7.103711239	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-2g03040	0.3757	0.0049	0.013	MvSl-1064-A2-R4_MC01g03322	0.3757	0.0049	0.013	0	0	0	2734613	2734876	7.585703569	-0.476759157	0.092471974	0.532710855	7.052752288	7.559030006	8.169251217	7.315045027	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07477	0.8515	0.0072	0.0085	MvSl-1064-A2-R4_MC06-2g07742	0.8515	0.0072	0.0085	0	0	0	1582947	1585053	8.060853647	-0.400840157	0.092595777	0.533064849	7.711930194	7.969993883	8.431801809	8.035928995	Auto	Auto	NON
MvSl-1064-A1-R4_A1g00519	1.4633	0.0124	0.0085	MvSl-1064-A2-R4_A2g01511	1.0026	0.0083	0.0083	0.0041	0.0002	0.4607	2817417	2818269	7.209478113	-0.326955786	0.092780188	0.533232991	7.109155425	6.961056624	7.35774055	7.36973547	Black	OldStrata	NON
MvSl-1064-A1-R4_MC07g08167	0.0562	0.001	0.0184	MvSl-1064-A2-R4_MC07g08432	0.0562	0.001	0.0184	0	0	0	1522850	1524098	8.59100535	0.474844701	0.092846362	0.533232991	9.047942944	8.522128553	8.052216951	8.56989264	Auto	Auto	NON
MvSl-1064-A1-R4_MC08g08353	0.2263	0.0022	0.0098	MvSl-1064-A2-R4_MC08-1g08618	0.2263	0.0022	0.0098	0	0	0	271521	274548	7.773304368	-0.347911209	0.092874479	0.533232991	7.593010591	7.585108005	7.927680974	7.945913014	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05058	0.7022	0.0022	0.0031	MvSl-1064-A2-R4_MC03g05335	0.7022	0.0022	0.0031	0	0	0	1932281	1938790	7.895021671	0.367582779	0.093343865	0.535568258	8.051690895	8.082106514	7.550450164	7.834710303	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06360	0.1184	0.0014	0.012	MvSl-1064-A2-R4_MC05g06634	0.1184	0.0014	0.012	0	0	0	220081	220769	7.371977477	-0.35561513	0.093699437	0.536887724	7.053779069	7.302479638	7.680986836	7.381189907	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07396	0.1515	0.0025	0.0164	MvSl-1064-A2-R4_MC06-2g07661	0.1515	0.0025	0.0164	0	0	0	1394000	1396059	7.213749654	-0.343292685	0.093662234	0.536887724	7.005774056	7.058111657	7.536474816	7.193617981	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07336	98.9996	0.0074	0.0001	MvSl-1064-A2-R4_MC06-2g07601	98.9996	0.0074	0.0001	0	0	0	1258409	1260399	0.524277266	0.779321029	0.094976301	0.543475501	0.993682877	0.642902881	-0.072197335	0.262306339	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05609	1.1645	0.0039	0.0034	MvSl-1064-A2-R4_MC04-1g05885	1.1645	0.0039	0.0034	0	0	0	722512	722826	5.987798981	-0.330131176	0.095079672	0.543703085	5.737841905	5.886105332	6.09930562	6.186472585	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04953	1.6683	0.0207	0.0124	MvSl-1064-A2-R4_MC03g05230	1.6683	0.0207	0.0124	0	0	0	1705320	1706610	4.739511362	0.398791059	0.095220014	0.544141642	4.985144822	4.85958513	4.487009339	4.564776917	Auto	Auto	NON
MvSl-1064-A1-R4_MC15g12102	0.8335	0.0075	0.009	MvSl-1064-A2-R4_MC15g12351	0.8334	0.0075	0.009	0	0	1E-04	232640	234062	7.375178727	-0.406737196	0.096216911	0.549104388	6.895554581	7.379617482	7.7999982	7.282327559	Auto	Auto	NON
