gida1	dnds	dn	ds	gida2	dnds	dn	ds
MvSl-1064-A1-R4_MC01-1g02402	0.5225	0.0054	0.0102	MvSl-1064-A2-R4_MC01g02684	0.5225	0.0054	0.0102
MvSl-1064-A1-R4_MC01-1g02403	0.3025	0.0029	0.0097	MvSl-1064-A2-R4_MC01g02685	0.3025	0.0029	0.0097
MvSl-1064-A1-R4_MC01-1g02404	0.7763	0.0086	0.0111	MvSl-1064-A2-R4_MC01g02686	0.7763	0.0086	0.0111
MvSl-1064-A1-R4_MC01-1g02406	98.9996	0.0111	0.0001	MvSl-1064-A2-R4_MC01g02688	98.9996	0.0111	0.0001
MvSl-1064-A1-R4_MC01-1g02408	0.2366	0.0021	0.0088	MvSl-1064-A2-R4_MC01g02690	0.2366	0.0021	0.0088
MvSl-1064-A1-R4_MC01-1g02410	2.0518	0.0204	0.0099	MvSl-1064-A2-R4_MC01g02692	2.0518	0.0204	0.0099
MvSl-1064-A1-R4_MC01-1g02411	0.2682	0.0017	0.0064	MvSl-1064-A2-R4_MC01g02693	0.2682	0.0017	0.0064
MvSl-1064-A1-R4_MC01-1g02412	0.001	0	0.0159	MvSl-1064-A2-R4_MC01g02694	0.001	0	0.0159
MvSl-1064-A1-R4_MC01-1g02413	0.3224	0.0025	0.0078	MvSl-1064-A2-R4_MC01g02695	0.3224	0.0025	0.0078
MvSl-1064-A1-R4_MC01-1g02418	0.5755	0.0077	0.0133	MvSl-1064-A2-R4_MC01g02700	0.5755	0.0077	0.0133
MvSl-1064-A1-R4_MC01-1g02419	1.542	0.0124	0.008	MvSl-1064-A2-R4_MC01g02701	1.542	0.0124	0.008
MvSl-1064-A1-R4_MC01-1g02420	0.6507	0.0044	0.0068	MvSl-1064-A2-R4_MC01g02702	0.6507	0.0044	0.0068
MvSl-1064-A1-R4_MC01-1g02421	98.9996	0.0025	0	MvSl-1064-A2-R4_MC01g02703	98.9996	0.0025	0
MvSl-1064-A1-R4_MC01-1g02422	0.4337	0	0	MvSl-1064-A2-R4_MC01g02704	0.4759	0	0
MvSl-1064-A1-R4_MC01-1g02423	0.189	0.0038	0.0202	MvSl-1064-A2-R4_MC01g02705	0.189	0.0038	0.0202
MvSl-1064-A1-R4_MC01-1g02424	98.9996	0.0071	0.0001	MvSl-1064-A2-R4_MC01g02706	98.9996	0.0071	0.0001
MvSl-1064-A1-R4_MC01-1g02425	0.2389	0.0032	0.0132	MvSl-1064-A2-R4_MC01g02707	0.2389	0.0032	0.0132
MvSl-1064-A1-R4_MC01-1g02426	0.0508	0.0007	0.0141	MvSl-1064-A2-R4_MC01g02708	0.0508	0.0007	0.0141
MvSl-1064-A1-R4_MC01-1g02427	0.0808	0.0012	0.0154	MvSl-1064-A2-R4_MC01g02709	0.0808	0.0012	0.0154
MvSl-1064-A1-R4_MC01-1g02428	0.5727	0.0104	0.0181	MvSl-1064-A2-R4_MC01g02710	0.5727	0.0104	0.0181
MvSl-1064-A1-R4_MC01-1g02429	0.4665	0	0	MvSl-1064-A2-R4_MC01g02711	0.001	0	0
MvSl-1064-A1-R4_MC01-1g02431	0.4381	0.0027	0.0062	MvSl-1064-A2-R4_MC01g02713	0.4381	0.0027	0.0062
MvSl-1064-A1-R4_MC01-1g02432	98.9996	0.0082	0.0001	MvSl-1064-A2-R4_MC01g02714	98.9996	0.0082	0.0001
MvSl-1064-A1-R4_MC01-1g02433	0.1355	0.0026	0.0188	MvSl-1064-A2-R4_MC01g02715	0.1355	0.0026	0.0188
MvSl-1064-A1-R4_MC01-1g02434	0.0483	0.0011	0.0233	MvSl-1064-A2-R4_MC01g02716	0.0483	0.0011	0.0233
MvSl-1064-A1-R4_MC01-1g02435	0.001	0	0.0108	MvSl-1064-A2-R4_MC01g02717	0.001	0	0.0108
MvSl-1064-A1-R4_MC01-1g02436	0.4144	0	0	MvSl-1064-A2-R4_MC01g02718	0.001	0	0
MvSl-1064-A1-R4_MC01-1g02437	0.7846	0.0088	0.0112	MvSl-1064-A2-R4_MC01g02719	0.7846	0.0088	0.0112
MvSl-1064-A1-R4_MC01-1g02438	0.3018	0.0019	0.0062	MvSl-1064-A2-R4_MC01g02720	0.3018	0.0019	0.0062
MvSl-1064-A1-R4_MC01-1g02439	0.656	0.0033	0.005	MvSl-1064-A2-R4_MC01g02721	0.656	0.0033	0.005
MvSl-1064-A1-R4_MC01-1g02442	0.7376	0.0041	0.0055	MvSl-1064-A2-R4_MC01g02724	0.7376	0.0041	0.0055
MvSl-1064-A1-R4_MC01-1g02443	0.2087	0.0048	0.0229	MvSl-1064-A2-R4_MC01g02725	0.2087	0.0048	0.0229
MvSl-1064-A1-R4_MC01-1g02444	0.3086	0.0031	0.01	MvSl-1064-A2-R4_MC01g02726	0.3086	0.0031	0.01
MvSl-1064-A1-R4_MC01-1g02445	0.2419	0.0029	0.0119	MvSl-1064-A2-R4_MC01g02727	0.2419	0.0029	0.0119
MvSl-1064-A1-R4_MC01-1g02446	0.2478	0.002	0.0082	MvSl-1064-A2-R4_MC01g02728	0.2477	0.002	0.0082
MvSl-1064-A1-R4_MC01-1g02447	0.5191	0.0061	0.0118	MvSl-1064-A2-R4_MC01g02729	0.5191	0.0061	0.0118
MvSl-1064-A1-R4_MC01-1g02448	0.1455	0.0011	0.0075	MvSl-1064-A2-R4_MC01g02730	0.1455	0.0011	0.0075
MvSl-1064-A1-R4_MC01-1g02449	0.1508	0.0019	0.0129	MvSl-1064-A2-R4_MC01g02731	0.1508	0.0019	0.0129
MvSl-1064-A1-R4_MC01-1g02450	0.1319	0.0025	0.0189	MvSl-1064-A2-R4_MC01g02732	0.1319	0.0025	0.0189
MvSl-1064-A1-R4_MC01-1g02451	1.2168	0.012	0.0098	MvSl-1064-A2-R4_MC01g02733	1.2168	0.012	0.0098
MvSl-1064-A1-R4_MC01-1g02453	98.9996	0.0047	0	MvSl-1064-A2-R4_MC01g02735	98.9996	0.0047	0
MvSl-1064-A1-R4_MC01-1g02454	0.001	0	0	MvSl-1064-A2-R4_MC01g02736	0.3591	0	0
MvSl-1064-A1-R4_MC01-1g02455	0.1897	0.0029	0.0154	MvSl-1064-A2-R4_MC01g02737	0.1897	0.0029	0.0154
MvSl-1064-A1-R4_MC01-1g02456	0.5898	0.0071	0.012	MvSl-1064-A2-R4_MC01g02738	0.5898	0.0071	0.012
MvSl-1064-A1-R4_MC01-1g02457	0.7306	0.0061	0.0084	MvSl-1064-A2-R4_MC01g02739	0.7306	0.0061	0.0084
MvSl-1064-A1-R4_MC01-1g02458	0.1557	0.0021	0.0138	MvSl-1064-A2-R4_MC01g02740	0.1557	0.0021	0.0138
MvSl-1064-A1-R4_MC01-1g02459	0.3861	0.0048	0.0124	MvSl-1064-A2-R4_MC01g02741	0.3861	0.0048	0.0124
MvSl-1064-A1-R4_MC01-1g02460	0.6806	0.0102	0.015	MvSl-1064-A2-R4_MC01g02742	0.6806	0.0102	0.015
MvSl-1064-A1-R4_MC01-1g02462	0.2924	0.0043	0.0148	MvSl-1064-A2-R4_MC01g02744	0.2924	0.0043	0.0148
MvSl-1064-A1-R4_MC01-1g02463	0.4105	0.004	0.0098	MvSl-1064-A2-R4_MC01g02745	0.4105	0.004	0.0098
MvSl-1064-A1-R4_MC01-1g02464	0.0918	0.0011	0.012	MvSl-1064-A2-R4_MC01g02746	0.0918	0.0011	0.012
MvSl-1064-A1-R4_MC01-1g02465	98.9996	0.0091	0.0001	MvSl-1064-A2-R4_MC01g02747	98.9996	0.0091	0.0001
MvSl-1064-A1-R4_MC01-1g02466	98.9996	0.0098	0.0001	MvSl-1064-A2-R4_MC01g02748	98.9996	0.0098	0.0001
MvSl-1064-A1-R4_MC01-1g02467	0.2847	0.0022	0.0078	MvSl-1064-A2-R4_MC01g02749	0.2847	0.0022	0.0078
MvSl-1064-A1-R4_MC01-1g02468	0.1495	0.0031	0.0205	MvSl-1064-A2-R4_MC01g02750	0.1495	0.0031	0.0205
MvSl-1064-A1-R4_MC01-1g02469	0.3996	0.0026	0.0065	MvSl-1064-A2-R4_MC01g02751	0.3996	0.0026	0.0065
MvSl-1064-A1-R4_MC01-1g02470	0.7525	0.0049	0.0065	MvSl-1064-A2-R4_MC01g02752	0.7525	0.0049	0.0065
MvSl-1064-A1-R4_MC01-1g02471	0.1585	0.0029	0.0184	MvSl-1064-A2-R4_MC01g02753	0.1585	0.0029	0.0184
MvSl-1064-A1-R4_MC01-1g02472	0.1382	0.002	0.0143	MvSl-1064-A2-R4_MC01g02754	0.1383	0.002	0.0143
MvSl-1064-A1-R4_MC01-1g02473	0.5098	0.0041	0.008	MvSl-1064-A2-R4_MC01g02755	0.5098	0.0041	0.008
MvSl-1064-A1-R4_MC01-1g02474	1.0564	0.005	0.0047	MvSl-1064-A2-R4_MC01g02756	1.0564	0.005	0.0047
MvSl-1064-A1-R4_MC01-1g02475	0.6455	0.0037	0.0058	MvSl-1064-A2-R4_MC01g02757	0.6455	0.0037	0.0058
MvSl-1064-A1-R4_MC01-1g02476	0.6862	0.0013	0.0019	MvSl-1064-A2-R4_MC01g02758	0.6862	0.0013	0.0019
MvSl-1064-A1-R4_MC01-1g02479	0.0565	0.0006	0.0112	MvSl-1064-A2-R4_MC01g02761	0.0565	0.0006	0.0112
MvSl-1064-A1-R4_MC01-1g02480	0.001	0	0.004	MvSl-1064-A2-R4_MC01g02762	0.001	0	0.004
MvSl-1064-A1-R4_MC01-1g02481	0.3847	0.0031	0.008	MvSl-1064-A2-R4_MC01g02763	0.3847	0.0031	0.008
MvSl-1064-A1-R4_MC01-1g02482	98.9996	0.0059	0.0001	MvSl-1064-A2-R4_MC01g02764	98.9996	0.0059	0.0001
MvSl-1064-A1-R4_MC01-1g02483	0.4684	0	0	MvSl-1064-A2-R4_MC01g02765	0.001	0	0
MvSl-1064-A1-R4_MC01-1g02484	0.1732	0.0019	0.0108	MvSl-1064-A2-R4_MC01g02766	0.1733	0.0019	0.0108
MvSl-1064-A1-R4_MC01-1g02485	0.4438	0.002	0.0045	MvSl-1064-A2-R4_MC01g02767	0.4438	0.002	0.0045
MvSl-1064-A1-R4_MC01-1g02486	98.9996	0.0081	0.0001	MvSl-1064-A2-R4_MC01g02768	98.9996	0.0081	0.0001
MvSl-1064-A1-R4_MC01-1g02487	0.318	0.0035	0.011	MvSl-1064-A2-R4_MC01g02769	0.318	0.0035	0.011
MvSl-1064-A1-R4_MC01-1g02488	1.1599	0.0034	0.003	MvSl-1064-A2-R4_MC01g02770	1.1599	0.0034	0.003
MvSl-1064-A1-R4_MC01-1g02489	0.001	0	0.0051	MvSl-1064-A2-R4_MC01g02771	0.001	0	0.0051
MvSl-1064-A1-R4_MC01-1g02490	0.2723	0.0019	0.0071	MvSl-1064-A2-R4_MC01g02772	0.2723	0.0019	0.0071
MvSl-1064-A1-R4_MC01-1g02491	98.9996	0.0053	0.0001	MvSl-1064-A2-R4_MC01g02773	98.9996	0.0053	0.0001
MvSl-1064-A1-R4_MC01-1g02492	0.4028	0.0051	0.0127	MvSl-1064-A2-R4_MC01g02774	0.4028	0.0051	0.0127
MvSl-1064-A1-R4_MC01-1g02493	0.1496	0.0018	0.0119	MvSl-1064-A2-R4_MC01g02775	0.1496	0.0018	0.0119
MvSl-1064-A1-R4_MC01-1g02494	0.2353	0.0036	0.0151	MvSl-1064-A2-R4_MC01g02776	0.2353	0.0036	0.0151
MvSl-1064-A1-R4_MC01-1g02495	0.2361	0.0039	0.0164	MvSl-1064-A2-R4_MC01g02777	0.2361	0.0039	0.0164
MvSl-1064-A1-R4_MC01-1g02496	0.001	0	0.0071	MvSl-1064-A2-R4_MC01g02778	0.001	0	0.0071
MvSl-1064-A1-R4_MC01-1g02497	0.324	0.0022	0.0069	MvSl-1064-A2-R4_MC01g02779	0.324	0.0022	0.0069
MvSl-1064-A1-R4_MC01-1g02498	0.1569	0	0	MvSl-1064-A2-R4_MC01g02780	0.4821	0	0
MvSl-1064-A1-R4_MC01-1g02499	98.9996	0.0016	0	MvSl-1064-A2-R4_MC01g02781	98.9996	0.0016	0
MvSl-1064-A1-R4_MC01-1g02500	0.1107	0.0028	0.0252	MvSl-1064-A2-R4_MC01g02782	0.1107	0.0028	0.0252
MvSl-1064-A1-R4_MC01-1g02501	0.8367	0.0016	0.0019	MvSl-1064-A2-R4_MC01g02783	0.8366	0.0016	0.0019
MvSl-1064-A1-R4_MC01-1g02502	0.2598	0.0562	0.2162	MvSl-1064-A2-R4_MC01g02784	0.2598	0.0562	0.2162
MvSl-1064-A1-R4_MC01-1g02503	0.5304	0.0022	0.0041	MvSl-1064-A2-R4_MC01g02785	0.5304	0.0022	0.0041
MvSl-1064-A1-R4_MC01-1g02504	98.9996	0.0072	0.0001	MvSl-1064-A2-R4_MC01g02786	98.9996	0.0072	0.0001
MvSl-1064-A1-R4_MC01-1g02505	0.2601	0.0007	0.0025	MvSl-1064-A2-R4_MC01g02787	0.2602	0.0007	0.0025
MvSl-1064-A1-R4_MC01-1g02506	0.1346	0.0024	0.0176	MvSl-1064-A2-R4_MC01g02788	0.1346	0.0024	0.0176
MvSl-1064-A1-R4_MC01-1g02514	0.7255	0.0045	0.0062	MvSl-1064-A2-R4_MC01g02796	0.7255	0.0045	0.0062
MvSl-1064-A1-R4_MC01-1g02515	0.001	0	0.0163	MvSl-1064-A2-R4_MC01g02797	0.001	0	0.0163
MvSl-1064-A1-R4_MC01-1g02516	0.415	0.0079	0.0191	MvSl-1064-A2-R4_MC01g02798	0.415	0.0079	0.0191
MvSl-1064-A1-R4_MC01-1g02517	0.001	0	0.0053	MvSl-1064-A2-R4_MC01g02799	0.001	0	0.0053
MvSl-1064-A1-R4_MC01-1g02518	0.473	0.0042	0.0088	MvSl-1064-A2-R4_MC01g02800	0.473	0.0042	0.0088
MvSl-1064-A1-R4_MC01-1g02519	0.3964	0.003	0.0075	MvSl-1064-A2-R4_MC01g02801	0.3964	0.003	0.0075
MvSl-1064-A1-R4_MC01-1g02520	0.7439	0.0032	0.0043	MvSl-1064-A2-R4_MC01g02802	0.7439	0.0032	0.0043
MvSl-1064-A1-R4_MC01-1g02521	0.4487	0.0072	0.0161	MvSl-1064-A2-R4_MC01g02803	0.4487	0.0072	0.0161
MvSl-1064-A1-R4_MC01-1g02522	0.3525	0.0049	0.014	MvSl-1064-A2-R4_MC01g02804	0.3525	0.0049	0.014
MvSl-1064-A1-R4_MC01-1g02523	0.3828	0.0044	0.0114	MvSl-1064-A2-R4_MC01g02805	0.3828	0.0044	0.0114
MvSl-1064-A1-R4_MC01-1g02524	0.8958	0.0124	0.0138	MvSl-1064-A2-R4_MC01g02806	0.8958	0.0124	0.0138
MvSl-1064-A1-R4_MC01-1g02525	0.4658	0.0036	0.0077	MvSl-1064-A2-R4_MC01g02807	0.4658	0.0036	0.0077
MvSl-1064-A1-R4_MC01-1g02526	0.0349	0	0	MvSl-1064-A2-R4_MC01g02808	0.001	0	0
MvSl-1064-A1-R4_MC01-1g02527	0.1355	0.0019	0.0139	MvSl-1064-A2-R4_MC01g02809	0.1355	0.0019	0.0139
MvSl-1064-A1-R4_MC01-1g02528	0.159	0.0016	0.0102	MvSl-1064-A2-R4_MC01g02810	0.159	0.0016	0.0102
MvSl-1064-A1-R4_MC01-1g02529	1.5059	0.0099	0.0066	MvSl-1064-A2-R4_MC01g02811	1.5059	0.0099	0.0066
MvSl-1064-A1-R4_MC01-1g02530	0.3254	0.0033	0.0103	MvSl-1064-A2-R4_MC01g02812	0.3254	0.0033	0.0103
MvSl-1064-A1-R4_MC01-1g02531	0.4154	0.0039	0.0094	MvSl-1064-A2-R4_MC01g02813	0.4154	0.0039	0.0094
MvSl-1064-A1-R4_MC01-1g02532	0.001	0	0.0044	MvSl-1064-A2-R4_MC01g02814	0.001	0	0.0044
MvSl-1064-A1-R4_MC01-1g02533	0.2996	0.0024	0.0079	MvSl-1064-A2-R4_MC01g02815	0.2996	0.0024	0.0079
MvSl-1064-A1-R4_MC01-1g02534	4.438	0.0095	0.0021	MvSl-1064-A2-R4_MC01g02816	4.438	0.0095	0.0021
MvSl-1064-A1-R4_MC01-1g02535	0.6506	0.0055	0.0084	MvSl-1064-A2-R4_MC01g02817	0.6506	0.0055	0.0084
MvSl-1064-A1-R4_MC01-1g02536	0.001	0	0	MvSl-1064-A2-R4_MC01g02818	0.143	0	0
MvSl-1064-A1-R4_MC01-1g02537	98.9996	0.0022	0	MvSl-1064-A2-R4_MC01g02819	98.9996	0.0022	0
MvSl-1064-A1-R4_MC01-1g02538	0.9618	0.0046	0.0048	MvSl-1064-A2-R4_MC01g02820	0.9617	0.0046	0.0048
MvSl-1064-A1-R4_MC01-1g02539	1.7459	0.0065	0.0037	MvSl-1064-A2-R4_MC01g02821	1.7459	0.0065	0.0037
MvSl-1064-A1-R4_MC01-1g02540	0.8894	0.0086	0.0096	MvSl-1064-A2-R4_MC01g02822	0.8894	0.0086	0.0096
MvSl-1064-A1-R4_MC01-1g02541	0.5787	0.0043	0.0075	MvSl-1064-A2-R4_MC01g02823	0.5787	0.0043	0.0075
MvSl-1064-A1-R4_MC01-1g02542	0.2229	0.0016	0.007	MvSl-1064-A2-R4_MC01g02824	0.2229	0.0016	0.007
MvSl-1064-A1-R4_MC01-1g02543	0.7119	0.0057	0.0079	MvSl-1064-A2-R4_MC01g02825	0.7119	0.0057	0.0079
MvSl-1064-A1-R4_MC01-1g02544	0.001	0	0.0023	MvSl-1064-A2-R4_MC01g02826	0.001	0	0.0023
MvSl-1064-A1-R4_MC01-1g02545	0.001	0	0.0101	MvSl-1064-A2-R4_MC01g02827	0.001	0	0.0101
MvSl-1064-A1-R4_MC01-1g02546	0.1173	0.0014	0.0122	MvSl-1064-A2-R4_MC01g02828	0.1173	0.0014	0.0122
MvSl-1064-A1-R4_MC01-1g02547	0.3245	0.0046	0.014	MvSl-1064-A2-R4_MC01g02829	0.3245	0.0046	0.014
MvSl-1064-A1-R4_MC01-1g02554	0.3573	0.0022	0.0062	MvSl-1064-A2-R4_MC01g02836	0.3573	0.0022	0.0062
MvSl-1064-A1-R4_MC01-1g02555	0.3993	0	0	MvSl-1064-A2-R4_MC01g02837	0.3401	0	0
MvSl-1064-A1-R4_MC01-1g02556	0.5627	0.0037	0.0065	MvSl-1064-A2-R4_MC01g02838	0.5627	0.0037	0.0065
MvSl-1064-A1-R4_MC01-1g02557	0.482	0.0043	0.0089	MvSl-1064-A2-R4_MC01g02839	0.482	0.0043	0.0089
MvSl-1064-A1-R4_MC01-1g02558	0.001	0	0.0254	MvSl-1064-A2-R4_MC01g02840	0.001	0	0.0254
MvSl-1064-A1-R4_MC01-1g02559	0.399	0.0029	0.0072	MvSl-1064-A2-R4_MC01g02841	0.399	0.0029	0.0072
MvSl-1064-A1-R4_MC01-1g02560	0.3784	0.0027	0.0071	MvSl-1064-A2-R4_MC01g02842	0.3784	0.0027	0.0071
MvSl-1064-A1-R4_MC01-1g02561	0.7595	0.0051	0.0067	MvSl-1064-A2-R4_MC01g02843	0.7595	0.0051	0.0067
MvSl-1064-A1-R4_MC01-1g02563	0.0721	0.0008	0.0107	MvSl-1064-A2-R4_MC01g02845	0.072	0.0008	0.0107
MvSl-1064-A1-R4_MC01-1g02564	0.2935	0	0	MvSl-1064-A2-R4_MC01g02846	0.425	0	0
MvSl-1064-A1-R4_MC01-1g02565	0.7823	0.0102	0.013	MvSl-1064-A2-R4_MC01g02847	0.7823	0.0102	0.013
MvSl-1064-A1-R4_MC01-1g02566	0.1723	0.0032	0.0188	MvSl-1064-A2-R4_MC01g02848	0.1723	0.0032	0.0188
MvSl-1064-A1-R4_MC01-1g02567	0.2114	0.004	0.0187	MvSl-1064-A2-R4_MC01g02849	0.2114	0.004	0.0187
MvSl-1064-A1-R4_MC01-1g02568	0.001	0	0.0206	MvSl-1064-A2-R4_MC01g02850	0.001	0	0.0206
MvSl-1064-A1-R4_MC01-1g02569	0.3631	0.0056	0.0153	MvSl-1064-A2-R4_MC01g02851	0.3631	0.0056	0.0153
MvSl-1064-A1-R4_MC01-1g02570	98.9996	0.0069	0.0001	MvSl-1064-A2-R4_MC01g02852	98.9996	0.0069	0.0001
MvSl-1064-A1-R4_MC01-1g02571	0.001	0	0.0096	MvSl-1064-A2-R4_MC01g02853	0.2604	0.0085	0.0325
MvSl-1064-A1-R4_MC01-1g02572	0.1079	0.0025	0.0232	MvSl-1064-A2-R4_MC01g02854	0.1079	0.0025	0.0232
MvSl-1064-A1-R4_MC01-1g02573	0.3204	0.0053	0.0164	MvSl-1064-A2-R4_MC01g02855	0.3204	0.0053	0.0164
MvSl-1064-A1-R4_MC01-1g02574	0.4581	0.0034	0.0074	MvSl-1064-A2-R4_MC01g02856	0.4581	0.0034	0.0074
MvSl-1064-A1-R4_MC01-1g02577	0.3325	0.0032	0.0095	MvSl-1064-A2-R4_MC01g02859	0.3325	0.0032	0.0095
MvSl-1064-A1-R4_MC01-1g02578	0.1697	0.0013	0.0077	MvSl-1064-A2-R4_MC01g02860	0.1697	0.0013	0.0077
MvSl-1064-A1-R4_MC01-1g02579	0.1323	0.0021	0.0158	MvSl-1064-A2-R4_MC01g02861	0.1323	0.0021	0.0158
MvSl-1064-A1-R4_MC01-1g02580	0.8789	0.002	0.0022	MvSl-1064-A2-R4_MC01g02862	0.8788	0.002	0.0022
MvSl-1064-A1-R4_MC01-1g02583	0.3326	0.0032	0.0095	MvSl-1064-A2-R4_MC01g02865	0.3325	0.0032	0.0095
MvSl-1064-A1-R4_MC01-1g02584	2.3464	0.0054	0.0023	MvSl-1064-A2-R4_MC01g02866	2.3464	0.0054	0.0023
MvSl-1064-A1-R4_MC01-1g02585	0.4157	0.004	0.0097	MvSl-1064-A2-R4_MC01g02867	0.4157	0.004	0.0097
MvSl-1064-A1-R4_MC01-1g02586	0.001	0	0	MvSl-1064-A2-R4_MC01g02868	0.001	0	0
MvSl-1064-A1-R4_MC01-1g02590	1.2924	0.025	0.0194	MvSl-1064-A2-R4_MC01g02872	1.2924	0.025	0.0194
MvSl-1064-A1-R4_MC01-1g02591	0.5013	0.0043	0.0087	MvSl-1064-A2-R4_MC01g02873	0.5013	0.0043	0.0087
MvSl-1064-A1-R4_MC01-1g02592	0.1352	0.0012	0.009	MvSl-1064-A2-R4_MC01g02874	0.1352	0.0012	0.009
MvSl-1064-A1-R4_MC01-1g02593	0.3622	0.0023	0.0063	MvSl-1064-A2-R4_MC01g02875	0.3622	0.0023	0.0063
MvSl-1064-A1-R4_MC01-1g02597	0.1956	0.0185	0.0944	MvSl-1064-A2-R4_MC01g02879	0.2261	0.0228	0.101
MvSl-1064-A1-R4_MC01-1g02599	0.1869	0.0058	0.031	MvSl-1064-A2-R4_MC01g02881	0.1869	0.0058	0.031
MvSl-1064-A1-R4_MC01-1g02600	98.9996	0.0095	0.0001	MvSl-1064-A2-R4_MC01g02882	98.9996	0.0095	0.0001
MvSl-1064-A1-R4_MC01-1g02601	10.1425	0.0253	0.0025	MvSl-1064-A2-R4_MC01g02883	10.1374	0.0253	0.0025
MvSl-1064-A1-R4_MC01-1g02602	0.1659	0.0016	0.0095	MvSl-1064-A2-R4_MC01g02884	0.1659	0.0016	0.0095
MvSl-1064-A1-R4_MC01-1g02603	0.2442	0.003	0.0121	MvSl-1064-A2-R4_MC01g02885	0.2442	0.003	0.0121
MvSl-1064-A1-R4_MC01-1g02604	0.3731	0.0062	0.0167	MvSl-1064-A2-R4_MC01g02886	0.3731	0.0062	0.0167
MvSl-1064-A1-R4_MC01-1g02607	0.3362	0.0053	0.0157	MvSl-1064-A2-R4_MC01g02889	0.3362	0.0053	0.0157
MvSl-1064-A1-R4_MC01-1g02608	1.4212	0.0043	0.003	MvSl-1064-A2-R4_MC01g02890	1.4213	0.0043	0.003
MvSl-1064-A1-R4_MC01-1g02609	0.1207	0.0014	0.0112	MvSl-1064-A2-R4_MC01g02891	0.1207	0.0014	0.0112
MvSl-1064-A1-R4_MC01-1g02610	0.4039	0	0	MvSl-1064-A2-R4_MC01g02892	0.4177	0	0
MvSl-1064-A1-R4_MC01-1g02611	98.9996	0.0061	0.0001	MvSl-1064-A2-R4_MC01g02893	0.001	0	0
MvSl-1064-A1-R4_MC01-1g02614	0.8349	0.0077	0.0093	MvSl-1064-A2-R4_MC01g02896	0.8349	0.0077	0.0093
MvSl-1064-A1-R4_MC01-1g02615	0.9793	0.0069	0.0071	MvSl-1064-A2-R4_MC01g02897	0.9793	0.0069	0.0071
MvSl-1064-A1-R4_MC01-1g02616	0.326	0.0021	0.0064	MvSl-1064-A2-R4_MC01g02898	0.326	0.0021	0.0064
MvSl-1064-A1-R4_MC01-1g02617	0.045	0.0011	0.0242	MvSl-1064-A2-R4_MC01g02899	0.045	0.0011	0.0242
MvSl-1064-A1-R4_MC01-1g02618	0.5973	0.0047	0.0078	MvSl-1064-A2-R4_MC01g02900	0.5973	0.0047	0.0078
MvSl-1064-A1-R4_MC01-1g02619	0.3791	0	0	MvSl-1064-A2-R4_MC01g02901	0.001	0	0
MvSl-1064-A1-R4_MC01-1g02620	0.6355	0.0022	0.0035	MvSl-1064-A2-R4_MC01g02902	0.6355	0.0022	0.0035
MvSl-1064-A1-R4_MC01-1g02621	0.3416	0.0025	0.0072	MvSl-1064-A2-R4_MC01g02903	0.3416	0.0025	0.0072
MvSl-1064-A1-R4_MC01-1g02622	0.2603	0.002	0.0079	MvSl-1064-A2-R4_MC01g02904	0.2603	0.002	0.0079
MvSl-1064-A1-R4_MC01-1g02623	1.0348	0.0059	0.0057	MvSl-1064-A2-R4_MC01g02905	1.0348	0.0059	0.0057
MvSl-1064-A1-R4_MC01-1g02624	0.7535	0.0085	0.0113	MvSl-1064-A2-R4_MC01g02906	0.7535	0.0085	0.0113
MvSl-1064-A1-R4_MC01-1g02625	0.001	0	0.0059	MvSl-1064-A2-R4_MC01g02907	0.001	0	0.0059
MvSl-1064-A1-R4_MC01-1g02626	0.0674	0.0025	0.0375	MvSl-1064-A2-R4_MC01g02908	0.0674	0.0025	0.0375
MvSl-1064-A1-R4_MC01-1g02629	0.2053	0.0086	0.042	MvSl-1064-A2-R4_MC01g02911	0.2053	0.0086	0.042
MvSl-1064-A1-R4_MC01-1g02630	0.3458	0.0034	0.0098	MvSl-1064-A2-R4_MC01g02912	0.3458	0.0034	0.0098
MvSl-1064-A1-R4_MC01-1g02631	1.261	0.0064	0.0051	MvSl-1064-A2-R4_MC01g02913	1.2609	0.0064	0.0051
MvSl-1064-A1-R4_MC01-1g02632	98.9996	0.0105	0.0001	MvSl-1064-A2-R4_MC01g02914	98.9996	0.0105	0.0001
MvSl-1064-A1-R4_MC01-1g02633	0.5369	0.0122	0.0227	MvSl-1064-A2-R4_MC01g02915	0.5369	0.0122	0.0227
MvSl-1064-A1-R4_MC01-1g02635	0.5594	0.004	0.0072	MvSl-1064-A2-R4_MC01g02917	0.5594	0.004	0.0072
MvSl-1064-A1-R4_MC01-1g02636	0.001	0	0.0047	MvSl-1064-A2-R4_MC01g02918	0.001	0	0.0047
MvSl-1064-A1-R4_MC01-1g02637	98.9996	0.0242	0.0002	MvSl-1064-A2-R4_MC01g02919	98.9996	0.0242	0.0002
MvSl-1064-A1-R4_MC01-1g02638	0.1316	0.001	0.0078	MvSl-1064-A2-R4_MC01g02920	0.1316	0.001	0.0078
MvSl-1064-A1-R4_MC01-1g02639	0.7671	0.0069	0.009	MvSl-1064-A2-R4_MC01g02921	0.7671	0.0069	0.009
MvSl-1064-A1-R4_MC01-1g02640	0.7616	0.0049	0.0064	MvSl-1064-A2-R4_MC01g02922	0.7615	0.0049	0.0064
MvSl-1064-A1-R4_MC01-1g02641	0.7753	0.007	0.009	MvSl-1064-A2-R4_MC01g02923	0.7753	0.007	0.009
