gid	gidmvsd	dnds	dn	ds
MvSl-1064-A1-R4_MC12g11063	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05071	0.2379	0.0028	0.0119
MvSl-1064-A1-R4_MC05-3g06677	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02393	98.9996	0.0027	0
MvSl-1064-A1-R4_MC01-1g02035	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01284	0.001	0	0.0179
MvSl-1064-A1-R4_MC07g07602	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07342	1.2975	0.0094	0.0072
MvSl-1064-A1-R4_MC05-1g06205	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01911	0.7345	0.0065	0.0088
MvSl-1064-A1-R4_MC09-2g09063	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08108	0.1199	0.0017	0.0139
MvSl-1064-A1-R4_MC06g07134	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06740	0.1707	0.0016	0.0092
MvSl-1064-A1-R4_MC02g03525	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03692	0.5911	0.0036	0.006
MvSl-1064-A1-R4_MC02g03902	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03330	0.7119	0.005	0.007
MvSl-1064-A1-R4_MC07g08170	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09347	0.001	0	0.0222
MvSl-1064-A1-R4_MC08g08407	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06074	0.346	0.0027	0.0078
MvSl-1064-A1-R4_MC05-3g06713	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02434	0.9257	0.0062	0.0067
MvSl-1064-A1-R4_MC07g07916	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09833	0.2136	0.0019	0.0087
MvSl-1064-A1-R4_MC01-1g02237	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01553	0.4508	0.0067	0.0149
MvSl-1064-A1-R4_MC06g07131	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06737	0.4406	0.0016	0.0036
MvSl-1064-A1-R4_MC06g07425	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10417	0.3826	0	0
MvSl-1064-A1-R4_MC04-1g05308	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10842	0.3314	0.007	0.0211
MvSl-1064-A1-R4_MC07g08002	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09920	0.4864	0.0032	0.0066
MvSl-1064-A1-R4_MC05-3g06773	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02490	1.0876	0.0054	0.0049
MvSl-1064-A1-R4_MC03g04404	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00843	0.4769	0.0031	0.0064
MvSl-1064-A1-R4_MC07g08205	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09280	1.2842	0.0074	0.0058
MvSl-1064-A1-R4_MC06g07465	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10375	0.2303	0.006	0.026
MvSl-1064-A1-R4_MC15g12015	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11232	0.6896	0.0058	0.0084
MvSl-1064-A1-R4_MC05-3g06581	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02302	0.001	0	0.003
MvSl-1064-A1-R4_MC08g08689	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11313	0.8305	0.0055	0.0066
MvSl-1064-A1-R4_MC06g07026	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09090	0.3568	0.0053	0.0148
MvSl-1064-A1-R4_MC01-1g02675	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07909	0.2326	0.0039	0.0166
MvSl-1064-A1-R4_MC01-1g02312	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01624	0.1361	0.0025	0.0183
MvSl-1064-A1-R4_MC03g04360	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00888	0.6151	0.0034	0.0056
MvSl-1064-A1-R4_MC12g11071	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05063	0.4297	0.0039	0.009
MvSl-1064-A1-R4_MC12g11212	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04919	0.5551	0.0026	0.0046
MvSl-1064-A1-R4_MC12g11263	MvSdioicae-1303-FR02-D-N206-PbcR_C041g11962	0.0681	0.0012	0.0181
MvSl-1064-A1-R4_MC05-1g06228	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01939	3.8765	0.0042	0.0011
MvSl-1064-A1-R4_MC08g08330	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06148	0.2668	0.0029	0.0107
MvSl-1064-A1-R4_MC02g03823	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03394	98.9996	0.0023	0
MvSl-1064-A1-R4_MC06g07280	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06911	0.0751	0.0011	0.015
MvSl-1064-A1-R4_MC11g10391	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04651	0.3005	0.0024	0.0078
MvSl-1064-A1-R4_MC12g11008	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05127	1.6925	0.0029	0.0017
MvSl-1064-A1-R4_MC03g04480	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00753	0.387	0.0027	0.007
MvSl-1064-A1-R4_MC03g04794	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00433	0.001	0	0.0189
MvSl-1064-A1-R4_MC01-1g02219	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01536	0.2074	0.0017	0.0082
MvSl-1064-A1-R4_MC01-1g02667	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07917	0.001	0	0.0103
MvSl-1064-A1-R4_MC07g08176	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09307	0.8181	0.0055	0.0067
MvSl-1064-A1-R4_MC06g07225	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06856	0.6373	0.0024	0.0038
MvSl-1064-A1-R4_MC12g11066	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05068	0.5089	0.0032	0.0063
MvSl-1064-A1-R4_MC05-3g06727	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02449	0.4392	0.0027	0.006
MvSl-1064-A1-R4_MC02g03977	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03257	0.6443	0.0045	0.007
MvSl-1064-A1-R4_MC08g08653	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11351	0.1641	0.0035	0.0216
MvSl-1064-A1-R4_MC10-2g10021	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07583	1.8172	0.0035	0.0019
MvSl-1064-A1-R4_MC06g07281	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06912	0.7914	0.0057	0.0072
MvSl-1064-A1-R4_MC13g11521	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05629	0.5752	0.0048	0.0083
MvSl-1064-A1-R4_MC05-1g06191	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01897	0.1009	0.0013	0.0128
MvSl-1064-A1-R4_MC08g08493	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05977	0.5339	0.0024	0.0045
MvSl-1064-A1-R4_A1g00394	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08409	0.001	0	0
MvSl-1064-A1-R4_MC01-2g02978	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07753	0.1843	0.0007	0.004
MvSl-1064-A1-R4_MC01-1g01989	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01265	0.4444	0.0022	0.005
MvSl-1064-A1-R4_MC01-1g02483	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01784	0.4684	0	0
MvSl-1064-A1-R4_MC08g08773	MvSdioicae-1303-FR02-D-N206-PbcR_C025g10052	0.1252	0.0014	0.0113
MvSl-1064-A1-R4_MC08g08743	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11259	0.001	0	0.0167
MvSl-1064-A1-R4_MC13g11528	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05636	0.1511	0.0011	0.0076
MvSl-1064-A1-R4_MC01-1g02275	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01589	0.001	0	0.0087
MvSl-1064-A1-R4_MC07g08118	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09364	0.1889	0.0018	0.0093
MvSl-1064-A1-R4_MC13g11593	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05697	0.5182	0.0019	0.0037
MvSl-1064-A1-R4_MC02g03616	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03598	0.105	0.0007	0.0066
MvSl-1064-A1-R4_MC01-1g02346	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01659	0.6139	0.0064	0.0105
MvSl-1064-A1-R4_MC03g05145	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00057	0.2329	0.0033	0.014
MvSl-1064-A1-R4_MC04-1g05367	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10783	0.2391	0.002	0.0086
MvSl-1064-A1-R4_MC06g07212	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06843	0.3613	0.0008	0.0022
MvSl-1064-A1-R4_MC01-2g03019	MvSdioicae-1303-FR02-D-N206-PbcR_C035g11387	0.001	0	0.0072
MvSl-1064-A1-R4_MC07g07870	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09781	0.1756	0.0019	0.0109
MvSl-1064-A1-R4_MC08g08627	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05845	0.22	0.0013	0.0059
MvSl-1064-A1-R4_MC06g06930	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09186	0.3705	0.0035	0.0095
MvSl-1064-A1-R4_MC03g04699	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00531	0.6092	0.0044	0.0073
MvSl-1064-A1-R4_MC01-1g02402	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01706	0.5225	0.0054	0.0102
MvSl-1064-A1-R4_MC13g11399	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05490	0.247	0.0032	0.0129
MvSl-1064-A1-R4_MC02g03208	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09631	0.4271	0.0036	0.0083
MvSl-1064-A1-R4_MC05-1g06179	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01886	0.4123	0.0061	0.0147
MvSl-1064-A1-R4_MC01-2g03077	MvSdioicae-1303-FR02-D-N206-PbcR_C035g11441	0.001	0	0.0079
MvSl-1064-A1-R4_MC06g07467	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10373	0.0692	0.0011	0.0159
MvSl-1064-A1-R4_A1g01444	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10183	0.052	0.0008	0.0161
MvSl-1064-A1-R4_MC12g11003	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05132	0.0205	0.0005	0.0233
MvSl-1064-A1-R4_MC06g07525	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10300	0.357	0.0051	0.0142
MvSl-1064-A1-R4_MC06g07455	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10385	0.0426	0.0006	0.0131
MvSl-1064-A1-R4_MC02g03622	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03592	0.001	0	0.0124
MvSl-1064-A1-R4_MC06g07316	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06947	98.9996	0.0046	0
MvSl-1064-A1-R4_MC02g03738	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03479	0.1114	0.0016	0.0139
MvSl-1064-A1-R4_MC08g08794	MvSdioicae-1303-FR02-D-N206-PbcR_C025g10031	0.9178	0.0067	0.0073
MvSl-1064-A1-R4_MC02g03581	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03635	0.3811	0	0
MvSl-1064-A1-R4_MC06g07421	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10421	0.5428	0.0039	0.0072
MvSl-1064-A1-R4_MC14g11863	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10544	0.0987	0.0009	0.0088
MvSl-1064-A1-R4_MC01-1g01875	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01141	0.1784	0.0021	0.0118
MvSl-1064-A1-R4_MC01-1g02811	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07766	3.436	0.0136	0.004
MvSl-1064-A1-R4_MC04-1g05346	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10802	0.4072	0.0083	0.0204
MvSl-1064-A1-R4_MC03g05234	MvSdioicae-1303-FR02-D-N206-PbcR_C047g12318	98.9996	0.0067	0.0001
MvSl-1064-A1-R4_MC03g04516	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00718	0.2605	0.0023	0.0088
MvSl-1064-A1-R4_MC06g07229	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06860	0.2269	0.0046	0.0204
MvSl-1064-A1-R4_MC08g08276	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06202	1.9695	0.0061	0.0031
MvSl-1064-A1-R4_A1g00575	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04012	0.1892	0.0024	0.0128
MvSl-1064-A1-R4_MC01-1g02485	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01786	0.4438	0.002	0.0045
MvSl-1064-A1-R4_MC02g03277	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09700	0.001	0	0.011
MvSl-1064-A1-R4_MC07g07873	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09784	0.001	0	0
MvSl-1064-A1-R4_MC08g08579	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05895	0.2864	0.0026	0.009
MvSl-1064-A1-R4_MC03g04965	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00201	0.2693	0.0036	0.0134
MvSl-1064-A1-R4_MC12g10753	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05392	0.2186	0.0017	0.0077
MvSl-1064-A1-R4_MC03g05006	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00160	0.5434	0.0068	0.0124
MvSl-1064-A1-R4_MC11g10251	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04792	0.2493	0.0027	0.011
MvSl-1064-A1-R4_MC02g03963	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03268	0.2192	0.0017	0.0079
MvSl-1064-A1-R4_A1g01384	MvSdioicae-1303-FR02-D-N206-PbcR_C032g11074	0.4076	0.0038	0.0093
MvSl-1064-A1-R4_MC02g03687	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03529	1.0668	0.0048	0.0045
MvSl-1064-A1-R4_MC12g11030	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05105	0.9871	0.0035	0.0035
MvSl-1064-A1-R4_MC07g07837	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07091	1.055	0.0055	0.0052
MvSl-1064-A1-R4_MC03g05148	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00054	0.2803	0.0019	0.0068
MvSl-1064-A1-R4_MC08g08624	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05848	0.7988	0.0105	0.0131
MvSl-1064-A1-R4_MC11g10432	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04610	0.6839	0.0041	0.006
MvSl-1064-A1-R4_A1g01351	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06662	0.189	0.0029	0.0153
MvSl-1064-A1-R4_MC08g08334	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06143	0.3073	0.0032	0.0105
MvSl-1064-A1-R4_MC08g08428	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06053	1.5286	0.0058	0.0038
MvSl-1064-A1-R4_MC06g07335	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06967	0.5395	0.0038	0.0071
MvSl-1064-A1-R4_MC01-1g01955	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01224	0.2353	0.0479	0.2034
MvSl-1064-A1-R4_MC02g03237	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09660	0.1523	0.001	0.0065
MvSl-1064-A1-R4_MC02g03811	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03406	98.9996	0.0014	0
MvSl-1064-A1-R4_MC03g04767	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00462	0.3968	0.0038	0.0096
MvSl-1064-A1-R4_MC13g11516	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05624	0.2541	0.0025	0.0099
MvSl-1064-A1-R4_MC08g08475	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05998	0.1331	0.0011	0.0079
MvSl-1064-A1-R4_MC01-1g01948	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01217	0.2099	0.0023	0.0112
MvSl-1064-A1-R4_MC10-1g09783	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08726	0.0948	0.0022	0.0236
MvSl-1064-A1-R4_MC14g11865	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10542	0.0904	0.001	0.0105
MvSl-1064-A1-R4_MC02g03219	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09642	0.932	0.0058	0.0062
MvSl-1064-A1-R4_MC03g04644	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00589	0.7385	0.0033	0.0045
MvSl-1064-A1-R4_MC02g03213	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09636	1.434	0.0058	0.004
MvSl-1064-A1-R4_MC02g03898	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03334	0.2759	0.003	0.011
MvSl-1064-A1-R4_MC06g06898	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09212	0.001	0	0.015
MvSl-1064-A1-R4_MC10-1g09748	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08699	0.2537	0.0027	0.0107
MvSl-1064-A1-R4_MC11g10229	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04813	0.001	0	0.0037
MvSl-1064-A1-R4_MC07g07772	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07161	0.5501	0.0024	0.0044
MvSl-1064-A1-R4_MC02g03601	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03614	2.8585	0.0041	0.0014
MvSl-1064-A1-R4_MC12g11091	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05041	0.001	0	0.0171
MvSl-1064-A1-R4_MC06g07012	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09103	0.6586	0.0018	0.0028
MvSl-1064-A1-R4_MC07g07793	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07137	0.3143	0.0033	0.0106
MvSl-1064-A1-R4_MC14g11943	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10464	0.2387	0.0008	0.0034
MvSl-1064-A1-R4_A1g00007	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08560	0.1726	0.0025	0.0143
MvSl-1064-A1-R4_A1g00507	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08342	0.6151	0.0084	0.0136
MvSl-1064-A1-R4_MC09-2g08958	MvSdioicae-1303-FR02-D-N206-PbcR_C048g12381	0.2564	0.0043	0.0169
MvSl-1064-A1-R4_MC04-1g06020	MvSdioicae-1303-FR02-D-N206-PbcR_C031g10942	0.4339	0.0018	0.0042
MvSl-1064-A1-R4_A1g01477	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10153	0.4797	0.0075	0.0157
MvSl-1064-A1-R4_MC01-1g01949	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01218	98.9996	0.003	0
MvSl-1064-A1-R4_MC03g04496	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00737	0.2501	0.0065	0.0262
MvSl-1064-A1-R4_MC04-1g05372	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10778	0.649	0.0091	0.014
MvSl-1064-A1-R4_MC07g08156	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09333	0.2024	0.0022	0.0109
MvSl-1064-A1-R4_MC01-2g03058	MvSdioicae-1303-FR02-D-N206-PbcR_C035g11424	0.6426	0.0042	0.0065
MvSl-1064-A1-R4_MC01-1g02558	MvSdioicae-1303-FR02-D-N206-PbcR_C015g08025	0.001	0	0.0254
MvSl-1064-A1-R4_MC09-2g08936	MvSdioicae-1303-FR02-D-N206-PbcR_C048g12356	0.2655	0.0069	0.0259
MvSl-1064-A1-R4_MC08g08873	MvSdioicae-1303-FR02-D-N206-PbcR_C025g09964	1.7601	0.006	0.0034
MvSl-1064-A1-R4_MC05-3g06776	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02493	0.5264	0.0046	0.0087
MvSl-1064-A1-R4_MC07g08178	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09305	0.0652	0.0008	0.0116
MvSl-1064-A1-R4_MC06g07383	MvSdioicae-1303-FR02-D-N206-PbcR_C012g07021	0.62	0.0035	0.0056
MvSl-1064-A1-R4_MC11g10428	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04614	0.077	0.001	0.0124
MvSl-1064-A1-R4_MC03g04774	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00455	0.001	0	0.0096
MvSl-1064-A1-R4_MC14g11751	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11849	0.2212	0.001	0.0045
MvSl-1064-A1-R4_MC06g07403	MvSdioicae-1303-FR02-D-N206-PbcR_C012g07040	0.1753	0.0015	0.0088
MvSl-1064-A1-R4_MC01-1g02795	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07783	0.4863	0.0047	0.0097
MvSl-1064-A1-R4_MC05-2g06319	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02025	0.5148	0.0061	0.0118
MvSl-1064-A1-R4_MC09-2g09153	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08198	0.4717	0.0068	0.0144
MvSl-1064-A1-R4_MC09-2g08953	MvSdioicae-1303-FR02-D-N206-PbcR_C048g12376	0.7789	0.0078	0.01
MvSl-1064-A1-R4_MC07g07704	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07230	0.4167	0.0051	0.0123
MvSl-1064-A1-R4_MC07g08225	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09261	0.001	0	0.0205
MvSl-1064-A1-R4_MC03g04572	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00645	0.001	0	0.011
MvSl-1064-A1-R4_MC02g03689	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03527	0.001	0	0.0046
MvSl-1064-A1-R4_MC02g04117	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09513	0.1781	0.0027	0.0153
MvSl-1064-A1-R4_A1g00510	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06592	1.4	0.0047	0.0033
MvSl-1064-A1-R4_MC10-1g09721	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08672	0.001	0	0.0079
MvSl-1064-A1-R4_MC07g07927	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09844	98.9996	0.0028	0
MvSl-1064-A1-R4_MC11g10497	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04546	0.1845	0.0019	0.0103
MvSl-1064-A1-R4_MC02g03613	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03601	0.5069	0.0057	0.0113
MvSl-1064-A1-R4_MC11g10389	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04652	0.7591	0.0066	0.0087
MvSl-1064-A1-R4_MC11g10246	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04798	0.001	0	0.0101
MvSl-1064-A1-R4_MC07g07585	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07356	1.2241	0.0064	0.0053
MvSl-1064-A1-R4_MC03g04933	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00285	0.3526	0.0023	0.0066
MvSl-1064-A1-R4_MC06g07246	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06877	0.6536	0.0087	0.0133
MvSl-1064-A1-R4_MC01-2g03040	MvSdioicae-1303-FR02-D-N206-PbcR_C035g11405	0.3757	0.0049	0.013
MvSl-1064-A1-R4_MC02g03275	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09698	0.3894	0.0046	0.0118
MvSl-1064-A1-R4_MC06g07285	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06916	0.2422	0.0014	0.0056
MvSl-1064-A1-R4_MC08g08785	MvSdioicae-1303-FR02-D-N206-PbcR_C025g10039	0.4646	0.0048	0.0103
MvSl-1064-A1-R4_MC04-1g05881	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02684	0.3114	0.0019	0.006
MvSl-1064-A1-R4_MC07g07941	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09857	0.185	0.0015	0.0083
MvSl-1064-A1-R4_MC01-1g02094	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01412	0.6877	0.0029	0.0042
MvSl-1064-A1-R4_MC02g04124	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09505	0.2861	0.0051	0.0177
MvSl-1064-A1-R4_MC01-1g02073	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01383	0.001	0	0.0053
MvSl-1064-A1-R4_MC01-1g02435	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01738	0.001	0	0.0108
MvSl-1064-A1-R4_MC01-1g02279	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01593	0.5596	0.01	0.0179
MvSl-1064-A1-R4_MC11g10414	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04628	0.1341	0.0019	0.0139
MvSl-1064-A1-R4_MC06g07457	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10383	0.4213	0.0024	0.0056
MvSl-1064-A1-R4_MC13g11669	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05769	0.001	0	0.0202
MvSl-1064-A1-R4_MC02g03775	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03441	0.2273	0.0011	0.0046
MvSl-1064-A1-R4_MC13g11708	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05807	0.2854	0.0025	0.0086
MvSl-1064-A1-R4_MC06g07305	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06935	0.1934	0.0023	0.0121
MvSl-1064-A1-R4_MC07g08196	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09288	0.2082	0.0011	0.0053
MvSl-1064-A1-R4_MC01-1g01845	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01111	0.3125	0.0029	0.0092
MvSl-1064-A1-R4_MC01-1g02316	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01628	0.1635	0.0024	0.0148
MvSl-1064-A1-R4_MC02g04083	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09416	0.9266	0.0022	0.0023
MvSl-1064-A1-R4_MC12g10909	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05224	0.4624	0.0022	0.0048
MvSl-1064-A1-R4_MC08g08431	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06050	0.1119	0.0013	0.0116
MvSl-1064-A1-R4_MC08g08476	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05997	1.3724	0.0095	0.0069
MvSl-1064-A1-R4_MC13g11712	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05811	0.9711	0.0031	0.0032
MvSl-1064-A1-R4_MC11g10724	MvSdioicae-1303-FR02-D-N206-PbcR_C038g11688	0.5585	0.0029	0.0052
MvSl-1064-A1-R4_MC05-1g06170	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01877	0.5232	0.0047	0.009
MvSl-1064-A1-R4_MC08g08606	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05866	0.001	0	0.0125
MvSl-1064-A1-R4_MC07g07948	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09864	0.3341	0.004	0.0118
MvSl-1064-A1-R4_MC07g08157	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09334	0.5014	0.0068	0.0135
MvSl-1064-A1-R4_MC13g11565	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05669	98.9996	0.0062	0.0001
