gida1	Up 	up5k	part8	youngold	haploid	DE
MvSl-1064-A2-R4_MC04-1g06103	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06114	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06115	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06116	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06118	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06119	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06120	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06122	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06123	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06124	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06125	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06126	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06129	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06130	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06131	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06132	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06133	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06136	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06138	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06145	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06150	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06151	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06152	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06154	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06155	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06156	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06159	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06160	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06161	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06162	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06163	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06182	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06183	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06184	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06188	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06190	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06191	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06193	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06196	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06201	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06204	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06205	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06206	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06207	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06209	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06210	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06214	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06217	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06219	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06220	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06225	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06226	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06227	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06230	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06233	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06234	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06235	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06236	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06237	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06240	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06241	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06243	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06246	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06249	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06250	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06252	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06253	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06273	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06274	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06275	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06278	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06279	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06281	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06283	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06284	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06285	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06288	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06291	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06292	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06299	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06300	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06301	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06302	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06313	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06314	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06315	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06316	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06317	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06318	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06320	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06321	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06325	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06327	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06330	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06334	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06339	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06342	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06343	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06347	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06348	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06349	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06362	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06363	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06364	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06366	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06368	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06371	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06373	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06374	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06377	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06379	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06380	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06381	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06390	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06391	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06393	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06394	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06398	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06399	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06401	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06403	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06404	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06405	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06406	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06407	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06408	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06411	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06413	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06419	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06423	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06425	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06427	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06428	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06429	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06431	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06435	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06439	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06440	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06441	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06442	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06443	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06450	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06451	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06452	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06453	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06457	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06458	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06459	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06465	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06466	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06470	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06471	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06476	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06486	k5	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06487	k5	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06488	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06489	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06490	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06492	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06493	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06494	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06497	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06500	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06502	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06505	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06507	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06508	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06511	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06512	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06514	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06515	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06519	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06520	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06521	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06524	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06528	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06552	k5	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06570	k5	10	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06593	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06595	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06597	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06598	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06600	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06618	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06622	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06623	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06626	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06628	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06629	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06631	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06635	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06636	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06637	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06646	k5	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06650	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06651	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06653	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06654	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06655	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06658	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06662	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06663	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06664	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06665	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06666	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06667	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06674	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06677	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06678	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06680	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06682	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06685	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06689	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06690	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06691	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06693	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06694	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06700	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06701	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06702	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06708	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06709	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06710	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06713	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06714	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06720	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06722	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06724	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06725	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06726	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06727	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06731	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06732	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06737	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06744	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06746	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06748	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06749	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06750	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06751	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06752	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06754	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06757	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06768	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06769	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06770	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06772	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06785	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06789	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06790	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06791	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06792	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06793	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06798	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06802	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06803	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06804	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06805	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06806	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06808	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06810	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06811	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06813	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06815	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06818	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06819	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06823	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06826	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06828	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06831	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06832	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06833	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06834	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06835	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06836	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06837	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06838	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06839	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06840	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06844	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06845	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06846	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06847	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06849	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06851	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06852	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06853	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06855	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06856	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06858	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06864	k5	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06866	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06867	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06868	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06870	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06872	k5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06873	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06874	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06877	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06878	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06879	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06882	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06883	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06887	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06888	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06889	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06890	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06891	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06894	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06896	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06898	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06900	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06901	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06904	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06909	k5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06912	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06918	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06920	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06921	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06922	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06923	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06924	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06926	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06927	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06933	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06934	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06935	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06936	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06937	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06939	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06940	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06943	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06946	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06948	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06950	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06951	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06954	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06955	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06957	k5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06961	k5	6	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06962	k5	6	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06963	k5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06968	k5	0	Auto	Auto	A2	NON
