gida1	a1up5k	a1upto10k	a1upto15k	a1upto20k	a1down5k	a1downto10k	a1downto15k	a1downto20k	gida2	a2up5k	a2upto10k	a2upto15k	a2upto20k	a2down5k	a2downto10k	a2downto15k	a2downto20k	upk5diff	upk10diff	upk15diff	upk20diff	downk5diff	downk10diff	downk15diff	downk20diff	part8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_MC07g07643	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g07908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	275606	275887	2.734846116	-0.434189203	0.273628554	0.909929165	2.589201833	2.409826362	2.27997039	3.376929199	NON
MvSl-1064-A1-R4_MC08g08603	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC08-1g08868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	908314	910338	6.302054187	-0.204146823	0.273558728	0.909929165	6.134377034	6.255721144	6.419405552	6.380893026	NON
MvSl-1064-A1-R4_MC01-1g02618	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g02900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1715049	1715216	7.48627727	0.218066998	0.273911879	0.910200141	7.542590851	7.638227482	7.423930624	7.320737384	NON
MvSl-1064-A1-R4_MC07g07955	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_MC07g08220	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Auto	Auto	1032116	1033727	4.967360212	-0.257720457	0.273913164	0.910200141	4.785876422	4.87801109	5.002503715	5.171923738	NON
MvSl-1064-A1-R4_MC12g10862	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC12g11125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	317807	319233	2.040639096	-0.397573603	0.274277529	0.911073095	1.820910787	1.837953892	2.371280162	2.04682431	NON
MvSl-1064-A1-R4_MC01-1g02519	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g02801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1468760	1470411	5.619561025	0.221728087	0.275099721	0.911102624	5.709474076	5.742758693	5.445256071	5.562193472	NON
MvSl-1064-A1-R4_MC02g03684	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g03962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1262358	1263800	7.694174004	0.271140386	0.274866918	0.911102624	7.572548283	8.03697792	7.786108213	7.273324424	NON
MvSl-1064-A1-R4_MC05-1g06184	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	83277	84484	2.770375065	-0.369531773	0.274802228	0.911102624	2.733793943	2.395872867	2.717929058	3.130342936	NON
MvSl-1064-A1-R4_MC05-3g06587	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_MC05g06850	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Auto	Auto	395395	397813	5.717052932	-0.280129762	0.275003843	0.911102624	5.835025307	5.245928243	5.589411948	6.070327472	NON
MvSl-1064-A1-R4_MC07g08117	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1439881	1442128	5.549039132	-0.244362093	0.274913572	0.911102624	5.186442857	5.623589714	5.671259956	5.659869518	NON
MvSl-1064-A1-R4_MC07g08248	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08513	2	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	Auto	Auto	26786	27502	4.105227043	-0.301053684	0.274678775	0.911102624	3.860842165	4.027791876	4.350878083	4.133563832	NON
MvSl-1064-A1-R4_MC10-2g09936	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_MC10g10200	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Auto	Auto	451155	452243	4.787969891	0.268905286	0.27488423	0.911102624	5.054965421	4.763138932	4.56217663	4.729494509	NON
MvSl-1064-A1-R4_MC02g03638	0	0	0	0	0	1	2	0	MvSl-1064-A2-R4_MC02g03916	0	0	0	0	0	1	3	0	0	0	0	0	0	0	-1	0	Auto	Auto	1168054	1170762	2.655318593	-0.380660809	0.275441485	0.911224286	2.399870721	2.503895416	2.51550518	3.084813112	NON
MvSl-1064-A1-R4_MC07g07863	0	0	0	2	0	0	0	0	MvSl-1064-A2-R4_MC07g08128	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	793406	793959	4.848058224	0.262053397	0.275296875	0.911224286	4.861281814	5.076949447	4.753735767	4.66907307	NON
MvSl-1064-A1-R4_MC08g08487	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC08-1g08752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	628158	630126	4.745658263	-0.260435862	0.275397647	0.911224286	4.542520197	4.673448398	4.905463218	4.831799373	NON
MvSl-1064-A1-R4_MC04-1g06013	1	0	1	0	3	0	0	1	MvSl-1064-A2-R4_MC04-2g06295	2	0	2	0	5	0	0	3	-1	0	-1	0	-2	0	0	-2	Auto	Auto	1733366	1734853	0.017049042	-0.579373559	0.276156625	0.913045458	-0.676887244	0.025113675	0.351052749	0.130018878	NON
MvSl-1064-A1-R4_MC10-2g09977	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC10g10241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	505924	506455	6.786561279	0.196772625	0.276195742	0.913045458	6.904259	6.8586326	6.709170966	6.660427878	NON
MvSl-1064-A1-R4_MC07g08062	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1293604	1294766	4.682774123	-0.289066763	0.276538241	0.913840602	4.688675493	4.354332645	4.567702754	5.032992785	NON
MvSl-1064-A1-R4_MC01-1g02510	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g02792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1449515	1450359	6.148183138	0.220088058	0.276707832	0.914063984	6.321470037	6.183442286	5.867728132	6.183546409	NON
MvSl-1064-A1-R4_MC04-1g05861	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g06137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1384243	1384651	1.397908703	0.451013009	0.276972236	0.914600288	1.884259596	1.26218765	1.095444864	1.241090978	NON
MvSl-1064-A1-R4_MC14g11939	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_MC14g12200	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	492694	496682	8.315211893	0.334651598	0.277088778	0.914648114	8.027218912	8.812817428	8.430174961	7.77202232	NON
MvSl-1064-A1-R4_MC01-1g02761	3	2	1	2	0	0	0	0	MvSl-1064-A2-R4_MC01g03043	9	3	1	2	0	0	0	0	-6	-1	0	0	0	0	0	0	Auto	Auto	2064131	2066408	3.406316202	-0.350771891	0.277746443	0.914830372	3.42967359	2.976651441	3.331963532	3.771139252	NON
MvSl-1064-A1-R4_MC02g03564	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC02g03842	0	0	0	0	2	0	0	0	0	0	0	0	-1	0	0	0	Auto	Auto	960058	961681	3.360113608	-0.327965781	0.277450346	0.914830372	3.060683734	3.302522907	3.537429518	3.486029936	NON
MvSl-1064-A1-R4_MC03g04315	0	0	0	0	0	0	0	2	MvSl-1064-A2-R4_MC03g04593	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Auto	Auto	159814	160264	5.815543356	0.2222063	0.277591347	0.914830372	5.853609597	5.988023222	5.71673727	5.684243486	NON
MvSl-1064-A1-R4_MC06g07020	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-1g07283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	467273	468982	4.35508083	-0.28316731	0.277327586	0.914830372	4.26952384	4.140867986	4.545470107	4.429063426	NON
MvSl-1064-A1-R4_MC07g08243	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC07g08508	0	0	0	0	2	0	0	0	0	0	0	0	-1	0	0	0	Auto	Auto	8919	9547	4.038809313	-0.295826678	0.277369718	0.914830372	3.871302872	3.89520842	4.125885639	4.227339986	NON
MvSl-1064-A1-R4_MC14g11876	0	0	0	0	0	0	2	0	MvSl-1064-A2-R4_MC14g12137	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-1	0	Auto	Auto	357164	361826	6.184159056	-0.432061627	0.277756465	0.914830372	6.468234596	5.141089869	5.686578898	6.851525361	NON
MvSl-1064-A1-R4_MC04-1g05380	3	0	0	1	2	2	2	3	MvSl-1064-A2-R4_MC04-1g05657	1	2	0	6	3	2	2	4	2	-2	0	-5	-1	0	0	-1	Auto	Auto	197119	197286	3.496290899	-0.412446472	0.278111918	0.915283977	3.464635747	3.058647971	3.029608308	4.133563832	NON
MvSl-1064-A1-R4_MC11g10209	0	0	1	0	0	1	0	2	MvSl-1064-A2-R4_MC11g10468	0	0	2	0	0	3	0	2	0	0	-1	0	0	-2	0	0	Auto	Auto	136862	137110	6.144543234	0.206825925	0.278221969	0.915283977	6.19392926	6.292901299	6.08078864	5.993359445	NON
MvSl-1064-A1-R4_MC11g10494	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC11g10756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	825391	826355	5.40359029	-0.231626873	0.278302704	0.915283977	5.289488327	5.276711259	5.539665441	5.488348562	NON
MvSl-1064-A1-R4_MC03g04737	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC03g05015	0	0	0	2	0	0	0	0	0	0	0	-1	0	0	0	0	Auto	Auto	1190549	1191676	2.907629853	-0.470806704	0.278608726	0.915954293	3.123290165	1.956771269	2.593425239	3.503437416	NON
MvSl-1064-A1-R4_MC03g05147	0	1	2	2	1	0	0	0	MvSl-1064-A2-R4_MC03g05424	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	2190507	2191990	6.267340375	0.214922297	0.278957541	0.916092885	6.275938031	6.459801607	6.299983901	5.99643635	NON
MvSl-1064-A1-R4_MC13g11291	0	0	0	0	0	3	0	0	MvSl-1064-A2-R4_MC13g11552	0	0	0	0	0	5	0	0	0	0	0	0	0	-2	0	0	Auto	Auto	33153	33806	5.404365514	-0.239322445	0.278845387	0.916092885	5.374674437	5.178248508	5.616325243	5.413591385	NON
MvSl-1064-A1-R4_MC05-2g06364	0	0	0	0	3	1	0	1	MvSl-1064-A2-R4_MC05g06638	0	0	0	0	7	1	0	1	0	0	0	0	-4	0	0	0	Auto	Auto	231831	233255	8.430362915	0.252151846	0.2790762	0.916146851	8.553424495	8.54846619	8.272031292	8.325203084	NON
MvSl-1064-A1-R4_MC02g03828	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1596366	1597682	2.965376984	-0.386006363	0.279755794	0.917055362	3.051513981	2.395872867	2.85078304	3.38321172	NON
MvSl-1064-A1-R4_MC03g05251	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_MC03g05528	0	0	2	0	0	0	0	0	0	0	-1	0	0	0	0	0	Auto	Auto	2449225	2449601	4.353297314	-0.290424164	0.280171567	0.917055362	4.005565761	4.372259279	4.511465226	4.468006006	NON
MvSl-1064-A1-R4_MC05-2g06479	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC05g06753	0	0	0	0	2	0	0	0	0	0	0	0	-1	0	0	0	Auto	Auto	329938	332970	7.741992996	0.221846824	0.280069118	0.917055362	7.860682367	7.836561246	7.645227047	7.60837288	NON
MvSl-1064-A1-R4_MC06g07225	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1006009	1007506	6.774746702	0.203406738	0.279520355	0.917055362	6.766044244	6.972304127	6.755303999	6.578617388	NON
MvSl-1064-A1-R4_MC06g07390	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1405617	1407734	6.171948396	0.207348175	0.279805151	0.917055362	6.204309657	6.336471131	6.093295102	6.035850164	NON
MvSl-1064-A1-R4_MC06g07403	0	0	0	0	0	1	2	0	MvSl-1064-A2-R4_MC06-2g07668	0	0	0	0	0	2	2	0	0	0	0	0	0	-1	0	0	Auto	Auto	1436887	1437159	6.906603775	0.204376647	0.279898993	0.917055362	6.86945992	7.129182961	6.853582486	6.746401333	NON
MvSl-1064-A1-R4_MC07g07818	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	679229	680858	6.749387192	0.199538761	0.280083583	0.917055362	6.938238427	6.74695989	6.663450687	6.629051438	NON
MvSl-1064-A1-R4_MC05-3g06700	0	3	0	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06964	0	6	0	0	0	0	0	0	0	-3	0	0	0	0	0	0	Auto	Auto	577166	578895	7.577072624	0.221887593	0.280538582	0.91792142	7.573349373	7.786302852	7.511838382	7.410361369	NON
MvSl-1064-A1-R4_MC06g07015	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC06-1g07278	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	444228	450039	7.468333477	0.257010226	0.280796498	0.918430007	7.267135736	7.855483606	7.468184667	7.186631337	NON
MvSl-1064-A1-R4_MC06g07389	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1404143	1405240	6.035302971	-0.208330202	0.281000466	0.91876183	5.899049195	5.95509681	6.115159766	6.155375626	NON
MvSl-1064-A1-R4_MC04-1g05622	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g05898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	779051	779275	5.607175899	0.221597478	0.281351796	0.919239808	5.626997553	5.795526605	5.5452783	5.437937737	NON
MvSl-1064-A1-R4_MC13g11436	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC13g11697	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	363364	365534	4.311948337	0.333522773	0.281515563	0.919439676	3.996037719	4.824325017	4.159211103	4.114809569	NON
MvSl-1064-A1-R4_A1g00015	0	0	0	0	0	1	0	1	MvSl-1064-A2-R4_A2g00015	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	-1	bPAR	bPAR	31145	31816	2.738447138	-0.531070868	0.282148578	0.919843127	1.338351876	3.067477551	3.312346911	2.527100997	NON
MvSl-1064-A1-R4_MC03g04621	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_MC03g04899	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	0	Auto	Auto	895651	898400	6.183630896	0.209178524	0.282254921	0.919843127	6.183473633	6.378763622	6.140411177	6.00766252	NON
MvSl-1064-A1-R4_MC04-1g05851	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g06127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1360683	1366037	4.893134626	-0.256301069	0.281747959	0.919843127	4.670821324	4.84244326	5.030787333	4.998623789	NON
MvSl-1064-A1-R4_MC06g07346	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1307911	1309692	6.841780574	0.199125819	0.282089657	0.919843127	6.854379341	7.016860403	6.680128413	6.795511215	NON
MvSl-1064-A1-R4_MC17g12224	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC17g12476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	25191	27421	2.661849528	-0.451407008	0.2822067	0.919843127	2.865205491	1.774662005	2.469013956	3.17447974	NON
MvSl-1064-A1-R4_MC03g04437	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_MC03g04715	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Auto	Auto	462935	464532	5.154684173	0.239087483	0.282532344	0.920078078	5.198954881	5.336374245	5.048681159	5.012875023	NON
MvSl-1064-A1-R4_MC01-1g01799	0	2	0	1	0	0	0	0	MvSl-1064-A2-R4_MC01g02080	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	131345	132820	5.311501631	0.241604315	0.283619667	0.920496092	5.458582708	5.395421792	5.040755735	5.318448451	NON
MvSl-1064-A1-R4_MC01-1g01826	0	0	0	0	1	0	1	1	MvSl-1064-A2-R4_MC01g02107	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	-1	Auto	Auto	163073	165096	1.866600743	-0.424878422	0.283706109	0.920496092	1.820910787	1.435888721	1.729186733	2.320015668	NON
MvSl-1064-A1-R4_MC01-1g02268	1	0	0	2	0	0	0	0	MvSl-1064-A2-R4_MC01g02550	1	0	0	5	0	0	0	0	0	0	0	-3	0	0	0	0	Auto	Auto	879871	882687	7.259758143	0.209595299	0.283648422	0.920496092	7.36012654	7.361414579	7.204273695	7.096307127	NON
MvSl-1064-A1-R4_MC01-1g02666	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g02948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1827407	1829251	3.901250635	-0.298860597	0.283478146	0.920496092	3.688179959	3.797759162	4.008889575	4.072671415	NON
MvSl-1064-A1-R4_MC02g03298	3	0	0	0	3	0	0	0	MvSl-1064-A2-R4_MC02g03578	8	0	0	0	8	0	0	0	-5	0	0	0	-5	0	0	0	Auto	Auto	342825	345184	1.646450264	-0.448716292	0.282859334	0.920496092	1.731871886	0.992331312	1.605693297	2.04682431	NON
MvSl-1064-A1-R4_MC03g04291	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC03g04569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	103867	105090	3.934329674	-0.373965951	0.283003362	0.920496092	4.150031429	3.152922715	3.925264864	4.268647571	NON
MvSl-1064-A1-R4_MC04-1g05591	2	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g05867	4	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0	Auto	Auto	706849	707765	0.035872242	-0.599519972	0.28325248	0.920496092	0.206836906	-0.982600945	0.068785679	0.450312356	NON
MvSl-1064-A1-R4_MC08g08702	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC08-1g08967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1146974	1148401	4.547125474	-0.271461256	0.283790527	0.920496092	4.539243819	4.257344306	4.648150796	4.702115079	NON
MvSl-1064-A1-R4_MC09-2g09272	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09546	0	0	2	0	0	0	0	0	0	0	-1	0	0	0	0	0	Auto	Auto	894643	895574	7.185592031	-0.208779343	0.28367435	0.920496092	7.136095483	7.016290482	7.221028197	7.34829426	NON
MvSl-1064-A1-R4_MC05-1g06183	0	0	0	3	0	0	0	0	MvSl-1064-A2-R4_MC05g06455	0	0	0	6	0	0	0	0	0	0	0	-3	0	0	0	0	Auto	Auto	82670	83353	3.782089265	-0.350804618	0.284240154	0.921620934	3.871302872	3.256934869	3.656309538	4.184814722	NON
MvSl-1064-A1-R4_A1g00023	1	0	0	0	1	1	0	0	MvSl-1064-A2-R4_A2g00023	1	0	0	0	1	2	0	0	0	0	0	0	0	-1	0	0	bPAR	bPAR	41703	42358	0.980680147	0.460336562	0.285496635	0.921693388	1.27673162	1.099527591	0.863517532	0.630114729	NON
MvSl-1064-A1-R4_MC02g04111	0	0	0	0	2	0	0	0	MvSl-1064-A2-R4_MC02g04389	0	0	0	0	3	0	0	0	0	0	0	0	-1	0	0	0	Auto	Auto	2263929	2264953	7.269976296	0.212832313	0.284864537	0.921693388	7.351746422	7.392929351	7.255677373	7.057059388	NON
MvSl-1064-A1-R4_MC03g05030	0	0	1	2	0	0	0	0	MvSl-1064-A2-R4_MC03g05307	0	0	4	6	0	0	0	0	0	0	-3	-4	0	0	0	0	Auto	Auto	1881606	1882436	7.868617674	0.407516035	0.284751315	0.921693388	7.254704345	8.570955607	8.031047694	7.132652105	NON
MvSl-1064-A1-R4_MC04-1g05283	0	0	1	0	0	0	1	1	MvSl-1064-A2-R4_MC04-1g05560	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	-1	Auto	Auto	23972	26607	2.613390694	-0.358252828	0.285468272	0.921693388	2.231448704	2.592204478	2.814056534	2.737877651	NON
MvSl-1064-A1-R4_MC05-1g06125	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	23352	28494	3.792172104	-0.31315712	0.28525891	0.921693388	3.740471457	3.50458539	3.785235216	4.076553422	NON
MvSl-1064-A1-R4_MC06g07010	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-1g07273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	425826	426461	7.607304713	0.226861233	0.284683417	0.921693388	7.60071804	7.823264106	7.60447433	7.364658597	NON
MvSl-1064-A1-R4_MC07g07573	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g07838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	101577	103149	4.711427868	-0.261124533	0.285471343	0.921693388	4.68274862	4.458696009	4.760989918	4.905669415	NON
MvSl-1064-A1-R4_MC08g08558	0	0	0	0	0	1	1	0	MvSl-1064-A2-R4_MC08-1g08823	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	Auto	Auto	789040	790553	8.937517883	0.286656829	0.284924897	0.921693388	8.95147099	9.186452514	8.937688927	8.619036486	NON
MvSl-1064-A1-R4_MC08g08608	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC08-1g08873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	918572	921705	6.919524253	0.215396089	0.285305911	0.921693388	6.812245711	7.207160673	6.890431558	6.720584852	NON
MvSl-1064-A1-R4_MC10-1g09630	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC10g09897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	74826	77658	7.216719608	0.241753573	0.28472095	0.921693388	7.47560974	7.173818359	6.827907393	7.313353944	NON
MvSl-1064-A1-R4_MC10-1g09759	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC10g10026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	231261	232750	5.725817309	0.249295196	0.28527182	0.921693388	5.555823451	6.085783335	5.651879663	5.538465242	NON
MvSl-1064-A1-R4_MC14g11888	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC14g12149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	389478	393015	7.623274653	0.216565062	0.285383787	0.921693388	7.694273512	7.759990922	7.474817527	7.546391274	NON
MvSl-1064-A1-R4_MC04-2g06098	0	0	0	2	0	0	0	0	MvSl-1064-A2-R4_MC04-2g06369	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	572	4830	5.610766564	-0.286612009	0.285641445	0.92182882	5.606794293	5.297499898	5.283402184	6.09637245	NON
MvSl-1064-A1-R4_MC06g07430	0	0	0	0	0	2	0	0	MvSl-1064-A2-R4_MC06-2g07695	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1508105	1508263	6.067424376	0.205015979	0.285786151	0.921963817	6.166585401	6.166077363	5.994179258	5.928255097	NON
MvSl-1064-A1-R4_MC11g10208	0	1	0	0	0	1	0	0	MvSl-1064-A2-R4_MC11g10467	0	2	0	0	0	3	0	0	0	-1	0	0	0	-2	0	0	Auto	Auto	134631	136614	8.16968819	-0.2474006	0.285938275	0.92212264	8.009866361	8.07085407	8.442446643	8.115033735	NON
MvSl-1064-A1-R4_MC01-1g01990	0	0	0	0	1	2	0	0	MvSl-1064-A2-R4_MC01g02271	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	Auto	Auto	374780	375683	5.771820606	-0.218976103	0.286115789	0.922363203	5.694824809	5.620593132	5.840594914	5.912052597	NON
MvSl-1064-A1-R4_MC03g05173	0	0	0	0	0	0	0	2	MvSl-1064-A2-R4_MC03g05450	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	-2	Auto	Auto	2251703	2251993	4.662714254	-0.260631227	0.286692343	0.923707328	4.394450736	4.647184696	4.796723423	4.775595835	NON
MvSl-1064-A1-R4_MC05-1g06232	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	121840	124877	3.114012699	0.369118744	0.286738874	0.923707328	2.906477549	3.586724629	3.099945399	2.718132878	NON
MvSl-1064-A1-R4_MC05-1g06160	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	58707	60454	5.276201932	0.250469624	0.286873991	0.923751437	5.562294162	5.208499281	5.040755735	5.244459659	NON
MvSl-1064-A1-R4_MC08g08580	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC08-1g08845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	845557	848554	8.200214355	0.306428796	0.286958715	0.923751437	7.978761198	8.637320829	8.306523981	7.710272225	NON
MvSl-1064-A1-R4_MC03g04826	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC03g05104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1407799	1408733	7.238251314	-0.227565811	0.287518283	0.924417781	7.277495956	6.943216475	7.19403747	7.486011728	NON
MvSl-1064-A1-R4_MC04-1g05351	0	0	0	0	0	0	3	0	MvSl-1064-A2-R4_MC04-1g05628	0	0	0	0	0	0	6	0	0	0	0	0	0	0	-3	0	Auto	Auto	133137	134233	4.425734944	0.326203472	0.287511606	0.924417781	4.128390542	4.92248932	4.401267964	4.091977826	NON
MvSl-1064-A1-R4_MC04-1g05606	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g05882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	740376	741704	6.619965721	0.198132935	0.287784603	0.924417781	6.699358183	6.731765445	6.53534485	6.499859489	NON
MvSl-1064-A1-R4_MC07g08089	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1364427	1365122	6.905348843	0.254264151	0.287608153	0.924417781	6.638654101	7.332404629	6.932800722	6.592917548	NON
MvSl-1064-A1-R4_MC12g11165	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_MC12g11428	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Auto	Auto	1061783	1064573	5.699621803	0.252632456	0.287748922	0.924417781	5.648443089	5.974003818	5.795385176	5.298643067	NON
