gid	location	chr	start	end	log2FC	intron_nr	mean	sum	group
MvSl-1064-A1-R4_MC02g03293	MvSl-1064-A1-R4_MC02	Chr02	361597	362914	-0.053483151	10	291053	82.4	NONDE
MvSl-1064-A1-R4_MC02g03295	MvSl-1064-A1-R4_MC02	Chr02	368234	369897	0.031886199	9	293441	99.8889	NONDE
MvSl-1064-A1-R4_MC02g03296	MvSl-1064-A1-R4_MC02	Chr02	370492	371268	-0.022447905	5	297314	106.2	NONDE
MvSl-1064-A1-R4_MC02g03297	MvSl-1064-A1-R4_MC02	Chr02	371404	372694	-0.521600513	16	304620	106.75	NONDE
MvSl-1064-A1-R4_MC02g03298	MvSl-1064-A1-R4_MC02	Chr02	373566	375396	-0.448746405	3	305862	165.667	NONDE
MvSl-1064-A1-R4_MC02g03299	MvSl-1064-A1-R4_MC02	Chr02	377269	378420	-0.049730786	4	307065	80	NONDE
MvSl-1064-A1-R4_MC02g03300	MvSl-1064-A1-R4_MC02	Chr02	379303	381024	0.436321278	2	309727	60	NONDE
MvSl-1064-A1-R4_MC02g03301	MvSl-1064-A1-R4_MC02	Chr02	381342	385084	0.159125116	2	310473	83	NONDE
MvSl-1064-A1-R4_MC02g03302	MvSl-1064-A1-R4_MC02	Chr02	385544	388187	-0.010956172	1	313289	70	NONDE
MvSl-1064-A1-R4_MC02g03304	MvSl-1064-A1-R4_MC02	Chr02	391133	393193	-0.016626453	2	314696	89.5	NONDE
MvSl-1064-A1-R4_MC02g03305	MvSl-1064-A1-R4_MC02	Chr02	393414	397191	0.072512869	1	318422	112	NONDE
MvSl-1064-A1-R4_MC02g03306	MvSl-1064-A1-R4_MC02	Chr02	397412	402240	-0.020056255	4	320377	120	NONDE
MvSl-1064-A1-R4_MC02g03307	MvSl-1064-A1-R4_MC02	Chr02	402850	404514	-0.129298094	3	325187	89.3333	NONDE
MvSl-1064-A1-R4_MC02g03308	MvSl-1064-A1-R4_MC02	Chr02	404888	407686	0.587734701	4	326832	155	NONDE
MvSl-1064-A1-R4_MC02g03309	MvSl-1064-A1-R4_MC02	Chr02	407749	408798	0.115286511	3	327796	104.333	NONDE
MvSl-1064-A1-R4_MC02g03310	MvSl-1064-A1-R4_MC02	Chr02	409596	411670	0.134885527	1	329262	143	NONDE
MvSl-1064-A1-R4_MC02g03311	MvSl-1064-A1-R4_MC02	Chr02	411838	412131	0.051164966	5	330565	81.8	NONDE
MvSl-1064-A1-R4_MC02g03312	MvSl-1064-A1-R4_MC02	Chr02	412255	412929	-0.253969176	4	335366	70.5	NONDE
MvSl-1064-A1-R4_MC02g03313	MvSl-1064-A1-R4_MC02	Chr02	413029	413419	-0.103540416	5	337298	82	NONDE
MvSl-1064-A1-R4_MC02g03314	MvSl-1064-A1-R4_MC02	Chr02	415881	416708	0.11145145	12	338949	90.1667	NONDE
MvSl-1064-A1-R4_MC02g03315	MvSl-1064-A1-R4_MC02	Chr02	418118	419951	0.000543306	9	343253	78.5556	NONDE
MvSl-1064-A1-R4_MC02g03316	MvSl-1064-A1-R4_MC02	Chr02	420251	421194	-0.87750661	1	345967	115	NONDE
MvSl-1064-A1-R4_MC02g03317	MvSl-1064-A1-R4_MC02	Chr02	421359	423570	-0.697114659	1	347497	465	NONDE
MvSl-1064-A1-R4_MC02g03318	MvSl-1064-A1-R4_MC02	Chr02	424180	428399	-0.116061958	3	351673	81	NONDE
MvSl-1064-A1-R4_MC02g03319	MvSl-1064-A1-R4_MC02	Chr02	429102	429281	0.072232861	3	352653	77.6667	NONDE
MvSl-1064-A1-R4_MC02g03320	MvSl-1064-A1-R4_MC02	Chr02	429526	429880	0.036607952	3	358390	42.3333	NONDE
MvSl-1064-A1-R4_MC02g03321	MvSl-1064-A1-R4_MC02	Chr02	430360	431908	-0.453788953	5	361694	105.2	NONDE
MvSl-1064-A1-R4_MC02g03322	MvSl-1064-A1-R4_MC02	Chr02	432772	434700	0.1453009	4	365545	70.5	NONDE
MvSl-1064-A1-R4_MC02g03324	MvSl-1064-A1-R4_MC02	Chr02	435604	438283	-0.199469724	3	370704	94	NONDE
MvSl-1064-A1-R4_MC02g03325	MvSl-1064-A1-R4_MC02	Chr02	439056	439424	0.030758892	4	372420	94.75	NONDE
MvSl-1064-A1-R4_MC02g03326	MvSl-1064-A1-R4_MC02	Chr02	439920	441158	0.296423016	6	373696	71.6667	NONDE
MvSl-1064-A1-R4_MC02g03328	MvSl-1064-A1-R4_MC02	Chr02	443683	445235	0.125957583	5	379473	93	NONDE
MvSl-1064-A1-R4_MC02g03329	MvSl-1064-A1-R4_MC02	Chr02	445445	447839	0.046984791	10	381528	75.2	NONDE
MvSl-1064-A1-R4_MC02g03330	MvSl-1064-A1-R4_MC02	Chr02	448378	448812	-0.009412996	4	386428	171.25	NONDE
MvSl-1064-A1-R4_MC02g03331	MvSl-1064-A1-R4_MC02	Chr02	449144	458208	-0.021454037	2	389638	106	NONDE
MvSl-1064-A1-R4_MC02g03332	MvSl-1064-A1-R4_MC02	Chr02	458674	461523	-0.01932998	4	392981	84	NONDE
MvSl-1064-A1-R4_MC02g03333	MvSl-1064-A1-R4_MC02	Chr02	461586	463890	-0.083487595	3	394260	71.3333	NONDE
MvSl-1064-A1-R4_MC02g03334	MvSl-1064-A1-R4_MC02	Chr02	463954	466744	-0.109616623	4	398211	173	NONDE
MvSl-1064-A1-R4_MC02g03335	MvSl-1064-A1-R4_MC02	Chr02	467012	472549	0.111102956	2	403357	72	NONDE
MvSl-1064-A1-R4_MC02g03336	MvSl-1064-A1-R4_MC02	Chr02	473172	473615	0.093981214	7	405271	78.8571	NONDE
MvSl-1064-A1-R4_MC02g03338	MvSl-1064-A1-R4_MC02	Chr02	474141	474413	-0.068577925	7	410077	83.8571	NONDE
MvSl-1064-A1-R4_MC02g03341	MvSl-1064-A1-R4_MC02	Chr02	489526	492358	-0.11187327	1	413033	46	NONDE
MvSl-1064-A1-R4_MC02g03342	MvSl-1064-A1-R4_MC02	Chr02	493221	493988	-0.051293916	3	416207	60	NONDE
MvSl-1064-A1-R4_MC02g03343	MvSl-1064-A1-R4_MC02	Chr02	494083	499382	0.078813728	6	419592	68.6667	NONDE
MvSl-1064-A1-R4_MC02g03346	MvSl-1064-A1-R4_MC02	Chr02	501565	509249	0.072376476	4	428107	93.5	NONDE
MvSl-1064-A1-R4_MC02g03348	MvSl-1064-A1-R4_MC02	Chr02	510570	514733	-0.167191122	1	429625	52	NONDE
MvSl-1064-A1-R4_MC02g03349	MvSl-1064-A1-R4_MC02	Chr02	516242	517721	0.045311131	5	430448	132.8	NONDE
MvSl-1064-A1-R4_MC02g03350	MvSl-1064-A1-R4_MC02	Chr02	519205	519363	0.656592667	6	434202	97.5	NONDE
MvSl-1064-A1-R4_MC02g03353	MvSl-1064-A1-R4_MC02	Chr02	524827	527169	-0.639900922	1	439207	105	NONDE
MvSl-1064-A1-R4_MC02g03354	MvSl-1064-A1-R4_MC02	Chr02	527610	533747	-0.392779087	3	440914	62	NONDE
MvSl-1064-A1-R4_MC02g03355	MvSl-1064-A1-R4_MC02	Chr02	534266	534577	0.090426618	2	442727	113	NONDE
MvSl-1064-A1-R4_MC02g03356	MvSl-1064-A1-R4_MC02	Chr02	534633	535761	0.034587441	5	443897	82.6	NONDE
MvSl-1064-A1-R4_MC02g03357	MvSl-1064-A1-R4_MC02	Chr02	535828	536317	0.200580399	1	446677	85	NONDE
MvSl-1064-A1-R4_MC02g03358	MvSl-1064-A1-R4_MC02	Chr02	536645	536854	0.010496364	2	448609	88.5	NONDE
MvSl-1064-A1-R4_MC02g03359	MvSl-1064-A1-R4_MC02	Chr02	537694	539619	-0.063496628	8	454315	118.375	NONDE
MvSl-1064-A1-R4_MC02g03360	MvSl-1064-A1-R4_MC02	Chr02	539752	539970	-0.665460539	5	461416	83.4	NONDE
MvSl-1064-A1-R4_MC02g03361	MvSl-1064-A1-R4_MC02	Chr02	540953	542341	-0.637232994	3	462180	55.3333	NONDE
MvSl-1064-A1-R4_MC02g03362	MvSl-1064-A1-R4_MC02	Chr02	542592	543917	-0.397238561	2	466476	47	NONDE
MvSl-1064-A1-R4_MC02g03363	MvSl-1064-A1-R4_MC02	Chr02	544546	545356	-0.41595321	4	471781	75.75	NONDE
MvSl-1064-A1-R4_MC02g03367	MvSl-1064-A1-R4_MC02	Chr02	553096	554127	-0.066226064	2	477152	50.5	NONDE
MvSl-1064-A1-R4_MC02g03368	MvSl-1064-A1-R4_MC02	Chr02	554218	557475	-0.365298327	2	483976	161	NONDE
MvSl-1064-A1-R4_MC02g03371	MvSl-1064-A1-R4_MC02	Chr02	563925	564206	0.25817743	8	494166	117.25	NONDE
MvSl-1064-A1-R4_MC02g03374	MvSl-1064-A1-R4_MC02	Chr02	571192	575526	-0.546929422	8	506602	157.75	NONDE
MvSl-1064-A1-R4_MC02g03376	MvSl-1064-A1-R4_MC02	Chr02	584669	586612	-0.552620257	4	514655	91.5	NONDE
MvSl-1064-A1-R4_MC02g03377	MvSl-1064-A1-R4_MC02	Chr02	586674	586949	0.039492697	5	517404	77.6	NONDE
MvSl-1064-A1-R4_MC02g03379	MvSl-1064-A1-R4_MC02	Chr02	587900	592291	0.053103534	5	520311	102.4	NONDE
MvSl-1064-A1-R4_MC02g03380	MvSl-1064-A1-R4_MC02	Chr02	592447	594811	0.047584521	8	523054	85.75	NONDE
MvSl-1064-A1-R4_MC02g03381	MvSl-1064-A1-R4_MC02	Chr02	595096	595805	-0.195555913	6	526854	86	NONDE
MvSl-1064-A1-R4_MC02g03382	MvSl-1064-A1-R4_MC02	Chr02	596471	596833	0.20277102	9	533134	76	NONDE
MvSl-1064-A1-R4_MC02g03384	MvSl-1064-A1-R4_MC02	Chr02	598106	598873	-0.55568286	2	535669	63.5	NONDE
MvSl-1064-A1-R4_MC02g03385	MvSl-1064-A1-R4_MC02	Chr02	599193	601087	-0.615306046	1	536100	193	NONDE
MvSl-1064-A1-R4_MC02g03387	MvSl-1064-A1-R4_MC02	Chr02	604438	605190	-0.053680142	6	539424	67	NONDE
MvSl-1064-A1-R4_MC02g03389	MvSl-1064-A1-R4_MC02	Chr02	607456	612057	0.202481199	4	541083	59.25	NONDE
MvSl-1064-A1-R4_MC02g03390	MvSl-1064-A1-R4_MC02	Chr02	612138	615147	-0.108117427	6	542688	91	NONDE
MvSl-1064-A1-R4_MC02g03391	MvSl-1064-A1-R4_MC02	Chr02	624887	631146	-0.09295598	1	545143	118	NONDE
MvSl-1064-A1-R4_MC02g03392	MvSl-1064-A1-R4_MC02	Chr02	631396	635331	-0.112340072	10	545882	95	NONDE
MvSl-1064-A1-R4_MC02g03394	MvSl-1064-A1-R4_MC02	Chr02	647337	652108	-0.461339138	5	552520	131.8	NONDE
MvSl-1064-A1-R4_MC02g03397	MvSl-1064-A1-R4_MC02	Chr02	664743	669514	-0.204894061	1	560309	255	NONDE
MvSl-1064-A1-R4_MC02g03403	MvSl-1064-A1-R4_MC02	Chr02	698835	698999	-0.669636711	3	581518	263.333	NONDE
MvSl-1064-A1-R4_MC02g03417	MvSl-1064-A1-R4_MC02	Chr02	722894	723079	-0.408793178	3	607278	103.333	NONDE
MvSl-1064-A1-R4_MC02g03424	MvSl-1064-A1-R4_MC02	Chr02	724443	725309	-0.566354602	4	626595	253.25	NONDE
MvSl-1064-A1-R4_MC02g03454	MvSl-1064-A1-R4_MC02	Chr02	758736	759144	0.051813044	2	709534	211	NONDE
MvSl-1064-A1-R4_MC02g03456	MvSl-1064-A1-R4_MC02	Chr02	761659	763960	0.216736804	12	716462	85.6667	NONDE
MvSl-1064-A1-R4_MC02g03457	MvSl-1064-A1-R4_MC02	Chr02	764441	765514	-0.074269711	2	718362	88	NONDE
MvSl-1064-A1-R4_MC02g03458	MvSl-1064-A1-R4_MC02	Chr02	765732	767493	-0.164684043	5	719203	71.6	NONDE
MvSl-1064-A1-R4_MC02g03461	MvSl-1064-A1-R4_MC02	Chr02	772414	774376	0.144138198	3	723935	62.6667	NONDE
MvSl-1064-A1-R4_MC02g03463	MvSl-1064-A1-R4_MC02	Chr02	779039	779209	0.047162904	1	725936	49	NONDE
MvSl-1064-A1-R4_MC02g03464	MvSl-1064-A1-R4_MC02	Chr02	779888	780572	-0.000862327	2	726930	60	NONDE
MvSl-1064-A1-R4_MC02g03466	MvSl-1064-A1-R4_MC02	Chr02	781588	782148	-0.066542465	4	728592	76	NONDE
MvSl-1064-A1-R4_MC02g03467	MvSl-1064-A1-R4_MC02	Chr02	782749	783085	0.31008186	3	730431	80	NONDE
MvSl-1064-A1-R4_MC02g03470	MvSl-1064-A1-R4_MC02	Chr02	785706	787115	-1.147449899	1	735481	149	NONDE
MvSl-1064-A1-R4_MC02g03472	MvSl-1064-A1-R4_MC02	Chr02	787700	788051	-0.129450207	5	743204	68.4	NONDE
MvSl-1064-A1-R4_MC02g03473	MvSl-1064-A1-R4_MC02	Chr02	788446	793477	0.030748506	7	743536	183.286	NONDE
MvSl-1064-A1-R4_MC02g03476	MvSl-1064-A1-R4_MC02	Chr02	796532	799982	-0.321417176	2	750022	82.5	NONDE
MvSl-1064-A1-R4_MC02g03477	MvSl-1064-A1-R4_MC02	Chr02	801981	802324	0.050383514	1	751487	89	NONDE
MvSl-1064-A1-R4_MC02g03480	MvSl-1064-A1-R4_MC02	Chr02	802715	802956	-0.047903897	4	754750	68.25	NONDE
MvSl-1064-A1-R4_MC02g03482	MvSl-1064-A1-R4_MC02	Chr02	803785	804483	-0.699140771	2	755990	65	NONDE
MvSl-1064-A1-R4_MC02g03483	MvSl-1064-A1-R4_MC02	Chr02	804586	806840	-0.033147017	2	757928	148.5	NONDE
MvSl-1064-A1-R4_MC02g03485	MvSl-1064-A1-R4_MC02	Chr02	808090	808396	-0.250995652	1	760653	106	NONDE
MvSl-1064-A1-R4_MC02g03486	MvSl-1064-A1-R4_MC02	Chr02	809643	814145	0.137197894	6	763739	107.167	NONDE
MvSl-1064-A1-R4_MC02g03487	MvSl-1064-A1-R4_MC02	Chr02	814822	815124	0.146195959	1	765081	69	NONDE
MvSl-1064-A1-R4_MC02g03488	MvSl-1064-A1-R4_MC02	Chr02	815168	815677	0.039488695	4	765922	79	NONDE
MvSl-1064-A1-R4_MC02g03489	MvSl-1064-A1-R4_MC02	Chr02	815914	819244	0.433934913	6	768460	90	NONDE
MvSl-1064-A1-R4_MC02g03490	MvSl-1064-A1-R4_MC02	Chr02	819787	820213	-0.273269189	3	771643	74	NONDE
MvSl-1064-A1-R4_MC02g03491	MvSl-1064-A1-R4_MC02	Chr02	820669	821149	-0.103844969	4	772600	81.25	NONDE
MvSl-1064-A1-R4_MC02g03493	MvSl-1064-A1-R4_MC02	Chr02	822072	824769	0.442249156	2	775405	56	NONDE
MvSl-1064-A1-R4_MC02g03495	MvSl-1064-A1-R4_MC02	Chr02	826826	827941	0.133509821	1	780438	73	NONDE
MvSl-1064-A1-R4_MC02g03501	MvSl-1064-A1-R4_MC02	Chr02	839886	843383	-0.028987317	4	786031	112.5	NONDE
MvSl-1064-A1-R4_MC02g03503	MvSl-1064-A1-R4_MC02	Chr02	846021	848432	-0.530749262	1	788009	205	NONDE
MvSl-1064-A1-R4_MC02g03504	MvSl-1064-A1-R4_MC02	Chr02	848679	853081	0.104123616	7	788829	110.286	NONDE
MvSl-1064-A1-R4_MC02g03505	MvSl-1064-A1-R4_MC02	Chr02	853720	854918	-0.122214887	4	794657	88.5	NONDE
MvSl-1064-A1-R4_MC02g03506	MvSl-1064-A1-R4_MC02	Chr02	854980	855330	-0.856221245	1	795909	98	NONDE
MvSl-1064-A1-R4_MC02g03507	MvSl-1064-A1-R4_MC02	Chr02	855764	859470	-0.121043529	2	799164	66.5	NONDE
MvSl-1064-A1-R4_MC02g03510	MvSl-1064-A1-R4_MC02	Chr02	865535	866160	-0.581889493	1	803679	91	NONDE
MvSl-1064-A1-R4_MC02g03512	MvSl-1064-A1-R4_MC02	Chr02	873057	873242	0.509243218	1	806742	92	NONDE
MvSl-1064-A1-R4_MC02g03513	MvSl-1064-A1-R4_MC02	Chr02	873298	873808	0.686050211	2	806992	78	NONDE
MvSl-1064-A1-R4_MC02g03518	MvSl-1064-A1-R4_MC02	Chr02	888355	888939	-0.503178701	10	816035	123.7	NONDE
MvSl-1064-A1-R4_MC02g03519	MvSl-1064-A1-R4_MC02	Chr02	889009	889723	-0.665504115	1	820002	64	NONDE
MvSl-1064-A1-R4_MC02g03521	MvSl-1064-A1-R4_MC02	Chr02	893445	894584	-0.609244459	2	824673	75.5	NONDE
MvSl-1064-A1-R4_MC02g03524	MvSl-1064-A1-R4_MC02	Chr02	901165	901376	-0.081069495	3	829531	74.6667	NONDE
MvSl-1064-A1-R4_MC02g03525	MvSl-1064-A1-R4_MC02	Chr02	901611	902197	-0.060397131	2	832316	84.5	NONDE
MvSl-1064-A1-R4_MC02g03526	MvSl-1064-A1-R4_MC02	Chr02	903758	905585	-0.043111164	5	834355	127.4	NONDE
MvSl-1064-A1-R4_MC02g03527	MvSl-1064-A1-R4_MC02	Chr02	905828	907337	-0.0040634	3	836699	72.6667	NONDE
MvSl-1064-A1-R4_MC02g03528	MvSl-1064-A1-R4_MC02	Chr02	907749	907961	0.232506712	8	837257	90.125	NONDE
MvSl-1064-A1-R4_MC02g03529	MvSl-1064-A1-R4_MC02	Chr02	909352	909636	0.072448115	5	843076	72	NONDE
MvSl-1064-A1-R4_MC02g03530	MvSl-1064-A1-R4_MC02	Chr02	909894	911846	0.103887194	4	843924	129	NONDE
MvSl-1064-A1-R4_MC02g03531	MvSl-1064-A1-R4_MC02	Chr02	912053	913847	0.024381818	5	848111	84	NONDE
MvSl-1064-A1-R4_MC02g03532	MvSl-1064-A1-R4_MC02	Chr02	914335	915207	-0.173269096	5	852275	83.2	NONDE
MvSl-1064-A1-R4_MC02g03533	MvSl-1064-A1-R4_MC02	Chr02	916381	917322	-0.17855326	5	853937	73.6	NONDE
MvSl-1064-A1-R4_MC02g03535	MvSl-1064-A1-R4_MC02	Chr02	919263	919582	-0.045411419	7	856047	71	NONDE
MvSl-1064-A1-R4_MC02g03536	MvSl-1064-A1-R4_MC02	Chr02	919890	921444	-0.239950744	6	861230	98	NONDE
MvSl-1064-A1-R4_MC02g03537	MvSl-1064-A1-R4_MC02	Chr02	922678	926898	0.338178772	5	863607	90	NONDE
MvSl-1064-A1-R4_MC02g03538	MvSl-1064-A1-R4_MC02	Chr02	927043	930233	0.06887921	3	865707	103.667	NONDE
MvSl-1064-A1-R4_MC02g03539	MvSl-1064-A1-R4_MC02	Chr02	930643	936164	0.112937743	6	868664	146.667	NONDE
MvSl-1064-A1-R4_MC02g03542	MvSl-1064-A1-R4_MC02	Chr02	938909	941490	-0.031782986	1	873445	151	NONDE
MvSl-1064-A1-R4_MC02g03543	MvSl-1064-A1-R4_MC02	Chr02	942249	942701	0.296809535	9	875583	86.3333	NONDE
MvSl-1064-A1-R4_MC02g03544	MvSl-1064-A1-R4_MC02	Chr02	943327	944277	-0.207886151	3	878424	174.667	NONDE
MvSl-1064-A1-R4_MC02g03546	MvSl-1064-A1-R4_MC02	Chr02	944324	944473	0.321461114	3	884330	65.3333	NONDE
MvSl-1064-A1-R4_MC02g03547	MvSl-1064-A1-R4_MC02	Chr02	944825	946453	-0.10395046	2	887422	88	NONDE
MvSl-1064-A1-R4_MC02g03549	MvSl-1064-A1-R4_MC02	Chr02	953406	953994	-0.062540808	2	889548	78.5	NONDE
MvSl-1064-A1-R4_MC02g03551	MvSl-1064-A1-R4_MC02	Chr02	957154	959521	-0.103293605	6	893682	102.5	NONDE
MvSl-1064-A1-R4_MC02g03552	MvSl-1064-A1-R4_MC02	Chr02	960058	961681	-0.104965719	5	895966	83.4	NONDE
MvSl-1064-A1-R4_MC02g03553	MvSl-1064-A1-R4_MC02	Chr02	962237	963766	-0.277202782	13	900095	90.2308	NONDE
MvSl-1064-A1-R4_MC02g03555	MvSl-1064-A1-R4_MC02	Chr02	967667	969737	-0.533975659	1	901806	74	NONDE
MvSl-1064-A1-R4_MC02g03557	MvSl-1064-A1-R4_MC02	Chr02	972509	974388	-0.35337192	5	905145	120.8	NONDE
MvSl-1064-A1-R4_MC02g03558	MvSl-1064-A1-R4_MC02	Chr02	974889	975798	-0.014942488	6	905969	65.1667	NONDE
MvSl-1064-A1-R4_MC02g03561	MvSl-1064-A1-R4_MC02	Chr02	982918	983627	-0.121786083	1	910984	69	NONDE
MvSl-1064-A1-R4_MC02g03562	MvSl-1064-A1-R4_MC02	Chr02	984348	985441	-0.180357092	1	912687	73	NONDE
MvSl-1064-A1-R4_MC02g03564	MvSl-1064-A1-R4_MC02	Chr02	990105	992675	-0.327948442	3	917203	94	NONDE
MvSl-1064-A1-R4_MC02g03567	MvSl-1064-A1-R4_MC02	Chr02	998233	998496	-0.100783188	4	921135	130	NONDE
MvSl-1064-A1-R4_MC02g03568	MvSl-1064-A1-R4_MC02	Chr02	998907	1000030	0.16524778	4	926696	98.25	NONDE
MvSl-1064-A1-R4_MC02g03569	MvSl-1064-A1-R4_MC02	Chr02	1001296	1004699	-0.313409616	3	927123	111.667	NONDE
MvSl-1064-A1-R4_MC02g03570	MvSl-1064-A1-R4_MC02	Chr02	1004889	1006369	-0.509207126	3	935762	110.667	NONDE
MvSl-1064-A1-R4_MC02g03572	MvSl-1064-A1-R4_MC02	Chr02	1011764	1012756	0.040010043	6	939403	69.8333	NONDE
MvSl-1064-A1-R4_MC02g03573	MvSl-1064-A1-R4_MC02	Chr02	1015411	1020316	-0.249678956	2	942588	81	NONDE
MvSl-1064-A1-R4_MC02g03576	MvSl-1064-A1-R4_MC02	Chr02	1028973	1030295	0.507040458	3	946328	139	NONDE
MvSl-1064-A1-R4_MC02g03577	MvSl-1064-A1-R4_MC02	Chr02	1030951	1031394	-0.348534371	11	952740	99	NONDE
MvSl-1064-A1-R4_MC02g03579	MvSl-1064-A1-R4_MC02	Chr02	1039105	1039693	-0.0207991	9	956538	77	NONDE
MvSl-1064-A1-R4_MC02g03580	MvSl-1064-A1-R4_MC02	Chr02	1040352	1043797	-0.177288012	6	959141	92.1667	NONDE
MvSl-1064-A1-R4_MC02g03581	MvSl-1064-A1-R4_MC02	Chr02	1044797	1049789	0.495526219	5	960531	64.4	NONDE
MvSl-1064-A1-R4_MC02g03582	MvSl-1064-A1-R4_MC02	Chr02	1052954	1055267	0.113776	4	962900	174	NONDE
MvSl-1064-A1-R4_MC02g03583	MvSl-1064-A1-R4_MC02	Chr02	1055392	1055607	-0.040088749	5	966157	70.8	NONDE
MvSl-1064-A1-R4_MC02g03584	MvSl-1064-A1-R4_MC02	Chr02	1055688	1056076	0.091656213	3	969207	126.333	NONDE
MvSl-1064-A1-R4_MC02g03585	MvSl-1064-A1-R4_MC02	Chr02	1059077	1060580	-0.312465499	4	973064	104.75	NONDE
MvSl-1064-A1-R4_MC02g03586	MvSl-1064-A1-R4_MC02	Chr02	1060724	1063651	0.253219307	3	975211	89.3333	NONDE
MvSl-1064-A1-R4_MC02g03587	MvSl-1064-A1-R4_MC02	Chr02	1064729	1067635	0.190308975	6	976599	76.3333	NONDE
MvSl-1064-A1-R4_MC02g03588	MvSl-1064-A1-R4_MC02	Chr02	1068119	1070736	0.344869843	5	982544	79.2	NONDE
MvSl-1064-A1-R4_MC02g03589	MvSl-1064-A1-R4_MC02	Chr02	1071016	1072813	-0.091618249	4	983026	103.25	NONDE
MvSl-1064-A1-R4_MC02g03590	MvSl-1064-A1-R4_MC02	Chr02	1073030	1075046	-0.01712117	1	985395	71	NONDE
MvSl-1064-A1-R4_MC02g03591	MvSl-1064-A1-R4_MC02	Chr02	1075362	1076202	-0.061068625	1	988085	60	NONDE
MvSl-1064-A1-R4_MC02g03592	MvSl-1064-A1-R4_MC02	Chr02	1076564	1077251	0.137875766	4	990585	84	NONDE
MvSl-1064-A1-R4_MC02g03593	MvSl-1064-A1-R4_MC02	Chr02	1078782	1083766	0.115274899	4	995092	79.75	NONDE
MvSl-1064-A1-R4_MC02g03596	MvSl-1064-A1-R4_MC02	Chr02	1086136	1086456	0.16711354	4	999919	83.75	NONDE
MvSl-1064-A1-R4_MC02g03597	MvSl-1064-A1-R4_MC02	Chr02	1087142	1090332	-0.011217836	10	1001540	86	NONDE
MvSl-1064-A1-R4_MC02g03598	MvSl-1064-A1-R4_MC02	Chr02	1090949	1092646	-0.108538449	4	1005132	95	NONDE
MvSl-1064-A1-R4_MC02g03599	MvSl-1064-A1-R4_MC02	Chr02	1094919	1097243	0.348314316	10	1007558	64.5	NONDE
MvSl-1064-A1-R4_MC02g03600	MvSl-1064-A1-R4_MC02	Chr02	1099108	1100618	0.081161375	3	1012538	128	NONDE
MvSl-1064-A1-R4_MC02g03601	MvSl-1064-A1-R4_MC02	Chr02	1102463	1103806	-0.160188558	3	1017824	85.3333	NONDE
MvSl-1064-A1-R4_MC02g03602	MvSl-1064-A1-R4_MC02	Chr02	1105297	1110139	-0.02623942	5	1022716	113.6	NONDE
MvSl-1064-A1-R4_MC02g03603	MvSl-1064-A1-R4_MC02	Chr02	1110708	1112201	0.405682731	5	1024903	157	NONDE
MvSl-1064-A1-R4_MC02g03607	MvSl-1064-A1-R4_MC02	Chr02	1120483	1122160	-0.209324642	1	1039545	40	NONDE
MvSl-1064-A1-R4_MC02g03608	MvSl-1064-A1-R4_MC02	Chr02	1122263	1124046	0.112731688	14	1040609	95.7143	NONDE
MvSl-1064-A1-R4_MC02g03609	MvSl-1064-A1-R4_MC02	Chr02	1124260	1126241	-0.048158617	3	1046268	61.3333	NONDE
MvSl-1064-A1-R4_MC02g03610	MvSl-1064-A1-R4_MC02	Chr02	1129843	1132052	-0.36494184	7	1053131	109.429	NONDE
MvSl-1064-A1-R4_MC02g03613	MvSl-1064-A1-R4_MC02	Chr02	1138775	1139887	0.567119933	2	1059291	99.5	NONDE
MvSl-1064-A1-R4_MC02g03614	MvSl-1064-A1-R4_MC02	Chr02	1142037	1143842	-0.026666385	2	1063450	144	NONDE
MvSl-1064-A1-R4_MC02g03615	MvSl-1064-A1-R4_MC02	Chr02	1144235	1144435	0.08698536	12	1064960	72	NONDE
MvSl-1064-A1-R4_MC02g03616	MvSl-1064-A1-R4_MC02	Chr02	1144783	1150356	-0.07249971	5	1068487	108.4	NONDE
MvSl-1064-A1-R4_MC02g03618	MvSl-1064-A1-R4_MC02	Chr02	1153008	1153223	0.262225706	3	1074537	69.3333	NONDE
MvSl-1064-A1-R4_MC02g03619	MvSl-1064-A1-R4_MC02	Chr02	1154599	1156797	-0.140949045	3	1075424	69.3333	NONDE
MvSl-1064-A1-R4_MC02g03620	MvSl-1064-A1-R4_MC02	Chr02	1157393	1157902	-0.14751393	2	1076970	81.5	NONDE
MvSl-1064-A1-R4_MC02g03621	MvSl-1064-A1-R4_MC02	Chr02	1158138	1159902	-0.04707423	4	1082950	83.75	NONDE
MvSl-1064-A1-R4_MC02g03622	MvSl-1064-A1-R4_MC02	Chr02	1160524	1162079	0.082842885	3	1085017	102.667	NONDE
MvSl-1064-A1-R4_MC02g03625	MvSl-1064-A1-R4_MC02	Chr02	1165495	1165818	-0.032124154	10	1090015	103.4	NONDE
MvSl-1064-A1-R4_MC02g03626	MvSl-1064-A1-R4_MC02	Chr02	1166721	1167335	0.295411865	8	1092515	82.125	NONDE
MvSl-1064-A1-R4_MC02g03627	MvSl-1064-A1-R4_MC02	Chr02	1168054	1170762	-0.143316109	5	1095575	73.2	NONDE
MvSl-1064-A1-R4_MC02g03628	MvSl-1064-A1-R4_MC02	Chr02	1172309	1173755	0.22731987	7	1100430	108.286	NONDE
MvSl-1064-A1-R4_MC02g03630	MvSl-1064-A1-R4_MC02	Chr02	1175731	1175969	-0.023326072	5	1109282	56.6	NONDE
