gene	location	chr	start	end	log2FC	intron_nr	mean	sum
MvSl-1064-A1-R4_MC03g04824	MvSl-1064-A1-R4_MC03	Chr03	1422997	1423614	0.309095204508159	3	1363030	88.6667
MvSl-1064-A1-R4_MC03g04825	MvSl-1064-A1-R4_MC03	Chr03	1423847	1426271	0.0289265892466181	4	1368586	86.75
MvSl-1064-A1-R4_MC03g04826	MvSl-1064-A1-R4_MC03	Chr03	1426447	1427781	-0.227578974203237	7	1370565	75.1429
MvSl-1064-A1-R4_MC03g04827	MvSl-1064-A1-R4_MC03	Chr03	1428387	1430179	0.1324987757121	2	1373730	64
MvSl-1064-A1-R4_MC03g04828	MvSl-1064-A1-R4_MC03	Chr03	1431447	1434989	-0.672447027995783	3	1378783	187
MvSl-1064-A1-R4_MC03g04830	MvSl-1064-A1-R4_MC03	Chr03	1439216	1439587	-0.390241403989083	2	1383138	165.5
MvSl-1064-A1-R4_MC03g04834	MvSl-1064-A1-R4_MC03	Chr03	1451040	1452487	-0.187923764996016	2	1386713	111
MvSl-1064-A1-R4_MC03g04836	MvSl-1064-A1-R4_MC03	Chr03	1453563	1455905	0.2444605742335	1	1389802	97
MvSl-1064-A1-R4_MC03g04837	MvSl-1064-A1-R4_MC03	Chr03	1456944	1458993	-0.0639901882805103	4	1392800	63.5
MvSl-1064-A1-R4_MC03g04838	MvSl-1064-A1-R4_MC03	Chr03	1459630	1460161	-0.278226145821106	3	1394860	84.6667
MvSl-1064-A1-R4_MC03g04839	MvSl-1064-A1-R4_MC03	Chr03	1460461	1463254	0.0688258468628707	3	1396474	129
MvSl-1064-A1-R4_MC03g04840	MvSl-1064-A1-R4_MC03	Chr03	1464830	1466283	-0.0455990037750683	5	1398056	167.8
MvSl-1064-A1-R4_MC03g04841	MvSl-1064-A1-R4_MC03	Chr03	1466539	1468340	-0.126200465477793	5	1402708	106.8
MvSl-1064-A1-R4_MC03g04843	MvSl-1064-A1-R4_MC03	Chr03	1475647	1476819	-0.0264694134259737	2	1405780	49.5
MvSl-1064-A1-R4_MC03g04846	MvSl-1064-A1-R4_MC03	Chr03	1480674	1480850	0.845768209152227	8	1412581	110.5
MvSl-1064-A1-R4_MC03g04848	MvSl-1064-A1-R4_MC03	Chr03	1485289	1489152	0.027876901343761	1	1414682	113
MvSl-1064-A1-R4_MC03g04850	MvSl-1064-A1-R4_MC03	Chr03	1492919	1497587	0.134469175845705	8	1417082	108.625
MvSl-1064-A1-R4_MC03g04851	MvSl-1064-A1-R4_MC03	Chr03	1497738	1499173	0.0160697111762933	4	1421374	94.75
MvSl-1064-A1-R4_MC03g04852	MvSl-1064-A1-R4_MC03	Chr03	1499335	1502056	-0.0827791342281411	2	1422357	69
MvSl-1064-A1-R4_MC03g04854	MvSl-1064-A1-R4_MC03	Chr03	1504690	1506478	0.122454708364104	8	1426099	67.25
MvSl-1064-A1-R4_MC03g04855	MvSl-1064-A1-R4_MC03	Chr03	1506571	1507911	-0.114703189889107	4	1426691	98.25
MvSl-1064-A1-R4_MC03g04856	MvSl-1064-A1-R4_MC03	Chr03	1511301	1512245	0.083585283750079	2	1428701	97
MvSl-1064-A1-R4_MC03g04857	MvSl-1064-A1-R4_MC03	Chr03	1512289	1512450	0.0524144435774232	1	1432780	78
MvSl-1064-A1-R4_MC03g04858	MvSl-1064-A1-R4_MC03	Chr03	1512898	1515300	0.216302084881398	6	1436189	94.6667
MvSl-1064-A1-R4_MC03g04861	MvSl-1064-A1-R4_MC03	Chr03	1520931	1523929	-0.04979893339213	17	1441111	81.6471
MvSl-1064-A1-R4_MC03g04863	MvSl-1064-A1-R4_MC03	Chr03	1525824	1526297	0.330723355471215	3	1452268	77.6667
MvSl-1064-A1-R4_MC03g04864	MvSl-1064-A1-R4_MC03	Chr03	1526781	1528843	0.406611975555761	2	1452833	53
MvSl-1064-A1-R4_MC03g04865	MvSl-1064-A1-R4_MC03	Chr03	1529313	1529869	0.181511971516672	5	1455557	127.8
MvSl-1064-A1-R4_MC03g04867	MvSl-1064-A1-R4_MC03	Chr03	1530511	1536809	-0.0516870752368071	5	1457130	61.4
MvSl-1064-A1-R4_MC03g04869	MvSl-1064-A1-R4_MC03	Chr03	1545134	1547689	0.314145971251839	7	1460690	83.2857
MvSl-1064-A1-R4_MC03g04870	MvSl-1064-A1-R4_MC03	Chr03	1549596	1549969	-0.224266896165187	3	1466075	98.6667
MvSl-1064-A1-R4_MC03g04871	MvSl-1064-A1-R4_MC03	Chr03	1550072	1550470	-0.177005845373416	7	1468200	82.5714
MvSl-1064-A1-R4_MC03g04872	MvSl-1064-A1-R4_MC03	Chr03	1550966	1552557	-0.0307963821440431	4	1471015	100
MvSl-1064-A1-R4_MC03g04873	MvSl-1064-A1-R4_MC03	Chr03	1552907	1553107	0.19757970127963	4	1475791	71.25
MvSl-1064-A1-R4_MC03g04874	MvSl-1064-A1-R4_MC03	Chr03	1557081	1557620	0.247622301790341	4	1478067	103.25
MvSl-1064-A1-R4_MC03g04878	MvSl-1064-A1-R4_MC03	Chr03	1575250	1583103	-1.23633226512897	2	1487162	67.5
MvSl-1064-A1-R4_MC03g04880	MvSl-1064-A1-R4_MC03	Chr03	1588368	1590325	-0.0103956550262482	8	1496459	63.125
MvSl-1064-A1-R4_MC03g04881	MvSl-1064-A1-R4_MC03	Chr03	1590707	1594498	-1.00611938163885	2	1499123	61
MvSl-1064-A1-R4_MC03g04882	MvSl-1064-A1-R4_MC03	Chr03	1594607	1596559	-0.0506638446594097	2	1499558	78.5
MvSl-1064-A1-R4_MC03g04883	MvSl-1064-A1-R4_MC03	Chr03	1597021	1598099	-0.438284016163561	3	1502245	197
MvSl-1064-A1-R4_MC03g04886	MvSl-1064-A1-R4_MC03	Chr03	1603870	1605064	0.190003331724966	3	1511944	74
MvSl-1064-A1-R4_MC03g04888	MvSl-1064-A1-R4_MC03	Chr03	1610949	1613533	0.172596991369267	3	1513182	68
MvSl-1064-A1-R4_MC03g04889	MvSl-1064-A1-R4_MC03	Chr03	1614389	1615900	-0.332084596376451	14	1519349	74.8571
MvSl-1064-A1-R4_MC03g04890	MvSl-1064-A1-R4_MC03	Chr03	1616381	1618087	-0.00785828763921463	2	1521644	98.5
MvSl-1064-A1-R4_MC03g04891	MvSl-1064-A1-R4_MC03	Chr03	1619693	1620835	-0.351369150401345	5	1524902	74.8
MvSl-1064-A1-R4_MC03g04893	MvSl-1064-A1-R4_MC03	Chr03	1622578	1624889	-0.147437058782564	6	1528570	131.833
MvSl-1064-A1-R4_MC03g04894	MvSl-1064-A1-R4_MC03	Chr03	1625677	1626256	-0.352455618013233	2	1529415	76
MvSl-1064-A1-R4_MC03g04895	MvSl-1064-A1-R4_MC03	Chr03	1627143	1631548	0.328842214712266	1	1532766	47
MvSl-1064-A1-R4_MC03g04896	MvSl-1064-A1-R4_A1	aMAT	1607578	1607793	0.669182722743054	1	1539706	41
MvSl-1064-A1-R4_MC03g04902	MvSl-1064-A1-R4_MC03	Chr03	1634224	1636152	-1.11530624971379	1	1551065	95
MvSl-1064-A1-R4_MC03g04908	MvSl-1064-A1-R4_MC03	Chr03	1643959	1646217	-0.638763404521081	2	1560910	67.5
MvSl-1064-A1-R4_MC03g04912	MvSl-1064-A1-R4_MC03	Chr03	1652532	1656647	-0.216912243806018	3	1577502	233
MvSl-1064-A1-R4_MC03g04915	MvSl-1064-A1-R4_MC03	Chr03	1657624	1659758	0.957433840141685	4	1585919	80.25
MvSl-1064-A1-R4_MC03g04916	MvSl-1064-A1-R4_MC03	Chr03	1660075	1660419	0.189282001176572	2	1590101	103
MvSl-1064-A1-R4_MC03g04917	MvSl-1064-A1-R4_MC03	Chr03	1660531	1664291	0.0585127096818599	3	1591138	98
MvSl-1064-A1-R4_MC03g04918	MvSl-1064-A1-R4_MC03	Chr03	1664513	1664680	-0.159305917624712	6	1596379	92
MvSl-1064-A1-R4_MC03g04919	MvSl-1064-A1-R4_MC03	Chr03	1664796	1671417	-0.0559436125281988	7	1597119	73.1429
MvSl-1064-A1-R4_MC03g04920	MvSl-1064-A1-R4_MC03	Chr03	1671485	1675756	0.173220119942802	2	1600022	123.5
MvSl-1064-A1-R4_MC03g04921	MvSl-1064-A1-R4_MC03	Chr03	1676099	1676505	0.0786962043137753	2	1601531	96
MvSl-1064-A1-R4_MC03g04922	MvSl-1064-A1-R4_MC03	Chr03	1677105	1678859	0.137508190453172	4	1604601	91.75
MvSl-1064-A1-R4_MC03g04923	MvSl-1064-A1-R4_MC03	Chr03	1679489	1679665	0.0806887044269996	2	1609725	83.5
MvSl-1064-A1-R4_MC03g04925	MvSl-1064-A1-R4_MC03	Chr03	1687766	1687969	-0.196932480132695	3	1614763	159
MvSl-1064-A1-R4_MC03g04926	MvSl-1064-A1-R4_MC03	Chr03	1688740	1689414	0.489273529550061	6	1617866	90.5
MvSl-1064-A1-R4_MC03g04927	MvSl-1064-A1-R4_MC03	Chr03	1690725	1691234	0.0086389164071459	2	1620448	112.5
MvSl-1064-A1-R4_MC03g04928	MvSl-1064-A1-R4_MC03	Chr03	1694660	1697710	0.387151772182873	2	1621520	126
MvSl-1064-A1-R4_MC03g04931	MvSl-1064-A1-R4_MC03	Chr03	1702655	1704664	-0.131854090949902	9	1627249	69.8889
MvSl-1064-A1-R4_MC03g04932	MvSl-1064-A1-R4_MC03	Chr03	1704809	1705185	-0.164950020999622	2	1632479	67
MvSl-1064-A1-R4_MC03g04935	MvSl-1064-A1-R4_MC03	Chr03	1708177	1708942	-0.165177820734261	6	1635934	94.5
MvSl-1064-A1-R4_MC03g04936	MvSl-1064-A1-R4_MC03	Chr03	1709645	1711322	-0.135694485907804	7	1638932	109
MvSl-1064-A1-R4_MC03g04937	MvSl-1064-A1-R4_MC03	Chr03	1711798	1713228	-0.0804612990861227	6	1641187	67.5
MvSl-1064-A1-R4_MC03g04944	MvSl-1064-A1-R4_MC03	Chr03	1722119	1724086	-0.909699566372006	1	1651946	237
MvSl-1064-A1-R4_MC03g04950	MvSl-1064-A1-R4_MC03	Chr03	1740766	1743504	0.076264531807494	11	1670981	98.5455
MvSl-1064-A1-R4_MC03g04952	MvSl-1064-A1-R4_MC03	Chr03	1748567	1749038	-0.429722436997994	1	1676160	83
MvSl-1064-A1-R4_MC03g04953	MvSl-1064-A1-R4_MC03	Chr03	1749864	1750878	-0.345890077597762	4	1677369	135.75
MvSl-1064-A1-R4_MC03g04955	MvSl-1064-A1-R4_MC03	Chr03	1756620	1758146	0.179842969011191	2	1685674	62.5
MvSl-1064-A1-R4_MC03g04961	MvSl-1064-A1-R4_MC03	Chr03	1762439	1764527	-0.00196075973870356	1	1697552	129
MvSl-1064-A1-R4_MC03g04962	MvSl-1064-A1-R4_MC03	Chr03	1766092	1766274	-0.033074193421004	7	1700606	66.8571
MvSl-1064-A1-R4_MC03g04963	MvSl-1064-A1-R4_MC03	Chr03	1767870	1771549	-0.053795591444999	1	1701293	101
MvSl-1064-A1-R4_MC03g04965	MvSl-1064-A1-R4_MC03	Chr03	1771736	1773913	0.0373949191204143	1	1703341	63
MvSl-1064-A1-R4_MC03g04966	MvSl-1064-A1-R4_MC03	Chr03	1774312	1774975	-0.0296529306407049	1	1705064	68
MvSl-1064-A1-R4_MC03g04967	MvSl-1064-A1-R4_MC03	Chr03	1775897	1777254	-0.164778005794491	4	1705510	98.5
MvSl-1064-A1-R4_MC03g04968	MvSl-1064-A1-R4_MC03	Chr03	1780176	1781876	0.054440082892757	4	1707184	79.75
MvSl-1064-A1-R4_MC03g04969	MvSl-1064-A1-R4_MC03	Chr03	1783207	1789341	0.241000337539052	1	1708449	82
MvSl-1064-A1-R4_MC03g04970	MvSl-1064-A1-R4_MC03	Chr03	1789547	1790605	0.0388000609833305	6	1709859	80.6667
MvSl-1064-A1-R4_MC03g04971	MvSl-1064-A1-R4_MC03	Chr03	1790897	1792941	-0.028352855924996	2	1712750	69
MvSl-1064-A1-R4_MC03g04972	MvSl-1064-A1-R4_MC03	Chr03	1793291	1795509	0.573315653990044	6	1714619	98.1667
MvSl-1064-A1-R4_MC03g04973	MvSl-1064-A1-R4_MC03	Chr03	1797415	1797651	0.184837680175379	4	1719811	77.5
MvSl-1064-A1-R4_MC03g04974	MvSl-1064-A1-R4_MC03	Chr03	1798511	1800260	-0.49384719980654	8	1722284	73.125
MvSl-1064-A1-R4_MC03g04975	MvSl-1064-A1-R4_MC03	Chr03	1800760	1802416	-0.315786707069917	6	1726400	103.667
MvSl-1064-A1-R4_MC03g04977	MvSl-1064-A1-R4_MC03	Chr03	1805471	1806493	0.0433010639991605	1	1730968	68
MvSl-1064-A1-R4_MC03g04978	MvSl-1064-A1-R4_MC03	Chr03	1806758	1808669	0.31662166759069	4	1734523	83.75
MvSl-1064-A1-R4_MC03g04979	MvSl-1064-A1-R4_MC03	Chr03	1809015	1809932	0.0995355027318099	3	1737695	105.333
MvSl-1064-A1-R4_MC03g04980	MvSl-1064-A1-R4_MC03	Chr03	1810181	1811171	0.0828305879676742	5	1741156	91.8
MvSl-1064-A1-R4_MC03g04981	MvSl-1064-A1-R4_MC03	Chr03	1811726	1816597	0.0123192478067124	3	1746521	95.6667
MvSl-1064-A1-R4_MC03g04983	MvSl-1064-A1-R4_MC03	Chr03	1817458	1817610	0.0870228050500128	2	1750689	87.5
MvSl-1064-A1-R4_MC03g04984	MvSl-1064-A1-R4_MC03	Chr03	1817808	1817963	0.209007036000484	9	1751769	76.6667
MvSl-1064-A1-R4_MC03g04985	MvSl-1064-A1-R4_MC03	Chr03	1818143	1820376	0.0981485674448267	1	1757834	75
MvSl-1064-A1-R4_MC03g04986	MvSl-1064-A1-R4_MC03	Chr03	1820963	1822624	0.318760109457221	4	1759393	68.75
MvSl-1064-A1-R4_MC03g04988	MvSl-1064-A1-R4_MC03	Chr03	1824152	1828421	-0.37624083033792	5	1761233	108.2
MvSl-1064-A1-R4_MC03g04989	MvSl-1064-A1-R4_MC03	Chr03	1829062	1829322	-0.110755629318622	4	1762987	84.25
MvSl-1064-A1-R4_MC03g04991	MvSl-1064-A1-R4_MC03	Chr03	1833439	1836997	-0.0258173640208689	8	1768007	79
MvSl-1064-A1-R4_MC03g04992	MvSl-1064-A1-R4_MC03	Chr03	1837082	1839243	0.29061656496433	1	1773445	102
MvSl-1064-A1-R4_MC03g04993	MvSl-1064-A1-R4_MC03	Chr03	1839820	1841073	0.110439152127728	1	1774844	124
MvSl-1064-A1-R4_MC03g04994	MvSl-1064-A1-R4_MC03	Chr03	1841396	1841971	0.437090550977913	5	1776123	74.2
MvSl-1064-A1-R4_MC03g04997	MvSl-1064-A1-R4_MC03	Chr03	1842280	1843414	-0.0913862792709901	3	1781036	96
MvSl-1064-A1-R4_MC03g04998	MvSl-1064-A1-R4_MC03	Chr03	1843593	1844724	0.215580322327522	16	1783349	112.125
MvSl-1064-A1-R4_MC03g04999	MvSl-1064-A1-R4_MC03	Chr03	1845179	1845882	0.161795147074187	2	1790210	181.5
MvSl-1064-A1-R4_MC03g05000	MvSl-1064-A1-R4_MC03	Chr03	1847049	1847753	0.156863704199963	5	1791080	71.8
MvSl-1064-A1-R4_MC03g05001	MvSl-1064-A1-R4_MC03	Chr03	1849323	1849919	-0.000316346027331308	10	1795291	83.6
MvSl-1064-A1-R4_MC03g05003	MvSl-1064-A1-R4_MC03	Chr03	1853421	1857660	0.399358569257125	8	1800180	100.25
MvSl-1064-A1-R4_MC03g05004	MvSl-1064-A1-R4_MC03	Chr03	1858234	1859767	-0.0363167987992821	1	1801288	85
MvSl-1064-A1-R4_MC03g05005	MvSl-1064-A1-R4_MC03	Chr03	1859886	1860311	-0.015707358718879	5	1803499	106.8
MvSl-1064-A1-R4_MC03g05006	MvSl-1064-A1-R4_MC03	Chr03	1860716	1862355	-0.0731984075717606	5	1806195	79.8
MvSl-1064-A1-R4_MC03g05007	MvSl-1064-A1-R4_MC03	Chr03	1862866	1863505	0.0470978366865984	6	1806983	85.1667
MvSl-1064-A1-R4_MC03g05009	MvSl-1064-A1-R4_MC03	Chr03	1866935	1867454	-0.146288159052171	2	1810611	104
MvSl-1064-A1-R4_MC03g05010	MvSl-1064-A1-R4_MC03	Chr03	1868323	1868902	0.102112669087551	3	1812083	69
MvSl-1064-A1-R4_MC03g05014	MvSl-1064-A1-R4_MC03	Chr03	1875799	1876083	-0.298455563918466	4	1820164	59.75
MvSl-1064-A1-R4_MC03g05015	MvSl-1064-A1-R4_MC03	Chr03	1876323	1876835	-0.189728754452859	3	1821383	165
MvSl-1064-A1-R4_MC03g05016	MvSl-1064-A1-R4_MC03	Chr03	1877673	1878449	-0.25605894524006	3	1822851	112
MvSl-1064-A1-R4_MC03g05017	MvSl-1064-A1-R4_MC03	Chr03	1878565	1881205	-0.264497185970798	6	1824363	66.1667
MvSl-1064-A1-R4_MC03g05020	MvSl-1064-A1-R4_MC03	Chr03	1882681	1886059	-0.561177475117146	7	1829903	129.143
MvSl-1064-A1-R4_MC03g05021	MvSl-1064-A1-R4_MC03	Chr03	1886451	1887875	-0.186692761204471	9	1833798	108.444
MvSl-1064-A1-R4_MC03g05022	MvSl-1064-A1-R4_MC03	Chr03	1888458	1891265	0.232388458621826	6	1837417	76.3333
MvSl-1064-A1-R4_MC03g05023	MvSl-1064-A1-R4_MC03	Chr03	1892169	1896115	-0.175367355251498	1	1840258	285
MvSl-1064-A1-R4_MC03g05024	MvSl-1064-A1-R4_MC03	Chr03	1896679	1897394	-0.749083760277373	4	1841793	87.75
MvSl-1064-A1-R4_MC03g05025	MvSl-1064-A1-R4_MC03	Chr03	1897980	1900644	0.341514568020989	2	1842680	137
MvSl-1064-A1-R4_MC03g05026	MvSl-1064-A1-R4_MC03	Chr03	1901069	1903384	-0.540460683449208	4	1844375	100.75
MvSl-1064-A1-R4_MC03g05027	MvSl-1064-A1-R4_MC03	Chr03	1903647	1907411	0.117529833881709	1	1845421	71
MvSl-1064-A1-R4_MC03g05030	MvSl-1064-A1-R4_MC03	Chr03	1913917	1915905	0.407600547234719	3	1852746	164.667
MvSl-1064-A1-R4_MC03g05031	MvSl-1064-A1-R4_MC03	Chr03	1918049	1919374	0.241212109326709	3	1855784	71.3333
MvSl-1064-A1-R4_MC03g05032	MvSl-1064-A1-R4_MC03	Chr03	1919442	1923144	-0.377217362795985	5	1858375	85.4
MvSl-1064-A1-R4_MC03g05034	MvSl-1064-A1-R4_MC03	Chr03	1927932	1929906	-0.0312435878648471	4	1861334	82.25
MvSl-1064-A1-R4_MC03g05035	MvSl-1064-A1-R4_MC03	Chr03	1930613	1931147	-0.385485871049436	1	1863002	94
MvSl-1064-A1-R4_MC03g05038	MvSl-1064-A1-R4_MC03	Chr03	1939191	1941006	-0.0328359096028961	2	1868478	53
MvSl-1064-A1-R4_MC03g05043	MvSl-1064-A1-R4_MC03	Chr03	1956385	1957897	-0.0562845166703389	3	1876465	95
MvSl-1064-A1-R4_MC03g05045	MvSl-1064-A1-R4_MC03	Chr03	1961814	1964981	-0.155762409625733	4	1881038	144.25
MvSl-1064-A1-R4_MC03g05047	MvSl-1064-A1-R4_MC03	Chr03	1971338	1972290	0.0723330919243403	8	1885618	108.875
MvSl-1064-A1-R4_MC03g05048	MvSl-1064-A1-R4_MC03	Chr03	1972903	1974431	0.169028634112877	4	1887704	69.75
MvSl-1064-A1-R4_MC03g05049	MvSl-1064-A1-R4_MC03	Chr03	1975362	1977329	-0.00246910472941891	3	1888626	82
MvSl-1064-A1-R4_MC03g05050	MvSl-1064-A1-R4_MC03	Chr03	1977730	1978443	-0.31804064777411	3	1892344	149.667
MvSl-1064-A1-R4_MC03g05051	MvSl-1064-A1-R4_MC03	Chr03	1981897	1983524	0.151179659263144	3	1896850	89.6667
MvSl-1064-A1-R4_MC03g05052	MvSl-1064-A1-R4_MC03	Chr03	1984731	1985104	0.112302131058296	8	1898259	96.125
MvSl-1064-A1-R4_MC03g05053	MvSl-1064-A1-R4_MC03	Chr03	1985555	1986662	-0.462688125919318	5	1901568	98.4
MvSl-1064-A1-R4_MC03g05054	MvSl-1064-A1-R4_MC03	Chr03	1988335	1988697	-0.0273218086933185	4	1907066	85.5
MvSl-1064-A1-R4_MC03g05055	MvSl-1064-A1-R4_MC03	Chr03	1991551	1991891	-0.242317518372789	1	1908046	76
MvSl-1064-A1-R4_MC03g05056	MvSl-1064-A1-R4_MC03	Chr03	1994288	2003020	0.00149774002416537	7	1912335	139
MvSl-1064-A1-R4_MC03g05057	MvSl-1064-A1-R4_MC03	Chr03	2005728	2007898	-0.0326708552994959	4	1915808	196.5
MvSl-1064-A1-R4_MC03g05058	MvSl-1064-A1-R4_MC03	Chr03	2009612	2010537	-0.35979868854514	1	1918531	69
MvSl-1064-A1-R4_MC03g05059	MvSl-1064-A1-R4_MC03	Chr03	2010948	2011221	-0.239498988582434	4	1922225	85
MvSl-1064-A1-R4_MC03g05060	MvSl-1064-A1-R4_MC03	Chr03	2011962	2014661	0.0838532301068166	3	1926644	76
MvSl-1064-A1-R4_MC03g05061	MvSl-1064-A1-R4_MC03	Chr03	2015028	2016811	-0.888762053852108	3	1928229	81.3333
MvSl-1064-A1-R4_MC03g05062	MvSl-1064-A1-R4_MC03	Chr03	2016993	2019242	0.115800352835026	3	1930796	108.333
MvSl-1064-A1-R4_MC03g05063	MvSl-1064-A1-R4_MC03	Chr03	2019598	2022958	-0.0123559144991917	2	1931655	129.5
MvSl-1064-A1-R4_MC03g05064	MvSl-1064-A1-R4_MC03	Chr03	2024165	2024835	0.0657062649784283	5	1938405	76.8
MvSl-1064-A1-R4_MC03g05065	MvSl-1064-A1-R4_MC03	Chr03	2026313	2027205	-0.108134249781265	3	1939472	89.3333
MvSl-1064-A1-R4_MC03g05066	MvSl-1064-A1-R4_MC03	Chr03	2027563	2027868	0.0543783149648866	11	1944808	76.3636
MvSl-1064-A1-R4_MC03g05067	MvSl-1064-A1-R4_MC03	Chr03	2028024	2028689	0.0825872032303631	4	1945978	69.25
MvSl-1064-A1-R4_MC03g05068	MvSl-1064-A1-R4_MC03	Chr03	2031275	2032636	-0.213107820167351	9	1951185	73
MvSl-1064-A1-R4_MC03g05069	MvSl-1064-A1-R4_MC03	Chr03	2033521	2033685	0.810243271397784	2	1953585	85.5
MvSl-1064-A1-R4_MC03g05071	MvSl-1064-A1-R4_MC03	Chr03	2035765	2039128	-0.735809320652556	2	1959575	86
MvSl-1064-A1-R4_MC03g05072	MvSl-1064-A1-R4_MC03	Chr03	2040299	2044931	-0.279878892299698	13	1962234	85.8462
MvSl-1064-A1-R4_MC03g05073	MvSl-1064-A1-R4_MC03	Chr03	2045687	2047837	0.154027582508554	9	1970823	88.1111
MvSl-1064-A1-R4_MC03g05074	MvSl-1064-A1-R4_MC03	Chr03	2048295	2053263	0.305901010403654	4	1971651	123.5
MvSl-1064-A1-R4_MC03g05075	MvSl-1064-A1-R4_MC03	Chr03	2054587	2059584	0.517229848542952	2	1974036	76
MvSl-1064-A1-R4_MC03g05076	MvSl-1064-A1-R4_MC03	Chr03	2060022	2061623	-0.59024119394412	3	1975712	86
MvSl-1064-A1-R4_MC03g05078	MvSl-1064-A1-R4_MC03	Chr03	2063880	2064375	0.3316635684038	4	1982791	89.75
MvSl-1064-A1-R4_MC03g05079	MvSl-1064-A1-R4_MC03	Chr03	2064442	2065958	-0.0718979690077851	1	1984968	101
MvSl-1064-A1-R4_MC03g05080	MvSl-1064-A1-R4_MC03	Chr03	2066680	2067053	-0.10706629209139	1	1985824	79
MvSl-1064-A1-R4_MC03g05083	MvSl-1064-A1-R4_MC03	Chr03	2072021	2074321	-0.12108720718334	11	1995094	77.4545
MvSl-1064-A1-R4_MC03g05086	MvSl-1064-A1-R4_MC03	Chr03	2075352	2077060	-0.0949947017950596	1	2006822	56
MvSl-1064-A1-R4_MC03g05087	MvSl-1064-A1-R4_MC03	Chr03	2077599	2081553	-0.467398093759887	2	2009961	77.5
MvSl-1064-A1-R4_MC03g05089	MvSl-1064-A1-R4_MC03	Chr03	2085076	2086242	-0.181184698249016	8	2012202	90.75
MvSl-1064-A1-R4_MC03g05090	MvSl-1064-A1-R4_MC03	Chr03	2086582	2087902	0.386233271254407	5	2015401	116.2
MvSl-1064-A1-R4_MC03g05091	MvSl-1064-A1-R4_MC03	Chr03	2088953	2089315	0.0823142063605409	4	2019106	113.25
MvSl-1064-A1-R4_MC03g05092	MvSl-1064-A1-R4_MC03	Chr03	2089401	2089972	0.13067719845131	2	2020665	87.5
MvSl-1064-A1-R4_MC03g05093	MvSl-1064-A1-R4_MC03	Chr03	2090606	2092738	-0.0446912239182111	1	2024359	89
MvSl-1064-A1-R4_MC03g05094	MvSl-1064-A1-R4_MC03	Chr03	2094045	2098442	0.24021145257926	1	2026741	74
MvSl-1064-A1-R4_MC03g05100	MvSl-1064-A1-R4_MC03	Chr03	2110760	2111617	0.0571464496431012	3	2038731	130.333
MvSl-1064-A1-R4_MC03g05101	MvSl-1064-A1-R4_MC03	Chr03	2115480	2116104	0.0973488291384047	6	2042994	72.6667
MvSl-1064-A1-R4_MC03g05103	MvSl-1064-A1-R4_MC03	Chr03	2118758	2120325	0.716906674611296	3	2052571	80.3333
MvSl-1064-A1-R4_MC03g05104	MvSl-1064-A1-R4_MC03	Chr03	2120708	2122393	-0.16500123086524	13	2059339	82.3846
MvSl-1064-A1-R4_MC03g05105	MvSl-1064-A1-R4_MC03	Chr03	2124137	2126599	-0.143853410382444	7	2061457	83.1429
MvSl-1064-A1-R4_MC03g05106	MvSl-1064-A1-R4_MC03	Chr03	2126979	2128290	0.0480166427710101	3	2062628	78.3333
MvSl-1064-A1-R4_MC03g05108	MvSl-1064-A1-R4_MC03	Chr03	2136741	2142836	0.131079364219884	5	2065712	81.4
MvSl-1064-A1-R4_MC03g05109	MvSl-1064-A1-R4_MC03	Chr03	2143040	2143243	-0.050471731910306	1	2066786	92
MvSl-1064-A1-R4_MC03g05111	MvSl-1064-A1-R4_MC03	Chr03	2148038	2150043	-0.188730294376145	6	2071213	79
MvSl-1064-A1-R4_MC03g05113	MvSl-1064-A1-R4_MC03	Chr03	2151749	2152590	-0.11119622960044	7	2075519	74.4286
MvSl-1064-A1-R4_MC03g05114	MvSl-1064-A1-R4_MC03	Chr03	2152948	2154273	-0.0463713573424206	7	2078556	91.8571
MvSl-1064-A1-R4_MC03g05116	MvSl-1064-A1-R4_MC03	Chr03	2155040	2156556	-0.115488686669664	2	2083490	48.5
MvSl-1064-A1-R4_MC03g05117	MvSl-1064-A1-R4_MC03	Chr03	2157132	2160069	0.314608975511144	6	2086143	108.5
MvSl-1064-A1-R4_MC03g05118	MvSl-1064-A1-R4_MC03	Chr03	2160164	2160487	0.24351127659302	2	2087202	68
MvSl-1064-A1-R4_MC03g05120	MvSl-1064-A1-R4_MC03	Chr03	2163583	2163867	0.113738196610267	2	2089870	95.5
MvSl-1064-A1-R4_MC03g05121	MvSl-1064-A1-R4_MC03	Chr03	2165694	2167668	0.0555616506399609	5	2092270	129.6
MvSl-1064-A1-R4_MC03g05122	MvSl-1064-A1-R4_MC03	Chr03	2168645	2171452	-0.336808816882677	13	2094209	97.8462
MvSl-1064-A1-R4_MC03g05123	MvSl-1064-A1-R4_MC03	Chr03	2174165	2175771	-0.0596378749620157	6	2099853	76.5
MvSl-1064-A1-R4_MC03g05124	MvSl-1064-A1-R4_MC03	Chr03	2176003	2177343	0.0609361085132313	6	2102408	90.8333
MvSl-1064-A1-R4_MC03g05126	MvSl-1064-A1-R4_MC03	Chr03	2179198	2181166	0.231002245116585	4	2104690	82.75
MvSl-1064-A1-R4_MC03g05127	MvSl-1064-A1-R4_MC03	Chr03	2182004	2185678	-0.0495627755977022	1	2105285	58
