gida1	a1prot	a1cds	gida2	a2prot	a2cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	intron_nr_a2	intron_nr_byprota2	intron_nr_byprota2_trans	intron_mean_a2	intron_total_a2	intron_total_byprota2	intron_total_byprota2_trans	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2
MvSl-1064-A1-R4_MC01-1g02051	722	2169	MvSl-1064-A2-R4_MC01g02332	722	2169	Auto	Auto	8	0.011080332	0.105263158	81	648	0.897506925	0.947368421	8	0.011080332	0.105263158	81	648	0.897506925	0.947368421	0	0	0	434970	437140	7.71934676	0.04488779	0.04488779	0.82897879	0.99994992	7.74409052	7.73908738	7.61014709	7.77842993	NON	NON
MvSl-1064-A1-R4_MC01-1g02052	923	2772	MvSl-1064-A2-R4_MC01g02333	923	2772	Auto	Auto	6	0.006500542	0.080625937	72.5	435	0.471289274	0.686505116	6	0.006500542	0.080625937	72.5	435	0.471289274	0.686505116	0	0	0	436629	437575	9.4074578	-0.203443	0.20344297	0.51962567	0.98553807	9.01997689	9.53811406	9.76564128	9.18812569	NON	NON
MvSl-1064-A1-R4_MC01-1g02053	361	1086	MvSl-1064-A2-R4_MC01g02334	361	1086	Auto	Auto	2	0.005540166	0.074432293	78.5	157	0.434903047	0.659471794	2	0.005540166	0.074432293	78.5	157	0.434903047	0.659471794	0	0	0	438189	442762	4.15745202	-0.1698911	0.16989113	0.56037831	0.99255356	4.06498644	4.07684774	4.51746166	3.89505409	NON	NON
MvSl-1064-A1-R4_MC01-1g02054	421	1266	MvSl-1064-A2-R4_MC01g02335	421	1266	Auto	Auto	5	0.011876485	0.108979285	88.6	443	1.052256532	1.025795561	5	0.011876485	0.108979285	88.6	443	1.052256532	1.025795561	0	0	0	438290	439102	6.30443243	0.05041135	0.05041135	0.79737507	0.99994992	6.24891049	6.40556508	6.40189047	6.14451908	NON	NON
MvSl-1064-A1-R4_MC01-1g02055	101	306	MvSl-1064-A2-R4_MC01g02336	101	306	Auto	Auto	1	0.00990099	0.099503719	42	42	0.415841584	0.644857802	1	0.00990099	0.099503719	42	42	0.415841584	0.644857802	0	0	0	439149	443618	2.51111592	0.20688908	0.20688908	0.56316856	0.99255356	2.84602204	2.32227639	2.27240607	2.52575369	NON	NON
MvSl-1064-A1-R4_MC01-1g02056	182	549	MvSl-1064-A2-R4_MC01g02337	182	549	Auto	Auto	1	0.005494505	0.074124932	0	0	0	0	1	0.005494505	0.074124932	0	0	0	0	0	0	0	443094	443969	3.53360562	-0.056254	0.05625397	0.8562322	0.99994992	3.69556979	3.2869253	3.7081693	3.39750413	NON	NON
MvSl-1064-A1-R4_MC01-1g02057	375	1128	MvSl-1064-A2-R4_MC01g02338	375	1128	Auto	Auto	1	0.002666667	0.051639778	47	47	0.125333333	0.354024481	1	0.002666667	0.051639778	47	47	0.125333333	0.354024481	0	0	0	444359	447372	5.85372406	-0.0372683	0.03726826	0.855778	0.99994992	5.8590934	5.81059992	5.96703767	5.77064931	NON	NON
MvSl-1064-A1-R4_MC01-1g02058	1414	4245	MvSl-1064-A2-R4_MC01g02339	1414	4245	Auto	Auto	11	0.007779349	0.08820062	72.4545	797	0.563649222	0.750765757	11	0.007779349	0.08820062	72.4545	797	0.563649222	0.750765757	0	0	0	444659	445925	7.47434942	0.03358935	0.03358935	0.87536834	0.99994992	7.60005651	7.37307118	7.27500049	7.61946498	NON	NON
MvSl-1064-A1-R4_MC01-1g02060	783	2352	MvSl-1064-A2-R4_MC01g02341	783	2352	Auto	Auto	1	0.001277139	0.035737084	85	85	0.108556833	0.329479639	1	0.001277139	0.035737084	85	85	0.108556833	0.329479639	0	0	0	449870	459288	5.29993169	0.11249628	0.11249628	0.60936618	0.9930078	5.36524611	5.34425022	5.19231288	5.29121068	NON	NON
MvSl-1064-A1-R4_MC01-1g02061	109	330	MvSl-1064-A2-R4_MC01g02342	109	330	Auto	Auto	1	0.009174312	0.095782629	0	0	0	0	1	0.009174312	0.095782629	0	0	0	0	0	0	0	453368	454845	1.57027773	0.32942279	0.32942279	0.42429038	0.96379128	1.974173	1.40338846	1.59651301	1.16549433	NON	NON
MvSl-1064-A1-R4_MC01-1g02062	607	1824	MvSl-1064-A2-R4_MC01g02343	607	1824	Auto	Auto	5	0.008237232	0.090759199	105	525	0.86490939	0.930005049	5	0.008237232	0.090759199	105	525	0.86490939	0.930005049	0	0	0	455267	457049	6.39790896	0.18209076	0.18209076	0.33019643	0.90421662	6.53725406	6.43257462	6.30046834	6.30747749	NON	NON
MvSl-1064-A1-R4_MC01-1g02063	469	1410	MvSl-1064-A2-R4_MC01g02344	469	1410	Auto	Auto	6	0.012793177	0.113106927	106	636	1.356076759	1.164507088	6	0.012793177	0.113106927	106	636	1.356076759	1.164507088	0	0	0	457434	458960	4.91420124	0.4410546	0.4410546	0.0620537	0.4236747	5.11083145	5.12217524	4.55708996	4.78772691	NON	NON
MvSl-1064-A1-R4_MC01-1g02064	1092	3279	MvSl-1064-A2-R4_MC01g02345	1092	3279	Auto	Auto	5	0.004578755	0.067666495	90.8	455	0.416666667	0.645497224	5	0.004578755	0.067666495	91	454	0.415750916	0.644787497	0	-0.2	1	459389	462207	5.04173223	0.19055399	0.19055399	0.41627811	0.95871809	5.24453925	5.01272614	4.84280373	5.03738956	NON	NON
MvSl-1064-A1-R4_MC01-1g02067	324	975	MvSl-1064-A2-R4_MC01g02348	324	975	Auto	Auto	1	0.00308642	0.055555556	0	0	0	0	1	0.00308642	0.055555556	0	0	0	0	0	0	0	459713	461674	5.03267215	-0.0337106	0.03371055	0.89095936	0.99994992	4.92581438	5.1005434	5.24987246	4.81613661	NON	NON
MvSl-1064-A1-R4_MC01-1g02068	1477	4434	MvSl-1064-A2-R4_MC01g02349	1477	4434	Auto	Auto	9	0.006093433	0.078060442	71.7778	646	0.437373053	0.661341858	9	0.006093433	0.078060442	71.7778	646	0.437373053	0.661341858	0	0	0	462022	464311	6.23506276	-0.1674698	0.16746979	0.53837145	0.98991415	6.3163453	5.96004049	5.79541013	6.69859507	NON	NON
MvSl-1064-A1-R4_MC01-1g02070	85	258	MvSl-1064-A2-R4_MC01g02351	85	258	Auto	Auto	1	0.011764706	0.108465229	392	392	4.611764706	2.147501969	1	0.011764706	0.108465229	392	392	4.611764706	2.147501969	0	0	0	465472	467257	2.63850883	0.8291655	0.8291655	0.02392852	0.22554012	2.71715253	3.20820225	2.4086167	1.87630277	NON	NON
MvSl-1064-A1-R4_MC01-1g02071	278	837	MvSl-1064-A2-R4_MC01g02352	278	837	Auto	Auto	3	0.010791367	0.103881504	81.3333	244	0.877697842	0.936855294	3	0.010791367	0.103881504	81.3333	244	0.877697842	0.936855294	0	0	0	466024	468385	5.36115303	-0.1398563	0.13985633	0.54423098	0.99034285	5.12848215	5.43504239	5.56375933	5.2810556	NON	NON
MvSl-1064-A1-R4_MC01-1g02072	921	2766	MvSl-1064-A2-R4_MC01g02353	921	2766	Auto	Auto	3	0.003257329	0.057073015	140.333	421	0.457111835	0.676100462	3	0.003257329	0.057073015	140.333	421	0.457111835	0.676100462	0	0	0	467538	471837	6.22883496	-0.4299724	0.42997236	0.04375347	0.34396806	5.74421632	6.21465312	6.43948386	6.41633296	NON	NON
MvSl-1064-A1-R4_MC01-1g02073	437	1314	MvSl-1064-A2-R4_MC01g02354	437	1314	Auto	Auto	5	0.011441648	0.106965637	79.4	397	0.908466819	0.953135258	5	0.011441648	0.106965637	79.4	397	0.908466819	0.953135258	0	0	0	469060	472104	6.75255487	-0.255831	0.25583096	0.15720945	0.68710817	6.64542034	6.59257212	6.87733459	6.87234403	NON	NON
MvSl-1064-A1-R4_MC01-1g02074	71	216	MvSl-1064-A2-R4_MC01g02355	71	216	Auto	Auto	3	0.042253521	0.205556613	75.3333	226	3.183098592	1.78412404	3	0.042253521	0.205556613	75.3333	226	3.183098592	1.78412404	0	0	0	472395	474499	4.77032189	-0.3854458	0.38544584	0.13950144	0.65324295	4.34212082	4.76023983	5.11697558	4.76167089	NON	NON
MvSl-1064-A1-R4_MC01-1g02075	549	1650	MvSl-1064-A2-R4_MC01g02356	549	1650	Auto	Auto	1	0.001821494	0.04267896	70	70	0.127504554	0.357077798	1	0.001821494	0.04267896	70	70	0.127504554	0.357077798	0	0	0	472799	475040	4.48054917	-0.25263	0.25263002	0.30726799	0.89196401	4.29079	4.40669924	4.60828926	4.59460393	NON	NON
MvSl-1064-A1-R4_MC01-1g02076	260	783	MvSl-1064-A2-R4_MC01g02357	260	783	Auto	Auto	1	0.003846154	0.062017367	112	112	0.430769231	0.656330123	1	0.003846154	0.062017367	112	112	0.430769231	0.656330123	0	0	0	475329	478207	4.16586617	-0.1248897	0.12488968	0.66055278	0.99994992	3.92386559	4.26184987	4.42052935	4.00279312	NON	NON
MvSl-1064-A1-R4_MC01-1g02077	150	453	MvSl-1064-A2-R4_MC01g02358	150	453	Auto	Auto	5	0.033333333	0.182574186	83.8	419	2.793333333	1.671326818	5	0.033333333	0.182574186	83.8	419	2.793333333	1.671326818	0	0	0	476536	477944	4.45989637	-0.1299311	0.12993107	0.67719581	0.99994992	4.09721491	4.63997576	4.85345303	4.0937894	NON	NON
MvSl-1064-A1-R4_MC01-1g02078	307	924	MvSl-1064-A2-R4_MC01g02359	307	924	Auto	Auto	7	0.022801303	0.151001003	119	833	2.713355049	1.647226472	7	0.022801303	0.151001003	119	833	2.713355049	1.647226472	0	0	0	478205	481475	6.76396453	0.23529604	0.23529604	0.19449268	0.75767495	6.83592412	6.91617031	6.68728643	6.5941917	NON	NON
MvSl-1064-A1-R4_MC01-1g02079	402	1209	MvSl-1064-A2-R4_MC01g02360	402	1209	Auto	Auto	6	0.014925373	0.122169444	85.1667	511	1.271144279	1.127450344	6	0.014925373	0.122169444	85.1667	511	1.271144279	1.127450344	0	0	0	479654	483163	5.65648648	0.2152894	0.2152894	0.28996371	0.87841948	5.71854792	5.79965782	5.46999002	5.61603641	NON	NON
MvSl-1064-A1-R4_MC01-1g02080	399	1200	MvSl-1064-A2-R4_MC01g02361	399	1200	Auto	Auto	4	0.010025063	0.100125235	98	392	0.98245614	0.991189256	4	0.010025063	0.100125235	98	392	0.98245614	0.991189256	0	0	0	481728	484515	6.78878273	-0.027841	0.02784102	0.88026324	0.99994992	6.68107529	6.86285081	6.84967693	6.75397979	NON	NON
MvSl-1064-A1-R4_MC01-1g02081	365	1098	MvSl-1064-A2-R4_MC01g02362	365	1098	Auto	Auto	8	0.021917808	0.148046642	83.125	664	1.819178082	1.348769099	8	0.021917808	0.148046642	83	665	1.821917808	1.349784356	0	0.125	-1	483467	484960	6.17346525	0.25847112	0.25847112	0.17688875	0.72737947	6.32061709	6.27207646	5.98530919	6.08971942	NON	NON
MvSl-1064-A1-R4_MC01-1g02082	660	1983	MvSl-1064-A2-R4_MC01g02363	660	1983	Auto	Auto	8	0.012121212	0.110096377	79.625	637	0.965151515	0.982421251	8	0.012121212	0.110096377	79.625	637	0.965151515	0.982421251	0	0	0	484788	486625	7.161669708	-1.782062892	1.782062892	3.01E-14	2.38E-12	6.01061104	6.01573593	8.072014024	7.44852375	Down	DE
MvSl-1064-A1-R4_MC01-1g02083	106	321	MvSl-1064-A2-R4_MC01g02364	106	321	Auto	Auto	2	0.018867925	0.137360564	232.5	465	4.386792453	2.094467105	2	0.018867925	0.137360564	232.5	465	4.386792453	2.094467105	0	0	0	485028	485766	1.37010657	0.96248063	0.96248063	0.0319028	0.27549193	1.62213487	1.86185036	1.25477021	0.1946704	NON	NON
MvSl-1064-A1-R4_MC01-1g02084	617	1854	MvSl-1064-A2-R4_MC01g02365	617	1854	Auto	Auto	4	0.006482982	0.080516968	155.75	623	1.009724473	1.004850473	4	0.006482982	0.080516968	155.75	623	1.009724473	1.004850473	0	0	0	486861	490079	5.79344269	-0.2887453	0.28874533	0.18982687	0.75072283	5.4903452	5.77999789	6.07220975	5.77354968	NON	NON
MvSl-1064-A1-R4_MC01-1g02085	275	828	MvSl-1064-A2-R4_MC01g02366	275	828	Auto	Auto	3	0.010909091	0.104446594	92.6667	278	1.010909091	1.00543975	3	0.010909091	0.104446594	92.6667	278	1.010909091	1.00543975	0	0	0	486908	490710	5.40665948	-0.0885432	0.08854318	0.70151385	0.99994992	5.13237537	5.55990028	5.4630531	5.43736623	NON	NON
MvSl-1064-A1-R4_MC01-1g02086	387	1164	MvSl-1064-A2-R4_MC01g02367	387	1164	Auto	Auto	7	0.018087855	0.134491097	81.2857	569	1.470284238	1.212552777	7	0.018087855	0.134491097	81.2857	569	1.470284238	1.212552777	0	0	0	490908	494698	7.25724869	-0.0907596	0.09075959	0.66347685	0.99994992	7.01265506	7.38572778	7.35211946	7.24989259	NON	NON
MvSl-1064-A1-R4_MC01-1g02087	719	2160	MvSl-1064-A2-R4_MC01g02368	719	2160	Auto	Auto	5	0.006954103	0.083391264	169.4	847	1.178025035	1.085368617	5	0.006954103	0.083391264	169.4	847	1.178025035	1.085368617	0	0	0	491397	497367	6.20644601	-0.0030796	0.00307963	0.98702875	0.99994992	6.22267289	6.18692836	6.21324236	6.20270307	NON	NON
MvSl-1064-A1-R4_MC01-1g02088	1169	3510	MvSl-1064-A2-R4_MC01g02369	1169	3510	Auto	Auto	10	0.00855432	0.092489567	94.4	944	0.807527802	0.898625507	10	0.00855432	0.092489567	94.4	944	0.807527802	0.898625507	0	0	0	495079	495440	4.57786102	-0.0047626	0.00476256	0.98905847	0.99994992	4.86159552	4.21868862	3.96050987	5.01305343	NON	NON
MvSl-1064-A1-R4_MC01-1g02089	263	792	MvSl-1064-A2-R4_MC01g02370	263	792	Auto	Auto	2	0.007604563	0.087204144	111	222	0.844106464	0.918752667	2	0.007604563	0.087204144	111	222	0.844106464	0.918752667	0	0	0	496257	497826	3.71836502	0.09142922	0.09142922	0.74582519	0.99994992	3.70605714	3.81714358	3.65437479	3.6892867	NON	NON
MvSl-1064-A1-R4_MC01-1g02090	208	627	MvSl-1064-A2-R4_MC01g02371	208	627	Auto	Auto	2	0.009615385	0.098058068	214	428	2.057692308	1.434465861	2	0.009615385	0.098058068	214	428	2.057692308	1.434465861	0	0	0	499637	500414	2.5939472	0.33270833	0.33270833	0.32642436	0.9041087	2.88346468	2.59403277	2.31925315	2.51192595	NON	NON
MvSl-1064-A1-R4_MC01-1g02091	321	966	MvSl-1064-A2-R4_MC01g02372	321	966	Auto	Auto	8	0.024922118	0.157867408	93.625	749	2.333333333	1.527525232	8	0.024922118	0.157867408	93.625	749	2.333333333	1.527525232	0	0	0	500811	502927	4.79411278	-0.3844756	0.38447555	0.11636017	0.61278733	4.45212282	4.71695356	5.08795981	4.84950587	NON	NON
MvSl-1064-A1-R4_MC01-1g02092	271	816	MvSl-1064-A2-R4_MC01g02373	271	816	Auto	Auto	8	0.029520295	0.171814712	77.25	618	2.280442804	1.510113507	8	0.029520295	0.171814712	77.25	618	2.280442804	1.510113507	0	0	0	502812	506303	5.94279364	-0.0807678	0.08076776	0.67941949	0.99994992	5.88239829	5.92130478	5.97924436	5.98600815	NON	NON
MvSl-1064-A1-R4_MC01-1g02093	938	2817	MvSl-1064-A2-R4_MC01g02374	938	2817	Auto	Auto	5	0.00533049	0.073010208	138.6	693	0.73880597	0.859538231	5	0.00533049	0.073010208	138.6	693	0.73880597	0.859538231	0	0	0	503017	504527	6.54245592	-0.1856276	0.18562759	0.32313532	0.90276607	6.42349689	6.46986491	6.56708249	6.69477505	NON	NON
MvSl-1064-A1-R4_MC01-1g02094	192	579	MvSl-1064-A2-R4_MC01g02375	192	579	Auto	Auto	4	0.020833333	0.144337567	107.75	431	2.244791667	1.498262883	4	0.020833333	0.144337567	107.75	431	2.244791667	1.498262883	0	0	0	505209	506659	4.69889973	-0.027613	0.02761298	0.90918414	0.99994992	4.69522281	4.67499185	4.81310625	4.60441078	NON	NON
MvSl-1064-A1-R4_MC01-1g02095	447	1344	MvSl-1064-A2-R4_MC01g02376	447	1344	Auto	Auto	3	0.006711409	0.081923192	63.6667	191	0.427293065	0.653676575	3	0.006711409	0.081923192	63.6667	191	0.427293065	0.653676575	0	0	0	506709	507268	10.1533972	-0.2573681	0.25736808	0.46849593	0.97618821	9.78937782	10.2170496	10.5996955	9.85893616	NON	NON
MvSl-1064-A1-R4_MC01-1g02097	2036	6111	MvSl-1064-A2-R4_MC01g02378	2036	6111	Auto	Auto	19	0.009332024	0.096602399	88.4737	1681	0.825638507	0.908646525	19	0.009332024	0.096602399	88.5263	1682	0.826129666	0.908916754	0	-0.0526	-1	507213	508677	5.82379812	0.48253791	0.48253791	0.02203325	0.21235882	6.17910972	5.8952716	5.52930608	5.5948758	NON	NON
MvSl-1064-A1-R4_MC01-1g02098	50	153	MvSl-1064-A2-R4_MC01g02379	50	153	Auto	Auto	1	0.02	0.141421356	0	0	0	0	1	0.02	0.141421356	0	0	0	0	0	0	0	508333	508549	0.47934962	1.24235644	1.24235644	0.014491	0.15574017	0.60277561	1.18158833	0.15139655	-0.74869	NON	NON
MvSl-1064-A1-R4_MC01-1g02099	91	276	MvSl-1064-A2-R4_MC01g02380	91	276	Auto	Auto	1	0.010989011	0.104828484	0	0	0	0	1	0.010989011	0.104828484	0	0	0	0	0	0	0	508869	512781	3.62019731	0.16486348	0.16486348	0.63812699	0.99994992	4.00679394	3.3076701	3.14906939	3.84077721	NON	NON
MvSl-1064-A1-R4_MC01-1g02100	533	1602	MvSl-1064-A2-R4_MC01g02381	533	1602	Auto	Auto	4	0.00750469	0.086629616	82.75	331	0.621013133	0.788043865	4	0.00750469	0.086629616	82.75	331	0.621013133	0.788043865	0	0	0	509227	509825	5.98682309	0.18890344	0.18890344	0.39335522	0.94473725	6.24801364	5.88495544	5.69537097	6.06033164	NON	NON
MvSl-1064-A1-R4_MC01-1g02101	77	234	MvSl-1064-A2-R4_MC01g02382	77	234	Auto	Auto	1	0.012987013	0.113960576	73	73	0.948051948	0.973679592	1	0.012987013	0.113960576	73	73	0.948051948	0.973679592	0	0	0	510983	512130	2.2764971	-0.2198119	0.21981188	0.54323037	0.99007842	2.35349133	1.95245808	2.22398658	2.52575369	NON	NON
MvSl-1064-A1-R4_MC01-1g02102	201	606	MvSl-1064-A2-R4_MC01g02383	201	606	Auto	Auto	3	0.014925373	0.122169444	84.6667	254	1.263681592	1.124135931	3	0.014925373	0.122169444	84.6667	254	1.263681592	1.124135931	0	0	0	512264	515946	6.92332801	-0.2104294	0.21042936	0.25787088	0.84142676	6.7811809	6.84699452	6.95726181	7.08923399	NON	NON
MvSl-1064-A1-R4_MC01-1g02103	570	1713	MvSl-1064-A2-R4_MC01g02384	570	1713	Auto	Auto	2	0.003508772	0.059234888	73.5	147	0.257894737	0.507833375	2	0.003508772	0.059234888	73.5	147	0.257894737	0.507833375	0	0	0	513500	517748	6.66414382	-0.2363235	0.23632346	0.27121662	0.85805451	6.36099526	6.70174273	6.95479133	6.57520136	NON	NON
MvSl-1064-A1-R4_MC01-1g02104	1016	3051	MvSl-1064-A2-R4_MC01g02385	1016	3051	Auto	Auto	6	0.005905512	0.076847328	111.333	668	0.657480315	0.810851599	6	0.005905512	0.076847328	111.333	668	0.657480315	0.810851599	0	0	0	516811	519187	8.5208656	-0.1225962	0.12259615	0.60527638	0.9930078	8.40140466	8.51303938	8.6236446	8.53677347	NON	NON
MvSl-1064-A1-R4_MC01-1g02105	479	1440	MvSl-1064-A2-R4_MC01g02386	479	1440	Auto	Auto	2	0.004175365	0.064617067	85.5	171	0.356993737	0.597489529	2	0.004175365	0.064617067	85.5	171	0.356993737	0.597489529	0	0	0	518058	522034	6.89099635	-0.0954424	0.09544244	0.60740146	0.9930078	6.78242026	6.90032344	6.99382015	6.87976554	NON	NON
MvSl-1064-A1-R4_MC01-1g02106	613	1842	MvSl-1064-A2-R4_MC01g02387	613	1842	Auto	Auto	2	0.003262643	0.057119548	78	157	0.256117455	0.506080483	2	0.003262643	0.057119548	78.5	156	0.254486134	0.504466187	0	-0.5	1	519340	520273	5.31637934	-0.3478986	0.34789863	0.20101942	0.76616809	4.97650761	5.27395613	5.8022972	5.06369353	NON	NON
MvSl-1064-A1-R4_MC01-1g02107	283	852	MvSl-1064-A2-R4_MC01g02388	283	852	Auto	Auto	8	0.028268551	0.168132541	85	680	2.402826855	1.550105434	8	0.028268551	0.168132541	85	680	2.402826855	1.550105434	0	0	0	520524	523797	5.94848341	-0.3076771	0.30767715	0.13197998	0.64234227	5.71854792	5.85238071	6.22045897	5.95568329	NON	NON
MvSl-1064-A1-R4_MC01-1g02108	345	1038	MvSl-1064-A2-R4_MC01g02389	346	1041	Auto	Auto	1	0.002898551	0.05383819	50	50	0.144927536	0.380693494	1	0.002890173	0.053760333	50	50	0.144508671	0.380142961	0	0	0	522453	522665	5.6485686	-0.1314097	0.1314097	0.56928103	0.9930078	5.73528423	5.40967952	5.46825891	5.92209571	NON	NON
MvSl-1064-A1-R4_MC01-1g02109	212	639	MvSl-1064-A2-R4_MC01g02390	212	639	Auto	Auto	1	0.004716981	0.068680282	0	0	0	0	1	0.004716981	0.068680282	0	0	0	0	0	0	0	522900	523543	5.09942899	-0.2172287	0.21722867	0.34374854	0.91695369	5.08293824	4.88511454	5.14758419	5.25845956	NON	NON
MvSl-1064-A1-R4_MC01-1g02110	447	1344	MvSl-1064-A2-R4_MC01g02391	447	1344	Auto	Auto	2	0.004474273	0.066890006	77	154	0.344519016	0.586957422	2	0.004474273	0.066890006	77	154	0.344519016	0.586957422	0	0	0	523818	524093	7.26704212	-0.0243278	0.02432781	0.90979917	0.99994992	7.02841014	7.45050945	7.35165005	7.20279225	NON	NON
MvSl-1064-A1-R4_MC01-1g02111	208	627	MvSl-1064-A2-R4_MC01g02392	208	627	Auto	Auto	6	0.028846154	0.169841555	86.5	519	2.495192308	1.579617773	6	0.028846154	0.169841555	86.5	519	2.495192308	1.579617773	0	0	0	524365	528366	3.37199951	0.53996729	0.53996729	0.15760218	0.68741891	3.76742898	3.43883206	2.39410191	3.5405797	NON	NON
MvSl-1064-A1-R4_MC01-1g02112	107	324	MvSl-1064-A2-R4_MC01g02393	107	324	Auto	Auto	3	0.028037383	0.167443672	148.333	445	4.158878505	2.039332858	3	0.028037383	0.167443672	148.333	445	4.158878505	2.039332858	0	0	0	524920	526616	9.10231844	0.0395598	0.0395598	0.88092706	0.99994992	9.02992463	9.208465	9.02555355	9.13710087	NON	NON
MvSl-1064-A1-R4_MC01-1g02113	411	1236	MvSl-1064-A2-R4_MC01g02394	411	1236	Auto	Auto	2	0.00486618	0.069758011	59.5	119	0.289537713	0.538087087	2	0.00486618	0.069758011	59.5	119	0.289537713	0.538087087	0	0	0	527835	529243	5.78569206	-0.0118484	0.01184844	0.95373548	0.99994992	5.83301557	5.72450949	5.80092241	5.78221598	NON	NON
MvSl-1064-A1-R4_MC01-1g02114	153	462	MvSl-1064-A2-R4_MC01g02395	153	462	Auto	Auto	6	0.039215686	0.198029509	91.6667	550	3.594771242	1.895988197	6	0.039215686	0.198029509	91.6667	550	3.594771242	1.895988197	0	0	0	528576	529193	6.29865038	-0.1626176	0.16261761	0.40931995	0.95261154	6.09183106	6.32899359	6.47784418	6.26997208	NON	NON
MvSl-1064-A1-R4_MC01-1g02115	289	870	MvSl-1064-A2-R4_MC01g02396	289	870	Auto	Auto	1	0.003460208	0.058823529	0	0	0	0	1	0.003460208	0.058823529	0	0	0	0	0	0	0	529775	533941	5.05135658	-0.1492203	0.14922028	0.55573583	0.99255356	4.88716634	5.05832331	5.36969979	4.82734567	NON	NON
MvSl-1064-A1-R4_MC01-1g02116	939	2820	MvSl-1064-A2-R4_MC01g02397	939	2820	Auto	Auto	3	0.003194888	0.056523342	67.3333	202	0.215122471	0.46381297	3	0.003194888	0.056523342	67.3333	202	0.215122471	0.46381297	0	0	0	529777	531868	5.51699622	-0.1840684	0.18406845	0.40609225	0.95245065	5.58571556	5.23838222	5.68348336	5.5243089	NON	NON
MvSl-1064-A1-R4_MC01-1g02117	143	432	MvSl-1064-A2-R4_MC01g02398	143	432	Auto	Auto	1	0.006993007	0.083624201	149	149	1.041958042	1.02076346	1	0.006993007	0.083624201	149	149	1.041958042	1.02076346	0	0	0	532509	533127	2.17655517	0.51954907	0.51954907	0.14026732	0.65324295	2.37993155	2.42711401	1.91389185	1.87630277	NON	NON
MvSl-1064-A1-R4_MC01-1g02118	752	2259	MvSl-1064-A2-R4_MC01g02399	752	2259	Auto	Auto	1	0.001329787	0.036466248	95	95	0.126329787	0.355429019	1	0.001329787	0.036466248	95	95	0.126329787	0.355429019	0	0	0	533554	536218	7.2176017	0.05201996	0.05201996	0.80281904	0.99994992	7.26445724	7.2218943	6.98537236	7.37165087	NON	NON
MvSl-1064-A1-R4_MC01-1g02119	96	291	MvSl-1064-A2-R4_MC01g02400	96	291	Auto	Auto	1	0.010416667	0.102062073	0	0	0	0	1	0.010416667	0.102062073	0	0	0	0	0	0	0	536058	537463	5.64825098	0.20353284	0.20353284	0.3261383	0.9041087	5.85556497	5.62746387	5.48547719	5.59815155	NON	NON
MvSl-1064-A1-R4_MC01-1g02120	697	2094	MvSl-1064-A2-R4_MC01g02401	697	2094	Auto	Auto	9	0.012912482	0.113633103	106.333	957	1.37302726	1.171762459	9	0.012912482	0.113633103	106.333	957	1.37302726	1.171762459	0	0	0	536719	537886	4.41747429	-0.1197274	0.11972737	0.66075124	0.99994992	4.56012081	4.12049236	4.33572631	4.60441078	NON	NON
MvSl-1064-A1-R4_MC01-1g02121	159	480	MvSl-1064-A2-R4_MC01g02402	159	480	Auto	Auto	4	0.025157233	0.158610317	109.75	439	2.761006289	1.661627602	4	0.025157233	0.158610317	109.75	439	2.761006289	1.661627602	0	0	0	537810	540213	4.23746324	0.03948565	0.03948565	0.87886603	0.99994992	4.21571309	4.29685671	4.22116518	4.21395953	NON	NON
MvSl-1064-A1-R4_MC01-1g02122	375	1128	MvSl-1064-A2-R4_MC01g02403	375	1128	Auto	Auto	1	0.002666667	0.051639778	0	0	0	0	1	0.002666667	0.051639778	0	0	0	0	0	0	0	538198	541993	6.25720177	0.00180328	0.00180328	0.99270017	0.99994992	6.08882885	6.40956892	6.25500656	6.25759574	NON	NON
MvSl-1064-A1-R4_MC01-1g02123	243	732	MvSl-1064-A2-R4_MC01g02404	243	732	Auto	Auto	4	0.016460905	0.12830006	89	356	1.465020576	1.210380344	4	0.016460905	0.12830006	89	356	1.465020576	1.210380344	0	0	0	541233	544153	5.34846069	-0.1309222	0.13092224	0.68215463	0.99994992	4.90548268	5.57993529	5.81597349	4.84950587	NON	NON
MvSl-1064-A1-R4_MC01-1g02124	164	495	MvSl-1064-A2-R4_MC01g02405	164	495	Auto	Auto	1	0.006097561	0.078086881	441	441	2.68902439	1.6398245	1	0.006097561	0.078086881	441	441	2.68902439	1.6398245	0	0	0	542342	546792	2.26274621	0.52204777	0.52204777	0.21386327	0.78300519	2.34008725	2.62742011	2.43721541	1.30031599	NON	NON
MvSl-1064-A1-R4_MC01-1g02125	271	816	MvSl-1064-A2-R4_MC01g02406	271	816	Auto	Auto	3	0.011070111	0.105214594	83.6667	251	0.926199262	0.962392468	3	0.011070111	0.105214594	83.6667	251	0.926199262	0.962392468	0	0	0	544770	548796	8.05406325	-0.2476658	0.24766578	0.34943735	0.91974751	7.59018256	8.19659661	8.37010093	7.94366148	NON	NON
