gida1	a1prot	a1cds	gida2	a2prot	a2cds	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	intron_nr_a2	intron_mean_a2	intron_total_a2	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2
MvSl-1064-A1-R4_MC01-1g01754	302	909	MvSl-1064-A2-R4_MC01g02035	302	909	Auto	Auto	3	92.3333	277	3	92.3333	277	0	0	0	65569	70766	5.09224603	0.05516978	0.05516978	0.80864705	0.99994992	5.08092508	5.15688776	5.14325109	4.98079003	NON	NON
MvSl-1064-A1-R4_MC01-1g01755	313	942	MvSl-1064-A2-R4_MC01g02036	313	942	Auto	Auto	1	96	96	1	96	96	0	0	0	75022	76808	6.5827438	-0.1304192	0.1304192	0.49331	0.98016598	6.50983166	6.52257503	6.74275639	6.54326779	NON	NON
MvSl-1064-A1-R4_MC01-1g01756	402	1209	MvSl-1064-A2-R4_MC01g02037	402	1209	Auto	Auto	4	106.25	424	4	106	425	0	0.25	-1	78270	78644	5.29318535	-0.2531737	0.2531737	0.32397448	0.90305113	5.02966081	5.28271422	5.6819905	5.08486386	NON	NON
MvSl-1064-A1-R4_MC01-1g01757	465	1398	MvSl-1064-A2-R4_MC01g02038	465	1398	Auto	Auto	2	94.5	189	2	94.5	189	0	0	0	78390	79692	0.45677123	0.06098821	0.06098821	0.89488836	0.99994992	0.60277561	0.35473375	0.28326754	0.55978942	NON	NON
MvSl-1064-A1-R4_MC01-1g01758	423	1272	MvSl-1064-A2-R4_MC01g02039	423	1272	Auto	Auto	5	96	480	5	96	480	0	0	0	78808	79141	2.8322773	0.43102921	0.43102921	0.19137108	0.75351523	3.17526803	2.86055638	2.64763347	2.5530178	NON	NON
MvSl-1064-A1-R4_MC01-1g01760	397	1194	MvSl-1064-A2-R4_MC01g02041	397	1194	Auto	Auto	3	94	282	3	94	282	0	0	0	80441	81806	5.78720678	0.02315902	0.02315902	0.92412178	0.99994992	5.73528423	5.85942319	5.41533565	6.06388995	NON	NON
MvSl-1064-A1-R4_MC01-1g01765	360	1083	MvSl-1064-A2-R4_MC01g02046	360	1083	Auto	Auto	4	68.5	274	4	68.5	274	0	0	0	81172	82311	2.77641773	0.08118624	0.08118624	0.8057834	0.99994992	2.93786735	2.68140401	2.83123209	2.63184865	NON	NON
MvSl-1064-A1-R4_MC01-1g01766	516	1551	MvSl-1064-A2-R4_MC01g02047	516	1551	Auto	Auto	5	77	385	5	77	385	0	0	0	82333	84625	6.23339036	0.01840317	0.01840317	0.92601894	0.99994992	6.14579255	6.33321536	6.32840983	6.11166049	NON	NON
MvSl-1064-A1-R4_MC01-1g01767	549	1650	MvSl-1064-A2-R4_MC01g02048	549	1650	Auto	Auto	2	88.5	177	2	88.5	177	0	0	0	82745	84951	6.18275026	-0.1555145	0.15551447	0.41660817	0.95921984	6.12932802	6.07642981	6.18506374	6.32833847	NON	NON
MvSl-1064-A1-R4_MC01-1g01768	1989	5970	MvSl-1064-A2-R4_MC01g02049	1989	5970	Auto	Auto	6	78	468	6	78	468	0	0	0	84894	86574	7.68043224	-0.4446982	0.4446982	0.03216357	0.27690473	7.36466886	7.5139952	7.96006819	7.80737532	NON	NON
MvSl-1064-A1-R4_MC01-1g01769	458	1377	MvSl-1064-A2-R4_MC01g02050	458	1377	Auto	Auto	3	83.6667	251	3	83.6667	251	0	0	0	86866	87045	6.09587181	0.28946059	0.28946059	0.15430441	0.6803241	6.33166491	6.12691212	5.81733402	6.06033164	NON	NON
MvSl-1064-A1-R4_MC01-1g01770	278	837	MvSl-1064-A2-R4_MC01g02051	278	837	Auto	Auto	6	147.167	883	6	147.167	883	0	0	0	86967	87292	7.18979677	-0.0137894	0.01378942	0.9436082	0.99994992	7.13800411	7.22644089	7.28142258	7.10658934	NON	NON
MvSl-1064-A1-R4_MC01-1g01771	313	942	MvSl-1064-A2-R4_MC01g02052	313	942	Auto	Auto	7	97	679	7	97	679	0	0	0	87426	88128	7.31376687	-0.2644102	0.26441023	0.17560596	0.72559465	7.18280699	7.16855193	7.45228405	7.42750106	NON	NON
MvSl-1064-A1-R4_MC01-1g01775	1473	4422	MvSl-1064-A2-R4_MC01g02056	1473	4422	Auto	Auto	4	55.25	221	4	55.25	221	0	0	0	91732	94066	6.23053208	-0.0134744	0.01347438	0.94451736	0.99994992	6.29566278	6.14815505	6.17342388	6.29844389	NON	NON
MvSl-1064-A1-R4_MC01-1g01777	263	792	MvSl-1064-A2-R4_MC01g02058	263	792	Auto	Auto	2	78	156	2	78	156	0	0	0	97489	102257	0.893480165	1.696559261	1.696559261	0.000204772	0.004269755	1.407591257	1.50268715	-0.243174442	-0.029636685	Up	DE
MvSl-1064-A1-R4_MC01-1g01778	438	1317	MvSl-1064-A2-R4_MC01g02059	438	1317	Auto	Auto	8	83.125	665	8	83.125	665	0	0	0	102313	102663	0.22667866	-1.0407132	1.04071316	0.05241861	0.38531961	0.12865214	-0.9300667	0.21883825	0.97705356	NON	NON
MvSl-1064-A1-R4_MC01-1g01779	495	1488	MvSl-1064-A2-R4_MC01g02060	495	1488	Auto	Auto	11	87.1818	959	11	87.1818	959	0	0	0	102345	102735	3.80159687	-0.5743931	0.57439313	0.05823677	0.41111984	3.69556979	3.25167367	3.87424581	4.22671425	NON	NON
MvSl-1064-A1-R4_MC01-1g01780	253	762	MvSl-1064-A2-R4_MC01g02061	253	762	Auto	Auto	3	74.6667	224	3	74.6667	224	0	0	0	102812	103391	5.72057831	-0.0189822	0.01898219	0.92843839	0.99994992	5.66311028	5.75755543	5.85756436	5.58994819	NON	NON
MvSl-1064-A1-R4_MC01-1g01782	689	2070	MvSl-1064-A2-R4_MC01g02063	689	2070	Auto	Auto	3	73	219	3	73	219	0	0	0	104686	105082	6.11393001	-0.0571691	0.0571691	0.7671658	0.99994992	6.09682091	6.07340453	6.21220846	6.06862074	NON	NON
MvSl-1064-A1-R4_MC01-1g01783	448	1347	MvSl-1064-A2-R4_MC01g02064	448	1347	Auto	Auto	7	96.4286	675	7	96.4286	675	0	0	0	107424	108928	1.670533368	3.179057277	3.179057277	5.64E-11	3.21E-09	2.620673914	2.308619354	-1.252678073	-0.029636685	Up	DE
MvSl-1064-A1-R4_MC01-1g01788	1383	4152	MvSl-1064-A2-R4_MC01g02069	1383	4152	Auto	Auto	10	102.7	1027	10	102.7	1027	0	0	0	111245	113069	6.19363057	-0.1405047	0.14050469	0.46320631	0.97618821	6.18755406	6.0530722	6.27395822	6.25032688	NON	NON
MvSl-1064-A1-R4_MC01-1g01789	792	2379	MvSl-1064-A2-R4_MC01g02070	792	2379	Auto	Auto	5	93.2	466	5	93.2	466	0	0	0	112385	117687	8.04404763	-0.2970602	0.2970602	0.21096166	0.78074078	7.77896853	7.98938401	8.38164274	7.95711826	NON	NON
MvSl-1064-A1-R4_MC01-1g01790	546	1641	MvSl-1064-A2-R4_MC01g02071	546	1641	Auto	Auto	9	64.8889	584	9	64.8889	584	0	0	0	113827	116639	5.94298353	0.00767217	0.00767217	0.96932532	0.99994992	5.92229737	5.97091946	6.03293132	5.83869792	NON	NON
MvSl-1064-A1-R4_MC01-1g01792	868	2607	MvSl-1064-A2-R4_MC01g02073	868	2607	Auto	Auto	2	58.5	117	2	58.5	117	0	0	0	117575	119790	2.86408107	0.11314054	0.11314054	0.74181864	0.99994992	3.16770005	2.61637662	2.70755684	2.89949098	NON	NON
MvSl-1064-A1-R4_MC01-1g01794	406	1221	MvSl-1064-A2-R4_MC01g02075	406	1221	Auto	Auto	1	132	132	1	132	132	0	0	0	117869	118075	1.3641269	0.14711595	0.14711595	0.72519482	0.99994992	1.35524934	1.50268715	1.59651301	0.89419871	NON	NON
MvSl-1064-A1-R4_MC01-1g01796	475	1428	MvSl-1064-A2-R4_MC01g02077	475	1428	Auto	Auto	3	100.333	301	3	100.333	301	0	0	0	118140	118733	6.84343205	0.31501771	0.31501771	0.11883386	0.61832664	6.94398434	7.03859562	6.44741371	6.87572218	NON	NON
MvSl-1064-A1-R4_MC01-1g01797	369	1110	MvSl-1064-A2-R4_MC01g02078	369	1110	Auto	Auto	3	83.6667	251	3	83.6667	251	0	0	0	118866	120051	4.84159431	-0.3435771	0.34357711	0.29165238	0.87920295	4.41104749	4.87356624	5.42963943	4.39436386	NON	NON
MvSl-1064-A1-R4_MC01-1g01798	130	393	MvSl-1064-A2-R4_MC01g02079	130	393	Auto	Auto	1	0	0	1	0	0	0	0	0	120339	121376	6.15943697	-0.3942172	0.39421716	0.05628419	0.40231898	5.89963319	5.99776331	6.51939651	6.14227684	NON	NON
MvSl-1064-A1-R4_MC01-1g01799	318	957	MvSl-1064-A2-R4_MC01g02080	318	957	Auto	Auto	2	90	180	2	90	180	0	0	0	120736	121255	5.37089538	-0.2423697	0.24236969	0.27598452	0.86383713	5.38005776	5.09657526	5.45433478	5.51913383	NON	NON
MvSl-1064-A1-R4_MC01-1g01800	177	534	MvSl-1064-A2-R4_MC01g02081	177	534	Auto	Auto	2	158	316	2	158	316	0	0	0	121727	123360	7.78088119	-0.170278	0.17027802	0.51624437	0.98424913	7.39212515	7.94234701	8.12021205	7.5509652	NON	NON
MvSl-1064-A1-R4_MC01-1g01801	1343	4032	MvSl-1064-A2-R4_MC01g02082	1343	4032	Auto	Auto	7	79.7143	558	7	79.7143	558	0	0	0	121825	124163	6.73445642	-0.0328255	0.03282545	0.85739826	0.99994992	6.77559057	6.65798394	6.75345683	6.74809373	NON	NON
MvSl-1064-A1-R4_MC01-1g01802	1561	4686	MvSl-1064-A2-R4_MC01g02083	1561	4686	Auto	Auto	8	86.5	692	8	86.5	692	0	0	0	125398	126984	8.84170311	-0.2142877	0.21428771	0.39964208	0.94853874	8.78746035	8.67148244	8.83905205	9.04348311	NON	NON
MvSl-1064-A1-R4_MC01-1g01803	288	867	MvSl-1064-A2-R4_MC01g02084	288	867	Auto	Auto	3	218.667	656	3	218.667	656	0	0	0	126410	126703	8.06934665	-0.2450842	0.24508424	0.3786485	0.93541077	7.58522013	8.22731712	8.43889026	7.88083036	NON	NON
MvSl-1064-A1-R4_MC01-1g01804	1256	3771	MvSl-1064-A2-R4_MC01g02085	1256	3771	Auto	Auto	5	98	490	5	98	490	0	0	0	126905	129614	5.74563287	-0.2256672	0.22566719	0.39244673	0.94473725	5.53955146	5.71289184	6.20495036	5.38901365	NON	NON
MvSl-1064-A1-R4_MC01-1g01805	411	1236	MvSl-1064-A2-R4_MC01g02086	411	1236	Auto	Auto	6	103.5	621	6	103.5	621	0	0	0	127744	129495	5.93503771	-0.0453362	0.04533623	0.81730023	0.99994992	5.94128588	5.88265291	5.92852693	5.98600815	NON	NON
MvSl-1064-A1-R4_MC01-1g01806	1167	3504	MvSl-1064-A2-R4_MC01g02087	1167	3504	Auto	Auto	7	88	616	7	88	616	0	0	0	129678	131320	7.26186469	-0.1442781	0.14427806	0.48330111	0.97888111	7.27945727	7.09039553	7.18195365	7.46834976	NON	NON
MvSl-1064-A1-R4_MC01-1g01808	530	1593	MvSl-1064-A2-R4_MC01g02089	530	1593	Auto	Auto	2	71	142	2	71	142	0	0	0	131345	132820	6.54194232	-0.169375	0.16937498	0.3678583	0.92992071	6.38158634	6.52479156	6.62572074	6.62261876	NON	NON
MvSl-1064-A1-R4_MC01-1g01809	275	828	MvSl-1064-A2-R4_MC01g02090	275	828	Auto	Auto	6	105	630	6	105	630	0	0	0	131474	135462	7.54420441	-0.0330484	0.03304844	0.86884212	0.99994992	7.49057439	7.56370867	7.58640432	7.53438883	NON	NON
MvSl-1064-A1-R4_MC01-1g01810	129	390	MvSl-1064-A2-R4_MC01g02091	129	390	Auto	Auto	2	95.5	191	2	95.5	191	0	0	0	133861	134311	3.9474882	0.01086437	0.01086437	0.96809278	0.99994992	3.98111735	3.92401113	3.90015738	3.98288218	NON	NON
MvSl-1064-A1-R4_MC01-1g01811	575	1728	MvSl-1064-A2-R4_MC01g02092	575	1728	Auto	Auto	1	70	70	1	70	70	0	0	0	134750	135103	4.43187214	-0.1768765	0.1768765	0.53108428	0.98928282	4.27678762	4.40349067	4.79664621	4.17061052	NON	NON
MvSl-1064-A1-R4_MC01-1g01812	636	1911	MvSl-1064-A2-R4_MC01g02093	636	1911	Auto	Auto	3	243.667	731	3	243.667	731	0	0	0	135152	138674	6.13678453	0.17016438	0.17016438	0.37326559	0.93425898	6.21535016	6.22286771	6.06420996	6.03396574	NON	NON
MvSl-1064-A1-R4_MC01-1g01813	1073	3222	MvSl-1064-A2-R4_MC01g02094	1073	3222	Auto	Auto	11	79	869	11	79	869	0	0	0	135505	135849	5.85513556	-0.2399949	0.23999491	0.24687326	0.82571186	5.76693377	5.69331875	5.84694549	6.08388956	NON	NON
MvSl-1064-A1-R4_MC01-1g01814	701	2106	MvSl-1064-A2-R4_MC01g02095	701	2106	Auto	Auto	4	86.75	347	4	86.75	347	0	0	0	135945	138065	4.48826315	-0.3467081	0.34670813	0.19580578	0.75910474	4.49206098	4.0928717	4.48015397	4.80483978	NON	NON
MvSl-1064-A1-R4_MC01-1g01816	509	1530	MvSl-1064-A2-R4_MC01g02097	509	1530	Auto	Auto	4	71.5	286	4	71.5	286	0	0	0	139413	139631	6.92589629	0.0139939	0.0139939	0.93971137	0.99994992	6.90355012	6.96160214	6.96710164	6.86895795	NON	NON
MvSl-1064-A1-R4_MC01-1g01817	699	2100	MvSl-1064-A2-R4_MC01g02098	699	2100	Auto	Auto	12	76.25	915	12	76.25	915	0	0	0	139680	141036	7.14355033	-0.3238578	0.32385781	0.08750531	0.5187251	7.01054132	6.93407041	7.34883035	7.2420613	NON	NON
MvSl-1064-A1-R4_MC01-1g01818	462	1389	MvSl-1064-A2-R4_MC01g02099	462	1389	Auto	Auto	5	74.8	374	5	74.8	374	0	0	0	141451	143951	6.18479365	0.06884751	0.06884751	0.71664262	0.99994992	6.24621828	6.19065593	6.11709088	6.18211344	NON	NON
MvSl-1064-A1-R4_MC01-1g01819	765	2298	MvSl-1064-A2-R4_MC01g02100	787	2364	Auto	Auto	8	76.375	546	7	78	611	1	-1.625	-65	141979	143914	6.18038237	-0.0998082	0.09980824	0.61086307	0.9930078	6.24801364	6.00095126	6.20182854	6.25655957	NON	NON
MvSl-1064-A1-R4_MC01-1g01820	296	891	MvSl-1064-A2-R4_MC01g02101	296	891	Auto	Auto	2	74	148	2	74	148	0	0	0	143961	145787	5.55760886	-0.4504101	0.45041009	0.03123186	0.27161864	5.30959736	5.32233045	5.85491696	5.6699554	NON	NON
MvSl-1064-A1-R4_MC01-1g01821	370	1113	MvSl-1064-A2-R4_MC01g02102	370	1113	Auto	Auto	1	70	70	1	70	70	0	0	0	145083	149260	10.3893445	0.13947491	0.13947491	0.66318704	0.99994992	10.4814975	10.4328661	10.2292737	10.4014385	NON	NON
MvSl-1064-A1-R4_MC01-1g01822	767	2304	MvSl-1064-A2-R4_MC01g02103	767	2304	Auto	Auto	11	73.2727	806	11	73.2727	806	0	0	0	146560	152997	6.6174237	-0.3690097	0.36900969	0.0633759	0.42958641	6.33251125	6.50546752	6.92796302	6.63781919	NON	NON
MvSl-1064-A1-R4_MC01-1g01823	671	2016	MvSl-1064-A2-R4_MC01g02104	671	2016	Auto	Auto	1	59	59	1	59	59	0	0	0	149352	149537	7.29266645	0.54291469	0.54291469	0.00959548	0.11489036	7.6995188	7.35698901	6.92038613	7.06753745	NON	NON
MvSl-1064-A1-R4_MC01-1g01824	256	771	MvSl-1064-A2-R4_MC01g02105	256	771	Auto	Auto	5	75.8	379	5	75.8	379	0	0	0	150131	151767	7.48586967	-0.1441427	0.14414271	0.48660681	0.97936517	7.26711567	7.5438098	7.62731343	7.48126949	NON	NON
MvSl-1064-A1-R4_MC01-1g01826	834	2505	MvSl-1064-A2-R4_MC01g02107	834	2505	Auto	Auto	3	75	225	3	75	225	0	0	0	153965	154705	1.91867647	0.44005301	0.44005301	0.26558456	0.85204809	2.37993155	1.78503011	1.46380823	1.87630277	NON	NON
MvSl-1064-A1-R4_MC01-1g01827	278	837	MvSl-1064-A2-R4_MC01g02108	278	837	Auto	Auto	2	79	158	2	79	158	0	0	0	155329	157048	4.688492935	1.988514603	1.988514603	1.14E-11	6.98E-10	5.641417899	5.006395177	3.208344888	3.533753084	Up	DE
MvSl-1064-A1-R4_MC01-1g01828	238	717	MvSl-1064-A2-R4_MC01g02109	238	717	Auto	Auto	2	64.5	129	2	64.5	129	0	0	0	156507	157066	5.56709678	0.53002872	0.53002872	0.0114086	0.12963592	5.89161585	5.7167748	5.31102985	5.24389378	NON	NON
MvSl-1064-A1-R4_MC01-1g01829	758	2277	MvSl-1064-A2-R4_MC01g02110	758	2277	Auto	Auto	2	49.5	99	2	49.5	99	0	0	0	157897	159517	5.48430587	0.721753446	0.721753446	0.001137043	0.019695642	5.943503484	5.638423125	5.049113643	5.108027748	Up	DE
MvSl-1064-A1-R4_MC01-1g01830	578	1737	MvSl-1064-A2-R4_MC01g02111	578	1737	Auto	Auto	2	85	170	2	85	170	0	0	0	160702	162814	6.93822734	0.26941113	0.26941113	0.18484995	0.74315122	7.23985737	6.86926114	6.67683151	6.90841605	NON	NON
MvSl-1064-A1-R4_MC01-1g01834	662	1989	MvSl-1064-A2-R4_MC01g02115	662	1989	Auto	Auto	4	96	384	4	96	384	0	0	0	163073	165096	1.04058273	0.2922461	0.2922461	0.49485842	0.98031011	1.18576351	1.15130287	1.12014188	0.61257514	NON	NON
MvSl-1064-A1-R4_MC01-1g01835	95	288	MvSl-1064-A2-R4_MC01g02116	95	288	Auto	Auto	1	0	0	1	0	0	0	0	0	163110	164564	0.55422549	-0.4632408	0.46324081	0.31091595	0.89465516	0.12865214	0.50600138	0.56823438	0.93622085	NON	NON
MvSl-1064-A1-R4_MC01-1g01840	723	2172	MvSl-1064-A2-R4_MC01g02121	723	2172	Auto	Auto	7	97.8571	685	7	97.8571	685	0	0	0	168828	169862	3.95561387	-0.1299829	0.12998286	0.65769163	0.99994992	4.0110293	3.75807672	3.75435877	4.24354701	NON	NON
MvSl-1064-A1-R4_MC01-1g01841	846	2541	MvSl-1064-A2-R4_MC01g02122	846	2541	Auto	Auto	4	69	276	4	69	276	0	0	0	170688	177559	5.7606407	-0.2441009	0.24410089	0.23878618	0.81574561	5.73911904	5.52045751	5.84694549	5.90764675	NON	NON
MvSl-1064-A1-R4_MC01-1g01843	626	1881	MvSl-1064-A2-R4_MC01g02124	626	1881	Auto	Auto	9	78.3333	705	9	78.3333	705	0	0	0	172464	173411	0.31443444	0.16194432	0.16194432	0.75890297	0.99994992	0.46136887	0.30056873	0.761554	-0.6213206	NON	NON
MvSl-1064-A1-R4_MC01-1g01844	228	687	MvSl-1064-A2-R4_MC01g02125	228	687	Auto	Auto	10	109.3	1093	10	109.3	1093	0	0	0	174222	176203	4.975555	-0.2935054	0.29350543	0.36389394	0.92774795	4.56012081	5.04397084	5.53758418	4.51365256	NON	NON
MvSl-1064-A1-R4_MC01-1g01845	309	930	MvSl-1064-A2-R4_MC01g02126	309	930	Auto	Auto	5	81.8	409	5	82	410	0	-0.2	-1	177325	179771	6.51629202	-0.0003938	0.00039378	0.99836829	0.99994992	6.42983796	6.59749447	6.58636268	6.44299353	NON	NON
MvSl-1064-A1-R4_MC01-1g01846	2252	6759	MvSl-1064-A2-R4_MC01g02127	2252	6759	Auto	Auto	9	67.3333	606	9	67.3333	606	0	0	0	179989	180974	7.68055164	-0.2756052	0.27560524	0.19069013	0.75228882	7.55254146	7.51993354	7.94396546	7.66625275	NON	NON
MvSl-1064-A1-R4_MC01-1g01849	1087	3264	MvSl-1064-A2-R4_MC01g02130	1087	3264	Auto	Auto	2	206.5	413	2	206.5	413	0	0	0	184394	184552	7.60179137	0.0282319	0.0282319	0.8961695	0.99994992	7.47225969	7.74638714	7.73165291	7.42750106	NON	NON
MvSl-1064-A1-R4_MC01-1g01850	362	1089	MvSl-1064-A2-R4_MC01g02131	362	1089	Auto	Auto	4	68.75	275	4	68.75	275	0	0	0	184937	187225	3.72742283	0.04095716	0.04095716	0.89609136	0.99994992	3.54598078	3.92401113	3.96050987	3.39750413	NON	NON
MvSl-1064-A1-R4_MC01-1g01851	1004	3015	MvSl-1064-A2-R4_MC01g02132	1004	3015	Auto	Auto	3	104	312	3	104	312	0	0	0	185263	186838	6.42836932	0.12945328	0.12945328	0.48793857	0.97963196	6.50533525	6.47751386	6.37627272	6.34792951	NON	NON
MvSl-1064-A1-R4_MC01-1g01852	298	897	MvSl-1064-A2-R4_MC01g02133	298	897	Auto	Auto	3	140.333	421	3	140.333	421	0	0	0	187113	191879	6.02065986	0.16590786	0.16590786	0.40690013	0.95251621	6.01904706	6.17850596	6.03058718	5.8331482	NON	NON
MvSl-1064-A1-R4_MC01-1g01853	515	1548	MvSl-1064-A2-R4_MC01g02134	515	1548	Auto	Auto	3	80.6667	242	3	80.6667	242	0	0	0	188081	190102	6.31120696	-0.0335295	0.03352952	0.85842787	0.99994992	6.3257266	6.26236807	6.35862651	6.29642872	NON	NON
MvSl-1064-A1-R4_MC01-1g01854	958	2877	MvSl-1064-A2-R4_MC01g02135	958	2877	Auto	Auto	6	85.6667	514	6	85.6667	514	0	0	0	190382	191225	2.78282217	0.3340335	0.3340335	0.37411229	0.93472712	3.2051491	2.60524795	2.22398658	2.91007307	NON	NON
MvSl-1064-A1-R4_MC01-1g01855	769	2310	MvSl-1064-A2-R4_MC01g02136	769	2310	Auto	Auto	9	105.778	952	9	105.778	952	0	0	0	192929	193317	7.18630952	-0.1900032	0.19000316	0.32554123	0.9041087	7.08725928	7.08939752	7.34788923	7.20494246	NON	NON
MvSl-1064-A1-R4_MC01-1g01856	129	390	MvSl-1064-A2-R4_MC01g02137	129	390	Auto	Auto	3	99.6667	299	3	99.6667	299	0	0	0	193362	193753	7.02984895	-0.0222807	0.02228065	0.91028349	0.99994992	6.87478882	7.14952588	7.14613031	6.92742214	NON	NON
MvSl-1064-A1-R4_MC01-1g01857	884	2655	MvSl-1064-A2-R4_MC01g02138	884	2655	Auto	Auto	5	70.8	354	5	70.8	354	0	0	0	194203	194472	3.58531308	-0.1409635	0.14096353	0.62634668	0.99817153	3.5045266	3.52402959	3.58577957	3.71968157	NON	NON
MvSl-1064-A1-R4_MC01-1g01858	140	423	MvSl-1064-A2-R4_MC01g02139	140	423	Auto	Auto	2	95	190	2	95	190	0	0	0	195262	197215	3.35929379	-0.2347504	0.2347504	0.53169223	0.98928282	2.9467383	3.48205964	3.87946549	2.89949098	NON	NON
MvSl-1064-A1-R4_MC01-1g01859	2164	6495	MvSl-1064-A2-R4_MC01g02140	2164	6495	Auto	Auto	3	104	312	3	104	312	0	0	0	195721	196072	8.34795153	-0.101965	0.10196502	0.66883573	0.99994992	8.43351182	8.14421619	8.30443061	8.4859556	NON	NON
MvSl-1064-A1-R4_MC01-1g01860	347	1044	MvSl-1064-A2-R4_MC01g02141	347	1044	Auto	Auto	4	69.75	279	4	69.75	279	0	0	0	196406	196696	5.98827386	-0.0674177	0.0674177	0.7550358	0.99994992	5.7644272	6.12204025	6.15847238	5.87020103	NON	NON
MvSl-1064-A1-R4_MC01-1g01861	1326	3981	MvSl-1064-A2-R4_MC01g02142	1326	3981	Auto	Auto	2	74	148	2	74	148	0	0	0	197261	197548	8.506903	0.09177348	0.09177348	0.69942346	0.99994992	8.59633847	8.50632494	8.37380437	8.54188577	NON	NON
MvSl-1064-A1-R4_MC01-1g01862	147	444	MvSl-1064-A2-R4_MC01g02143	147	444	Auto	Auto	3	84	252	3	84	252	0	0	0	197615	202793	7.81481634	-0.0495937	0.04959369	0.81282566	0.99994992	7.73002822	7.84724892	7.82219187	7.8564166	NON	NON
MvSl-1064-A1-R4_MC01-1g01863	1014	3045	MvSl-1064-A2-R4_MC01g02144	1014	3045	Auto	Auto	4	81.5	326	4	81.5	326	0	0	0	198941	201355	6.20392562	-0.1147526	0.11475258	0.5451922	0.99072027	6.17439697	6.1161722	6.27098235	6.24928547	NON	NON
MvSl-1064-A1-R4_MC01-1g01864	337	1014	MvSl-1064-A2-R4_MC01g02145	337	1014	Auto	Auto	2	79.5	159	2	79.5	159	0	0	0	203142	205986	5.16490591	-0.2909862	0.29098617	0.20208006	0.76753029	5.12848215	4.88741315	5.24583636	5.35843212	NON	NON
MvSl-1064-A1-R4_MC01-1g01865	224	675	MvSl-1064-A2-R4_MC01g02146	224	675	Auto	Auto	1	0	0	1	0	0	0	0	0	203961	204488	4.88953167	-0.227198	0.22719799	0.32961679	0.9041087	4.67934361	4.85958513	5.01157162	4.98580084	NON	NON
MvSl-1064-A1-R4_MC01-1g01867	581	1746	MvSl-1064-A2-R4_MC01g02148	581	1746	Auto	Auto	4	66	264	4	66	264	0	0	0	206061	208285	5.99766279	0.12850624	0.12850624	0.51390674	0.9829017	6.00955306	6.10929584	5.99856276	5.86204891	NON	NON
MvSl-1064-A1-R4_MC01-1g01868	439	1320	MvSl-1064-A2-R4_MC01g02149	439	1320	Auto	Auto	1	0	0	1	0	0	0	0	0	206237	206677	5.6481682	0.2445163	0.2445163	0.22331568	0.79491845	5.77318121	5.75629833	5.53427864	5.50698598	NON	NON
MvSl-1064-A1-R4_MC01-1g01869	655	1968	MvSl-1064-A2-R4_MC01g02150	655	1968	Auto	Auto	2	80	160	2	80	160	0	0	0	207759	208675	6.020257	0.00678438	0.00678438	0.97228382	0.99994992	5.99679641	6.04999749	6.08016542	5.95056659	NON	NON
MvSl-1064-A1-R4_MC01-1g01870	799	2400	MvSl-1064-A2-R4_MC01g02151	799	2400	Auto	Auto	7	80	560	7	80	560	0	0	0	208885	209391	8.39771319	-0.2074838	0.20748383	0.37667345	0.93541077	8.1893315	8.38468306	8.44176002	8.55163398	NON	NON
MvSl-1064-A1-R4_MC01-1g01871	295	888	MvSl-1064-A2-R4_MC01g02152	295	888	Auto	Auto	4	120.25	481	4	120.25	481	0	0	0	209435	212158	6.42121249	-0.0384849	0.03848492	0.85017775	0.99994992	6.24442067	6.54386019	6.57273254	6.29441073	NON	NON
MvSl-1064-A1-R4_MC01-1g01872	147	444	MvSl-1064-A2-R4_MC01g02153	147	444	Auto	Auto	2	84.5	169	2	84.5	169	0	0	0	210002	210858	6.34677201	-0.0515053	0.05150533	0.78935171	0.99994992	6.23449362	6.40235398	6.45879152	6.28020521	NON	NON
MvSl-1064-A1-R4_MC01-1g01873	524	1575	MvSl-1064-A2-R4_MC01g02154	524	1575	Auto	Auto	1	0	0	1	0	0	0	0	0	212160	212393	6.92269711	-0.1355515	0.13555147	0.47760504	0.97820927	6.75616748	6.94459445	7.07568402	6.89649198	NON	NON
MvSl-1064-A1-R4_MC01-1g01874	592	1779	MvSl-1064-A2-R4_MC01g02155	592	1779	Auto	Auto	5	84	420	5	84	420	0	0	0	213128	214520	6.70345305	0.07037067	0.07037067	0.69990543	0.99994992	6.74984578	6.72634791	6.71163448	6.62261876	NON	NON
MvSl-1064-A1-R4_MC01-1g01875	465	1398	MvSl-1064-A2-R4_MC01g02156	465	1398	Auto	Auto	5	89.8	449	5	89.8	449	0	0	0	213260	213421	7.84210399	0.00176336	0.00176336	0.99336913	0.99994992	7.88315071	7.80166555	7.76270363	7.91570918	NON	NON
MvSl-1064-A1-R4_MC01-1g01876	214	645	MvSl-1064-A2-R4_MC01g02157	214	645	Auto	Auto	5	67.6	338	5	67.6	338	0	0	0	213503	214855	8.76913688	-0.0389371	0.03893715	0.8780338	0.99994992	8.61923434	8.86905544	8.8624708	8.71046737	NON	NON
