gene	haploid	chr	intronnr	intronmean	introntotal	DE_status	Expression
MvSl-1064-A1-R4_MC06g06967	A1	aAutosome	1	62	62	NON	4.84933
MvSl-1064-A1-R4_MC06g06968	A1	aAutosome	4	108.75	435	NON	7.12218
MvSl-1064-A1-R4_MC06g06969	A1	aAutosome	2	79.5	159	NON	6.4074
MvSl-1064-A1-R4_MC06g06970	A1	aAutosome	2	84.5	169	NON	5.90518
MvSl-1064-A1-R4_MC06g06971	A1	aAutosome	10	137.3	1373	NON	15.0013
MvSl-1064-A1-R4_MC06g06972	A1	aAutosome	5	72.2	361	NON	2.24791
MvSl-1064-A1-R4_MC06g06973	A1	aAutosome	7	105.143	736	NON	7.00347
MvSl-1064-A1-R4_MC06g06974	A1	aAutosome	4	77.5	310	NON	6.31317
MvSl-1064-A1-R4_MC06g06975	A1	aAutosome	8	73	584	NON	6.07187
MvSl-1064-A1-R4_MC06g06976	A1	aAutosome	4	78.25	313	NON	0.669488
MvSl-1064-A1-R4_MC06g06977	A1	aAutosome	2	68.5	137	NON	5.43579
MvSl-1064-A1-R4_MC06g06978	A1	aAutosome	7	71.5714	501	NON	6.08259
MvSl-1064-A1-R4_MC06g06979	A1	aAutosome	12	71.4167	857	NON	7.42331
MvSl-1064-A1-R4_MC06g06980	A1	aAutosome	6	78	468	NON	6.98545
MvSl-1064-A1-R4_MC06g06981	A1	aAutosome	5	72	360	NON	5.10032
MvSl-1064-A1-R4_MC06g06982	A1	aAutosome	7	74.8571	524	NON	5.35812
MvSl-1064-A1-R4_MC06g06983	A1	aAutosome	5	71.6	358	NON	7.43841
MvSl-1064-A1-R4_MC06g06984	A1	aAutosome	5	96.2	481	NON	6.09124
MvSl-1064-A1-R4_MC06g06985	A1	aAutosome	2	91	182	NON	3.71904
MvSl-1064-A1-R4_MC06g06986	A1	aAutosome	4	135	540	NON	6.09703
MvSl-1064-A1-R4_MC06g06987	A1	aAutosome	1	47	47	NON	3.70106
MvSl-1064-A1-R4_MC06g06988	A1	aAutosome	1	89	89	NON	5.12732
MvSl-1064-A1-R4_MC06g06989	A1	aAutosome	8	105.375	843	NON	1.89111
MvSl-1064-A1-R4_MC06g06990	A1	aAutosome	1	171	171	NON	2.15273
MvSl-1064-A1-R4_MC06g06991	A1	aAutosome	10	150.7	1507	NON	0.69263
MvSl-1064-A1-R4_MC06g06992	A1	aAutosome	3	106.333	319	NON	2.35785
MvSl-1064-A1-R4_MC06g06993	A1	aAutosome	2	105.5	211	NON	7.31998
MvSl-1064-A1-R4_MC06g06994	A1	aAutosome	5	68.6	343	NON	1.90142
MvSl-1064-A1-R4_MC06g06995	A1	aAutosome	7	85.5714	599	NON	5.67948
MvSl-1064-A1-R4_MC06g06997	A1	aAutosome	1	73	73	NON	1.60371
MvSl-1064-A1-R4_MC06g06998	A1	aAutosome	1	0	0	NON	1.52292
MvSl-1064-A1-R4_MC06g06999	A1	aAutosome	10	77.7	777	NON	8.54129
MvSl-1064-A1-R4_MC06g07000	A1	aAutosome	1	0	0	NON	6.06473
MvSl-1064-A1-R4_MC06g07001	A1	aAutosome	4	125	500	NON	7.28362
MvSl-1064-A1-R4_MC06g07002	A1	aAutosome	2	73	146	NON	6.35907
MvSl-1064-A1-R4_MC06g07003	A1	aAutosome	2	61	122	NON	6.00246
MvSl-1064-A1-R4_MC06g07004	A1	aAutosome	5	104.2	521	NON	8.43918
MvSl-1064-A1-R4_MC06g07005	A1	aAutosome	9	79.3333	714	NON	4.0001
MvSl-1064-A1-R4_MC06g07006	A1	aAutosome	1	77	77	NON	1.97255
MvSl-1064-A1-R4_MC06g07010	A1	aAutosome	6	130.167	781	NON	7.72275
MvSl-1064-A1-R4_MC06g07011	A1	aAutosome	5	95.6	478	NON	6.40934
MvSl-1064-A1-R4_MC06g07012	A1	aAutosome	10	82.7	827	NON	6.52471
MvSl-1064-A1-R4_MC06g07013	A1	aAutosome	1	123	123	NON	5.1342
MvSl-1064-A1-R4_MC06g07014	A1	aAutosome	6	74.6667	448	NON	8.26304
MvSl-1064-A1-R4_MC06g07015	A1	aAutosome	4	110.25	441	NON	7.57207
MvSl-1064-A1-R4_MC06g07016	A1	aAutosome	2	77	154	NON	6.60586
MvSl-1064-A1-R4_MC06g07017	A1	aAutosome	7	89.8571	629	NON	6.67267
MvSl-1064-A1-R4_MC06g07018	A1	aAutosome	4	67.75	271	NON	3.66452
MvSl-1064-A1-R4_MC06g07019	A1	aAutosome	3	72	216	NON	2.6201
MvSl-1064-A1-R4_MC06g07020	A1	aAutosome	1	95	95	NON	4.21596
MvSl-1064-A1-R4_MC06g07021	A1	aAutosome	10	81.2	812	NON	5.78608
MvSl-1064-A1-R4_MC06g07023	A1	aAutosome	1	82	82	NON	2.02022
MvSl-1064-A1-R4_MC06g07024	A1	aAutosome	1	80	80	NON	4.67228
MvSl-1064-A1-R4_MC06g07025	A1	aAutosome	6	166.333	998	NON	7.8826
MvSl-1064-A1-R4_MC06g07026	A1	aAutosome	6	96	576	NON	7.56283
MvSl-1064-A1-R4_MC06g07027	A1	aAutosome	1	80	80	NON	6.49408
MvSl-1064-A1-R4_MC06g07028	A1	aAutosome	1	120	120	NON	5.91897
MvSl-1064-A1-R4_MC06g07029	A1	aAutosome	3	74.6667	224	NON	2.90071
MvSl-1064-A1-R4_MC06g07030	A1	aAutosome	15	80.7333	1211	NON	5.80045
MvSl-1064-A1-R4_MC06g07031	A1	aAutosome	4	81.5	326	NON	7.40464
MvSl-1064-A1-R4_MC06g07032	A1	aAutosome	3	78.3333	235	NON	2.3686
MvSl-1064-A1-R4_MC06g07033	A1	aAutosome	16	79.75	1276	DE	3.28695
MvSl-1064-A1-R4_MC06g07037	A1	aAutosome	4	67.25	269	NON	5.38526
MvSl-1064-A1-R4_MC06g07038	A1	aAutosome	7	72.1429	505	NON	7.50026
MvSl-1064-A1-R4_MC06g07039	A1	aAutosome	5	94.8	474	NON	6.06232
MvSl-1064-A1-R4_MC06g07040	A1	aAutosome	2	109	218	NON	5.11689
MvSl-1064-A1-R4_MC06g07041	A1	aAutosome	6	92.5	555	NON	5.13821
MvSl-1064-A1-R4_MC06g07042	A1	aAutosome	3	113.333	340	NON	4.46385
MvSl-1064-A1-R4_MC06g07043	A1	aAutosome	3	84.6667	254	NON	7.0633
MvSl-1064-A1-R4_MC06g07044	A1	aAutosome	5	125.4	627	NON	7.34234
MvSl-1064-A1-R4_MC06g07046	A1	aAutosome	5	96.4	482	NON	6.83016
MvSl-1064-A1-R4_MC06g07047	A1	aAutosome	1	0	0	NON	3.0363
MvSl-1064-A1-R4_MC06g07049	A1	aAutosome	1	0	0	NON	5.64709
MvSl-1064-A1-R4_MC06g07051	A1	aAutosome	5	116.8	584	NON	5.38997
MvSl-1064-A1-R4_MC06g07054	A1	aAutosome	4	67.75	271	NON	5.20686
MvSl-1064-A1-R4_MC06g07055	A1	aAutosome	2	77	154	NON	5.30048
MvSl-1064-A1-R4_MC06g07056	A1	aAutosome	5	73.4	367	NON	6.4961
MvSl-1064-A1-R4_MC06g07057	A1	aAutosome	4	109.75	439	NON	8.63999
MvSl-1064-A1-R4_MC06g07058	A1	aAutosome	1	0	0	NON	3.13871
MvSl-1064-A1-R4_MC06g07060	A1	aAutosome	9	130.222	1172	NON	8.25631
MvSl-1064-A1-R4_MC06g07061	A1	aAutosome	1	406	406	NON	2.91162
MvSl-1064-A1-R4_MC06g07063	A1	aAutosome	1	0	0	NON	1.67215
MvSl-1064-A1-R4_MC06g07064	A1	aAutosome	5	122.4	612	NON	2.15382
MvSl-1064-A1-R4_MC06g07069	A1	aAutosome	1	142	142	NON	0.37652
MvSl-1064-A1-R4_MC06g07070	A1	aAutosome	1	93	93	NON	0.66018
MvSl-1064-A1-R4_MC06g07073	A1	aAutosome	3	72	216	NON	6.32863
MvSl-1064-A1-R4_MC06g07074	A1	aAutosome	2	151.5	303	NON	4.4397
MvSl-1064-A1-R4_MC06g07076	A1	aAutosome	4	139.75	559	NON	4.868
MvSl-1064-A1-R4_MC06g07077	A1	aAutosome	2	109	218	NON	1.91978
MvSl-1064-A1-R4_MC06g07078	A1	aAutosome	8	181.375	1451	NON	2.8771
MvSl-1064-A1-R4_MC06g07081	A1	aAutosome	10	111.7	1117	NON	3.82739
MvSl-1064-A1-R4_MC06g07090	A1	aAutosome	5	150.8	754	NON	-0.115886
MvSl-1064-A1-R4_MC06g07091	A1	aAutosome	7	132.143	925	NON	0.882359
MvSl-1064-A1-R4_MC06g07093	A1	aAutosome	5	163	815	NON	1.62279
MvSl-1064-A1-R4_MC06g07096	A1	aAutosome	4	149	596	NON	0.323474
MvSl-1064-A1-R4_MC06g07097	A1	aAutosome	6	222.833	1337	NON	0.41643
MvSl-1064-A1-R4_MC06g07102	A1	aAutosome	4	110.5	442	DE	0.817075
MvSl-1064-A1-R4_MC06g07111	A1	aAutosome	5	162	810	NON	-0.15212
MvSl-1064-A1-R4_MC06g07112	A1	aAutosome	1	0	0	NON	3.71935
MvSl-1064-A1-R4_MC06g07113	A1	aAutosome	1	0	0	NON	5.77982
MvSl-1064-A1-R4_MC06g07114	A1	aAutosome	1	92	92	NON	1.59226
MvSl-1064-A1-R4_MC06g07116	A1	aAutosome	2	125	250	NON	1.0479
MvSl-1064-A1-R4_MC06g07117	A1	aAutosome	1	93	93	NON	2.30671
MvSl-1064-A1-R4_MC06g07118	A1	aAutosome	9	85.4444	769	NON	6.90622
MvSl-1064-A1-R4_MC06g07119	A1	aAutosome	3	114.667	344	NON	5.97023
MvSl-1064-A1-R4_MC06g07120	A1	aAutosome	2	173	346	NON	6.45018
MvSl-1064-A1-R4_MC06g07121	A1	aAutosome	2	88	176	NON	4.75325
MvSl-1064-A1-R4_MC06g07122	A1	aAutosome	1	233	233	NON	7.82997
MvSl-1064-A1-R4_MC06g07123	A1	aAutosome	1	43	43	NON	4.63305
MvSl-1064-A1-R4_MC06g07125	A1	aAutosome	1	151	151	NON	-0.446428
MvSl-1064-A1-R4_MC06g07126	A1	aAutosome	11	91.3636	1005	NON	1.83747
MvSl-1064-A1-R4_MC06g07127	A1	aAutosome	1	271	271	NON	2.23361
MvSl-1064-A1-R4_MC06g07128	A1	aAutosome	4	67.25	269	NON	3.23348
MvSl-1064-A1-R4_MC06g07129	A1	aAutosome	1	0	0	NON	3.04653
MvSl-1064-A1-R4_MC06g07130	A1	aAutosome	1	52	52	NON	6.51585
MvSl-1064-A1-R4_MC06g07131	A1	aAutosome	4	109	436	NON	4.79716
MvSl-1064-A1-R4_MC06g07132	A1	aAutosome	5	96.8	484	NON	7.40123
MvSl-1064-A1-R4_MC06g07133	A1	aAutosome	8	82.125	657	NON	4.12727
MvSl-1064-A1-R4_MC06g07134	A1	aAutosome	7	96.4286	675	NON	6.86897
MvSl-1064-A1-R4_MC06g07135	A1	aAutosome	1	0	0	NON	-0.52329
MvSl-1064-A1-R4_MC06g07136	A1	aAutosome	1	95	95	DE	7.65861
MvSl-1064-A1-R4_MC06g07137	A1	aAutosome	7	78.8571	552	DE	9.89991
MvSl-1064-A1-R4_MC06g07138	A1	aAutosome	7	81.7143	572	DE	6.62125
MvSl-1064-A1-R4_MC06g07139	A1	aAutosome	8	74	592	NON	5.98288
MvSl-1064-A1-R4_MC06g07140	A1	aAutosome	7	61.1429	428	NON	5.71693
MvSl-1064-A1-R4_MC06g07142	A1	aAutosome	2	90.5	181	NON	5.15683
MvSl-1064-A1-R4_MC06g07144	A1	aAutosome	5	92	460	NON	5.77035
MvSl-1064-A1-R4_MC06g07145	A1	aAutosome	3	81	243	NON	6.85862
MvSl-1064-A1-R4_MC06g07146	A1	aAutosome	2	69	138	NON	1.82502
MvSl-1064-A1-R4_MC06g07147	A1	aAutosome	6	68.8333	413	NON	6.01776
MvSl-1064-A1-R4_MC06g07148	A1	aAutosome	1	94	94	NON	4.66788
MvSl-1064-A1-R4_MC06g07149	A1	aAutosome	13	79.2308	1030	NON	6.03799
MvSl-1064-A1-R4_MC06g07150	A1	aAutosome	1	72	72	NON	4.50431
MvSl-1064-A1-R4_MC06g07151	A1	aAutosome	1	255	255	NON	3.82301
MvSl-1064-A1-R4_MC06g07152	A1	aAutosome	5	98.2	491	NON	6.45098
MvSl-1064-A1-R4_MC06g07154	A1	aAutosome	1	83	83	NON	7.1515
MvSl-1064-A1-R4_MC06g07155	A1	aAutosome	8	83.125	665	NON	6.77846
MvSl-1064-A1-R4_MC06g07156	A1	aAutosome	1	66	66	NON	7.94858
MvSl-1064-A1-R4_MC06g07157	A1	aAutosome	6	70.6667	424	NON	5.22688
MvSl-1064-A1-R4_MC06g07158	A1	aAutosome	1	0	0	NON	6.79243
MvSl-1064-A1-R4_MC06g07159	A1	aAutosome	7	71.1429	498	NON	2.3727
MvSl-1064-A1-R4_MC06g07160	A1	aAutosome	18	71.2222	1282	NON	3.05819
MvSl-1064-A1-R4_MC06g07161	A1	aAutosome	5	88.6	443	NON	1.05498
MvSl-1064-A1-R4_MC06g07162	A1	aAutosome	5	83.8	419	NON	5.59755
MvSl-1064-A1-R4_MC06g07164	A1	aAutosome	4	114.75	459	NON	2.82602
MvSl-1064-A1-R4_MC06g07166	A1	aAutosome	1	151	151	NON	1.85691
MvSl-1064-A1-R4_MC06g07167	A1	aAutosome	8	119.75	958	NON	8.02734
MvSl-1064-A1-R4_MC06g07168	A1	aAutosome	1	102	102	NON	5.13844
MvSl-1064-A1-R4_MC06g07169	A1	aAutosome	1	0	0	NON	5.57205
MvSl-1064-A1-R4_MC06g07170	A1	aAutosome	6	78.6667	472	NON	3.69035
MvSl-1064-A1-R4_MC06g07171	A1	aAutosome	1	0	0	NON	5.97113
MvSl-1064-A1-R4_MC06g07172	A1	aAutosome	3	86.3333	259	NON	4.90819
MvSl-1064-A1-R4_MC06g07173	A1	aAutosome	4	70.25	281	NON	6.88208
MvSl-1064-A1-R4_MC06g07174	A1	aAutosome	2	80.5	161	NON	3.79509
MvSl-1064-A1-R4_MC06g07175	A1	aAutosome	1	0	0	NON	3.42909
MvSl-1064-A1-R4_MC06g07177	A1	aAutosome	8	79.125	633	NON	7.36982
MvSl-1064-A1-R4_MC06g07178	A1	aAutosome	1	0	0	NON	0.234028
MvSl-1064-A1-R4_MC06g07179	A1	aAutosome	1	0	0	NON	1.56664
MvSl-1064-A1-R4_MC06g07180	A1	aAutosome	1	269	269	NON	0.225075
MvSl-1064-A1-R4_MC06g07182	A1	aAutosome	3	155	465	NON	7.55736
MvSl-1064-A1-R4_MC06g07183	A1	aAutosome	5	77.6	388	NON	7.80904
MvSl-1064-A1-R4_MC06g07184	A1	aAutosome	2	84	168	NON	8.10961
MvSl-1064-A1-R4_MC06g07185	A1	aAutosome	4	111.25	445	NON	8.14391
MvSl-1064-A1-R4_MC06g07186	A1	aAutosome	6	89	534	NON	5.28333
MvSl-1064-A1-R4_MC06g07187	A1	aAutosome	2	89.5	179	NON	4.78116
MvSl-1064-A1-R4_MC06g07188	A1	aAutosome	7	86.1429	603	NON	5.18574
MvSl-1064-A1-R4_MC06g07191	A1	aAutosome	29	99.931	2898	DE	4.47835
MvSl-1064-A1-R4_MC06g07192	A1	aAutosome	4	73.75	295	NON	4.96816
MvSl-1064-A1-R4_MC06g07193	A1	aAutosome	2	82	164	NON	5.48414
MvSl-1064-A1-R4_MC06g07194	A1	aAutosome	4	115.25	461	NON	7.39936
MvSl-1064-A1-R4_MC06g07195	A1	aAutosome	1	92	92	NON	3.8486
MvSl-1064-A1-R4_MC06g07196	A1	aAutosome	2	85.5	171	NON	5.36019
MvSl-1064-A1-R4_MC06g07200	A1	aAutosome	1	83	83	NON	1.59842
MvSl-1064-A1-R4_MC06g07201	A1	aAutosome	7	83.7143	586	NON	3.41297
MvSl-1064-A1-R4_MC06g07202	A1	aAutosome	2	74	148	NON	7.12211
MvSl-1064-A1-R4_MC06g07203	A1	aAutosome	2	80	160	NON	4.14054
MvSl-1064-A1-R4_MC06g07204	A1	aAutosome	5	74.4	372	NON	7.62837
MvSl-1064-A1-R4_MC06g07205	A1	aAutosome	6	73.1667	439	NON	4.36175
MvSl-1064-A1-R4_MC06g07206	A1	aAutosome	7	97.2857	681	NON	8.88134
MvSl-1064-A1-R4_MC06g07207	A1	aAutosome	5	89.4	447	NON	6.88467
MvSl-1064-A1-R4_MC06g07208	A1	aAutosome	1	0	0	NON	6.54775
MvSl-1064-A1-R4_MC06g07209	A1	aAutosome	1	0	0	NON	5.47379
MvSl-1064-A1-R4_MC06g07210	A1	aAutosome	1	140	140	NON	4.27897
MvSl-1064-A1-R4_MC06g07211	A1	aAutosome	1	0	0	NON	3.633
MvSl-1064-A1-R4_MC06g07212	A1	aAutosome	3	87.3333	262	NON	5.95662
MvSl-1064-A1-R4_MC06g07213	A1	aAutosome	5	87.4	437	NON	0.759608
MvSl-1064-A1-R4_MC06g07214	A1	aAutosome	7	76.2857	534	NON	4.51348
MvSl-1064-A1-R4_MC06g07215	A1	aAutosome	5	140	700	NON	2.94826
MvSl-1064-A1-R4_MC06g07218	A1	aAutosome	2	77.5	155	NON	4.71385
MvSl-1064-A1-R4_MC06g07219	A1	aAutosome	3	77.6667	233	NON	7.98238
MvSl-1064-A1-R4_MC06g07220	A1	aAutosome	5	100	500	NON	6.94257
MvSl-1064-A1-R4_MC06g07221	A1	aAutosome	4	88.75	355	NON	7.45543
MvSl-1064-A1-R4_MC06g07222	A1	aAutosome	6	68	408	NON	4.03963
MvSl-1064-A1-R4_MC06g07223	A1	aAutosome	1	0	0	NON	2.31914
MvSl-1064-A1-R4_MC06g07224	A1	aAutosome	1	0	0	NON	3.19379
MvSl-1064-A1-R4_MC06g07225	A1	aAutosome	2	72	144	NON	6.87994
MvSl-1064-A1-R4_MC06g07226	A1	aAutosome	3	168	504	NON	5.62052
MvSl-1064-A1-R4_MC06g07227	A1	aAutosome	6	76	456	NON	6.51045
MvSl-1064-A1-R4_MC06g07228	A1	aAutosome	8	104.5	836	NON	7.51249
MvSl-1064-A1-R4_MC06g07229	A1	aAutosome	1	90	90	NON	6.13816
MvSl-1064-A1-R4_MC06g07230	A1	aAutosome	7	80.8571	566	NON	5.7415
MvSl-1064-A1-R4_MC06g07231	A1	aAutosome	5	113.8	569	NON	7.16212
MvSl-1064-A1-R4_MC06g07232	A1	aAutosome	2	83	166	NON	5.59476
MvSl-1064-A1-R4_MC06g07233	A1	aAutosome	1	73	73	NON	5.27709
MvSl-1064-A1-R4_MC06g07234	A1	aAutosome	6	85	510	NON	4.58184
MvSl-1064-A1-R4_MC06g07235	A1	aAutosome	5	77.4	387	NON	2.65169
MvSl-1064-A1-R4_MC06g07236	A1	aAutosome	9	80.7778	727	NON	8.68325
MvSl-1064-A1-R4_MC06g07237	A1	aAutosome	10	100.6	1006	NON	6.49546
MvSl-1064-A1-R4_MC06g07238	A1	aAutosome	8	68.5	548	NON	6.48195
MvSl-1064-A1-R4_MC06g07239	A1	aAutosome	3	89	267	NON	4.81836
MvSl-1064-A1-R4_MC06g07240	A1	aAutosome	7	77.2857	541	NON	5.8764
MvSl-1064-A1-R4_MC06g07241	A1	aAutosome	4	88.75	355	NON	5.26492
MvSl-1064-A1-R4_MC06g07242	A1	aAutosome	7	89.5714	627	NON	7.12375
MvSl-1064-A1-R4_MC06g07243	A1	aAutosome	6	82.3333	494	NON	5.73826
MvSl-1064-A1-R4_MC06g07244	A1	aAutosome	10	76.8	768	NON	7.03198
MvSl-1064-A1-R4_MC06g07245	A1	aAutosome	5	71.6	358	NON	8.26412
MvSl-1064-A1-R4_MC06g07246	A1	aAutosome	1	95	95	NON	5.37383
MvSl-1064-A1-R4_MC06g07247	A1	aAutosome	1	0	0	NON	3.95978
MvSl-1064-A1-R4_MC06g07248	A1	aAutosome	1	0	0	NON	1.56204
MvSl-1064-A1-R4_MC06g07249	A1	aAutosome	5	86.8	434	NON	3.79172
MvSl-1064-A1-R4_MC06g07250	A1	aAutosome	5	99.2	496	NON	4.77461
MvSl-1064-A1-R4_MC06g07251	A1	aAutosome	2	83	166	NON	6.38928
MvSl-1064-A1-R4_MC06g07252	A1	aAutosome	4	86.25	345	NON	5.85231
MvSl-1064-A1-R4_MC06g07253	A1	aAutosome	4	86.25	345	NON	5.2229
MvSl-1064-A1-R4_MC06g07254	A1	aAutosome	3	137.667	413	NON	6.87484
MvSl-1064-A1-R4_MC06g07255	A1	aAutosome	1	103	103	NON	3.1725
MvSl-1064-A1-R4_MC06g07256	A1	aAutosome	6	71	426	NON	6.58922
MvSl-1064-A1-R4_MC06g07257	A1	aAutosome	6	73.8333	443	NON	4.70623
MvSl-1064-A1-R4_MC06g07258	A1	aAutosome	5	75.2	376	NON	6.93771
MvSl-1064-A1-R4_MC06g07260	A1	aAutosome	8	112.125	897	NON	6.21428
MvSl-1064-A1-R4_MC06g07261	A1	aAutosome	6	92	552	NON	6.47183
MvSl-1064-A1-R4_MC06g07262	A1	aAutosome	5	98.2	491	NON	6.41732
MvSl-1064-A1-R4_MC06g07263	A1	aAutosome	3	63.3333	190	NON	5.17071
MvSl-1064-A1-R4_MC06g07264	A1	aAutosome	2	65.5	131	NON	6.12549
MvSl-1064-A1-R4_MC06g07265	A1	aAutosome	7	73.8571	517	NON	5.76223
MvSl-1064-A1-R4_MC06g07266	A1	aAutosome	6	132.5	795	NON	7.28294
MvSl-1064-A1-R4_MC06g07267	A1	aAutosome	1	85	85	NON	8.55308
MvSl-1064-A1-R4_MC06g07269	A1	aAutosome	3	84	252	NON	2.79201
MvSl-1064-A1-R4_MC06g07270	A1	aAutosome	5	110.8	554	NON	8.01109
MvSl-1064-A1-R4_MC06g07271	A1	aAutosome	1	84	84	NON	5.87053
MvSl-1064-A1-R4_MC06g07272	A1	aAutosome	6	79.3333	476	NON	5.86147
MvSl-1064-A1-R4_MC06g07273	A1	aAutosome	9	94.2222	848	NON	8.92321
MvSl-1064-A1-R4_MC06g07274	A1	aAutosome	3	89	267	NON	4.59644
MvSl-1064-A1-R4_MC06g07275	A1	aAutosome	2	104	208	NON	7.4434
MvSl-1064-A1-R4_MC06g07276	A1	aAutosome	1	78	78	NON	7.18647
MvSl-1064-A1-R4_MC06g07277	A1	aAutosome	3	91.6667	275	NON	0.644944
MvSl-1064-A1-R4_MC06g07278	A1	aAutosome	2	73	146	NON	1.7532
MvSl-1064-A1-R4_MC06g07279	A1	aAutosome	4	87.75	351	NON	6.18193
MvSl-1064-A1-R4_MC06g07280	A1	aAutosome	11	87.4545	962	NON	7.12257
MvSl-1064-A1-R4_MC06g07281	A1	aAutosome	3	82	246	NON	7.08952
MvSl-1064-A1-R4_MC06g07282	A1	aAutosome	5	77	385	NON	4.81633
MvSl-1064-A1-R4_MC06g07283	A1	aAutosome	7	88.1429	617	NON	4.32011
MvSl-1064-A1-R4_MC06g07284	A1	aAutosome	7	97.2857	681	NON	7.61321
MvSl-1064-A1-R4_MC06g07285	A1	aAutosome	8	77.25	618	NON	6.00028
MvSl-1064-A1-R4_MC06g07286	A1	aAutosome	4	78.25	313	NON	2.57327
MvSl-1064-A1-R4_MC06g07287	A1	aAutosome	1	0	0	NON	2.47042
MvSl-1064-A1-R4_MC06g07288	A1	aAutosome	3	115.333	346	NON	3.3341
MvSl-1064-A1-R4_MC06g07289	A1	aAutosome	1	60	60	NON	6.80911
MvSl-1064-A1-R4_MC06g07290	A1	aAutosome	3	74.3333	223	NON	5.43831
MvSl-1064-A1-R4_MC06g07291	A1	aAutosome	1	67	67	NON	6.4035
MvSl-1064-A1-R4_MC06g07292	A1	aAutosome	3	118.667	356	NON	6.76404
MvSl-1064-A1-R4_MC06g07293	A1	aAutosome	7	71.4286	500	NON	7.20447
MvSl-1064-A1-R4_MC06g07294	A1	aAutosome	2	119.5	239	NON	8.63333
MvSl-1064-A1-R4_MC06g07296	A1	aAutosome	13	96.2308	1251	NON	3.09096
MvSl-1064-A1-R4_MC06g07298	A1	aAutosome	4	94	376	DE	7.22937
MvSl-1064-A1-R4_MC06g07299	A1	aAutosome	7	86.8571	608	NON	5.86409
MvSl-1064-A1-R4_MC06g07300	A1	aAutosome	5	72.6	363	NON	5.6397
MvSl-1064-A1-R4_MC06g07301	A1	aAutosome	6	77.8333	467	NON	5.32265
MvSl-1064-A1-R4_MC06g07302	A1	aAutosome	3	106.333	319	NON	5.53438
MvSl-1064-A1-R4_MC06g07303	A1	aAutosome	5	73.4	367	NON	3.90958
MvSl-1064-A1-R4_MC06g07304	A1	aAutosome	5	81	405	NON	6.33704
MvSl-1064-A1-R4_MC06g07305	A1	aAutosome	2	98	196	NON	5.08484
MvSl-1064-A1-R4_MC06g07306	A1	aAutosome	3	98.6667	296	NON	-0.00288413
MvSl-1064-A1-R4_MC06g07307	A1	aAutosome	8	90.375	723	NON	6.08007
MvSl-1064-A1-R4_MC06g07308	A1	aAutosome	11	72.5455	798	NON	7.48501
MvSl-1064-A1-R4_MC06g07309	A1	aAutosome	9	98.3333	885	NON	7.98432
MvSl-1064-A1-R4_MC06g07310	A1	aAutosome	4	130.75	523	NON	5.33676
MvSl-1064-A1-R4_MC06g07311	A1	aAutosome	9	89.1111	802	NON	6.94469
MvSl-1064-A1-R4_MC06g07312	A1	aAutosome	6	82.3333	494	NON	4.26602
MvSl-1064-A1-R4_MC06g07313	A1	aAutosome	2	84.5	169	NON	8.274
MvSl-1064-A1-R4_MC06g07314	A1	aAutosome	3	89.3333	268	NON	5.14885
MvSl-1064-A1-R4_MC06g07315	A1	aAutosome	4	105.75	423	NON	5.29028
MvSl-1064-A1-R4_MC06g07316	A1	aAutosome	2	61.5	123	NON	5.67418
MvSl-1064-A1-R4_MC06g07317	A1	aAutosome	4	89.25	357	NON	5.9098
MvSl-1064-A1-R4_MC06g07318	A1	aAutosome	2	58	116	NON	1.33102
MvSl-1064-A1-R4_MC06g07319	A1	aAutosome	2	91	182	NON	6.57992
MvSl-1064-A1-R4_MC06g07320	A1	aAutosome	1	83	83	NON	2.25876
MvSl-1064-A1-R4_MC06g07321	A1	aAutosome	2	59.5	119	NON	1.39963
MvSl-1064-A1-R4_MC06g07322	A1	aAutosome	1	89	89	NON	0.621161
MvSl-1064-A1-R4_MC06g07323	A1	aAutosome	1	167	167	NON	2.71335
MvSl-1064-A1-R4_MC06g07324	A1	aAutosome	2	83.5	167	NON	2.13783
MvSl-1064-A1-R4_MC06g07325	A1	aAutosome	2	102.5	205	NON	5.68748
MvSl-1064-A1-R4_MC06g07326	A1	aAutosome	1	0	0	NON	6.71635
MvSl-1064-A1-R4_MC06g07327	A1	aAutosome	8	84.625	677	NON	7.89347
MvSl-1064-A1-R4_MC06g07328	A1	aAutosome	4	96.25	385	NON	6.37347
MvSl-1064-A1-R4_MC06g07330	A1	aAutosome	4	96.75	387	NON	3.99474
MvSl-1064-A1-R4_MC06g07331	A1	aAutosome	8	79.625	637	NON	6.91951
MvSl-1064-A1-R4_MC06g07332	A1	aAutosome	3	148.333	445	NON	4.00062
MvSl-1064-A1-R4_MC06g07333	A1	aAutosome	3	76.6667	230	NON	7.18644
MvSl-1064-A1-R4_MC06g07334	A1	aAutosome	1	143	143	NON	5.84477
MvSl-1064-A1-R4_MC06g07335	A1	aAutosome	7	80	560	NON	7.54499
MvSl-1064-A1-R4_MC06g07336	A1	aAutosome	1	0	0	NON	0.0503079
MvSl-1064-A1-R4_MC06g07338	A1	aAutosome	1	92	92	NON	6.06422
MvSl-1064-A1-R4_MC06g07339	A1	aAutosome	3	77.3333	232	NON	5.11159
MvSl-1064-A1-R4_MC06g07340	A1	aAutosome	3	89.6667	269	NON	6.74615
MvSl-1064-A1-R4_MC06g07341	A1	aAutosome	7	99.2857	695	NON	5.8421
MvSl-1064-A1-R4_MC06g07342	A1	aAutosome	3	63	189	NON	1.07942
