genea2	dna2	dna2se	dsa2	dsa2se	dndsa2	chr	chrom	DE	genea1	dna1	dna1se	dsa1	dsa1se	dndsa1
MvSl-1064-A2-R4_MC03g04639	0.00592	0.00199	0.01248	0.00445	0.474321	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04361	0.00592	0.00202	0.01248	0.00453	0.474355
MvSl-1064-A2-R4_MC03g04641	0.00459	0.00265	0.00566	0.004	0.810811	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04363	0.00459	0.00265	0.00566	0.00401	0.81094
MvSl-1064-A2-R4_MC03g04644	0.00396	0.0028	0.00004	0	96.5854	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04366	0.00396	0.0028	0.00004	0	98.7531
MvSl-1064-A2-R4_MC03g04645	0.00584	0.00417	0.00901	0.0092	0.648097	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04367	0.00584	0.00413	0.00901	0.00903	0.648162
MvSl-1064-A2-R4_MC03g04646	0.00266	0.00265	0.0045	0.00449	0.59098	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04368	0.00266	0.00265	0.0045	0.0045	0.591098
MvSl-1064-A2-R4_MC03g04647	0.00443	0.00437	0.0257	0.01814	0.172367	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04369	0.00443	0.00437	0.0257	0.01815	0.172373
MvSl-1064-A2-R4_MC03g04650	0.01637	0.0062	0.00683	0.0067	2.39643	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04372	0.01637	0.00624	0.00683	0.00696	2.39674
MvSl-1064-A2-R4_MC03g04655	0.00168	0.00168	0.00501	0.005	0.335262	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04377	0.00168	0.00118	0.00501	0.00357	0.335323
MvSl-1064-A2-R4_MC03g04657	0.00435	0.00252	0.00389	0.00389	1.11796	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04379	0.00435	0.00252	0.00389	0.00392	1.11822
MvSl-1064-A2-R4_MC03g04660	0.00002	0	0.0209	0.00141	0.000956892	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04382	0.00002	0	0.0209	0.00129	0.000956933
MvSl-1064-A2-R4_MC03g04661	0.0071	0.00412	0.02436	0.01234	0.291449	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04383	0.00711	0.00412	0.02436	0.01234	0.291871
MvSl-1064-A2-R4_MC03g04665	0.01015	0.00254	0.00901	0.00366	1.1264	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04387	0.01015	0.00254	0.00901	0.00367	1.12651
MvSl-1064-A2-R4_MC03g04666	0.00261	0.00131	0.00393	0.0028	0.663953	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04388	0.00261	0.00131	0.00393	0.00278	0.664105
MvSl-1064-A2-R4_MC03g04667	0.0059	0.00419	0.00006	0	96.7213	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04389	0.0059	0.00419	0.00006	0	98.1697
MvSl-1064-A2-R4_MC03g04668	0.00217	0.00218	0.00002	0.00011	103.333	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04390	0.00217	0.00218	0.00002	0.00011	107.96
MvSl-1064-A2-R4_MC03g04672	0.01198	0.00602	0.01235	0.01246	0.969962	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04394	0.01198	0.00602	0.01235	0.01244	0.970033
MvSl-1064-A2-R4_MC03g04673	0.00001	0	0.00531	0	0.00188288	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04395	0.00001	0	0.00531	0	0.0018832
MvSl-1064-A2-R4_MC03g04674	0.00155	0.00155	0.00002	0.00005	73.8095	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04396	0.00155	0.00155	0.00002	0.00006	77.1144
MvSl-1064-A2-R4_MC03g04677	0.00148	0.00148	0.0082	0.00476	0.180466	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04399	0.00148	0.00149	0.0082	0.00477	0.180486
MvSl-1064-A2-R4_MC03g04678	0.00883	0.0051	0.00009	0	97.033	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04400	0.00883	0.00511	0.00009	0.00034	98.0022
MvSl-1064-A2-R4_MC03g04684	0.00002	0	0.01879	0.00284	0.00106434	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04406	0.00002	0	0.01879	0.00281	0.00106439
MvSl-1064-A2-R4_MC03g04685	0.00331	0.0033	0.00565	0.00564	0.585737	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04407	0.00331	0.00335	0.00565	0.00572	0.58583
MvSl-1064-A2-R4_MC03g04686	0.00731	0.00423	0.00007	0.00023	102.958	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04408	0.00731	0.00423	0.00007	0.00032	104.28
MvSl-1064-A2-R4_MC03g04687	0.00429	0.00163	0.00811	0.00365	0.528911	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04409	0.00429	0.00162	0.00811	0.00364	0.52897
MvSl-1064-A2-R4_MC03g04690	0.00496	0.00291	0.01784	0.01058	0.278011	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04412	0.00496	0.00292	0.01784	0.0106	0.278025
MvSl-1064-A2-R4_MC03g04696	0.00331	0.00234	0.00815	0.00578	0.406085	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04418	0.00331	0.00234	0.00815	0.00579	0.40613
MvSl-1064-A2-R4_MC03g04711	0.00207	0.00208	0.00002	0	98.5714	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04433	0.00207	0.00208	0.00002	0.00009	102.985
MvSl-1064-A2-R4_MC03g04714	0.00002	0	0.01997	0.00428	0.00100145	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04436	0.00002	0	0.01997	0.00437	0.0010015
MvSl-1064-A2-R4_MC03g04726	0.01002	0.00243	0.00696	0.00345	1.43945	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04448	0.01002	0.00244	0.00696	0.00348	1.43963
MvSl-1064-A2-R4_MC03g04727	0.00466	0.00182	0.0101	0.0043	0.46134	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04449	0.00466	0	0.0101	0	0.461382
MvSl-1064-A2-R4_MC03g04731	0.00001	0	0.00677	0.00018	0.00147689	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04453	0.00001	0	0.00677	0.00029	0.00147708
MvSl-1064-A2-R4_MC03g04732	0.00479	0.0034	0.01321	0.0094	0.362577	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04454	0.00479	0.0034	0.01321	0.00941	0.362601
MvSl-1064-A2-R4_MC03g04736	0.00058	0.00058	0.01106	0.0042	0.0524365	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04458	0.00058	0.00058	0.01106	0.0042	0.0524408
MvSl-1064-A2-R4_MC03g04741	0	0.00006	0.00002	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04463	0	0	0.00002	0	0
MvSl-1064-A2-R4_MC03g04746	0	0	0.00263	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04468	0	0	0.00263	0	0
MvSl-1064-A2-R4_MC03g04747	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04469	0	0.00008	0.00003	0.00852	0
MvSl-1064-A2-R4_MC03g04748	0.00145	0.00144	0.0034	0.00339	0.426345	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04470	0.00145	0.00145	0.0034	0.00341	0.426458
MvSl-1064-A2-R4_MC03g04749	0.00903	0.00523	0.00009	0.00025	99.2308	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04471	0.00903	0.00524	0.00009	0.00047	100.222
MvSl-1064-A2-R4_MC03g04750	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04472	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC03g04754	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04476	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC03g04759	0.00069	0.00069	0.00369	0.00362	0.186941	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04481	0.00069	0.00068	0.00369	0.00358	0.186987
MvSl-1064-A2-R4_MC03g04761	0.01	0.00502	0.0001	0.00062	99.0099	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04483	0.01	0.00502	0.0001	0.00035	99.9001
MvSl-1064-A2-R4_MC03g04762	0.00079	0.00079	0.00451	0.00319	0.175127	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04484	0.00079	0.00079	0.00451	0.00319	0.175162
MvSl-1064-A2-R4_MC03g04764	0.00707	0.0041	0.00007	0.00004	99.5775	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04486	0.00707	0.00408	0.00007	0	100.856
MvSl-1064-A2-R4_MC03g04767	0.01053	0.00528	0.00011	0.00035	94.8649	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04489	0.01053	0.00528	0.00011	0.00034	95.6403
MvSl-1064-A2-R4_MC03g04768	0	0	0.00487	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04490	0	0	0.00487	0	0
MvSl-1064-A2-R4_MC03g04771	0	0.00007	0.00001	0.00769	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04493	0	0.00004	0.00002	0	0
MvSl-1064-A2-R4_MC03g04777	0.0018	0.00181	0.00247	0.00249	0.72845	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04499	0.0018	0.0018	0.00247	0.00247	0.728715
MvSl-1064-A2-R4_MC03g04778	0.00002	0	0.01585	0.00076	0.00126175	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04500	0.00002	0	0.01585	0.00083	0.00126182
MvSl-1064-A2-R4_MC03g04779	0.00172	0.001	0.0092	0.0035	0.186936	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04501	0.00172	0.00099	0.0092	0.0035	0.186954
MvSl-1064-A2-R4_MC03g04782	0.00669	0.00474	0.00007	0.00044	94.2254	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04504	0.00669	0.00474	0.00007	0.00054	95.4351
MvSl-1064-A2-R4_MC03g04784	0.00217	0.00188	0.00891	0.00592	0.243519	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04506	0.00217	0.00239	0.00891	0.00666	0.243544
MvSl-1064-A2-R4_MC03g04785	0.00374	0.00376	0.0074	0.00746	0.505337	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04507	0.00374	0.00376	0.0074	0.00745	0.505399
MvSl-1064-A2-R4_MC03g04786	0.0169	0.00697	0.03206	0.01628	0.52712	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04508	0.0169	0.00697	0.03206	0.01628	0.527135
MvSl-1064-A2-R4_MC03g04790	0.00432	0.00306	0.00543	0.00544	0.795434	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04512	0.00432	0.00308	0.00543	0.00552	0.795565
MvSl-1064-A2-R4_MC03g04791	0.00336	0.00238	0.00003	0	108.387	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04513	0.00336	0.00238	0.00003	0.0001	111.628
MvSl-1064-A2-R4_MC03g04792	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04514	0	0	0	0	0
MvSl-1064-A2-R4_MC03g04794	0.0038	0.00171	0.01044	0.0043	0.36395	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04516	0.0038	0.0017	0.01044	0.00429	0.363981
MvSl-1064-A2-R4_MC03g04796	0.0058	0.00221	0.01061	0.00438	0.546603	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04518	0.0058	0.0022	0.01061	0.00436	0.546649
MvSl-1064-A2-R4_MC03g04797	0.0153	0.00769	0.008	0.00793	1.91226	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04519	0.0153	0.00771	0.008	0.00801	1.91248
MvSl-1064-A2-R4_MC03g04799	0.00366	0.00368	0.00835	0.0084	0.438271	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04521	0.00366	0.00367	0.00835	0.00838	0.438318
MvSl-1064-A2-R4_MC03g04802	0.00246	0.00246	0.00761	0.00763	0.323216	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04524	0.00246	0.00246	0.00761	0.00762	0.323255
MvSl-1064-A2-R4_MC03g04806	0.00399	0.00399	0.01551	0.01562	0.257237	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04528	0.00399	0.004	0.01551	0.01565	0.257252
MvSl-1064-A2-R4_MC03g04813	0.00414	0.00169	0.00915	0.0041	0.45241	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04535	0.00414	0.00169	0.00915	0.0041	0.452454
MvSl-1064-A2-R4_MC03g04814	0	0	0	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04536	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC03g04818	0.00332	0.00192	0.00003	0.00014	107.097	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04540	0.00332	0.00192	0.00003	0.00009	110.299
MvSl-1064-A2-R4_MC03g04819	0.00001	0	0.01049	0.00137	0.000953198	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04541	0.00001	0	0.01049	0.00111	0.00095328
MvSl-1064-A2-R4_MC03g04822	0.00392	0.00394	0.02646	0.01891	0.148143	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04544	0.00392	0.00394	0.02646	0.01892	0.148148
MvSl-1064-A2-R4_MC03g04829	0.00514	0.00364	0.00005	0.00016	100.784	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04551	0.00514	0.00364	0.00005	0.00031	102.595
MvSl-1064-A2-R4_MC03g04830	0	0.00008	0.00002	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04552	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC03g04832	0.0088	0.00624	0.00009	0.00048	96.7033	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04554	0.0088	0.00624	0.00009	0.00063	97.6693
MvSl-1064-A2-R4_MC03g04837	0.00593	0.00266	0.00943	0.00548	0.628777	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04559	0.00593	0.00265	0.00943	0.00543	0.628837
MvSl-1064-A2-R4_MC03g04838	0.00466	0.00233	0.00005	0.00007	91.3725	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04560	0.00466	0.00233	0.00005	0.0001	93.014
MvSl-1064-A2-R4_MC03g04839	0.00534	0.00379	0.00005	0	104.706	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04561	0.00534	0.00379	0.00005	0.00004	106.587
MvSl-1064-A2-R4_MC03g04840	0.00002	0.00014	0.02406	0.01465	0.000831221	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04562	0.00002	0.0008	0.02406	0.01146	0.000831252
MvSl-1064-A2-R4_MC03g04848	0.0079	0.00458	0.01723	0.01003	0.458476	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04570	0.0079	0.00459	0.01723	0.01004	0.4585
MvSl-1064-A2-R4_MC03g04850	0.00308	0.0031	0.00966	0.00973	0.318808	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04572	0.00308	0.00309	0.00966	0.00969	0.318837
MvSl-1064-A2-R4_MC03g04851	0.00364	0.00258	0.02576	0.01165	0.141299	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04573	0.00364	0.00258	0.02576	0.01165	0.141304
MvSl-1064-A2-R4_MC03g04852	0.00504	0.00507	0.01029	0.01037	0.489748	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04574	0.00504	0.00507	0.01029	0.01037	0.489791
MvSl-1064-A2-R4_MC03g04853	0.00681	0.00483	0.03239	0.02326	0.210244	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04575	0.00681	0.00484	0.03239	0.02331	0.210249
MvSl-1064-A2-R4_MC03g04855	0.00692	0.00194	0.0102	0.00364	0.678365	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04577	0.00692	0.00194	0.0102	0.00367	0.678425
MvSl-1064-A2-R4_MC03g04867	0.00223	0.00068	0.0323	0.01568	0.0690381	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04589	0.00223	0.00224	0.0323	0.01646	0.06904
MvSl-1064-A2-R4_MC03g04875	0.00473	0.00334	0.00665	0.00664	0.711171	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04597	0.00473	0.00334	0.00665	0.00664	0.711267
MvSl-1064-A2-R4_MC03g04876	0.00322	0.00186	0.01394	0.00702	0.230973	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04598	0.00322	0.00186	0.01394	0.00702	0.230988
MvSl-1064-A2-R4_MC03g04877	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04599	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC03g04878	0.00639	0.00453	0.02495	0.01459	0.256102	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04600	0.00639	0.00455	0.02495	0.01462	0.256111
MvSl-1064-A2-R4_MC03g04881	0.00368	0.00154	0.01223	0.00478	0.300875	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04603	0.00368	0.00161	0.01223	0.00493	0.300897
MvSl-1064-A2-R4_MC03g04884	0.00292	0.00131	0.01031	0.00424	0.283193	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04606	0.00292	0.00131	0.01031	0.00423	0.283217
MvSl-1064-A2-R4_MC03g04885	0.00001	0.00001	0.0108	0.00773	0.00092584	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04607	0.00001	0.00046	0.0108	0.00692	0.000925917
MvSl-1064-A2-R4_MC03g04888	0.00348	0.00349	0.02206	0.01581	0.157744	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04610	0.00348	0.00349	0.02206	0.01581	0.157751
MvSl-1064-A2-R4_MC03g04891	0.005	0.00354	0.00673	0.00673	0.742832	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04613	0.005	0.00355	0.00673	0.00676	0.742931
MvSl-1064-A2-R4_MC03g04894	0	0.00003	0.00002	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04616	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC03g04895	0.00003	0	0.02622	0.00386	0.00114412	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04617	0.00003	0	0.02622	0.00372	0.00114416
MvSl-1064-A2-R4_MC03g04897	0.00182	0.00183	0.01039	0.00738	0.175152	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04619	0.00182	0.00183	0.01039	0.00738	0.175167
MvSl-1064-A2-R4_MC03g04898	0.00553	0.00555	0.01776	0.01272	0.311356	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04620	0.00553	0.00289	0.01776	0.01086	0.311372
MvSl-1064-A2-R4_MC03g04904	0.00354	0.00252	0.00683	0.00486	0.518226	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04626	0.00354	0.00252	0.00683	0.00487	0.518294
MvSl-1064-A2-R4_MC03g04910	0.00001	0	0.01183	0.00079	0.000845237	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04632	0.00001	0	0.01183	0.00067	0.000845301
MvSl-1064-A2-R4_MC03g04912	0.00588	0.00223	0.0074	0.00373	0.794487	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04634	0.00588	0.00223	0.0074	0.00373	0.794584
MvSl-1064-A2-R4_MC03g04913	0.00573	0.00406	0.00503	0.00504	1.13894	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04635	0.00573	0.00407	0.00503	0.00504	1.13914
MvSl-1064-A2-R4_MC03g04914	0.00384	0.00224	0.01135	0.00821	0.338296	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04636	0.00384	0.00224	0.01135	0.0082	0.338323
MvSl-1064-A2-R4_MC03g04915	0.00994	0.00708	0.0001	0.00054	98.4158	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04637	0.00994	0.00708	0.0001	0.00059	99.3007
MvSl-1064-A2-R4_MC03g04916	0.00424	0.00213	0.00922	0.00464	0.45982	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04638	0.00424	0.00213	0.00922	0.00464	0.459865
MvSl-1064-A2-R4_MC03g04920	0.00145	0.00147	0.02303	0.01343	0.0629586	aAutosome	aAutosome	Up	MvSl-1064-A1-R4_MC03g04642	0.00145	0.00147	0.02303	0.01343	0.0629611
MvSl-1064-A2-R4_MC03g04921	0.00917	0.00532	0.00009	0.00062	100.769	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04643	0.00917	0.00531	0.00009	0.00027	101.776
MvSl-1064-A2-R4_MC03g04922	0.00729	0.00517	0.0094	0.00945	0.775449	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04644	0.00729	0.00517	0.0094	0.00944	0.775524
MvSl-1064-A2-R4_MC03g04931	0.00416	0.00242	0.00564	0.00402	0.737458	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04653	0.00416	0.00242	0.00564	0.00402	0.737576
MvSl-1064-A2-R4_MC03g04932	0.00401	0.00284	0.00435	0.00434	0.921627	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04654	0.00401	0.00283	0.00435	0.00431	0.921818
MvSl-1064-A2-R4_MC03g04933	0.00002	0.00016	0.01855	0.01299	0.00107811	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04655	0.00002	0	0.01855	0.00127	0.00107816
MvSl-1064-A2-R4_MC03g04934	0.01993	0.00709	0.00693	0.00702	2.87549	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04656	0.01993	0.00707	0.00693	0.00689	2.87586
MvSl-1064-A2-R4_MC03g04937	0.00001	0	0.0051	0	0.0019604	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04659	0.00001	0	0.00509	0	0.0019646
MvSl-1064-A2-R4_MC03g04938	0.00083	0.00084	0.01191	0.0049	0.0696835	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04660	0.00083	0.00084	0.01191	0.0049	0.0696888
MvSl-1064-A2-R4_MC03g04941	0.01397	0.0051	0.02667	0.01138	0.52379	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04663	0.01397	0.00517	0.02667	0.01161	0.523808
MvSl-1064-A2-R4_MC03g04946	0.00558	0.00397	0.00967	0.00976	0.576983	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04668	0.00558	0.00396	0.00967	0.00971	0.577036
MvSl-1064-A2-R4_MC03g04948	0.00202	0.00116	0.0041	0.00288	0.492563	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04670	0.00202	0.00116	0.0041	0.00286	0.492671
MvSl-1064-A2-R4_MC03g04956	0.00137	0.00089	0.00839	0.00452	0.16327	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04678	0.00137	0.00137	0.00839	0.00596	0.163288
MvSl-1064-A2-R4_MC03g04963	0.00561	0.00403	0.00006	0.00135	91.9672	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04685	0.00561	0.00398	0.00006	0.00024	93.3444
MvSl-1064-A2-R4_MC03g04967	0.00796	0.00213	0.00567	0.00251	1.40363	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04689	0.00796	0.00213	0.00567	0.00252	1.40386
MvSl-1064-A2-R4_MC03g04970	0.00638	0.00203	0.00911	0.00376	0.700252	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04692	0.00638	0.00206	0.00911	0.00385	0.700322
MvSl-1064-A2-R4_MC03g04975	0.00001	0.00007	0.01065	0.00747	0.000938879	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04697	0.00001	0	0.01065	0.00078	0.000938958
MvSl-1064-A2-R4_MC03g04977	0.00517	0.00196	0.00963	0.00484	0.536808	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04699	0.00517	0.00197	0.00963	0.00486	0.536858
MvSl-1064-A2-R4_MC03g04980	0.00385	0.00383	0.01315	0.01317	0.292753	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04702	0.00385	0.00386	0.01315	0.01326	0.292773
MvSl-1064-A2-R4_MC03g04981	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04703	0	0.00082	0.00001	0	0
MvSl-1064-A2-R4_MC03g04986	0.00453	0.0016	0.00422	0.00244	1.07321	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04708	0.00453	0.0016	0.00422	0.00243	1.07343
MvSl-1064-A2-R4_MC03g04989	0.00667	0.00273	0.00429	0.00432	1.55442	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04711	0.00667	0.00272	0.00429	0.00418	1.55474
MvSl-1064-A2-R4_MC03g04990	0.00558	0.00281	0.01809	0.00819	0.308441	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04712	0.00558	0.00281	0.01809	0.00819	0.308456
MvSl-1064-A2-R4_MC03g04994	0.00694	0.00494	0.00781	0.00787	0.888491	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04716	0.00694	0.00492	0.00781	0.0078	0.888593
MvSl-1064-A2-R4_MC03g04995	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04717	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC03g04996	0.00347	0.0035	0.01009	0.01021	0.343871	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04718	0.00347	0.00349	0.01009	0.01018	0.343901
MvSl-1064-A2-R4_MC03g04997	0.0032	0.00321	0.01284	0.00914	0.249202	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04719	0.0032	0.00321	0.01284	0.00915	0.249219
MvSl-1064-A2-R4_MC03g05001	0.00152	0.00152	0.00002	0.00004	72.381	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04723	0.00152	0.00152	0.00002	0.00004	75.6219
MvSl-1064-A2-R4_MC03g05002	0.00238	0.00138	0.01029	0.00464	0.23127	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04724	0.00238	0.00138	0.01029	0.00464	0.23129
MvSl-1064-A2-R4_MC03g05003	0.0055	0.00276	0.00948	0.00551	0.580108	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04725	0.0055	0.00276	0.00948	0.00551	0.580163
MvSl-1064-A2-R4_MC03g05004	0.00289	0.00289	0.02412	0.01223	0.119813	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04726	0.00289	0.00289	0.02412	0.01223	0.119817
MvSl-1064-A2-R4_MC03g05007	0.01007	0.00587	0.0335	0.01701	0.300588	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC03g04729	0.01007	0.00587	0.0335	0.01702	0.300596
