gida1	comp	youngold	DE	a1intronnr	a1intronmean	a1introntotal
MvSl-1064-A1-R4_MC13g11317	Auto	Auto	NON	9	208.222	1874
MvSl-1064-A1-R4_MC10-2g10064	Auto	Auto	NON	2	70.5	141
MvSl-1064-A1-R4_A1g00957	Black	OldStrata	NON	2	105.5	211
MvSl-1064-A1-R4_MC02g03326	Auto	Auto	NON	6	71.6667	430
MvSl-1064-A1-R4_MC02g03867	Auto	Auto	NON	6	92	552
MvSl-1064-A1-R4_MC03g04894	Auto	Auto	NON	2	76	152
MvSl-1064-A1-R4_MC04-1g05734	Auto	Auto	NON	1	80	80
MvSl-1064-A1-R4_MC06g07454	Auto	Auto	NON	3	149.333	448
MvSl-1064-A1-R4_MC08g08705	Auto	Auto	NON	4	92.25	369
MvSl-1064-A1-R4_MC09-2g09412	Auto	Auto	NON	1	73	73
MvSl-1064-A1-R4_MC10-2g09904	Auto	Auto	NON	1	82	82
MvSl-1064-A1-R4_MC12g11116	Auto	Auto	NON	5	186.2	931
MvSl-1064-A1-R4_MC04-1g05648	Auto	Auto	NON	12	103.5	1242
MvSl-1064-A1-R4_MC10-1g09642	Auto	Auto	NON	2	77	154
MvSl-1064-A1-R4_MC13g11419	Auto	Auto	NON	6	69	414
MvSl-1064-A1-R4_MC04-1g05439	Auto	Auto	NON	1	97	97
MvSl-1064-A1-R4_MC07g07768	Auto	Auto	NON	2	77.5	155
MvSl-1064-A1-R4_MC07g08175	Auto	Auto	NON	3	83	249
MvSl-1064-A1-R4_MC09-2g09394	Auto	Auto	NON	4	88.5	354
MvSl-1064-A1-R4_MC11g10281	Auto	Auto	NON	2	93.5	187
MvSl-1064-A1-R4_A1g01367	Black	OldStrata	NON	3	65	195
MvSl-1064-A1-R4_MC01-1g02473	Auto	Auto	NON	1	274	274
MvSl-1064-A1-R4_MC07g07844	Auto	Auto	NON	4	82.75	331
MvSl-1064-A1-R4_MC02g03360	Auto	Auto	NON	5	83.4	417
MvSl-1064-A1-R4_MC04-1g05845	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC04-1g05924	Auto	Auto	NON	6	87.3333	524
MvSl-1064-A1-R4_MC05-3g06534	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC07g07722	Auto	Auto	NON	2	64	128
MvSl-1064-A1-R4_MC08g08672	Auto	Auto	NON	6	87.6667	526
MvSl-1064-A1-R4_MC01-1g01769	Auto	Auto	NON	3	83.6667	251
MvSl-1064-A1-R4_MC02g04211	Auto	Auto	NON	3	116.333	349
MvSl-1064-A1-R4_MC07g07696	Auto	Auto	NON	6	76.5	459
MvSl-1064-A1-R4_MC09-2g09491	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g03618	Auto	Auto	NON	3	69.3333	208
MvSl-1064-A1-R4_MC05-1g06162	Auto	Auto	NON	2	65	130
MvSl-1064-A1-R4_MC07g08137	Auto	Auto	NON	5	72.6	363
MvSl-1064-A1-R4_MC08g08601	Auto	Auto	NON	8	75.125	601
MvSl-1064-A1-R4_MC15g12124	Auto	Auto	NON	9	121.778	1096
MvSl-1064-A1-R4_MC01-2g03011	Auto	Auto	NON	3	94.3333	283
MvSl-1064-A1-R4_MC12g11266	Auto	Auto	NON	4	106.25	425
MvSl-1064-A1-R4_MC01-1g02615	Auto	Auto	NON	4	83	332
MvSl-1064-A1-R4_MC14g11823	Auto	Auto	NON	1	76	76
MvSl-1064-A1-R4_MC09-2g09389	Auto	Auto	NON	5	120.2	601
MvSl-1064-A1-R4_MC04-1g05472	Auto	Auto	NON	6	111.167	667
MvSl-1064-A1-R4_MC01-2g03154	Auto	Auto	NON	5	240.8	1204
MvSl-1064-A1-R4_MC11g10303	Auto	Auto	NON	2	67.5	135
MvSl-1064-A1-R4_MC11g10427	Auto	Auto	NON	8	107.125	857
MvSl-1064-A1-R4_MC14g11884	Auto	Auto	NON	3	102.333	307
MvSl-1064-A1-R4_A1g00998	Blue	OldStrata	NON	3	109.667	329
MvSl-1064-A1-R4_MC01-1g02073	Auto	Auto	NON	5	79.4	397
MvSl-1064-A1-R4_MC01-1g02441	Auto	Auto	NON	1	152	152
MvSl-1064-A1-R4_MC04-1g05608	Auto	Auto	NON	5	140.2	701
MvSl-1064-A1-R4_MC05-2g06327	Auto	Auto	NON	8	66.875	535
MvSl-1064-A1-R4_MC05-2g06405	Auto	Auto	NON	4	99.75	399
MvSl-1064-A1-R4_MC08g08658	Auto	Auto	NON	3	91.3333	274
MvSl-1064-A1-R4_A1g01446	bPAR	bPAR	NON	1	0	0
MvSl-1064-A1-R4_MC02g03270	Auto	Auto	NON	3	284.667	854
MvSl-1064-A1-R4_MC02g03708	Auto	Auto	NON	4	69.75	279
MvSl-1064-A1-R4_MC03g05074	Auto	Auto	NON	4	123.5	494
MvSl-1064-A1-R4_MC01-2g02973	Auto	Auto	NON	10	88.4	884
MvSl-1064-A1-R4_MC01-1g01975	Auto	Auto	NON	9	71	639
MvSl-1064-A1-R4_MC02g04047	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC08g08630	Auto	Auto	NON	6	81.5	489
MvSl-1064-A1-R4_MC10-1g09748	Auto	Auto	NON	1	76	76
MvSl-1064-A1-R4_MC12g10850	Auto	Auto	NON	3	75	225
MvSl-1064-A1-R4_MC02g03950	Auto	Auto	NON	2	95	190
MvSl-1064-A1-R4_MC05-3g06594	Auto	Auto	NON	3	108.333	325
MvSl-1064-A1-R4_MC07g07751	Auto	Auto	NON	1	187	187
MvSl-1064-A1-R4_MC15g12016	Auto	Auto	NON	1	112	112
MvSl-1064-A1-R4_MC01-1g02000	Auto	Auto	NON	1	89	89
MvSl-1064-A1-R4_MC01-1g02111	Auto	Auto	NON	6	86.5	519
MvSl-1064-A1-R4_MC03g04288	Auto	Auto	NON	5	86.6	433
MvSl-1064-A1-R4_MC03g04908	Auto	Auto	NON	2	67.5	135
MvSl-1064-A1-R4_MC06g07239	Auto	Auto	NON	3	89	267
MvSl-1064-A1-R4_MC10-1g09758	Auto	Auto	NON	1	205	205
MvSl-1064-A1-R4_MC10-2g09916	Auto	Auto	NON	15	73.8	1107
MvSl-1064-A1-R4_MC02g04169	Auto	Auto	NON	9	73.1111	658
MvSl-1064-A1-R4_MC13g11538	Auto	Auto	NON	5	73.4	367
MvSl-1064-A1-R4_MC02g03924	Auto	Auto	NON	2	47	94
MvSl-1064-A1-R4_MC04-1g05693	Auto	Auto	NON	5	91.8	459
MvSl-1064-A1-R4_A1g00922	Black	OldStrata	NON	1	107	107
MvSl-1064-A1-R4_MC06g07218	Auto	Auto	NON	2	77.5	155
MvSl-1064-A1-R4_MC03g04974	Auto	Auto	NON	8	73.125	585
MvSl-1064-A1-R4_MC06g06971	Auto	Auto	NON	10	137.3	1373
MvSl-1064-A1-R4_MC04-1g05333	Auto	Auto	NON	2	85.5	171
MvSl-1064-A1-R4_MC06g06903	Auto	Auto	NON	4	164.5	658
MvSl-1064-A1-R4_MC09-2g09167	Auto	Auto	NON	3	87.3333	262
MvSl-1064-A1-R4_MC12g10984	Auto	Auto	NON	6	87.1667	523
MvSl-1064-A1-R4_MC05-1g06174	Auto	Auto	NON	1	248	248
MvSl-1064-A1-R4_MC07g07829	Auto	Auto	NON	7	76.4286	535
MvSl-1064-A1-R4_MC07g08185	Auto	Auto	NON	4	60.5	242
MvSl-1064-A1-R4_MC02g03681	Auto	Auto	NON	2	97	194
MvSl-1064-A1-R4_A1g00011	bPAR	bPAR	NON	2	67.5	135
MvSl-1064-A1-R4_MC02g04070	Auto	Auto	NON	4	96.5	386
MvSl-1064-A1-R4_MC10-2g09965	Auto	Auto	NON	4	138.25	553
MvSl-1064-A1-R4_MC11g10367	Auto	Auto	NON	3	80.3333	241
MvSl-1064-A1-R4_MC13g11641	Auto	Auto	NON	3	115.333	346
MvSl-1064-A1-R4_MC13g11666	Auto	Auto	NON	5	105	525
MvSl-1064-A1-R4_MC05-1g06203	Auto	Auto	NON	6	97.5	585
MvSl-1064-A1-R4_MC10-1g09813	Auto	Auto	NON	1	47	47
MvSl-1064-A1-R4_MC02g03640	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_A1g01388	Black	OldStrata	NON	2	65.5	131
MvSl-1064-A1-R4_MC02g03490	Auto	Auto	NON	3	74	222
MvSl-1064-A1-R4_MC02g03585	Auto	Auto	NON	4	104.75	419
MvSl-1064-A1-R4_MC03g04324	Auto	Auto	NON	2	152	304
MvSl-1064-A1-R4_MC03g04740	Auto	Auto	NON	2	112.5	225
MvSl-1064-A1-R4_MC05-2g06356	Auto	Auto	NON	4	149.5	598
MvSl-1064-A1-R4_MC05-3g06546	Auto	Auto	NON	9	110.667	996
MvSl-1064-A1-R4_MC07g07776	Auto	Auto	NON	2	84	168
MvSl-1064-A1-R4_MC07g08032	Auto	Auto	NON	5	74.2	371
MvSl-1064-A1-R4_MC12g10886	Auto	Auto	NON	4	78.25	313
MvSl-1064-A1-R4_MC01-1g01771	Auto	Auto	NON	7	97	679
MvSl-1064-A1-R4_MC10-2g09908	Auto	Auto	NON	2	71	142
MvSl-1064-A1-R4_MC01-1g02208	Auto	Auto	NON	2	70	140
MvSl-1064-A1-R4_MC01-1g02661	Auto	Auto	NON	1	83	83
MvSl-1064-A1-R4_MC08g08470	Auto	Auto	NON	4	147.5	590
MvSl-1064-A1-R4_MC02g03824	Auto	Auto	NON	2	82	164
MvSl-1064-A1-R4_MC11g10490	Auto	Auto	NON	6	90.6667	544
MvSl-1064-A1-R4_MC06g07260	Auto	Auto	NON	8	112.125	897
MvSl-1064-A1-R4_MC05-3g06753	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC06g06983	Auto	Auto	NON	5	71.6	358
MvSl-1064-A1-R4_MC03g04667	Auto	Auto	NON	1	182	182
MvSl-1064-A1-R4_MC04-1g05645	Auto	Auto	NON	2	89	178
MvSl-1064-A1-R4_MC04-1g05699	Auto	Auto	NON	10	82.2	822
MvSl-1064-A1-R4_MC04-1g05971	Auto	Auto	NON	1	135	135
MvSl-1064-A1-R4_MC02g04093	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g03740	Auto	Auto	NON	1	75	75
MvSl-1064-A1-R4_MC03g04302	Auto	Auto	NON	5	68.4	342
MvSl-1064-A1-R4_MC06g07169	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g03978	Auto	Auto	NON	1	135	135
MvSl-1064-A1-R4_MC02g04135	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC08g08714	Auto	Auto	NON	5	112.6	563
MvSl-1064-A1-R4_MC04-1g06005	Auto	Auto	NON	7	136.857	958
MvSl-1064-A1-R4_MC09-2g09289	Auto	Auto	NON	1	152	152
MvSl-1064-A1-R4_MC01-1g02655	Auto	Auto	NON	9	77	693
MvSl-1064-A1-R4_MC01-1g02727	Auto	Auto	NON	4	128.5	514
MvSl-1064-A1-R4_MC04-1g05523	Auto	Auto	NON	8	88	704
MvSl-1064-A1-R4_A1g00010	bPAR	bPAR	NON	4	152.75	611
MvSl-1064-A1-R4_MC06g06967	Auto	Auto	NON	1	62	62
MvSl-1064-A1-R4_MC01-1g01712	Auto	Auto	NON	7	81.1429	568
MvSl-1064-A1-R4_MC01-1g02530	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g03883	Auto	Auto	NON	4	74	296
MvSl-1064-A1-R4_MC05-3g06675	Auto	Auto	NON	6	105.667	634
MvSl-1064-A1-R4_MC06g07529	Auto	Auto	NON	2	85	170
MvSl-1064-A1-R4_MC07g07618	Auto	Auto	NON	3	99.6667	299
MvSl-1064-A1-R4_MC04-1g05782	Auto	Auto	NON	7	80.4286	563
MvSl-1064-A1-R4_MC02g03569	Auto	Auto	NON	3	111.667	335
MvSl-1064-A1-R4_MC02g03312	Auto	Auto	NON	4	70.5	282
MvSl-1064-A1-R4_MC05-2g06456	Auto	Auto	NON	3	93	279
MvSl-1064-A1-R4_MC02g03563	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC07g07718	Auto	Auto	NON	3	74.3333	223
MvSl-1064-A1-R4_MC07g08049	Auto	Auto	NON	6	94.6667	568
MvSl-1064-A1-R4_MC01-1g02228	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC14g11867	Auto	Auto	NON	5	86.8	434
MvSl-1064-A1-R4_MC03g05035	Auto	Auto	NON	1	94	94
MvSl-1064-A1-R4_MC04-1g05720	Auto	Auto	NON	3	95.6667	287
MvSl-1064-A1-R4_MC06g07213	Auto	Auto	NON	5	87.4	437
MvSl-1064-A1-R4_MC06g07401	Auto	Auto	NON	3	78.6667	236
MvSl-1064-A1-R4_MC05-3g06622	Auto	Auto	NON	6	156.5	939
MvSl-1064-A1-R4_MC09-2g09457	Auto	Auto	NON	3	90.6667	272
MvSl-1064-A1-R4_MC02g03221	Auto	Auto	NON	5	85	425
MvSl-1064-A1-R4_MC04-1g05936	Auto	Auto	NON	1	73	73
MvSl-1064-A1-R4_MC09-2g08983	Auto	Auto	NON	4	81.5	326
MvSl-1064-A1-R4_MC01-1g02081	Auto	Auto	NON	8	83	664
MvSl-1064-A1-R4_MC02g03239	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC05-3g06525	Auto	Auto	NON	2	75.5	151
MvSl-1064-A1-R4_MC06g07042	Auto	Auto	NON	3	113.333	340
MvSl-1064-A1-R4_MC11g10441	Auto	Auto	NON	2	80.5	161
MvSl-1064-A1-R4_MC12g10766	Auto	Auto	NON	3	72	216
MvSl-1064-A1-R4_MC01-1g02048	Auto	Auto	NON	2	88	176
MvSl-1064-A1-R4_MC04-1g05552	Auto	Auto	NON	2	110	220
MvSl-1064-A1-R4_MC11g10680	Auto	Auto	NON	4	101	404
MvSl-1064-A1-R4_MC01-1g02448	Auto	Auto	NON	3	169.333	508
MvSl-1064-A1-R4_MC05-2g06459	Auto	Auto	NON	2	216.5	433
MvSl-1064-A1-R4_MC08g08430	Auto	Auto	NON	3	81	243
MvSl-1064-A1-R4_MC02g03703	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC07g07772	Auto	Auto	NON	6	111.667	670
MvSl-1064-A1-R4_MC10-1g09750	Auto	Auto	NON	4	83.5	334
MvSl-1064-A1-R4_MC03g05119	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_A1g00373	Red	ColorStrata	NON	3	100	300
MvSl-1064-A1-R4_MC07g07958	Auto	Auto	NON	3	70	210
MvSl-1064-A1-R4_MC13g11563	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02246	Auto	Auto	NON	6	99	594
MvSl-1064-A1-R4_MC01-1g02446	Auto	Auto	NON	6	100	600
MvSl-1064-A1-R4_MC03g05087	Auto	Auto	NON	2	77.5	155
MvSl-1064-A1-R4_MC05-1g06219	Auto	Auto	NON	4	212.25	849
MvSl-1064-A1-R4_MC09-2g09335	Auto	Auto	NON	10	66.9	669
MvSl-1064-A1-R4_MC04-1g05578	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC07g07584	Auto	Auto	NON	1	80	80
MvSl-1064-A1-R4_MC02g03873	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC03g04691	Auto	Auto	NON	3	82.6667	248
MvSl-1064-A1-R4_MC04-1g05451	Auto	Auto	NON	7	108.286	758
MvSl-1064-A1-R4_MC04-1g05655	Auto	Auto	NON	1	40	40
MvSl-1064-A1-R4_MC05-2g06378	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC08g08784	Auto	Auto	NON	8	104.875	839
MvSl-1064-A1-R4_MC12g10837	Auto	Auto	NON	3	61.6667	185
MvSl-1064-A1-R4_MC13g11368	Auto	Auto	NON	1	176	176
MvSl-1064-A1-R4_MC13g11648	Auto	Auto	NON	1	86	86
MvSl-1064-A1-R4_MC14g11955	Auto	Auto	NON	1	167	167
MvSl-1064-A1-R4_A1g01486	bPAR	bPAR	NON	2	67	134
MvSl-1064-A1-R4_MC11g10543	Auto	Auto	NON	6	110.5	663
MvSl-1064-A1-R4_MC02g04054	Auto	Auto	NON	3	78.6667	236
MvSl-1064-A1-R4_MC03g04710	Auto	Auto	NON	4	134.5	538
MvSl-1064-A1-R4_A1g01161	Blue	OldStrata	NON	3	92	276
MvSl-1064-A1-R4_MC08g08567	Auto	Auto	NON	3	106.667	320
MvSl-1064-A1-R4_MC10-2g10049	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-2g02962	Auto	Auto	NON	2	97	194
MvSl-1064-A1-R4_MC01-1g01846	Auto	Auto	NON	9	67.3333	606
MvSl-1064-A1-R4_MC01-1g02040	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC04-1g06059	Auto	Auto	NON	1	197	197
MvSl-1064-A1-R4_MC06g07240	Auto	Auto	NON	7	77.2857	541
MvSl-1064-A1-R4_MC06g07452	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC09-2g09341	Auto	Auto	NON	3	107.667	323
MvSl-1064-A1-R4_MC06g07074	Auto	Auto	NON	2	151.5	303
MvSl-1064-A1-R4_MC07g08195	Auto	Auto	NON	13	81.5385	1060
MvSl-1064-A1-R4_MC10-1g09754	Auto	Auto	NON	1	74	74
MvSl-1064-A1-R4_MC12g10930	Auto	Auto	NON	6	66.8333	401
MvSl-1064-A1-R4_MC13g11624	Auto	Auto	NON	1	125	125
MvSl-1064-A1-R4_MC14g11925	Auto	Auto	NON	1	51	51
MvSl-1064-A1-R4_A1g00065	bPAR	bPAR	NON	10	81.9	819
MvSl-1064-A1-R4_MC01-1g01884	Auto	Auto	NON	5	63.4	317
MvSl-1064-A1-R4_MC01-1g02084	Auto	Auto	NON	4	155.75	623
MvSl-1064-A1-R4_MC01-1g02369	Auto	Auto	NON	6	70.1667	421
MvSl-1064-A1-R4_MC02g03536	Auto	Auto	NON	6	98	588
MvSl-1064-A1-R4_MC04-1g05916	Auto	Auto	NON	1	70	70
MvSl-1064-A1-R4_MC04-1g06050	Auto	Auto	NON	3	93	279
MvSl-1064-A1-R4_MC05-1g06124	Auto	Auto	NON	5	78.6	393
MvSl-1064-A1-R4_MC05-3g06629	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC06g07047	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC09-2g09171	Auto	Auto	NON	2	75	150
MvSl-1064-A1-R4_MC13g11553	Auto	Auto	NON	1	40	40
MvSl-1064-A1-R4_MC16g12181	Auto	Auto	NON	9	123	1107
MvSl-1064-A1-R4_MC05-2g06387	Auto	Auto	NON	6	92	552
MvSl-1064-A1-R4_MC02g04198	Auto	Auto	NON	3	172.333	517
MvSl-1064-A1-R4_MC03g04812	Auto	Auto	NON	2	113	226
MvSl-1064-A1-R4_MC04-1g05726	Auto	Auto	NON	3	117	351
MvSl-1064-A1-R4_MC05-1g06197	Auto	Auto	NON	3	129	387
MvSl-1064-A1-R4_MC06g07376	Auto	Auto	NON	4	77.25	309
MvSl-1064-A1-R4_MC08g08328	Auto	Auto	NON	2	120.5	241
MvSl-1064-A1-R4_MC08g08566	Auto	Auto	NON	3	78	234
MvSl-1064-A1-R4_MC08g08666	Auto	Auto	NON	2	96.5	193
MvSl-1064-A1-R4_MC10-2g10078	Auto	Auto	NON	3	86.6667	260
MvSl-1064-A1-R4_MC11g10375	Auto	Auto	NON	4	121.75	487
MvSl-1064-A1-R4_MC12g11010	Auto	Auto	NON	6	98	588
MvSl-1064-A1-R4_MC13g11523	Auto	Auto	NON	8	78.875	631
MvSl-1064-A1-R4_MC13g11556	Auto	Auto	NON	5	139	695
MvSl-1064-A1-R4_MC07g07977	Auto	Auto	NON	1	126	126
MvSl-1064-A1-R4_MC06g07341	Auto	Auto	NON	7	99.2857	695
MvSl-1064-A1-R4_MC05-3g06679	Auto	Auto	NON	4	79.75	319
MvSl-1064-A1-R4_MC06g07208	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC08g08700	Auto	Auto	NON	5	112	560
MvSl-1064-A1-R4_MC14g11885	Auto	Auto	NON	12	110.833	1330
MvSl-1064-A1-R4_MC08g08544	Auto	Auto	NON	5	82.2	411
MvSl-1064-A1-R4_MC03g04386	Auto	Auto	NON	9	81.8889	737
MvSl-1064-A1-R4_MC03g04698	Auto	Auto	NON	2	100	200
MvSl-1064-A1-R4_MC03g05008	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC13g11542	Auto	Auto	NON	4	76.5	306
MvSl-1064-A1-R4_MC05-3g06703	Auto	Auto	NON	8	76.125	609
MvSl-1064-A1-R4_MC01-1g02824	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC04-1g05995	Auto	Auto	NON	3	207	621
MvSl-1064-A1-R4_MC08g08383	Auto	Auto	NON	6	85.1667	511
MvSl-1064-A1-R4_MC12g11273	Auto	Auto	NON	14	93	1302
MvSl-1064-A1-R4_MC14g11951	Auto	Auto	NON	5	170.4	852
MvSl-1064-A1-R4_MC06g07348	Auto	Auto	NON	2	61.5	123
MvSl-1064-A1-R4_MC05-1g06206	Auto	Auto	NON	7	78.5714	550
MvSl-1064-A1-R4_MC03g05199	Auto	Auto	NON	3	157.333	472
MvSl-1064-A1-R4_MC05-3g06689	Auto	Auto	NON	5	72.4	362
MvSl-1064-A1-R4_MC07g07551	Auto	Auto	NON	8	129.125	1033
MvSl-1064-A1-R4_MC08g08569	Auto	Auto	NON	2	209	418
MvSl-1064-A1-R4_MC06g07119	Auto	Auto	NON	3	114.667	344
MvSl-1064-A1-R4_MC06g07440	Auto	Auto	NON	1	181	181
MvSl-1064-A1-R4_MC09-2g09409	Auto	Auto	NON	2	65.5	131
MvSl-1064-A1-R4_MC12g10892	Auto	Auto	NON	3	67	201
MvSl-1064-A1-R4_A1g00039	bPAR	bPAR	NON	12	90.0833	1081
MvSl-1064-A1-R4_MC02g04052	Auto	Auto	NON	12	71	852
MvSl-1064-A1-R4_MC11g10158	Auto	Auto	NON	5	70.4	352
MvSl-1064-A1-R4_MC13g11560	Auto	Auto	NON	7	90	630
MvSl-1064-A1-R4_MC05-3g06521	Auto	Auto	NON	4	97	388
MvSl-1064-A1-R4_MC09-2g09098	Auto	Auto	NON	1	46	46
MvSl-1064-A1-R4_MC03g04713	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC05-3g06634	Auto	Auto	NON	5	108.8	544
MvSl-1064-A1-R4_MC11g10485	Auto	Auto	NON	1	85	85
MvSl-1064-A1-R4_MC01-1g02106	Auto	Auto	NON	2	78.5	157
MvSl-1064-A1-R4_MC04-1g05337	Auto	Auto	NON	4	82.25	329
MvSl-1064-A1-R4_MC07g07655	Auto	Auto	NON	5	77.4	387
MvSl-1064-A1-R4_MC08g08548	Auto	Auto	NON	3	97.3333	292
MvSl-1064-A1-R4_MC01-1g02303	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g03722	Auto	Auto	NON	8	96.625	773
MvSl-1064-A1-R4_MC06g07439	Auto	Auto	NON	2	84	168
MvSl-1064-A1-R4_MC09-2g09179	Auto	Auto	NON	4	98	392
MvSl-1064-A1-R4_A1g00108	Black	OldStrata	NON	1	0	0
MvSl-1064-A1-R4_A1g01462	bPAR	bPAR	NON	5	88.4	442
MvSl-1064-A1-R4_MC01-1g01814	Auto	Auto	NON	4	86.75	347
MvSl-1064-A1-R4_MC01-1g02047	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02440	Auto	Auto	NON	4	50.25	201
MvSl-1064-A1-R4_MC01-1g02840	Auto	Auto	NON	1	153	153
MvSl-1064-A1-R4_MC01-2g03064	Auto	Auto	NON	5	118.8	594
MvSl-1064-A1-R4_MC02g03275	Auto	Auto	NON	8	161.25	1290
MvSl-1064-A1-R4_MC02g03692	Auto	Auto	NON	3	97	291
MvSl-1064-A1-R4_MC02g03795	Auto	Auto	NON	4	76.5	306
MvSl-1064-A1-R4_MC03g04455	Auto	Auto	NON	2	116.5	233
MvSl-1064-A1-R4_MC03g04494	Auto	Auto	NON	6	90.3333	542
MvSl-1064-A1-R4_MC03g04928	Auto	Auto	NON	2	126	252
MvSl-1064-A1-R4_MC03g05197	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC04-1g05605	Auto	Auto	NON	2	180.5	361
MvSl-1064-A1-R4_MC04-1g05831	Auto	Auto	NON	13	110.077	1431
MvSl-1064-A1-R4_MC07g07576	Auto	Auto	NON	8	80.375	643
MvSl-1064-A1-R4_MC07g07728	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC07g07731	Auto	Auto	NON	7	106.571	746
MvSl-1064-A1-R4_MC08g08268	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC08g08275	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC08g08326	Auto	Auto	NON	1	56	56
MvSl-1064-A1-R4_MC08g08590	Auto	Auto	NON	4	83.75	335
MvSl-1064-A1-R4_MC09-1g08907	Auto	Auto	NON	3	202.667	608
MvSl-1064-A1-R4_MC09-2g09058	Auto	Auto	NON	1	355	355
MvSl-1064-A1-R4_MC11g10458	Auto	Auto	NON	1	79	79
MvSl-1064-A1-R4_MC12g10881	Auto	Auto	NON	16	72.625	1162
MvSl-1064-A1-R4_MC12g10885	Auto	Auto	NON	3	82.3333	247
MvSl-1064-A1-R4_MC12g11048	Auto	Auto	NON	5	103.6	518
MvSl-1064-A1-R4_MC13g11398	Auto	Auto	NON	4	150	600
MvSl-1064-A1-R4_MC13g11665	Auto	Auto	NON	1	150	150
MvSl-1064-A1-R4_MC15g12111	Auto	Auto	NON	4	74	296
MvSl-1064-A1-R4_MC16g12173	Auto	Auto	NON	2	71.5	143
MvSl-1064-A1-R4_MC01-2g03122	Auto	Auto	NON	2	142	284
MvSl-1064-A1-R4_MC01-2g03163	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g03961	Auto	Auto	NON	5	87.6	438
MvSl-1064-A1-R4_MC02g04132	Auto	Auto	NON	3	170.667	512
MvSl-1064-A1-R4_MC03g04307	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC03g04755	Auto	Auto	NON	2	91	182
MvSl-1064-A1-R4_MC04-1g05471	Auto	Auto	NON	2	104	208
MvSl-1064-A1-R4_MC04-1g05799	Auto	Auto	NON	1	88	88
MvSl-1064-A1-R4_MC06g07044	Auto	Auto	NON	5	125.4	627
MvSl-1064-A1-R4_MC06g07342	Auto	Auto	NON	3	63	189
MvSl-1064-A1-R4_MC07g07862	Auto	Auto	NON	3	115	345
MvSl-1064-A1-R4_MC07g07980	Auto	Auto	NON	2	82	164
MvSl-1064-A1-R4_MC09-2g09371	Auto	Auto	NON	4	163	652
MvSl-1064-A1-R4_MC12g11026	Auto	Auto	NON	3	79.3333	238
MvSl-1064-A1-R4_MC13g11644	Auto	Auto	NON	6	103.667	622
MvSl-1064-A1-R4_MC13g11472	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02680	Auto	Auto	NON	1	113	113
MvSl-1064-A1-R4_MC07g08008	Auto	Auto	NON	3	117	351
MvSl-1064-A1-R4_MC05-3g06807	Auto	Auto	NON	1	96	96
MvSl-1064-A1-R4_MC08g08298	Auto	Auto	NON	1	194	194
MvSl-1064-A1-R4_MC14g11948	Auto	Auto	NON	9	68.2222	614
MvSl-1064-A1-R4_MC03g04953	Auto	Auto	NON	4	135.75	543
MvSl-1064-A1-R4_MC09-2g09283	Auto	Auto	NON	9	101.889	917
MvSl-1064-A1-R4_MC12g11150	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC04-1g06037	Auto	Auto	NON	3	84	252
MvSl-1064-A1-R4_MC12g11169	Auto	Auto	NON	8	81.375	651
