gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	meanwater	meanrich	meandi	log2(waterdi)	log2(richdi)
MvSl-1064-A2-R4_A2g01508	MvSl-1064-A1-R4_A2	MAT	3312528	3312900	6.484575235	-1.028505107	-0.426239424	0.602265683	0.065773919	0.473344643	0.242481802	0.123654967	0.614872313	0.421042124	6.404749557	5.284439669	6.57085362	7.115288722	5.964237274	6.594247765	5.844594613	6.843071171	6.279242519	-0.103487572	0.124053418
MvSl-1064-A2-R4_A2g01115	MvSl-1064-A1-R4_A2	MAT	2418928	2419654	9.263825217	-0.964114905	-0.099578251	0.864536653	0.005682439	0.779675565	0.011565262	0.015966419	0.904510729	0.042405962	8.974745867	8.675425415	10.06630003	9.434359717	9.067825685	8.780302104	8.825085641	9.750329872	8.924063894	-0.016090564	0.127750186
MvSl-1064-A2-R4_A2g01742	MvSl-1064-A1-R4_A2	MAT	3835606	3836195	4.003440104	1.880147989	2.774155121	0.894007131	0.14513323	0.064831419	0.574462054	0.235215924	0.118020577	0.746223321	5.545092968	3.113756926	3.582529161	3.877988403	3.113756926	3.70647688	4.329424947	3.730258782	3.410116903	0.344354215	0.129454521
MvSl-1064-A2-R4_A2g01418	MvSl-1064-A1-R4_A2	MAT	3134582	3135198	6.304428431	1.668703603	2.305931855	0.637228252	0.001398307	7.44E-05	0.298710002	0.004490216	0.000302699	0.485638588	6.939723795	7.619308584	5.498702839	6.046463944	5.422161035	5.131152904	7.27951619	5.772583391	5.276656969	0.464218371	0.129592911
MvSl-1064-A2-R4_A2g01011	MvSl-1064-A1-R4_A2	MAT	2190242	2190487	5.809925993	0.630371011	1.230828106	0.600457095	0.282886673	0.057459767	0.343081973	0.39315164	0.106475625	0.519994442	6.038026115	6.547600327	5.601030903	5.908058906	5.048771656	5.454233306	6.292813221	5.754544904	5.251502481	0.260974878	0.131971594
MvSl-1064-A2-R4_A2g00789	MvSl-1064-A1-R4_A2	MAT	1660056	1660319	5.388959715	0.135379372	0.77974779	0.644368418	0.842078849	0.300767074	0.359537535	0.940291069	0.421946118	0.535679843	5.728760782	5.493055427	5.786190631	5.164464933	5.24751257	4.714192844	5.610908105	5.475327782	4.980852707	0.171841536	0.136552586
MvSl-1064-A2-R4_A2g01303	MvSl-1064-A1-R4_A2	MAT	2835989	2838469	6.25456337	-0.735939975	-0.069476682	0.666463293	0.179839053	0.907063117	0.199451774	0.276716638	1	0.366962872	5.891664641	5.982494148	6.293674841	6.838749523	5.718510654	6.221663967	5.937079395	6.566212182	5.97008731	-0.007998625	0.13730934
MvSl-1064-A2-R4_A2g01076	MvSl-1064-A1-R4_A2	MAT	2335116	2335823	8.455168895	-0.658130999	0.188762419	0.846893418	0.108761697	0.655972326	0.037669613	0.185576889	0.805975463	0.11592375	7.999356991	8.443830464	9.268765592	8.362392105	8.393198215	7.62773739	8.221593727	8.815578849	8.010467802	0.037531586	0.138168806
MvSl-1064-A2-R4_A2g01171	MvSl-1064-A1-R4_A2	MAT	2526936	2527205	7.060925756	-2.046910266	-1.277861562	0.769048704	9.40E-06	0.010594776	0.043838421	4.76E-05	0.025358794	0.129785927	5.891664641	5.67528098	7.811726897	7.49961947	6.977134191	6.89009075	5.783472811	7.655673183	6.93361247	-0.261671154	0.142922039
MvSl-1064-A2-R4_A2g00704	MvSl-1064-A1-R4_A2	MAT	1500175	1501861	8.386532811	0.537638404	1.372143758	0.834505354	0.151254073	0.000544131	0.032631368	0.242852037	0.001747301	0.103323363	9.298978813	8.418487186	8.610477766	8.148507777	7.773958507	7.383623655	8.858733	8.379492772	7.578791081	0.225132638	0.14489518
MvSl-1064-A2-R4_A2g01408	MvSl-1064-A1-R4_A2	MAT	3115139	3115754	8.700976037	-4.210033201	-3.214253975	0.995779226	1.23E-15	1.58E-09	0.014303616	2.05E-14	1.34E-08	0.050650477	5.891664641	5.284439669	8.995754601	9.992036597	8.328849162	8.822959822	5.588052155	9.493895599	8.575904492	-0.617943353	0.146711346
MvSl-1064-A2-R4_A2g00503	MvSl-1064-A1-R4_A2	MAT	1065697	1066723	9.210388013	-2.533652602	-1.529258118	1.004394484	5.72E-11	8.83E-05	0.0038449	6.29E-10	0.000351261	0.018236819	7.384885984	7.6631261	9.672870644	10.28553742	9.205603209	8.808880264	7.524006042	9.979204033	9.007241737	-0.259584374	0.147839366
MvSl-1064-A2-R4_A2g00282	MvSl-1064-A1-R4_A2	MAT	617938	618266	9.064327861	-3.741362312	-2.804171074	0.937191238	2.88E-18	1.10E-10	0.006329835	5.73E-17	1.00E-09	0.027045657	6.508843797	6.114609358	9.930407602	9.912811424	8.607263264	9.296455391	6.311726578	9.921609513	8.951859327	-0.504152656	0.148386812
MvSl-1064-A2-R4_A2g00173	MvSl-1064-A1-R4_A2	MAT	401042	401334	10.43633592	0.184902061	1.241501155	1.056599094	0.459916653	1.93E-06	4.00E-05	0.584218451	9.96E-06	0.000356139	10.8852424	10.7469944	10.63536723	10.63181487	9.679823668	9.485351624	10.8161184	10.63359105	9.582587646	0.174695656	0.150141696
MvSl-1064-A2-R4_A2g00572	MvSl-1064-A1-R4_A2	MAT	1205655	1206504	7.836825361	-4.632401598	-3.700715612	0.931685986	2.19E-17	2.24E-10	0.008612023	4.20E-16	2.00E-09	0.033987909	5.088023658	3.87969288	8.399499059	8.889381793	7.741369052	7.779842612	4.483858269	8.644440426	7.760605832	-0.791428604	0.155603297
MvSl-1064-A2-R4_A2g00637	MvSl-1064-A1-R4_A2	MAT	1353677	1354074	11.70011244	-0.813955908	0.482103609	1.296059517	0.012472619	0.140522048	8.12E-05	0.031001654	0.230634599	0.00065616	11.04526647	11.82277802	12.61348817	11.89506825	11.19567821	10.7878427	11.43402224	12.25427821	10.99176046	0.056910533	0.156863042
MvSl-1064-A2-R4_A2g00694	MvSl-1064-A1-R4_A2	MAT	1474950	1475356	5.080063328	-1.910974752	-1.255701878	0.655272873	0.037552995	0.210593508	0.374772715	0.077659594	0.317110987	0.552015652	4.415135258	3.87969288	5.601030903	5.38922813	4.543663241	5.301718189	4.147414069	5.495129517	4.922690715	-0.24723501	0.158706385
MvSl-1064-A2-R4_A2g00782	MvSl-1064-A1-R4_A2	MAT	1647322	1648362	6.383991792	0.900430678	1.676480717	0.776050039	0.055651505	0.001566755	0.143841504	0.108572936	0.004567832	0.30353493	7.012362202	7.150295621	6.025799426	6.447187073	5.577931795	5.592155623	7.081328911	6.236493249	5.585043709	0.342451556	0.159166465
MvSl-1064-A2-R4_A2g00359	MvSl-1064-A1-R4_A2	MAT	789050	790537	12.19638733	-2.471853823	-1.06918419	1.402669632	4.71E-16	0.000288125	1.45E-06	8.12E-15	0.000993069	1.50E-05	10.73772677	10.59692857	12.80989606	13.39968903	11.47873499	11.95063542	10.66732767	13.10479255	11.7146852	-0.135119383	0.161776329
MvSl-1064-A2-R4_A2g00853	MvSl-1064-A1-R4_A2	MAT	1794439	1794741	8.270965846	-0.191588832	0.63105218	0.822641012	0.692887276	0.207634888	0.093307096	0.80318996	0.315649995	0.216321832	8.880867359	7.574118445	8.281184715	8.78449096	8.261495383	6.993301687	8.227492902	8.532837837	7.627398535	0.109261794	0.161834547
MvSl-1064-A2-R4_A2g01183	MvSl-1064-A1-R4_A2	MAT	2549294	2549551	5.234635617	0.422525132	1.08354161	0.661016478	0.562523878	0.181973346	0.395676888	0.685907653	0.284230272	0.574208025	5.545092968	5.67528098	4.996407205	5.489711024	5.24751257	4.12537752	5.610186974	5.243059114	4.686445045	0.259554888	0.161914847
MvSl-1064-A2-R4_A2g00504	MvSl-1064-A1-R4_A2	MAT	1066834	1067992	9.277083322	-2.293755756	-1.246136841	1.047618914	3.01E-08	0.002663675	0.006244127	2.14E-07	0.007364278	0.026901782	7.72459151	7.90129217	9.730446855	10.34039109	9.436892208	8.476188148	7.81294184	10.03541897	8.956540178	-0.197075667	0.164087403
MvSl-1064-A2-R4_A2g01015	MvSl-1064-A1-R4_A2	MAT	2202405	2203535	3.836905772	-4.214972119	-3.257446464	0.957525655	0.037071261	0.146328181	0.420268787	0.076971253	0.238378583	0.599902879	3.113756926	3.113756926	4.21929665	4.147759517	3.759702068	3.70647688	3.113756926	4.183528083	3.733089474	-0.261713762	0.164350032
MvSl-1064-A2-R4_A2g01085	MvSl-1064-A1-R4_A2	MAT	2353629	2354970	8.289562847	0.311742492	1.248295963	0.936553471	0.315094283	0.00021191	0.004258899	0.433254639	0.00074529	0.019836491	8.841535957	8.587196931	8.413628747	8.414450812	7.450181585	7.562101544	8.714366444	8.414039779	7.506141564	0.215324281	0.164727139
MvSl-1064-A2-R4_A2g00945	MvSl-1064-A1-R4_A2	MAT	2022358	2024079	10.46531106	-1.252020457	-0.040813058	1.211207398	2.72E-06	0.880213737	4.31E-06	1.48E-05	0.991439002	4.20E-05	9.712688945	10.07124461	11.09594553	11.19938968	9.849967788	10.03153004	9.89196678	11.14766761	9.940748913	-0.00709715	0.16531544
MvSl-1064-A2-R4_A2g01487	MvSl-1064-A1-R4_A2	MAT	3289336	3289506	3.329201256	-2.759654247	0	2.759654247	0.222402017	1	0.173026118	0.324807465	1	0.34405578	3.113756926	3.113756926	3.113756926	3.877988403	3.113756926	3.113756926	3.113756926	3.495872665	3.113756926	0	0.166996311
MvSl-1064-A2-R4_A2g01727	MvSl-1064-A1-R4_A2	MAT	3808062	3808292	3.329201256	-2.759654247	0	2.759654247	0.222402017	1	0.173026118	0.324807465	1	0.34405578	3.113756926	3.113756926	3.113756926	3.877988403	3.113756926	3.113756926	3.113756926	3.495872665	3.113756926	0	0.166996311
MvSl-1064-A2-R4_A2g01354	MvSl-1064-A1-R4_A2	MAT	2977634	2978381	3.529243113	0.870496797	3.630878965	2.760382169	0.561524857	0.08365522	0.171684848	0.685907653	0.14631957	0.344035141	3.113756926	4.377359676	3.113756926	3.877988403	3.113756926	3.113756926	3.745558301	3.495872665	3.113756926	0.266524453	0.166996311
MvSl-1064-A2-R4_A2g01239	MvSl-1064-A1-R4_A2	MAT	2664094	2664525	5.308460487	-3.755779675	-3.100818392	0.654961283	0.001320589	0.01306847	0.400458281	0.004321167	0.03002844	0.575102587	3.113756926	3.87969288	5.388558915	6.172745658	5.846599317	4.449618543	3.496724903	5.780652287	5.14810893	-0.55803828	0.167189715
MvSl-1064-A2-R4_A2g01533	MvSl-1064-A1-R4_A2	MAT	3374309	3374684	6.35809905	-1.270261833	-0.459103733	0.8111581	0.024498762	0.454067427	0.114475035	0.053897277	0.591317027	0.254006837	5.545092968	5.837049558	6.519515207	7.083484387	5.718510654	6.382413523	5.691071263	6.801499797	6.050462088	-0.088345084	0.168807581
MvSl-1064-A2-R4_A2g01325	MvSl-1064-A1-R4_A2	MAT	2892067	2892379	3.605719085	-3.656479881	-2.409994834	1.246485047	0.09024104	0.300199289	0.396044604	0.159776087	0.421946118	0.574208025	3.113756926	3.113756926	3.582529161	4.147759517	3.759702068	3.113756926	3.113756926	3.865144339	3.436729497	-0.142379977	0.169485988
MvSl-1064-A2-R4_A2g00524	MvSl-1064-A1-R4_A2	MAT	1109191	1109470	4.449956988	-5.376050118	-4.481533279	0.894516839	0.003353155	0.028088936	0.344569877	0.009794245	0.05717315	0.519994442	3.113756926	3.113756926	4.456155131	5.281219206	4.20429071	4.449618543	3.113756926	4.868687169	4.326954626	-0.474695667	0.170180813
MvSl-1064-A2-R4_A2g00221	MvSl-1064-A1-R4_A2	MAT	495144	495419	5.212414629	0.594326105	1.395285278	0.800959174	0.387702482	0.075657622	0.29468034	0.503580971	0.135345987	0.482119417	5.891664641	5.493055427	5.388558915	5.037423345	4.543663241	4.714192844	5.692360034	5.21299113	4.628928042	0.298348778	0.171433269
MvSl-1064-A2-R4_A2g00688	MvSl-1064-A1-R4_A2	MAT	1464767	1464975	10.85716507	1.53326765	2.706962861	1.173695211	2.50E-10	1.88E-25	3.56E-06	2.39E-09	6.48E-24	3.53E-05	11.95055244	11.77615052	10.396607	10.27853171	9.193607736	9.158919743	11.86335148	10.33756936	9.17626374	0.370532877	0.171918246
MvSl-1064-A2-R4_A2g00190	MvSl-1064-A1-R4_A2	MAT	427011	427244	8.382635171	-1.3165064	-0.214961288	1.101545112	0.001018802	0.605472749	0.004463571	0.003439778	0.754287738	0.020421827	7.76719531	7.705651925	9.416405643	8.476988873	8.141741964	7.720910626	7.736423618	8.946697258	7.931326295	-0.035895343	0.173793062
MvSl-1064-A2-R4_A2g00685	MvSl-1064-A1-R4_A2	MAT	1457173	1457415	13.58095064	-1.079402508	0.520674192	1.6000767	0.003977712	0.16202591	2.50E-05	0.011424873	0.257916169	0.000227161	12.83968716	13.54518294	14.52619965	14.06511489	13.09261587	12.20295161	13.19243505	14.29565727	12.64778374	0.060826276	0.176692348
MvSl-1064-A2-R4_A2g01148	MvSl-1064-A1-R4_A2	MAT	2481405	2481672	7.657087136	2.200267364	3.104304121	0.904036757	5.05E-08	7.02E-12	0.058562609	3.44E-07	7.41E-11	0.155265995	9.193587888	8.493219306	7.07624913	6.39631717	6.174138618	5.718035406	8.843403597	6.73628315	5.946087012	0.572661157	0.180012206
MvSl-1064-A2-R4_A2g01090	MvSl-1064-A1-R4_A2	MAT	2361910	2362535	4.803652789	1.574157994	2.543067713	0.968909718	0.052150721	0.00810618	0.34438715	0.102908102	0.020443391	0.519994442	5.334583991	5.982494148	4.21929665	4.743880427	4.20429071	3.70647688	5.658539069	4.481588538	3.955383795	0.516611936	0.180192511
MvSl-1064-A2-R4_A2g00458	MvSl-1064-A1-R4_A2	MAT	1017121	1017620	7.227766665	-0.094184148	0.830121924	0.924306072	0.819200023	0.065316908	0.029778693	0.91871239	0.118487162	0.096827575	6.782459175	7.826188829	7.555524919	7.425445641	6.44090174	6.77892319	7.304324002	7.49048528	6.609912465	0.144119595	0.180428022
MvSl-1064-A2-R4_A2g00284	MvSl-1064-A1-R4_A2	MAT	619530	619879	6.353388125	-1.166600304	-0.309730624	0.85686968	0.036943942	0.611354429	0.09754447	0.076971253	0.75978423	0.222195303	5.088023658	6.235634554	6.886669765	6.760457872	5.718510654	6.304276489	5.661829106	6.823563819	6.011393572	-0.086431273	0.182825951
MvSl-1064-A2-R4_A2g00461	MvSl-1064-A1-R4_A2	MAT	1019996	1020424	7.596181703	1.490870824	2.416904903	0.92603408	0.00030502	1.22E-07	0.046081776	0.001168113	7.51E-07	0.131323575	8.135672389	8.929776812	6.803264932	7.425445641	6.665951642	5.833807781	8.5327246	7.114355286	6.249879712	0.449178062	0.1869046
MvSl-1064-A2-R4_A2g00502	MvSl-1064-A1-R4_A2	MAT	1064673	1065546	9.934388702	-2.605808235	-1.33133469	1.274473545	7.87E-12	0.000420127	0.000297406	1.02E-10	0.001374719	0.001996867	8.318669916	8.197915734	10.54839502	11.06944522	9.967342262	9.019159043	8.258292825	10.80892012	9.493250652	-0.201058601	0.187248315
MvSl-1064-A2-R4_A2g01056	MvSl-1064-A1-R4_A2	MAT	2299480	2299803	12.70667212	-3.082850103	-1.383385827	1.699464276	3.17E-27	3.62E-07	2.23E-10	1.37E-25	2.06E-06	3.30E-09	10.58534605	10.80192706	13.76010053	13.78888376	12.06717734	12.08668553	10.69363655	13.77449215	12.07693144	-0.175501385	0.189745194
MvSl-1064-A2-R4_A2g01498	MvSl-1064-A1-R4_A2	MAT	3300463	3301692	9.852970005	-1.371171873	-0.040248503	1.33092337	5.35E-05	0.906846358	7.19E-05	0.000238254	1	0.000599707	8.759502387	9.570869036	10.76501073	10.37364484	9.331362385	9.191842336	9.165185711	10.56932779	9.261602361	-0.015097704	0.190549901
MvSl-1064-A2-R4_A2g00174	MvSl-1064-A1-R4_A2	MAT	401533	401897	12.38529638	-0.44948625	1.157420764	1.606907015	0.074685097	6.95E-06	5.36E-10	0.135481386	3.21E-05	7.10E-09	12.48027384	12.47272139	13.03223081	12.81025281	11.2603614	11.38000345	12.47649761	12.92124181	11.32018243	0.140315792	0.190847521
MvSl-1064-A2-R4_A2g00940	MvSl-1064-A1-R4_A2	MAT	2012628	2012780	6.651692829	-4.645688356	-3.514412251	1.131276104	4.15E-08	0.000118165	0.044182443	2.86E-07	0.000455904	0.129785927	3.113756926	4.377359676	7.992036425	6.634427432	6.357343898	6.456535164	3.745558301	7.313231929	6.406939531	-0.774454596	0.190873741
MvSl-1064-A2-R4_A2g00155	MvSl-1064-A1-R4_A2	MAT	349696	351551	14.72137715	-3.100724899	-1.127720889	1.97300401	9.32E-19	0.000595966	3.84E-09	2.01E-17	0.001901941	4.62E-08	12.63637407	12.85569123	15.96236708	15.72697833	13.96973582	13.77803948	12.74603265	15.8446727	13.87388765	-0.122323845	0.191625752
MvSl-1064-A2-R4_A2g00590	MvSl-1064-A1-R4_A2	MAT	1254819	1255109	3.330418709	-2.777403115	0	2.777403115	0.220092751	1	0.170984755	0.323261228	1	0.344035141	3.113756926	3.113756926	3.582529161	3.545895894	3.113756926	3.113756926	3.113756926	3.564212527	3.113756926	0	0.194927039
MvSl-1064-A2-R4_A2g00180	MvSl-1064-A1-R4_A2	MAT	409620	409842	3.866973179	2.358175851	5.135393952	2.777218101	0.054722029	0.004994018	0.164947713	0.107163973	0.013172995	0.337067066	3.906463375	5.284439669	3.582529161	3.545895894	3.113756926	3.113756926	4.595451522	3.564212527	3.113756926	0.561550294	0.194927039
MvSl-1064-A2-R4_A2g01690	MvSl-1064-A1-R4_A2	MAT	3729006	3729358	5.026825346	0.299461762	1.50348123	1.204019468	0.733978839	0.134428178	0.213585395	0.841390376	0.222754385	0.383415448	5.088023658	5.67528098	5.786190631	4.147759517	4.543663241	4.12537752	5.381652319	4.966975074	4.33452038	0.312176823	0.19649514
MvSl-1064-A2-R4_A2g00716	MvSl-1064-A1-R4_A2	MAT	1519880	1522626	7.295629174	3.189559419	3.471564823	0.282005405	5.57E-11	2.58E-11	0.629242341	6.25E-10	2.57E-10	0.794159438	8.861335688	8.5409732	5.870559945	5.583648736	3.759702068	6.221663967	8.701154444	5.727104341	4.990683017	0.801969552	0.198568614
MvSl-1064-A2-R4_A2g01127	MvSl-1064-A1-R4_A2	MAT	2437005	2438896	3.834796569	-4.205570147	-3.242497777	0.963072369	0.04198344	0.152278081	0.439447858	0.085119366	0.246024275	0.611226521	3.113756926	3.113756926	3.935762933	4.374944685	3.113756926	4.12537752	3.113756926	4.155353809	3.619567223	-0.217160885	0.19915411
MvSl-1064-A2-R4_A2g01611	MvSl-1064-A1-R4_A2	MAT	3535815	3538071	12.53016592	-0.410291591	1.320193262	1.730484853	0.139997897	3.48E-06	1.53E-09	0.230506092	1.71E-05	1.98E-08	12.64353838	12.68686156	12.91544633	13.21892109	11.58357089	11.06754848	12.66519997	13.06718371	11.32555969	0.161287509	0.206365892
MvSl-1064-A2-R4_A2g00780	MvSl-1064-A1-R4_A2	MAT	1646003	1646179	5.358440232	0.141865826	0.947415466	0.805549639	0.835841074	0.218467607	0.263183865	0.935345963	0.324703141	0.447585718	5.728760782	5.493055427	5.601030903	5.38922813	4.20429071	5.301718189	5.610908105	5.495129517	4.75300445	0.239394532	0.209313733
MvSl-1064-A2-R4_A2g00625	MvSl-1064-A1-R4_A2	MAT	1335133	1335486	10.68576675	-4.915350357	-3.135716717	1.77963364	9.04E-23	5.09E-11	1.97E-05	2.92E-21	4.70E-10	0.000182227	6.939723795	7.087361717	10.85318579	12.42166189	9.819068925	10.28140121	7.013542756	11.63742384	10.05023507	-0.519013962	0.211542481
MvSl-1064-A2-R4_A2g00198	MvSl-1064-A1-R4_A2	MAT	444866	445081	6.656415226	-0.570688067	0.468692737	1.039380803	0.226297599	0.373277147	0.027791013	0.328640053	0.503875418	0.090936417	6.863233303	6.114609358	7.00337878	7.115288722	6.357343898	5.833807781	6.488921331	7.059333751	6.09557584	0.090216159	0.211769514
MvSl-1064-A2-R4_A2g01540	MvSl-1064-A1-R4_A2	MAT	3386449	3386788	5.855580862	2.079349777	3.09305543	1.013705652	0.004254063	0.000183545	0.244496794	0.012084344	0.00066826	0.421349475	5.891664641	7.6631261	5.388558915	5.037423345	4.543663241	4.449618543	6.77739537	5.21299113	4.496640892	0.591883263	0.213263732
MvSl-1064-A2-R4_A2g01054	MvSl-1064-A1-R4_A2	MAT	2297255	2297921	15.4504721	-1.964087459	0.383427263	2.347514722	7.72E-08	0.278229747	2.36E-10	5.05E-07	0.397361269	3.39E-09	14.74923516	14.27674428	16.48686503	16.5049657	14.21531734	14.0794081	14.51298972	16.49591536	14.14736272	0.036811611	0.221575697
MvSl-1064-A2-R4_A2g01236	MvSl-1064-A1-R4_A2	MAT	2659780	2660855	6.151939449	-0.915743789	0.048897256	0.964641045	0.1721529	0.945937282	0.138469444	0.268081473	1	0.295821084	5.088023658	6.235634554	6.165945514	6.91301028	6.26864742	4.937684185	5.661829106	6.539477897	5.603165803	0.01502602	0.222933274
MvSl-1064-A2-R4_A2g00997	MvSl-1064-A1-R4_A2	MAT	2150048	2151803	13.64247171	-0.690682275	1.363009227	2.053691502	0.022276351	9.21E-06	5.39E-11	0.049856596	4.14E-05	8.45E-10	13.86726514	13.37117489	14.27899352	14.38062354	12.3739808	12.17715136	13.61922002	14.32980853	12.27556608	0.149854526	0.223229778
MvSl-1064-A2-R4_A2g01167	MvSl-1064-A1-R4_A2	MAT	2516737	2517698	5.954093156	-2.804682539	-1.698219736	1.106462804	0.000132934	0.039075166	0.049186317	0.000536931	0.077401766	0.135985699	4.790459237	3.87969288	6.519515207	6.719658902	5.422161035	5.833807781	4.335076058	6.619587055	5.627984408	-0.376561026	0.234122889
MvSl-1064-A2-R4_A2g01055	MvSl-1064-A1-R4_A2	MAT	2297984	2298706	14.03673686	-1.370658977	0.876705695	2.247364672	9.39E-05	0.011804373	4.73E-10	0.000388422	0.027740276	6.60E-09	13.85620696	13.2244303	14.72164615	15.13770175	12.90948671	12.45201877	13.54031863	14.92967395	12.68075274	0.094621301	0.235542271
MvSl-1064-A2-R4_A2g01063	MvSl-1064-A1-R4_A2	MAT	2313804	2314247	7.255622229	2.226314131	3.335417178	1.109103047	4.01E-09	9.07E-14	0.025485232	3.24E-08	1.23E-12	0.08500558	8.555858747	8.46873622	6.231223284	6.543842749	5.718510654	5.131152904	8.512297483	6.387533017	5.424831779	0.649970169	0.235680442
MvSl-1064-A2-R4_A2g00697	MvSl-1064-A1-R4_A2	MAT	1478454	1479989	18.75956219	-9.007637762	-5.925510492	3.08212727	3.35E-50	4.01E-29	2.45E-11	4.33E-48	2.59E-27	3.96E-10	11.26185712	11.08971533	20.09442176	20.26245169	17.13681692	17.05981333	11.17578623	20.17843672	17.09831512	-0.613477838	0.238960241
MvSl-1064-A2-R4_A2g01234	MvSl-1064-A1-R4_A2	MAT	2657352	2657913	4.789682153	-1.084108423	-0.145819339	0.938289085	0.251861714	0.890731657	0.283578641	0.357726666	1	0.467040458	3.906463375	4.746685133	4.996407205	5.281219206	3.759702068	4.937684185	4.326574254	5.138813205	4.348693126	-0.007356743	0.240853306
MvSl-1064-A2-R4_A2g00934	MvSl-1064-A1-R4_A2	MAT	1998861	2000388	4.229580071	0.465099583	1.639807871	1.174708288	0.629653057	0.165626105	0.297257194	0.746629887	0.26187315	0.484801165	4.415135258	4.746685133	4.21929665	4.374944685	3.113756926	4.12537752	4.580910195	4.297120668	3.619567223	0.33981707	0.24755308
MvSl-1064-A2-R4_A2g00707	MvSl-1064-A1-R4_A2	MAT	1504851	1505054	6.718698709	-0.023944945	1.207117736	1.231062681	0.956424565	0.016491185	0.009128967	1	0.036313828	0.035486284	7.210614686	6.72346051	6.886669765	7.115288722	5.718510654	6.040730786	6.967037598	7.000979243	5.87962072	0.244822256	0.251833636
MvSl-1064-A2-R4_A2g00275	MvSl-1064-A1-R4_A2	MAT	598689	598994	3.515144485	-3.641242856	0	3.641242856	0.096414123	1	0.064557125	0.168969837	1	0.165227889	3.113756926	3.113756926	3.113756926	4.374944685	3.113756926	3.113756926	3.113756926	3.744350806	3.113756926	0	0.266059281
MvSl-1064-A2-R4_A2g01003	MvSl-1064-A1-R4_A2	MAT	2162960	2163913	3.606647492	-0.880571788	2.756316036	3.636887825	0.58789183	0.210998413	0.071736352	0.705197393	0.317110987	0.18091558	3.906463375	3.113756926	3.113756926	4.374944685	3.113756926	3.113756926	3.510110151	3.744350806	3.113756926	0.172859979	0.266059281
MvSl-1064-A2-R4_A2g01147	MvSl-1064-A1-R4_A2	MAT	2479186	2479581	3.838491904	-1.459033365	0.338888529	1.797921895	0.303082025	0.849222397	0.188742713	0.417849085	0.968541118	0.362489111	3.113756926	3.87969288	3.935762933	4.374944685	3.759702068	3.113756926	3.496724903	4.155353809	3.436729497	0.024967997	0.273935018
MvSl-1064-A2-R4_A2g01574	MvSl-1064-A1-R4_A2	MAT	3449068	3449912	7.832389661	-3.769548934	-2.297429403	1.472119531	6.07E-11	0.000138485	0.001345598	6.54E-10	0.000526447	0.007561673	5.728760782	4.746685133	8.370817626	9.094773479	6.594765584	7.836461491	5.237722957	8.732795552	7.215613537	-0.462182319	0.275321494
MvSl-1064-A2-R4_A2g01743	MvSl-1064-A1-R4_A2	MAT	3837356	3837658	4.712537173	3.041227145	6.751297537	3.710070391	0.050165202	0.001774178	0.087478958	0.099751574	0.005067681	0.206514253	3.113756926	6.952606232	4.456155131	3.113756926	3.113756926	3.113756926	5.033181579	3.784956029	3.113756926	0.69281432	0.281620214
MvSl-1064-A2-R4_A2g00159	MvSl-1064-A1-R4_A2	MAT	358917	359140	8.665073045	3.771112634	5.122568198	1.351455564	4.70E-21	6.96E-28	0.009278553	1.21E-19	2.95E-26	0.035798595	9.980501105	10.33776091	6.097573558	6.838749523	5.048771656	5.592155623	10.15913101	6.46816154	5.320463639	0.933153126	0.281803739
MvSl-1064-A2-R4_A2g00276	MvSl-1064-A1-R4_A2	MAT	600274	600916	3.8396313	-1.467603379	0.339880937	1.807484317	0.294813601	0.848086717	0.18117279	0.407536448	0.968541118	0.354796714	3.113756926	3.87969288	4.21929665	4.147759517	3.759702068	3.113756926	3.496724903	4.183528083	3.436729497	0.024967997	0.283683817
MvSl-1064-A2-R4_A2g00167	MvSl-1064-A1-R4_A2	MAT	385448	386018	7.422756183	-2.336110296	-0.755215962	1.580894334	1.88E-07	0.131435443	6.97E-05	1.18E-06	0.218495576	0.000590743	6.292556508	5.837049558	7.934401356	8.536928285	6.920036993	6.594247765	6.064803033	8.235664821	6.757142379	-0.155952463	0.285471861
MvSl-1064-A2-R4_A2g01245	MvSl-1064-A1-R4_A2	MAT	2683100	2683291	8.486709983	1.015710713	2.596815529	1.581104816	0.008503747	1.65E-09	0.000206809	0.022662046	1.38E-08	0.001444868	8.716667388	9.794201691	8.482273066	8.223381563	6.798580746	6.89009075	9.255434539	8.352827315	6.844335748	0.435390193	0.28735408
MvSl-1064-A2-R4_A2g01218	MvSl-1064-A1-R4_A2	MAT	2621247	2622725	4.706092928	0.841235387	2.10790603	1.266670643	0.394388099	0.066111283	0.265497173	0.509746618	0.119222738	0.450039471	5.891664641	4.377359676	4.21929665	5.037423345	3.113756926	4.449618543	5.134512159	4.628359997	3.781687735	0.441196969	0.291470842
MvSl-1064-A2-R4_A2g00523	MvSl-1064-A1-R4_A2	MAT	1107766	1109047	4.527194043	0.08751914	1.337192221	1.249673081	0.92486765	0.228533631	0.224945192	1	0.336615064	0.398276247	4.790459237	4.746685133	4.837790381	4.571173904	4.543663241	3.113756926	4.768572185	4.704482142	3.828710084	0.316698935	0.297177502
