gida1	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	DE	DE2
MvSl-1064-A1-R4_MC05-1g06220	Auto	Auto	1	87	87	NON	NON
MvSl-1064-A1-R4_MC05-1g06222	Auto	Auto	3	100.333	301	NON	NON
MvSl-1064-A1-R4_MC05-1g06223	Auto	Auto	6	84.6667	508	NON	NON
MvSl-1064-A1-R4_MC05-1g06224	Auto	Auto	3	91.6667	275	NON	NON
MvSl-1064-A1-R4_MC05-1g06225	Auto	Auto	2	71	142	NON	NON
MvSl-1064-A1-R4_MC05-1g06227	Auto	Auto	5	105.2	526	NON	NON
MvSl-1064-A1-R4_MC05-1g06228	Auto	Auto	2	78.5	157	NON	NON
MvSl-1064-A1-R4_MC05-1g06229	Auto	Auto	3	91.3333	274	NON	NON
MvSl-1064-A1-R4_MC05-1g06230	Auto	Auto	2	54	108	NON	NON
MvSl-1064-A1-R4_MC05-1g06231	Auto	Auto	1	125	125	NON	NON
MvSl-1064-A1-R4_MC05-1g06232	Auto	Auto	1	41	41	NON	NON
MvSl-1064-A1-R4_MC05-1g06233	Auto	Auto	11	85.9091	945	NON	NON
MvSl-1064-A1-R4_MC05-1g06235	Auto	Auto	11	80.0909	881	NON	NON
MvSl-1064-A1-R4_MC05-1g06236	Auto	Auto	4	125.5	502	NON	NON
MvSl-1064-A1-R4_MC05-1g06237	Auto	Auto	2	106	212	NON	NON
MvSl-1064-A1-R4_MC05-1g06238	Auto	Auto	5	89.2	446	NON	NON
MvSl-1064-A1-R4_MC05-1g06239	Auto	Auto	3	92.6667	278	NON	NON
MvSl-1064-A1-R4_MC05-1g06240	Auto	Auto	4	119.5	478	NON	NON
MvSl-1064-A1-R4_MC05-1g06241	Auto	Auto	5	73.8	369	NON	NON
MvSl-1064-A1-R4_MC05-1g06242	Auto	Auto	4	90.5	362	NON	NON
MvSl-1064-A1-R4_MC05-1g06243	Auto	Auto	3	79	237	NON	NON
MvSl-1064-A1-R4_MC05-1g06246	Auto	Auto	2	164.5	329	NON	NON
MvSl-1064-A1-R4_MC05-1g06247	Auto	Auto	7	89.8571	629	NON	NON
MvSl-1064-A1-R4_MC05-1g06248	Auto	Auto	3	69.6667	209	NON	NON
MvSl-1064-A1-R4_MC05-1g06249	Auto	Auto	4	79	316	NON	NON
MvSl-1064-A1-R4_MC05-1g06250	Auto	Auto	4	75.25	301	NON	NON
MvSl-1064-A1-R4_MC05-1g06251	Auto	Auto	9	121.222	1091	NON	NON
MvSl-1064-A1-R4_MC05-1g06252	Auto	Auto	5	92.4	462	NON	NON
MvSl-1064-A1-R4_MC05-1g06253	Auto	Auto	4	89.25	357	NON	NON
MvSl-1064-A1-R4_MC05-1g06255	Auto	Auto	8	103.875	831	NON	NON
MvSl-1064-A1-R4_MC05-1g06257	Auto	Auto	2	104.5	209	NON	NON
MvSl-1064-A1-R4_MC05-1g06260	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A1-R4_MC05-1g06266	Auto	Auto	1	255	255	NON	NON
MvSl-1064-A1-R4_MC05-1g06267	Auto	Auto	1	114	114	NON	NON
MvSl-1064-A1-R4_MC05-1g06279	Auto	Auto	1	58	58	NON	NON
MvSl-1064-A1-R4_MC05-1g06292	Auto	Auto	3	316.333	949	NON	NON
MvSl-1064-A1-R4_MC05-2g06302	Auto	Auto	3	130	390	NON	NON
MvSl-1064-A1-R4_MC05-2g06309	Auto	Auto	3	60.3333	181	NON	NON
MvSl-1064-A1-R4_MC05-2g06311	Auto	Auto	9	98	882	NON	NON
MvSl-1064-A1-R4_MC05-2g06314	Auto	Auto	8	89.5	716	NON	NON
MvSl-1064-A1-R4_MC05-2g06316	Auto	Auto	1	69	69	NON	NON
MvSl-1064-A1-R4_MC05-2g06317	Auto	Auto	10	79.1	791	NON	NON
MvSl-1064-A1-R4_MC05-2g06319	Auto	Auto	2	90.5	181	NON	NON
MvSl-1064-A1-R4_MC05-2g06320	Auto	Auto	7	87.7143	614	NON	NON
MvSl-1064-A1-R4_MC05-2g06321	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06322	Auto	Auto	4	91.25	365	NON	NON
MvSl-1064-A1-R4_MC05-2g06323	Auto	Auto	2	82	164	NON	NON
MvSl-1064-A1-R4_MC05-2g06324	Auto	Auto	7	98.2857	688	NON	NON
MvSl-1064-A1-R4_MC05-2g06325	Auto	Auto	5	94.4	472	NON	NON
MvSl-1064-A1-R4_MC05-2g06326	Auto	Auto	2	89	178	NON	NON
MvSl-1064-A1-R4_MC05-2g06327	Auto	Auto	8	66.875	535	NON	NON
MvSl-1064-A1-R4_MC05-2g06333	Auto	Auto	4	84	336	NON	NON
MvSl-1064-A1-R4_MC05-2g06334	Auto	Auto	3	62	186	NON	NON
MvSl-1064-A1-R4_MC05-2g06336	Auto	Auto	2	112	224	NON	NON
MvSl-1064-A1-R4_MC05-2g06339	Auto	Auto	4	120.75	483	NON	NON
MvSl-1064-A1-R4_MC05-2g06340	Auto	Auto	10	97.1	971	NON	NON
MvSl-1064-A1-R4_MC05-2g06341	Auto	Auto	1	68	68	NON	NON
MvSl-1064-A1-R4_MC05-2g06343	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A1-R4_MC05-2g06344	Auto	Auto	2	56.5	113	NON	NON
MvSl-1064-A1-R4_MC05-2g06347	Auto	Auto	2	90	180	NON	NON
MvSl-1064-A1-R4_MC05-2g06349	Auto	Auto	5	80.6	403	NON	NON
MvSl-1064-A1-R4_MC05-2g06350	Auto	Auto	3	123	369	NON	NON
MvSl-1064-A1-R4_MC05-2g06352	Auto	Auto	2	65.5	131	NON	NON
MvSl-1064-A1-R4_MC05-2g06353	Auto	Auto	6	88.8333	533	NON	NON
MvSl-1064-A1-R4_MC05-2g06354	Auto	Auto	16	84.0625	1345	NON	NON
MvSl-1064-A1-R4_MC05-2g06355	Auto	Auto	3	198	594	NON	NON
MvSl-1064-A1-R4_MC05-2g06356	Auto	Auto	4	149.5	598	NON	NON
MvSl-1064-A1-R4_MC05-2g06357	Auto	Auto	6	69.8333	419	NON	NON
MvSl-1064-A1-R4_MC05-2g06358	Auto	Auto	7	84.8571	594	NON	NON
MvSl-1064-A1-R4_MC05-2g06359	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06360	Auto	Auto	2	73	146	NON	NON
MvSl-1064-A1-R4_MC05-2g06361	Auto	Auto	2	301.5	603	NON	NON
MvSl-1064-A1-R4_MC05-2g06362	Auto	Auto	7	86.4286	605	NON	NON
MvSl-1064-A1-R4_MC05-2g06363	Auto	Auto	5	88	440	NON	NON
MvSl-1064-A1-R4_MC05-2g06364	Auto	Auto	7	73.4286	514	NON	NON
MvSl-1064-A1-R4_MC05-2g06366	Auto	Auto	5	138.8	694	NON	NON
MvSl-1064-A1-R4_MC05-2g06374	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06376	Auto	Auto	1	84	84	NON	NON
MvSl-1064-A1-R4_MC05-2g06377	Auto	Auto	4	120.5	482	NON	NON
MvSl-1064-A1-R4_MC05-2g06378	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06379	Auto	Auto	3	71.3333	214	NON	NON
MvSl-1064-A1-R4_MC05-2g06381	Auto	Auto	7	95.7143	670	NON	NON
MvSl-1064-A1-R4_MC05-2g06382	Auto	Auto	4	92.25	369	NON	NON
MvSl-1064-A1-R4_MC05-2g06383	Auto	Auto	3	108	324	NON	NON
MvSl-1064-A1-R4_MC05-2g06384	Auto	Auto	2	151.5	303	NON	NON
MvSl-1064-A1-R4_MC05-2g06385	Auto	Auto	6	87.8333	527	NON	NON
MvSl-1064-A1-R4_MC05-2g06386	Auto	Auto	2	94.5	189	NON	NON
MvSl-1064-A1-R4_MC05-2g06387	Auto	Auto	6	92	552	NON	NON
MvSl-1064-A1-R4_MC05-2g06388	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06389	Auto	Auto	1	135	135	NON	NON
MvSl-1064-A1-R4_MC05-2g06390	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06391	Auto	Auto	4	205.75	823	NON	NON
MvSl-1064-A1-R4_MC05-2g06392	Auto	Auto	2	192	384	NON	NON
MvSl-1064-A1-R4_MC05-2g06395	Auto	Auto	2	77.5	155	NON	NON
MvSl-1064-A1-R4_MC05-2g06397	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06399	Auto	Auto	4	125.25	501	NON	NON
MvSl-1064-A1-R4_MC05-2g06400	Auto	Auto	8	93.25	746	NON	NON
MvSl-1064-A1-R4_MC05-2g06401	Auto	Auto	10	90.2	902	NON	NON
MvSl-1064-A1-R4_MC05-2g06402	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06403	Auto	Auto	6	106.167	637	NON	NON
MvSl-1064-A1-R4_MC05-2g06404	Auto	Auto	4	101	404	NON	NON
MvSl-1064-A1-R4_MC05-2g06405	Auto	Auto	4	99.75	399	NON	NON
MvSl-1064-A1-R4_MC05-2g06406	Auto	Auto	6	97.8333	587	NON	NON
MvSl-1064-A1-R4_MC05-2g06408	Auto	Auto	10	91.7	917	NON	NON
MvSl-1064-A1-R4_MC05-2g06409	Auto	Auto	3	68	204	NON	NON
MvSl-1064-A1-R4_MC05-2g06414	Auto	Auto	2	74	148	NON	NON
MvSl-1064-A1-R4_MC05-2g06415	Auto	Auto	7	82.5714	578	NON	NON
MvSl-1064-A1-R4_MC05-2g06416	Auto	Auto	11	83	913	NON	NON
MvSl-1064-A1-R4_MC05-2g06417	Auto	Auto	2	80.5	161	NON	NON
MvSl-1064-A1-R4_MC05-2g06419	Auto	Auto	6	64	384	NON	NON
MvSl-1064-A1-R4_MC05-2g06422	Auto	Auto	1	49	49	NON	NON
MvSl-1064-A1-R4_MC05-2g06425	Auto	Auto	2	139	278	NON	NON
MvSl-1064-A1-R4_MC05-2g06426	Auto	Auto	1	104	104	NON	NON
MvSl-1064-A1-R4_MC05-2g06427	Auto	Auto	2	124	248	NON	NON
MvSl-1064-A1-R4_MC05-2g06429	Auto	Auto	4	115.25	461	NON	NON
MvSl-1064-A1-R4_MC05-2g06430	Auto	Auto	8	80	640	NON	NON
MvSl-1064-A1-R4_MC05-2g06432	Auto	Auto	5	73.8	369	NON	NON
MvSl-1064-A1-R4_MC05-2g06434	Auto	Auto	2	76	152	NON	NON
MvSl-1064-A1-R4_MC05-2g06435	Auto	Auto	6	114	684	NON	NON
MvSl-1064-A1-R4_MC05-2g06436	Auto	Auto	7	83.8571	587	NON	NON
MvSl-1064-A1-R4_MC05-2g06439	Auto	Auto	2	218	436	NON	NON
MvSl-1064-A1-R4_MC05-2g06440	Auto	Auto	5	83.4	417	NON	NON
MvSl-1064-A1-R4_MC05-2g06441	Auto	Auto	2	91.5	183	NON	NON
MvSl-1064-A1-R4_MC05-2g06443	Auto	Auto	4	69.5	278	NON	NON
MvSl-1064-A1-R4_MC05-2g06445	Auto	Auto	5	88.6	443	NON	NON
MvSl-1064-A1-R4_MC05-2g06446	Auto	Auto	9	66	594	NON	NON
MvSl-1064-A1-R4_MC05-2g06448	Auto	Auto	13	118.385	1539	NON	NON
MvSl-1064-A1-R4_MC05-2g06449	Auto	Auto	3	166.333	499	NON	NON
MvSl-1064-A1-R4_MC05-2g06450	Auto	Auto	2	59.5	119	NON	NON
MvSl-1064-A1-R4_MC05-2g06451	Auto	Auto	2	197	394	NON	NON
MvSl-1064-A1-R4_MC05-2g06452	Auto	Auto	1	197	197	NON	NON
MvSl-1064-A1-R4_MC05-2g06453	Auto	Auto	6	73.5	441	NON	NON
MvSl-1064-A1-R4_MC05-2g06454	Auto	Auto	3	88.3333	265	NON	NON
MvSl-1064-A1-R4_MC05-2g06456	Auto	Auto	3	93	279	NON	NON
MvSl-1064-A1-R4_MC05-2g06458	Auto	Auto	2	88.5	177	NON	NON
MvSl-1064-A1-R4_MC05-2g06459	Auto	Auto	2	216.5	433	NON	NON
MvSl-1064-A1-R4_MC05-2g06461	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A1-R4_MC05-2g06462	Auto	Auto	2	59	118	NON	NON
MvSl-1064-A1-R4_MC05-2g06463	Auto	Auto	12	88.6667	1064	NON	NON
MvSl-1064-A1-R4_MC05-2g06464	Auto	Auto	4	157.25	629	NON	NON
MvSl-1064-A1-R4_MC05-2g06465	Auto	Auto	2	126	252	NON	NON
MvSl-1064-A1-R4_MC05-2g06466	Auto	Auto	4	77.75	311	NON	NON
MvSl-1064-A1-R4_MC05-2g06467	Auto	Auto	5	99.4	497	NON	NON
MvSl-1064-A1-R4_MC05-2g06468	Auto	Auto	4	81.25	325	NON	NON
MvSl-1064-A1-R4_MC05-2g06469	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06471	Auto	Auto	3	118	354	NON	NON
MvSl-1064-A1-R4_MC05-2g06472	Auto	Auto	1	50	50	NON	NON
MvSl-1064-A1-R4_MC05-2g06473	Auto	Auto	3	76	228	NON	NON
MvSl-1064-A1-R4_MC05-2g06474	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-2g06475	Auto	Auto	4	102.25	409	NON	NON
MvSl-1064-A1-R4_MC05-2g06476	Auto	Auto	1	61	61	NON	NON
MvSl-1064-A1-R4_MC05-2g06477	Auto	Auto	2	76	152	NON	NON
MvSl-1064-A1-R4_MC05-2g06478	Auto	Auto	6	80	480	NON	NON
MvSl-1064-A1-R4_MC05-2g06479	Auto	Auto	5	71.8	359	NON	NON
MvSl-1064-A1-R4_MC05-2g06480	Auto	Auto	4	126	504	NON	NON
MvSl-1064-A1-R4_MC05-2g06484	Auto	Auto	20	89.05	1781	NON	NON
MvSl-1064-A1-R4_MC05-3g06505	Auto	Auto	3	75	225	NON	NON
MvSl-1064-A1-R4_MC05-3g06506	Auto	Auto	4	84	336	NON	NON
MvSl-1064-A1-R4_MC05-3g06507	Auto	Auto	3	65.6667	197	NON	NON
MvSl-1064-A1-R4_MC05-3g06508	Auto	Auto	3	74	222	NON	NON
MvSl-1064-A1-R4_MC05-3g06509	Auto	Auto	7	89	623	NON	NON
MvSl-1064-A1-R4_MC05-3g06510	Auto	Auto	5	82.4	412	NON	NON
MvSl-1064-A1-R4_MC05-3g06512	Auto	Auto	6	110.833	665	NON	NON
MvSl-1064-A1-R4_MC05-3g06521	Auto	Auto	4	97	388	NON	NON
MvSl-1064-A1-R4_MC05-3g06522	Auto	Auto	4	71.75	287	NON	NON
MvSl-1064-A1-R4_MC05-3g06525	Auto	Auto	2	75.5	151	NON	NON
MvSl-1064-A1-R4_MC05-3g06526	Auto	Auto	3	91	273	NON	NON
MvSl-1064-A1-R4_MC05-3g06527	Auto	Auto	2	86.5	173	NON	NON
MvSl-1064-A1-R4_MC05-3g06528	Auto	Auto	12	106.75	1281	NON	NON
MvSl-1064-A1-R4_MC05-3g06529	Auto	Auto	6	98.5	591	NON	NON
MvSl-1064-A1-R4_MC05-3g06530	Auto	Auto	1	159	159	NON	NON
MvSl-1064-A1-R4_MC05-3g06531	Auto	Auto	9	111.222	1001	NON	NON
MvSl-1064-A1-R4_MC05-3g06533	Auto	Auto	3	112.667	338	NON	NON
MvSl-1064-A1-R4_MC05-3g06534	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06535	Auto	Auto	1	82	82	NON	NON
MvSl-1064-A1-R4_MC05-3g06536	Auto	Auto	2	85.5	171	NON	NON
MvSl-1064-A1-R4_MC05-3g06539	Auto	Auto	16	101.688	1627	NON	NON
MvSl-1064-A1-R4_MC05-3g06540	Auto	Auto	5	92	460	NON	NON
MvSl-1064-A1-R4_MC05-3g06541	Auto	Auto	2	113	226	NON	NON
MvSl-1064-A1-R4_MC05-3g06542	Auto	Auto	3	88.6667	266	NON	NON
MvSl-1064-A1-R4_MC05-3g06543	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06544	Auto	Auto	7	71.4286	500	NON	NON
MvSl-1064-A1-R4_MC05-3g06545	Auto	Auto	3	209.667	629	NON	NON
MvSl-1064-A1-R4_MC05-3g06546	Auto	Auto	9	110.667	996	NON	NON
MvSl-1064-A1-R4_MC05-3g06547	Auto	Auto	1	175	175	NON	NON
MvSl-1064-A1-R4_MC05-3g06548	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A1-R4_MC05-3g06549	Auto	Auto	9	107.889	971	NON	NON
MvSl-1064-A1-R4_MC05-3g06550	Auto	Auto	7	122.714	859	NON	NON
MvSl-1064-A1-R4_MC05-3g06551	Auto	Auto	6	80.6667	484	NON	NON
MvSl-1064-A1-R4_MC05-3g06552	Auto	Auto	6	127	762	NON	NON
MvSl-1064-A1-R4_MC05-3g06553	Auto	Auto	4	66.25	265	NON	NON
MvSl-1064-A1-R4_MC05-3g06554	Auto	Auto	3	74	222	NON	NON
MvSl-1064-A1-R4_MC05-3g06556	Auto	Auto	11	72.4545	797	NON	NON
MvSl-1064-A1-R4_MC05-3g06557	Auto	Auto	6	75.6667	454	NON	NON
MvSl-1064-A1-R4_MC05-3g06560	Auto	Auto	1	94	94	NON	NON
MvSl-1064-A1-R4_MC05-3g06561	Auto	Auto	4	71.5	286	NON	NON
MvSl-1064-A1-R4_MC05-3g06562	Auto	Auto	5	126	630	NON	NON
MvSl-1064-A1-R4_MC05-3g06563	Auto	Auto	7	104.286	730	NON	NON
MvSl-1064-A1-R4_MC05-3g06564	Auto	Auto	6	123.5	741	NON	NON
MvSl-1064-A1-R4_MC05-3g06565	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06567	Auto	Auto	7	93	651	NON	NON
MvSl-1064-A1-R4_MC05-3g06568	Auto	Auto	6	76	456	NON	NON
MvSl-1064-A1-R4_MC05-3g06569	Auto	Auto	10	107.3	1073	NON	NON
MvSl-1064-A1-R4_MC05-3g06570	Auto	Auto	1	110	110	NON	NON
MvSl-1064-A1-R4_MC05-3g06571	Auto	Auto	1	52	52	NON	NON
MvSl-1064-A1-R4_MC05-3g06572	Auto	Auto	1	83	83	NON	NON
MvSl-1064-A1-R4_MC05-3g06573	Auto	Auto	3	109.667	329	NON	NON
MvSl-1064-A1-R4_MC05-3g06574	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06575	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06576	Auto	Auto	1	128	128	NON	NON
MvSl-1064-A1-R4_MC05-3g06577	Auto	Auto	2	158	316	NON	NON
MvSl-1064-A1-R4_MC05-3g06578	Auto	Auto	9	97.5556	878	NON	NON
MvSl-1064-A1-R4_MC05-3g06579	Auto	Auto	4	143.5	574	NON	NON
MvSl-1064-A1-R4_MC05-3g06580	Auto	Auto	1	64	64	NON	NON
MvSl-1064-A1-R4_MC05-3g06581	Auto	Auto	3	84.6667	254	NON	NON
MvSl-1064-A1-R4_MC05-3g06582	Auto	Auto	7	93.1429	652	NON	NON
MvSl-1064-A1-R4_MC05-3g06583	Auto	Auto	7	75	525	NON	NON
MvSl-1064-A1-R4_MC05-3g06584	Auto	Auto	5	80.6	403	NON	NON
MvSl-1064-A1-R4_MC05-3g06585	Auto	Auto	4	86.5	346	NON	NON
MvSl-1064-A1-R4_MC05-3g06586	Auto	Auto	1	444	444	NON	NON
MvSl-1064-A1-R4_MC05-3g06587	Auto	Auto	4	78.75	315	NON	NON
MvSl-1064-A1-R4_MC05-3g06588	Auto	Auto	5	108.2	541	NON	NON
MvSl-1064-A1-R4_MC05-3g06589	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06590	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06592	Auto	Auto	11	72	792	NON	NON
MvSl-1064-A1-R4_MC05-3g06593	Auto	Auto	1	118	118	NON	NON
MvSl-1064-A1-R4_MC05-3g06594	Auto	Auto	3	108.333	325	NON	NON
MvSl-1064-A1-R4_MC05-3g06595	Auto	Auto	1	84	84	NON	NON
MvSl-1064-A1-R4_MC05-3g06597	Auto	Auto	4	88	352	NON	NON
MvSl-1064-A1-R4_MC05-3g06600	Auto	Auto	1	53	53	NON	NON
MvSl-1064-A1-R4_MC05-3g06601	Auto	Auto	3	55	165	NON	NON
MvSl-1064-A1-R4_MC05-3g06602	Auto	Auto	2	66.5	133	NON	NON
MvSl-1064-A1-R4_MC05-3g06603	Auto	Auto	5	114.2	571	NON	NON
MvSl-1064-A1-R4_MC05-3g06604	Auto	Auto	1	82	82	NON	NON
MvSl-1064-A1-R4_MC05-3g06605	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06606	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06607	Auto	Auto	1	255	255	NON	NON
MvSl-1064-A1-R4_MC05-3g06608	Auto	Auto	4	96.5	386	NON	NON
MvSl-1064-A1-R4_MC05-3g06609	Auto	Auto	2	185	370	NON	NON
MvSl-1064-A1-R4_MC05-3g06610	Auto	Auto	14	92.1429	1290	NON	NON
MvSl-1064-A1-R4_MC05-3g06611	Auto	Auto	3	148.333	445	NON	NON
MvSl-1064-A1-R4_MC05-3g06612	Auto	Auto	4	86	344	NON	NON
MvSl-1064-A1-R4_MC05-3g06613	Auto	Auto	8	72.25	578	NON	NON
MvSl-1064-A1-R4_MC05-3g06614	Auto	Auto	3	108.667	326	NON	NON
MvSl-1064-A1-R4_MC05-3g06615	Auto	Auto	1	83	83	NON	NON
MvSl-1064-A1-R4_MC05-3g06616	Auto	Auto	4	93.25	373	NON	NON
MvSl-1064-A1-R4_MC05-3g06617	Auto	Auto	1	103	103	NON	NON
MvSl-1064-A1-R4_MC05-3g06618	Auto	Auto	5	96.2	481	NON	NON
MvSl-1064-A1-R4_MC05-3g06619	Auto	Auto	3	112.333	337	NON	NON
MvSl-1064-A1-R4_MC05-3g06620	Auto	Auto	1	76	76	NON	NON
MvSl-1064-A1-R4_MC05-3g06621	Auto	Auto	5	79.4	397	NON	NON
MvSl-1064-A1-R4_MC05-3g06622	Auto	Auto	6	156.5	939	NON	NON
MvSl-1064-A1-R4_MC05-3g06623	Auto	Auto	7	98.1429	687	NON	NON
MvSl-1064-A1-R4_MC05-3g06624	Auto	Auto	3	104	312	NON	NON
MvSl-1064-A1-R4_MC05-3g06625	Auto	Auto	4	63.5	254	NON	NON
MvSl-1064-A1-R4_MC05-3g06626	Auto	Auto	5	75	375	NON	NON
MvSl-1064-A1-R4_MC05-3g06627	Auto	Auto	4	69	276	NON	NON
MvSl-1064-A1-R4_MC05-3g06628	Auto	Auto	6	79.8333	479	NON	NON
MvSl-1064-A1-R4_MC05-3g06629	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06630	Auto	Auto	1	87	87	NON	NON
MvSl-1064-A1-R4_MC05-3g06631	Auto	Auto	3	96.3333	289	NON	NON
MvSl-1064-A1-R4_MC05-3g06632	Auto	Auto	3	106.333	319	NON	NON
MvSl-1064-A1-R4_MC05-3g06633	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A1-R4_MC05-3g06634	Auto	Auto	5	108.8	544	NON	NON
MvSl-1064-A1-R4_MC05-3g06635	Auto	Auto	2	75.5	151	NON	NON
MvSl-1064-A1-R4_MC05-3g06636	Auto	Auto	2	68.5	137	NON	NON
MvSl-1064-A1-R4_MC05-3g06637	Auto	Auto	4	133.5	534	NON	NON
MvSl-1064-A1-R4_MC05-3g06638	Auto	Auto	3	105	315	NON	NON
MvSl-1064-A1-R4_MC05-3g06639	Auto	Auto	1	114	114	NON	NON
MvSl-1064-A1-R4_MC05-3g06640	Auto	Auto	1	111	111	NON	NON
MvSl-1064-A1-R4_MC05-3g06641	Auto	Auto	3	106.333	319	NON	NON
MvSl-1064-A1-R4_MC05-3g06644	Auto	Auto	2	68.5	137	NON	NON
MvSl-1064-A1-R4_MC05-3g06645	Auto	Auto	3	82.6667	248	NON	NON
MvSl-1064-A1-R4_MC05-3g06646	Auto	Auto	4	79.5	318	NON	NON
MvSl-1064-A1-R4_MC05-3g06647	Auto	Auto	10	84.2	842	NON	NON
MvSl-1064-A1-R4_MC05-3g06648	Auto	Auto	6	74.8333	449	NON	NON
MvSl-1064-A1-R4_MC05-3g06649	Auto	Auto	2	87.5	175	NON	NON
MvSl-1064-A1-R4_MC05-3g06650	Auto	Auto	14	102.929	1441	NON	NON
MvSl-1064-A1-R4_MC05-3g06651	Auto	Auto	6	128	768	NON	NON
MvSl-1064-A1-R4_MC05-3g06652	Auto	Auto	2	165.5	331	NON	NON
MvSl-1064-A1-R4_MC05-3g06653	Auto	Auto	9	109.556	986	NON	NON
MvSl-1064-A1-R4_MC05-3g06654	Auto	Auto	3	226.333	679	NON	NON
MvSl-1064-A1-R4_MC05-3g06655	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06656	Auto	Auto	4	125.25	501	NON	NON
MvSl-1064-A1-R4_MC05-3g06657	Auto	Auto	2	124.5	249	NON	NON
MvSl-1064-A1-R4_MC05-3g06658	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06659	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC05-3g06660	Auto	Auto	9	92.7778	835	NON	NON
MvSl-1064-A1-R4_MC05-3g06661	Auto	Auto	3	100.333	301	NON	NON
MvSl-1064-A1-R4_MC05-3g06662	Auto	Auto	4	80.5	322	NON	NON
MvSl-1064-A1-R4_MC05-3g06663	Auto	Auto	2	66.5	133	NON	NON
MvSl-1064-A1-R4_MC05-3g06664	Auto	Auto	6	73	438	NON	NON
MvSl-1064-A1-R4_MC05-3g06665	Auto	Auto	1	58	58	NON	NON
MvSl-1064-A1-R4_MC05-3g06666	Auto	Auto	7	98.5714	690	NON	NON
MvSl-1064-A1-R4_MC05-3g06669	Auto	Auto	3	100.333	301	NON	NON
MvSl-1064-A1-R4_MC05-3g06670	Auto	Auto	8	88.75	710	NON	NON
MvSl-1064-A1-R4_MC05-3g06671	Auto	Auto	1	115	115	NON	NON
MvSl-1064-A1-R4_MC05-3g06672	Auto	Auto	2	58.5	117	NON	NON
MvSl-1064-A1-R4_MC05-3g06673	Auto	Auto	4	82.25	329	NON	NON
MvSl-1064-A1-R4_MC05-3g06674	Auto	Auto	2	76	152	NON	NON
MvSl-1064-A1-R4_MC05-3g06675	Auto	Auto	6	105.667	634	NON	NON
MvSl-1064-A1-R4_MC05-3g06676	Auto	Auto	2	78.5	157	NON	NON
MvSl-1064-A1-R4_MC05-3g06677	Auto	Auto	2	86.5	173	NON	NON
MvSl-1064-A1-R4_MC05-3g06678	Auto	Auto	4	94.25	377	NON	NON
MvSl-1064-A1-R4_MC05-3g06679	Auto	Auto	4	79.75	319	NON	NON
MvSl-1064-A1-R4_MC05-3g06680	Auto	Auto	2	87.5	175	NON	NON
MvSl-1064-A1-R4_MC05-3g06682	Auto	Auto	9	100	900	NON	NON
MvSl-1064-A1-R4_MC05-3g06683	Auto	Auto	3	75	225	NON	NON
MvSl-1064-A1-R4_MC05-3g06684	Auto	Auto	4	117.75	471	NON	NON
MvSl-1064-A1-R4_MC05-3g06685	Auto	Auto	2	87	174	NON	NON
MvSl-1064-A1-R4_MC05-3g06686	Auto	Auto	1	107	107	NON	NON
MvSl-1064-A1-R4_MC05-3g06687	Auto	Auto	3	143.333	430	NON	NON
MvSl-1064-A1-R4_MC05-3g06688	Auto	Auto	2	60.5	121	NON	NON
MvSl-1064-A1-R4_MC05-3g06689	Auto	Auto	5	72.4	362	NON	NON
