gida1	prot	cds	part8	youngold	intron_nr	intron_mean	intron_total	DE	DE2	haploid
MvSl-1064-A1-R4_MC05-2g06306	1621	4866	Auto	Auto	6	142	852	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06309	331	996	Auto	Auto	3	60.3333	181	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06311	1751	5256	Auto	Auto	9	98	882	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06312	960	2883	Auto	Auto	5	72.8	364	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06314	1292	3879	Auto	Auto	8	89.5	716	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06316	41	126	Auto	Auto	1	69	69	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06317	504	1515	Auto	Auto	10	79.1	791	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06318	1767	5304	Auto	Auto	15	81	1215	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06319	169	510	Auto	Auto	2	90.5	181	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06320	812	2439	Auto	Auto	7	87.7143	614	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06321	227	684	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06322	208	627	Auto	Auto	4	91.25	365	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06323	338	1017	Auto	Auto	2	82	164	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06324	593	1782	Auto	Auto	7	98.2857	688	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06325	483	1452	Auto	Auto	5	94.4	472	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06326	388	1167	Auto	Auto	2	89	178	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06327	558	1677	Auto	Auto	8	66.875	535	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06333	445	1338	Auto	Auto	4	84	336	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06334	234	705	Auto	Auto	3	62	186	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06335	1480	4443	Auto	Auto	9	80	720	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06336	111	336	Auto	Auto	2	112	224	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06338	284	855	Auto	Auto	2	99	198	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06339	576	1731	Auto	Auto	4	120.75	483	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06340	376	1131	Auto	Auto	10	97.1	971	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06341	349	1050	Auto	Auto	1	68	68	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06342	200	603	Auto	Auto	3	55.3333	166	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06343	940	2823	Auto	Auto	3	71.6667	215	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06344	380	1143	Auto	Auto	2	56.5	113	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06347	201	606	Auto	Auto	2	90	180	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06349	1531	4596	Auto	Auto	5	80.6	403	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06350	752	2259	Auto	Auto	3	123	369	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06352	231	696	Auto	Auto	2	65.5	131	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06353	105	318	Auto	Auto	6	88.8333	533	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06354	2249	6750	Auto	Auto	16	84.0625	1345	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06355	338	1017	Auto	Auto	3	198	594	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06356	328	987	Auto	Auto	4	151	598	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06357	1273	3822	Auto	Auto	6	69.8333	419	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06358	1155	3468	Auto	Auto	7	84.8571	594	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06359	90	273	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06360	301	906	Auto	Auto	2	73	146	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06361	268	807	Auto	Auto	2	301.5	605	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06362	153	462	Auto	Auto	7	86.4286	605	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06363	354	1065	Auto	Auto	5	88	440	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06364	939	2820	Auto	Auto	7	73.4286	514	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06366	554	1665	Auto	Auto	5	138.8	694	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06373	549	1650	Auto	Auto	8	74.375	595	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06374	159	480	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06375	157	474	Auto	Auto	2	52	104	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06376	156	471	Auto	Auto	1	84	84	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06377	203	612	Auto	Auto	4	120.5	482	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06378	363	1092	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06379	1168	3507	Auto	Auto	3	71.3333	214	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06381	373	1122	Auto	Auto	7	95.7143	670	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06382	464	1395	Auto	Auto	4	92.25	369	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06383	172	519	Auto	Auto	3	108	324	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06384	120	363	Auto	Auto	2	151.5	303	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06385	332	999	Auto	Auto	6	87.8333	527	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06386	151	456	Auto	Auto	2	94.5	189	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06387	503	1512	Auto	Auto	6	92	552	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06388	82	249	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06389	238	717	Auto	Auto	1	135	135	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06390	104	315	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06391	550	1653	Auto	Auto	4	205.75	823	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06392	588	1767	Auto	Auto	2	192	384	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06394	376	1131	Auto	Auto	3	52.3333	157	Down	DE	A1
MvSl-1064-A1-R4_MC05-2g06395	63	192	Auto	Auto	2	77.5	155	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06397	157	474	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06399	745	2238	Auto	Auto	4	125.25	501	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06400	619	1860	Auto	Auto	8	93.25	746	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06401	654	1965	Auto	Auto	10	90.2	902	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06402	99	300	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06403	333	1002	Auto	Auto	6	106.167	637	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06404	295	888	Auto	Auto	4	101	404	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06405	3265	9798	Auto	Auto	4	99.75	399	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06406	187	564	Auto	Auto	6	97.8333	587	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06408	817	2454	Auto	Auto	10	91.7	917	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06409	1481	4446	Auto	Auto	3	68	204	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06414	139	420	Auto	Auto	2	74	148	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06415	184	555	Auto	Auto	7	82.5714	578	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06416	914	2745	Auto	Auto	11	83	913	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06417	1000	3003	Auto	Auto	2	80.5	161	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06418	323	972	Auto	Auto	4	66.75	267	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06419	362	1089	Auto	Auto	6	64	384	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06420	501	1506	Auto	Auto	6	94.8333	569	Down	DE	A1
MvSl-1064-A1-R4_MC05-2g06422	178	537	Auto	Auto	1	49	49	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06425	228	687	Auto	Auto	2	139	278	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06426	205	618	Auto	Auto	1	104	104	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06427	179	540	Auto	Auto	2	124	248	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06429	369	1110	Auto	Auto	4	115.25	461	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06430	239	720	Auto	Auto	8	80	640	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06432	402	1209	Auto	Auto	5	73.8	369	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06434	167	504	Auto	Auto	2	76	152	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06435	644	1935	Auto	Auto	6	114	684	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06436	338	1017	Auto	Auto	7	83.8571	587	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06438	362	1089	Auto	Auto	2	84.5	169	Up	DE	A1
MvSl-1064-A1-R4_MC05-2g06439	160	483	Auto	Auto	2	218	436	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06440	332	999	Auto	Auto	5	83.4	417	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06441	358	1077	Auto	Auto	2	91.5	183	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06443	671	2016	Auto	Auto	4	69.5	278	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06445	516	1551	Auto	Auto	5	88.6	443	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06446	2063	6192	Auto	Auto	9	66	594	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06448	573	1722	Auto	Auto	13	118.385	1539	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06449	311	936	Auto	Auto	3	166.333	499	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06450	236	711	Auto	Auto	2	59.5	119	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06451	211	636	Auto	Auto	2	197	394	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06452	68	207	Auto	Auto	1	197	197	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06453	865	2598	Auto	Auto	6	73.5	441	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06454	457	1374	Auto	Auto	3	88.3333	265	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06456	431	1296	Auto	Auto	3	93	279	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06458	526	1581	Auto	Auto	2	88.5	177	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06459	176	531	Auto	Auto	2	216.5	433	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06461	401	1206	Auto	Auto	3	71.6667	215	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06462	218	657	Auto	Auto	2	59	118	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06463	362	1089	Auto	Auto	12	88.6667	1064	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06464	271	816	Auto	Auto	4	157.25	629	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06465	90	273	Auto	Auto	2	126	252	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06466	658	1977	Auto	Auto	4	77.75	311	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06467	747	2244	Auto	Auto	5	99.4	497	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06468	305	918	Auto	Auto	4	81.25	325	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06469	71	216	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06471	392	1179	Auto	Auto	3	99	396	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06472	311	936	Auto	Auto	1	50	50	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06473	539	1620	Auto	Auto	3	76	228	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06474	556	1671	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06475	536	1611	Auto	Auto	4	102.25	409	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06476	101	306	Auto	Auto	1	61	61	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06477	1537	4614	Auto	Auto	2	76	152	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06478	1007	3024	Auto	Auto	6	80	480	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06479	978	2937	Auto	Auto	5	71.8	359	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06480	420	1263	Auto	Auto	4	126	504	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06483	1776	5331	Auto	Auto	4	58.75	235	Down	DE	A1
MvSl-1064-A1-R4_MC05-2g06484	828	2487	Auto	Auto	20	89.05	1781	NON	NON	A1
MvSl-1064-A1-R4_MC05-2g06485	1074	3225	Auto	Auto	10	75.7	757	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06505	1255	3768	Auto	Auto	3	75	225	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06506	2035	6108	Auto	Auto	4	84	336	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06507	716	2151	Auto	Auto	3	65.6667	197	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06508	474	1425	Auto	Auto	3	74	222	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06509	359	1080	Auto	Auto	7	89	623	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06510	805	2418	Auto	Auto	5	82.4	412	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06511	119	360	Auto	Auto	4	84.5	338	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06512	466	1401	Auto	Auto	6	110.833	665	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06513	269	810	Auto	Auto	1	0	0	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06514	1145	3438	Auto	Auto	5	72	360	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06515	1035	3108	Auto	Auto	5	259.6	1298	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06516	346	1041	Auto	Auto	2	88.5	177	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06517	111	336	Auto	Auto	4	90.25	361	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06518	780	2343	Auto	Auto	8	88	704	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06519	238	717	Auto	Auto	5	171.2	856	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06520	277	834	Auto	Auto	1	0	0	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06521	1719	5160	Auto	Auto	4	97	388	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06522	166	501	Auto	Auto	4	71.75	287	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06523	127	384	Auto	Auto	3	109.667	329	Down	DE	A1
MvSl-1064-A1-R4_MC05-3g06525	1189	3570	Auto	Auto	2	75.5	151	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06526	1060	3183	Auto	Auto	3	91	273	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06527	1024	3075	Auto	Auto	2	86.5	173	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06528	929	2790	Auto	Auto	12	106.833	1281	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06529	1418	4257	Auto	Auto	6	98.5	591	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06530	377	1134	Auto	Auto	1	159	159	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06531	580	1743	Auto	Auto	9	111.222	1001	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06533	246	741	Auto	Auto	3	112.667	338	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06534	65	198	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06535	442	1329	Auto	Auto	1	82	82	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06536	179	540	Auto	Auto	2	85.5	171	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06538	1349	4050	Auto	Auto	6	84	504	Up	DE	A1
MvSl-1064-A1-R4_MC05-3g06539	1596	4791	Auto	Auto	16	101.688	1627	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06540	599	1800	Auto	Auto	5	92	460	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06541	126	381	Auto	Auto	2	113	226	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06542	375	1128	Auto	Auto	3	88.6667	266	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06543	217	654	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06544	661	1986	Auto	Auto	7	71.4286	500	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06545	439	1320	Auto	Auto	3	209.667	629	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06546	1084	3255	Auto	Auto	9	110.667	996	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06547	372	1119	Auto	Auto	1	175	175	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06548	860	2583	Auto	Auto	3	71.6667	215	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06549	608	1827	Auto	Auto	9	107.889	971	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06550	463	1392	Auto	Auto	7	122.714	859	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06551	411	1236	Auto	Auto	6	80.6667	484	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06552	169	510	Auto	Auto	6	127	762	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06553	960	2883	Auto	Auto	4	66.25	265	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06554	103	312	Auto	Auto	3	74	222	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06556	705	2118	Auto	Auto	11	72.4545	797	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06557	497	1494	Auto	Auto	6	75.6667	454	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06560	432	1299	Auto	Auto	1	94	94	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06561	428	1287	Auto	Auto	4	71.5	286	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06562	146	441	Auto	Auto	5	126	630	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06563	948	2847	Auto	Auto	7	104.286	730	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06564	1472	4419	Auto	Auto	6	123.5	741	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06565	249	750	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06566	1607	4824	Auto	Auto	14	71.7857	1005	Up	DE	A1
MvSl-1064-A1-R4_MC05-3g06567	588	1767	Auto	Auto	7	93	651	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06568	367	1104	Auto	Auto	6	76	456	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06569	1118	3357	Auto	Auto	10	107.3	1073	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06570	389	1170	Auto	Auto	1	110	110	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06571	497	1494	Auto	Auto	1	52	52	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06572	743	2232	Auto	Auto	1	83	83	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06573	257	774	Auto	Auto	3	109.667	329	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06574	67	204	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06575	138	417	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06576	186	561	Auto	Auto	1	128	128	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06577	551	1656	Auto	Auto	2	158	316	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06578	783	2352	Auto	Auto	9	97.5556	878	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06579	962	2889	Auto	Auto	4	143.5	574	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06580	158	477	Auto	Auto	1	64	64	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06581	391	1176	Auto	Auto	3	84.6667	254	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06582	277	834	Auto	Auto	7	93.1429	652	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06583	500	1503	Auto	Auto	7	75	525	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06584	439	1320	Auto	Auto	5	80.6	403	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06585	259	780	Auto	Auto	4	86.5	346	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06586	419	1260	Auto	Auto	1	444	444	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06587	957	2874	Auto	Auto	4	78.75	315	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06588	336	1011	Auto	Auto	5	108.2	541	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06589	180	543	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06590	110	333	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06591	986	2961	Auto	Auto	11	95.3636	1049	Up	DE	A1
MvSl-1064-A1-R4_MC05-3g06592	1017	3054	Auto	Auto	11	72	792	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06593	49	150	Auto	Auto	1	118	118	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06594	76	231	Auto	Auto	3	108.333	325	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06595	105	318	Auto	Auto	1	84	84	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06597	218	657	Auto	Auto	4	88	352	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06600	107	324	Auto	Auto	1	53	53	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06601	450	1353	Auto	Auto	3	55	165	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06602	340	1023	Auto	Auto	2	66.5	133	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06603	279	840	Auto	Auto	5	114.2	571	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06604	89	270	Auto	Auto	1	82	82	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06605	89	270	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06606	120	363	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06607	320	963	Auto	Auto	1	255	255	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06608	372	1119	Auto	Auto	4	96.5	386	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06609	630	1893	Auto	Auto	2	185	370	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06610	2384	7155	Auto	Auto	14	92.1429	1290	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06611	429	1290	Auto	Auto	3	148.333	445	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06612	291	876	Auto	Auto	4	86	344	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06613	896	2691	Auto	Auto	8	72.25	578	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06614	327	984	Auto	Auto	3	108.667	326	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06615	279	840	Auto	Auto	1	83	83	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06616	293	882	Auto	Auto	4	93.25	373	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06617	45	138	Auto	Auto	1	103	103	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06618	342	1029	Auto	Auto	5	96.2	481	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06619	169	510	Auto	Auto	3	112.333	337	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06620	530	1593	Auto	Auto	1	76	76	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06621	398	1197	Auto	Auto	5	79.4	397	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06622	495	1488	Auto	Auto	6	156.5	939	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06623	473	1422	Auto	Auto	7	98.1429	687	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06624	906	2721	Auto	Auto	3	104	312	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06625	190	573	Auto	Auto	4	63.5	254	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06626	1222	3669	Auto	Auto	5	75	375	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06627	568	1707	Auto	Auto	4	69	276	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06628	322	969	Auto	Auto	6	79.8333	479	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06629	121	366	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06630	766	2301	Auto	Auto	1	87	87	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06631	137	414	Auto	Auto	3	96.3333	289	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06632	556	1671	Auto	Auto	3	106.333	319	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06633	301	906	Auto	Auto	1	74	74	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06634	647	1944	Auto	Auto	5	108.8	544	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06635	118	357	Auto	Auto	2	75.5	151	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06636	1619	4860	Auto	Auto	2	68.5	137	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06637	593	1782	Auto	Auto	4	133.5	534	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06638	192	579	Auto	Auto	3	105	315	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06639	190	573	Auto	Auto	1	114	114	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06640	138	417	Auto	Auto	1	111	111	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06641	587	1764	Auto	Auto	3	106.333	319	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06644	1619	4860	Auto	Auto	2	68.5	137	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06645	262	789	Auto	Auto	3	82.6667	248	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06646	610	1833	Auto	Auto	4	79.5	318	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06647	326	981	Auto	Auto	10	84.2	842	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06648	812	2439	Auto	Auto	6	74.8333	449	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06649	333	1002	Auto	Auto	2	87.5	175	NON	NON	A1
MvSl-1064-A1-R4_MC05-3g06650	435	1308	Auto	Auto	14	102.929	1441	NON	NON	A1
