gid	TEaverage	averageGC3	averageGC0	intronmeannr	intronmeanlength	intronmeantotal	Part8	youngold	logFC.A1.A2	abs	a1prot	a2prot	meanprot	ratioprot	DE	DE2	a1cds	a2cds	ratiocds	meancds
MvSl-1064-A1-R4_MC02g03692	0	61.205	61.205	3	97	291	Auto	Auto	0.261584407	0.261584407	521	521	521	1	NON	NON	1566	1566	1	1566
MvSl-1064-A1-R4_MC02g03693	0	56.565	56.565	4	84.5	338	Auto	Auto	-0.012844466	0.012844466	258	258	258	1	NON	NON	777	777	1	777
MvSl-1064-A1-R4_MC02g03694	0	58.105	58.105	2	54	108	Auto	Auto	0.24455185	0.24455185	363	363	363	1	NON	NON	1092	1092	1	1092
MvSl-1064-A1-R4_MC02g03695	0	56.98	56.98	10	91.7	917	Auto	Auto	0.020688508	0.020688508	579	579	579	1	NON	NON	1740	1740	1	1740
MvSl-1064-A1-R4_MC02g03696	0	59.28	59.28	6	79.8333	479	Auto	Auto	-0.147281249	0.147281249	1014	1014	1014	1	NON	NON	3045	3045	1	3045
MvSl-1064-A1-R4_MC02g03697	0	65.505	65.505	4	101	404	Auto	Auto	-0.086926338	0.086926338	1363	1363	1363	1	NON	NON	4092	4092	1	4092
MvSl-1064-A1-R4_MC02g03698	0	55.06	55.06	2	87	174	Auto	Auto	-0.382575557	0.382575557	460	460	460	1	NON	NON	1383	1383	1	1383
MvSl-1064-A1-R4_MC02g03699	0	63.175	63.175	5	78	390	Auto	Auto	-0.409439592	0.409439592	171	171	171	1	NON	NON	516	516	1	516
MvSl-1064-A1-R4_MC02g03700	0	67.555	67.555	4	70	280	Auto	Auto	-0.390153212	0.390153212	450	450	450	1	NON	NON	1353	1353	1	1353
MvSl-1064-A1-R4_MC02g03701	0	57.275	57.275	5	66	330	Auto	Auto	0.059554087	0.059554087	370	370	370	1	NON	NON	1113	1113	1	1113
MvSl-1064-A1-R4_MC02g03702	0	57.82	57.82	1	66	66	Auto	Auto	-0.024451961	0.024451961	470	470	470	1	NON	NON	1413	1413	1	1413
MvSl-1064-A1-R4_MC02g03703	0	60.085	60.085	1	0	0	Auto	Auto	0.352020779	0.352020779	432	432	432	1	NON	NON	1299	1299	1	1299
MvSl-1064-A1-R4_MC02g03704	0	60.19	60.19	7	95.4286	668	Auto	Auto	0.09265368	0.09265368	506	506	506	1	NON	NON	1521	1521	1	1521
MvSl-1064-A1-R4_MC02g03705	0	62.335	62.335	1	0	0	Auto	Auto	0.924720956	0.924720956	49	49	49	1	NON	NON	150	150	1	150
MvSl-1064-A1-R4_MC02g03706	0	58.115	58.115	4	67.25	269	Auto	Auto	0.063760712	0.063760712	806	806	806	1	NON	NON	2421	2421	1	2421
MvSl-1064-A1-R4_MC02g03707	0	62.44	62.44	1	85	85	Auto	Auto	-0.021530476	0.021530476	397	397	397	1	NON	NON	1194	1194	1	1194
MvSl-1064-A1-R4_MC02g03708	0	58.05	58.05	4	69.75	279	Auto	Auto	0.472274867	0.472274867	947	947	947	1	NON	NON	2844	2844	1	2844
MvSl-1064-A1-R4_MC02g03709	0	58.295	58.295	3	78	234	Auto	Auto	0.127075264	0.127075264	409	409	409	1	NON	NON	1230	1230	1	1230
MvSl-1064-A1-R4_MC02g03710	0	56.4	56.4	5	66.8	334	Auto	Auto	0.527512741	0.527512741	1012	1012	1012	1	NON	NON	3039	3039	1	3039
MvSl-1064-A1-R4_MC02g03711	0	64.115	64.115	10	70.6	706	Auto	Auto	0.027854785	0.027854785	645	645	645	1	NON	NON	1938	1938	1	1938
MvSl-1064-A1-R4_MC02g03712	0	59.21	59.21	9	81.7778	736	Auto	Auto	0.173811717	0.173811717	457	457	457	1	NON	NON	1374	1374	1	1374
MvSl-1064-A1-R4_MC02g03713	0	58.865	58.865	9	74.6667	672	Auto	Auto	0.594203239	0.594203239	757	757	757	1	NON	NON	2274	2274	1	2274
MvSl-1064-A1-R4_MC02g03714	0	55.85	55.85	3	126	378	Auto	Auto	0.360042757	0.360042757	358	358	358	1	NON	NON	1077	1077	1	1077
MvSl-1064-A1-R4_MC02g03715	0	58.885	58.885	5	69.2	346	Auto	Auto	0.013961022	0.013961022	408	408	408	1	NON	NON	1227	1227	1	1227
MvSl-1064-A1-R4_MC02g03716	0	60.34	60.34	1	0	0	Auto	Auto	-0.367417869	0.367417869	157	157	157	1	NON	NON	474	474	1	474
MvSl-1064-A1-R4_MC02g03717	0	59.73	59.73	4	97.75	391	Auto	Auto	-0.102731095	0.102731095	261	261	261	1	NON	NON	786	786	1	786
MvSl-1064-A1-R4_MC02g03718	0	60.785	60.785	6	135.4165	812.5	Auto	Auto	0.380488911	0.380488911	554	554	554	1	NON	NON	1665	1665	1	1665
MvSl-1064-A1-R4_MC02g03719	0	59.355	59.355	1	0	0	Auto	Auto	0.151960203	0.151960203	138	138	138	1	NON	NON	417	417	1	417
MvSl-1064-A1-R4_MC02g03720	0	57.32	57.32	7	88	616	Auto	Auto	-0.022422532	0.022422532	302	302	302	1	NON	NON	909	909	1	909
MvSl-1064-A1-R4_MC02g03721	0	61.32	61.32	3	97	291	Auto	Auto	-0.017453032	0.017453032	373	373	373	1	NON	NON	1122	1122	1	1122
MvSl-1064-A1-R4_MC02g03722	0	60.22	60.22	8	96.625	773	Auto	Auto	-0.296270538	0.296270538	286	286	286	1	NON	NON	861	861	1	861
MvSl-1064-A1-R4_MC02g03723	0	58.57	58.57	5	89.2	446	Auto	Auto	0.061161752	0.061161752	1368	1368	1368	1	NON	NON	4107	4107	1	4107
MvSl-1064-A1-R4_MC02g03724	0	61.22	61.22	3	86.3333	259	Auto	Auto	-0.147812127	0.147812127	198	198	198	1	NON	NON	597	597	1	597
MvSl-1064-A1-R4_MC02g03725	0	59.145	59.145	6	101.833	611	Auto	Auto	0.120367065	0.120367065	369	369	369	1	NON	NON	1110	1110	1	1110
MvSl-1064-A1-R4_MC02g03726	0	60.91	60.91	8	88.5	708	Auto	Auto	0.105284269	0.105284269	506	506	506	1	NON	NON	1521	1521	1	1521
MvSl-1064-A1-R4_MC02g03727	0	54.975	54.975	2	74	148	Auto	Auto	0.069668475	0.069668475	438	438	438	1	NON	NON	1317	1317	1	1317
MvSl-1064-A1-R4_MC02g03728	0	56.105	56.105	9	96	864	Auto	Auto	0.064309217	0.064309217	212	212	212	1	NON	NON	639	639	1	639
MvSl-1064-A1-R4_MC02g03729	0	67.86	67.86	1	0	0	Auto	Auto	0.098021248	0.098021248	55	55	55	1	NON	NON	168	168	1	168
MvSl-1064-A1-R4_MC02g03730	0	59.045	59.045	2	69	138	Auto	Auto	0.189044384	0.189044384	268	268	268	1	NON	NON	807	807	1	807
MvSl-1064-A1-R4_MC02g03731	0	55	55	5	130.2	651	Auto	Auto	0.06922601	0.06922601	279	279	279	1	NON	NON	840	840	1	840
MvSl-1064-A1-R4_MC02g03732	0	56.95	56.95	1	73	73	Auto	Auto	0.297907372	0.297907372	198	198	198	1	NON	NON	597	597	1	597
MvSl-1064-A1-R4_MC02g03733	0	59.785	59.785	2	79	158	Auto	Auto	-0.033031847	0.033031847	389	389	389	1	NON	NON	1170	1170	1	1170
MvSl-1064-A1-R4_MC02g03734	0	66.82	66.82	8	114.75	918	Auto	Auto	0.169737394	0.169737394	329	329	329	1	NON	NON	990	990	1	990
MvSl-1064-A1-R4_MC02g03735	0	60.145	60.145	1	111	111	Auto	Auto	-0.050208762	0.050208762	574	574	574	1	NON	NON	1725	1725	1	1725
MvSl-1064-A1-R4_MC02g03736	0	64.24	64.24	8	90.875	727	Auto	Auto	-0.048823615	0.048823615	301	301	301	1	NON	NON	906	906	1	906
MvSl-1064-A1-R4_MC02g03738	0	61.98	61.98	2	198	396	Auto	Auto	0.00937006	0.00937006	607	607	607	1	NON	NON	1824	1824	1	1824
MvSl-1064-A1-R4_MC02g03739	0	69.69	69.69	4	76.5	306	Auto	Auto	-0.144283397	0.144283397	148	148	148	1	NON	NON	447	447	1	447
MvSl-1064-A1-R4_MC02g03740	0	42.665	42.665	1	75	75	Auto	Auto	-0.305725486	0.305725486	49	49	49	1	NON	NON	150	150	1	150
MvSl-1064-A1-R4_MC02g03741	0	62.52	62.52	5	79.6	398	Auto	Auto	-0.047880911	0.047880911	638	638	638	1	NON	NON	1917	1917	1	1917
MvSl-1064-A1-R4_MC02g03742	0	60.8	60.8	3	73.3333	220	Auto	Auto	-0.158213271	0.158213271	874	874	874	1	NON	NON	2625	2625	1	2625
MvSl-1064-A1-R4_MC02g03743	0	63.575	63.575	1	52	52	Auto	Auto	-0.281473592	0.281473592	220	220	220	1	NON	NON	663	663	1	663
MvSl-1064-A1-R4_MC02g03744	0	71.375	71.375	2	145.5	291	Auto	Auto	-0.095167633	0.095167633	91	91	91	1	NON	NON	276	276	1	276
MvSl-1064-A1-R4_MC02g03745	0	67.255	67.255	1	0	0	Auto	Auto	0.078385172	0.078385172	84	84	84	1	NON	NON	255	255	1	255
MvSl-1064-A1-R4_MC02g03746	0	57.9	57.9	2	167.5	335	Auto	Auto	-0.078086781	0.078086781	212	212	212	1	NON	NON	639	639	1	639
MvSl-1064-A1-R4_MC02g03747	0	58.15	58.15	1	133	133	Auto	Auto	-0.108749718	0.108749718	226	226	226	1	NON	NON	681	681	1	681
MvSl-1064-A1-R4_MC02g03748	0	59.9	59.9	8	75	600	Auto	Auto	-0.149149459	0.149149459	817	817	817	1	NON	NON	2454	2454	1	2454
MvSl-1064-A1-R4_MC02g03749	0	61.46	61.46	4	108.5	434	Auto	Auto	-0.198521409	0.198521409	95	95	95	1	NON	NON	288	288	1	288
MvSl-1064-A1-R4_MC02g03750	0	55.275	55.275	1	90	90	Auto	Auto	-0.196428983	0.196428983	239	239	239	1	NON	NON	720	720	1	720
MvSl-1064-A1-R4_MC02g03751	0	57.79	57.79	4	104	416	Auto	Auto	0.465277092	0.465277092	474	474	474	1	NON	NON	1425	1425	1	1425
MvSl-1064-A1-R4_MC02g03752	0	67.11	67.11	6	169	1014	Auto	Auto	0.177325715	0.177325715	899	899	899	1	NON	NON	2700	2700	1	2700
MvSl-1064-A1-R4_MC02g03753	0	69.425	69.425	8	91	728	Auto	Auto	0.285796764	0.285796764	398	398	398	1	NON	NON	1197	1197	1	1197
MvSl-1064-A1-R4_MC02g03754	0	60.67	60.67	5	105	525	Auto	Auto	0.4403619	0.4403619	349	349	349	1	NON	NON	1050	1050	1	1050
MvSl-1064-A1-R4_MC02g03755	0	58.98	58.98	32	78.3125	2506	Auto	Auto	0.230341016	0.230341016	910	910	910	1	NON	NON	2733	2733	1	2733
MvSl-1064-A1-R4_MC02g03756	0.235294118	60.465	60.465	31	83.2903	2582	Auto	Auto	0.308676691	0.308676691	846	846	846	1	NON	NON	2541	2541	1	2541
MvSl-1064-A1-R4_MC02g03757	0.235294118	55.485	55.485	3	96	288	Auto	Auto	-0.034494014	0.034494014	330	330	330	1	NON	NON	993	993	1	993
MvSl-1064-A1-R4_MC02g03758	0.235294118	51.815	51.815	3	92.6667	278	Auto	Auto	0.084753435	0.084753435	146	146	146	1	NON	NON	441	441	1	441
MvSl-1064-A1-R4_MC02g03759	0.235294118	59.255	58.81	1	0	0	Auto	Auto	0.015847224	0.015847224	287	262	274.5	1.095419847	NON	NON	864	789	1.095057034	826.5
MvSl-1064-A1-R4_MC02g03760	0.235294118	61.87	61.87	7	75.7143	530	Auto	Auto	-0.06103463	0.06103463	600	600	600	1	NON	NON	1803	1803	1	1803
MvSl-1064-A1-R4_MC02g03761	0.235294118	59.72	59.72	5	75.2	376	Auto	Auto	-0.171175187	0.171175187	733	733	733	1	NON	NON	2202	2202	1	2202
MvSl-1064-A1-R4_MC02g03762	0.235294118	53.785	53.785	1	69	69	Auto	Auto	0.100554868	0.100554868	281	281	281	1	NON	NON	846	846	1	846
MvSl-1064-A1-R4_MC02g03763	0.235294118	57.05	57.05	1	68	68	Auto	Auto	0.005850464	0.005850464	148	148	148	1	NON	NON	447	447	1	447
MvSl-1064-A1-R4_MC02g03764	0.235294118	65.355	65.355	3	150	450	Auto	Auto	-0.169088927	0.169088927	152	152	152	1	NON	NON	459	459	1	459
MvSl-1064-A1-R4_MC02g03765	0.235294118	67.64	67.64	2	68.5	137	Auto	Auto	-0.042372056	0.042372056	102	102	102	1	NON	NON	309	309	1	309
MvSl-1064-A1-R4_MC02g03766	0.176470588	66.575	66.575	2	52.5	105	Auto	Auto	0.241883955	0.241883955	181	181	181	1	NON	NON	546	546	1	546
MvSl-1064-A1-R4_MC02g03768	0.176470588	68.035	68.035	3	250.333	751	Auto	Auto	0.280359766	0.280359766	462	462	462	1	NON	NON	1389	1389	1	1389
MvSl-1064-A1-R4_MC02g03769	0.235294118	57.705	57.705	11	80.5455	886	Auto	Auto	0.064594402	0.064594402	810	810	810	1	NON	NON	2433	2433	1	2433
MvSl-1064-A1-R4_MC02g03770	0.235294118	57.39	57.39	2	87.5	175	Auto	Auto	-0.093340402	0.093340402	396	396	396	1	NON	NON	1191	1191	1	1191
MvSl-1064-A1-R4_MC02g03772	0.235294118	54.33	54.33	2	126	252	Auto	Auto	1.342986243	1.342986243	203	203	203	1	Up	DE	612	612	1	612
MvSl-1064-A1-R4_MC02g03775	0.235294118	62.415	62.415	2	129.5	259	Auto	Auto	0.036472818	0.036472818	469	469	469	1	NON	NON	1410	1410	1	1410
MvSl-1064-A1-R4_MC02g03776	0.235294118	55.85	55.85	4	83.25	333	Auto	Auto	0.20476203	0.20476203	412	412	412	1	NON	NON	1239	1239	1	1239
MvSl-1064-A1-R4_MC02g03777	0.235294118	60.655	60.655	4	72	288	Auto	Auto	0.054527377	0.054527377	570	570	570	1	NON	NON	1713	1713	1	1713
MvSl-1064-A1-R4_MC02g03778	0.117647059	58.26	58.26	5	139.2	696	Auto	Auto	-0.063794327	0.063794327	435	435	435	1	NON	NON	1308	1308	1	1308
MvSl-1064-A1-R4_MC02g03780	0	55.685	55.685	3	81.3333	244	Auto	Auto	0.459509505	0.459509505	166	166	166	1	NON	NON	501	501	1	501
MvSl-1064-A1-R4_MC02g03781	0	59.22	59.22	6	78.8333	473	Auto	Auto	0.080654506	0.080654506	1937	1937	1937	1	NON	NON	5814	5814	1	5814
MvSl-1064-A1-R4_MC02g03782	0	64.05	64.05	1	346	346	Auto	Auto	0.398556048	0.398556048	171	171	171	1	NON	NON	516	516	1	516
MvSl-1064-A1-R4_MC02g03783	0	60.635	60.635	14	86.1429	1206	Auto	Auto	-0.322575587	0.322575587	1007	1007	1007	1	NON	NON	3024	3024	1	3024
MvSl-1064-A1-R4_MC02g03784	0	62.98	62.98	3	121.333	364	Auto	Auto	0.1251369	0.1251369	112	112	112	1	NON	NON	339	339	1	339
MvSl-1064-A1-R4_MC02g03785	0	62.06	62.06	2	126.5	253	Auto	Auto	-0.051621946	0.051621946	321	321	321	1	NON	NON	966	966	1	966
MvSl-1064-A1-R4_MC02g03786	0	57.285	57.285	8	85.625	685	Auto	Auto	-0.051720447	0.051720447	745	745	745	1	NON	NON	2238	2238	1	2238
MvSl-1064-A1-R4_MC02g03787	0	58.68	58.68	6	77.5	465	Auto	Auto	-0.188990711	0.188990711	475	475	475	1	NON	NON	1428	1428	1	1428
MvSl-1064-A1-R4_MC02g03788	0	58.145	58.145	8	89.25	714	Auto	Auto	0.136636638	0.136636638	1126	1126	1126	1	NON	NON	3381	3381	1	3381
MvSl-1064-A1-R4_MC02g03789	0	58.465	58.465	4	83.5	334	Auto	Auto	0.178947983	0.178947983	552	552	552	1	NON	NON	1659	1659	1	1659
MvSl-1064-A1-R4_MC02g03790	0	60.445	60.445	10	84.3	843	Auto	Auto	-0.080545058	0.080545058	795	795	795	1	NON	NON	2388	2388	1	2388
MvSl-1064-A1-R4_MC02g03791	0	61.99	61.99	6	113.167	679	Auto	Auto	-0.422611958	0.422611958	737	737	737	1	NON	NON	2214	2214	1	2214
MvSl-1064-A1-R4_MC02g03792	0	60.49	60.49	3	164.333	493	Auto	Auto	0.431618805	0.431618805	1178	1178	1178	1	NON	NON	3537	3537	1	3537
MvSl-1064-A1-R4_MC02g03793	0	63.015	63.015	4	105.875	423.5	Auto	Auto	0.018446075	0.018446075	643	643	643	1	NON	NON	1932	1932	1	1932
MvSl-1064-A1-R4_MC02g03794	0.235294118	65.8	65.8	3	116.333	349	Auto	Auto	-0.418514028	0.418514028	442	442	442	1	NON	NON	1329	1329	1	1329
MvSl-1064-A1-R4_MC02g03795	0.235294118	61.245	61.245	4	76.5	306	Auto	Auto	-0.340490023	0.340490023	205	205	205	1	NON	NON	618	618	1	618
MvSl-1064-A1-R4_MC02g03796	0.235294118	65.565	65.565	3	85.3333	256	Auto	Auto	-0.130548561	0.130548561	469	469	469	1	NON	NON	1410	1410	1	1410
MvSl-1064-A1-R4_MC02g03797	0.235294118	60.335	60.335	5	74.4	372	Auto	Auto	-0.155178822	0.155178822	428	428	428	1	NON	NON	1287	1287	1	1287
MvSl-1064-A1-R4_MC02g03798	0.235294118	62.965	62.965	2	93	186	Auto	Auto	0.000528343	0.000528343	287	287	287	1	NON	NON	864	864	1	864
MvSl-1064-A1-R4_MC02g03799	0.235294118	65.095	65.095	2	91	182	Auto	Auto	0.13616959	0.13616959	137	137	137	1	NON	NON	414	414	1	414
MvSl-1064-A1-R4_MC02g03800	0.235294118	59.935	59.935	3	87	261	Auto	Auto	0.058187253	0.058187253	348	348	348	1	NON	NON	1047	1047	1	1047
MvSl-1064-A1-R4_MC02g03802	0.235294118	56.06	56.06	2	61	122	Auto	Auto	-1.127045208	1.127045208	120	120	120	1	NON	NON	363	363	1	363
MvSl-1064-A1-R4_MC02g03803	0.235294118	64.19	64.19	1	77	77	Auto	Auto	-0.02807507	0.02807507	833	833	833	1	NON	NON	2502	2502	1	2502
MvSl-1064-A1-R4_MC02g03804	0.235294118	61.035	61.035	2	109.5	219	Auto	Auto	0.292503826	0.292503826	76	76	76	1	NON	NON	231	231	1	231
MvSl-1064-A1-R4_MC02g03807	0.176470588	65.205	65.205	1	380	380	Auto	Auto	0.912475011	0.912475011	193	193	193	1	NON	NON	582	582	1	582
MvSl-1064-A1-R4_MC02g03808	0.235294118	60.17	60.17	2	56	112	Auto	Auto	1.722787903	1.722787903	58	58	58	1	Up	DE	177	177	1	177
MvSl-1064-A1-R4_MC02g03809	0.235294118	67.3	67.3	6	80	480	Auto	Auto	0.00564297	0.00564297	422	422	422	1	NON	NON	1269	1269	1	1269
MvSl-1064-A1-R4_MC02g03810	0.235294118	66.245	66.245	3	75	225	Auto	Auto	0.037410599	0.037410599	553	553	553	1	NON	NON	1662	1662	1	1662
MvSl-1064-A1-R4_MC02g03811	0.235294118	62.975	62.975	3	102.333	307	Auto	Auto	-0.129476589	0.129476589	351	351	351	1	NON	NON	1056	1056	1	1056
MvSl-1064-A1-R4_MC02g03812	0.235294118	59.35	59.265	5.5	67.21665	368.5	Auto	Auto	-0.055813832	0.055813832	418	432	425	0.967592593	NON	NON	1299	1257	1.033412888	1278
MvSl-1064-A1-R4_MC02g03813	0.235294118	58.685	58.685	5	79.2	396	Auto	Auto	-0.065565129	0.065565129	1070	1070	1070	1	NON	NON	3213	3213	1	3213
MvSl-1064-A1-R4_MC02g03814	0.235294118	65.255	65.255	2	96.5	193	Auto	Auto	-0.101915865	0.101915865	271	271	271	1	NON	NON	816	816	1	816
MvSl-1064-A1-R4_MC02g03815	0.235294118	55.965	55.965	1	79	79	Auto	Auto	0.049682228	0.049682228	270	270	270	1	NON	NON	813	813	1	813
MvSl-1064-A1-R4_MC02g03816	0.117647059	62.235	62.235	6	89	534	Auto	Auto	-0.054806047	0.054806047	311	311	311	1	NON	NON	936	936	1	936
MvSl-1064-A1-R4_MC02g03817	0.117647059	58.985	58.985	2	126.5	253	Auto	Auto	-0.189072019	0.189072019	383	383	383	1	NON	NON	1152	1152	1	1152
MvSl-1064-A1-R4_MC02g03818	0	56.11	56.11	6	64.8333	389	Auto	Auto	-0.123145411	0.123145411	730	730	730	1	NON	NON	2193	2193	1	2193
MvSl-1064-A1-R4_MC02g03819	0	53.375	53.375	2	67.5	135	Auto	Auto	0.083436625	0.083436625	419	419	419	1	NON	NON	1260	1260	1	1260
MvSl-1064-A1-R4_MC02g03820	0	56.055	56.055	2	116.5	233	Auto	Auto	0.038072653	0.038072653	492	492	492	1	NON	NON	1479	1479	1	1479
MvSl-1064-A1-R4_MC02g03821	0	64.27	64.27	6	81	486	Auto	Auto	-0.072443056	0.072443056	639	639	639	1	NON	NON	1920	1920	1	1920
MvSl-1064-A1-R4_MC02g03822	0	67.13	67.13	2	76	152	Auto	Auto	-0.017292884	0.017292884	107	107	107	1	NON	NON	324	324	1	324
MvSl-1064-A1-R4_MC02g03823	0	63.235	63.235	4	146.5	586	Auto	Auto	-0.022708482	0.022708482	582	582	582	1	NON	NON	1749	1749	1	1749
MvSl-1064-A1-R4_MC02g03824	0	60.06	60.06	2	82	164	Auto	Auto	-0.262263725	0.262263725	269	269	269	1	NON	NON	810	810	1	810
MvSl-1064-A1-R4_MC02g03825	0	59.025	59.025	3	97	291	Auto	Auto	-0.181618946	0.181618946	95	95	95	1	NON	NON	288	288	1	288
MvSl-1064-A1-R4_MC02g03826	0	57.87	57.87	3	74.3333	223	Auto	Auto	-0.049007827	0.049007827	342	342	342	1	NON	NON	1029	1029	1	1029
MvSl-1064-A1-R4_MC02g03827	0	65.29	65.29	2	94	188	Auto	Auto	0.195519581	0.195519581	436	436	436	1	NON	NON	1311	1311	1	1311
MvSl-1064-A1-R4_MC02g03828	0	60.495	60.495	6	68.1667	409	Auto	Auto	0.381366965	0.381366965	442	442	442	1	NON	NON	1329	1329	1	1329
MvSl-1064-A1-R4_MC02g03829	0	61.61	61.61	1	0	0	Auto	Auto	0.269705392	0.269705392	302	302	302	1	NON	NON	909	909	1	909
MvSl-1064-A1-R4_MC02g03830	0	64.465	64.465	14	77.5	1085	Auto	Auto	0.002292438	0.002292438	998	998	998	1	NON	NON	2997	2997	1	2997
MvSl-1064-A1-R4_MC02g03831	0	60.255	60.255	6	94.5	567	Auto	Auto	0.177572013	0.177572013	389	389	389	1	NON	NON	1170	1170	1	1170
MvSl-1064-A1-R4_MC02g03832	0	64.84	64.84	8	89.25	714	Auto	Auto	0.184806417	0.184806417	437	437	437	1	NON	NON	1314	1314	1	1314
MvSl-1064-A1-R4_MC02g03833	0	56.64	56.64	3	115.333	346	Auto	Auto	0.012231967	0.012231967	260	260	260	1	NON	NON	783	783	1	783
MvSl-1064-A1-R4_MC02g03834	0	50.975	50.975	4	67.75	271	Auto	Auto	0.036527497	0.036527497	187	187	187	1	NON	NON	564	564	1	564
MvSl-1064-A1-R4_MC02g03835	0	54.51	54.51	4	68.75	275	Auto	Auto	0.043256948	0.043256948	265	265	265	1	NON	NON	798	798	1	798
MvSl-1064-A1-R4_MC02g03836	0	58.95	58.95	10	103.6	1036	Auto	Auto	-0.122150009	0.122150009	1649	1649	1649	1	NON	NON	4950	4950	1	4950
MvSl-1064-A1-R4_MC02g03837	0	57.75	57.75	9	69.5556	626	Auto	Auto	0.196063776	0.196063776	500	500	500	1	NON	NON	1503	1503	1	1503
MvSl-1064-A1-R4_MC02g03838	0	59.225	59.225	3	83.6667	251	Auto	Auto	-0.017520446	0.017520446	447	447	447	1	NON	NON	1344	1344	1	1344
MvSl-1064-A1-R4_MC02g03839	0	56.96	56.96	7	75.8571	531	Auto	Auto	0.068699762	0.068699762	765	765	765	1	NON	NON	2298	2298	1	2298
MvSl-1064-A1-R4_MC02g03840	0	62.24	62.24	6	171.833	1031	Auto	Auto	0.088128314	0.088128314	794	794	794	1	NON	NON	2385	2385	1	2385
MvSl-1064-A1-R4_MC02g03841	0	62.845	62.845	4	169.5	678	Auto	Auto	0.241967413	0.241967413	701	701	701	1	NON	NON	2106	2106	1	2106
MvSl-1064-A1-R4_MC02g03842	0	62.9	62.9	1	98	98	Auto	Auto	0.43337638	0.43337638	468	468	468	1	NON	NON	1407	1407	1	1407
MvSl-1064-A1-R4_MC02g03843	0	56.945	56.945	2	163.5	327	Auto	Auto	0.238210866	0.238210866	215	215	215	1	NON	NON	648	648	1	648
MvSl-1064-A1-R4_MC02g03844	0	63.23	63.23	5	99.4	497	Auto	Auto	-0.028954767	0.028954767	1125	1125	1125	1	NON	NON	3378	3378	1	3378
MvSl-1064-A1-R4_MC02g03845	0	61.15	61.15	5	82.2	411	Auto	Auto	-0.316077017	0.316077017	301	301	301	1	NON	NON	906	906	1	906
MvSl-1064-A1-R4_MC02g03846	0	61.635	61.635	6	139.5	837	Auto	Auto	-0.255769027	0.255769027	148	148	148	1	NON	NON	447	447	1	447
MvSl-1064-A1-R4_MC02g03847	0	57.57	57.57	4	111.25	445	Auto	Auto	0.028008506	0.028008506	448	448	448	1	NON	NON	1347	1347	1	1347
MvSl-1064-A1-R4_MC02g03848	0	60.44	60.44	3	80	240	Auto	Auto	-0.247204955	0.247204955	288	288	288	1	NON	NON	867	867	1	867
MvSl-1064-A1-R4_MC02g03849	0	57.49	57.49	12	86.9167	1043	Auto	Auto	0.009126874	0.009126874	782	782	782	1	NON	NON	2349	2349	1	2349
MvSl-1064-A1-R4_MC02g03850	0	56.12	56.12	3	80.3333	241	Auto	Auto	-0.847983214	0.847983214	255	255	255	1	NON	NON	768	768	1	768
MvSl-1064-A1-R4_MC02g03852	0	55.675	55.675	1	101	101	Auto	Auto	-1.355308375	1.355308375	381	381	381	1	NON	NON	1146	1146	1	1146
MvSl-1064-A1-R4_MC02g03853	0	65.275	65.275	5	163.6	818	Auto	Auto	-0.143143247	0.143143247	167	167	167	1	NON	NON	504	504	1	504
MvSl-1064-A1-R4_MC02g03854	0	51.415	51.415	3	87.3333	262	Auto	Auto	0.688610631	0.688610631	234	234	234	1	NON	NON	705	705	1	705
MvSl-1064-A1-R4_MC02g03855	0	57.765	57.765	3	61.6667	185	Auto	Auto	0.475508961	0.475508961	351	351	351	1	NON	NON	1056	1056	1	1056
MvSl-1064-A1-R4_MC02g03856	0	62.685	62.685	2	55.5	111	Auto	Auto	-0.294215458	0.294215458	225	225	225	1	NON	NON	678	678	1	678
MvSl-1064-A1-R4_MC02g03857	0	56.23	56.23	2	75	150	Auto	Auto	0.122544975	0.122544975	114	114	114	1	NON	NON	345	345	1	345
MvSl-1064-A1-R4_MC02g03858	0	56.33	56.33	2	95	190	Auto	Auto	0.269075697	0.269075697	236	236	236	1	NON	NON	711	711	1	711
MvSl-1064-A1-R4_MC02g03859	0	56.7	56.7	1	118	118	Auto	Auto	-0.043509287	0.043509287	106	106	106	1	NON	NON	321	321	1	321
MvSl-1064-A1-R4_MC02g03860	0	58.27	58.27	5	81.2	406	Auto	Auto	0.19737262	0.19737262	418	418	418	1	NON	NON	1257	1257	1	1257
MvSl-1064-A1-R4_MC02g03864	0	61.765	61.765	5	87.8	439	Auto	Auto	-0.357522379	0.357522379	329	329	329	1	NON	NON	990	990	1	990
MvSl-1064-A1-R4_MC02g03865	0	57.9	57.9	7	84.1429	589	Auto	Auto	0.114049708	0.114049708	269	269	269	1	NON	NON	810	810	1	810
MvSl-1064-A1-R4_MC02g03866	0	63.215	63.215	3	74.3333	223	Auto	Auto	-0.126736535	0.126736535	371	371	371	1	NON	NON	1116	1116	1	1116
MvSl-1064-A1-R4_MC02g03867	0	60.92	60.92	6	92	552	Auto	Auto	-0.311356799	0.311356799	518	518	518	1	NON	NON	1557	1557	1	1557
MvSl-1064-A1-R4_MC02g03868	0	68.055	68.055	4	90.25	361	Auto	Auto	-0.173632053	0.173632053	936	936	936	1	NON	NON	2811	2811	1	2811
MvSl-1064-A1-R4_MC02g03869	0	67.635	67.635	3	149.667	449	Auto	Auto	-0.109063017	0.109063017	85	85	85	1	NON	NON	258	258	1	258
