gida1	a1GC0	a1GC3	gida2	a2GC0	a2GC3	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	GC0diff	GC3diff	DE
MvSl-1064-A1-R4_MC02g03546	57.56	68.47	MvSl-1064-A2-R4_MC02g03824	57.56	68.47	897204	900290	6.187039409	-0.319332228	0.319332228	0.210577756	0.780671828	5.669822802	6.299953165	6.589551137	6.032755765	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g01789	55.19	62.55	MvSl-1064-A2-R4_MC01g02070	55.19	62.55	112385	117687	8.044047629	-0.297060198	0.297060198	0.210961657	0.780740782	7.778968526	7.989384013	8.381642743	7.95711826	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05373	56.41	69.11	MvSl-1064-A2-R4_MC04-1g05650	56.41	69.11	168300	169986	5.946874622	-0.268895035	0.268895035	0.210736345	0.780740782	5.773181207	5.839379515	6.274948811	5.842846241	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07037	57.32	58.22	MvSl-1064-A2-R4_MC06-2g07302	57.32	58.22	473401	475252	5.570169008	0.262625819	0.262625819	0.210941828	0.780740782	5.766933772	5.619189439	5.35291097	5.508727658	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11222	60.38	64.15	MvSl-1064-A2-R4_MC12g11485	60.38	64.15	1178421	1181316	2.309048897	0.644973155	0.644973155	0.210841973	0.780740782	3.175268029	1.572918467	1.407108642	2.350372556	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05716	57.12	76.64	MvSl-1064-A2-R4_MC04-1g05992	57.12	76.64	1008390	1013010	6.371201447	0.315685091	0.315685091	0.211087039	0.780866766	6.330818073	6.687303437	6.536018599	5.773549684	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02266	54.44	58.27	MvSl-1064-A2-R4_MC01g02548	54.44	58.27	861176	861394	3.694356011	-0.372419784	0.372419784	0.211403639	0.781361742	3.332446028	3.64850709	4.023162696	3.695417116	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02449	58.32	72.63	MvSl-1064-A2-R4_MC01g02731	58.32	72.63	1293225	1294542	6.066946516	0.24305223	0.24305223	0.211371582	0.781361742	6.151558982	6.213737495	5.883774564	5.994734143	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03714	55.15	56.55	MvSl-1064-A2-R4_MC02g03992	55.15	56.55	1308447	1309859	3.775538536	0.360042757	0.360042757	0.211722512	0.782063894	4.019462882	3.859908951	3.731448875	3.419891121	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11331	57.49	64.85	MvSl-1064-A2-R4_MC13g11592	57.49	64.85	108542	109287	9.750083094	-0.3956681	0.3956681	0.211776572	0.782063894	9.620089646	9.452605141	10.20310186	9.603915859	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04710	53.6	67.2	MvSl-1064-A2-R4_MC03g04988	53.6	67.2	1094496	1094837	6.412926263	-0.305113813	0.305113813	0.213172493	0.782518586	6.050249965	6.430211663	6.857633374	6.177741085	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05605	58.05	64.3	MvSl-1064-A2-R4_MC04-1g05881	58.05	64.3	712344	717041	7.101184296	-0.25481481	0.25481481	0.212486062	0.782518586	7.107178543	6.814749356	7.076252371	7.356255994	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g06055	57.19	61.5	MvSl-1064-A2-R4_MC04-2g06337	57.19	61.5	1821066	1824053	8.417738925	-0.304880329	0.304880329	0.212693609	0.782518586	8.400396008	8.098568586	8.434907293	8.679102507	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06752	59.13	75.29	MvSl-1064-A2-R4_MC05g07016	59.13	75.29	672886	674189	6.813737662	-0.253523705	0.253523705	0.212996322	0.782518586	6.535049936	6.814749356	7.106058907	6.740702232	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07595	54.88	61.78	MvSl-1064-A2-R4_MC07g07860	54.88	61.78	130310	131675	5.911327132	0.248883897	0.248883897	0.213181166	0.782518586	6.066619618	5.992434345	5.848277128	5.711382633	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07836	56.39	63.65	MvSl-1064-A2-R4_MC07g08101	56.39	63.65	701231	704086	5.784829201	-0.256182266	0.256182266	0.212695473	0.782518586	5.713358979	5.587023747	5.947289556	5.866130729	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09007	53.61	62.89	MvSl-1064-A2-R4_MC09g09282	53.61	62.89	191271	191908	2.082988573	0.452784447	0.452784447	0.212980654	0.782518586	2.168700128	2.388687111	1.973684198	1.692371284	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09119	55.24	63.41	MvSl-1064-A2-R4_MC09g09394	55.24	63.41	466880	467925	6.196335295	0.287705612	0.287705612	0.212394304	0.782518586	6.447133539	6.208231504	5.71448182	6.314464718	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10948	55.42	56.8	MvSl-1064-A2-R4_MC12g11211	55.42	56.8	507641	510428	5.764207826	0.266791213	0.266791213	0.21275834	0.782518586	5.755619759	6.014684892	5.736222758	5.503496289	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11162	54.93	61.13	MvSl-1064-A2-R4_MC12g11425	54.93	61.13	1034001	1035871	5.418089022	0.268283029	0.268283029	0.21301377	0.782518586	5.512919938	5.577090121	5.192312882	5.35843212	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11169	56.41	71.17	MvSl-1064-A2-R4_MC12g11432	56.41	71.17	1057010	1057339	7.284123433	-0.256233436	0.256233436	0.212519014	0.782518586	6.977917094	7.30463122	7.390100775	7.422890089	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11472	57.71	64.29	MvSl-1064-A2-R4_MC13g11733	57.71	64.29	441437	443010	6.507892626	-0.247330743	0.247330743	0.212422586	0.782518586	6.264959106	6.485122474	6.736297824	6.507130432	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC14g11895	56.73	74.66	MvSl-1064-A2-R4_MC14g12156	56.73	74.66	387596	389214	6.726303834	0.232231686	0.232231686	0.212508897	0.782518586	6.786749648	6.886600473	6.702091815	6.501893258	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC15g12056	55.39	63.5	MvSl-1064-A2-R4_MC15g12305	55.39	63.5	111550	114206	6.218380446	-0.254184785	0.254184785	0.213099497	0.782518586	6.045096122	6.125939064	6.511853623	6.144519081	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-2g06094	53.64	57.24	MvSl-1064-A2-R4_MC04-2g06365	53.64	57.24	1923441	1924434	3.790650631	0.354912696	0.354912696	0.213316355	0.782579983	3.806939499	4.088882362	3.629806773	3.574236495	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07614	53.97	63.25	MvSl-1064-A2-R4_MC07g07879	53.97	63.25	184795	185996	4.595236697	0.357007715	0.357007715	0.213461478	0.782579983	4.866278598	4.648132159	4.008943963	4.717170335	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09111	57.43	65.06	MvSl-1064-A2-R4_MC09g09386	57.43	65.06	443582	444034	7.704720445	0.258058396	0.258058396	0.213472514	0.782579983	7.920217068	7.729189769	7.581608512	7.558131613	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02147	59.98	70.05	MvSl-1064-A2-R4_MC01g02428	59.98	70.05	572124	575718	5.659504336	0.251014149	0.251014149	0.213658891	0.782605868	5.758141663	5.799657822	5.475170904	5.58004219	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04742	60.36	60.36	MvSl-1064-A2-R4_MC03g05020	60.36	60.36	1177170	1178944	6.95688887	0.313751071	0.313751071	0.213662662	0.782605868	7.403446388	6.728272663	6.50511557	7.030433274	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02124	53.33	55.15	MvSl-1064-A2-R4_MC01g02405	53.33	55.15	542342	546792	2.262746207	0.522047774	0.522047774	0.213863272	0.783005188	2.340087249	2.627420108	2.437215407	1.300315986	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02539	57.05	67.48	MvSl-1064-A2-R4_MC01g02821	57.05	67.48	1499838	1507223	6.670594611	-0.244742375	0.244742375	0.214341484	0.783413999	6.417925502	6.658656952	6.881893091	6.687104526	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02592	56.04	74.04	MvSl-1064-A2-R4_MC01g02874	56.04	74.04	1654291	1655477	5.61595845	-0.269569104	0.269569104	0.214293141	0.783413999	5.652304861	5.273956133	5.746257486	5.742800987	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06807	51.04	57.81	MvSl-1064-A2-R4_MC05g07071	51.04	57.81	804358	804838	6.93826064	-0.230425954	0.230425954	0.214191909	0.783413999	6.758688432	6.876221901	6.993218371	7.10255839	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07731	56.77	72.84	MvSl-1064-A2-R4_MC07g07996	56.77	72.84	437663	438559	6.384086635	-0.235543108	0.235543108	0.214205822	0.783413999	6.22175958	6.300815691	6.574342789	6.415404781	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02151	56.36	69.57	MvSl-1064-A2-R4_MC01g02432	56.36	69.57	582058	582239	7.633876977	-0.251992619	0.251992619	0.214478454	0.783458681	7.492847468	7.51213444	7.668602775	7.835404434	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06772	58.44	63.06	MvSl-1064-A2-R4_MC05g07036	58.44	63.06	723817	725663	6.952720335	-0.235060838	0.235060838	0.214536995	0.783458681	6.740948585	6.915044146	7.157991564	6.966601445	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04752	55	57.95	MvSl-1064-A2-R4_MC03g05030	55	57.95	1201369	1202234	8.898928001	0.316128949	0.316128949	0.214921081	0.784191343	9.100934152	8.993639322	8.776951676	8.686046127	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11694	55.53	64.76	MvSl-1064-A2-R4_MC13g11955	55.53	64.76	945124	949347	7.143246169	0.246258184	0.246258184	0.214871875	0.784191343	7.259125659	7.262749558	6.843680674	7.167945934	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08439	56.49	70.23	MvSl-1064-A2-R4_MC08-1g08704	56.49	70.23	485086	485959	5.991981277	-0.35228504	0.35228504	0.215129495	0.784616917	5.497909427	6.059202044	6.524403273	5.663715593	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04583	58.33	68.2	MvSl-1064-A2-R4_MC03g04861	58.33	68.2	787396	792402	5.127820024	0.288124602	0.288124602	0.215315193	0.78491001	5.323286379	5.201908905	4.82938061	5.110323812	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g05055	54.81	66.67	MvSl-1064-A2-R4_MC03g05332	54.81	66.67	1927932	1929906	3.01178917	0.396430806	0.396430806	0.215456431	0.78491001	3.339199224	3.028255879	2.742351425	2.856368893	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07497	54.63	60.08	MvSl-1064-A2-R4_MC06-2g07762	54.63	60.08	1625789	1627905	6.003627786	-0.263208297	0.263208297	0.215577109	0.78491001	6.003188835	5.715481639	6.275938724	5.965862564	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11594	59.34	68.68	MvSl-1064-A2-R4_MC13g11855	59.34	68.68	723510	724188	5.729763661	0.282568645	0.282568645	0.215543588	0.78491001	5.622165762	6.070372885	5.683483358	5.471703349	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_A1g00153	57.57	66.96	MvSl-1064-A2-R4_A2g01431	57.84	67.54	2625755	2626956	7.254262017	-0.269881931	0.269881931	0.216383753	0.784940814	7.317144298	6.875643118	7.263068671	7.493634893	Black	OldStrata	-0.27	-0.58	NON
MvSl-1064-A1-R4_MC02g03548	62.74	64.1	MvSl-1064-A2-R4_MC02g03826	62.74	64.1	903758	905585	4.875542006	0.305977882	0.305977882	0.216292983	0.784940814	5.215471148	4.792486356	4.702597616	4.726180934	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04602	57.38	74.01	MvSl-1064-A2-R4_MC03g04880	57.38	74.01	838428	840156	6.99336397	0.407867122	0.407867122	0.215970848	0.784940814	6.479587459	7.653217335	7.079090763	6.389170415	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04955	60.15	67.58	MvSl-1064-A2-R4_MC03g05232	60.15	67.58	1706883	1708104	4.414988782	0.351504718	0.351504718	0.216342285	0.784940814	4.85924827	4.229600588	4.196283047	4.260185638	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-1g06227	57.39	68.52	MvSl-1064-A2-R4_MC05g06499	57.39	68.52	110049	112585	7.058706312	0.229662852	0.229662852	0.216125771	0.784940814	7.137519923	7.199406507	6.931736584	6.946823632	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07719	54.55	69.57	MvSl-1064-A2-R4_MC07g07984	54.55	69.57	409298	411378	2.496001399	0.456848403	0.456848403	0.216205071	0.784940814	2.696263497	2.702444378	2.572276917	1.832471267	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08282	54.73	59.89	MvSl-1064-A2-R4_MC08-1g08547	54.73	59.89	79892	82327	7.2600162	-0.249710472	0.249710472	0.216043934	0.784940814	7.249747709	6.999284671	7.315520123	7.440790136	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08936	51.02	57.19	MvSl-1064-A2-R4_MC09g09211	51.02	57.19	54335	55518	5.610884685	0.274360053	0.274360053	0.215897731	0.784940814	5.878926465	5.588437269	5.299393515	5.617651369	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09382	58.31	67.46	MvSl-1064-A2-R4_MC09g09656	58.31	67.46	1153069	1155127	4.635219509	0.331008241	0.331008241	0.216411919	0.784940814	4.928055875	4.637246684	4.192093981	4.686721951	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02424	54.72	66.67	MvSl-1064-A2-R4_MC01g02706	54.72	66.67	1218267	1219888	4.777207813	0.311486186	0.311486186	0.216664021	0.785188944	4.794384364	5.041908779	4.791117527	4.409359493	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09075	58.46	63.01	MvSl-1064-A2-R4_MC09g09350	58.46	63.01	366993	367393	3.235630917	0.37960325	0.37960325	0.216660461	0.785188944	3.436877839	3.381279873	2.894474113	3.161047934	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10862	52.66	57.4	MvSl-1064-A2-R4_MC12g11125	52.66	57.4	308991	310020	1.906813467	0.468819985	0.468819985	0.216895037	0.78569308	1.884682455	2.308619354	1.763912422	1.537188382	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02593	55.56	66.91	MvSl-1064-A2-R4_MC01g02875	55.56	66.91	1655561	1655761	9.589530343	-0.348188702	0.348188702	0.217176713	0.786100215	9.382513935	9.42715691	9.726259479	9.779557252	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03276	55.4	64.51	MvSl-1064-A2-R4_MC02g03556	55.4	64.51	271295	271972	4.115016645	0.331045036	0.331045036	0.217191333	0.786100215	4.204661622	4.331034188	4.03256459	3.840777206	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04926	55.41	66.24	MvSl-1064-A2-R4_MC03g05204	55.41	66.24	1634224	1636152	1.393520049	-0.502825083	0.502825083	0.217394611	0.786502973	1.124534774	1.151302869	1.348089211	1.854553469	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05521	55.01	55.31	MvSl-1064-A2-R4_MC04-1g05797	55.01	55.31	524681	526084	1.42801281	0.498723171	0.498723171	0.217893214	0.787973387	1.828196303	1.428861191	1.047803276	1.267773256	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05451	48.63	62.35	MvSl-1064-A2-R4_MC04-1g05728	48.63	62.35	378277	380382	5.635999148	-0.27387562	0.27387562	0.218057314	0.788233393	5.283575015	5.676137919	5.87726652	5.646415643	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04975	54.01	62.37	MvSl-1064-A2-R4_MC03g05252	54.01	62.37	1744071	1747600	6.194659629	0.317198708	0.317198708	0.218224826	0.788505509	6.545307155	6.110280189	5.60845331	6.351815989	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05831	54.87	59.59	MvSl-1064-A2-R4_MC04-1g06107	54.87	59.59	1297524	1298571	4.881353157	-0.305723536	0.305723536	0.218633065	0.788810107	4.585902738	4.845467207	5.198590978	4.830134384	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06894	56.41	66.67	MvSl-1064-A2-R4_MC06-1g07157	56.41	66.67	102714	103531	6.786015596	0.247508743	0.247508743	0.218551818	0.788810107	6.731354597	7.058621689	6.79755165	6.501018545	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07655	52.74	51.23	MvSl-1064-A2-R4_MC07g07920	52.74	51.23	276688	277418	8.642779711	-0.319641045	0.319641045	0.218678203	0.788810107	8.678681882	8.23591116	8.704540956	8.877829068	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08285	51	57.83	MvSl-1064-A2-R4_MC08-1g08550	51	57.83	87800	88642	1.719819487	-0.532450496	0.532450496	0.218541817	0.788810107	1.355249339	1.526479497	2.379439594	1.363278739	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03722	56.68	63.76	MvSl-1064-A2-R4_MC02g04000	56.68	63.76	1333398	1333565	8.011403621	-0.296270538	0.296270538	0.219011543	0.789611741	7.676039029	8.015626938	8.34272669	7.932026351	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10684	52.55	54.74	MvSl-1064-A2-R4_MC11g10948	52.55	54.74	1288912	1290301	5.632214046	-0.249602719	0.249602719	0.219085162	0.789611741	5.548320501	5.455326366	5.759057561	5.744280167	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05819	55.12	65.37	MvSl-1064-A2-R4_MC04-1g06095	55.12	65.37	1279287	1281449	4.844327584	-0.300302161	0.300302161	0.219470128	0.790332825	4.489027761	4.861924743	4.980332609	4.993284561	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC10-2g10048	56.61	72.55	MvSl-1064-A2-R4_MC10g10312	56.61	72.55	578966	579870	5.619675682	0.255520076	0.255520076	0.219464856	0.790332825	5.655013813	5.822661267	5.560513291	5.407803064	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-2g06443	59.42	68.45	MvSl-1064-A2-R4_MC05g06717	59.42	68.45	278512	280923	4.001054224	0.332070948	0.332070948	0.219571217	0.790363929	4.208354859	4.100817421	3.810090662	3.840777206	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03577	55.64	61.16	MvSl-1064-A2-R4_MC02g03855	55.64	61.16	967667	969737	5.348925855	0.276697894	0.276697894	0.219726976	0.790591715	5.588552349	5.36254109	5.083443587	5.315295154	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02139	57.17	67.58	MvSl-1064-A2-R4_MC01g02420	57.17	67.58	564448	565083	6.838734256	-0.255045001	0.255045001	0.219898573	0.790876273	6.67708283	6.734031579	7.189853377	6.687873417	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02386	63.27	67.94	MvSl-1064-A2-R4_MC01g02668	63.27	67.94	1130426	1132309	6.068652945	-0.246469954	0.246469954	0.220084764	0.791213057	5.79422237	6.073404526	6.195564545	6.177741085	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g08103	55.37	66.94	MvSl-1064-A2-R4_MC07g08368	55.37	66.94	1368585	1370302	7.8398564	-0.25829352	0.25829352	0.220198051	0.791287573	7.730670399	7.67898857	7.908659892	8.015860979	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08784	56.49	71.3	MvSl-1064-A2-R4_MC08-2g09065	56.49	71.3	1297904	1300149	8.418559318	-0.287752955	0.287752955	0.220534126	0.792162288	8.233271588	8.301157339	8.641804348	8.463231428	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07428	55.66	59.13	MvSl-1064-A2-R4_MC06-2g07693	55.66	59.13	1469112	1472534	6.993805105	0.233333446	0.233333446	0.22073186	0.792539549	7.154370475	7.055047675	6.752745934	6.982982751	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02660	57.89	67.61	MvSl-1064-A2-R4_MC01g02942	57.89	67.61	1794041	1797943	5.461787501	0.259207886	0.259207886	0.22083916	0.792591932	5.612442486	5.55701529	5.354786072	5.297269599	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03716	58.65	62.03	MvSl-1064-A2-R4_MC02g03994	58.65	62.03	1312338	1316890	3.326473504	-0.367417869	0.367417869	0.221035359	0.792963191	3.137024765	3.132705909	3.56000446	3.43462509	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g04213	55.46	61.24	MvSl-1064-A2-R4_MC02g04491	55.46	61.24	2487221	2489271	4.268098975	0.373536828	0.373536828	0.221162295	0.793085763	4.710929135	4.108719625	3.782493815	4.30898023	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03503	61.22	63.27	MvSl-1064-A2-R4_MC02g03781	61.22	63.27	808090	808396	0.909158761	0.550477347	0.550477347	0.221296477	0.793234206	1.433066897	0.767931887	0.568234379	0.663497503	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04529	57.14	60.07	MvSl-1064-A2-R4_MC03g04807	57.14	60.07	668282	670526	1.840684829	0.770279734	0.770279734	0.221595981	0.793614754	2.836507544	0.845643759	0.404087788	2.000332249	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07275	60.31	77.63	MvSl-1064-A2-R4_MC06-2g07540	60.31	77.63	1109645	1113054	7.368697788	-0.25187063	0.25187063	0.221619304	0.793614754	7.073656609	7.384507787	7.500085507	7.478161513	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09179	53.07	63.2	MvSl-1064-A2-R4_MC09g09454	53.07	63.2	633171	633626	6.679173655	-0.229348771	0.229348771	0.221681136	0.793614754	6.566325052	6.554024457	6.748473169	6.829087416	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g01868	55	58.64	MvSl-1064-A2-R4_MC01g02149	55	58.64	206237	206677	5.648168195	0.244516303	0.244516303	0.223315679	0.794918447	5.773181207	5.756298328	5.534278638	5.506985975	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g01883	54.49	61.19	MvSl-1064-A2-R4_MC01g02164	54.49	61.19	221010	222146	4.408918036	-0.364340267	0.364340267	0.223153777	0.794918447	4.093225502	4.331034188	4.905551355	4.157347684	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02248	57	75.46	MvSl-1064-A2-R4_MC01g02530	57	75.46	827050	827500	7.937496545	-0.359762791	0.359762791	0.223728701	0.794918447	7.451373865	7.991522473	8.47748131	7.604883314	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g04248	53.45	59.96	MvSl-1064-A2-R4_MC02g04526	53.45	59.96	26279	28913	5.502811346	-0.326854265	0.326854265	0.223826672	0.794918447	5.645510143	4.928173904	5.433193323	5.851107275	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04501	56.56	61.93	MvSl-1064-A2-R4_MC03g04779	56.56	61.93	599791	601866	5.884585542	-0.250063214	0.250063214	0.222524354	0.794918447	5.695049289	5.811810606	6.098186727	5.903680884	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04849	65.81	80.34	MvSl-1064-A2-R4_MC03g05127	65.81	80.34	1428387	1430179	1.681491507	-0.465523768	0.465523768	0.223672998	0.794918447	1.300936698	1.572918467	1.934099233	1.854553469	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-2g06309	58.84	69.88	MvSl-1064-A2-R4_MC05g06583	58.84	69.88	181752	184110	0.039880609	0.681884862	0.681884862	0.223239233	0.794918447	0.772042712	-0.395107576	-0.661372867	-0.029636685	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07508	58.92	67.51	MvSl-1064-A2-R4_MC06-2g07773	58.92	67.51	1662838	1663020	8.282284335	-0.279087248	0.279087248	0.223416982	0.794918447	8.10417546	8.167337416	8.500107611	8.324758292	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07666	54.89	66.27	MvSl-1064-A2-R4_MC07g07931	54.89	66.27	300544	301446	6.172937176	-0.240786971	0.240786971	0.223904974	0.794918447	5.927908216	6.15866035	6.360494203	6.212354424	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g08112	55.4	68.98	MvSl-1064-A2-R4_MC07g08377	55.4	68.98	1393248	1394904	7.75494469	0.254570154	0.254570154	0.223711487	0.794918447	7.791641093	7.956647199	7.659908161	7.583144042	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08600	60.71	64.58	MvSl-1064-A2-R4_MC08-1g08865	60.71	64.58	866389	867725	7.133069681	0.252933109	0.252933109	0.223682247	0.794918447	7.387245863	7.106763822	6.819443263	7.162424356	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09044	55.19	60.38	MvSl-1064-A2-R4_MC09g09319	55.19	60.38	279579	281546	5.876630108	-0.314344698	0.314344698	0.222609661	0.794918447	5.461233886	5.924666038	6.314988386	5.662151415	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09364	58.44	70.93	MvSl-1064-A2-R4_MC09g09638	58.44	70.93	1109152	1111293	7.031813801	-0.258225309	0.258225309	0.222405771	0.794918447	6.93230763	6.861097577	6.88254313	7.384513725	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09505	57.23	64.15	MvSl-1064-A2-R4_MC09g09779	57.23	64.15	1456742	1458131	1.139727983	0.502989494	0.502989494	0.222469687	0.794918447	1.355249339	1.35105268	0.806091164	0.936220853	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC10-2g10079	53.98	56.56	MvSl-1064-A2-R4_MC10g10343	53.98	56.56	617694	619138	4.561654858	-0.302155924	0.302155924	0.223059999	0.794918447	4.401400156	4.406699243	4.818551459	4.581423549	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10300	54.53	63.34	MvSl-1064-A2-R4_MC11g10561	54.53	63.34	306678	310722	5.191349077	0.285632652	0.285632652	0.223009803	0.794918447	5.399573019	5.2491468	4.848138206	5.212177218	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10413	51.72	57.54	MvSl-1064-A2-R4_MC11g10675	51.72	57.54	614585	615908	4.70948655	0.293617526	0.293617526	0.222409784	0.794918447	4.916813428	4.775212452	4.601987838	4.506697018	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11076	57.63	64.23	MvSl-1064-A2-R4_MC12g11339	57.63	64.23	830940	834109	5.863917635	-0.25897426	0.25897426	0.222887425	0.794918447	5.63457159	5.817848823	6.124803515	5.835925726	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11102	63.49	83.33	MvSl-1064-A2-R4_MC12g11365	63.49	83.33	898082	898273	0.41128736	-0.581408469	0.581408469	0.222244452	0.794918447	0.410975968	-0.226557056	0.619046564	0.712683583	Auto	Auto	0	0	NON
