gid	youngold	logFC.A1.A2	ratioprot	DE	DE2	ratiocds
MvSl-1064-A1-R4_MC02g03636	Auto	-0.00859362	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03637	Auto	0.09416773	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03639	Auto	0.088239821	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03641	Auto	0.016275981	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03645	Auto	0.087758156	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03649	Auto	0.232041478	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03650	Auto	0.595326032	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03655	Auto	0.209360669	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03656	Auto	-0.010199161	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03657	Auto	-0.107812616	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03659	Auto	-0.331361998	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03666	Auto	0.04968029	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03669	Auto	0.221493891	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03670	Auto	-0.190892448	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03671	Auto	0.369732202	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03672	Auto	0.241704508	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03673	Auto	0.103929246	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03679	Auto	0.096434067	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03680	Auto	0.015819503	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03681	Auto	0.262897252	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03682	Auto	-0.072441624	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03683	Auto	0.077838031	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03685	Auto	-0.162983853	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03686	Auto	-0.197730106	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03687	Auto	-0.103834376	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03688	Auto	0.128763057	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03689	Auto	0.077191341	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03690	Auto	-0.166892256	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03691	Auto	-0.146903396	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03692	Auto	0.261584407	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03693	Auto	-0.012844466	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03694	Auto	0.24455185	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03695	Auto	0.020688508	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03696	Auto	-0.147281249	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03697	Auto	-0.086926338	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03698	Auto	-0.382575557	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03700	Auto	-0.390153212	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03702	Auto	-0.024451961	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03703	Auto	0.352020779	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03704	Auto	0.09265368	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03706	Auto	0.063760712	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03707	Auto	-0.021530476	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03708	Auto	0.472274867	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03709	Auto	0.127075264	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03710	Auto	0.527512741	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03711	Auto	0.027854785	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03713	Auto	0.594203239	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03715	Auto	0.013961022	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03718	Auto	0.380488911	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03720	Auto	-0.022422532	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03721	Auto	-0.017453032	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03722	Auto	-0.296270538	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03723	Auto	0.061161752	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03724	Auto	-0.147812127	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03725	Auto	0.120367065	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03726	Auto	0.105284269	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03727	Auto	0.069668475	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03728	Auto	0.064309217	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03730	Auto	0.189044384	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03731	Auto	0.06922601	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03733	Auto	-0.033031847	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03734	Auto	0.169737394	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03735	Auto	-0.050208762	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03736	Auto	-0.048823615	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03738	Auto	0.00937006	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03739	Auto	-0.144283397	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03741	Auto	-0.047880911	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03742	Auto	-0.158213271	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03744	Auto	-0.095167633	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03745	Auto	0.078385172	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03746	Auto	-0.078086781	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03747	Auto	-0.108749718	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03748	Auto	-0.149149459	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03749	Auto	-0.198521409	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03750	Auto	-0.196428983	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03751	Auto	0.465277092	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03752	Auto	0.177325715	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03753	Auto	0.285796764	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03754	Auto	0.4403619	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03757	Auto	-0.034494014	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03758	Auto	0.084753435	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03759	Auto	0.015847224	1.095419847	NON	NON	1.095057034
MvSl-1064-A1-R4_MC02g03760	Auto	-0.06103463	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03761	Auto	-0.171175187	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03762	Auto	0.100554868	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03763	Auto	0.005850464	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03764	Auto	-0.169088927	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03769	Auto	0.064594402	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03770	Auto	-0.093340402	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03775	Auto	0.036472818	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03776	Auto	0.20476203	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03777	Auto	0.054527377	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03778	Auto	-0.063794327	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03781	Auto	0.080654506	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03783	Auto	-0.322575587	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03784	Auto	0.1251369	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03785	Auto	-0.051621946	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03786	Auto	-0.051720447	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03787	Auto	-0.188990711	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03788	Auto	0.136636638	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03789	Auto	0.178947983	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03790	Auto	-0.080545058	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03791	Auto	-0.422611958	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03792	Auto	0.431618805	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03793	Auto	0.018446075	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03794	Auto	-0.418514028	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03795	Auto	-0.340490023	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03796	Auto	-0.130548561	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03797	Auto	-0.155178822	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03798	Auto	0.000528343	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03799	Auto	0.13616959	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03800	Auto	0.058187253	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03803	Auto	-0.02807507	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03809	Auto	0.00564297	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03810	Auto	0.037410599	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03811	Auto	-0.129476589	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03812	Auto	-0.055813832	0.967592593	NON	NON	1.033412888
MvSl-1064-A1-R4_MC02g03813	Auto	-0.065565129	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03814	Auto	-0.101915865	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03815	Auto	0.049682228	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03816	Auto	-0.054806047	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03817	Auto	-0.189072019	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03821	Auto	-0.072443056	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03822	Auto	-0.017292884	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03823	Auto	-0.022708482	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03824	Auto	-0.262263725	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03825	Auto	-0.181618946	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03826	Auto	-0.049007827	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03827	Auto	0.195519581	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03828	Auto	0.381366965	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03829	Auto	0.269705392	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03830	Auto	0.002292438	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03831	Auto	0.177572013	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03832	Auto	0.184806417	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03833	Auto	0.012231967	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03836	Auto	-0.122150009	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03837	Auto	0.196063776	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03838	Auto	-0.017520446	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03839	Auto	0.068699762	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03840	Auto	0.088128314	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03841	Auto	0.241967413	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03843	Auto	0.238210866	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03844	Auto	-0.028954767	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03845	Auto	-0.316077017	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03846	Auto	-0.255769027	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03847	Auto	0.028008506	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03848	Auto	-0.247204955	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03850	Auto	-0.847983214	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03852	Auto	-1.355308375	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03853	Auto	-0.143143247	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03864	Auto	-0.357522379	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03865	Auto	0.114049708	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03866	Auto	-0.126736535	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03867	Auto	-0.311356799	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03868	Auto	-0.173632053	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03869	Auto	-0.109063017	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03870	Auto	-0.192652039	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03877	Auto	0.173785268	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03879	Auto	0.103084022	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03883	Auto	0.689936386	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03884	Auto	-0.009409504	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03897	Auto	-0.150472697	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03898	Auto	0.301861967	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03899	Auto	0.326115434	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03900	Auto	-0.316053772	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03902	Auto	-0.011595356	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03903	Auto	0.120975839	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03904	Auto	0.13364421	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03905	Auto	-0.082516192	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03906	Auto	0.213811553	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03907	Auto	0.3295197	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03908	Auto	-0.03298879	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03909	Auto	-0.185764056	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03910	Auto	0.057459179	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03911	Auto	-0.418155722	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03912	Auto	-0.070624128	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03913	Auto	0.16256729	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03916	Auto	-0.050682279	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03917	Auto	-0.095136062	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03918	Auto	-0.122642303	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03919	Auto	-0.261057305	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03920	Auto	-0.129875126	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03921	Auto	0.053756025	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03923	Auto	0.157920691	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03925	Auto	0.139090321	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03926	Auto	-0.143591885	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03927	Auto	0.603988577	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03929	Auto	-0.112231283	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03930	Auto	0.514296103	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03931	Auto	-0.133680679	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03932	Auto	0.109722866	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03933	Auto	-0.060420511	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03935	Auto	0.102219874	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03936	Auto	-0.166770631	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03937	Auto	0.102889148	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03938	Auto	0.178343957	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03944	Auto	0.143995551	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03945	Auto	-0.056571384	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03946	Auto	-0.32110713	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03950	Auto	0.392829395	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03951	Auto	-0.096680213	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03952	Auto	-0.137972708	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03953	Auto	0.194299006	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03954	Auto	-0.201937782	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03955	Auto	0.087323571	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03957	Auto	-0.244563729	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03958	Auto	0.053990295	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03960	Auto	-0.052844351	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03961	Auto	-0.261362107	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03962	Auto	-0.161400061	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03963	Auto	-0.057783996	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03964	Auto	0.255757354	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03965	Auto	0.050243328	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03970	Auto	0.297007839	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03971	Auto	-0.017176685	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03972	Auto	-0.184642888	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03973	Auto	0.650272126	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03974	Auto	0.330512443	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03976	Auto	0.232381225	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03977	Auto	1.006452862	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03978	Auto	0.405031073	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03979	Auto	-0.159995534	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03980	Auto	0.074526778	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03981	Auto	0.106704231	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03982	Auto	0.135418218	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03983	Auto	0.190160251	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03984	Auto	0.204293635	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03985	Auto	-0.221850215	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03986	Auto	0.029368485	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03987	Auto	-0.166331017	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03988	Auto	-0.010510896	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03989	Auto	-0.164703781	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03990	Auto	0.021947617	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03991	Auto	-0.19665182	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03992	Auto	-0.624592236	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03993	Auto	0.151348468	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03994	Auto	0.026628999	1	NON	NON	1
MvSl-1064-A1-R4_MC02g03995	Auto	-0.136723337	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04004	Auto	0.008583262	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04005	Auto	-0.308677848	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04006	Auto	-0.145860991	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04007	Auto	-0.422139426	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04008	Auto	0.174345274	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04009	Auto	0.285822647	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04010	Auto	0.440204228	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04011	Auto	0.024783057	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04012	Auto	-0.139113343	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04015	Auto	-0.455020251	1.203389831	NON	NON	1.203045685
MvSl-1064-A1-R4_MC02g04016	Auto	0.296647772	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04017	Auto	-0.345066113	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04018	Auto	0.176561048	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04019	Auto	0.08545235	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04020	Auto	0.176007038	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04021	Auto	-0.133624064	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04022	Auto	-0.012996491	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04024	Auto	-0.167452179	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04026	Auto	-0.099870281	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04027	Auto	-0.003999142	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04029	Auto	0.024053594	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04031	Auto	-0.156200615	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04034	Auto	0.309432868	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04035	Auto	0.358951813	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04036	Auto	0.166309741	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04037	Auto	0.049400799	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04038	Auto	-0.034053581	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04039	Auto	-0.106167266	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04040	Auto	-0.348678272	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04041	Auto	-0.232977029	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04046	Auto	0.231960509	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04048	Auto	-0.113627976	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04049	Auto	0.066678346	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04050	Auto	0.036499223	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04051	Auto	-0.040616553	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04052	Auto	0.242584704	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04053	Auto	0.099063814	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04054	Auto	0.316227185	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04055	Auto	-0.193387784	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04056	Auto	-0.086924987	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04057	Auto	-0.040574996	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04058	Auto	-0.217414003	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04059	Auto	-0.026899079	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04060	Auto	-0.382515201	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04062	Auto	0.090642217	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04063	Auto	-0.231714159	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04067	Auto	0.070861214	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04068	Auto	-0.058866452	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04069	Auto	-0.013387915	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04070	Auto	-0.375744589	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04071	Auto	-0.074501246	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04075	Auto	-0.197274184	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04076	Auto	-0.110798263	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04077	Auto	0.148860963	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04083	Auto	-0.003870402	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04084	Auto	0.048649619	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04085	Auto	0.072206289	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04086	Auto	-0.197184177	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04087	Auto	-0.002647906	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04088	Auto	-0.042583364	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04089	Auto	0.010523128	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04090	Auto	0.043612691	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04091	Auto	0.046572968	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04092	Auto	0.467361852	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04095	Auto	0.033261278	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04096	Auto	-0.13410756	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04097	Auto	0.179775813	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04098	Auto	-0.085790059	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04099	Auto	0.213757205	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04100	Auto	0.150819679	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04101	Auto	-0.688349693	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04102	Auto	0.244674816	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04103	Auto	-0.166467283	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04104	Auto	0.049639723	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04105	Auto	-0.070877025	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04106	Auto	0.281396861	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04107	Auto	-0.239650028	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04108	Auto	0.448004676	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04110	Auto	-0.141499626	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04111	Auto	-0.218581552	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04116	Auto	-0.000506235	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04117	Auto	0.111987027	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04119	Auto	0.51453827	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04120	Auto	0.079468426	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04121	Auto	0.032001699	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04122	Auto	-0.090123316	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04123	Auto	0.282187775	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04124	Auto	-0.094232596	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04125	Auto	0.033054202	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04126	Auto	-0.037037521	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04127	Auto	-0.180472013	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04128	Auto	-0.345816765	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04129	Auto	0.005443513	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04130	Auto	-0.136963333	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04131	Auto	0.856822787	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04132	Auto	0.371416337	1	NON	NON	1
MvSl-1064-A1-R4_MC02g04138	Auto	-0.044564831	1	NON	NON	1
